time,Charlotte,pts.away,score,pts.home,Utah
7:49.0,,,34-68,,Shooting foul by A. Jefferson (drawn by R. Gobert)
7:49.0,,,34-68,,R. Gobert misses free throw 1 of 2
7:49.0,,,34-68,,Offensive rebound by Team
7:49.0,,,34-68,,R. Gobert misses free throw 2 of 2
7:48.0,Defensive rebound by M. Williams,,34-68,,
7:36.0,M. Williams misses 2-pt shot from 10 ft,,34-68,,
7:34.0,,,34-68,,Defensive rebound by R. Gobert
7:18.0,,,34-71,3,R. Hood makes 3-pt shot from 26 ft (assist by D. Exum)
6:55.0,M. Williams misses 3-pt shot from 24 ft,,34-71,,
6:54.0,,,34-71,,Defensive rebound by R. Gobert
6:38.0,,,34-73,2,D. Exum makes 2-pt shot from 19 ft
6:17.0,M. Williams makes 3-pt shot from 23 ft (assist by M. Kidd-Gilchrist),3,37-73,,
5:58.0,,,37-73,,D. Favors misses 2-pt shot from 15 ft
5:57.0,Defensive rebound by A. Jefferson,,37-73,,
5:44.0,G. Henderson misses 3-pt shot from 25 ft,,37-73,,
5:43.0,,,37-73,,Defensive rebound by R. Gobert
5:28.0,,,37-73,,D. Favors misses 2-pt shot from 9 ft
5:27.0,Defensive rebound by A. Jefferson,,37-73,,
5:15.0,M. Williams misses 3-pt shot from 26 ft,,37-73,,
5:13.0,,,37-73,,Defensive rebound by R. Gobert
5:06.0,,,37-73,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Gobert)
5:06.0,,,37-74,1,R. Gobert makes free throw 1 of 2
5:06.0,K. Walker enters the game for G. Henderson,,37-74,,
5:06.0,,,37-75,1,R. Gobert makes free throw 2 of 2
4:50.0,M. Williams misses 2-pt shot from 17 ft,,37-75,,
4:49.0,,,37-75,,Defensive rebound by R. Gobert
4:36.0,,,37-77,2,R. Hood makes 2-pt shot from 10 ft
4:36.0,,,37-77,,Shooting foul by A. Jefferson (drawn by R. Hood)
4:36.0,,,37-77,,T. Burke enters the game for D. Exum
4:36.0,L. Stephenson enters the game for M. Williams,,37-77,,
4:36.0,,,37-78,1,R. Hood makes free throw 1 of 1
4:16.0,A. Jefferson misses 2-pt shot from 6 ft (block by R. Gobert),,37-78,,
4:15.0,,,37-78,,Defensive rebound by G. Hayward
3:59.0,,,37-80,2,D. Favors makes 2-pt shot at rim (assist by R. Hood)
3:42.0,K. Walker misses 2-pt shot from 6 ft,,37-80,,
3:40.0,,,37-80,,Defensive rebound by D. Favors
3:32.0,,,37-80,,Shooting foul by A. Jefferson (drawn by R. Gobert)
3:32.0,,,37-81,1,R. Gobert makes free throw 1 of 2
3:32.0,B. Biyombo enters the game for A. Jefferson,,37-81,,
3:32.0,J. Maxiell enters the game for M. Williams,,37-81,,
3:32.0,,,37-81,,E. Millsap enters the game for R. Hood
3:32.0,,,37-81,,R. Gobert misses free throw 2 of 2
3:30.0,Defensive rebound by M. Kidd-Gilchrist,,37-81,,
3:15.0,M. Kidd-Gilchrist makes 2-pt shot from 19 ft,2,39-81,,
3:05.0,,,39-81,,Turnover by E. Millsap (bad pass)
2:49.0,J. Maxiell misses 2-pt shot from 9 ft (block by D. Favors),,39-81,,
2:49.0,Offensive rebound by Team,,39-81,,
2:49.0,,,39-81,,Utah full timeout
2:49.0,,,39-81,,T. Booker enters the game for R. Gobert
2:42.0,L. Stephenson makes 2-pt shot from 4 ft,2,41-81,,
2:17.0,,,41-81,,E. Millsap misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by B. Biyombo,,41-81,,
2:06.0,Shooting foul by D. Favors (drawn by L. Stephenson),,41-81,,
2:06.0,L. Stephenson makes 2-pt shot from 9 ft,2,43-81,,
2:06.0,L. Stephenson misses free throw 1 of 1,,43-81,,
2:04.0,,,43-81,,Defensive rebound by E. Millsap
1:48.0,,,43-81,,E. Millsap misses 2-pt shot from 2 ft (block by J. Maxiell)
1:46.0,Defensive rebound by L. Stephenson,,43-81,,
1:38.0,,,43-81,,J. Ingles enters the game for G. Hayward
1:32.0,L. Stephenson misses 2-pt shot from 16 ft,,43-81,,
1:30.0,,,43-81,,Defensive rebound by T. Burke
1:10.0,,,43-81,,T. Burke misses 2-pt shot from 9 ft
1:06.0,Defensive rebound by B. Biyombo,,43-81,,
1:00.0,L. Stephenson misses 2-pt shot from 17 ft,,43-81,,
0:56.0,,,43-81,,Defensive rebound by T. Booker
0:40.0,,,43-81,,T. Burke misses 3-pt shot from 26 ft
0:37.0,,,43-81,,Offensive rebound by D. Favors
0:37.0,,,43-83,2,D. Favors makes 2-pt shot from 2 ft
0:29.0,K. Walker makes 3-pt shot from 24 ft,3,46-83,,
0:09.0,,,46-85,2,D. Favors makes 2-pt shot from 18 ft (assist by T. Burke)
0:04.0,L. Stephenson misses 2-pt shot from 6 ft,,46-85,,
0:01.0,,,46-85,,Defensive rebound by D. Favors
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,46-85,,T. Burke misses 3-pt shot from 24 ft
11:41.0,Defensive rebound by B. Biyombo,,46-85,,
11:25.0,J. Maxiell makes 2-pt shot from 8 ft (assist by K. Walker),2,48-85,,
11:01.0,,,48-85,,J. Ingles misses 2-pt shot from 4 ft (block by B. Biyombo)
11:00.0,Defensive rebound by Team,,48-85,,
10:47.0,K. Walker misses 2-pt shot from 21 ft,,48-85,,
10:46.0,,,48-85,,Defensive rebound by R. Gobert
10:34.0,,,48-85,,T. Booker misses 2-pt shot from 20 ft
10:34.0,Defensive rebound by Team,,48-85,,
10:34.0,,,48-85,,Personal foul by R. Gobert (drawn by B. Biyombo)
10:19.0,L. Stephenson makes 2-pt shot from 5 ft,2,50-85,,
10:06.0,,,50-85,,Offensive foul by E. Millsap
10:06.0,,,50-85,,Turnover by E. Millsap (offensive foul)
10:06.0,,,50-85,,D. Exum enters the game for E. Millsap
9:41.0,J. Taylor misses 2-pt shot from 16 ft,,50-85,,
9:39.0,,,50-85,,Defensive rebound by R. Gobert
9:30.0,,,50-85,,Turnover by R. Gobert (offensive foul)
9:30.0,,,50-85,,Offensive foul by R. Gobert
9:30.0,,,50-85,,E. Millsap enters the game for D. Exum
9:17.0,Shooting foul by J. Ingles (drawn by L. Stephenson),,50-85,,
9:17.0,L. Stephenson makes free throw 1 of 2,1,51-85,,
9:17.0,L. Stephenson makes free throw 2 of 2,1,52-85,,
8:52.0,,,52-85,,T. Booker misses 2-pt shot from 6 ft
8:50.0,Defensive rebound by J. Maxiell,,52-85,,
8:39.0,L. Stephenson makes 2-pt shot from 2 ft,2,54-85,,
8:21.0,,,54-85,,E. Millsap misses 2-pt shot from 10 ft
8:20.0,Defensive rebound by J. Maxiell,,54-85,,
8:10.0,L. Stephenson makes 2-pt shot from 18 ft,2,56-85,,
8:10.0,,,56-85,,Utah full timeout
8:10.0,,,56-85,,R. Hood enters the game for T. Burke
8:08.0,,,56-85,,D. Exum enters the game for J. Ingles
7:50.0,,,56-87,2,R. Hood makes 2-pt shot from 7 ft
7:35.0,J. Taylor misses 2-pt shot from 16 ft,,56-87,,
7:34.0,,,56-87,,Defensive rebound by R. Gobert
7:11.0,,,56-87,,R. Hood misses 2-pt shot from 23 ft
7:07.0,,,56-87,,Offensive rebound by Team
6:54.0,,,56-87,,T. Booker misses 2-pt shot from 18 ft
6:51.0,Defensive rebound by J. Taylor,,56-87,,
6:35.0,K. Walker misses 2-pt shot from 9 ft,,56-87,,
6:33.0,,,56-87,,Defensive rebound by T. Booker
6:12.0,,,56-89,2,R. Hood makes 2-pt shot from 14 ft
5:57.0,Official timeout,,56-89,,
5:57.0,B. Roberts enters the game for J. Maxiell,,56-89,,
5:57.0,N. Vonleh enters the game for L. Stephenson,,56-89,,
5:57.0,,,56-89,,J. Cooley enters the game for R. Gobert
5:57.0,,,56-89,,J. Evans enters the game for D. Exum
5:57.0,,,56-89,,T. Burke enters the game for E. Millsap
5:57.0,,,56-89,,J. Ingles enters the game for T. Booker
5:51.0,B. Roberts makes 2-pt shot from 11 ft (assist by K. Walker),2,58-89,,
5:25.0,,,58-89,,R. Hood misses 2-pt shot from 16 ft
5:24.0,Defensive rebound by J. Taylor,,58-89,,
5:15.0,B. Roberts misses 2-pt shot from 17 ft,,58-89,,
5:14.0,,,58-89,,Defensive rebound by R. Hood
4:52.0,,,58-89,,Turnover by J. Evans (lost ball; steal by J. Taylor)
4:44.0,K. Walker misses 3-pt shot from 25 ft,,58-89,,
4:42.0,,,58-89,,Defensive rebound by J. Evans
4:29.0,,,58-89,,T. Burke misses 3-pt shot from 25 ft
4:28.0,,,58-89,,Offensive rebound by J. Ingles
4:15.0,,,58-92,3,R. Hood makes 3-pt shot from 24 ft
3:57.0,J. Taylor misses 2-pt shot from 3 ft,,58-92,,
3:55.0,,,58-92,,Defensive rebound by J. Evans
3:33.0,,,58-92,,T. Burke misses 2-pt shot from 10 ft (block by N. Vonleh)
3:33.0,,,58-92,,Offensive rebound by Team
3:33.0,T. Daniels enters the game for K. Walker,,58-92,,
3:33.0,,,58-92,,B. Cotton enters the game for T. Burke
3:33.0,,,58-92,,E. Millsap enters the game for R. Hood
3:33.0,,,58-92,,Turnover by Team (shot clock)
3:20.0,Jump ball: B. Cotton vs. B. Roberts (T. Daniels gains possession),,,,Jump ball: B. Cotton vs. B. Roberts (T. Daniels gains possession)
3:07.0,B. Roberts misses 2-pt shot from 20 ft,,58-92,,
3:06.0,,,58-92,,Defensive rebound by J. Cooley
2:59.0,,,58-92,,Shooting foul by B. Biyombo (drawn by J. Evans)
2:59.0,Charlotte full timeout,,58-92,,
2:59.0,,,58-93,1,J. Evans makes free throw 1 of 2
2:59.0,,,58-94,1,J. Evans makes free throw 2 of 2
2:37.0,J. Taylor misses 2-pt shot from 5 ft,,58-94,,
2:36.0,Offensive rebound by N. Vonleh,,58-94,,
2:36.0,Shooting foul by J. Cooley (drawn by N. Vonleh),,58-94,,
2:36.0,N. Vonleh makes free throw 1 of 2,1,59-94,,
2:36.0,N. Vonleh makes free throw 2 of 2,1,60-94,,
2:13.0,,,60-94,,E. Millsap misses 3-pt shot from 24 ft
2:11.0,Defensive rebound by N. Vonleh,,60-94,,
2:05.0,J. Taylor misses 3-pt shot from 25 ft,,60-94,,
2:02.0,Offensive rebound by N. Vonleh,,60-94,,
2:02.0,N. Vonleh misses 2-pt shot from 1 ft,,60-94,,
2:00.0,Offensive rebound by N. Vonleh,,60-94,,
1:57.0,Jump ball: J. Evans vs. N. Vonleh (J. Ingles gains possession),,,,Jump ball: J. Evans vs. N. Vonleh (J. Ingles gains possession)
1:57.0,Turnover by N. Vonleh (lost ball; steal by J. Evans),,60-94,,
1:55.0,,,60-94,,Turnover by J. Ingles (bad pass)
1:46.0,T. Daniels makes 3-pt shot from 25 ft (assist by B. Roberts),3,63-94,,
1:29.0,,,63-94,,Utah full timeout
1:22.0,,,63-94,,J. Cooley misses 2-pt shot from 8 ft
1:21.0,Defensive rebound by T. Daniels,,63-94,,
1:12.0,J. Taylor misses 2-pt shot from 18 ft,,63-94,,
1:11.0,,,63-94,,Defensive rebound by J. Ingles
0:51.0,,,63-94,,B. Cotton misses 2-pt shot from 21 ft
0:50.0,Defensive rebound by B. Roberts,,63-94,,
0:42.0,B. Roberts misses 3-pt shot from 25 ft,,63-94,,
0:40.0,,,63-94,,Defensive rebound by J. Cooley
0:20.0,,,63-94,,B. Cotton misses 2-pt shot from 14 ft
