time,Sacramento,pts.away,score,pts.home,Dallas
8:05.0,,,8-2,2,D. Harris makes 2-pt shot from 23 ft
7:48.0,R. Sessions makes 2-pt shot from 20 ft,2,10-2,,
7:29.0,Personal foul by R. Sessions (drawn by D. Harris),,10-2,,
7:19.0,Personal foul by C. Landry (drawn by D. Nowitzki),,10-2,,
7:14.0,,,10-2,,D. Harris misses 2-pt shot from 18 ft (block by B. McLemore)
7:12.0,Defensive rebound by D. Cousins,,10-2,,
7:01.0,D. Cousins misses 2-pt shot from 22 ft,,10-2,,
7:01.0,,,10-2,,Defensive rebound by D. Nowitzki
6:52.0,,,10-2,,Turnover by D. Harris (bad pass)
6:38.0,D. Cousins makes 2-pt shot at rim (assist by R. Gay),2,12-2,,
6:37.0,,,12-2,,Dallas full timeout
6:37.0,,,12-2,,T. Chandler enters the game for G. Smith
6:16.0,,,12-2,,J. Nelson misses 2-pt shot from 12 ft
6:15.0,Defensive rebound by R. Gay,,12-2,,
6:03.0,R. Sessions makes 2-pt shot at rim (assist by D. Cousins),2,14-2,,
5:49.0,,,14-4,2,J. Nelson makes 2-pt shot from 4 ft
5:27.0,B. McLemore makes 3-pt shot from 25 ft (assist by D. Cousins),3,17-4,,
5:13.0,,,17-4,,T. Chandler misses 2-pt shot at rim
5:12.0,Defensive rebound by Team,,17-4,,
5:12.0,,,17-4,,B. Wright enters the game for D. Nowitzki
4:57.0,B. McLemore makes 3-pt shot from 23 ft (assist by R. Gay),3,20-4,,
4:38.0,,,20-4,,Turnover by T. Chandler (3 sec)
4:29.0,Shooting foul by C. Parsons (drawn by R. Gay),,20-4,,
4:29.0,R. Gay misses free throw 1 of 2,,20-4,,
4:29.0,Offensive rebound by Team,,20-4,,
4:29.0,,,20-4,,A. Aminu enters the game for C. Parsons
4:29.0,R. Gay makes free throw 2 of 2,1,21-4,,
4:06.0,,,21-4,,J. Nelson misses 3-pt shot from 24 ft
4:05.0,Defensive rebound by B. McLemore,,21-4,,
3:51.0,C. Landry misses 2-pt shot from 16 ft,,21-4,,
3:50.0,,,21-4,,Defensive rebound by J. Nelson
3:41.0,,,21-4,,Offensive charge foul by A. Aminu
3:41.0,,,21-4,,Turnover by A. Aminu (offensive foul)
3:21.0,B. McLemore makes 3-pt shot from 24 ft (assist by R. Gay),3,24-4,,
3:21.0,,,24-4,,Dallas full timeout
3:19.0,,,24-4,,J. Barea enters the game for J. Nelson
3:19.0,,,24-4,,D. Nowitzki enters the game for B. Wright
3:03.0,,,24-4,,Shooting foul by D. Cousins (drawn by D. Harris)
3:03.0,,,24-5,1,D. Harris makes free throw 1 of 2
3:03.0,R. Evans enters the game for D. Cousins,,24-5,,
3:03.0,,,24-6,1,D. Harris makes free throw 2 of 2
2:47.0,R. Gay makes 2-pt shot from 12 ft,2,26-6,,
2:37.0,,,26-6,,J. Barea misses 2-pt shot from 2 ft
2:36.0,,,26-6,,Offensive rebound by T. Chandler
2:36.0,,,26-6,,T. Chandler misses 2-pt shot from 1 ft
2:35.0,,,26-6,,Offensive rebound by T. Chandler
2:35.0,,,26-8,2,T. Chandler makes 2-pt shot from 1 ft
2:20.0,R. Sessions misses 3-pt shot from 25 ft,,26-8,,
2:18.0,,,26-8,,Defensive rebound by D. Nowitzki
2:03.0,,,26-8,,Turnover by D. Harris (bad pass; steal by B. McLemore)
2:00.0,Shooting foul by J. Barea (drawn by R. Gay),,26-8,,
2:00.0,Sacramento full timeout,,26-8,,
2:00.0,,,26-8,,B. Wright enters the game for T. Chandler
2:00.0,R. McCallum enters the game for R. Sessions,,26-8,,
2:00.0,R. Gay makes free throw 1 of 2,1,27-8,,
2:00.0,R. Gay makes free throw 2 of 2,1,28-8,,
1:44.0,,,28-10,2,B. Wright makes 2-pt shot at rim (assist by D. Harris)
1:23.0,C. Landry misses 2-pt shot from 20 ft,,28-10,,
1:23.0,Offensive rebound by R. Evans,,28-10,,
1:23.0,,,28-10,,Personal foul by B. Wright (drawn by R. Evans)
1:23.0,R. Evans makes free throw 1 of 2,1,29-10,,
1:23.0,R. Evans misses free throw 2 of 2,,29-10,,
1:22.0,,,29-10,,Defensive rebound by A. Aminu
1:05.0,,,29-10,,J. Barea misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by R. McCallum,,29-10,,
0:51.0,Shooting foul by A. Aminu (drawn by R. Gay),,29-10,,
0:51.0,,,29-10,,Technical foul by A. Aminu (drawn by R. Gay)
0:51.0,R. Gay makes technical free throw,1,30-10,,
0:51.0,R. Gay makes free throw 1 of 2,1,31-10,,
0:51.0,,,31-10,,J. Crowder enters the game for A. Aminu
0:51.0,R. Gay makes free throw 2 of 2,1,32-10,,
0:35.0,,,32-10,,Shooting foul by R. Evans (drawn by B. Wright)
0:35.0,,,32-11,1,B. Wright makes free throw 1 of 2
0:35.0,,,32-12,1,B. Wright makes free throw 2 of 2
0:14.0,C. Landry misses 2-pt shot from 3 ft (block by B. Wright),,32-12,,
0:13.0,Offensive rebound by C. Landry,,32-12,,
0:10.0,R. McCallum misses 2-pt shot at rim,,32-12,,
0:08.0,,,32-12,,Defensive rebound by D. Nowitzki
0:04.0,,,32-12,,Shooting foul by R. McCallum (drawn by J. Barea)
0:04.0,,,32-13,1,J. Barea makes free throw 1 of 2
0:04.0,,,32-13,,G. Smith enters the game for B. Wright
0:04.0,,,32-14,1,J. Barea makes free throw 2 of 2
0:00.0,R. McCallum misses 3-pt shot from 27 ft,,32-14,,
0:00.0,Offensive rebound by Team,,32-14,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,Turnover by R. McCallum (bad pass; steal by D. Harris),,32-14,,
11:50.0,Personal foul by R. McCallum (drawn by D. Harris),,32-14,,
11:39.0,,,32-16,2,D. Harris makes 2-pt shot from 17 ft
11:14.0,R. McCallum makes 3-pt shot from 22 ft (assist by N. Stauskas),3,35-16,,
11:00.0,,,35-16,,J. Barea misses 2-pt shot at rim
10:58.0,Defensive rebound by R. Evans,,35-16,,
10:45.0,O. Casspi makes 2-pt shot from 13 ft,2,37-16,,
10:45.0,Shooting foul by J. Barea (drawn by O. Casspi),,37-16,,
10:45.0,O. Casspi makes free throw 1 of 1,1,38-16,,
10:36.0,,,38-18,2,D. Harris makes 2-pt shot at rim
10:10.0,Shooting foul by D. Nowitzki (drawn by C. Landry),,38-18,,
10:10.0,C. Landry makes free throw 1 of 2,1,39-18,,
10:10.0,,,39-18,,M. Ellis enters the game for J. Barea
10:10.0,,,39-18,,C. Parsons enters the game for D. Nowitzki
10:10.0,C. Landry makes free throw 2 of 2,1,40-18,,
9:57.0,,,40-20,2,B. Wright makes 2-pt shot at rim (assist by M. Ellis)
9:33.0,C. Landry makes 2-pt shot from 1 ft (assist by R. McCallum),2,42-20,,
9:12.0,,,42-20,,M. Ellis misses 2-pt shot from 17 ft
9:11.0,Defensive rebound by O. Casspi,,42-20,,
8:58.0,,,42-20,,Personal foul by C. Parsons (drawn by O. Casspi)
8:58.0,Official timeout,,42-20,,
8:58.0,,,42-20,,T. Chandler enters the game for B. Wright
8:46.0,C. Landry makes 2-pt shot from 7 ft (assist by O. Casspi),2,44-20,,
8:26.0,,,44-20,,J. Crowder misses 3-pt shot from 22 ft
8:24.0,,,44-20,,Offensive rebound by M. Ellis
8:22.0,Personal foul by R. Evans (drawn by T. Chandler),,44-20,,
8:09.0,,,44-22,2,J. Crowder makes 2-pt shot from 20 ft
8:09.0,Away from play foul by C. Landry (drawn by T. Chandler),,44-22,,
8:09.0,Technical foul by C. Landry (drawn by T. Chandler),,44-22,,
8:09.0,,,44-22,,M. Ellis misses technical free throw
8:09.0,,,44-22,,Offensive rebound by Team
8:09.0,,,44-22,,T. Chandler misses free throw 1 of 1
8:09.0,Defensive rebound by C. Landry,,44-22,,
7:57.0,R. McCallum misses 2-pt shot from 19 ft,,44-22,,
7:56.0,,,44-22,,Defensive rebound by D. Harris
7:48.0,,,44-25,3,C. Parsons makes 3-pt shot from 24 ft (assist by J. Crowder)
7:45.0,Sacramento full timeout,,44-25,,
7:45.0,R. Sessions enters the game for R. Evans,,44-25,,
7:45.0,D. Cousins enters the game for R. McCallum,,44-25,,
7:31.0,Offensive foul by C. Landry,,44-25,,
7:31.0,Turnover by C. Landry (offensive foul),,44-25,,
7:20.0,,,44-25,,M. Ellis misses 2-pt shot from 15 ft
7:19.0,Defensive rebound by O. Casspi,,44-25,,
7:12.0,Shooting foul by D. Harris (drawn by C. Landry),,44-25,,
7:12.0,C. Landry makes free throw 1 of 2,1,45-25,,
7:12.0,,,45-25,,J. Nelson enters the game for D. Harris
7:12.0,,,45-25,,D. Nowitzki enters the game for J. Crowder
7:12.0,C. Landry makes free throw 2 of 2,1,46-25,,
6:59.0,,,46-27,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by T. Chandler)
6:43.0,R. Sessions makes 2-pt shot from 6 ft (assist by D. Cousins),2,48-27,,
6:43.0,Shooting foul by D. Nowitzki (drawn by R. Sessions),,48-27,,
6:43.0,B. McLemore enters the game for C. Landry,,48-27,,
6:43.0,D. Williams enters the game for N. Stauskas,,48-27,,
6:43.0,R. Sessions makes free throw 1 of 1,1,49-27,,
6:38.0,Personal foul by D. Williams (drawn by D. Nowitzki),,49-27,,
6:38.0,R. Gay enters the game for O. Casspi,,49-27,,
6:33.0,Personal foul by D. Williams (drawn by D. Nowitzki),,49-27,,
6:33.0,,,49-28,1,D. Nowitzki makes free throw 1 of 2
6:33.0,,,49-29,1,D. Nowitzki makes free throw 2 of 2
6:10.0,D. Williams misses 2-pt shot from 13 ft,,49-29,,
6:09.0,,,49-29,,Defensive rebound by C. Parsons
6:04.0,,,49-29,,Shooting foul by D. Williams (drawn by D. Nowitzki)
6:04.0,,,49-30,1,D. Nowitzki makes free throw 1 of 2
6:04.0,R. Hollins enters the game for D. Williams,,49-30,,
6:04.0,,,49-31,1,D. Nowitzki makes free throw 2 of 2
5:41.0,B. McLemore misses 3-pt shot from 23 ft,,49-31,,
5:40.0,,,49-31,,Defensive rebound by D. Nowitzki
5:34.0,,,49-31,,C. Parsons misses 2-pt shot from 3 ft
5:32.0,Defensive rebound by B. McLemore,,49-31,,
5:11.0,B. McLemore makes 3-pt shot from 24 ft (assist by R. Gay),3,52-31,,
5:06.0,,,52-31,,Dallas full timeout
4:55.0,,,52-31,,Shooting foul by D. Cousins (drawn by T. Chandler)
4:55.0,,,52-32,1,T. Chandler makes free throw 1 of 2
4:55.0,J. Thompson enters the game for D. Cousins,,52-32,,
4:55.0,,,52-33,1,T. Chandler makes free throw 2 of 2
4:44.0,R. Gay misses 2-pt shot from 6 ft,,52-33,,
4:43.0,,,52-33,,Defensive rebound by Team
4:35.0,,,52-33,,C. Parsons misses 2-pt shot from 10 ft
4:34.0,,,52-33,,Offensive rebound by C. Parsons
4:33.0,,,52-35,2,C. Parsons makes 2-pt shot from 2 ft
4:14.0,R. Gay misses 3-pt shot from 24 ft,,52-35,,
4:13.0,,,52-35,,Defensive rebound by J. Nelson
4:04.0,,,52-35,,Shooting foul by R. Hollins (drawn by T. Chandler)
4:04.0,,,52-36,1,T. Chandler makes free throw 1 of 2
4:04.0,,,52-37,1,T. Chandler makes free throw 2 of 2
3:54.0,Offensive foul by R. Hollins,,52-37,,
3:54.0,Turnover by R. Hollins (offensive foul),,52-37,,
3:46.0,,,52-40,3,C. Parsons makes 3-pt shot from 26 ft (assist by D. Nowitzki)
3:45.0,Sacramento full timeout,,52-40,,
3:28.0,R. Gay makes 2-pt shot from 10 ft,2,54-40,,
3:18.0,,,54-40,,Offensive foul by M. Ellis
3:18.0,,,54-40,,Turnover by M. Ellis (offensive foul)
3:18.0,,,54-40,,D. Harris enters the game for M. Ellis
2:59.0,R. Sessions misses 2-pt shot from 10 ft,,54-40,,
2:58.0,,,54-40,,Defensive rebound by T. Chandler
2:40.0,,,54-43,3,J. Nelson makes 3-pt shot from 25 ft (assist by D. Nowitzki)
2:17.0,B. McLemore misses 3-pt shot from 23 ft,,54-43,,
2:16.0,,,54-43,,Defensive rebound by T. Chandler
2:07.0,Personal foul by R. Hollins (drawn by D. Nowitzki),,54-43,,
2:07.0,,,54-44,1,D. Nowitzki makes free throw 1 of 2
2:07.0,,,54-45,1,D. Nowitzki makes free throw 2 of 2
1:49.0,B. McLemore misses 2-pt shot from 20 ft,,54-45,,
1:49.0,Offensive rebound by Team,,54-45,,
1:49.0,,,54-45,,Loose ball foul by D. Harris (drawn by J. Thompson)
1:49.0,J. Thompson misses free throw 1 of 2,,54-45,,
1:49.0,Offensive rebound by Team,,54-45,,
1:49.0,J. Thompson misses free throw 2 of 2,,54-45,,
1:48.0,,,54-45,,Defensive rebound by C. Parsons
1:30.0,,,54-45,,J. Nelson misses 3-pt shot from 25 ft
1:29.0,,,54-45,,Offensive rebound by C. Parsons
1:27.0,,,54-45,,C. Parsons misses 2-pt shot from 6 ft
1:26.0,Defensive rebound by J. Thompson,,54-45,,
1:10.0,Offensive charge foul by R. Gay,,54-45,,
1:10.0,Turnover by R. Gay (offensive foul),,54-45,,
0:47.0,,,54-45,,Turnover by D. Nowitzki (lost ball; steal by R. Hollins)
0:41.0,R. Gay misses 3-pt shot from 24 ft,,54-45,,
0:39.0,,,54-45,,Defensive rebound by D. Nowitzki
0:31.0,,,54-48,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Nelson)
0:09.0,R. Gay makes 3-pt shot from 25 ft,3,57-48,,
0:01.0,,,57-48,,C. Parsons misses 3-pt shot from 23 ft
0:01.0,Defensive rebound by J. Thompson,,57-48,,
0:00.0,J. Thompson misses 3-pt shot from 82 ft,,57-48,,
0:00.0,Offensive rebound by Team,,57-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by R. Gay (lost ball),,57-48,,
11:36.0,,,57-48,,T. Chandler misses 2-pt shot from 18 ft
11:35.0,Defensive rebound by D. Cousins,,57-48,,
11:23.0,J. Thompson misses 2-pt shot from 19 ft,,57-48,,
11:22.0,,,57-48,,Defensive rebound by J. Nelson
11:12.0,,,57-50,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by J. Nelson)
10:52.0,R. Sessions makes 3-pt shot from 24 ft (assist by R. Gay),3,60-50,,
10:38.0,,,60-52,2,D. Nowitzki makes 2-pt shot from 21 ft (assist by J. Nelson)
10:20.0,D. Cousins misses 2-pt shot from 8 ft (block by T. Chandler),,60-52,,
10:18.0,,,60-52,,Defensive rebound by D. Nowitzki
10:06.0,,,60-52,,C. Parsons misses 3-pt shot from 24 ft
10:06.0,,,60-52,,Offensive rebound by J. Nelson
10:02.0,,,60-52,,D. Nowitzki misses 3-pt shot from 24 ft
10:01.0,Defensive rebound by B. McLemore,,60-52,,
9:57.0,,,60-52,,Violation by M. Ellis (kicked ball)
9:45.0,R. Sessions makes 3-pt shot from 24 ft (assist by J. Thompson),3,63-52,,
9:26.0,,,63-52,,C. Parsons misses 3-pt shot from 24 ft
9:25.0,Defensive rebound by J. Thompson,,63-52,,
9:19.0,,,63-52,,Personal foul by J. Nelson (drawn by R. Gay)
9:15.0,R. Gay misses 2-pt shot from 19 ft,,63-52,,
9:14.0,,,63-52,,Defensive rebound by T. Chandler
9:06.0,,,63-54,2,T. Chandler makes 2-pt shot at rim (assist by M. Ellis)
8:47.0,B. McLemore misses 3-pt shot from 24 ft,,63-54,,
8:46.0,,,63-54,,Defensive rebound by M. Ellis
8:39.0,,,63-57,3,C. Parsons makes 3-pt shot from 24 ft (assist by J. Nelson)
8:37.0,Sacramento full timeout,,63-57,,
8:29.0,,,63-57,,Shooting block foul by J. Nelson (drawn by R. Sessions)
8:29.0,R. Sessions makes free throw 1 of 2,1,64-57,,
8:29.0,R. Sessions makes free throw 2 of 2,1,65-57,,
8:14.0,,,65-59,2,C. Parsons makes 2-pt shot from 1 ft
7:57.0,D. Cousins misses 2-pt shot from 3 ft,,65-59,,
7:56.0,,,65-59,,Defensive rebound by T. Chandler
7:42.0,Personal foul by R. Sessions (drawn by D. Nowitzki),,65-59,,
7:32.0,,,65-62,3,C. Parsons makes 3-pt shot from 22 ft (assist by J. Nelson)
7:10.0,R. Sessions makes 2-pt shot from 22 ft,2,67-62,,
6:56.0,,,67-62,,J. Nelson misses 2-pt shot from 3 ft
6:55.0,,,67-62,,Offensive rebound by T. Chandler
6:55.0,,,67-64,2,T. Chandler makes 2-pt shot at rim
6:40.0,B. McLemore misses 3-pt shot from 24 ft,,67-64,,
6:39.0,,,67-64,,Defensive rebound by T. Chandler
6:33.0,,,67-66,2,M. Ellis makes 2-pt shot from 2 ft
6:13.0,Offensive charge foul by D. Cousins,,67-66,,
6:13.0,Turnover by D. Cousins (offensive foul),,67-66,,
6:13.0,,,67-66,,B. Wright enters the game for D. Nowitzki
6:13.0,C. Landry enters the game for D. Cousins,,67-66,,
6:13.0,R. Evans enters the game for J. Thompson,,67-66,,
6:03.0,,,67-66,,Shooting foul by B. McLemore (drawn by M. Ellis)
6:03.0,,,67-66,,M. Ellis misses free throw 1 of 2
6:03.0,,,67-66,,Offensive rebound by Team
6:03.0,,,67-67,1,M. Ellis makes free throw 2 of 2
5:46.0,R. Gay misses 2-pt shot from 10 ft,,67-67,,
5:44.0,,,67-67,,Defensive rebound by T. Chandler
5:37.0,,,67-69,2,M. Ellis makes 2-pt shot from 2 ft
5:37.0,Sacramento full timeout,,67-69,,
5:18.0,R. Gay misses 2-pt shot at rim (block by B. Wright),,67-69,,
5:18.0,,,67-69,,Defensive rebound by Team
5:02.0,,,67-69,,M. Ellis misses 2-pt shot from 7 ft
5:01.0,Defensive rebound by R. Gay,,67-69,,
4:50.0,R. Gay makes 2-pt shot from 13 ft,2,69-69,,
4:36.0,,,69-69,,C. Parsons misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by R. Sessions,,69-69,,
4:27.0,Turnover by R. Sessions (bad pass),,69-69,,
4:27.0,,,69-69,,D. Harris enters the game for J. Nelson
4:17.0,,,69-69,,Shooting foul by R. Sessions (drawn by D. Harris)
4:17.0,,,69-70,1,D. Harris makes free throw 1 of 2
4:17.0,,,69-71,1,D. Harris makes free throw 2 of 2
3:58.0,,,69-71,,D. Nowitzki enters the game for T. Chandler
3:58.0,Jump ball: D. Harris vs. C. Landry (R. Gay gains possession),,,,Jump ball: D. Harris vs. C. Landry (R. Gay gains possession)
3:52.0,Turnover by R. Gay (lost ball; steal by M. Ellis),,69-71,,
3:42.0,,,69-71,,D. Harris misses 3-pt shot from 26 ft
3:41.0,Defensive rebound by Team,,69-71,,
3:17.0,C. Landry misses 2-pt shot from 3 ft (block by B. Wright),,69-71,,
3:16.0,Offensive rebound by R. Gay,,69-71,,
3:16.0,Turnover by Team (shot clock),,69-71,,
3:03.0,,,69-71,,C. Parsons misses 2-pt shot from 6 ft
3:02.0,Defensive rebound by R. Evans,,69-71,,
2:54.0,Shooting foul by C. Parsons (drawn by R. Gay),,69-71,,
2:54.0,R. Gay misses free throw 1 of 2,,69-71,,
2:54.0,Offensive rebound by Team,,69-71,,
2:54.0,,,69-71,,A. Aminu enters the game for C. Parsons
2:54.0,R. Gay makes free throw 2 of 2,1,70-71,,
2:41.0,,,70-71,,D. Nowitzki misses 2-pt shot from 18 ft
2:40.0,Defensive rebound by R. Sessions,,70-71,,
2:33.0,R. Sessions misses 2-pt shot from 17 ft,,70-71,,
2:32.0,,,70-71,,Defensive rebound by D. Harris
2:27.0,,,70-73,2,M. Ellis makes 2-pt shot from 1 ft (assist by D. Harris)
2:13.0,Turnover by R. Gay (bad pass),,70-73,,
2:13.0,,,70-73,,Dallas full timeout
2:13.0,R. McCallum enters the game for R. Sessions,,70-73,,
2:02.0,,,70-73,,Turnover by M. Ellis (lost ball; steal by R. Gay)
2:01.0,Turnover by R. Gay (lost ball),,70-73,,
1:50.0,,,70-73,,D. Nowitzki misses 2-pt shot from 12 ft
1:49.0,Defensive rebound by R. Evans,,70-73,,
1:27.0,R. McCallum misses 2-pt shot from 18 ft,,70-73,,
1:26.0,,,70-73,,Defensive rebound by A. Aminu
1:22.0,,,70-75,2,B. Wright makes 2-pt shot at rim (assist by D. Harris)
1:06.0,,,70-75,,Personal foul by A. Aminu (drawn by R. Gay)
0:56.0,R. Evans misses 2-pt shot from 7 ft (block by A. Aminu),,70-75,,
0:54.0,Offensive rebound by R. Evans,,70-75,,
0:52.0,C. Landry misses 2-pt shot from 6 ft (block by M. Ellis),,70-75,,
0:52.0,Offensive rebound by Team,,70-75,,
0:52.0,Turnover by Team (shot clock),,70-75,,
0:32.0,,,70-75,,A. Aminu misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by R. Evans,,70-75,,
0:07.0,R. Gay misses 2-pt shot from 13 ft,,70-75,,
0:06.0,Offensive rebound by R. Gay,,70-75,,
0:05.0,R. Gay makes 2-pt shot from 10 ft,2,72-75,,
0:02.0,Personal take foul by R. McCallum (drawn by D. Harris),,72-75,,
0:02.0,,,72-75,,C. Parsons enters the game for A. Aminu
0:01.0,,,72-78,3,M. Ellis makes 3-pt shot from 26 ft (assist by C. Parsons)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,72-80,2,B. Wright makes 2-pt shot at rim (assist by D. Harris)
11:20.0,Shooting foul by B. Wright (drawn by C. Landry),,72-80,,
11:20.0,C. Landry makes free throw 1 of 2,1,73-80,,
11:20.0,C. Landry misses free throw 2 of 2,,73-80,,
11:20.0,Offensive rebound by D. Cousins,,73-80,,
11:20.0,,,73-80,,Loose ball foul by T. Chandler (drawn by D. Cousins)
11:04.0,Turnover by O. Casspi (bad pass; steal by M. Ellis),,73-80,,
11:00.0,,,73-82,2,M. Ellis makes 2-pt shot at rim
10:34.0,Turnover by D. Cousins (lost ball; steal by T. Chandler),,73-82,,
10:33.0,Personal foul by O. Casspi (drawn by A. Aminu),,73-82,,
10:25.0,,,73-82,,D. Harris misses 2-pt shot from 3 ft
10:23.0,Defensive rebound by Team,,73-82,,
10:10.0,O. Casspi misses 2-pt shot from 6 ft (block by T. Chandler),,73-82,,
10:06.0,Offensive rebound by D. Cousins,,73-82,,
10:06.0,D. Cousins makes 2-pt shot from 2 ft,2,75-82,,
10:00.0,,,75-82,,Dallas full timeout
10:00.0,,,75-82,,J. Nelson enters the game for D. Harris
9:39.0,,,75-82,,C. Parsons enters the game for A. Aminu
9:36.0,,,75-82,,M. Ellis misses 3-pt shot from 25 ft
9:35.0,Defensive rebound by D. Cousins,,75-82,,
9:21.0,,,75-82,,Personal foul by T. Chandler (drawn by D. Cousins)
9:21.0,,,75-82,,D. Nowitzki enters the game for B. Wright
9:12.0,N. Stauskas misses 3-pt shot from 24 ft,,75-82,,
9:12.0,,,75-82,,Defensive rebound by Team
8:56.0,,,75-84,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by M. Ellis)
8:40.0,D. Cousins misses 2-pt shot from 2 ft,,75-84,,
8:39.0,Offensive rebound by C. Landry,,75-84,,
8:39.0,C. Landry misses 2-pt shot from 1 ft,,75-84,,
8:37.0,Offensive rebound by D. Cousins,,75-84,,
8:36.0,Turnover by D. Cousins (lost ball; steal by C. Parsons),,75-84,,
8:27.0,,,75-84,,Shooting foul by R. McCallum (drawn by D. Nowitzki)
8:27.0,,,75-84,,D. Nowitzki misses free throw 1 of 2
8:27.0,,,75-84,,Offensive rebound by Team
8:27.0,,,75-84,,G. Smith enters the game for T. Chandler
8:27.0,,,75-84,,D. Harris enters the game for M. Ellis
8:27.0,R. Gay enters the game for R. McCallum,,75-84,,
8:27.0,R. Sessions enters the game for O. Casspi,,75-84,,
8:27.0,B. McLemore enters the game for N. Stauskas,,75-84,,
8:27.0,,,75-85,1,D. Nowitzki makes free throw 2 of 2
8:08.0,D. Cousins makes 2-pt shot from 2 ft,2,77-85,,
7:58.0,,,77-85,,Turnover by J. Nelson (bad pass; steal by C. Landry)
7:49.0,Offensive charge foul by R. Gay,,77-85,,
7:49.0,Turnover by R. Gay (offensive foul),,77-85,,
7:49.0,,,77-85,,J. Barea enters the game for J. Nelson
7:33.0,,,77-85,,C. Parsons misses 3-pt shot from 23 ft
7:32.0,Defensive rebound by D. Cousins,,77-85,,
7:16.0,Turnover by D. Cousins (bad pass; steal by D. Harris),,77-85,,
7:13.0,,,77-87,2,D. Harris makes 2-pt shot from 2 ft
7:12.0,Sacramento full timeout,,77-87,,
6:59.0,,,77-87,,Personal foul by D. Harris (drawn by D. Cousins)
6:56.0,B. McLemore makes 2-pt shot from 1 ft (assist by D. Cousins),2,79-87,,
6:56.0,Shooting foul by D. Harris (drawn by B. McLemore),,79-87,,
6:56.0,,,79-87,,T. Chandler enters the game for G. Smith
6:56.0,B. McLemore makes free throw 1 of 1,1,80-87,,
6:43.0,,,80-89,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by C. Parsons)
6:11.0,D. Cousins makes 2-pt shot from 1 ft,2,82-89,,
