time,Houston,pts.away,score,pts.home,Memphis
4:21.0,,,15-15,2,M. Conley makes 2-pt shot from 8 ft
4:12.0,Turnover by J. Terry (lost ball; steal by M. Gasol),,15-15,,
4:08.0,,,15-17,2,C. Lee makes 2-pt shot at rim (assist by M. Gasol)
3:48.0,T. Ariza misses 2-pt shot from 8 ft,,15-17,,
3:46.0,,,15-17,,Defensive rebound by Z. Randolph
3:39.0,,,15-17,,Shooting foul by D. Howard (drawn by Z. Randolph)
3:39.0,,,15-18,1,Z. Randolph makes free throw 1 of 2
3:39.0,,,15-18,,K. Koufos enters the game for M. Gasol
3:39.0,T. Black enters the game for T. Ariza,,15-18,,
3:39.0,,,15-19,1,Z. Randolph makes free throw 2 of 2
3:27.0,Turnover by J. Harden (lost ball; steal by M. Conley),,15-19,,
3:22.0,,,15-21,2,Q. Pondexter makes 2-pt shot at rim (assist by M. Conley)
3:07.0,D. Howard misses 2-pt shot from 4 ft,,15-21,,
3:04.0,Offensive rebound by T. Black,,15-21,,
2:58.0,J. Terry makes 3-pt shot from 23 ft (assist by K. Papanikolaou),3,18-21,,
2:47.0,,,18-24,3,M. Conley makes 3-pt shot from 25 ft
2:27.0,T. Black misses 2-pt shot at rim,,18-24,,
2:26.0,,,18-24,,Defensive rebound by Z. Randolph
2:20.0,,,18-24,,Q. Pondexter misses 3-pt shot from 26 ft
2:19.0,,,18-24,,Offensive rebound by Q. Pondexter
2:13.0,,,18-27,3,C. Lee makes 3-pt shot from 23 ft (assist by Q. Pondexter)
2:12.0,Houston full timeout,,18-27,,
2:12.0,,,18-27,,Memphis full timeout
1:51.0,Turnover by K. Papanikolaou (bad pass),,18-27,,
1:41.0,,,18-29,2,M. Conley makes 2-pt shot from 21 ft
1:28.0,Turnover by J. Terry (bad pass; steal by Z. Randolph),,18-29,,
1:13.0,,,18-31,2,C. Lee makes 2-pt shot at rim
0:46.0,Turnover by J. Terry (bad pass; steal by M. Conley),,18-31,,
0:40.0,,,18-34,3,Q. Pondexter makes 3-pt shot from 23 ft (assist by M. Conley)
0:29.0,D. Howard misses 2-pt shot at rim (block by K. Koufos),,18-34,,
0:26.0,,,18-34,,Defensive rebound by K. Koufos
0:08.0,,,18-34,,M. Conley misses 3-pt shot from 24 ft
0:06.0,Defensive rebound by J. Harden,,18-34,,
0:02.0,J. Terry misses 3-pt shot from 24 ft,,18-34,,
0:01.0,Offensive rebound by T. Black,,18-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,18-36,2,Z. Randolph makes 2-pt shot from 1 ft
11:22.0,K. Papanikolaou makes 2-pt shot at rim (assist by D. Howard),2,20-36,,
11:10.0,Personal foul by D. Motiejunas (drawn by Z. Randolph),,20-36,,
11:10.0,,,20-36,,V. Carter enters the game for C. Lee
11:03.0,,,20-38,2,B. Udrih makes 2-pt shot from 16 ft
10:56.0,,,20-38,,Personal foul by K. Koufos (drawn by D. Howard)
10:56.0,Technical foul by D. Howard,,20-38,,
10:56.0,,,20-38,,J. Leuer enters the game for Z. Randolph
10:56.0,,,20-39,1,B. Udrih makes technical free throw
10:56.0,F. Garcia enters the game for D. Motiejunas,,20-39,,
10:45.0,Turnover by D. Howard (lost ball; steal by K. Koufos),,20-39,,
10:38.0,,,20-39,,B. Udrih misses 2-pt shot from 11 ft
10:37.0,Defensive rebound by D. Howard,,20-39,,
10:28.0,T. Ariza misses 3-pt shot from 24 ft,,20-39,,
10:27.0,,,20-39,,Defensive rebound by Team
10:13.0,,,20-41,2,B. Udrih makes 2-pt shot at rim (assist by K. Koufos)
10:06.0,Houston full timeout,,20-41,,
10:06.0,,,20-41,,M. Gasol enters the game for K. Koufos
9:54.0,Turnover by D. Howard (bad pass),,20-41,,
9:37.0,,,20-41,,Q. Pondexter misses 3-pt shot from 27 ft
9:35.0,Defensive rebound by P. Beverley,,20-41,,
9:32.0,T. Ariza makes 2-pt shot from 2 ft (assist by P. Beverley),2,22-41,,
9:32.0,Shooting foul by B. Udrih (drawn by T. Ariza),,22-41,,
9:32.0,D. Motiejunas enters the game for D. Howard,,22-41,,
9:32.0,J. Harden enters the game for F. Garcia,,22-41,,
9:32.0,,,22-41,,T. Allen enters the game for Q. Pondexter
9:32.0,T. Ariza makes free throw 1 of 1,1,23-41,,
9:15.0,,,23-41,,V. Carter misses 2-pt shot from 5 ft
9:13.0,Defensive rebound by D. Motiejunas,,23-41,,
9:12.0,,,23-41,,Personal foul by B. Udrih (drawn by P. Beverley)
8:58.0,Turnover by D. Motiejunas (lost ball; steal by T. Allen),,23-41,,
8:55.0,Personal take foul by P. Beverley (drawn by B. Udrih),,23-41,,
8:46.0,,,23-41,,Offensive foul by M. Gasol
8:46.0,,,23-41,,Turnover by M. Gasol (offensive foul)
8:28.0,P. Beverley makes 3-pt shot from 25 ft (assist by T. Ariza),3,26-41,,
8:19.0,Violation by D. Motiejunas (kicked ball),,26-41,,
8:08.0,,,26-41,,V. Carter misses 3-pt shot from 25 ft
8:05.0,Defensive rebound by K. Papanikolaou,,26-41,,
7:57.0,P. Beverley misses 3-pt shot from 24 ft,,26-41,,
7:55.0,,,26-41,,Defensive rebound by J. Leuer
7:42.0,Personal foul by D. Motiejunas (drawn by M. Gasol),,26-41,,
7:42.0,T. Black enters the game for D. Motiejunas,,26-41,,
7:35.0,,,26-41,,Turnover by J. Leuer (traveling)
7:24.0,T. Ariza misses 3-pt shot from 26 ft,,26-41,,
7:23.0,,,26-41,,Defensive rebound by J. Leuer
7:20.0,Personal foul by T. Black (drawn by M. Gasol),,26-41,,
7:08.0,,,26-43,2,J. Leuer makes 2-pt shot from 15 ft (assist by B. Udrih)
6:46.0,Turnover by T. Black (lost ball; steal by V. Carter),,26-43,,
6:42.0,,,26-45,2,T. Allen makes 2-pt shot at rim (assist by V. Carter)
6:17.0,T. Ariza makes 2-pt shot at rim (assist by J. Harden),2,28-45,,
6:00.0,,,28-47,2,T. Allen makes 2-pt shot from 9 ft (assist by J. Leuer)
5:36.0,Turnover by K. Papanikolaou (bad pass; steal by V. Carter),,28-47,,
5:32.0,,,28-49,2,V. Carter makes 2-pt shot at rim
5:23.0,Houston full timeout,,28-49,,
5:23.0,J. Terry enters the game for K. Papanikolaou,,28-49,,
5:23.0,D. Howard enters the game for T. Black,,28-49,,
5:23.0,,,28-49,,Z. Randolph enters the game for B. Udrih
5:23.0,,,28-49,,M. Conley enters the game for J. Leuer
5:11.0,T. Ariza makes 3-pt shot from 24 ft (assist by P. Beverley),3,31-49,,
4:52.0,,,31-51,2,M. Conley makes 2-pt shot at rim (assist by M. Gasol)
4:39.0,T. Ariza misses 3-pt shot from 25 ft,,31-51,,
4:38.0,,,31-51,,Defensive rebound by V. Carter
4:32.0,Personal foul by P. Beverley (drawn by M. Conley),,31-51,,
4:32.0,,,31-52,1,M. Conley makes free throw 1 of 2
4:32.0,,,31-53,1,M. Conley makes free throw 2 of 2
4:24.0,,,31-53,,Personal foul by T. Allen (drawn by J. Harden)
4:24.0,,,31-53,,Q. Pondexter enters the game for T. Allen
4:15.0,J. Terry misses 3-pt shot from 25 ft,,31-53,,
4:13.0,,,31-53,,Defensive rebound by V. Carter
3:52.0,,,31-53,,V. Carter misses 2-pt shot from 16 ft
3:50.0,Defensive rebound by D. Howard,,31-53,,
3:38.0,J. Harden misses 3-pt shot from 26 ft,,31-53,,
3:37.0,,,31-53,,Defensive rebound by M. Conley
3:28.0,,,31-53,,M. Conley misses 2-pt shot from 19 ft
3:27.0,Defensive rebound by D. Howard,,31-53,,
3:17.0,,,31-53,,Personal foul by Z. Randolph (drawn by D. Howard)
3:17.0,D. Howard makes free throw 1 of 2,1,32-53,,
3:17.0,I. Canaan enters the game for P. Beverley,,32-53,,
3:17.0,,,32-53,,C. Lee enters the game for V. Carter
3:17.0,D. Howard makes free throw 2 of 2,1,33-53,,
3:05.0,,,33-53,,Turnover by M. Conley (bad pass; steal by J. Harden)
3:02.0,I. Canaan makes 2-pt shot from 1 ft (assist by T. Ariza),2,35-53,,
2:42.0,,,35-55,2,M. Gasol makes 2-pt shot from 11 ft (assist by C. Lee)
2:31.0,D. Howard misses 2-pt shot from 5 ft,,35-55,,
2:29.0,,,35-55,,Defensive rebound by M. Gasol
2:24.0,,,35-58,3,Q. Pondexter makes 3-pt shot from 23 ft (assist by M. Conley)
2:10.0,Shooting foul by Q. Pondexter (drawn by J. Harden),,35-58,,
2:10.0,Official timeout,,35-58,,
2:10.0,,,35-58,,K. Koufos enters the game for M. Gasol
2:10.0,J. Harden misses free throw 1 of 2,,35-58,,
2:10.0,Offensive rebound by Team,,35-58,,
2:10.0,J. Harden makes free throw 2 of 2,1,36-58,,
1:57.0,,,36-58,,Z. Randolph misses 2-pt shot at rim (block by J. Harden)
1:55.0,Defensive rebound by D. Howard,,36-58,,
1:49.0,T. Ariza misses 3-pt shot from 22 ft,,36-58,,
1:47.0,Offensive rebound by D. Howard,,36-58,,
1:46.0,D. Howard makes 2-pt shot at rim,2,38-58,,
1:17.0,,,38-61,3,Q. Pondexter makes 3-pt shot from 25 ft (assist by Z. Randolph)
1:00.0,J. Harden misses 2-pt shot from 2 ft (block by K. Koufos),,38-61,,
0:59.0,,,38-61,,Defensive rebound by K. Koufos
0:53.0,,,38-63,2,K. Koufos makes 2-pt shot from 6 ft (assist by M. Conley)
0:43.0,Shooting foul by M. Conley (drawn by T. Ariza),,38-63,,
0:43.0,T. Ariza makes free throw 1 of 2,1,39-63,,
0:43.0,T. Ariza makes free throw 2 of 2,1,40-63,,
0:34.0,Personal foul by I. Canaan (drawn by M. Conley),,40-63,,
0:34.0,,,40-64,1,M. Conley makes free throw 1 of 2
0:34.0,,,40-64,,B. Udrih enters the game for Z. Randolph
0:34.0,,,40-65,1,M. Conley makes free throw 2 of 2
0:25.0,Shooting foul by K. Koufos (drawn by T. Ariza),,40-65,,
0:25.0,T. Ariza makes free throw 1 of 2,1,41-65,,
0:25.0,,,41-65,,Z. Randolph enters the game for B. Udrih
0:25.0,T. Black enters the game for I. Canaan,,41-65,,
0:25.0,T. Ariza makes free throw 2 of 2,1,42-65,,
0:20.0,,,42-65,,Memphis full timeout
0:20.0,,,42-65,,M. Gasol enters the game for K. Koufos
0:02.0,,,42-65,,C. Lee misses 3-pt shot from 26 ft
0:01.0,,,42-65,,Offensive rebound by Team
0:01.0,,,42-65,,Turnover by Team (shot clock)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,42-65,,Shooting foul by T. Ariza (drawn by Z. Randolph)
11:38.0,,,42-66,1,Z. Randolph makes free throw 1 of 2
11:38.0,,,42-67,1,Z. Randolph makes free throw 2 of 2
11:18.0,P. Beverley makes 2-pt shot from 1 ft (assist by D. Howard),2,44-67,,
10:57.0,,,44-67,,Turnover by C. Lee (bad pass; steal by P. Beverley)
10:50.0,T. Ariza misses 3-pt shot from 26 ft,,44-67,,
10:48.0,,,44-67,,Defensive rebound by C. Lee
10:38.0,Violation by D. Howard (kicked ball),,44-67,,
10:32.0,,,44-67,,Offensive foul by Z. Randolph
10:32.0,,,44-67,,Turnover by Z. Randolph (offensive foul)
10:17.0,I. Canaan misses 3-pt shot from 26 ft,,44-67,,
10:16.0,,,44-67,,Defensive rebound by M. Gasol
10:07.0,,,44-67,,Turnover by M. Gasol (bad pass; steal by T. Ariza)
9:56.0,I. Canaan misses 3-pt shot from 23 ft,,44-67,,
9:55.0,,,44-67,,Defensive rebound by C. Lee
9:41.0,,,44-67,,Shooting foul by J. Harden (drawn by Z. Randolph)
9:41.0,,,44-68,1,Z. Randolph makes free throw 1 of 2
9:41.0,,,44-69,1,Z. Randolph makes free throw 2 of 2
9:23.0,D. Howard makes 2-pt shot from 1 ft (assist by P. Beverley),2,46-69,,
9:03.0,,,46-69,,Z. Randolph misses 2-pt shot from 7 ft
9:01.0,Defensive rebound by T. Ariza,,46-69,,
8:55.0,J. Harden misses 3-pt shot from 25 ft,,46-69,,
8:54.0,,,46-69,,Defensive rebound by T. Allen
8:50.0,,,46-69,,Memphis full timeout
8:39.0,,,46-69,,M. Gasol misses 2-pt shot from 15 ft
8:38.0,,,46-69,,Offensive rebound by T. Allen
8:37.0,,,46-71,2,T. Allen makes 2-pt shot at rim
8:37.0,Violation by D. Howard (def goaltending),,46-71,,
8:18.0,I. Canaan makes 2-pt shot at rim,2,48-71,,
8:18.0,Shooting foul by Z. Randolph (drawn by I. Canaan),,48-71,,
8:18.0,I. Canaan makes free throw 1 of 1,1,49-71,,
7:57.0,,,49-71,,M. Gasol misses 2-pt shot from 4 ft
7:57.0,Defensive rebound by Team,,49-71,,
7:47.0,T. Ariza makes 2-pt shot at rim (assist by I. Canaan),2,51-71,,
7:31.0,,,51-71,,Shooting foul by P. Beverley (drawn by M. Conley)
7:31.0,,,51-72,1,M. Conley makes free throw 1 of 2
7:31.0,,,51-73,1,M. Conley makes free throw 2 of 2
7:20.0,D. Howard makes 2-pt shot at rim (assist by T. Ariza),2,53-73,,
7:10.0,,,53-75,2,M. Conley makes 2-pt shot from 10 ft
7:00.0,Turnover by I. Canaan (lost ball; steal by M. Gasol),,53-75,,
6:54.0,,,53-75,,Z. Randolph misses 2-pt shot at rim
6:53.0,,,53-75,,Offensive rebound by M. Conley
6:53.0,,,53-75,,M. Conley misses 2-pt shot at rim
6:51.0,Defensive rebound by D. Howard,,53-75,,
6:46.0,I. Canaan misses 3-pt shot from 22 ft,,53-75,,
6:44.0,Offensive rebound by T. Ariza,,53-75,,
6:39.0,I. Canaan misses 3-pt shot from 22 ft,,53-75,,
6:38.0,,,53-75,,Defensive rebound by Z. Randolph
6:23.0,,,53-77,2,M. Gasol makes 2-pt shot at rim (assist by M. Conley)
6:04.0,D. Howard misses 2-pt shot at rim (block by T. Allen),,53-77,,
6:02.0,,,53-77,,Defensive rebound by M. Gasol
6:00.0,J. Terry enters the game for I. Canaan,,53-77,,
6:00.0,,,53-77,,B. Udrih enters the game for M. Conley
5:52.0,,,53-77,,Turnover by B. Udrih (bad pass; steal by J. Terry)
5:47.0,J. Harden misses 3-pt shot from 24 ft,,53-77,,
5:46.0,Offensive rebound by Team,,53-77,,
5:34.0,D. Howard misses 2-pt shot from 1 ft,,53-77,,
5:33.0,,,53-77,,Defensive rebound by M. Gasol
5:21.0,,,53-79,2,C. Lee makes 2-pt shot from 19 ft (assist by B. Udrih)
5:04.0,,,53-79,,Violation by T. Allen (kicked ball)
4:57.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,55-79,,
4:38.0,,,55-79,,Z. Randolph misses 2-pt shot at rim
4:37.0,,,55-79,,Offensive rebound by Z. Randolph
4:37.0,,,55-81,2,Z. Randolph makes 2-pt shot at rim
4:24.0,J. Harden misses 2-pt shot from 16 ft,,55-81,,
4:22.0,,,55-81,,Defensive rebound by C. Lee
4:19.0,Personal foul by J. Harden (drawn by C. Lee),,55-81,,
4:19.0,,,55-81,,J. Leuer enters the game for Z. Randolph
4:08.0,,,55-81,,Shooting foul by J. Harden (drawn by J. Leuer)
4:08.0,,,55-82,1,J. Leuer makes free throw 1 of 2
4:08.0,D. Motiejunas enters the game for P. Beverley,,55-82,,
4:08.0,,,55-83,1,J. Leuer makes free throw 2 of 2
3:56.0,T. Ariza misses 2-pt shot from 12 ft,,55-83,,
3:55.0,,,55-83,,Defensive rebound by M. Gasol
3:38.0,,,55-85,2,B. Udrih makes 2-pt shot at rim
3:25.0,J. Harden misses 2-pt shot from 1 ft (block by M. Gasol),,55-85,,
3:25.0,Offensive rebound by Team,,55-85,,
3:25.0,T. Black enters the game for D. Howard,,55-85,,
3:25.0,,,55-85,,K. Koufos enters the game for M. Gasol
3:17.0,J. Terry makes 3-pt shot from 25 ft,3,58-85,,
3:03.0,,,58-85,,K. Koufos misses 2-pt shot from 7 ft
3:01.0,Defensive rebound by J. Harden,,58-85,,
2:58.0,Shooting foul by B. Udrih (drawn by J. Harden),,58-85,,
2:58.0,Houston full timeout,,58-85,,
2:58.0,J. Terry makes free throw 1 of 3,1,59-85,,
2:58.0,J. Terry makes free throw 2 of 3,1,60-85,,
2:58.0,J. Terry misses free throw 3 of 3,,60-85,,
2:57.0,Offensive rebound by Team,,60-85,,
2:43.0,J. Terry misses 3-pt shot from 25 ft,,60-85,,
2:43.0,Offensive rebound by Team,,60-85,,
2:43.0,Offensive foul by J. Harden,,60-85,,
2:43.0,Turnover by J. Harden (offensive foul),,60-85,,
2:20.0,,,60-85,,J. Leuer misses 2-pt shot from 1 ft
2:19.0,,,60-85,,Offensive rebound by K. Koufos
2:19.0,,,60-87,2,K. Koufos makes 2-pt shot at rim
2:05.0,Turnover by J. Harden (bad pass; steal by K. Koufos),,60-87,,
2:00.0,,,60-89,2,B. Udrih makes 2-pt shot at rim (assist by C. Lee)
1:43.0,Shooting foul by K. Koufos (drawn by T. Ariza),,60-89,,
1:43.0,T. Ariza makes free throw 1 of 2,1,61-89,,
1:43.0,,,61-89,,Q. Pondexter enters the game for T. Allen
1:43.0,T. Ariza makes free throw 2 of 2,1,62-89,,
1:24.0,,,62-92,3,C. Lee makes 3-pt shot from 26 ft (assist by B. Udrih)
1:10.0,D. Motiejunas makes 2-pt shot from 5 ft (assist by J. Terry),2,64-92,,
0:57.0,,,64-95,3,C. Lee makes 3-pt shot from 23 ft (assist by B. Udrih)
0:49.0,J. Harden misses 3-pt shot from 28 ft,,64-95,,
0:48.0,Offensive rebound by T. Black,,64-95,,
0:37.0,D. Motiejunas makes 2-pt shot at rim (assist by T. Ariza),2,66-95,,
0:20.0,,,66-95,,B. Udrih misses 3-pt shot from 25 ft
0:17.0,,,66-95,,Offensive rebound by J. Leuer
0:03.0,,,66-97,2,B. Udrih makes 2-pt shot from 8 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,T. Daniels misses 3-pt shot from 27 ft,,66-97,,
11:42.0,Offensive rebound by T. Black,,66-97,,
11:41.0,T. Black makes 2-pt shot from 5 ft,2,68-97,,
11:23.0,,,68-99,2,K. Koufos makes 2-pt shot from 8 ft (assist by J. Leuer)
11:12.0,T. Daniels makes 3-pt shot from 25 ft (assist by K. Papanikolaou),3,71-99,,
10:48.0,,,71-101,2,K. Koufos makes 2-pt shot from 9 ft (assist by B. Udrih)
10:31.0,K. Papanikolaou misses 2-pt shot at rim,,71-101,,
10:29.0,,,71-101,,Defensive rebound by K. Koufos
10:23.0,,,71-101,,Q. Pondexter misses 2-pt shot from 1 ft
10:21.0,Defensive rebound by T. Black,,71-101,,
10:16.0,Turnover by K. Papanikolaou (bad pass; steal by K. Koufos),,71-101,,
10:11.0,,,71-103,2,J. Leuer makes 2-pt shot at rim (assist by B. Udrih)
10:04.0,T. Daniels misses 3-pt shot from 25 ft,,71-103,,
10:00.0,Offensive rebound by Team,,71-103,,
10:00.0,J. Dorsey enters the game for T. Black,,71-103,,
10:00.0,,,71-103,,J. Adams enters the game for C. Lee
9:52.0,D. Motiejunas misses 3-pt shot from 25 ft,,71-103,,
9:51.0,,,71-103,,Defensive rebound by K. Koufos
9:41.0,Violation by K. Papanikolaou (kicked ball),,71-103,,
9:33.0,,,71-105,2,K. Koufos makes 2-pt shot from 11 ft (assist by Q. Pondexter)
9:18.0,D. Motiejunas makes 2-pt shot from 12 ft (assist by I. Canaan),2,73-105,,
9:01.0,,,73-105,,Q. Pondexter misses 3-pt shot from 25 ft
9:00.0,Defensive rebound by K. Papanikolaou,,73-105,,
8:47.0,D. Motiejunas misses 3-pt shot from 26 ft,,73-105,,
8:46.0,Offensive rebound by J. Dorsey,,73-105,,
8:35.0,I. Canaan misses 2-pt shot at rim,,73-105,,
8:34.0,Offensive rebound by D. Motiejunas,,73-105,,
8:32.0,D. Motiejunas misses 2-pt shot from 4 ft,,73-105,,
8:29.0,,,73-105,,Defensive rebound by B. Udrih
8:26.0,,,73-105,,Q. Pondexter misses 2-pt shot at rim (block by K. Papanikolaou)
8:26.0,,,73-105,,Offensive rebound by Team
8:26.0,Official timeout,,73-105,,
8:26.0,T. Black enters the game for D. Motiejunas,,73-105,,
8:19.0,,,73-105,,Turnover by B. Udrih (lost ball; steal by I. Canaan)
8:15.0,K. Papanikolaou makes 2-pt shot at rim (assist by I. Canaan),2,75-105,,
7:56.0,,,75-105,,Q. Pondexter misses 2-pt shot from 5 ft
7:55.0,Defensive rebound by T. Black,,75-105,,
7:52.0,,,75-105,,Personal foul by Q. Pondexter (drawn by K. Papanikolaou)
7:37.0,T. Black makes 2-pt shot from 2 ft,2,77-105,,
7:23.0,,,77-105,,Shooting foul by J. Dorsey (drawn by J. Leuer)
7:23.0,,,77-105,,J. Leuer misses free throw 1 of 2
7:23.0,,,77-105,,Offensive rebound by Team
7:23.0,,,77-106,1,J. Leuer makes free throw 2 of 2
7:01.0,I. Canaan misses 2-pt shot from 5 ft (block by K. Koufos),,77-106,,
6:59.0,,,77-106,,Defensive rebound by K. Koufos
6:51.0,,,77-106,,Q. Pondexter misses 3-pt shot from 23 ft
6:50.0,,,77-106,,Offensive rebound by J. Leuer
6:49.0,,,77-108,2,J. Leuer makes 2-pt shot at rim
6:31.0,T. Daniels misses 3-pt shot from 23 ft,,77-108,,
6:29.0,Offensive rebound by K. Papanikolaou,,77-108,,
6:16.0,K. Papanikolaou misses 3-pt shot from 23 ft,,77-108,,
6:16.0,,,77-108,,Defensive rebound by Team
6:16.0,,,77-108,,J. Stokes enters the game for J. Leuer
6:16.0,,,77-108,,Memphis full timeout
5:55.0,,,77-108,,Q. Pondexter misses 2-pt shot from 19 ft
5:54.0,Defensive rebound by T. Black,,77-108,,
5:36.0,Turnover by J. Dorsey (bad pass),,77-108,,
5:24.0,,,77-108,,Shooting foul by I. Canaan (drawn by B. Udrih)
5:24.0,,,77-109,1,B. Udrih makes free throw 1 of 2
5:24.0,,,77-109,,J. Leuer enters the game for K. Koufos
5:24.0,,,77-110,1,B. Udrih makes free throw 2 of 2
5:14.0,T. Daniels misses 3-pt shot from 25 ft,,77-110,,
5:13.0,,,77-110,,Defensive rebound by Q. Pondexter
4:53.0,,,77-112,2,J. Stokes makes 2-pt shot from 5 ft
4:38.0,Turnover by K. Papanikolaou (bad pass; steal by J. Adams),,77-112,,
4:35.0,,,77-112,,Shooting foul by T. Daniels (drawn by J. Adams)
4:35.0,,,77-112,,J. Adams misses free throw 1 of 2
4:35.0,,,77-112,,Offensive rebound by Team
4:35.0,,,77-113,1,J. Adams makes free throw 2 of 2
4:17.0,T. Daniels makes 3-pt shot from 23 ft (assist by K. Papanikolaou),3,80-113,,
4:00.0,,,80-113,,Turnover by B. Udrih (traveling)
3:45.0,Shooting foul by J. Adams (drawn by T. Black),,80-113,,
3:45.0,T. Black makes 2-pt shot from 1 ft (assist by K. Papanikolaou),2,82-113,,
3:45.0,T. Black misses free throw 1 of 1,,82-113,,
3:44.0,,,82-113,,Defensive rebound by J. Stokes
3:26.0,,,82-115,2,J. Stokes makes 2-pt shot from 1 ft (assist by Q. Pondexter)
3:12.0,I. Canaan makes 3-pt shot from 25 ft,3,85-115,,
2:53.0,,,85-117,2,J. Leuer makes 2-pt shot from 1 ft
