time,LA Lakers,pts.away,score,pts.home,LA Clippers
6:53.0,,,12-11,,J. Redick misses 2-pt shot from 2 ft
6:52.0,Defensive rebound by Team,,12-11,,
6:52.0,R. Sacre enters the game for T. Black,,12-11,,
6:37.0,R. Kelly misses 2-pt shot from 5 ft (block by B. Griffin),,12-11,,
6:37.0,,,12-11,,Defensive rebound by Team
6:27.0,,,12-14,3,M. Barnes makes 3-pt shot from 24 ft (assist by C. Paul)
6:04.0,Turnover by J. Lin (bad pass; steal by M. Barnes),,12-14,,
6:00.0,,,12-14,,Turnover by D. Jordan (bad pass)
6:00.0,J. Brown enters the game for J. Lin,,12-14,,
5:40.0,J. Brown misses 3-pt shot from 24 ft,,12-14,,
5:39.0,,,12-14,,Defensive rebound by C. Paul
5:28.0,,,12-14,,C. Paul misses 3-pt shot from 24 ft
5:27.0,Defensive rebound by R. Kelly,,12-14,,
5:16.0,J. Clarkson misses 2-pt shot from 18 ft,,12-14,,
5:16.0,,,12-14,,Defensive rebound by D. Jordan
5:05.0,,,12-16,2,J. Redick makes 2-pt shot from 20 ft (assist by B. Griffin)
4:51.0,R. Kelly misses 3-pt shot from 25 ft,,12-16,,
4:50.0,,,12-16,,Defensive rebound by D. Jordan
4:44.0,,,12-19,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
4:32.0,LA Lakers full timeout,,12-19,,
4:16.0,W. Johnson makes 2-pt shot from 14 ft (assist by R. Kelly),2,14-19,,
3:54.0,,,14-21,2,J. Redick makes 2-pt shot from 20 ft (assist by B. Griffin)
3:38.0,R. Kelly misses 3-pt shot from 25 ft,,14-21,,
3:37.0,,,14-21,,Defensive rebound by D. Jordan
3:34.0,,,14-21,,Turnover by B. Griffin (lost ball; steal by R. Kelly)
3:27.0,R. Kelly misses 2-pt shot from 3 ft,,14-21,,
3:25.0,,,14-21,,Defensive rebound by D. Jordan
3:19.0,,,14-23,2,J. Redick makes 2-pt shot at rim
2:59.0,R. Sacre misses 2-pt shot from 12 ft,,14-23,,
2:57.0,Offensive rebound by R. Sacre,,14-23,,
2:50.0,R. Sacre misses 2-pt shot from 12 ft,,14-23,,
2:48.0,,,14-23,,Defensive rebound by M. Barnes
2:43.0,,,14-23,,M. Barnes misses 3-pt shot from 27 ft
2:41.0,Defensive rebound by J. Brown,,14-23,,
2:35.0,Turnover by J. Clarkson (bad pass; steal by J. Redick),,14-23,,
2:28.0,,,14-23,,J. Redick misses 2-pt shot from 3 ft
2:25.0,Defensive rebound by W. Johnson,,14-23,,
2:22.0,J. Clarkson makes 2-pt shot from 2 ft,2,16-23,,
2:22.0,Shooting foul by B. Griffin (drawn by J. Clarkson),,16-23,,
2:22.0,,,16-23,,LA Clippers full timeout
2:22.0,,,16-23,,J. Crawford enters the game for J. Redick
2:22.0,,,16-23,,G. Davis enters the game for B. Griffin
2:22.0,E. Davis enters the game for R. Kelly,,16-23,,
2:22.0,J. Clarkson makes free throw 1 of 1,1,17-23,,
2:09.0,,,17-23,,Shooting foul by R. Sacre (drawn by D. Jordan)
2:09.0,,,17-23,,D. Jordan misses free throw 1 of 2
2:09.0,,,17-23,,Offensive rebound by Team
2:09.0,,,17-23,,A. Rivers enters the game for C. Paul
2:09.0,,,17-23,,D. Jordan misses free throw 2 of 2
2:08.0,Defensive rebound by E. Davis,,17-23,,
1:51.0,J. Brown makes 2-pt shot from 3 ft (assist by E. Davis),2,19-23,,
1:40.0,Personal foul by J. Clarkson (drawn by A. Rivers),,19-23,,
1:40.0,,,19-23,,S. Hawes enters the game for D. Jordan
1:34.0,,,19-23,,A. Rivers misses 2-pt shot from 4 ft
1:30.0,Defensive rebound by E. Davis,,19-23,,
1:19.0,Offensive foul by J. Brown,,19-23,,
1:19.0,Turnover by J. Brown (offensive foul),,19-23,,
1:07.0,,,19-23,,S. Hawes misses 3-pt shot from 23 ft
1:06.0,Defensive rebound by Team,,19-23,,
1:05.0,,,19-23,,H. Turkoglu enters the game for M. Barnes
0:52.0,J. Clarkson misses 2-pt shot from 10 ft,,19-23,,
0:52.0,Offensive rebound by R. Sacre,,19-23,,
0:52.0,R. Sacre makes 2-pt shot from 2 ft,2,21-23,,
0:35.0,,,21-23,,S. Hawes misses 2-pt shot from 14 ft
0:33.0,Defensive rebound by J. Clarkson,,21-23,,
0:21.0,J. Brown misses 3-pt shot from 24 ft,,21-23,,
0:20.0,Offensive rebound by Team,,21-23,,
0:06.0,,,21-23,,Personal foul by A. Rivers (drawn by J. Clarkson)
0:04.0,J. Clarkson misses 3-pt shot from 24 ft,,21-23,,
0:02.0,,,21-23,,Defensive rebound by A. Rivers
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,W. Johnson misses 2-pt shot from 19 ft,,21-23,,
11:33.0,,,21-23,,Defensive rebound by S. Hawes
11:15.0,,,21-23,,S. Hawes misses 3-pt shot from 23 ft
11:14.0,Defensive rebound by R. Sacre,,21-23,,
10:58.0,Shooting foul by S. Hawes (drawn by E. Davis),,21-23,,
10:58.0,E. Davis makes free throw 1 of 2,1,22-23,,
10:58.0,E. Davis misses free throw 2 of 2,,22-23,,
10:57.0,,,22-23,,Defensive rebound by H. Turkoglu
10:47.0,Personal foul by W. Johnson (drawn by G. Davis),,22-23,,
10:44.0,,,22-23,,Turnover by G. Davis (lost ball)
10:29.0,W. Johnson misses 2-pt shot from 20 ft,,22-23,,
10:28.0,,,22-23,,Defensive rebound by A. Rivers
10:22.0,,,22-23,,A. Rivers misses flagrant free throw 1 of 2
10:22.0,,,22-23,,Offensive rebound by Team
10:22.0,R. Kelly enters the game for W. Johnson,,22-23,,
10:22.0,,,22-24,1,A. Rivers makes flagrant free throw 2 of 2
10:17.0,,,22-26,2,J. Crawford makes 2-pt shot from 20 ft (assist by G. Davis)
10:17.0,,,22-26,,Shooting foul by J. Brown (drawn by J. Crawford)
10:17.0,,,22-26,,J. Crawford misses free throw 1 of 1
10:14.0,Defensive rebound by E. Davis,,22-26,,
10:02.0,,,22-26,,Personal foul by H. Turkoglu (drawn by R. Kelly)
9:50.0,R. Kelly misses 2-pt shot from 3 ft,,22-26,,
9:48.0,,,22-26,,Defensive rebound by G. Davis
9:43.0,,,22-26,,J. Crawford misses 3-pt shot from 27 ft
9:37.0,Defensive rebound by E. Davis,,22-26,,
9:23.0,Shooting foul by G. Davis (drawn by E. Davis),,22-26,,
9:23.0,E. Davis misses free throw 1 of 2,,22-26,,
9:23.0,Offensive rebound by Team,,22-26,,
9:23.0,E. Davis misses free throw 2 of 2,,22-26,,
9:22.0,,,22-26,,Defensive rebound by H. Turkoglu
8:58.0,,,22-26,,H. Turkoglu misses 3-pt shot from 28 ft
8:57.0,Defensive rebound by R. Sacre,,22-26,,
8:40.0,,,22-26,,Personal foul by J. Crawford (drawn by J. Brown)
8:40.0,Official timeout,,22-26,,
8:40.0,,,22-26,,J. Redick enters the game for J. Crawford
8:40.0,,,22-26,,B. Griffin enters the game for G. Davis
8:26.0,Turnover by E. Davis (bad pass; steal by J. Redick),,22-26,,
8:20.0,,,22-28,2,S. Hawes makes 2-pt shot from 3 ft (assist by B. Griffin)
8:00.0,J. Brown misses 2-pt shot from 2 ft,,22-28,,
7:58.0,,,22-28,,Defensive rebound by S. Hawes
7:46.0,,,22-31,3,H. Turkoglu makes 3-pt shot from 25 ft
7:25.0,R. Sacre makes 2-pt shot from 13 ft (assist by R. Kelly),2,24-31,,
7:10.0,,,24-33,2,B. Griffin makes 2-pt shot at rim (assist by A. Rivers)
6:53.0,,,24-33,,Personal foul by A. Rivers (drawn by D. Buycks)
6:53.0,D. Buycks makes free throw 1 of 2,1,25-33,,
6:53.0,,,25-33,,C. Paul enters the game for A. Rivers
6:53.0,,,25-33,,D. Jordan enters the game for S. Hawes
6:53.0,T. Black enters the game for R. Sacre,,25-33,,
6:53.0,W. Johnson enters the game for J. Brown,,25-33,,
6:53.0,J. Lin enters the game for E. Davis,,25-33,,
6:53.0,D. Buycks makes free throw 2 of 2,1,26-33,,
6:36.0,,,26-35,2,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul)
6:19.0,R. Kelly misses 2-pt shot from 18 ft,,26-35,,
6:18.0,Offensive rebound by Team,,26-35,,
6:16.0,J. Clarkson enters the game for D. Buycks,,26-35,,
6:16.0,,,26-35,,M. Barnes enters the game for H. Turkoglu
6:16.0,,,26-35,,Violation by Team (delay of game)
6:11.0,R. Kelly misses 2-pt shot from 2 ft (block by D. Jordan),,26-35,,
6:09.0,,,26-35,,Defensive rebound by C. Paul
5:56.0,,,26-35,,M. Barnes misses 3-pt shot from 24 ft
5:55.0,,,26-35,,Offensive rebound by D. Jordan
5:53.0,,,26-35,,Turnover by D. Jordan (bad pass)
5:53.0,,,26-35,,LA Clippers full timeout
5:33.0,T. Black misses 2-pt shot at rim,,26-35,,
5:30.0,Offensive rebound by T. Black,,26-35,,
5:30.0,T. Black makes 2-pt shot from 1 ft,2,28-35,,
5:22.0,,,28-37,2,B. Griffin makes 2-pt shot from 16 ft (assist by C. Paul)
5:00.0,J. Lin misses 2-pt shot from 13 ft,,28-37,,
4:59.0,,,28-37,,Defensive rebound by D. Jordan
4:46.0,,,28-37,,B. Griffin misses 2-pt shot from 4 ft (block by J. Lin)
4:46.0,,,28-37,,Offensive rebound by Team
4:42.0,,,28-37,,M. Barnes misses 2-pt shot from 2 ft
4:41.0,Defensive rebound by J. Clarkson,,28-37,,
4:29.0,J. Clarkson makes 2-pt shot from 2 ft,2,30-37,,
4:29.0,Shooting foul by D. Jordan (drawn by J. Clarkson),,30-37,,
4:29.0,J. Clarkson makes free throw 1 of 1,1,31-37,,
4:23.0,,,31-40,3,J. Redick makes 3-pt shot from 23 ft (assist by B. Griffin)
4:00.0,W. Johnson misses 2-pt shot from 19 ft,,31-40,,
3:59.0,,,31-40,,Defensive rebound by D. Jordan
3:46.0,Personal foul by T. Black (drawn by C. Paul),,31-40,,
3:35.0,,,31-40,,C. Paul misses 2-pt shot from 17 ft
3:34.0,Defensive rebound by J. Lin,,31-40,,
3:21.0,J. Clarkson misses 2-pt shot from 16 ft,,31-40,,
3:20.0,,,31-40,,Defensive rebound by C. Paul
3:19.0,Loose ball foul by T. Black (drawn by C. Paul),,31-40,,
3:19.0,,,31-41,1,C. Paul makes free throw 1 of 2
3:19.0,,,31-42,1,C. Paul makes free throw 2 of 2
3:02.0,Shooting foul by C. Paul (drawn by T. Black),,31-42,,
3:02.0,T. Black makes free throw 1 of 2,1,32-42,,
3:02.0,,,32-42,,J. Crawford enters the game for J. Redick
3:02.0,T. Black makes free throw 2 of 2,1,33-42,,
2:48.0,LA Lakers full timeout,,33-42,,
2:35.0,,,33-42,,B. Griffin misses 2-pt shot from 20 ft
2:34.0,Defensive rebound by W. Johnson,,33-42,,
2:14.0,Shooting foul by D. Jordan (drawn by J. Lin),,33-42,,
2:14.0,J. Lin makes free throw 1 of 2,1,34-42,,
2:14.0,J. Lin makes free throw 2 of 2,1,35-42,,
2:05.0,Personal foul by J. Clarkson (drawn by C. Paul),,35-42,,
2:05.0,,,35-43,1,C. Paul makes free throw 1 of 2
2:05.0,,,35-44,1,C. Paul makes free throw 2 of 2
1:50.0,J. Lin misses 3-pt shot from 26 ft,,35-44,,
1:49.0,,,35-44,,Defensive rebound by D. Jordan
1:39.0,,,35-44,,C. Paul misses 2-pt shot from 2 ft
1:38.0,Defensive rebound by T. Black,,35-44,,
1:30.0,J. Clarkson makes 2-pt shot from 6 ft (assist by J. Lin),2,37-44,,
1:16.0,,,37-46,2,B. Griffin makes 2-pt shot from 2 ft
0:58.0,R. Kelly makes 2-pt shot at rim (assist by W. Johnson),2,39-46,,
0:58.0,Violation by Team (delay of game),,39-46,,
0:49.0,Personal foul by T. Black (drawn by C. Paul),,39-46,,
0:49.0,,,39-47,1,C. Paul makes free throw 1 of 2
0:49.0,R. Sacre enters the game for T. Black,,39-47,,
0:49.0,,,39-48,1,C. Paul makes free throw 2 of 2
0:36.0,J. Clarkson misses 2-pt shot from 3 ft,,39-48,,
0:32.0,,,39-48,,Defensive rebound by D. Jordan
0:30.0,,,39-50,2,B. Griffin makes 2-pt shot from 1 ft (assist by J. Crawford)
0:08.0,R. Kelly misses 3-pt shot from 25 ft,,39-50,,
0:04.0,,,39-50,,Defensive rebound by M. Barnes
0:02.0,,,39-50,,Turnover by M. Barnes (bad pass)
0:01.0,R. Kelly misses 3-pt shot from 49 ft,,39-50,,
0:00.0,Offensive rebound by Team,,39-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,R. Kelly makes 3-pt shot from 26 ft (assist by W. Johnson),3,42-50,,
11:12.0,,,42-50,,B. Griffin misses 2-pt shot from 19 ft
11:10.0,Defensive rebound by J. Lin,,42-50,,
10:58.0,W. Johnson misses 3-pt shot from 23 ft,,42-50,,
10:56.0,,,42-50,,Defensive rebound by D. Jordan
10:42.0,,,42-50,,J. Redick misses 3-pt shot from 26 ft
10:41.0,Defensive rebound by R. Kelly,,42-50,,
10:29.0,Turnover by J. Lin (bad pass),,42-50,,
10:17.0,,,42-52,2,D. Jordan makes 2-pt shot at rim (assist by M. Barnes)
9:58.0,W. Johnson makes 3-pt shot from 24 ft (assist by J. Lin),3,45-52,,
9:38.0,,,45-54,2,B. Griffin makes 2-pt shot from 4 ft
9:14.0,T. Black misses 2-pt shot from 2 ft,,45-54,,
9:12.0,,,45-54,,Defensive rebound by Team
9:06.0,,,45-56,2,B. Griffin makes 2-pt shot from 2 ft (assist by M. Barnes)
9:06.0,,,45-56,,Shooting foul by R. Kelly (drawn by B. Griffin)
9:06.0,,,45-56,,B. Griffin misses free throw 1 of 1
9:04.0,Defensive rebound by T. Black,,45-56,,
8:47.0,T. Black misses 2-pt shot from 5 ft,,45-56,,
8:45.0,,,45-56,,Defensive rebound by B. Griffin
8:39.0,,,45-56,,J. Redick misses 3-pt shot from 26 ft
8:38.0,Defensive rebound by W. Johnson,,45-56,,
8:27.0,R. Kelly misses 3-pt shot from 25 ft,,45-56,,
8:26.0,Offensive rebound by T. Black,,45-56,,
8:24.0,Shooting foul by D. Jordan (drawn by T. Black),,45-56,,
8:24.0,T. Black makes free throw 1 of 2,1,46-56,,
8:24.0,T. Black makes free throw 2 of 2,1,47-56,,
8:01.0,,,47-58,2,B. Griffin makes 2-pt shot from 12 ft
7:45.0,J. Clarkson makes 2-pt shot from 2 ft,2,49-58,,
7:45.0,Shooting foul by M. Barnes (drawn by J. Clarkson),,49-58,,
7:45.0,J. Clarkson misses free throw 1 of 1,,49-58,,
7:44.0,,,49-58,,Defensive rebound by B. Griffin
7:27.0,,,49-58,,B. Griffin misses 2-pt shot from 20 ft
7:26.0,Defensive rebound by W. Johnson,,49-58,,
7:20.0,J. Lin makes 2-pt shot from 3 ft,2,51-58,,
7:07.0,Personal foul by R. Kelly (drawn by C. Paul),,51-58,,
6:54.0,,,51-60,2,C. Paul makes 2-pt shot from 16 ft (assist by B. Griffin)
6:41.0,T. Black makes 2-pt shot at rim (assist by J. Lin),2,53-60,,
6:30.0,,,53-62,2,C. Paul makes 2-pt shot from 11 ft
6:17.0,T. Black makes 2-pt shot at rim (assist by J. Clarkson),2,55-62,,
6:00.0,,,55-64,2,J. Redick makes 2-pt shot from 21 ft (assist by C. Paul)
5:53.0,,,55-64,,Personal foul by C. Paul (drawn by J. Clarkson)
5:53.0,,,55-64,,LA Clippers full timeout
5:32.0,J. Lin misses 2-pt shot from 8 ft (block by J. Redick),,55-64,,
5:30.0,,,55-64,,Defensive rebound by M. Barnes
5:24.0,,,55-64,,M. Barnes misses 2-pt shot from 13 ft
5:20.0,Defensive rebound by T. Black,,55-64,,
5:14.0,J. Clarkson makes 2-pt shot from 1 ft (assist by J. Lin),2,57-64,,
5:14.0,Shooting foul by M. Barnes (drawn by J. Clarkson),,57-64,,
5:14.0,J. Brown enters the game for J. Lin,,57-64,,
5:14.0,E. Davis enters the game for T. Black,,57-64,,
5:14.0,J. Clarkson makes free throw 1 of 1,1,58-64,,
4:58.0,,,58-64,,B. Griffin misses 2-pt shot from 10 ft
4:56.0,Defensive rebound by E. Davis,,58-64,,
4:42.0,Turnover by E. Davis (lost ball; steal by M. Barnes),,58-64,,
4:36.0,,,58-66,2,C. Paul makes 2-pt shot from 3 ft
4:22.0,J. Clarkson misses 2-pt shot from 14 ft,,58-66,,
4:20.0,,,58-66,,Defensive rebound by D. Jordan
4:07.0,,,58-66,,C. Paul misses 2-pt shot from 19 ft
4:06.0,Defensive rebound by E. Davis,,58-66,,
3:55.0,,,58-66,,Personal foul by J. Redick (drawn by J. Brown)
3:55.0,J. Brown makes free throw 1 of 2,1,59-66,,
3:55.0,,,59-66,,J. Crawford enters the game for M. Barnes
3:55.0,J. Brown misses free throw 2 of 2,,59-66,,
3:53.0,,,59-66,,Defensive rebound by B. Griffin
3:38.0,,,59-66,,B. Griffin misses 2-pt shot at rim
3:37.0,,,59-66,,Offensive rebound by D. Jordan
3:37.0,,,59-66,,D. Jordan misses 2-pt shot at rim
3:37.0,,,59-66,,Offensive rebound by B. Griffin
3:37.0,,,59-68,2,B. Griffin makes 2-pt shot at rim
3:37.0,,,59-68,,Shooting foul by W. Johnson (drawn by B. Griffin)
3:37.0,,,59-69,1,B. Griffin makes free throw 1 of 1
3:23.0,E. Davis makes 2-pt shot from 2 ft (assist by J. Clarkson),2,61-69,,
3:14.0,,,61-71,2,C. Paul makes 2-pt shot from 2 ft (assist by J. Redick)
3:14.0,,,61-71,,Shooting foul by W. Johnson (drawn by C. Paul)
3:14.0,,,61-71,,A. Rivers enters the game for J. Redick
3:14.0,,,61-72,1,C. Paul makes free throw 1 of 1
3:00.0,W. Johnson makes 3-pt shot from 27 ft (assist by J. Brown),3,64-72,,
2:49.0,,,64-74,2,C. Paul makes 2-pt shot from 2 ft
2:31.0,R. Kelly misses 2-pt shot from 4 ft,,64-74,,
2:30.0,,,64-74,,Defensive rebound by D. Jordan
2:17.0,,,64-74,,B. Griffin misses 2-pt shot from 20 ft
2:15.0,,,64-74,,Offensive rebound by D. Jordan
2:15.0,,,64-76,2,D. Jordan makes 2-pt shot at rim
2:07.0,LA Lakers full timeout,,64-76,,
2:07.0,,,64-76,,G. Davis enters the game for D. Jordan
2:07.0,R. Sacre enters the game for R. Kelly,,64-76,,
1:48.0,Turnover by J. Brown (lost ball; steal by C. Paul),,64-76,,
1:40.0,,,64-76,,A. Rivers misses 3-pt shot from 23 ft
1:39.0,,,64-76,,Offensive rebound by G. Davis
1:20.0,,,64-76,,C. Paul misses 3-pt shot from 23 ft
1:19.0,Defensive rebound by E. Davis,,64-76,,
0:58.0,Turnover by J. Brown (lost ball; steal by C. Paul),,64-76,,
0:52.0,,,64-76,,A. Rivers misses 2-pt shot from 4 ft
0:48.0,Defensive rebound by E. Davis,,64-76,,
0:39.0,J. Clarkson misses 2-pt shot from 2 ft,,64-76,,
0:38.0,Offensive rebound by R. Sacre,,64-76,,
0:30.0,J. Clarkson makes 3-pt shot from 28 ft (assist by J. Brown),3,67-76,,
0:07.0,,,67-76,,J. Crawford misses 3-pt shot from 28 ft
0:06.0,,,67-76,,Offensive rebound by Team
0:06.0,,,67-76,,Turnover by Team (shot clock)
0:06.0,,,67-76,,S. Hawes enters the game for B. Griffin
0:06.0,,,67-76,,H. Turkoglu enters the game for C. Paul
0:00.0,Shooting foul by G. Davis (drawn by J. Clarkson),,67-76,,
0:00.0,J. Clarkson makes free throw 1 of 2,1,68-76,,
0:00.0,J. Clarkson makes free throw 2 of 2,1,69-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,69-76,,Shooting foul by W. Johnson (drawn by G. Davis)
11:47.0,,,69-76,,G. Davis misses free throw 1 of 2
11:47.0,,,69-76,,Offensive rebound by Team
11:47.0,,,69-76,,G. Davis misses free throw 2 of 2
11:46.0,Defensive rebound by E. Davis,,69-76,,
11:37.0,,,69-76,,Personal foul by J. Crawford (drawn by J. Brown)
11:28.0,D. Buycks misses 2-pt shot from 20 ft,,69-76,,
11:26.0,,,69-76,,Defensive rebound by G. Davis
11:19.0,,,69-78,2,J. Crawford makes 2-pt shot from 9 ft
11:02.0,J. Brown makes 3-pt shot from 27 ft,3,72-78,,
10:43.0,,,72-78,,J. Crawford misses 2-pt shot from 14 ft
10:42.0,Defensive rebound by J. Brown,,72-78,,
10:36.0,Offensive foul by J. Brown,,72-78,,
10:36.0,Turnover by J. Brown (offensive foul),,72-78,,
10:24.0,,,72-81,3,S. Hawes makes 3-pt shot from 24 ft (assist by A. Rivers)
10:00.0,W. Johnson makes 3-pt shot from 28 ft,3,75-81,,
9:42.0,,,75-81,,J. Crawford misses 3-pt shot from 27 ft
9:41.0,Defensive rebound by R. Sacre,,75-81,,
9:19.0,E. Davis misses 2-pt shot from 3 ft,,75-81,,
9:17.0,,,75-81,,Defensive rebound by H. Turkoglu
9:12.0,Personal foul by R. Sacre (drawn by G. Davis),,75-81,,
9:12.0,R. Kelly enters the game for W. Johnson,,75-81,,
9:02.0,,,75-83,2,A. Rivers makes 2-pt shot from 2 ft
8:37.0,D. Buycks misses 2-pt shot from 2 ft,,75-83,,
8:35.0,Offensive rebound by E. Davis,,75-83,,
8:35.0,E. Davis makes 2-pt shot from 1 ft,2,77-83,,
8:21.0,,,77-85,2,A. Rivers makes 2-pt shot from 6 ft
8:01.0,Shooting foul by J. Crawford (drawn by J. Brown),,77-85,,
8:01.0,Official timeout,,77-85,,
8:01.0,J. Brown makes free throw 1 of 2,1,78-85,,
8:01.0,J. Brown misses free throw 2 of 2,,78-85,,
8:01.0,,,78-85,,Defensive rebound by G. Davis
7:42.0,,,78-85,,J. Crawford misses 3-pt shot from 22 ft
7:41.0,Defensive rebound by D. Buycks,,78-85,,
7:23.0,R. Kelly makes 2-pt shot from 2 ft (assist by D. Buycks),2,80-85,,
7:05.0,,,80-87,2,A. Rivers makes 2-pt shot from 2 ft
6:37.0,D. Buycks makes 3-pt shot from 24 ft (assist by R. Kelly),3,83-87,,
6:19.0,,,83-87,,A. Rivers misses 2-pt shot from 2 ft
6:18.0,,,83-87,,Offensive rebound by G. Davis
6:18.0,,,83-87,,G. Davis misses 2-pt shot from 1 ft
6:14.0,Defensive rebound by E. Davis,,83-87,,
5:57.0,R. Sacre makes 2-pt shot from 17 ft (assist by J. Brown),2,85-87,,
5:55.0,,,85-87,,LA Clippers full timeout
5:55.0,,,85-87,,Technical foul by H. Turkoglu
5:55.0,,,85-87,,C. Paul enters the game for J. Crawford
5:55.0,,,85-87,,D. Jordan enters the game for G. Davis
5:55.0,,,85-87,,B. Griffin enters the game for A. Rivers
5:55.0,,,85-87,,J. Redick enters the game for S. Hawes
5:55.0,,,85-87,,M. Barnes enters the game for H. Turkoglu
5:55.0,R. Kelly makes technical free throw,1,86-87,,
5:45.0,,,86-89,2,B. Griffin makes 2-pt shot from 13 ft (assist by C. Paul)
5:22.0,D. Buycks misses 2-pt shot from 2 ft,,86-89,,
5:19.0,,,86-89,,Defensive rebound by D. Jordan
5:17.0,,,86-89,,Turnover by M. Barnes (lost ball)
5:17.0,J. Clarkson enters the game for D. Buycks,,86-89,,
4:59.0,R. Sacre makes 2-pt shot from 8 ft,2,88-89,,
4:36.0,,,88-89,,C. Paul misses 2-pt shot from 20 ft
4:36.0,,,88-89,,Offensive rebound by Team
4:36.0,Loose ball foul by R. Sacre (drawn by D. Jordan),,88-89,,
4:36.0,J. Lin enters the game for J. Brown,,88-89,,
4:36.0,W. Johnson enters the game for R. Sacre,,88-89,,
4:26.0,Violation by J. Lin (kicked ball),,88-89,,
4:19.0,,,88-92,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
3:52.0,J. Clarkson misses 3-pt shot from 29 ft,,88-92,,
3:51.0,,,88-92,,Defensive rebound by M. Barnes
3:46.0,,,88-92,,Shooting foul by R. Kelly (drawn by J. Redick)
3:46.0,,,88-93,1,J. Redick makes free throw 1 of 2
3:46.0,T. Black enters the game for E. Davis,,88-93,,
3:46.0,,,88-94,1,J. Redick makes free throw 2 of 2
3:31.0,R. Kelly misses 3-pt shot from 23 ft,,88-94,,
3:30.0,,,88-94,,Defensive rebound by D. Jordan
3:25.0,,,88-96,2,M. Barnes makes 2-pt shot at rim (assist by C. Paul)
3:24.0,LA Lakers full timeout,,88-96,,
3:09.0,W. Johnson misses 3-pt shot from 25 ft,,88-96,,
3:08.0,,,88-96,,Defensive rebound by B. Griffin
3:03.0,,,88-96,,Shooting foul by R. Kelly (drawn by B. Griffin)
3:03.0,,,88-96,,B. Griffin misses free throw 1 of 2
3:03.0,,,88-96,,Offensive rebound by Team
3:03.0,,,88-97,1,B. Griffin makes free throw 2 of 2
2:45.0,Turnover by J. Clarkson (lost ball),,88-97,,
2:24.0,,,88-97,,Turnover by B. Griffin (lost ball; steal by R. Kelly)
