time,Toronto,pts.away,score,pts.home,Cleveland
9:19.0,,,41-36,2,D. Waiters makes 2-pt shot at rim (assist by M. Dellavedova)
9:02.0,J. Johnson makes 2-pt shot at rim,2,43-36,,
8:50.0,,,43-36,,Turnover by D. Waiters (bad pass; steal by J. Johnson)
8:46.0,J. Johnson makes 2-pt shot at rim,2,45-36,,
8:23.0,,,45-36,,M. Dellavedova misses 3-pt shot from 25 ft
8:22.0,Defensive rebound by P. Patterson,,45-36,,
8:10.0,,,45-36,,Personal foul by J. Jones (drawn by G. Vasquez)
8:10.0,Official timeout,,45-36,,
8:10.0,K. Lowry enters the game for P. Patterson,,45-36,,
8:10.0,,,45-36,,K. Love enters the game for D. Waiters
8:10.0,,,45-36,,S. Marion enters the game for J. Jones
8:00.0,Turnover by J. Johnson (traveling),,45-36,,
8:00.0,,,45-36,,L. James enters the game for M. Dellavedova
7:50.0,,,45-36,,K. Irving misses 3-pt shot from 25 ft
7:49.0,,,45-36,,Offensive rebound by K. Love
7:40.0,,,45-38,2,L. James makes 2-pt shot from 8 ft (assist by K. Love)
7:26.0,J. Johnson makes 2-pt shot at rim (assist by L. Williams),2,47-38,,
7:09.0,,,47-38,,Turnover by S. Marion (traveling)
7:09.0,J. Valanciunas enters the game for L. Williams,,47-38,,
6:50.0,Turnover by J. Valanciunas (3 sec),,47-38,,
6:35.0,,,47-38,,Shooting foul by J. Johnson (drawn by L. James)
6:35.0,,,47-39,1,L. James makes free throw 1 of 2
6:35.0,,,47-40,1,L. James makes free throw 2 of 2
6:19.0,C. Hayes makes 2-pt shot from 6 ft (assist by G. Vasquez),2,49-40,,
6:00.0,Personal foul by C. Hayes (drawn by K. Love),,49-40,,
6:00.0,,,49-40,,A. Varejao enters the game for T. Thompson
6:00.0,T. Ross enters the game for G. Vasquez,,49-40,,
6:00.0,A. Johnson enters the game for C. Hayes,,49-40,,
5:53.0,,,49-42,2,A. Varejao makes 2-pt shot from 9 ft (assist by K. Irving)
5:35.0,A. Johnson makes 2-pt shot from 5 ft (assist by K. Lowry),2,51-42,,
5:24.0,,,51-44,2,A. Varejao makes 2-pt shot from 9 ft (assist by K. Irving)
5:01.0,Shooting foul by L. James (drawn by K. Lowry),,51-44,,
5:01.0,,,51-44,,Cleveland full timeout
5:01.0,K. Lowry makes free throw 1 of 2,1,52-44,,
5:01.0,K. Lowry makes free throw 2 of 2,1,53-44,,
4:45.0,,,53-44,,A. Varejao misses 2-pt shot from 14 ft
4:43.0,,,53-44,,Offensive rebound by A. Varejao
4:41.0,,,53-44,,A. Varejao misses 2-pt shot from 2 ft (block by J. Johnson)
4:38.0,Defensive rebound by T. Ross,,53-44,,
4:36.0,A. Johnson misses 2-pt shot from 2 ft (block by A. Varejao),,53-44,,
4:36.0,,,53-44,,Defensive rebound by Team
4:20.0,,,53-44,,K. Irving misses 3-pt shot from 25 ft
4:19.0,Defensive rebound by J. Valanciunas,,53-44,,
4:13.0,K. Lowry misses 3-pt shot from 25 ft,,53-44,,
4:12.0,,,53-44,,Defensive rebound by K. Love
3:54.0,,,53-44,,K. Irving misses 2-pt shot from 12 ft
3:53.0,,,53-44,,Offensive rebound by K. Love
3:53.0,,,53-46,2,K. Love makes 2-pt shot at rim
3:31.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,55-46,,
3:13.0,,,55-46,,L. James misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by J. Valanciunas,,55-46,,
3:12.0,,,55-46,,Personal foul by A. Varejao (drawn by J. Valanciunas)
3:12.0,J. Valanciunas makes free throw 1 of 2,1,56-46,,
3:12.0,L. Fields enters the game for J. Johnson,,56-46,,
3:12.0,,,56-46,,T. Thompson enters the game for A. Varejao
3:12.0,J. Valanciunas makes free throw 2 of 2,1,57-46,,
2:53.0,,,57-46,,K. Love misses 2-pt shot from 3 ft
2:52.0,Defensive rebound by J. Valanciunas,,57-46,,
2:42.0,A. Johnson makes 2-pt shot from 1 ft (assist by K. Lowry),2,59-46,,
2:34.0,Personal foul by L. Fields (drawn by L. James),,59-46,,
2:34.0,Toronto full timeout,,59-46,,
2:34.0,G. Vasquez enters the game for L. Fields,,59-46,,
2:34.0,,,59-46,,D. Waiters enters the game for S. Marion
2:21.0,,,59-48,2,L. James makes 2-pt shot from 15 ft (assist by D. Waiters)
2:09.0,Turnover by A. Johnson (bad pass; steal by L. James),,59-48,,
2:05.0,,,59-50,2,L. James makes 2-pt shot from 1 ft
1:49.0,Turnover by J. Valanciunas (traveling),,59-50,,
1:37.0,,,59-52,2,T. Thompson makes 2-pt shot at rim (assist by K. Love)
1:14.0,A. Johnson makes 2-pt shot from 6 ft (assist by K. Lowry),2,61-52,,
1:06.0,,,61-52,,Shooting foul by T. Ross (drawn by T. Thompson)
1:06.0,,,61-52,,T. Thompson misses free throw 1 of 2
1:06.0,,,61-52,,Offensive rebound by Team
1:06.0,,,61-53,1,T. Thompson makes free throw 2 of 2
0:47.0,K. Lowry misses 2-pt shot from 18 ft,,61-53,,
0:46.0,Offensive rebound by J. Valanciunas,,61-53,,
0:46.0,J. Valanciunas makes 2-pt shot at rim,2,63-53,,
0:23.0,,,63-55,2,L. James makes 2-pt shot from 6 ft
0:00.0,K. Lowry misses 3-pt shot from 25 ft,,63-55,,
0:00.0,Offensive rebound by Team,,63-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by T. Ross (bad pass; steal by L. James),,63-55,,
11:44.0,,,63-55,,Turnover by L. James (bad pass)
11:30.0,Turnover by J. Valanciunas (traveling),,63-55,,
11:13.0,,,63-55,,K. Love misses 2-pt shot from 9 ft
11:11.0,Defensive rebound by J. Valanciunas,,63-55,,
10:57.0,T. Ross makes 2-pt shot from 20 ft (assist by A. Johnson),2,65-55,,
10:32.0,,,65-55,,K. Irving misses 2-pt shot from 14 ft
10:31.0,Defensive rebound by J. Valanciunas,,65-55,,
10:22.0,A. Johnson misses 2-pt shot from 1 ft (block by L. James),,65-55,,
10:20.0,,,65-55,,Defensive rebound by A. Varejao
10:09.0,,,65-55,,Turnover by K. Love (traveling)
9:49.0,Turnover by T. Ross (lost ball; steal by K. Irving),,65-55,,
9:48.0,Personal foul by K. Lowry (drawn by K. Irving),,65-55,,
9:40.0,Personal foul by L. Fields (drawn by L. James),,65-55,,
9:30.0,,,65-57,2,K. Love makes 2-pt shot from 11 ft (assist by K. Irving)
9:17.0,K. Lowry misses 3-pt shot from 27 ft,,65-57,,
9:16.0,,,65-57,,Defensive rebound by S. Marion
9:06.0,,,65-57,,Turnover by K. Love (lost ball)
8:53.0,T. Ross makes 3-pt shot from 25 ft (assist by A. Johnson),3,68-57,,
8:28.0,,,68-59,2,K. Love makes 2-pt shot from 15 ft (assist by K. Irving)
8:17.0,A. Johnson makes 2-pt shot at rim (assist by K. Lowry),2,70-59,,
7:55.0,,,70-59,,Turnover by K. Love (bad pass; steal by L. Fields)
7:47.0,K. Lowry makes 3-pt shot from 25 ft,3,73-59,,
7:45.0,,,73-59,,Cleveland full timeout
7:45.0,,,73-59,,D. Waiters enters the game for S. Marion
7:45.0,,,73-59,,T. Thompson enters the game for K. Love
7:29.0,,,73-62,3,L. James makes 3-pt shot from 25 ft (assist by K. Irving)
7:10.0,K. Lowry misses 3-pt shot from 24 ft,,73-62,,
7:09.0,,,73-62,,Defensive rebound by A. Varejao
7:02.0,Shooting block foul by K. Lowry (drawn by D. Waiters),,73-62,,
7:02.0,,,73-62,,D. Waiters misses free throw 1 of 2
7:02.0,,,73-62,,Offensive rebound by Team
7:02.0,,,73-63,1,D. Waiters makes free throw 2 of 2
6:42.0,K. Lowry makes 2-pt shot at rim,2,75-63,,
6:25.0,,,75-63,,Offensive charge foul by A. Varejao
6:25.0,,,75-63,,Turnover by A. Varejao (offensive foul)
6:15.0,Turnover by L. Fields (palming),,75-63,,
5:57.0,,,75-65,2,L. James makes 2-pt shot from 6 ft (assist by K. Irving)
5:48.0,T. Ross misses 3-pt shot from 25 ft,,75-65,,
5:45.0,,,75-65,,Defensive rebound by D. Waiters
5:38.0,,,75-65,,D. Waiters misses 3-pt shot from 25 ft
5:37.0,Defensive rebound by A. Johnson,,75-65,,
5:34.0,T. Ross makes 2-pt shot at rim (assist by K. Lowry),2,77-65,,
5:34.0,Shooting foul by K. Irving (drawn by T. Ross),,77-65,,
5:34.0,,,77-65,,J. Jones enters the game for A. Varejao
5:34.0,T. Ross makes free throw 1 of 1,1,78-65,,
5:18.0,Personal foul by K. Lowry (drawn by L. James),,78-65,,
5:18.0,P. Patterson enters the game for A. Johnson,,78-65,,
5:06.0,,,78-67,2,D. Waiters makes 2-pt shot from 5 ft
4:44.0,Turnover by T. Ross (lost ball),,78-67,,
4:38.0,,,78-69,2,K. Irving makes 2-pt shot at rim
4:30.0,Toronto full timeout,,78-69,,
4:30.0,J. Johnson enters the game for T. Ross,,78-69,,
4:30.0,L. Williams enters the game for L. Fields,,78-69,,
4:14.0,K. Lowry makes 2-pt shot from 4 ft,2,80-69,,
4:04.0,,,80-69,,Offensive foul by T. Thompson
4:04.0,,,80-69,,Turnover by T. Thompson (offensive foul)
3:48.0,P. Patterson misses 2-pt shot from 7 ft,,80-69,,
3:47.0,Offensive rebound by J. Valanciunas,,80-69,,
3:45.0,J. Valanciunas makes 2-pt shot from 2 ft,2,82-69,,
3:35.0,,,82-71,2,L. James makes 2-pt shot from 16 ft
3:13.0,P. Patterson makes 2-pt shot from 4 ft (assist by K. Lowry),2,84-71,,
2:56.0,,,84-71,,J. Jones misses 3-pt shot from 25 ft
2:54.0,Defensive rebound by J. Valanciunas,,84-71,,
2:38.0,,,84-71,,Personal foul by K. Irving (drawn by J. Johnson)
2:38.0,G. Vasquez enters the game for K. Lowry,,84-71,,
2:38.0,,,84-71,,M. Dellavedova enters the game for J. Jones
2:23.0,L. Williams misses 3-pt shot from 25 ft,,84-71,,
2:22.0,,,84-71,,Defensive rebound by K. Irving
2:13.0,,,84-74,3,M. Dellavedova makes 3-pt shot from 23 ft (assist by K. Irving)
1:47.0,G. Vasquez misses 3-pt shot from 24 ft,,84-74,,
1:46.0,Offensive rebound by J. Valanciunas,,84-74,,
1:45.0,Shooting foul by T. Thompson (drawn by J. Valanciunas),,84-74,,
1:45.0,J. Valanciunas makes free throw 1 of 2,1,85-74,,
1:45.0,J. Valanciunas makes free throw 2 of 2,1,86-74,,
1:33.0,,,86-77,3,D. Waiters makes 3-pt shot from 23 ft (assist by M. Dellavedova)
1:09.0,J. Johnson makes 2-pt shot from 4 ft,2,88-77,,
0:53.0,,,88-77,,Shooting foul by J. Johnson (drawn by L. James)
0:53.0,,,88-78,1,L. James makes free throw 1 of 2
0:53.0,,,88-78,,K. Love enters the game for M. Dellavedova
0:53.0,A. Johnson enters the game for J. Valanciunas,,88-78,,
0:53.0,,,88-79,1,L. James makes free throw 2 of 2
0:33.0,J. Johnson misses 2-pt shot from 6 ft (block by L. James),,88-79,,
0:33.0,Offensive rebound by Team,,88-79,,
0:30.0,J. Johnson misses 3-pt shot from 24 ft,,88-79,,
0:29.0,,,88-79,,Defensive rebound by K. Love
0:09.0,,,88-81,2,K. Irving makes 2-pt shot at rim (assist by L. James)
0:02.0,L. Williams misses 3-pt shot from 25 ft,,88-81,,
0:01.0,Offensive rebound by J. Johnson,,88-81,,
0:01.0,J. Johnson misses 2-pt shot from 1 ft,,88-81,,
0:00.0,Offensive rebound by J. Johnson,,88-81,,
0:00.0,J. Johnson misses 2-pt shot from 1 ft,,88-81,,
0:00.0,Offensive rebound by Team,,88-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,88-81,,L. James misses 2-pt shot from 13 ft
11:39.0,Defensive rebound by K. Lowry,,88-81,,
11:21.0,L. Williams misses 2-pt shot from 21 ft (block by K. Love),,88-81,,
11:20.0,Offensive rebound by P. Patterson,,88-81,,
11:18.0,P. Patterson misses 2-pt shot from 12 ft,,88-81,,
11:17.0,,,88-81,,Defensive rebound by M. Dellavedova
11:13.0,Personal foul by L. Williams (drawn by K. Love),,88-81,,
11:10.0,,,88-81,,K. Love misses 2-pt shot from 3 ft (block by P. Patterson)
11:08.0,Defensive rebound by L. Williams,,88-81,,
10:47.0,P. Patterson makes 3-pt shot from 23 ft (assist by L. Williams),3,91-81,,
10:29.0,,,91-83,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
10:00.0,Turnover by P. Patterson (traveling),,91-83,,
9:58.0,,,91-83,,K. Irving enters the game for L. James
9:50.0,,,91-85,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
9:24.0,A. Johnson makes 2-pt shot from 4 ft (assist by L. Williams),2,93-85,,
9:09.0,,,93-85,,K. Irving misses 3-pt shot from 23 ft
9:08.0,Defensive rebound by K. Lowry,,93-85,,
8:58.0,K. Lowry misses 3-pt shot from 26 ft,,93-85,,
8:56.0,Offensive rebound by A. Johnson,,93-85,,
8:56.0,A. Johnson misses 2-pt shot from 1 ft,,93-85,,
8:53.0,,,93-85,,Defensive rebound by T. Thompson
8:51.0,,,93-85,,Offensive charge foul by K. Irving
8:51.0,,,93-85,,Turnover by K. Irving (offensive foul)
8:51.0,Official timeout,,93-85,,
8:37.0,P. Patterson makes 2-pt shot from 10 ft (assist by K. Lowry),2,95-85,,
8:23.0,Personal foul by L. Williams (drawn by D. Waiters),,95-85,,
8:23.0,J. Valanciunas enters the game for A. Johnson,,95-85,,
8:16.0,,,95-85,,T. Thompson misses 2-pt shot from 1 ft
8:13.0,Defensive rebound by J. Valanciunas,,95-85,,
8:00.0,K. Lowry misses 2-pt shot at rim,,95-85,,
7:59.0,Offensive rebound by K. Lowry,,95-85,,
7:59.0,K. Lowry misses 2-pt shot at rim,,95-85,,
7:58.0,,,95-85,,Defensive rebound by T. Thompson
7:51.0,,,95-85,,Shooting foul by J. Valanciunas (drawn by T. Thompson)
7:51.0,,,95-86,1,T. Thompson makes free throw 1 of 2
7:51.0,,,95-86,,L. James enters the game for D. Waiters
7:51.0,,,95-86,,T. Thompson misses free throw 2 of 2
7:49.0,Defensive rebound by P. Patterson,,95-86,,
7:31.0,J. Johnson misses 3-pt shot from 23 ft,,95-86,,
7:29.0,,,95-86,,Defensive rebound by K. Love
7:18.0,Personal foul by J. Johnson (drawn by L. James),,95-86,,
7:10.0,Personal foul by J. Johnson (drawn by L. James),,95-86,,
7:10.0,,,95-87,1,L. James makes free throw 1 of 2
7:10.0,L. Fields enters the game for J. Johnson,,95-87,,
7:10.0,,,95-88,1,L. James makes free throw 2 of 2
7:00.0,,,95-88,,Personal foul by M. Dellavedova (drawn by L. Williams)
6:54.0,Offensive charge foul by L. Williams,,95-88,,
6:54.0,Turnover by L. Williams (offensive foul),,95-88,,
6:35.0,,,95-90,2,K. Irving makes 2-pt shot from 14 ft
6:09.0,K. Lowry makes 2-pt shot from 15 ft,2,97-90,,
5:51.0,,,97-92,2,L. James makes 2-pt shot from 10 ft
5:43.0,Toronto full timeout,,97-92,,
5:43.0,T. Ross enters the game for P. Patterson,,97-92,,
5:43.0,A. Johnson enters the game for L. Williams,,97-92,,
5:33.0,K. Lowry misses 2-pt shot from 14 ft,,97-92,,
5:31.0,,,97-92,,Defensive rebound by Team
5:18.0,,,97-92,,K. Love misses 3-pt shot from 26 ft
5:17.0,Defensive rebound by Team,,97-92,,
5:04.0,Offensive foul by A. Johnson,,97-92,,
5:04.0,Turnover by A. Johnson (offensive foul),,97-92,,
4:51.0,,,97-92,,L. James misses 2-pt shot from 1 ft
4:48.0,,,97-92,,Offensive rebound by T. Thompson
4:45.0,,,97-92,,L. James misses 3-pt shot from 24 ft
4:45.0,Defensive rebound by Team,,97-92,,
4:45.0,,,97-92,,Loose ball foul by T. Thompson (drawn by J. Valanciunas)
4:24.0,T. Ross misses 3-pt shot from 24 ft,,97-92,,
4:23.0,,,97-92,,Defensive rebound by Team
4:23.0,Loose ball foul by A. Johnson (drawn by K. Love),,97-92,,
4:23.0,,,97-93,1,K. Love makes free throw 1 of 2
4:23.0,P. Patterson enters the game for A. Johnson,,97-93,,
4:23.0,,,97-94,1,K. Love makes free throw 2 of 2
4:04.0,T. Ross misses 2-pt shot from 20 ft,,97-94,,
4:02.0,,,97-94,,Defensive rebound by L. James
3:50.0,,,97-97,3,K. Love makes 3-pt shot from 22 ft (assist by K. Irving)
3:49.0,Toronto full timeout,,97-97,,
3:32.0,P. Patterson makes 2-pt shot from 17 ft (assist by K. Lowry),2,99-97,,
3:04.0,,,99-97,,L. James misses 3-pt shot from 25 ft
3:03.0,,,99-97,,Offensive rebound by K. Love
2:58.0,,,99-97,,K. Love misses 3-pt shot from 25 ft
2:57.0,,,99-97,,Offensive rebound by M. Dellavedova
2:48.0,,,99-97,,L. James misses 2-pt shot from 8 ft
2:45.0,,,99-97,,Offensive rebound by T. Thompson
2:42.0,,,99-97,,Cleveland full timeout
2:42.0,J. Johnson enters the game for L. Fields,,99-97,,
2:23.0,,,99-97,,K. Irving misses 3-pt shot from 25 ft
2:22.0,Defensive rebound by J. Johnson,,99-97,,
2:00.0,K. Lowry misses 2-pt shot from 7 ft,,99-97,,
1:58.0,,,99-97,,Defensive rebound by T. Thompson
1:56.0,Shooting block foul by J. Johnson (drawn by L. James),,99-97,,
1:56.0,,,99-98,1,L. James makes free throw 1 of 2
1:56.0,,,99-99,1,L. James makes free throw 2 of 2
1:34.0,Turnover by T. Ross (lost ball; steal by K. Irving),,99-99,,
1:10.0,,,99-99,,M. Dellavedova misses 3-pt shot from 24 ft
1:09.0,,,99-99,,Offensive rebound by T. Thompson
0:48.0,,,99-102,3,L. James makes 3-pt shot from 26 ft (assist by K. Love)
0:48.0,Toronto full timeout,,99-102,,
0:48.0,A. Johnson enters the game for J. Valanciunas,,99-102,,
0:48.0,L. Williams enters the game for J. Johnson,,99-102,,
0:41.0,,,99-102,,Personal foul by M. Dellavedova (drawn by A. Johnson)
0:26.0,K. Lowry misses 2-pt shot from 12 ft,,99-102,,
0:26.0,,,99-102,,Defensive rebound by Team
0:26.0,,,99-102,,Cleveland full timeout
0:26.0,J. Johnson enters the game for L. Williams,,99-102,,
0:26.0,,,99-102,,J. Jones enters the game for T. Thompson
0:14.0,Away from play foul by K. Lowry (drawn by J. Jones),,99-102,,
0:14.0,,,99-102,,T. Thompson enters the game for K. Irving
0:14.0,L. Fields enters the game for J. Johnson,,99-102,,
0:14.0,,,99-103,1,L. James makes free throw 1 of 1
0:14.0,Toronto full timeout,,99-103,,
0:14.0,L. Williams enters the game for L. Fields,,99-103,,
0:14.0,G. Vasquez enters the game for P. Patterson,,99-103,,
0:14.0,,,99-103,,K. Irving enters the game for J. Jones
0:14.0,,,99-103,,D. Waiters enters the game for K. Love
0:07.0,K. Lowry misses 3-pt shot from 27 ft,,99-103,,
0:05.0,Offensive rebound by T. Ross,,99-103,,
0:04.0,T. Ross makes 2-pt shot at rim,2,101-103,,
0:04.0,,,101-103,,Cleveland full timeout
0:04.0,L. Fields enters the game for T. Ross,,101-103,,
0:04.0,J. Johnson enters the game for L. Williams,,101-103,,
0:04.0,P. Patterson enters the game for G. Vasquez,,101-103,,
0:04.0,Personal foul by K. Lowry (drawn by K. Irving),,101-103,,
0:04.0,,,101-104,1,K. Irving makes free throw 1 of 2
0:04.0,L. Williams enters the game for L. Fields,,101-104,,
0:04.0,T. Ross enters the game for J. Johnson,,101-104,,
0:04.0,,,101-105,1,K. Irving makes free throw 2 of 2
0:00.0,L. Williams misses 3-pt shot from 29 ft,,101-105,,
