time,Chicago,pts.away,score,pts.home,Orlando
0:55.0,,,26-16,,Turnover by V. Oladipo (offensive foul)
0:55.0,,,26-16,,K. O'Quinn enters the game for N. Vucevic
0:55.0,,,26-16,,M. Harkless enters the game for V. Oladipo
0:35.0,J. Butler makes 3-pt shot from 26 ft (assist by T. Gibson),3,29-16,,
0:11.0,,,29-16,,Turnover by Team (shot clock)
0:02.0,J. Butler makes 2-pt shot from 5 ft,2,31-16,,
0:02.0,Shooting foul by W. Green (drawn by J. Butler),,31-16,,
0:02.0,J. Butler makes free throw 1 of 1,1,32-16,,
0:00.0,,,32-16,,A. Gordon misses 3-pt shot from 56 ft
0:00.0,,,32-16,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,32-16,,K. O'Quinn misses 3-pt shot from 25 ft
11:44.0,Defensive rebound by J. Butler,,32-16,,
11:25.0,Turnover by E. Moore (step out of bounds),,32-16,,
11:09.0,,,32-18,2,E. Fournier makes 2-pt shot from 1 ft (assist by K. O'Quinn)
10:50.0,Turnover by T. Gibson (traveling),,32-18,,
10:25.0,,,32-20,2,E. Fournier makes 2-pt shot from 21 ft
10:06.0,J. Noah misses 2-pt shot from 4 ft,,32-20,,
10:03.0,Offensive rebound by J. Noah,,32-20,,
10:03.0,J. Noah makes 2-pt shot from 1 ft,2,34-20,,
9:51.0,N. Mirotic enters the game for J. Butler,,34-20,,
9:38.0,,,34-20,,K. O'Quinn misses 3-pt shot from 26 ft
9:38.0,,,34-20,,Offensive rebound by Team
9:38.0,,,34-20,,Turnover by Team (shot clock)
9:17.0,E. Moore misses 3-pt shot from 24 ft,,34-20,,
9:13.0,,,34-20,,Defensive rebound by W. Green
9:09.0,,,34-20,,E. Fournier misses 3-pt shot from 25 ft
9:07.0,Defensive rebound by N. Mirotic,,34-20,,
8:59.0,,,34-20,,Personal foul by W. Green (drawn by E. Moore)
8:59.0,Official timeout,,34-20,,
8:59.0,,,34-20,,V. Oladipo enters the game for W. Green
8:52.0,Turnover by A. Brooks (bad pass),,34-20,,
8:35.0,,,34-22,2,D. Dedmon makes 2-pt shot at rim (assist by E. Fournier)
8:17.0,Turnover by J. Noah (traveling),,34-22,,
8:17.0,D. Rose enters the game for A. Brooks,,34-22,,
7:57.0,,,34-24,2,D. Dedmon makes 2-pt shot from 6 ft (assist by E. Fournier)
7:42.0,E. Moore makes 2-pt shot from 1 ft (assist by N. Mirotic),2,36-24,,
7:28.0,,,36-26,2,K. O'Quinn makes 2-pt shot from 5 ft (assist by V. Oladipo)
7:10.0,,,36-26,,Personal foul by K. O'Quinn (drawn by J. Noah)
7:10.0,,,36-26,,T. Harris enters the game for A. Gordon
7:06.0,D. Rose misses 2-pt shot from 12 ft,,36-26,,
7:05.0,Offensive rebound by T. Gibson,,36-26,,
7:04.0,T. Gibson misses 2-pt shot from 2 ft,,36-26,,
7:02.0,,,36-26,,Defensive rebound by K. O'Quinn
6:51.0,,,36-28,2,V. Oladipo makes 2-pt shot from 1 ft (assist by K. O'Quinn)
6:43.0,Chicago full timeout,,36-28,,
6:43.0,T. Snell enters the game for E. Moore,,36-28,,
6:43.0,J. Butler enters the game for N. Mirotic,,36-28,,
6:34.0,D. Rose makes 2-pt shot from 19 ft (assist by J. Noah),2,38-28,,
6:18.0,,,38-28,,T. Harris misses 3-pt shot from 25 ft
6:17.0,,,38-28,,Offensive rebound by E. Fournier
6:14.0,,,38-30,2,E. Fournier makes 2-pt shot from 13 ft
5:48.0,J. Butler misses 3-pt shot from 22 ft (block by D. Dedmon),,38-30,,
5:46.0,,,38-30,,Defensive rebound by T. Harris
5:39.0,P. Gasol enters the game for J. Noah,,38-30,,
5:26.0,,,38-30,,V. Oladipo misses 3-pt shot from 23 ft
5:25.0,Defensive rebound by P. Gasol,,38-30,,
5:16.0,Shooting foul by D. Dedmon (drawn by P. Gasol),,38-30,,
5:16.0,P. Gasol makes free throw 1 of 2,1,39-30,,
5:16.0,,,39-30,,N. Vucevic enters the game for D. Dedmon
5:16.0,P. Gasol makes free throw 2 of 2,1,40-30,,
5:01.0,,,40-32,2,T. Harris makes 2-pt shot from 10 ft
5:01.0,,,40-32,,Shooting foul by J. Butler (drawn by T. Harris)
5:01.0,,,40-33,1,T. Harris makes free throw 1 of 1
4:53.0,Turnover by D. Rose (bad pass),,40-33,,
4:32.0,,,40-33,,K. O'Quinn misses 3-pt shot from 26 ft
4:29.0,,,40-33,,Offensive rebound by V. Oladipo
4:29.0,,,40-35,2,V. Oladipo makes 2-pt shot from 1 ft
4:15.0,Shooting foul by N. Vucevic (drawn by P. Gasol),,40-35,,
4:15.0,P. Gasol makes free throw 1 of 2,1,41-35,,
4:15.0,,,41-35,,E. Payton enters the game for E. Fournier
4:15.0,P. Gasol makes free throw 2 of 2,1,42-35,,
4:04.0,,,42-35,,N. Vucevic misses 2-pt shot from 5 ft
4:02.0,,,42-35,,Offensive rebound by E. Payton
4:02.0,,,42-37,2,E. Payton makes 2-pt shot from 1 ft
3:43.0,J. Butler makes 2-pt shot from 12 ft (assist by P. Gasol),2,44-37,,
3:24.0,,,44-37,,Turnover by K. O'Quinn (bad pass; steal by D. Rose)
3:19.0,J. Butler misses 2-pt shot from 1 ft,,44-37,,
3:17.0,,,44-37,,Defensive rebound by K. O'Quinn
3:13.0,,,44-37,,T. Harris misses 2-pt shot from 2 ft
3:10.0,Defensive rebound by P. Gasol,,44-37,,
2:58.0,P. Gasol makes 2-pt shot from 16 ft (assist by D. Rose),2,46-37,,
2:50.0,,,46-37,,Orlando full timeout
2:41.0,,,46-39,2,N. Vucevic makes 2-pt shot from 18 ft
2:15.0,T. Snell makes 2-pt shot from 1 ft,2,48-39,,
1:51.0,,,48-39,,V. Oladipo misses 2-pt shot from 1 ft
1:51.0,,,48-39,,Offensive rebound by N. Vucevic
1:51.0,,,48-41,2,N. Vucevic makes 2-pt shot from 2 ft
1:51.0,,,48-41,,Shooting foul by T. Gibson (drawn by N. Vucevic)
1:51.0,J. Noah enters the game for T. Gibson,,48-41,,
1:51.0,,,48-42,1,N. Vucevic makes free throw 1 of 1
1:39.0,J. Butler misses 2-pt shot from 19 ft,,48-42,,
1:38.0,,,48-42,,Defensive rebound by E. Payton
1:35.0,,,48-42,,Offensive charge foul by E. Payton
1:35.0,,,48-42,,Turnover by E. Payton (offensive foul)
1:35.0,,,48-42,,E. Fournier enters the game for E. Payton
1:16.0,J. Butler misses 2-pt shot from 1 ft,,48-42,,
1:14.0,,,48-42,,Defensive rebound by K. O'Quinn
0:54.0,,,48-42,,Turnover by N. Vucevic (lost ball; steal by J. Noah)
0:51.0,Offensive foul by J. Butler,,48-42,,
0:51.0,Turnover by J. Butler (offensive foul),,48-42,,
0:51.0,E. Moore enters the game for J. Butler,,48-42,,
0:34.0,,,48-42,,Shooting foul by P. Gasol (drawn by K. O'Quinn)
0:34.0,,,48-43,1,K. O'Quinn makes free throw 1 of 2
0:34.0,,,48-43,,K. O'Quinn misses free throw 2 of 2
0:33.0,Defensive rebound by J. Noah,,48-43,,
0:25.0,D. Rose makes 2-pt shot from 8 ft,2,50-43,,
0:02.0,,,50-43,,Shooting foul by E. Moore (drawn by E. Fournier)
0:02.0,,,50-44,1,E. Fournier makes free throw 1 of 2
0:02.0,,,50-45,1,E. Fournier makes free throw 2 of 2
0:00.0,D. Rose misses 3-pt shot from 50 ft,,50-45,,
0:00.0,Offensive rebound by Team,,50-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,50-47,2,N. Vucevic makes 2-pt shot from 14 ft (assist by C. Frye)
11:21.0,J. Noah makes 2-pt shot from 7 ft (assist by T. Snell),2,52-47,,
11:07.0,,,52-47,,V. Oladipo misses 2-pt shot from 14 ft
11:06.0,Defensive rebound by P. Gasol,,52-47,,
10:50.0,J. Butler misses 2-pt shot at rim,,52-47,,
10:49.0,,,52-47,,Defensive rebound by N. Vucevic
10:40.0,,,52-47,,N. Vucevic misses 2-pt shot from 4 ft
10:38.0,Defensive rebound by J. Noah,,52-47,,
10:28.0,D. Rose misses 3-pt shot from 26 ft,,52-47,,
10:27.0,,,52-47,,Defensive rebound by C. Frye
10:19.0,,,52-49,2,V. Oladipo makes 2-pt shot from 1 ft (assist by N. Vucevic)
9:56.0,P. Gasol misses 2-pt shot from 2 ft,,52-49,,
9:54.0,,,52-49,,Defensive rebound by N. Vucevic
9:50.0,,,52-51,2,V. Oladipo makes 2-pt shot at rim
9:50.0,,,52-51,,Shooting foul by T. Snell (drawn by V. Oladipo)
9:50.0,,,52-52,1,V. Oladipo makes free throw 1 of 1
9:30.0,J. Noah misses 2-pt shot at rim,,52-52,,
9:28.0,Offensive rebound by P. Gasol,,52-52,,
9:27.0,P. Gasol makes 2-pt shot at rim,2,54-52,,
9:16.0,,,54-54,2,N. Vucevic makes 2-pt shot from 4 ft (assist by E. Payton)
8:59.0,P. Gasol makes 2-pt shot from 14 ft (assist by D. Rose),2,56-54,,
8:51.0,,,56-56,2,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Payton)
8:28.0,T. Snell misses 3-pt shot from 24 ft,,56-56,,
8:27.0,,,56-56,,Defensive rebound by T. Harris
8:18.0,,,56-56,,N. Vucevic misses 2-pt shot from 16 ft
8:16.0,,,56-56,,Offensive rebound by E. Payton
8:12.0,,,56-59,3,T. Harris makes 3-pt shot from 23 ft (assist by V. Oladipo)
8:11.0,Chicago full timeout,,56-59,,
8:01.0,,,56-59,,Violation by C. Frye (kicked ball)
7:52.0,J. Butler makes 3-pt shot from 26 ft (assist by P. Gasol),3,59-59,,
7:38.0,,,59-59,,N. Vucevic misses 2-pt shot from 12 ft
7:37.0,Defensive rebound by J. Noah,,59-59,,
7:25.0,Turnover by D. Rose (bad pass; steal by C. Frye),,59-59,,
7:21.0,,,59-61,2,T. Harris makes 2-pt shot from 2 ft (assist by V. Oladipo)
7:03.0,T. Snell misses 2-pt shot from 22 ft,,59-61,,
7:02.0,,,59-61,,Defensive rebound by N. Vucevic
6:53.0,,,59-64,3,C. Frye makes 3-pt shot from 27 ft (assist by V. Oladipo)
6:33.0,P. Gasol makes 2-pt shot from 20 ft (assist by D. Rose),2,61-64,,
6:09.0,,,61-64,,T. Harris misses 3-pt shot from 24 ft
6:08.0,Defensive rebound by D. Rose,,61-64,,
6:03.0,,,61-64,,Personal foul by E. Payton (drawn by D. Rose)
6:03.0,,,61-64,,W. Green enters the game for E. Payton
5:47.0,J. Butler makes 3-pt shot from 25 ft (assist by P. Gasol),3,64-64,,
5:32.0,,,64-67,3,C. Frye makes 3-pt shot from 25 ft (assist by W. Green)
5:09.0,J. Noah makes 2-pt shot from 6 ft (assist by P. Gasol),2,66-67,,
4:50.0,,,66-67,,T. Harris misses 2-pt shot from 3 ft
4:49.0,,,66-67,,Offensive rebound by N. Vucevic
4:49.0,,,66-67,,Shooting foul by J. Noah (drawn by N. Vucevic)
4:49.0,,,66-68,1,N. Vucevic makes free throw 1 of 2
4:49.0,,,66-69,1,N. Vucevic makes free throw 2 of 2
4:37.0,P. Gasol makes 2-pt shot from 15 ft (assist by D. Rose),2,68-69,,
4:25.0,,,68-69,,Turnover by W. Green (lost ball; steal by J. Butler)
4:25.0,,,68-69,,Personal foul by W. Green (drawn by J. Butler)
4:25.0,T. Gibson enters the game for J. Noah,,68-69,,
4:25.0,,,68-69,,A. Gordon enters the game for T. Harris
4:14.0,D. Rose makes 2-pt shot from 18 ft,2,70-69,,
3:45.0,,,70-69,,C. Frye misses 3-pt shot from 28 ft
3:43.0,,,70-69,,Offensive rebound by Team
3:43.0,,,70-69,,Orlando full timeout
3:31.0,,,70-69,,Offensive foul by A. Gordon
3:31.0,,,70-69,,Turnover by A. Gordon (offensive foul)
3:31.0,,,70-69,,D. Dedmon enters the game for N. Vucevic
3:31.0,,,70-69,,K. O'Quinn enters the game for C. Frye
3:08.0,D. Rose misses 2-pt shot from 20 ft,,70-69,,
3:06.0,,,70-69,,Defensive rebound by A. Gordon
3:04.0,A. Brooks enters the game for D. Rose,,70-69,,
3:04.0,,,70-69,,E. Fournier enters the game for V. Oladipo
2:53.0,E. Moore enters the game for T. Snell,,70-69,,
2:45.0,,,70-69,,K. O'Quinn misses 2-pt shot from 4 ft
2:42.0,,,70-69,,Offensive rebound by D. Dedmon
2:42.0,,,70-71,2,D. Dedmon makes 2-pt shot at rim
2:33.0,,,70-71,,Personal foul by D. Dedmon (drawn by A. Brooks)
2:16.0,P. Gasol misses 2-pt shot from 14 ft,,70-71,,
2:12.0,,,70-71,,Defensive rebound by A. Gordon
2:08.0,,,70-71,,Turnover by W. Green (bad pass; steal by J. Butler)
2:07.0,J. Butler makes 2-pt shot at rim,2,72-71,,
2:07.0,Shooting foul by K. O'Quinn (drawn by J. Butler),,72-71,,
2:07.0,J. Butler makes free throw 1 of 1,1,73-71,,
1:47.0,,,73-71,,W. Green misses 2-pt shot from 14 ft
1:46.0,Defensive rebound by P. Gasol,,73-71,,
1:32.0,E. Moore misses 3-pt shot from 22 ft,,73-71,,
1:31.0,,,73-71,,Defensive rebound by A. Gordon
1:27.0,,,73-71,,Turnover by A. Gordon (bad pass; steal by J. Butler)
1:16.0,P. Gasol misses 2-pt shot from 17 ft,,73-71,,
1:15.0,,,73-71,,Defensive rebound by A. Gordon
0:58.0,,,73-73,2,E. Fournier makes 2-pt shot from 16 ft
0:41.0,Shooting foul by K. O'Quinn (drawn by P. Gasol),,73-73,,
0:41.0,P. Gasol makes free throw 1 of 2,1,74-73,,
0:41.0,,,74-73,,T. Harris enters the game for A. Gordon
0:41.0,P. Gasol misses free throw 2 of 2,,74-73,,
0:39.0,,,74-73,,Defensive rebound by E. Fournier
0:27.0,,,74-73,,Shooting foul by E. Moore (drawn by E. Fournier)
0:27.0,,,74-74,1,E. Fournier makes free throw 1 of 2
0:27.0,,,74-74,,E. Fournier misses free throw 2 of 2
0:26.0,Defensive rebound by A. Brooks,,74-74,,
0:05.0,A. Brooks misses 3-pt shot from 27 ft,,74-74,,
0:02.0,Offensive rebound by T. Gibson,,74-74,,
0:01.0,T. Gibson misses 2-pt shot from 19 ft (block by K. O'Quinn),,74-74,,
0:01.0,,,74-74,,Defensive rebound by K. O'Quinn
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,74-74,,Personal foul by D. Dedmon (drawn by A. Brooks)
11:40.0,Shooting foul by D. Dedmon (drawn by J. Noah),,74-74,,
11:40.0,J. Noah makes free throw 1 of 2,1,75-74,,
11:40.0,J. Noah makes free throw 2 of 2,1,76-74,,
11:20.0,,,76-74,,T. Harris misses 2-pt shot from 17 ft
11:20.0,Defensive rebound by Team,,76-74,,
11:05.0,A. Brooks misses 2-pt shot from 15 ft,,76-74,,
11:03.0,,,76-74,,Defensive rebound by T. Harris
10:45.0,,,76-77,3,E. Fournier makes 3-pt shot from 29 ft
10:29.0,A. Brooks makes 3-pt shot from 26 ft,3,79-77,,
10:06.0,,,79-79,2,T. Harris makes 2-pt shot at rim (assist by K. O'Quinn)
9:52.0,Shooting foul by E. Fournier (drawn by J. Butler),,79-79,,
9:52.0,J. Butler makes free throw 1 of 2,1,80-79,,
9:52.0,,,80-79,,E. Payton enters the game for W. Green
9:52.0,J. Butler makes free throw 2 of 2,1,81-79,,
9:31.0,,,81-79,,K. O'Quinn misses 3-pt shot from 25 ft
9:30.0,Defensive rebound by T. Gibson,,81-79,,
9:22.0,A. Brooks misses 3-pt shot from 26 ft,,81-79,,
9:20.0,,,81-79,,Defensive rebound by D. Dedmon
9:12.0,,,81-82,3,T. Harris makes 3-pt shot from 24 ft (assist by E. Fournier)
8:50.0,A. Brooks misses 3-pt shot from 23 ft,,81-82,,
8:49.0,,,81-82,,Defensive rebound by T. Harris
8:45.0,,,81-82,,E. Fournier misses 3-pt shot from 27 ft
8:45.0,Defensive rebound by Team,,81-82,,
8:45.0,,,81-82,,Loose ball foul by D. Dedmon (drawn by T. Gibson)
8:45.0,Official timeout,,81-82,,
8:45.0,D. Rose enters the game for J. Butler,,81-82,,
8:45.0,T. Snell enters the game for A. Brooks,,81-82,,
8:23.0,D. Rose misses 2-pt shot from 18 ft,,81-82,,
8:22.0,,,81-82,,Defensive rebound by Team
8:05.0,,,81-84,2,D. Dedmon makes 2-pt shot from 3 ft (assist by T. Harris)
7:49.0,Turnover by J. Noah (bad pass; steal by E. Fournier),,81-84,,
7:34.0,P. Gasol enters the game for T. Gibson,,81-84,,
7:34.0,,,81-84,,N. Vucevic enters the game for D. Dedmon
7:28.0,,,81-84,,K. O'Quinn misses 2-pt shot from 7 ft
7:24.0,,,81-84,,Offensive rebound by E. Fournier
7:14.0,,,81-84,,N. Vucevic misses 2-pt shot from 18 ft
7:10.0,,,81-84,,Offensive rebound by K. O'Quinn
7:05.0,,,81-84,,Turnover by K. O'Quinn (bad pass; steal by P. Gasol)
6:48.0,J. Noah makes 2-pt shot from 21 ft (assist by D. Rose),2,83-84,,
6:26.0,,,83-84,,V. Oladipo enters the game for E. Fournier
6:22.0,,,83-84,,N. Vucevic misses 2-pt shot from 19 ft
6:20.0,Defensive rebound by J. Noah,,83-84,,
6:10.0,T. Snell makes 3-pt shot from 26 ft (assist by E. Moore),3,86-84,,
6:10.0,,,86-84,,Orlando full timeout
6:10.0,,,86-84,,C. Frye enters the game for K. O'Quinn
5:55.0,,,86-86,2,V. Oladipo makes 2-pt shot from 13 ft
5:28.0,E. Moore makes 3-pt shot from 27 ft (assist by D. Rose),3,89-86,,
5:11.0,,,89-86,,Turnover by V. Oladipo (lost ball)
5:11.0,J. Butler enters the game for E. Moore,,89-86,,
4:57.0,T. Snell misses 3-pt shot from 23 ft,,89-86,,
4:56.0,,,89-86,,Defensive rebound by N. Vucevic
4:48.0,,,89-88,2,E. Payton makes 2-pt shot at rim
4:30.0,J. Noah makes 2-pt shot at rim (assist by J. Butler),2,91-88,,
4:13.0,,,91-90,2,E. Payton makes 2-pt shot at rim
3:52.0,Turnover by D. Rose (lost ball; steal by E. Payton),,91-90,,
3:44.0,,,91-92,2,E. Payton makes 2-pt shot at rim
3:43.0,Chicago full timeout,,91-92,,
3:27.0,Turnover by T. Snell (bad pass; steal by T. Harris),,91-92,,
3:09.0,,,91-95,3,C. Frye makes 3-pt shot from 23 ft (assist by E. Payton)
2:54.0,P. Gasol misses 2-pt shot from 19 ft,,91-95,,
2:52.0,,,91-95,,Defensive rebound by E. Payton
2:36.0,,,91-95,,V. Oladipo misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by T. Snell,,91-95,,
2:32.0,Turnover by T. Snell (bad pass; steal by E. Payton),,91-95,,
2:15.0,,,91-97,2,V. Oladipo makes 2-pt shot at rim
2:15.0,Chicago full timeout,,91-97,,
1:59.0,T. Snell misses 3-pt shot from 26 ft,,91-97,,
1:57.0,,,91-97,,Defensive rebound by T. Harris
1:37.0,,,91-97,,T. Harris misses 2-pt shot from 12 ft
1:34.0,Defensive rebound by T. Snell,,91-97,,
1:21.0,Turnover by J. Butler (lost ball; steal by T. Harris),,91-97,,
1:14.0,,,91-97,,Turnover by E. Payton (bad pass; steal by J. Butler)
0:58.0,T. Snell misses 3-pt shot from 23 ft,,91-97,,
0:56.0,Offensive rebound by J. Noah,,91-97,,
0:54.0,Jump ball: T. Harris vs. T. Snell (V. Oladipo gains possession),,,,Jump ball: T. Harris vs. T. Snell (V. Oladipo gains possession)
0:54.0,Turnover by T. Snell (lost ball; steal by T. Harris),,91-97,,
0:33.0,,,91-97,,Turnover by V. Oladipo (bad pass; steal by J. Butler)
0:33.0,,,91-97,,Clear path foul by T. Harris
0:33.0,,,91-97,,K. O'Quinn enters the game for C. Frye
0:33.0,J. Butler makes clear path free throw 1 of 2,1,92-97,,
0:33.0,J. Butler makes clear path free throw 2 of 2,1,93-97,,
0:32.0,Chicago full timeout,,93-97,,
0:28.0,,,93-97,,Violation by V. Oladipo (kicked ball)
0:20.0,D. Rose makes 3-pt shot from 24 ft (assist by J. Butler),3,96-97,,
0:20.0,,,96-97,,Orlando full timeout
0:20.0,,,96-97,,C. Frye enters the game for E. Payton
0:20.0,,,96-97,,E. Fournier enters the game for K. O'Quinn
0:19.0,Personal foul by P. Gasol (drawn by V. Oladipo),,96-97,,
0:16.0,,,96-97,,Turnover by E. Fournier (back court)
0:16.0,Chicago full timeout,,96-97,,
0:16.0,,,96-97,,E. Payton enters the game for C. Frye
0:16.0,,,96-97,,K. O'Quinn enters the game for E. Fournier
0:09.0,D. Rose misses 2-pt shot from 7 ft,,96-97,,
0:09.0,Offensive rebound by P. Gasol,,96-97,,
0:09.0,P. Gasol makes 2-pt shot at rim,2,98-97,,
0:09.0,,,98-97,,Orlando full timeout
0:09.0,,,98-97,,C. Frye enters the game for K. O'Quinn
0:02.0,,,98-97,,N. Vucevic misses 2-pt shot from 8 ft
0:01.0,,,98-97,,Offensive rebound by T. Harris
0:01.0,,,98-97,,T. Harris misses 2-pt shot at rim
0:00.0,Defensive rebound by P. Gasol,,98-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
