time,Dallas,pts.away,score,pts.home,Houston
11:00.0,Defensive rebound by J. Barea,,55-57,,
10:43.0,D. Nowitzki misses 2-pt shot from 18 ft,,55-57,,
10:42.0,,,55-57,,Defensive rebound by T. Ariza
10:30.0,,,55-57,,J. Harden misses 2-pt shot from 13 ft
10:29.0,,,55-57,,Offensive rebound by D. Howard
10:29.0,,,55-59,2,D. Howard makes 2-pt shot from 2 ft
10:29.0,,,55-59,,Shooting foul by T. Chandler (drawn by D. Howard)
10:29.0,,,55-60,1,D. Howard makes free throw 1 of 1
10:10.0,D. Nowitzki makes 2-pt shot from 6 ft,2,57-60,,
9:55.0,,,57-60,,T. Ariza misses 3-pt shot from 23 ft
9:54.0,,,57-60,,Offensive rebound by T. Jones
9:36.0,,,57-60,,Turnover by J. Harden (bad pass)
9:21.0,J. Barea misses 2-pt shot from 11 ft,,57-60,,
9:20.0,,,57-60,,Defensive rebound by T. Jones
8:55.0,,,57-60,,J. Harden misses 2-pt shot from 14 ft
8:52.0,,,57-60,,Offensive rebound by D. Howard
8:50.0,,,57-62,2,D. Howard makes 2-pt shot at rim
8:39.0,Shooting foul by T. Ariza (drawn by M. Ellis),,57-62,,
8:39.0,M. Ellis makes free throw 1 of 2,1,58-62,,
8:39.0,M. Ellis makes free throw 2 of 2,1,59-62,,
8:14.0,,,59-62,,J. Harden misses 2-pt shot from 20 ft
8:13.0,Defensive rebound by D. Nowitzki,,59-62,,
8:07.0,Shooting foul by J. Harden (drawn by T. Chandler),,59-62,,
8:07.0,T. Chandler makes free throw 1 of 2,1,60-62,,
8:07.0,,,60-62,,J. Smith enters the game for T. Jones
8:07.0,T. Chandler makes free throw 2 of 2,1,61-62,,
7:52.0,,,61-65,3,J. Smith makes 3-pt shot from 25 ft (assist by J. Harden)
7:26.0,R. Jefferson misses 2-pt shot from 2 ft,,61-65,,
7:25.0,Offensive rebound by T. Chandler,,61-65,,
7:24.0,T. Chandler misses 2-pt shot at rim,,61-65,,
7:23.0,,,61-65,,Defensive rebound by J. Smith
7:19.0,,,61-65,,Turnover by T. Ariza (bad pass)
7:04.0,J. Barea makes 3-pt shot from 25 ft,3,64-65,,
6:46.0,,,64-65,,J. Smith misses 2-pt shot from 2 ft (block by T. Chandler)
6:45.0,,,64-65,,Offensive rebound by J. Smith
6:41.0,,,64-67,2,J. Smith makes 2-pt shot from 5 ft
6:21.0,D. Nowitzki misses 2-pt shot from 18 ft,,64-67,,
6:20.0,,,64-67,,Defensive rebound by D. Howard
6:11.0,,,64-67,,J. Harden misses 2-pt shot from 23 ft
6:10.0,,,64-67,,Offensive rebound by T. Ariza
5:59.0,,,64-67,,Turnover by J. Harden (lost ball)
5:59.0,,,64-67,,Houston full timeout
5:59.0,C. Villanueva enters the game for D. Nowitzki,,64-67,,
5:51.0,Turnover by J. Barea (bad pass; steal by J. Smith),,64-67,,
5:49.0,,,64-69,2,J. Smith makes 2-pt shot at rim
5:39.0,Shooting foul by D. Howard (drawn by T. Chandler),,64-69,,
5:39.0,T. Chandler makes free throw 1 of 2,1,65-69,,
5:39.0,T. Chandler makes free throw 2 of 2,1,66-69,,
5:23.0,,,66-69,,Shooting foul by C. Villanueva (drawn by D. Howard)
5:23.0,,,66-70,1,D. Howard makes free throw 1 of 2
5:23.0,,,66-70,,C. Brewer enters the game for T. Ariza
5:23.0,D. Nowitzki enters the game for C. Villanueva,,66-70,,
5:23.0,,,66-71,1,D. Howard makes free throw 2 of 2
5:09.0,M. Ellis misses 2-pt shot from 22 ft,,66-71,,
5:09.0,,,66-71,,Defensive rebound by J. Terry
5:05.0,,,66-73,2,J. Smith makes 2-pt shot from 2 ft (assist by C. Brewer)
5:05.0,,,66-73,,Shooting foul by M. Ellis (drawn by J. Smith)
5:05.0,,,66-73,,J. Smith misses free throw 1 of 1
5:04.0,,,66-73,,Offensive rebound by D. Howard
4:52.0,,,66-73,,J. Harden misses 2-pt shot from 18 ft
4:51.0,,,66-73,,Offensive rebound by C. Brewer
4:51.0,,,66-73,,C. Brewer misses 2-pt shot from 1 ft
4:49.0,Defensive rebound by Team,,66-73,,
4:30.0,M. Ellis makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,68-73,,
4:17.0,,,68-75,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
4:00.0,J. Barea makes 2-pt shot from 3 ft,2,70-75,,
3:47.0,,,70-77,2,J. Terry makes 2-pt shot from 10 ft
3:47.0,,,70-77,,Shooting foul by J. Barea (drawn by J. Terry)
3:47.0,,,70-77,,C. Capela enters the game for D. Howard
3:47.0,A. Stoudemire enters the game for T. Chandler,,70-77,,
3:47.0,Dallas full timeout,,70-77,,
3:47.0,,,70-77,,J. Terry misses free throw 1 of 1
3:47.0,Defensive rebound by D. Nowitzki,,70-77,,
3:31.0,Shooting foul by C. Brewer (drawn by M. Ellis),,70-77,,
3:31.0,M. Ellis makes free throw 1 of 2,1,71-77,,
3:31.0,,,71-77,,P. Prigioni enters the game for J. Terry
3:31.0,A. Aminu enters the game for R. Jefferson,,71-77,,
3:31.0,M. Ellis makes free throw 2 of 2,1,72-77,,
3:29.0,Personal take foul by A. Stoudemire (drawn by C. Capela),,72-77,,
3:29.0,,,72-77,,C. Capela misses free throw 1 of 2
3:29.0,,,72-77,,Offensive rebound by Team
3:29.0,,,72-78,1,C. Capela makes free throw 2 of 2
3:12.0,Turnover by J. Barea (lost ball; steal by C. Brewer),,72-78,,
3:09.0,,,72-78,,Turnover by C. Brewer (lost ball; steal by A. Aminu)
3:02.0,M. Ellis misses 3-pt shot from 26 ft,,72-78,,
3:00.0,Offensive rebound by A. Stoudemire,,72-78,,
2:50.0,J. Barea misses 3-pt shot from 25 ft,,72-78,,
2:47.0,Offensive rebound by J. Barea,,72-78,,
2:39.0,A. Aminu makes 3-pt shot from 25 ft (assist by A. Stoudemire),3,75-78,,
2:18.0,,,75-78,,J. Smith misses 3-pt shot from 23 ft
2:18.0,,,75-78,,Offensive rebound by Team
2:18.0,R. Felton enters the game for J. Barea,,75-78,,
2:18.0,,,75-78,,T. Jones enters the game for C. Capela
2:14.0,,,75-78,,J. Smith misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by A. Aminu,,75-78,,
2:05.0,M. Ellis misses 2-pt shot from 20 ft,,75-78,,
2:03.0,,,75-78,,Defensive rebound by C. Brewer
1:59.0,,,75-78,,C. Brewer misses 2-pt shot from 2 ft
1:58.0,Defensive rebound by R. Felton,,75-78,,
1:52.0,D. Nowitzki misses 2-pt shot from 17 ft,,75-78,,
1:51.0,,,75-78,,Defensive rebound by C. Brewer
1:42.0,,,75-78,,C. Brewer misses 3-pt shot from 23 ft
1:40.0,Defensive rebound by M. Ellis,,75-78,,
1:19.0,R. Felton misses 3-pt shot from 25 ft,,75-78,,
1:17.0,Offensive rebound by A. Aminu,,75-78,,
1:10.0,A. Stoudemire makes 2-pt shot from 1 ft (assist by R. Felton),2,77-78,,
0:49.0,,,77-81,3,C. Brewer makes 3-pt shot from 23 ft (assist by J. Smith)
0:36.0,M. Ellis misses 2-pt shot from 5 ft,,77-81,,
0:35.0,Offensive rebound by D. Nowitzki,,77-81,,
0:31.0,D. Nowitzki misses 2-pt shot from 3 ft,,77-81,,
0:30.0,,,77-81,,Defensive rebound by J. Harden
0:25.0,,,77-81,,J. Harden misses 2-pt shot from 2 ft (block by A. Aminu)
0:24.0,,,77-81,,Offensive rebound by Team
0:24.0,R. Jefferson enters the game for D. Nowitzki,,77-81,,
0:24.0,T. Chandler enters the game for A. Stoudemire,,77-81,,
0:05.0,,,77-81,,Turnover by Team (shot clock)
0:05.0,C. Villanueva enters the game for T. Chandler,,77-81,,
0:00.0,M. Ellis makes 3-pt shot from 30 ft (assist by R. Felton),3,80-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,M. Ellis makes 2-pt shot from 13 ft,2,82-81,,
11:21.0,,,82-81,,P. Prigioni misses 2-pt shot at rim
11:20.0,Defensive rebound by C. Villanueva,,82-81,,
11:09.0,A. Stoudemire makes 2-pt shot from 6 ft,2,84-81,,
10:54.0,,,84-81,,Shooting foul by A. Stoudemire (drawn by D. Howard)
10:54.0,,,84-82,1,D. Howard makes free throw 1 of 2
10:54.0,,,84-82,,D. Howard misses free throw 2 of 2
10:54.0,,,84-82,,Offensive rebound by J. Smith
10:50.0,,,84-84,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
10:23.0,M. Ellis misses 2-pt shot from 20 ft,,84-84,,
10:22.0,,,84-84,,Defensive rebound by D. Howard
10:18.0,,,84-86,2,C. Brewer makes 2-pt shot from 1 ft (assist by D. Howard)
10:17.0,Dallas full timeout,,84-86,,
10:17.0,D. Nowitzki enters the game for M. Ellis,,84-86,,
10:17.0,J. Barea enters the game for C. Villanueva,,84-86,,
10:02.0,R. Felton misses 2-pt shot from 22 ft,,84-86,,
10:00.0,,,84-86,,Defensive rebound by J. Smith
9:50.0,,,84-88,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
9:28.0,D. Nowitzki misses 2-pt shot from 11 ft,,84-88,,
9:26.0,,,84-88,,Defensive rebound by P. Prigioni
9:06.0,,,84-88,,D. Howard misses 2-pt shot from 1 ft (block by A. Aminu)
9:06.0,Jump ball: D. Howard vs. A. Stoudemire (P. Prigioni gains possession),,,,Jump ball: D. Howard vs. A. Stoudemire (P. Prigioni gains possession)
9:06.0,,,84-88,,Offensive rebound by Team
8:49.0,,,84-90,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
8:29.0,D. Nowitzki misses 2-pt shot from 13 ft,,84-90,,
