time,Oklahoma City,pts.away,score,pts.home,San Antonio
8:14.0,,,8-8,2,T. Parker makes 2-pt shot from 1 ft (assist by K. Leonard)
7:51.0,D. Waiters misses 2-pt shot from 16 ft,,8-8,,
7:50.0,Offensive rebound by E. Kanter,,8-8,,
7:48.0,Turnover by E. Kanter (lost ball; steal by T. Parker),,8-8,,
7:42.0,,,8-11,3,D. Green makes 3-pt shot from 24 ft (assist by K. Leonard)
7:28.0,E. Kanter makes 2-pt shot from 17 ft (assist by R. Westbrook),2,10-11,,
7:15.0,,,10-11,,Offensive foul by T. Splitter
7:15.0,,,10-11,,Turnover by T. Splitter (offensive foul)
7:15.0,,,10-11,,B. Diaw enters the game for T. Splitter
7:07.0,R. Westbrook makes 2-pt shot from 1 ft,2,12-11,,
6:57.0,,,12-11,,T. Parker misses 2-pt shot from 8 ft
6:56.0,Defensive rebound by R. Westbrook,,12-11,,
6:50.0,Turnover by R. Westbrook (bad pass; steal by D. Green),,12-11,,
6:42.0,,,12-14,3,T. Parker makes 3-pt shot from 23 ft (assist by K. Leonard)
6:34.0,Oklahoma City full timeout,,12-14,,
6:27.0,D. Waiters misses 2-pt shot from 3 ft,,12-14,,
6:26.0,,,12-14,,Defensive rebound by T. Duncan
6:20.0,,,12-16,2,K. Leonard makes 2-pt shot from 2 ft
5:58.0,R. Westbrook makes 2-pt shot from 1 ft,2,14-16,,
5:41.0,,,14-16,,B. Diaw misses 2-pt shot from 18 ft
5:40.0,Defensive rebound by S. Adams,,14-16,,
5:34.0,R. Westbrook misses 2-pt shot from 19 ft,,14-16,,
5:33.0,,,14-16,,Defensive rebound by T. Duncan
5:17.0,,,14-18,2,B. Diaw makes 2-pt shot from 7 ft
5:00.0,E. Kanter makes 2-pt shot from 1 ft,2,16-18,,
4:44.0,,,16-20,2,T. Parker makes 2-pt shot from 1 ft (assist by D. Green)
4:30.0,R. Westbrook misses 2-pt shot from 5 ft,,16-20,,
4:27.0,,,16-20,,Defensive rebound by Team
4:27.0,A. Morrow enters the game for K. Singler,,16-20,,
4:27.0,,,16-20,,T. Splitter enters the game for T. Duncan
4:15.0,,,16-22,2,T. Parker makes 2-pt shot from 17 ft
3:57.0,D. Waiters makes 2-pt shot from 16 ft,2,18-22,,
3:45.0,,,18-22,,K. Leonard misses 2-pt shot from 13 ft
3:44.0,Defensive rebound by E. Kanter,,18-22,,
3:37.0,Turnover by R. Westbrook (bad pass; steal by T. Parker),,18-22,,
3:33.0,,,18-24,2,T. Parker makes 2-pt shot from 1 ft
3:20.0,,,18-24,,Violation by D. Green (kicked ball)
3:20.0,,,18-24,,M. Belinelli enters the game for D. Green
3:20.0,M. McGary enters the game for S. Adams,,18-24,,
3:13.0,Shooting foul by T. Splitter (drawn by E. Kanter),,18-24,,
3:13.0,E. Kanter makes free throw 1 of 2,1,19-24,,
3:13.0,,,19-24,,M. Ginobili enters the game for K. Leonard
3:13.0,E. Kanter makes free throw 2 of 2,1,20-24,,
2:59.0,,,20-26,2,B. Diaw makes 2-pt shot from 1 ft
2:43.0,R. Westbrook misses 2-pt shot from 18 ft,,20-26,,
2:41.0,Offensive rebound by D. Waiters,,20-26,,
2:28.0,E. Kanter misses 2-pt shot from 5 ft,,20-26,,
2:26.0,,,20-26,,Defensive rebound by T. Splitter
2:22.0,Shooting block foul by E. Kanter (drawn by M. Ginobili),,20-26,,
2:22.0,,,20-26,,San Antonio full timeout
2:22.0,,,20-26,,M. Bonner enters the game for T. Splitter
2:22.0,D. Augustin enters the game for D. Waiters,,20-26,,
2:22.0,,,20-27,1,M. Ginobili makes free throw 1 of 2
2:22.0,S. Novak enters the game for E. Kanter,,20-27,,
2:22.0,,,20-28,1,M. Ginobili makes free throw 2 of 2
2:12.0,R. Westbrook makes 2-pt shot from 2 ft,2,22-28,,
1:54.0,,,22-28,,M. Ginobili misses 3-pt shot from 23 ft
1:53.0,Defensive rebound by R. Westbrook,,22-28,,
1:49.0,Shooting foul by M. Bonner (drawn by R. Westbrook),,22-28,,
1:49.0,R. Westbrook makes free throw 1 of 2,1,23-28,,
1:49.0,R. Westbrook makes free throw 2 of 2,1,24-28,,
1:32.0,,,24-30,2,B. Diaw makes 2-pt shot from 8 ft
1:24.0,R. Westbrook misses 2-pt shot from 2 ft,,24-30,,
1:23.0,,,24-30,,Defensive rebound by Team
1:23.0,,,24-30,,D. Green enters the game for T. Parker
1:05.0,,,24-32,2,B. Diaw makes 2-pt shot from 2 ft
0:51.0,,,24-32,,Personal block foul by M. Ginobili (drawn by R. Westbrook)
0:51.0,R. Westbrook makes free throw 1 of 2,1,25-32,,
0:51.0,R. Westbrook makes free throw 2 of 2,1,26-32,,
0:35.0,,,26-32,,Turnover by M. Ginobili (bad pass; steal by M. McGary)
0:31.0,Offensive charge foul by M. McGary,,26-32,,
0:31.0,Turnover by M. McGary (offensive foul),,26-32,,
0:10.0,,,26-32,,M. Belinelli misses 2-pt shot from 13 ft
0:09.0,Defensive rebound by A. Morrow,,26-32,,
0:01.0,R. Westbrook makes 2-pt shot from 2 ft,2,28-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Turnover by D. Augustin (lost ball; steal by M. Ginobili),,28-32,,
11:27.0,,,28-32,,Shooting foul by A. Morrow (drawn by M. Ginobili)
11:27.0,,,28-33,1,M. Ginobili makes free throw 1 of 2
11:27.0,,,28-34,1,M. Ginobili makes free throw 2 of 2
11:10.0,P. Jones misses 2-pt shot from 7 ft,,28-34,,
11:09.0,,,28-34,,Defensive rebound by B. Diaw
11:00.0,,,28-34,,M. Ginobili misses 3-pt shot from 24 ft
10:59.0,Defensive rebound by M. McGary,,28-34,,
10:46.0,M. McGary makes 2-pt shot from 6 ft (assist by D. Augustin),2,30-34,,
10:27.0,,,30-34,,B. Diaw misses 2-pt shot from 2 ft
10:25.0,Defensive rebound by D. Augustin,,30-34,,
10:18.0,D. Augustin misses 2-pt shot from 7 ft,,30-34,,
10:17.0,,,30-34,,Defensive rebound by M. Belinelli
10:02.0,,,30-37,3,M. Ginobili makes 3-pt shot from 24 ft (assist by M. Belinelli)
9:56.0,Oklahoma City full timeout,,30-37,,
9:56.0,S. Adams enters the game for M. McGary,,30-37,,
9:56.0,,,30-37,,T. Duncan enters the game for B. Diaw
9:40.0,P. Jones misses 2-pt shot from 6 ft,,30-37,,
9:38.0,,,30-37,,Defensive rebound by Team
9:38.0,Loose ball foul by P. Jones (drawn by M. Belinelli),,30-37,,
9:26.0,,,30-37,,Shooting foul by P. Jones (drawn by T. Duncan)
9:26.0,,,30-38,1,T. Duncan makes free throw 1 of 2
9:26.0,,,30-39,1,T. Duncan makes free throw 2 of 2
9:09.0,P. Jones misses 2-pt shot from 3 ft,,30-39,,
9:08.0,,,30-39,,Defensive rebound by M. Ginobili
9:05.0,,,30-39,,Turnover by M. Belinelli (lost ball; steal by P. Jones)
9:03.0,P. Jones makes 2-pt shot at rim,2,32-39,,
8:43.0,,,32-39,,Shooting foul by P. Jones (drawn by T. Duncan)
8:43.0,,,32-40,1,T. Duncan makes free throw 1 of 2
8:43.0,K. Singler enters the game for P. Jones,,32-40,,
8:43.0,,,32-41,1,T. Duncan makes free throw 2 of 2
8:21.0,A. Morrow makes 2-pt shot from 8 ft,2,34-41,,
8:12.0,,,34-41,,M. Bonner misses 2-pt shot from 7 ft
8:10.0,Defensive rebound by K. Singler,,34-41,,
7:51.0,S. Novak makes 3-pt shot from 23 ft (assist by D. Augustin),3,37-41,,
7:50.0,,,37-41,,San Antonio full timeout
7:50.0,,,37-41,,D. Green enters the game for M. Ginobili
7:50.0,,,37-41,,K. Leonard enters the game for M. Bonner
7:31.0,,,37-41,,Turnover by D. Green (bad pass; steal by S. Adams)
7:21.0,,,37-41,,Personal foul by M. Belinelli (drawn by S. Novak)
7:21.0,,,37-41,,T. Parker enters the game for P. Mills
7:21.0,R. Westbrook enters the game for K. Singler,,37-41,,
7:12.0,D. Augustin misses 2-pt shot from 15 ft,,37-41,,
7:10.0,,,37-41,,Defensive rebound by K. Leonard
7:02.0,,,37-44,3,M. Belinelli makes 3-pt shot from 22 ft (assist by D. Green)
6:48.0,S. Adams misses 2-pt shot from 4 ft,,37-44,,
6:46.0,,,37-44,,Defensive rebound by T. Duncan
6:41.0,,,37-44,,T. Parker misses 2-pt shot from 1 ft
6:40.0,,,37-44,,Offensive rebound by D. Green
6:40.0,,,37-46,2,D. Green makes 2-pt shot at rim
6:22.0,R. Westbrook misses 2-pt shot from 6 ft,,37-46,,
6:21.0,,,37-46,,Defensive rebound by K. Leonard
6:09.0,,,37-49,3,M. Belinelli makes 3-pt shot from 24 ft (assist by T. Parker)
6:08.0,Oklahoma City full timeout,,37-49,,
6:08.0,,,37-49,,B. Diaw enters the game for D. Green
6:08.0,D. Waiters enters the game for S. Novak,,37-49,,
6:08.0,E. Kanter enters the game for A. Morrow,,37-49,,
6:01.0,R. Westbrook misses 2-pt shot from 5 ft (block by T. Duncan),,37-49,,
6:00.0,,,37-49,,Defensive rebound by K. Leonard
5:55.0,,,37-51,2,K. Leonard makes 2-pt shot from 1 ft
5:44.0,Shooting foul by K. Leonard (drawn by R. Westbrook),,37-51,,
5:44.0,R. Westbrook makes free throw 1 of 2,1,38-51,,
5:44.0,R. Westbrook makes free throw 2 of 2,1,39-51,,
5:27.0,,,39-53,2,T. Duncan makes 2-pt shot from 10 ft (assist by T. Parker)
5:03.0,E. Kanter makes 2-pt shot from 1 ft (assist by D. Augustin),2,41-53,,
4:51.0,,,41-53,,B. Diaw misses 2-pt shot from 12 ft
4:50.0,,,41-53,,Offensive rebound by K. Leonard
4:44.0,,,41-53,,K. Leonard misses 2-pt shot from 3 ft
4:43.0,Defensive rebound by E. Kanter,,41-53,,
4:32.0,R. Westbrook misses 3-pt shot from 23 ft,,41-53,,
4:30.0,,,41-53,,Defensive rebound by B. Diaw
4:18.0,,,41-55,2,T. Duncan makes 2-pt shot from 17 ft (assist by T. Parker)
4:05.0,D. Waiters misses 2-pt shot from 16 ft,,41-55,,
4:04.0,,,41-55,,Defensive rebound by T. Parker
3:58.0,,,41-55,,T. Parker misses 2-pt shot from 1 ft
3:57.0,Defensive rebound by S. Adams,,41-55,,
3:50.0,R. Westbrook misses 3-pt shot from 24 ft,,41-55,,
3:50.0,,,41-55,,Defensive rebound by M. Belinelli
3:34.0,,,41-57,2,K. Leonard makes 2-pt shot from 2 ft (assist by T. Duncan)
3:31.0,Oklahoma City full timeout,,41-57,,
3:31.0,,,41-57,,D. Green enters the game for M. Belinelli
3:31.0,K. Singler enters the game for D. Augustin,,41-57,,
3:14.0,E. Kanter misses 2-pt shot from 8 ft,,41-57,,
3:12.0,Offensive rebound by S. Adams,,41-57,,
3:12.0,S. Adams makes 2-pt shot from 1 ft,2,43-57,,
2:59.0,Personal block foul by K. Singler (drawn by K. Leonard),,43-57,,
2:59.0,,,43-57,,K. Leonard misses free throw 1 of 2
2:59.0,,,43-57,,Offensive rebound by Team
2:59.0,,,43-58,1,K. Leonard makes free throw 2 of 2
2:46.0,Shooting foul by D. Green (drawn by D. Waiters),,43-58,,
2:46.0,D. Waiters makes free throw 1 of 2,1,44-58,,
2:46.0,D. Waiters makes free throw 2 of 2,1,45-58,,
2:29.0,,,45-58,,K. Leonard misses 2-pt shot from 5 ft
2:28.0,,,45-58,,Offensive rebound by B. Diaw
2:28.0,,,45-60,2,B. Diaw makes 2-pt shot from 2 ft
2:07.0,E. Kanter misses 2-pt shot from 10 ft,,45-60,,
2:06.0,,,45-60,,Defensive rebound by K. Leonard
1:51.0,,,45-63,3,D. Green makes 3-pt shot from 26 ft (assist by T. Parker)
1:28.0,S. Adams misses 2-pt shot from 7 ft,,45-63,,
1:27.0,,,45-63,,Defensive rebound by T. Duncan
1:18.0,,,45-65,2,B. Diaw makes 2-pt shot from 1 ft (assist by K. Leonard)
1:08.0,R. Westbrook misses 2-pt shot from 8 ft,,45-65,,
1:07.0,,,45-65,,Defensive rebound by T. Parker
0:57.0,Personal foul by K. Singler (drawn by T. Duncan),,45-65,,
0:57.0,,,45-65,,T. Duncan misses free throw 1 of 2
0:57.0,,,45-65,,Offensive rebound by Team
0:57.0,A. Morrow enters the game for K. Singler,,45-65,,
0:57.0,,,45-66,1,T. Duncan makes free throw 2 of 2
0:47.0,A. Morrow makes 2-pt shot from 15 ft (assist by R. Westbrook),2,47-66,,
0:34.0,,,47-68,2,T. Parker makes 2-pt shot from 3 ft
0:29.0,,,47-68,,Personal foul by D. Green (drawn by R. Westbrook)
0:13.0,D. Waiters makes 3-pt shot from 24 ft (assist by R. Westbrook),3,50-68,,
0:00.0,,,50-71,3,K. Leonard makes 3-pt shot from 23 ft (assist by B. Diaw)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,E. Kanter makes 2-pt shot from 16 ft (assist by R. Westbrook),2,52-71,,
11:15.0,,,52-71,,T. Duncan misses 2-pt shot from 20 ft
11:14.0,Defensive rebound by E. Kanter,,52-71,,
11:03.0,R. Westbrook misses 3-pt shot from 25 ft,,52-71,,
11:02.0,Offensive rebound by R. Westbrook,,52-71,,
10:58.0,K. Singler misses 3-pt shot from 26 ft,,52-71,,
10:58.0,,,52-71,,Defensive rebound by Team
10:58.0,Loose ball foul by S. Adams (drawn by T. Duncan),,52-71,,
10:35.0,,,52-71,,T. Duncan misses 2-pt shot from 2 ft
10:34.0,,,52-71,,Offensive rebound by D. Green
10:34.0,,,52-71,,D. Green misses 2-pt shot at rim
10:32.0,Defensive rebound by R. Westbrook,,52-71,,
10:17.0,D. Waiters misses 2-pt shot from 1 ft (block by D. Green),,52-71,,
10:16.0,,,52-71,,Defensive rebound by T. Splitter
10:13.0,Personal foul by R. Westbrook (drawn by T. Parker),,52-71,,
10:03.0,,,52-73,2,T. Duncan makes 2-pt shot from 9 ft (assist by T. Splitter)
9:51.0,S. Adams misses 2-pt shot from 3 ft,,52-73,,
9:50.0,,,52-73,,Defensive rebound by Team
9:38.0,,,52-75,2,T. Duncan makes 2-pt shot from 9 ft (assist by T. Parker)
9:24.0,E. Kanter misses 2-pt shot from 18 ft,,52-75,,
9:23.0,,,52-75,,Defensive rebound by T. Parker
9:07.0,,,52-77,2,T. Splitter makes 2-pt shot from 1 ft
9:06.0,Oklahoma City full timeout,,52-77,,
9:06.0,P. Jones enters the game for S. Adams,,52-77,,
8:49.0,D. Waiters makes 2-pt shot from 1 ft (assist by P. Jones),2,54-77,,
8:35.0,,,54-77,,T. Splitter misses 2-pt shot at rim
8:34.0,Defensive rebound by E. Kanter,,54-77,,
8:28.0,R. Westbrook misses 2-pt shot from 16 ft,,54-77,,
8:27.0,Offensive rebound by P. Jones,,54-77,,
8:22.0,Turnover by R. Westbrook (bad pass; steal by K. Leonard),,54-77,,
8:15.0,,,54-77,,D. Green misses 3-pt shot from 26 ft
8:12.0,Defensive rebound by E. Kanter,,54-77,,
8:00.0,D. Waiters makes 3-pt shot from 25 ft (assist by R. Westbrook),3,57-77,,
7:46.0,,,57-79,2,T. Parker makes 2-pt shot from 14 ft
7:29.0,P. Jones misses 2-pt shot from 6 ft,,57-79,,
7:27.0,Offensive rebound by E. Kanter,,57-79,,
7:27.0,E. Kanter misses 2-pt shot from 1 ft,,57-79,,
7:25.0,Offensive rebound by D. Waiters,,57-79,,
7:23.0,D. Waiters misses 2-pt shot from 19 ft,,57-79,,
7:23.0,,,57-79,,Defensive rebound by T. Parker
7:16.0,Personal foul by K. Singler (drawn by T. Splitter),,57-79,,
7:16.0,,,57-80,1,T. Splitter makes free throw 1 of 2
7:16.0,,,57-80,,M. Belinelli enters the game for D. Green
7:16.0,,,57-81,1,T. Splitter makes free throw 2 of 2
7:02.0,P. Jones misses 3-pt shot from 25 ft,,57-81,,
7:01.0,Offensive rebound by E. Kanter,,57-81,,
6:59.0,E. Kanter makes 2-pt shot at rim,2,59-81,,
6:33.0,,,59-84,3,T. Duncan makes 3-pt shot from 24 ft (assist by T. Parker)
6:22.0,P. Jones misses 3-pt shot from 22 ft,,59-84,,
6:21.0,,,59-84,,Defensive rebound by T. Parker
6:14.0,Shooting block foul by K. Singler (drawn by K. Leonard),,59-84,,
6:14.0,,,59-85,1,K. Leonard makes free throw 1 of 2
6:14.0,,,59-85,,B. Diaw enters the game for T. Splitter
6:14.0,,,59-86,1,K. Leonard makes free throw 2 of 2
6:02.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,61-86,,
5:50.0,,,61-88,2,T. Parker makes 2-pt shot from 19 ft
5:40.0,Turnover by R. Westbrook (bad pass; steal by T. Parker),,61-88,,
5:30.0,,,61-91,3,B. Diaw makes 3-pt shot from 24 ft (assist by K. Leonard)
5:29.0,Oklahoma City full timeout,,61-91,,
5:29.0,M. McGary enters the game for E. Kanter,,61-91,,
5:29.0,D. Augustin enters the game for R. Westbrook,,61-91,,
5:29.0,A. Morrow enters the game for D. Waiters,,61-91,,
5:29.0,,,61-91,,M. Ginobili enters the game for K. Leonard
5:12.0,P. Jones makes 2-pt shot at rim,2,63-91,,
4:47.0,,,63-91,,B. Diaw misses 2-pt shot from 1 ft
4:46.0,,,63-91,,Offensive rebound by M. Belinelli
4:45.0,,,63-91,,Turnover by M. Belinelli (bad pass)
4:27.0,Shooting foul by M. Ginobili (drawn by K. Singler),,63-91,,
4:27.0,K. Singler misses free throw 1 of 2,,63-91,,
4:27.0,Offensive rebound by Team,,63-91,,
4:27.0,K. Singler makes free throw 2 of 2,1,64-91,,
4:11.0,,,64-93,2,T. Parker makes 2-pt shot from 5 ft
3:51.0,A. Morrow misses 2-pt shot from 8 ft,,64-93,,
3:50.0,,,64-93,,Defensive rebound by B. Diaw
3:41.0,,,64-95,2,B. Diaw makes 2-pt shot from 2 ft (assist by M. Belinelli)
3:24.0,D. Augustin makes 3-pt shot from 25 ft,3,67-95,,
3:06.0,,,67-95,,T. Duncan misses 2-pt shot from 11 ft
3:05.0,Defensive rebound by P. Jones,,67-95,,
2:58.0,P. Jones misses 3-pt shot from 24 ft,,67-95,,
2:56.0,,,67-95,,Defensive rebound by M. Belinelli
2:36.0,,,67-95,,M. Belinelli misses 3-pt shot from 25 ft
2:35.0,Defensive rebound by P. Jones,,67-95,,
2:29.0,K. Singler makes 2-pt shot from 17 ft (assist by D. Augustin),2,69-95,,
2:28.0,,,69-95,,San Antonio full timeout
2:28.0,,,69-95,,T. Splitter enters the game for T. Duncan
2:28.0,,,69-95,,P. Mills enters the game for T. Parker
2:11.0,,,69-95,,Offensive foul by B. Diaw
2:11.0,,,69-95,,Turnover by B. Diaw (offensive foul)
1:49.0,D. Augustin makes 3-pt shot from 26 ft (assist by P. Jones),3,72-95,,
1:33.0,,,72-95,,B. Diaw misses 2-pt shot from 2 ft
1:32.0,,,72-95,,Offensive rebound by B. Diaw
1:32.0,,,72-97,2,B. Diaw makes 2-pt shot from 2 ft
1:07.0,M. McGary misses 2-pt shot from 2 ft,,72-97,,
1:06.0,,,72-97,,Defensive rebound by T. Splitter
0:57.0,,,72-97,,T. Splitter misses 2-pt shot from 1 ft
0:55.0,Defensive rebound by M. McGary,,72-97,,
0:52.0,Turnover by P. Jones (offensive foul),,72-97,,
0:52.0,Offensive charge foul by P. Jones,,72-97,,
0:52.0,,,72-97,,D. Green enters the game for M. Belinelli
0:40.0,,,72-97,,Shooting foul by K. Singler (drawn by T. Splitter)
0:40.0,,,72-97,,T. Splitter misses free throw 1 of 2
0:40.0,,,72-97,,Offensive rebound by Team
0:40.0,,,72-98,1,T. Splitter makes free throw 2 of 2
0:26.0,A. Morrow makes 2-pt shot from 16 ft,2,74-98,,
0:04.0,,,74-100,2,T. Splitter makes 2-pt shot from 1 ft (assist by P. Mills)
0:00.0,D. Augustin misses 3-pt shot from 41 ft,,74-100,,
0:00.0,Offensive rebound by Team,,74-100,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,74-100,,B. Diaw misses 2-pt shot from 1 ft
11:38.0,,,74-100,,Offensive rebound by B. Diaw
11:31.0,,,74-100,,T. Splitter misses 2-pt shot at rim (block by M. McGary)
11:29.0,,,74-100,,Offensive rebound by T. Splitter
11:29.0,,,74-102,2,T. Splitter makes 2-pt shot at rim
11:10.0,J. Lamb misses 2-pt shot from 2 ft,,74-102,,
11:09.0,,,74-102,,Defensive rebound by M. Ginobili
10:55.0,,,74-102,,Turnover by D. Green (bad pass; steal by M. McGary)
10:53.0,,,74-102,,Personal foul by D. Green (drawn by M. McGary)
10:53.0,,,74-102,,J. Ayres enters the game for T. Splitter
10:30.0,M. McGary makes 2-pt shot from 3 ft (assist by D. Augustin),2,76-102,,
10:16.0,,,76-102,,D. Green misses 2-pt shot from 17 ft
10:15.0,,,76-102,,Offensive rebound by J. Ayres
10:10.0,,,76-105,3,P. Mills makes 3-pt shot from 23 ft (assist by D. Green)
9:51.0,D. Augustin misses 3-pt shot from 24 ft,,76-105,,
9:50.0,,,76-105,,Defensive rebound by J. Ayres
9:48.0,,,76-105,,Turnover by J. Ayres (bad pass; steal by M. McGary)
9:47.0,Shooting foul by B. Diaw (drawn by M. McGary),,76-105,,
9:47.0,M. McGary makes free throw 1 of 2,1,77-105,,
9:47.0,,,77-105,,C. Joseph enters the game for M. Ginobili
9:47.0,,,77-105,,R. Williams enters the game for D. Green
9:47.0,M. McGary makes free throw 2 of 2,1,78-105,,
9:28.0,,,78-107,2,J. Ayres makes 2-pt shot from 1 ft (assist by R. Williams)
9:10.0,J. Lamb misses 2-pt shot from 9 ft,,78-107,,
9:09.0,,,78-107,,Defensive rebound by J. Ayres
8:59.0,,,78-109,2,P. Mills makes 2-pt shot from 18 ft
8:59.0,Oklahoma City full timeout,,78-109,,
8:59.0,,,78-109,,M. Bonner enters the game for B. Diaw
8:42.0,D. Augustin misses 2-pt shot from 20 ft,,78-109,,
8:41.0,,,78-109,,Defensive rebound by R. Williams
8:29.0,,,78-109,,C. Joseph misses 2-pt shot from 1 ft
8:28.0,,,78-109,,Offensive rebound by J. Ayres
8:28.0,,,78-111,2,J. Ayres makes 2-pt shot at rim
8:03.0,S. Novak misses 2-pt shot from 20 ft,,78-111,,
8:02.0,,,78-111,,Defensive rebound by R. Williams
7:45.0,,,78-111,,C. Joseph misses 2-pt shot from 19 ft
7:44.0,Defensive rebound by J. Lamb,,78-111,,
7:32.0,S. Novak misses 3-pt shot from 24 ft,,78-111,,
7:31.0,,,78-111,,Defensive rebound by J. Ayres
7:06.0,,,78-113,2,M. Bonner makes 2-pt shot from 9 ft (assist by R. Williams)
6:47.0,P. Jones misses 2-pt shot from 8 ft,,78-113,,
6:46.0,Offensive rebound by M. McGary,,78-113,,
6:36.0,J. Lamb makes 2-pt shot from 7 ft,2,80-113,,
6:12.0,,,80-113,,P. Mills misses 2-pt shot from 1 ft
6:11.0,Defensive rebound by P. Jones,,80-113,,
6:06.0,P. Jones makes 2-pt shot from 1 ft,2,82-113,,
5:52.0,,,82-113,,R. Williams misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by M. McGary,,82-113,,
5:43.0,M. McGary misses 2-pt shot from 7 ft,,82-113,,
5:42.0,,,82-113,,Defensive rebound by M. Bonner
5:23.0,,,82-116,3,P. Mills makes 3-pt shot from 25 ft (assist by J. Ayres)
5:04.0,P. Jones misses 2-pt shot from 21 ft,,82-116,,
5:03.0,,,82-116,,Defensive rebound by P. Mills
4:49.0,,,82-118,2,J. Ayres makes 2-pt shot at rim (assist by P. Mills)
4:26.0,J. Lamb misses 3-pt shot from 26 ft,,82-118,,
4:25.0,,,82-118,,Defensive rebound by J. Ayres
4:03.0,,,82-120,2,C. Joseph makes 2-pt shot from 16 ft
4:02.0,Oklahoma City full timeout,,82-120,,
4:02.0,Official timeout,,82-120,,
3:47.0,M. McGary makes 2-pt shot from 14 ft (assist by J. Lamb),2,84-120,,
3:31.0,,,84-123,3,M. Bonner makes 3-pt shot from 24 ft (assist by C. Joseph)
3:12.0,S. Novak misses 3-pt shot from 26 ft,,84-123,,
3:11.0,,,84-123,,Defensive rebound by C. Joseph
3:01.0,,,84-126,3,P. Mills makes 3-pt shot from 24 ft (assist by C. Joseph)
2:47.0,S. Novak misses 2-pt shot from 22 ft,,84-126,,
2:46.0,,,84-126,,Defensive rebound by J. Ayres
2:34.0,,,84-126,,J. Ayres misses 2-pt shot from 3 ft
2:32.0,Defensive rebound by M. McGary,,84-126,,
2:23.0,M. McGary misses 2-pt shot from 11 ft,,84-126,,
2:22.0,,,84-126,,Defensive rebound by J. Ayres
2:06.0,,,84-128,2,J. Ayres makes 2-pt shot from 1 ft (assist by P. Mills)
2:06.0,,,84-128,,Shooting foul by M. McGary (drawn by J. Ayres)
2:06.0,,,84-128,,San Antonio full timeout
2:06.0,,,84-128,,J. Ayres misses free throw 1 of 1
2:05.0,Defensive rebound by M. McGary,,84-128,,
1:58.0,J. Lamb makes 2-pt shot from 6 ft,2,86-128,,
1:45.0,,,86-130,2,J. Ayres makes 2-pt shot at rim (assist by C. Joseph)
1:32.0,P. Jones misses 2-pt shot from 20 ft,,86-130,,
1:31.0,,,86-130,,Defensive rebound by R. Williams
1:16.0,,,86-130,,R. Williams misses 3-pt shot from 25 ft
1:15.0,Defensive rebound by M. McGary,,86-130,,
1:07.0,J. Lamb makes 2-pt shot from 18 ft,2,88-130,,
0:43.0,,,88-130,,P. Mills misses 3-pt shot from 24 ft
0:41.0,,,88-130,,Offensive rebound by R. Williams
0:21.0,,,88-130,,C. Joseph misses 2-pt shot at rim
0:19.0,Defensive rebound by J. Lamb,,88-130,,
0:15.0,J. Lamb makes 3-pt shot from 26 ft,3,91-130,,
