time,Cleveland,pts.away,score,pts.home,Indiana
11:22.0,,,28-22,,Offensive rebound by Team
11:10.0,,,28-22,,D. Rudez misses 3-pt shot from 25 ft
11:08.0,Defensive rebound by Team,,28-22,,
10:53.0,I. Shumpert misses 3-pt shot from 25 ft,,28-22,,
10:51.0,Offensive rebound by T. Thompson,,28-22,,
10:30.0,T. Thompson misses 2-pt shot from 3 ft,,28-22,,
10:29.0,,,28-22,,Defensive rebound by L. Scola
10:24.0,,,28-24,2,R. Stuckey makes 2-pt shot from 2 ft
10:04.0,M. Dellavedova misses 3-pt shot from 25 ft,,28-24,,
10:03.0,,,28-24,,Defensive rebound by I. Mahinmi
9:57.0,,,28-24,,C. Watson misses 3-pt shot from 24 ft
9:55.0,Defensive rebound by M. Miller,,28-24,,
9:45.0,K. Perkins misses 2-pt shot from 4 ft (block by I. Mahinmi),,28-24,,
9:43.0,,,28-24,,Defensive rebound by C. Watson
9:41.0,,,28-24,,Turnover by D. Rudez (step out of bounds)
9:41.0,K. Love enters the game for T. Thompson,,28-24,,
9:41.0,J. Smith enters the game for I. Shumpert,,28-24,,
9:19.0,K. Love makes 2-pt shot from 4 ft (assist by J. Smith),2,30-24,,
9:04.0,,,30-24,,L. Scola misses 2-pt shot from 16 ft
9:03.0,Defensive rebound by M. Dellavedova,,30-24,,
8:59.0,Turnover by M. Dellavedova (bad pass),,30-24,,
8:59.0,Official timeout,,30-24,,
8:59.0,T. Mozgov enters the game for K. Perkins,,30-24,,
8:46.0,,,30-27,3,D. Rudez makes 3-pt shot from 23 ft (assist by R. Stuckey)
8:29.0,T. Mozgov misses 2-pt shot from 22 ft,,30-27,,
8:28.0,,,30-27,,Defensive rebound by C. Watson
8:15.0,,,30-27,,Turnover by L. Scola (offensive foul)
8:15.0,K. Love makes flagrant free throw 1 of 2,1,31-27,,
8:15.0,K. Love makes flagrant free throw 2 of 2,1,32-27,,
8:02.0,T. Mozgov misses 2-pt shot from 19 ft,,32-27,,
8:01.0,,,32-27,,Defensive rebound by I. Mahinmi
7:46.0,,,32-29,2,R. Stuckey makes 2-pt shot from 17 ft
7:24.0,T. Mozgov misses 2-pt shot from 2 ft,,32-29,,
7:23.0,Offensive rebound by T. Mozgov,,32-29,,
7:23.0,T. Mozgov misses 2-pt shot from 2 ft,,32-29,,
7:22.0,,,32-29,,Defensive rebound by I. Mahinmi
7:16.0,,,32-29,,R. Stuckey misses 2-pt shot from 16 ft
7:15.0,Defensive rebound by T. Mozgov,,32-29,,
7:04.0,M. Dellavedova misses 2-pt shot from 5 ft,,32-29,,
7:03.0,Offensive rebound by Team,,32-29,,
7:03.0,,,32-29,,R. Hibbert enters the game for I. Mahinmi
7:03.0,,,32-29,,G. Hill enters the game for C. Watson
7:03.0,J. Jones enters the game for M. Miller,,32-29,,
6:54.0,Shooting foul by R. Hibbert (drawn by J. Smith),,32-29,,
6:54.0,J. Smith makes free throw 1 of 2,1,33-29,,
6:54.0,,,33-29,,C. Miles enters the game for D. Rudez
6:54.0,J. Smith makes free throw 2 of 2,1,34-29,,
6:33.0,,,34-31,2,R. Hibbert makes 2-pt shot from 6 ft (assist by G. Hill)
6:19.0,K. Love misses 2-pt shot from 4 ft,,34-31,,
6:17.0,,,34-31,,Defensive rebound by R. Hibbert
6:11.0,,,34-33,2,G. Hill makes 2-pt shot from 2 ft
6:05.0,Cleveland full timeout,,34-33,,
5:51.0,M. Dellavedova misses 2-pt shot from 6 ft (block by C. Miles),,34-33,,
5:49.0,Offensive rebound by M. Dellavedova,,34-33,,
5:48.0,T. Mozgov makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,36-33,,
5:34.0,,,36-33,,Shooting foul by K. Love (drawn by C. Miles)
5:34.0,,,36-34,1,C. Miles makes free throw 1 of 2
5:34.0,,,36-35,1,C. Miles makes free throw 2 of 2
5:22.0,K. Love misses 2-pt shot from 17 ft,,36-35,,
5:21.0,,,36-35,,Defensive rebound by R. Stuckey
5:13.0,,,36-37,2,L. Scola makes 2-pt shot from 5 ft (assist by R. Stuckey)
4:57.0,M. Dellavedova makes 2-pt shot from 10 ft,2,38-37,,
4:45.0,,,38-37,,R. Hibbert misses 2-pt shot from 18 ft
4:44.0,Defensive rebound by K. Love,,38-37,,
4:35.0,T. Mozgov misses 2-pt shot from 4 ft,,38-37,,
4:34.0,Offensive rebound by K. Love,,38-37,,
4:34.0,K. Love makes 2-pt shot from 1 ft,2,40-37,,
4:23.0,,,40-39,2,G. Hill makes 2-pt shot from 14 ft
3:59.0,M. Dellavedova misses 2-pt shot from 14 ft,,40-39,,
3:58.0,Offensive rebound by T. Mozgov,,40-39,,
3:57.0,T. Mozgov makes 2-pt shot from 3 ft,2,42-39,,
3:43.0,,,42-39,,R. Hibbert misses 2-pt shot from 2 ft (block by T. Mozgov)
3:40.0,,,42-39,,Offensive rebound by R. Stuckey
3:27.0,,,42-39,,L. Scola misses 2-pt shot from 4 ft
3:25.0,,,42-39,,Offensive rebound by L. Scola
3:22.0,,,42-41,2,L. Scola makes 2-pt shot from 2 ft
3:03.0,Turnover by M. Dellavedova (bad pass; steal by R. Stuckey),,42-41,,
3:02.0,Personal foul by K. Love (drawn by R. Stuckey),,42-41,,
3:02.0,,,42-41,,Indiana full timeout
3:02.0,,,42-41,,D. West enters the game for L. Scola
3:02.0,T. Thompson enters the game for T. Mozgov,,42-41,,
2:46.0,,,42-41,,C. Miles misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by M. Dellavedova,,42-41,,
2:29.0,J. Smith misses 2-pt shot from 10 ft,,42-41,,
2:28.0,,,42-41,,Defensive rebound by R. Stuckey
2:27.0,Personal foul by M. Dellavedova (drawn by R. Stuckey),,42-41,,
2:18.0,,,42-41,,Shooting foul by J. Jones (drawn by C. Miles)
2:18.0,,,42-41,,C. Miles misses free throw 1 of 2
2:18.0,,,42-41,,Offensive rebound by Team
2:18.0,,,42-42,1,C. Miles makes free throw 2 of 2
1:59.0,M. Dellavedova misses 2-pt shot from 11 ft,,42-42,,
1:58.0,,,42-42,,Defensive rebound by R. Stuckey
1:49.0,,,42-44,2,R. Stuckey makes 2-pt shot from 11 ft
1:35.0,J. Smith misses 2-pt shot from 11 ft,,42-44,,
1:34.0,,,42-44,,Defensive rebound by G. Hill
1:27.0,,,42-44,,G. Hill misses 2-pt shot from 4 ft
1:27.0,,,42-44,,Offensive rebound by R. Hibbert
1:27.0,Personal foul by T. Thompson (drawn by R. Hibbert),,42-44,,
1:27.0,,,42-45,1,R. Hibbert makes free throw 1 of 2
1:27.0,K. Perkins enters the game for K. Love,,42-45,,
1:27.0,I. Shumpert enters the game for J. Smith,,42-45,,
1:27.0,,,42-46,1,R. Hibbert makes free throw 2 of 2
1:11.0,M. Dellavedova misses 2-pt shot from 8 ft,,42-46,,
1:10.0,,,42-46,,Defensive rebound by D. West
0:50.0,,,42-48,2,G. Hill makes 2-pt shot from 2 ft (assist by D. West)
0:28.0,J. Jones makes 3-pt shot from 25 ft (assist by I. Shumpert),3,45-48,,
0:25.0,,,45-48,,Indiana full timeout
0:25.0,,,45-48,,I. Mahinmi enters the game for R. Hibbert
0:05.0,,,45-51,3,R. Stuckey makes 3-pt shot from 25 ft (assist by G. Hill)
0:04.0,Turnover by K. Perkins (bad pass; steal by C. Miles),,45-51,,
0:00.0,,,45-51,,G. Hill misses 3-pt shot from 26 ft
0:00.0,,,45-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Personal block foul by J. Smith (drawn by S. Hill),,45-51,,
11:37.0,,,45-53,2,D. West makes 2-pt shot from 18 ft (assist by G. Hill)
11:19.0,J. Smith misses 2-pt shot from 8 ft (block by S. Hill),,45-53,,
11:18.0,Offensive rebound by J. Smith,,45-53,,
11:10.0,J. Smith makes 2-pt shot from 15 ft,2,47-53,,
10:46.0,,,47-53,,D. West misses 2-pt shot from 20 ft
10:43.0,,,47-53,,Offensive rebound by Team
10:36.0,,,47-55,2,C. Miles makes 2-pt shot from 13 ft
10:12.0,Turnover by T. Mozgov (3 sec),,47-55,,
10:03.0,Personal foul by J. Smith (drawn by D. West),,47-55,,
9:52.0,,,47-55,,G. Hill misses 2-pt shot from 16 ft
9:51.0,Defensive rebound by I. Shumpert,,47-55,,
9:45.0,I. Shumpert misses 2-pt shot from 19 ft,,47-55,,
9:44.0,,,47-55,,Defensive rebound by G. Hill
9:36.0,Personal foul by J. Smith (drawn by G. Hill),,47-55,,
9:36.0,J. Jones enters the game for J. Smith,,47-55,,
9:26.0,,,47-55,,R. Hibbert misses 2-pt shot from 18 ft
9:24.0,Defensive rebound by K. Love,,47-55,,
9:15.0,K. Love misses 2-pt shot from 17 ft,,47-55,,
9:11.0,Offensive rebound by T. Mozgov,,47-55,,
9:09.0,K. Love makes 2-pt shot from 2 ft (assist by T. Mozgov),2,49-55,,
8:54.0,,,49-57,2,D. West makes 2-pt shot from 19 ft (assist by G. Hill)
8:34.0,Shooting foul by D. West (drawn by K. Love),,49-57,,
8:34.0,K. Love makes free throw 1 of 2,1,50-57,,
8:34.0,K. Love makes free throw 2 of 2,1,51-57,,
8:24.0,,,51-57,,Turnover by G. Hill (bad pass; steal by T. Mozgov)
8:08.0,K. Love misses 3-pt shot from 25 ft,,51-57,,
8:08.0,,,51-57,,Defensive rebound by D. West
7:56.0,,,51-57,,R. Hibbert misses 2-pt shot from 3 ft (block by K. Love)
7:55.0,Defensive rebound by M. Dellavedova,,51-57,,
7:48.0,M. Dellavedova misses 3-pt shot from 25 ft,,51-57,,
7:47.0,,,51-57,,Defensive rebound by G. Hill
7:42.0,,,51-57,,Turnover by G. Hill (offensive foul)
7:42.0,,,51-57,,Offensive charge foul by G. Hill
7:18.0,I. Shumpert makes 2-pt shot from 17 ft (assist by J. Jones),2,53-57,,
7:00.0,Inbound foul by M. Dellavedova,,53-57,,
7:00.0,,,53-57,,Indiana full timeout
7:00.0,,,53-58,1,G. Hill makes free throw 1 of 2
7:00.0,,,53-59,1,G. Hill makes free throw 2 of 2
6:44.0,I. Shumpert makes 2-pt shot from 1 ft,2,55-59,,
6:21.0,,,55-59,,Shooting foul by T. Mozgov (drawn by R. Hibbert)
6:21.0,,,55-60,1,R. Hibbert makes free throw 1 of 2
6:21.0,,,55-61,1,R. Hibbert makes free throw 2 of 2
6:04.0,M. Dellavedova misses 2-pt shot from 10 ft,,55-61,,
6:01.0,,,55-61,,Defensive rebound by G. Hill
5:57.0,,,55-61,,I. Mahinmi enters the game for R. Hibbert
5:57.0,T. Thompson enters the game for T. Mozgov,,55-61,,
5:55.0,,,55-63,2,C. Miles makes 2-pt shot from 14 ft (assist by S. Hill)
5:27.0,I. Shumpert makes 2-pt shot from 12 ft (assist by K. Love),2,57-63,,
5:11.0,,,57-65,2,I. Mahinmi makes 2-pt shot from 3 ft (assist by D. West)
5:11.0,,,57-65,,Shooting foul by K. Love (drawn by I. Mahinmi)
5:11.0,,,57-65,,I. Mahinmi misses free throw 1 of 1
5:11.0,Defensive rebound by I. Shumpert,,57-65,,
5:02.0,,,57-65,,Personal block foul by C. Miles (drawn by T. Thompson)
4:52.0,I. Shumpert misses 2-pt shot from 15 ft,,57-65,,
4:51.0,,,57-65,,Defensive rebound by G. Hill
4:41.0,,,57-67,2,I. Mahinmi makes 2-pt shot from 4 ft (assist by D. West)
4:14.0,J. Jones misses 2-pt shot from 17 ft,,57-67,,
4:13.0,,,57-67,,Defensive rebound by G. Hill
4:07.0,,,57-70,3,C. Miles makes 3-pt shot from 26 ft (assist by G. Hill)
4:05.0,Cleveland full timeout,,57-70,,
4:05.0,K. Perkins enters the game for K. Love,,57-70,,
3:55.0,I. Shumpert makes 2-pt shot from 2 ft,2,59-70,,
3:43.0,Shooting block foul by K. Perkins (drawn by S. Hill),,59-70,,
3:43.0,,,59-71,1,S. Hill makes free throw 1 of 2
3:43.0,,,59-72,1,S. Hill makes free throw 2 of 2
3:34.0,M. Dellavedova misses 3-pt shot from 23 ft,,59-72,,
3:33.0,,,59-72,,Defensive rebound by D. West
3:16.0,,,59-72,,Turnover by D. West (3 sec)
3:05.0,Turnover by M. Dellavedova (bad pass),,59-72,,
2:50.0,,,59-72,,I. Mahinmi misses 2-pt shot from 17 ft
2:49.0,Defensive rebound by K. Perkins,,59-72,,
2:33.0,I. Shumpert misses 2-pt shot from 5 ft (block by I. Mahinmi),,59-72,,
2:32.0,,,59-72,,Defensive rebound by I. Mahinmi
2:28.0,Personal foul by J. Jones (drawn by S. Hill),,59-72,,
2:28.0,,,59-73,1,S. Hill makes free throw 1 of 2
2:28.0,,,59-73,,R. Stuckey enters the game for G. Hill
2:28.0,,,59-73,,C. Watson enters the game for C. Miles
2:28.0,M. Miller enters the game for M. Dellavedova,,59-73,,
2:28.0,,,59-74,1,S. Hill makes free throw 2 of 2
2:12.0,Turnover by I. Shumpert (bad pass; steal by I. Mahinmi),,59-74,,
2:01.0,,,59-74,,D. West misses 2-pt shot from 16 ft
2:00.0,,,59-74,,Offensive rebound by I. Mahinmi
1:45.0,,,59-74,,R. Stuckey misses 2-pt shot from 20 ft
1:43.0,Defensive rebound by I. Shumpert,,59-74,,
1:31.0,M. Miller misses 3-pt shot from 26 ft,,59-74,,
1:29.0,,,59-74,,Defensive rebound by I. Mahinmi
1:21.0,Personal foul by M. Miller (drawn by I. Mahinmi),,59-74,,
1:21.0,,,59-74,,I. Mahinmi misses free throw 1 of 2
1:21.0,,,59-74,,Offensive rebound by Team
1:21.0,,,59-74,,L. Scola enters the game for S. Hill
1:21.0,,,59-74,,D. Rudez enters the game for D. West
1:21.0,,,59-74,,I. Mahinmi misses free throw 2 of 2
1:21.0,Defensive rebound by K. Perkins,,59-74,,
1:05.0,I. Shumpert makes 2-pt shot from 18 ft (assist by T. Thompson),2,61-74,,
0:58.0,Personal foul by K. Perkins (drawn by I. Mahinmi),,61-74,,
0:58.0,,,61-74,,I. Mahinmi misses free throw 1 of 2
0:58.0,,,61-74,,Offensive rebound by Team
0:58.0,,,61-74,,I. Mahinmi misses free throw 2 of 2
0:58.0,Defensive rebound by K. Perkins,,61-74,,
0:42.0,I. Shumpert misses 3-pt shot from 26 ft,,61-74,,
0:41.0,Offensive rebound by Team,,61-74,,
0:41.0,,,61-74,,Loose ball foul by L. Scola (drawn by T. Thompson)
0:41.0,,,61-74,,R. Hibbert enters the game for I. Mahinmi
0:36.0,,,61-74,,Personal foul by C. Watson (drawn by J. Jones)
0:36.0,J. Jones misses free throw 1 of 2,,61-74,,
0:36.0,Offensive rebound by Team,,61-74,,
0:36.0,J. Jones misses free throw 2 of 2,,61-74,,
0:34.0,,,61-74,,Defensive rebound by L. Scola
0:20.0,,,61-74,,Turnover by R. Hibbert (traveling)
0:04.0,I. Shumpert misses 2-pt shot from 3 ft,,61-74,,
0:03.0,,,61-74,,Defensive rebound by L. Scola
0:00.0,,,61-74,,L. Scola misses 3-pt shot from 63 ft (block by T. Thompson)
0:00.0,,,61-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,M. Miller misses 2-pt shot from 12 ft,,61-74,,
11:46.0,,,61-74,,Defensive rebound by I. Mahinmi
11:27.0,,,61-74,,I. Mahinmi misses 2-pt shot from 18 ft
11:26.0,Defensive rebound by K. Perkins,,61-74,,
11:17.0,I. Shumpert makes 2-pt shot from 16 ft,2,63-74,,
11:03.0,,,63-74,,Shooting foul by K. Perkins (drawn by I. Mahinmi)
11:03.0,,,63-74,,I. Mahinmi misses free throw 1 of 2
11:03.0,,,63-74,,Offensive rebound by Team
11:03.0,K. Love enters the game for K. Perkins,,63-74,,
11:03.0,,,63-74,,I. Mahinmi misses free throw 2 of 2
11:01.0,Defensive rebound by I. Shumpert,,63-74,,
10:43.0,K. Love makes 2-pt shot from 6 ft (assist by M. Miller),2,65-74,,
10:20.0,,,65-74,,R. Stuckey misses 3-pt shot from 25 ft
10:19.0,Defensive rebound by Team,,65-74,,
10:19.0,,,65-74,,D. West enters the game for I. Mahinmi
10:07.0,K. Love misses 2-pt shot from 18 ft,,65-74,,
10:06.0,,,65-74,,Defensive rebound by D. West
9:52.0,,,65-76,2,L. Scola makes 2-pt shot from 5 ft
9:35.0,J. Jones makes 3-pt shot from 23 ft (assist by I. Shumpert),3,68-76,,
9:17.0,,,68-76,,L. Scola misses 2-pt shot from 17 ft
9:16.0,Defensive rebound by M. Miller,,68-76,,
9:08.0,I. Shumpert misses 2-pt shot from 1 ft,,68-76,,
9:06.0,Offensive rebound by I. Shumpert,,68-76,,
8:52.0,J. Jones misses 3-pt shot from 23 ft,,68-76,,
8:51.0,Offensive rebound by I. Shumpert,,68-76,,
8:37.0,Turnover by M. Miller (bad pass),,68-76,,
8:37.0,Official timeout,,68-76,,
8:37.0,,,68-76,,G. Hill enters the game for D. Rudez
8:37.0,J. Smith enters the game for M. Miller,,68-76,,
8:14.0,,,68-76,,D. West misses 2-pt shot from 5 ft (block by I. Shumpert)
8:13.0,Defensive rebound by T. Thompson,,68-76,,
7:50.0,J. Smith misses 2-pt shot from 18 ft,,68-76,,
7:49.0,,,68-76,,Defensive rebound by L. Scola
7:41.0,,,68-76,,G. Hill misses 2-pt shot from 1 ft
7:40.0,Defensive rebound by K. Love,,68-76,,
7:20.0,K. Love makes 2-pt shot from 3 ft,2,70-76,,
6:59.0,,,70-76,,R. Stuckey misses 2-pt shot from 3 ft
6:58.0,Defensive rebound by K. Love,,70-76,,
6:52.0,Turnover by I. Shumpert (bad pass; steal by G. Hill),,70-76,,
6:48.0,,,70-78,2,R. Stuckey makes 2-pt shot from 1 ft (assist by G. Hill)
6:27.0,J. Smith misses 2-pt shot from 2 ft,,70-78,,
6:27.0,Offensive rebound by Team,,70-78,,
6:27.0,,,70-78,,Loose ball foul by R. Stuckey (drawn by T. Thompson)
6:27.0,M. Dellavedova enters the game for I. Shumpert,,70-78,,
6:20.0,K. Love misses 2-pt shot from 16 ft,,70-78,,
6:19.0,,,70-78,,Defensive rebound by G. Hill
6:13.0,,,70-78,,Shooting foul by T. Thompson (drawn by G. Hill)
6:13.0,,,70-79,1,G. Hill makes free throw 1 of 2
6:13.0,,,70-79,,C. Miles enters the game for C. Watson
6:13.0,,,70-80,1,G. Hill makes free throw 2 of 2
5:55.0,K. Love misses 3-pt shot from 24 ft,,70-80,,
5:54.0,,,70-80,,Defensive rebound by G. Hill
5:47.0,,,70-83,3,C. Miles makes 3-pt shot from 25 ft (assist by G. Hill)
5:46.0,Cleveland full timeout,,70-83,,
5:46.0,I. Shumpert enters the game for J. Jones,,70-83,,
5:35.0,J. Smith misses 3-pt shot from 26 ft,,70-83,,
5:32.0,Offensive rebound by I. Shumpert,,70-83,,
5:27.0,Turnover by M. Dellavedova (bad pass; steal by L. Scola),,70-83,,
5:13.0,,,70-83,,D. West misses 2-pt shot from 19 ft
5:12.0,Defensive rebound by T. Thompson,,70-83,,
5:02.0,K. Love misses 3-pt shot from 26 ft,,70-83,,
5:01.0,,,70-83,,Defensive rebound by G. Hill
4:53.0,,,70-85,2,D. West makes 2-pt shot from 1 ft (assist by G. Hill)
4:38.0,T. Thompson makes 2-pt shot from 2 ft (assist by K. Love),2,72-85,,
4:38.0,Shooting foul by G. Hill (drawn by T. Thompson),,72-85,,
4:38.0,T. Thompson makes free throw 1 of 1,1,73-85,,
4:22.0,,,73-85,,G. Hill misses 3-pt shot from 23 ft
4:21.0,Defensive rebound by J. Smith,,73-85,,
4:14.0,J. Smith makes 2-pt shot from 6 ft,2,75-85,,
4:14.0,Shooting foul by R. Stuckey (drawn by J. Smith),,75-85,,
4:14.0,J. Smith makes free throw 1 of 1,1,76-85,,
3:52.0,,,76-85,,L. Scola misses 2-pt shot from 12 ft
3:50.0,Defensive rebound by M. Dellavedova,,76-85,,
3:49.0,,,76-85,,Personal foul by G. Hill (drawn by M. Dellavedova)
3:39.0,I. Shumpert misses 3-pt shot from 26 ft,,76-85,,
