time,Orlando,pts.away,score,pts.home,Milwaukee
4:21.0,V. Oladipo misses 3-pt shot from 23 ft,,10-22,,
4:20.0,,,10-22,,Defensive rebound by E. Ilyasova
4:07.0,,,10-22,,O. Mayo misses 2-pt shot from 18 ft
4:06.0,Defensive rebound by V. Oladipo,,10-22,,
4:06.0,,,10-22,,Personal foul by O. Mayo (drawn by V. Oladipo)
3:47.0,W. Green makes 2-pt shot from 3 ft (assist by N. Vucevic),2,12-22,,
3:30.0,,,12-22,,K. Middleton misses 2-pt shot from 18 ft
3:29.0,Defensive rebound by A. Gordon,,12-22,,
3:15.0,V. Oladipo misses 2-pt shot from 1 ft,,12-22,,
3:14.0,Offensive rebound by N. Vucevic,,12-22,,
3:14.0,N. Vucevic makes 2-pt shot at rim,2,14-22,,
3:14.0,Shooting foul by O. Mayo (drawn by N. Vucevic),,14-22,,
3:14.0,,,14-22,,J. Dudley enters the game for E. Ilyasova
3:14.0,N. Vucevic misses free throw 1 of 1,,14-22,,
3:14.0,,,14-22,,Defensive rebound by K. Middleton
2:52.0,,,14-25,3,J. Dudley makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
2:37.0,A. Gordon misses 3-pt shot from 25 ft,,14-25,,
2:36.0,,,14-25,,Defensive rebound by K. Middleton
2:22.0,,,14-25,,M. Carter-Williams misses 2-pt shot from 2 ft
2:21.0,,,14-25,,Offensive rebound by J. Henson
2:21.0,,,14-25,,J. Henson misses 2-pt shot from 1 ft
2:20.0,,,14-25,,Offensive rebound by J. Henson
2:20.0,,,14-25,,J. Henson misses 2-pt shot from 1 ft
2:19.0,Defensive rebound by E. Payton,,14-25,,
2:13.0,V. Oladipo makes 2-pt shot at rim (assist by E. Payton),2,16-25,,
1:56.0,,,16-25,,M. Carter-Williams misses 2-pt shot from 2 ft (block by A. Gordon)
1:54.0,Defensive rebound by V. Oladipo,,16-25,,
1:52.0,V. Oladipo makes 2-pt shot at rim,2,18-25,,
1:52.0,Shooting foul by K. Middleton (drawn by V. Oladipo),,18-25,,
1:52.0,,,18-25,,Milwaukee full timeout
1:52.0,D. Dedmon enters the game for E. Payton,,18-25,,
1:52.0,T. Harris enters the game for N. Vucevic,,18-25,,
1:52.0,,,18-25,,J. Bayless enters the game for O. Mayo
1:52.0,V. Oladipo makes free throw 1 of 1,1,19-25,,
1:37.0,,,19-25,,M. Carter-Williams misses 2-pt shot from 1 ft
1:36.0,,,19-25,,Offensive rebound by M. Carter-Williams
1:36.0,,,19-25,,M. Carter-Williams misses 2-pt shot from 1 ft
1:35.0,,,19-25,,Offensive rebound by M. Carter-Williams
1:29.0,,,19-27,2,J. Henson makes 2-pt shot at rim (assist by K. Middleton)
1:25.0,,,19-27,,Personal foul by M. Carter-Williams (drawn by W. Green)
1:25.0,W. Green makes free throw 1 of 2,1,20-27,,
1:25.0,W. Green makes free throw 2 of 2,1,21-27,,
1:06.0,,,21-27,,M. Carter-Williams misses 2-pt shot from 1 ft
1:03.0,,,21-27,,Offensive rebound by J. Henson
1:02.0,,,21-29,2,J. Henson makes 2-pt shot at rim
0:52.0,Turnover by V. Oladipo (bad pass; steal by K. Middleton),,21-29,,
0:50.0,Clear path foul by D. Dedmon,,21-29,,
0:50.0,,,21-30,1,K. Middleton makes clear path free throw 1 of 2
0:50.0,,,21-31,1,K. Middleton makes clear path free throw 2 of 2
0:40.0,,,21-31,,K. Middleton misses 2-pt shot from 16 ft
0:39.0,Defensive rebound by T. Harris,,21-31,,
0:27.0,V. Oladipo misses 3-pt shot from 25 ft,,21-31,,
0:27.0,Offensive rebound by Team,,21-31,,
0:27.0,,,21-31,,Loose ball foul by J. Henson (drawn by D. Dedmon)
0:27.0,D. Dedmon misses free throw 1 of 2,,21-31,,
0:27.0,Offensive rebound by Team,,21-31,,
0:27.0,,,21-31,,G. Antetokounmpo enters the game for K. Middleton
0:27.0,D. Dedmon makes free throw 2 of 2,1,22-31,,
0:07.0,,,22-31,,G. Antetokounmpo misses 2-pt shot from 21 ft
0:05.0,Defensive rebound by A. Gordon,,22-31,,
0:02.0,T. Harris misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,22-31,,
0:00.0,,,22-31,,Defensive rebound by J. Henson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,22-31,,G. Antetokounmpo misses 2-pt shot at rim (block by T. Harris)
11:47.0,Defensive rebound by A. Nicholson,,22-31,,
11:33.0,A. Nicholson makes 2-pt shot from 6 ft,2,24-31,,
11:16.0,,,24-33,2,J. Henson makes 2-pt shot at rim (assist by O. Mayo)
11:16.0,,,24-33,,Violation by Team (delay of game)
10:49.0,W. Green makes 3-pt shot from 23 ft (assist by A. Nicholson),3,27-33,,
10:24.0,,,27-33,,G. Antetokounmpo misses 2-pt shot from 18 ft
10:23.0,Defensive rebound by E. Payton,,27-33,,
10:00.0,E. Payton misses 2-pt shot from 15 ft (block by J. Henson),,27-33,,
9:59.0,,,27-33,,Defensive rebound by J. Bayless
9:57.0,Personal foul by W. Green (drawn by J. Bayless),,27-33,,
9:44.0,,,27-36,3,O. Mayo makes 3-pt shot from 23 ft (assist by J. Henson)
9:30.0,T. Harris makes 2-pt shot from 8 ft (assist by E. Payton),2,29-36,,
9:22.0,,,29-36,,O. Mayo misses 3-pt shot from 24 ft
9:20.0,Defensive rebound by T. Harris,,29-36,,
9:04.0,T. Harris misses 2-pt shot from 3 ft (block by J. Dudley),,29-36,,
9:02.0,Offensive rebound by T. Harris,,29-36,,
9:00.0,E. Payton misses 2-pt shot at rim,,29-36,,
8:58.0,,,29-36,,Defensive rebound by J. Bayless
8:54.0,,,29-36,,Turnover by G. Antetokounmpo (bad pass; steal by W. Green)
8:48.0,E. Payton misses 2-pt shot from 14 ft,,29-36,,
8:46.0,,,29-36,,Defensive rebound by G. Antetokounmpo
8:31.0,,,29-38,2,J. Dudley makes 2-pt shot from 11 ft (assist by J. Henson)
8:15.0,T. Harris makes 3-pt shot from 27 ft (assist by E. Payton),3,32-38,,
7:47.0,,,32-38,,G. Antetokounmpo misses 2-pt shot from 6 ft
7:45.0,Defensive rebound by A. Gordon,,32-38,,
7:25.0,W. Green misses 2-pt shot from 2 ft (block by O. Mayo),,32-38,,
7:25.0,Offensive rebound by Team,,32-38,,
7:25.0,Official timeout,,32-38,,
7:22.0,A. Nicholson makes 2-pt shot from 17 ft (assist by E. Payton),2,34-38,,
7:04.0,,,34-38,,J. Bayless misses 2-pt shot from 16 ft
7:03.0,,,34-38,,Offensive rebound by J. Henson
6:53.0,,,34-38,,G. Antetokounmpo misses 2-pt shot at rim (block by T. Harris)
6:53.0,,,34-38,,Offensive rebound by Team
6:50.0,,,34-38,,Offensive foul by G. Antetokounmpo
6:50.0,,,34-38,,Turnover by G. Antetokounmpo (offensive foul)
6:26.0,T. Harris misses 2-pt shot from 12 ft,,34-38,,
6:24.0,Offensive rebound by A. Gordon,,34-38,,
6:24.0,A. Gordon makes 2-pt shot at rim,2,36-38,,
6:06.0,,,36-38,,Turnover by J. Bayless (bad pass; steal by E. Payton)
6:02.0,Turnover by E. Payton (bad pass; steal by J. Dudley),,36-38,,
5:55.0,,,36-38,,J. Bayless misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by A. Gordon,,36-38,,
5:51.0,W. Green makes 2-pt shot from 1 ft,2,38-38,,
5:51.0,Shooting foul by O. Mayo (drawn by W. Green),,38-38,,
5:51.0,,,38-38,,Milwaukee full timeout
5:51.0,,,38-38,,E. Ilyasova enters the game for O. Mayo
5:51.0,,,38-38,,M. Carter-Williams enters the game for J. Dudley
5:51.0,,,38-38,,K. Middleton enters the game for J. Bayless
5:51.0,W. Green makes free throw 1 of 1,1,39-38,,
5:40.0,Personal foul by E. Payton (drawn by G. Antetokounmpo),,39-38,,
5:25.0,,,39-38,,E. Ilyasova misses 2-pt shot at rim (block by A. Gordon)
5:23.0,,,39-38,,Offensive rebound by J. Henson
5:18.0,,,39-40,2,E. Ilyasova makes 2-pt shot at rim (assist by J. Henson)
5:03.0,W. Green misses 2-pt shot from 18 ft,,39-40,,
5:02.0,,,39-40,,Defensive rebound by M. Carter-Williams
4:47.0,,,39-42,2,J. Henson makes 2-pt shot at rim (assist by E. Ilyasova)
4:40.0,Orlando full timeout,,39-42,,
4:40.0,N. Vucevic enters the game for A. Gordon,,39-42,,
4:40.0,V. Oladipo enters the game for W. Green,,39-42,,
4:31.0,N. Vucevic misses 2-pt shot from 16 ft,,39-42,,
4:30.0,Offensive rebound by E. Payton,,39-42,,
4:17.0,E. Payton makes 2-pt shot from 15 ft,2,41-42,,
4:03.0,,,41-42,,K. Middleton misses 2-pt shot from 8 ft
4:03.0,,,41-42,,Offensive rebound by Team
4:03.0,Loose ball foul by E. Payton (drawn by J. Henson),,41-42,,
4:03.0,,,41-42,,Z. Pachulia enters the game for J. Henson
3:54.0,,,41-44,2,K. Middleton makes 2-pt shot from 8 ft (assist by Z. Pachulia)
3:45.0,T. Harris makes 3-pt shot from 22 ft (assist by E. Payton),3,44-44,,
3:40.0,,,44-44,,G. Antetokounmpo misses 2-pt shot at rim (block by T. Harris)
3:40.0,,,44-44,,Offensive rebound by Team
3:37.0,,,44-44,,M. Carter-Williams misses 2-pt shot from 3 ft (block by E. Payton)
3:35.0,Defensive rebound by T. Harris,,44-44,,
3:34.0,T. Harris makes 2-pt shot from 1 ft,2,46-44,,
3:34.0,Shooting foul by E. Ilyasova (drawn by T. Harris),,46-44,,
3:34.0,T. Harris makes free throw 1 of 1,1,47-44,,
3:17.0,,,47-46,2,E. Ilyasova makes 2-pt shot from 22 ft (assist by M. Carter-Williams)
2:54.0,E. Payton misses 3-pt shot from 25 ft,,47-46,,
2:53.0,,,47-46,,Defensive rebound by M. Carter-Williams
2:28.0,,,47-48,2,G. Antetokounmpo makes 2-pt shot from 17 ft (assist by M. Carter-Williams)
2:03.0,A. Nicholson misses 3-pt shot from 25 ft,,47-48,,
2:02.0,,,47-48,,Defensive rebound by G. Antetokounmpo
1:47.0,,,47-50,2,G. Antetokounmpo makes 2-pt shot from 4 ft (assist by Z. Pachulia)
1:47.0,,,47-50,,Shooting foul by A. Nicholson (drawn by G. Antetokounmpo)
1:47.0,D. Dedmon enters the game for A. Nicholson,,47-50,,
1:47.0,,,47-51,1,G. Antetokounmpo makes free throw 1 of 1
1:33.0,E. Payton makes 2-pt shot from 5 ft,2,49-51,,
1:21.0,,,49-51,,Turnover by M. Carter-Williams (lost ball; steal by E. Payton)
1:16.0,E. Payton misses 2-pt shot from 1 ft,,49-51,,
1:15.0,,,49-51,,Defensive rebound by E. Ilyasova
1:10.0,,,49-51,,Offensive charge foul by E. Ilyasova
1:10.0,,,49-51,,Turnover by E. Ilyasova (offensive foul)
1:02.0,Offensive charge foul by E. Payton,,49-51,,
1:02.0,Turnover by E. Payton (offensive foul),,49-51,,
1:02.0,W. Green enters the game for E. Payton,,49-51,,
0:53.0,,,49-51,,Turnover by Z. Pachulia (bad pass; steal by V. Oladipo)
0:51.0,,,49-51,,Personal take foul by Z. Pachulia (drawn by V. Oladipo)
0:33.0,W. Green misses 2-pt shot from 7 ft,,49-51,,
0:32.0,Offensive rebound by D. Dedmon,,49-51,,
0:32.0,D. Dedmon makes 2-pt shot at rim,2,51-51,,
0:11.0,,,51-53,2,K. Middleton makes 2-pt shot from 15 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,Technical foul by E. Payton,,51-53,,
12:00.0,,,51-54,1,K. Middleton makes technical free throw
11:48.0,,,51-56,2,M. Carter-Williams makes 2-pt shot from 13 ft
11:25.0,N. Vucevic misses 2-pt shot from 15 ft,,51-56,,
11:24.0,Offensive rebound by D. Dedmon,,51-56,,
11:17.0,Turnover by V. Oladipo (lost ball; steal by K. Middleton),,51-56,,
11:11.0,,,51-56,,Turnover by M. Carter-Williams (bad pass; steal by E. Payton)
10:59.0,E. Payton makes 2-pt shot at rim,2,53-56,,
10:59.0,Shooting foul by K. Middleton (drawn by E. Payton),,53-56,,
10:59.0,E. Payton makes free throw 1 of 1,1,54-56,,
10:43.0,Personal foul by V. Oladipo (drawn by E. Ilyasova),,54-56,,
10:29.0,,,54-56,,M. Carter-Williams misses 3-pt shot from 25 ft
10:29.0,Defensive rebound by Team,,54-56,,
10:18.0,,,54-56,,Personal foul by G. Antetokounmpo (drawn by T. Harris)
10:16.0,Turnover by T. Harris (bad pass; steal by Z. Pachulia),,54-56,,
10:08.0,,,54-56,,K. Middleton misses 3-pt shot from 24 ft
10:07.0,Defensive rebound by T. Harris,,54-56,,
10:01.0,,,54-56,,Personal foul by G. Antetokounmpo (drawn by T. Harris)
10:01.0,,,54-56,,O. Mayo enters the game for G. Antetokounmpo
9:54.0,T. Harris misses 3-pt shot from 26 ft,,54-56,,
9:53.0,,,54-56,,Defensive rebound by M. Carter-Williams
9:42.0,,,54-56,,E. Ilyasova misses 2-pt shot from 2 ft (block by D. Dedmon)
9:39.0,Defensive rebound by V. Oladipo,,54-56,,
9:33.0,Orlando full timeout,,54-56,,
9:20.0,V. Oladipo misses 2-pt shot from 13 ft,,54-56,,
9:19.0,,,54-56,,Defensive rebound by Z. Pachulia
9:03.0,,,54-58,2,M. Carter-Williams makes 2-pt shot from 15 ft
8:52.0,,,54-58,,Personal foul by M. Carter-Williams (drawn by E. Payton)
8:36.0,N. Vucevic misses 2-pt shot from 18 ft,,54-58,,
8:34.0,,,54-58,,Defensive rebound by M. Carter-Williams
8:26.0,,,54-60,2,Z. Pachulia makes 2-pt shot at rim (assist by M. Carter-Williams)
7:59.0,V. Oladipo makes 2-pt shot from 17 ft,2,56-60,,
7:44.0,,,56-60,,Turnover by M. Carter-Williams (bad pass; steal by V. Oladipo)
7:38.0,V. Oladipo misses 2-pt shot at rim,,56-60,,
7:38.0,Offensive rebound by Team,,56-60,,
7:28.0,D. Dedmon makes 2-pt shot at rim (assist by V. Oladipo),2,58-60,,
7:05.0,,,58-62,2,E. Ilyasova makes 2-pt shot at rim
6:47.0,T. Harris misses 3-pt shot from 23 ft,,58-62,,
6:46.0,,,58-62,,Defensive rebound by M. Carter-Williams
6:42.0,,,58-62,,E. Ilyasova misses 2-pt shot at rim (block by V. Oladipo)
6:39.0,Defensive rebound by T. Harris,,58-62,,
6:34.0,N. Vucevic makes 2-pt shot at rim (assist by E. Payton),2,60-62,,
6:11.0,,,60-62,,K. Middleton misses 2-pt shot from 17 ft
6:10.0,,,60-62,,Offensive rebound by Z. Pachulia
6:10.0,,,60-64,2,Z. Pachulia makes 2-pt shot at rim
5:44.0,N. Vucevic misses 2-pt shot from 5 ft,,60-64,,
5:43.0,Offensive rebound by D. Dedmon,,60-64,,
5:27.0,E. Payton misses 2-pt shot from 16 ft,,60-64,,
5:25.0,,,60-64,,Defensive rebound by O. Mayo
5:15.0,,,60-64,,Turnover by O. Mayo (lost ball; steal by T. Harris)
5:14.0,Turnover by T. Harris (lost ball),,60-64,,
5:10.0,,,60-66,2,O. Mayo makes 2-pt shot at rim (assist by Z. Pachulia)
4:53.0,T. Harris makes 3-pt shot from 22 ft (assist by N. Vucevic),3,63-66,,
4:41.0,Shooting block foul by N. Vucevic (drawn by E. Ilyasova),,63-66,,
4:41.0,,,63-66,,E. Ilyasova misses free throw 1 of 2
4:41.0,,,63-66,,Offensive rebound by Team
4:41.0,,,63-67,1,E. Ilyasova makes free throw 2 of 2
4:24.0,Turnover by N. Vucevic (bad pass),,63-67,,
4:24.0,A. Gordon enters the game for T. Harris,,63-67,,
4:24.0,,,63-67,,J. Henson enters the game for Z. Pachulia
4:04.0,,,63-69,2,K. Middleton makes 2-pt shot from 14 ft (assist by E. Ilyasova)
3:50.0,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Payton),2,65-69,,
3:33.0,,,65-71,2,K. Middleton makes 2-pt shot from 15 ft (assist by M. Carter-Williams)
3:15.0,W. Green enters the game for D. Dedmon,,65-71,,
3:07.0,N. Vucevic misses 2-pt shot from 19 ft,,65-71,,
3:06.0,,,65-71,,Defensive rebound by K. Middleton
2:52.0,,,65-71,,K. Middleton misses 2-pt shot from 13 ft
2:51.0,Defensive rebound by N. Vucevic,,65-71,,
2:30.0,Turnover by N. Vucevic (bad pass; steal by M. Carter-Williams),,65-71,,
2:30.0,,,65-71,,Turnover by M. Carter-Williams (bad pass)
2:30.0,,,65-71,,Milwaukee full timeout
2:30.0,,,65-71,,J. Dudley enters the game for E. Ilyasova
2:08.0,V. Oladipo misses 2-pt shot from 2 ft,,65-71,,
2:06.0,,,65-71,,Defensive rebound by J. Dudley
1:48.0,,,65-71,,Turnover by J. Henson (traveling)
1:27.0,W. Green misses 3-pt shot from 26 ft,,65-71,,
1:25.0,Offensive rebound by N. Vucevic,,65-71,,
1:24.0,N. Vucevic makes 2-pt shot at rim,2,67-71,,
1:10.0,,,67-71,,M. Carter-Williams misses 2-pt shot from 15 ft
1:09.0,,,67-71,,Offensive rebound by M. Carter-Williams
1:02.0,,,67-71,,J. Henson misses 2-pt shot at rim
1:02.0,Defensive rebound by Team,,67-71,,
1:02.0,T. Harris enters the game for V. Oladipo,,67-71,,
0:47.0,T. Harris makes 3-pt shot from 24 ft (assist by W. Green),3,70-71,,
0:31.0,,,70-71,,O. Mayo misses 3-pt shot from 23 ft
0:30.0,Defensive rebound by A. Gordon,,70-71,,
0:24.0,W. Green misses 2-pt shot from 3 ft (block by J. Henson),,70-71,,
0:22.0,,,70-71,,Defensive rebound by O. Mayo
0:19.0,,,70-73,2,O. Mayo makes 2-pt shot from 1 ft
0:19.0,,,70-73,,Shooting foul by N. Vucevic (drawn by O. Mayo)
0:19.0,,,70-73,,J. Bayless enters the game for M. Carter-Williams
0:19.0,V. Oladipo enters the game for A. Gordon,,70-73,,
0:19.0,,,70-73,,O. Mayo misses free throw 1 of 1
0:19.0,Defensive rebound by N. Vucevic,,70-73,,
0:02.0,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton),2,72-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,V. Oladipo misses 2-pt shot at rim,,72-73,,
11:47.0,,,72-73,,Defensive rebound by J. Bayless
11:36.0,,,72-73,,Turnover by O. Mayo (bad pass)
11:13.0,A. Nicholson misses 2-pt shot from 5 ft,,72-73,,
11:11.0,,,72-73,,Defensive rebound by J. Dudley
11:01.0,,,72-75,2,J. Dudley makes 2-pt shot from 19 ft (assist by J. Bayless)
10:36.0,T. Harris misses 3-pt shot from 25 ft,,72-75,,
10:34.0,Offensive rebound by A. Gordon,,72-75,,
10:32.0,A. Gordon makes 2-pt shot at rim,2,74-75,,
10:18.0,,,74-75,,J. Bayless misses 3-pt shot from 24 ft
10:16.0,Defensive rebound by A. Nicholson,,74-75,,
10:05.0,V. Oladipo misses 2-pt shot from 16 ft,,74-75,,
10:04.0,,,74-75,,Defensive rebound by J. Henson
9:51.0,,,74-77,2,J. Bayless makes 2-pt shot from 17 ft
9:21.0,V. Oladipo misses 2-pt shot from 4 ft,,74-77,,
9:19.0,Offensive rebound by A. Gordon,,74-77,,
9:19.0,A. Gordon makes 2-pt shot from 1 ft,2,76-77,,
8:56.0,,,76-77,,J. Bayless misses 3-pt shot from 24 ft
8:55.0,Defensive rebound by A. Gordon,,76-77,,
8:46.0,T. Harris makes 2-pt shot at rim,2,78-77,,
8:46.0,,,78-77,,Milwaukee full timeout
8:36.0,Violation by A. Nicholson (kicked ball),,78-77,,
8:32.0,Violation by T. Harris (kicked ball),,78-77,,
8:23.0,,,78-77,,J. Dudley misses 3-pt shot from 23 ft
8:22.0,Defensive rebound by V. Oladipo,,78-77,,
8:00.0,A. Nicholson misses 2-pt shot from 6 ft,,78-77,,
8:00.0,,,78-77,,Defensive rebound by Team
7:47.0,,,78-77,,Turnover by J. Dudley (back court)
7:35.0,V. Oladipo misses 2-pt shot from 16 ft,,78-77,,
7:34.0,,,78-77,,Defensive rebound by G. Antetokounmpo
7:17.0,,,78-79,2,J. Bayless makes 2-pt shot from 13 ft (assist by J. Henson)
6:59.0,,,78-79,,Personal foul by J. Dudley (drawn by A. Gordon)
6:59.0,Orlando full timeout,,78-79,,
6:59.0,N. Vucevic enters the game for A. Nicholson,,78-79,,
6:59.0,E. Payton enters the game for V. Oladipo,,78-79,,
6:50.0,N. Vucevic makes 2-pt shot from 10 ft,2,80-79,,
6:31.0,,,80-81,2,J. Bayless makes 2-pt shot from 17 ft
6:13.0,A. Gordon makes 2-pt shot from 18 ft,2,82-81,,
5:58.0,,,82-81,,G. Antetokounmpo misses 2-pt shot from 17 ft
5:57.0,,,82-81,,Offensive rebound by J. Bayless
5:50.0,,,82-81,,J. Henson misses 2-pt shot at rim
5:48.0,Defensive rebound by A. Gordon,,82-81,,
5:37.0,W. Green misses 2-pt shot from 1 ft (block by J. Henson),,82-81,,
5:34.0,Offensive rebound by A. Gordon,,82-81,,
5:29.0,W. Green misses 3-pt shot from 24 ft,,82-81,,
5:28.0,,,82-81,,Defensive rebound by J. Henson
5:19.0,,,82-81,,O. Mayo misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by Team,,82-81,,
4:59.0,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Payton),2,84-81,,
4:32.0,,,84-83,2,J. Henson makes 2-pt shot from 3 ft (assist by J. Bayless)
4:32.0,,,84-83,,Shooting foul by N. Vucevic (drawn by J. Henson)
4:32.0,,,84-83,,M. Carter-Williams enters the game for O. Mayo
4:32.0,,,84-83,,K. Middleton enters the game for J. Bayless
4:32.0,Technical foul by Team,,84-83,,
4:32.0,,,84-83,,K. Middleton misses technical free throw
4:32.0,,,84-83,,Offensive rebound by Team
4:32.0,,,84-83,,J. Henson misses free throw 1 of 1
4:31.0,Defensive rebound by T. Harris,,84-83,,
4:23.0,Turnover by W. Green (dbl dribble),,84-83,,
4:23.0,,,84-83,,Z. Pachulia enters the game for J. Henson
4:01.0,,,84-85,2,M. Carter-Williams makes 2-pt shot from 6 ft
3:48.0,,,84-85,,Violation by J. Dudley (kicked ball)
3:48.0,V. Oladipo enters the game for W. Green,,84-85,,
3:40.0,Turnover by E. Payton (lost ball; steal by M. Carter-Williams),,84-85,,
3:38.0,,,84-87,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Carter-Williams)
3:38.0,,,84-87,,Shooting foul by N. Vucevic (drawn by G. Antetokounmpo)
3:38.0,,,84-88,1,G. Antetokounmpo makes free throw 1 of 1
3:26.0,A. Gordon makes 2-pt shot at rim (assist by T. Harris),2,86-88,,
3:05.0,,,86-88,,G. Antetokounmpo misses 2-pt shot from 3 ft
3:04.0,Defensive rebound by N. Vucevic,,86-88,,
2:45.0,,,86-88,,Personal foul by G. Antetokounmpo (drawn by A. Gordon)
2:45.0,Official timeout,,86-88,,
2:45.0,,,86-88,,E. Ilyasova enters the game for J. Dudley
2:36.0,V. Oladipo makes 2-pt shot from 13 ft (assist by N. Vucevic),2,88-88,,
2:14.0,,,88-88,,Z. Pachulia misses 2-pt shot from 6 ft
2:13.0,Defensive rebound by T. Harris,,88-88,,
