time,San Antonio,pts.away,score,pts.home,LA Clippers
3:10.0,,,13-21,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
2:57.0,Turnover by K. Leonard (bad pass),,13-21,,
2:54.0,Personal foul by K. Leonard (drawn by C. Paul),,13-21,,
2:54.0,A. Baynes enters the game for T. Duncan,,13-21,,
2:49.0,,,13-21,,B. Griffin misses 2-pt shot from 2 ft
2:48.0,,,13-21,,Offensive rebound by B. Griffin
2:48.0,,,13-21,,Shooting foul by B. Diaw (drawn by B. Griffin)
2:48.0,,,13-22,1,B. Griffin makes free throw 1 of 2
2:48.0,M. Belinelli enters the game for K. Leonard,,13-22,,
2:48.0,,,13-22,,G. Davis enters the game for D. Jordan
2:48.0,,,13-23,1,B. Griffin makes free throw 2 of 2
2:34.0,,,13-23,,Personal foul by A. Rivers (drawn by M. Ginobili)
2:25.0,Turnover by B. Diaw (step out of bounds),,13-23,,
2:10.0,,,13-25,2,G. Davis makes 2-pt shot from 2 ft (assist by C. Paul)
1:51.0,M. Belinelli misses 2-pt shot from 23 ft,,13-25,,
1:50.0,,,13-25,,Defensive rebound by G. Davis
1:40.0,,,13-27,2,C. Paul makes 2-pt shot from 17 ft
1:30.0,Shooting foul by G. Davis (drawn by M. Belinelli),,13-27,,
1:30.0,M. Belinelli makes free throw 1 of 2,1,14-27,,
1:30.0,,,14-27,,J. Redick enters the game for C. Paul
1:30.0,M. Belinelli makes free throw 2 of 2,1,15-27,,
1:16.0,,,15-27,,Turnover by G. Davis (3 sec)
1:02.0,P. Mills makes 3-pt shot from 28 ft (assist by M. Ginobili),3,18-27,,
0:47.0,,,18-27,,G. Davis misses 2-pt shot from 1 ft (block by M. Ginobili)
0:45.0,Defensive rebound by M. Ginobili,,18-27,,
0:38.0,B. Diaw makes 2-pt shot from 2 ft,2,20-27,,
0:30.0,,,20-27,,J. Crawford misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by B. Diaw,,20-27,,
0:09.0,M. Ginobili makes 2-pt shot from 3 ft,2,22-27,,
0:02.0,,,22-27,,J. Crawford misses 3-pt shot from 26 ft
0:00.0,,,22-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,P. Mills makes 3-pt shot from 27 ft (assist by M. Ginobili),3,25-27,,
11:18.0,,,25-27,,J. Crawford misses 3-pt shot from 27 ft
11:17.0,Defensive rebound by P. Mills,,25-27,,
11:03.0,M. Ginobili makes 3-pt shot from 25 ft (assist by M. Belinelli),3,28-27,,
10:51.0,,,28-29,2,G. Davis makes 2-pt shot from 3 ft (assist by A. Rivers)
10:51.0,Shooting block foul by A. Baynes (drawn by G. Davis),,28-29,,
10:51.0,,,28-30,1,G. Davis makes free throw 1 of 1
10:38.0,B. Diaw misses 2-pt shot from 3 ft,,28-30,,
10:38.0,,,28-30,,Defensive rebound by Team
10:38.0,Loose ball foul by B. Diaw (drawn by G. Davis),,28-30,,
10:26.0,,,28-30,,J. Crawford misses 2-pt shot from 3 ft
10:25.0,,,28-30,,Offensive rebound by D. Jordan
10:24.0,,,28-30,,D. Jordan misses 2-pt shot from 7 ft
10:20.0,Defensive rebound by A. Baynes,,28-30,,
9:59.0,M. Ginobili misses 2-pt shot from 4 ft,,28-30,,
9:56.0,Offensive rebound by M. Ginobili,,28-30,,
9:50.0,Turnover by M. Ginobili (bad pass; steal by J. Redick),,28-30,,
9:41.0,,,28-30,,A. Rivers misses 3-pt shot from 25 ft
9:40.0,Defensive rebound by P. Mills,,28-30,,
9:35.0,P. Mills makes 3-pt shot from 27 ft,3,31-30,,
9:35.0,Shooting foul by A. Rivers (drawn by P. Mills),,31-30,,
9:35.0,K. Leonard enters the game for M. Ginobili,,31-30,,
9:35.0,P. Mills makes free throw 1 of 1,1,32-30,,
9:19.0,,,32-30,,A. Rivers misses 2-pt shot from 8 ft
9:18.0,,,32-30,,Offensive rebound by D. Jordan
9:18.0,,,32-32,2,D. Jordan makes 2-pt shot at rim
9:04.0,B. Diaw misses 2-pt shot from 5 ft,,32-32,,
9:01.0,Offensive rebound by A. Baynes,,32-32,,
9:01.0,A. Baynes misses 2-pt shot from 3 ft,,32-32,,
8:58.0,,,32-32,,Defensive rebound by A. Rivers
8:48.0,,,32-32,,A. Rivers misses 2-pt shot from 8 ft
8:47.0,Defensive rebound by B. Diaw,,32-32,,
8:43.0,P. Mills misses 2-pt shot from 2 ft (block by D. Jordan),,32-32,,
8:41.0,,,32-32,,Defensive rebound by G. Davis
8:36.0,,,32-34,2,J. Crawford makes 2-pt shot from 2 ft
8:35.0,San Antonio full timeout,,32-34,,
8:35.0,,,32-34,,M. Barnes enters the game for J. Crawford
8:35.0,,,32-34,,B. Griffin enters the game for G. Davis
8:35.0,,,32-34,,C. Paul enters the game for A. Rivers
8:35.0,T. Duncan enters the game for B. Diaw,,32-34,,
8:35.0,M. Bonner enters the game for A. Baynes,,32-34,,
8:14.0,K. Leonard misses 2-pt shot from 4 ft,,32-34,,
8:13.0,,,32-34,,Defensive rebound by C. Paul
8:08.0,,,32-36,2,M. Barnes makes 2-pt shot from 1 ft (assist by C. Paul)
7:56.0,Turnover by P. Mills (lost ball; steal by B. Griffin),,32-36,,
7:45.0,,,32-36,,M. Barnes misses 3-pt shot from 26 ft
7:44.0,Defensive rebound by P. Mills,,32-36,,
7:34.0,Turnover by K. Leonard (traveling),,32-36,,
7:34.0,T. Parker enters the game for P. Mills,,32-36,,
7:34.0,T. Splitter enters the game for M. Bonner,,32-36,,
7:18.0,,,32-36,,Turnover by D. Jordan (3 sec)
7:06.0,K. Leonard makes 2-pt shot from 3 ft (assist by T. Duncan),2,34-36,,
6:51.0,,,34-38,2,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul)
6:37.0,Turnover by M. Belinelli (bad pass; steal by B. Griffin),,34-38,,
6:32.0,,,34-40,2,J. Redick makes 2-pt shot from 2 ft (assist by B. Griffin)
6:20.0,Offensive foul by T. Splitter,,34-40,,
6:20.0,Turnover by T. Splitter (offensive foul),,34-40,,
6:20.0,D. Green enters the game for M. Belinelli,,34-40,,
6:14.0,,,34-40,,Shooting foul by T. Splitter (drawn by B. Griffin)
6:14.0,,,34-41,1,B. Griffin makes free throw 1 of 2
6:14.0,,,34-42,1,B. Griffin makes free throw 2 of 2
6:05.0,T. Parker makes 2-pt shot from 10 ft,2,36-42,,
6:05.0,Shooting foul by C. Paul (drawn by T. Parker),,36-42,,
6:05.0,T. Parker makes free throw 1 of 1,1,37-42,,
5:45.0,,,37-42,,J. Redick misses 2-pt shot from 18 ft
5:45.0,,,37-42,,Offensive rebound by D. Jordan
5:45.0,,,37-42,,Turnover by M. Barnes (offensive goaltending)
5:45.0,Official timeout,,37-42,,
5:45.0,B. Diaw enters the game for T. Splitter,,37-42,,
5:31.0,D. Green makes 2-pt shot from 19 ft (assist by K. Leonard),2,39-42,,
5:06.0,,,39-42,,B. Griffin misses 2-pt shot from 22 ft
5:05.0,,,39-42,,Offensive rebound by Team
5:05.0,,,39-42,,Turnover by Team (shot clock)
4:53.0,K. Leonard makes 2-pt shot from 17 ft,2,41-42,,
4:39.0,Personal foul by B. Diaw (drawn by C. Paul),,41-42,,
4:39.0,M. Bonner enters the game for B. Diaw,,41-42,,
4:39.0,Personal take foul by M. Bonner (drawn by D. Jordan),,41-42,,
4:39.0,,,41-42,,D. Jordan misses free throw 1 of 2
4:39.0,,,41-42,,Offensive rebound by Team
4:39.0,,,41-42,,D. Jordan misses free throw 2 of 2
4:38.0,Defensive rebound by K. Leonard,,41-42,,
4:29.0,M. Bonner misses 3-pt shot from 26 ft,,41-42,,
4:28.0,Offensive rebound by T. Duncan,,41-42,,
4:26.0,T. Duncan makes 2-pt shot from 3 ft,2,43-42,,
4:22.0,Personal take foul by M. Bonner (drawn by D. Jordan),,43-42,,
4:22.0,,,43-43,1,D. Jordan makes free throw 1 of 2
4:22.0,,,43-43,,D. Jordan misses free throw 2 of 2
4:20.0,Defensive rebound by M. Bonner,,43-43,,
4:02.0,M. Bonner makes 3-pt shot from 25 ft (assist by K. Leonard),3,46-43,,
3:59.0,Personal take foul by M. Bonner (drawn by D. Jordan),,46-43,,
3:59.0,,,46-43,,D. Jordan misses free throw 1 of 2
3:59.0,,,46-43,,Offensive rebound by Team
3:59.0,,,46-44,1,D. Jordan makes free throw 2 of 2
3:57.0,,,46-44,,Personal take foul by J. Redick (drawn by T. Parker)
3:57.0,,,46-44,,J. Crawford enters the game for D. Jordan
3:57.0,M. Ginobili enters the game for M. Bonner,,46-44,,
3:38.0,D. Green makes 2-pt shot from 20 ft (assist by T. Parker),2,48-44,,
3:23.0,,,48-44,,J. Crawford misses 2-pt shot from 16 ft
3:22.0,,,48-44,,Offensive rebound by B. Griffin
3:21.0,,,48-46,2,B. Griffin makes 2-pt shot from 1 ft
3:01.0,M. Ginobili misses 3-pt shot from 23 ft,,48-46,,
3:00.0,,,48-46,,Defensive rebound by M. Barnes
2:50.0,,,48-48,2,C. Paul makes 2-pt shot from 8 ft
2:38.0,T. Duncan makes 2-pt shot at rim (assist by M. Ginobili),2,50-48,,
2:38.0,,,50-48,,LA Clippers full timeout
2:27.0,,,50-50,2,B. Griffin makes 2-pt shot from 18 ft (assist by J. Crawford)
2:11.0,Turnover by M. Ginobili (bad pass; steal by B. Griffin),,50-50,,
2:04.0,,,50-50,,Shooting foul by T. Duncan (drawn by B. Griffin)
2:04.0,,,50-51,1,B. Griffin makes free throw 1 of 2
2:04.0,,,50-52,1,B. Griffin makes free throw 2 of 2
1:45.0,K. Leonard misses 2-pt shot from 13 ft,,50-52,,
1:43.0,,,50-52,,Defensive rebound by J. Redick
1:33.0,,,50-52,,B. Griffin misses 2-pt shot from 18 ft
1:32.0,Defensive rebound by M. Ginobili,,50-52,,
1:15.0,M. Ginobili makes 3-pt shot from 26 ft (assist by T. Duncan),3,53-52,,
0:51.0,,,53-52,,Shooting foul by K. Leonard (drawn by C. Paul)
0:51.0,,,53-53,1,C. Paul makes free throw 1 of 2
0:51.0,,,53-54,1,C. Paul makes free throw 2 of 2
0:31.0,T. Parker misses 2-pt shot from 3 ft,,53-54,,
0:28.0,Offensive rebound by D. Green,,53-54,,
0:26.0,,,53-54,,Personal foul by C. Paul (drawn by D. Green)
0:07.0,K. Leonard misses 3-pt shot from 26 ft (block by M. Barnes),,53-54,,
0:04.0,,,53-54,,Defensive rebound by B. Griffin
0:01.0,,,53-54,,C. Paul misses 3-pt shot from 26 ft
0:00.0,,,53-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,T. Parker misses 3-pt shot from 27 ft,,53-54,,
11:35.0,,,53-54,,Defensive rebound by M. Barnes
11:33.0,,,53-56,2,J. Redick makes 2-pt shot from 2 ft (assist by M. Barnes)
11:33.0,,,53-56,,Shooting foul by T. Parker (drawn by J. Redick)
11:33.0,,,53-56,,J. Redick misses free throw 1 of 1
11:31.0,Defensive rebound by K. Leonard,,53-56,,
11:18.0,Shooting foul by D. Jordan (drawn by T. Splitter),,53-56,,
11:18.0,T. Splitter misses free throw 1 of 2,,53-56,,
11:18.0,Offensive rebound by Team,,53-56,,
11:18.0,T. Splitter misses free throw 2 of 2,,53-56,,
11:17.0,,,53-56,,Defensive rebound by D. Jordan
11:02.0,,,53-58,2,C. Paul makes 2-pt shot from 3 ft
10:47.0,T. Splitter makes 2-pt shot from 2 ft (assist by T. Duncan),2,55-58,,
10:33.0,,,55-58,,Turnover by Team (back court)
10:25.0,Shooting foul by M. Barnes (drawn by K. Leonard),,55-58,,
10:25.0,K. Leonard makes free throw 1 of 2,1,56-58,,
10:25.0,K. Leonard misses free throw 2 of 2,,56-58,,
10:24.0,,,56-58,,Defensive rebound by D. Jordan
10:10.0,,,56-60,2,J. Redick makes 2-pt shot at rim (assist by B. Griffin)
9:58.0,,,56-60,,Violation by M. Barnes (kicked ball)
9:48.0,T. Parker misses 2-pt shot from 12 ft,,56-60,,
9:47.0,Offensive rebound by T. Parker,,56-60,,
9:44.0,T. Parker misses 2-pt shot from 2 ft,,56-60,,
9:42.0,,,56-60,,Defensive rebound by D. Jordan
9:29.0,,,56-60,,B. Griffin misses 2-pt shot from 13 ft
9:27.0,,,56-60,,Offensive rebound by D. Jordan
9:27.0,,,56-62,2,D. Jordan makes 2-pt shot from 2 ft
9:27.0,San Antonio full timeout,,56-62,,
9:27.0,A. Baynes enters the game for T. Splitter,,56-62,,
9:11.0,K. Leonard misses 2-pt shot from 10 ft,,56-62,,
9:10.0,,,56-62,,Defensive rebound by D. Jordan
9:01.0,,,56-62,,C. Paul misses 2-pt shot from 17 ft
9:00.0,Defensive rebound by T. Parker,,56-62,,
8:49.0,T. Parker makes 2-pt shot from 6 ft,2,58-62,,
8:41.0,,,58-62,,J. Redick misses 2-pt shot from 21 ft
8:40.0,Defensive rebound by T. Duncan,,58-62,,
8:27.0,Shooting foul by B. Griffin (drawn by T. Duncan),,58-62,,
8:27.0,T. Duncan makes free throw 1 of 2,1,59-62,,
8:27.0,T. Duncan makes free throw 2 of 2,1,60-62,,
8:05.0,,,60-62,,B. Griffin misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by T. Parker,,60-62,,
7:58.0,T. Duncan misses 2-pt shot from 2 ft,,60-62,,
7:55.0,Offensive rebound by T. Parker,,60-62,,
7:45.0,T. Duncan misses 2-pt shot from 3 ft,,60-62,,
7:44.0,,,60-62,,Defensive rebound by M. Barnes
7:36.0,,,60-62,,Turnover by B. Griffin (lost ball; steal by T. Duncan)
7:14.0,K. Leonard misses 3-pt shot from 25 ft,,60-62,,
7:13.0,,,60-62,,Defensive rebound by M. Barnes
7:01.0,,,60-62,,C. Paul misses 2-pt shot from 7 ft
7:01.0,Defensive rebound by K. Leonard,,60-62,,
7:01.0,,,60-62,,Personal foul by C. Paul (drawn by K. Leonard)
7:01.0,,,60-62,,LA Clippers full timeout
6:48.0,K. Leonard misses 3-pt shot from 24 ft,,60-62,,
6:48.0,,,60-62,,Defensive rebound by Team
6:48.0,Loose ball foul by A. Baynes (drawn by B. Griffin),,60-62,,
6:27.0,,,60-62,,B. Griffin misses 2-pt shot from 18 ft
6:26.0,Defensive rebound by T. Parker,,60-62,,
6:10.0,,,60-62,,Personal foul by J. Redick (drawn by T. Parker)
6:10.0,T. Parker makes free throw 1 of 2,1,61-62,,
6:10.0,B. Diaw enters the game for A. Baynes,,61-62,,
6:10.0,T. Parker misses free throw 2 of 2,,61-62,,
6:09.0,Offensive rebound by D. Green,,61-62,,
5:58.0,Turnover by T. Parker (bad pass; steal by J. Redick),,61-62,,
5:53.0,,,61-62,,Turnover by M. Barnes (bad pass)
5:36.0,T. Parker makes 2-pt shot from 13 ft (assist by D. Green),2,63-62,,
5:29.0,Personal foul by B. Diaw (drawn by D. Jordan),,63-62,,
5:29.0,A. Baynes enters the game for B. Diaw,,63-62,,
5:23.0,,,63-62,,B. Griffin misses 2-pt shot from 16 ft
5:23.0,,,63-62,,Offensive rebound by Team
5:23.0,Loose ball foul by A. Baynes (drawn by D. Jordan),,63-62,,
5:23.0,,,63-62,,J. Crawford enters the game for M. Barnes
5:22.0,Personal take foul by A. Baynes (drawn by D. Jordan),,63-62,,
5:22.0,,,63-63,1,D. Jordan makes free throw 1 of 2
5:22.0,M. Ginobili enters the game for D. Green,,63-63,,
5:22.0,M. Bonner enters the game for A. Baynes,,63-63,,
5:22.0,,,63-64,1,D. Jordan makes free throw 2 of 2
5:07.0,K. Leonard misses 2-pt shot from 15 ft (block by D. Jordan),,63-64,,
5:05.0,,,63-64,,Defensive rebound by D. Jordan
5:01.0,,,63-64,,Turnover by B. Griffin (traveling)
4:39.0,M. Ginobili misses 2-pt shot from 2 ft,,63-64,,
4:38.0,,,63-64,,Defensive rebound by B. Griffin
4:38.0,Personal take foul by M. Bonner (drawn by D. Jordan),,63-64,,
4:38.0,,,63-65,1,D. Jordan makes free throw 1 of 2
4:38.0,,,63-65,,D. Jordan misses free throw 2 of 2
4:36.0,Defensive rebound by K. Leonard,,63-65,,
4:24.0,,,63-65,,Personal foul by J. Redick (drawn by M. Ginobili)
4:24.0,M. Ginobili makes free throw 1 of 2,1,64-65,,
4:24.0,P. Mills enters the game for T. Parker,,64-65,,
4:24.0,M. Ginobili makes free throw 2 of 2,1,65-65,,
4:23.0,Personal take foul by P. Mills (drawn by D. Jordan),,65-65,,
4:23.0,,,65-65,,D. Jordan misses free throw 1 of 2
4:23.0,,,65-65,,Offensive rebound by Team
4:23.0,,,65-66,1,D. Jordan makes free throw 2 of 2
4:03.0,T. Duncan makes 2-pt shot from 3 ft,2,67-66,,
3:59.0,Personal take foul by P. Mills (drawn by D. Jordan),,67-66,,
3:59.0,,,67-67,1,D. Jordan makes free throw 1 of 2
3:59.0,,,67-67,,A. Rivers enters the game for J. Redick
3:59.0,,,67-67,,D. Jordan misses free throw 2 of 2
3:57.0,Defensive rebound by K. Leonard,,67-67,,
3:41.0,P. Mills makes 3-pt shot from 25 ft (assist by T. Duncan),3,70-67,,
3:36.0,Personal take foul by P. Mills (drawn by D. Jordan),,70-67,,
3:36.0,,,70-67,,D. Jordan misses free throw 1 of 2
3:36.0,,,70-67,,Offensive rebound by Team
3:36.0,,,70-67,,D. Jordan misses free throw 2 of 2
3:35.0,Defensive rebound by M. Bonner,,70-67,,
3:26.0,,,70-67,,Personal foul by A. Rivers (drawn by M. Ginobili)
3:26.0,M. Ginobili makes free throw 1 of 2,1,71-67,,
3:26.0,,,71-67,,G. Davis enters the game for D. Jordan
3:26.0,D. Green enters the game for M. Bonner,,71-67,,
3:26.0,M. Ginobili makes free throw 2 of 2,1,72-67,,
3:13.0,,,72-67,,Shooting foul by D. Green (drawn by B. Griffin)
3:13.0,,,72-68,1,B. Griffin makes free throw 1 of 2
3:13.0,,,72-69,1,B. Griffin makes free throw 2 of 2
2:56.0,K. Leonard misses 2-pt shot from 8 ft (block by B. Griffin),,72-69,,
2:53.0,,,72-69,,Defensive rebound by C. Paul
2:47.0,,,72-69,,J. Crawford misses 2-pt shot from 19 ft
2:46.0,Defensive rebound by P. Mills,,72-69,,
2:40.0,T. Duncan makes 2-pt shot at rim (assist by M. Ginobili),2,74-69,,
2:27.0,,,74-69,,Shooting foul by K. Leonard (drawn by B. Griffin)
2:27.0,,,74-70,1,B. Griffin makes free throw 1 of 2
2:27.0,,,74-70,,B. Griffin misses free throw 2 of 2
2:27.0,Defensive rebound by Team,,74-70,,
2:27.0,,,74-70,,Loose ball foul by G. Davis (drawn by T. Duncan)
2:27.0,T. Duncan makes free throw 1 of 2,1,75-70,,
2:27.0,T. Duncan makes free throw 2 of 2,1,76-70,,
2:11.0,,,76-70,,C. Paul misses 2-pt shot from 12 ft
2:10.0,,,76-70,,Offensive rebound by C. Paul
2:09.0,,,76-70,,Shooting foul by T. Duncan (drawn by C. Paul)
2:09.0,,,76-71,1,C. Paul makes free throw 1 of 2
2:09.0,,,76-72,1,C. Paul makes free throw 2 of 2
1:57.0,Turnover by M. Ginobili (bad pass; steal by A. Rivers),,76-72,,
1:54.0,,,76-74,2,B. Griffin makes 2-pt shot at rim
1:35.0,Turnover by M. Ginobili (bad pass; steal by G. Davis),,76-74,,
1:25.0,,,76-76,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
1:16.0,Shooting foul by B. Griffin (drawn by K. Leonard),,76-76,,
1:16.0,K. Leonard makes free throw 1 of 2,1,77-76,,
1:16.0,,,77-76,,M. Barnes enters the game for B. Griffin
1:16.0,,,77-76,,J. Redick enters the game for C. Paul
1:16.0,A. Baynes enters the game for T. Duncan,,77-76,,
1:16.0,K. Leonard misses free throw 2 of 2,,77-76,,
1:12.0,,,77-76,,Defensive rebound by G. Davis
1:00.0,,,77-78,2,G. Davis makes 2-pt shot from 3 ft (assist by J. Redick)
0:51.0,K. Leonard misses 2-pt shot from 4 ft,,77-78,,
0:50.0,,,77-78,,Defensive rebound by G. Davis
0:43.0,,,77-80,2,J. Crawford makes 2-pt shot from 11 ft
0:36.0,Shooting foul by G. Davis (drawn by M. Ginobili),,77-80,,
0:36.0,M. Ginobili makes free throw 1 of 2,1,78-80,,
0:36.0,M. Belinelli enters the game for K. Leonard,,78-80,,
0:36.0,M. Ginobili makes free throw 2 of 2,1,79-80,,
0:27.0,,,79-80,,J. Crawford misses 2-pt shot from 21 ft
0:26.0,Defensive rebound by Team,,79-80,,
0:07.0,M. Belinelli makes 3-pt shot from 26 ft (assist by M. Ginobili),3,82-80,,
0:01.0,,,82-82,2,A. Rivers makes 2-pt shot from 19 ft (assist by J. Crawford)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,82-82,,Shooting foul by A. Baynes (drawn by A. Rivers)
11:48.0,,,82-82,,A. Rivers misses free throw 1 of 2
11:48.0,,,82-82,,Offensive rebound by Team
11:48.0,,,82-82,,A. Rivers misses free throw 2 of 2
11:47.0,,,82-82,,Offensive rebound by Team
11:45.0,,,82-82,,Offensive foul by J. Redick
11:45.0,,,82-82,,Turnover by J. Redick (offensive foul)
11:30.0,D. Green makes 3-pt shot from 27 ft (assist by M. Ginobili),3,85-82,,
11:15.0,,,85-84,2,J. Crawford makes 2-pt shot from 16 ft
11:03.0,Turnover by A. Baynes (offensive foul),,85-84,,
11:03.0,Offensive foul by A. Baynes,,85-84,,
11:03.0,T. Parker enters the game for P. Mills,,85-84,,
11:03.0,,,85-84,,C. Paul enters the game for A. Rivers
11:03.0,,,85-84,,D. Jordan enters the game for G. Davis
11:03.0,B. Diaw enters the game for A. Baynes,,85-84,,
10:43.0,,,85-86,2,C. Paul makes 2-pt shot from 14 ft
10:25.0,,,85-86,,Personal foul by J. Redick (drawn by M. Ginobili)
10:16.0,M. Ginobili misses 2-pt shot from 5 ft,,85-86,,
10:14.0,,,85-86,,Defensive rebound by D. Jordan
10:09.0,,,85-88,2,C. Paul makes 2-pt shot from 3 ft
10:09.0,San Antonio full timeout,,85-88,,
10:09.0,,,85-88,,B. Griffin enters the game for J. Redick
10:09.0,T. Duncan enters the game for M. Ginobili,,85-88,,
9:55.0,M. Belinelli makes 3-pt shot from 26 ft (assist by T. Parker),3,88-88,,
9:28.0,,,88-88,,J. Crawford misses 3-pt shot from 28 ft
