time,Brooklyn,pts.away,score,pts.home,Chicago
7:10.0,B. Lopez misses 2-pt shot from 9 ft,,8-11,,
7:09.0,,,8-11,,Defensive rebound by D. Rose
7:03.0,,,8-11,,D. Rose misses 2-pt shot from 9 ft
7:02.0,Defensive rebound by M. Plumlee,,8-11,,
6:49.0,B. Lopez makes 2-pt shot from 9 ft (assist by J. Jack),2,10-11,,
6:30.0,,,10-11,,M. Dunleavy misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by M. Plumlee,,10-11,,
6:22.0,J. Jack misses 2-pt shot from 16 ft (block by D. Rose),,10-11,,
6:21.0,Offensive rebound by J. Jack,,10-11,,
6:10.0,Shooting foul by M. Dunleavy (drawn by S. Karasev),,10-11,,
6:10.0,S. Karasev makes free throw 1 of 2,1,11-11,,
6:10.0,S. Karasev makes free throw 2 of 2,1,12-11,,
5:49.0,,,12-13,2,P. Gasol makes 2-pt shot from 1 ft (assist by J. Butler)
5:48.0,B. Lopez misses 2-pt shot from 17 ft (block by J. Butler),,12-13,,
5:47.0,,,12-13,,Defensive rebound by J. Butler
5:28.0,,,12-13,,Turnover by J. Butler (lost ball; steal by J. Jack)
5:18.0,Turnover by M. Plumlee (offensive foul),,12-13,,
5:18.0,Offensive charge foul by M. Plumlee,,12-13,,
5:06.0,,,12-13,,P. Gasol misses 2-pt shot from 11 ft
5:06.0,Defensive rebound by J. Johnson,,12-13,,
4:57.0,J. Johnson misses 2-pt shot from 7 ft,,12-13,,
4:57.0,,,12-13,,Defensive rebound by J. Noah
4:46.0,,,12-15,2,D. Rose makes 2-pt shot from 20 ft
4:34.0,J. Jack misses 2-pt shot from 10 ft,,12-15,,
4:34.0,Offensive rebound by M. Plumlee,,12-15,,
4:33.0,M. Plumlee misses 2-pt shot from 3 ft (block by P. Gasol),,12-15,,
4:32.0,,,12-15,,Defensive rebound by M. Dunleavy
4:26.0,,,12-17,2,M. Dunleavy makes 2-pt shot from 1 ft
4:13.0,Brooklyn full timeout,,12-17,,
4:13.0,Technical foul by Team,,12-17,,
4:13.0,,,12-17,,T. Gibson enters the game for J. Noah
4:13.0,,,12-17,,A. Brooks enters the game for D. Rose
4:13.0,M. Teletovic enters the game for B. Lopez,,12-17,,
4:13.0,J. Jordan enters the game for J. Johnson,,12-17,,
4:13.0,A. Anderson enters the game for M. Plumlee,,12-17,,
4:13.0,,,12-18,1,J. Butler makes technical free throw
4:00.0,M. Teletovic misses 2-pt shot from 2 ft,,12-18,,
3:59.0,Offensive rebound by J. Jordan,,12-18,,
3:59.0,J. Jordan makes 2-pt shot at rim,2,14-18,,
3:37.0,,,14-20,2,M. Dunleavy makes 2-pt shot from 21 ft (assist by T. Gibson)
3:24.0,S. Karasev misses 2-pt shot from 11 ft,,14-20,,
3:23.0,,,14-20,,Defensive rebound by P. Gasol
3:14.0,,,14-20,,Shooting foul by M. Teletovic (drawn by P. Gasol)
3:14.0,,,14-21,1,P. Gasol makes free throw 1 of 2
3:14.0,D. Williams enters the game for S. Karasev,,14-21,,
3:14.0,,,14-22,1,P. Gasol makes free throw 2 of 2
2:51.0,J. Jack misses 2-pt shot from 2 ft,,14-22,,
2:49.0,Offensive rebound by J. Jordan,,14-22,,
2:47.0,J. Jordan makes 2-pt shot at rim,2,16-22,,
2:45.0,,,16-25,3,M. Dunleavy makes 3-pt shot from 24 ft (assist by P. Gasol)
2:35.0,A. Anderson makes 3-pt shot from 24 ft (assist by D. Williams),3,19-25,,
2:17.0,,,19-25,,T. Gibson misses 2-pt shot from 19 ft
2:16.0,Defensive rebound by J. Jack,,19-25,,
2:03.0,,,19-25,,Violation by P. Gasol (kicked ball)
2:03.0,,,19-25,,Chicago full timeout
2:03.0,,,19-25,,E. Moore enters the game for M. Dunleavy
1:52.0,J. Jack makes 2-pt shot from 10 ft,2,21-25,,
1:33.0,,,21-25,,Turnover by J. Butler (bad pass)
1:26.0,,,21-25,,Personal foul by A. Brooks (drawn by J. Jack)
1:26.0,M. Teletovic misses 2-pt shot from 9 ft,,21-25,,
1:24.0,,,21-25,,Defensive rebound by T. Gibson
1:16.0,,,21-27,2,T. Gibson makes 2-pt shot from 2 ft (assist by P. Gasol)
1:04.0,J. Jordan misses 2-pt shot from 2 ft,,21-27,,
1:02.0,Offensive rebound by D. Williams,,21-27,,
0:50.0,Shooting foul by J. Butler (drawn by D. Williams),,21-27,,
0:50.0,D. Williams makes 2-pt shot from 2 ft,2,23-27,,
0:50.0,D. Williams makes free throw 1 of 1,1,24-27,,
0:39.0,,,24-29,2,A. Brooks makes 2-pt shot from 2 ft
0:35.0,D. Williams misses 2-pt shot from 2 ft (block by E. Moore),,24-29,,
0:33.0,,,24-29,,Defensive rebound by P. Gasol
0:17.0,,,24-29,,Shooting foul by J. Jordan (drawn by A. Brooks)
0:17.0,,,24-30,1,A. Brooks makes free throw 1 of 2
0:17.0,,,24-31,1,A. Brooks makes free throw 2 of 2
0:05.0,D. Williams misses 2-pt shot from 17 ft (block by P. Gasol),,24-31,,
0:04.0,,,24-31,,Defensive rebound by E. Moore
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,24-31,,A. Brooks misses 2-pt shot from 16 ft
11:35.0,Defensive rebound by M. Teletovic,,24-31,,
11:28.0,Turnover by D. Williams (bad pass; steal by N. Mirotic),,24-31,,
11:27.0,,,24-31,,Turnover by J. Butler (step out of bounds)
11:17.0,J. Johnson makes 2-pt shot from 14 ft,2,26-31,,
10:57.0,,,26-31,,N. Mirotic misses 3-pt shot from 26 ft
10:54.0,Defensive rebound by D. Williams,,26-31,,
10:42.0,D. Williams misses 2-pt shot from 13 ft,,26-31,,
10:41.0,,,26-31,,Defensive rebound by T. Gibson
10:29.0,,,26-31,,T. Gibson misses 2-pt shot from 1 ft
10:28.0,,,26-31,,Offensive rebound by N. Mirotic
10:26.0,,,26-31,,N. Mirotic misses 2-pt shot from 1 ft
10:26.0,Defensive rebound by M. Teletovic,,26-31,,
10:19.0,,,26-31,,Personal foul by A. Brooks (drawn by D. Williams)
10:13.0,M. Teletovic makes 3-pt shot from 24 ft (assist by D. Williams),3,29-31,,
9:57.0,,,29-31,,Turnover by T. Gibson (lost ball; steal by A. Anderson)
9:51.0,A. Anderson makes 3-pt shot from 25 ft (assist by D. Williams),3,32-31,,
9:42.0,,,32-31,,Chicago full timeout
9:42.0,,,32-31,,Technical foul by A. Brooks
9:42.0,,,32-31,,Technical foul by A. Brooks
9:42.0,,,32-31,,D. Rose enters the game for A. Brooks
9:42.0,D. Williams misses technical free throw,,32-31,,
9:42.0,,,32-31,,Offensive rebound by Team
9:42.0,D. Williams makes technical free throw,1,33-31,,
9:42.0,,,33-31,,E. Moore misses 3-pt shot from 24 ft
9:41.0,Defensive rebound by J. Johnson,,33-31,,
9:18.0,,,33-31,,Personal foul by J. Butler (drawn by J. Johnson)
9:18.0,,,33-31,,M. Dunleavy enters the game for E. Moore
9:18.0,M. Teletovic misses 3-pt shot from 24 ft,,33-31,,
9:17.0,,,33-31,,Defensive rebound by T. Gibson
9:03.0,,,33-31,,J. Butler misses 2-pt shot from 2 ft
9:01.0,,,33-31,,Offensive rebound by T. Gibson
9:00.0,,,33-33,2,T. Gibson makes 2-pt shot from 1 ft
8:39.0,Turnover by A. Anderson (traveling),,33-33,,
8:23.0,Personal foul by D. Williams (drawn by J. Butler),,33-33,,
8:09.0,,,33-33,,D. Rose misses 3-pt shot from 24 ft
8:08.0,,,33-33,,Offensive rebound by J. Butler
8:07.0,Violation by J. Jordan (def goaltending),,33-33,,
8:07.0,,,33-35,2,J. Butler makes 2-pt shot from 2 ft
7:57.0,,,33-35,,Personal foul by D. Rose (drawn by D. Williams)
7:50.0,D. Williams misses 2-pt shot from 2 ft (block by T. Gibson),,33-35,,
7:49.0,Offensive rebound by Team,,33-35,,
7:45.0,D. Williams misses 2-pt shot from 2 ft,,33-35,,
7:44.0,Offensive rebound by D. Williams,,33-35,,
7:43.0,Turnover by Team (shot clock),,33-35,,
7:30.0,,,33-35,,Shooting foul by J. Jordan (drawn by T. Gibson)
7:30.0,,,33-35,,T. Gibson misses free throw 1 of 2
7:30.0,,,33-35,,Offensive rebound by Team
7:30.0,B. Lopez enters the game for J. Jordan,,33-35,,
7:30.0,S. Karasev enters the game for A. Anderson,,33-35,,
7:30.0,,,33-35,,J. Noah enters the game for N. Mirotic
7:30.0,,,33-35,,T. Gibson misses free throw 2 of 2
7:30.0,Defensive rebound by J. Johnson,,33-35,,
7:16.0,J. Johnson makes 2-pt shot from 17 ft (assist by D. Williams),2,35-35,,
7:00.0,,,35-35,,D. Rose misses 2-pt shot from 14 ft (block by D. Williams)
7:00.0,,,35-35,,Offensive rebound by Team
6:58.0,,,35-35,,Turnover by J. Noah (bad pass; steal by D. Williams)
6:52.0,J. Johnson makes 3-pt shot from 25 ft (assist by M. Teletovic),3,38-35,,
6:39.0,,,38-35,,Turnover by D. Rose (lost ball; steal by D. Williams)
6:33.0,D. Williams misses 3-pt shot from 25 ft,,38-35,,
6:31.0,,,38-35,,Defensive rebound by D. Rose
6:24.0,,,38-35,,Turnover by D. Rose (lost ball)
6:15.0,Turnover by D. Williams (lost ball; steal by J. Butler),,38-35,,
6:11.0,,,38-35,,J. Butler misses 2-pt shot from 2 ft
6:10.0,,,38-35,,Offensive rebound by T. Gibson
6:10.0,Personal foul by S. Karasev (drawn by T. Gibson),,38-35,,
6:10.0,,,38-35,,T. Snell enters the game for J. Butler
6:00.0,,,38-35,,M. Dunleavy misses 2-pt shot from 20 ft
5:59.0,Defensive rebound by D. Williams,,38-35,,
5:52.0,,,38-35,,Personal foul by T. Snell (drawn by J. Johnson)
5:52.0,Brooklyn full timeout,,38-35,,
5:52.0,,,38-35,,P. Gasol enters the game for T. Gibson
5:52.0,J. Johnson makes 2-pt shot from 8 ft,2,40-35,,
5:30.0,,,40-35,,P. Gasol misses 2-pt shot from 15 ft
5:29.0,Defensive rebound by J. Johnson,,40-35,,
5:20.0,J. Johnson misses 2-pt shot from 1 ft (block by T. Snell),,40-35,,
5:19.0,,,40-35,,Defensive rebound by P. Gasol
5:06.0,,,40-35,,D. Rose misses 2-pt shot from 21 ft
5:05.0,Defensive rebound by D. Williams,,40-35,,
4:47.0,B. Lopez makes 2-pt shot from 20 ft (assist by S. Karasev),2,42-35,,
4:31.0,,,42-35,,P. Gasol misses 2-pt shot from 17 ft
4:30.0,Defensive rebound by J. Johnson,,42-35,,
4:15.0,B. Lopez makes 2-pt shot from 2 ft (assist by J. Johnson),2,44-35,,
3:55.0,,,44-38,3,T. Snell makes 3-pt shot from 23 ft (assist by D. Rose)
3:39.0,,,44-38,,Personal foul by T. Snell (drawn by J. Johnson)
3:39.0,J. Johnson makes free throw 1 of 2,1,45-38,,
3:39.0,,,45-38,,J. Butler enters the game for T. Snell
3:39.0,J. Johnson misses free throw 2 of 2,,45-38,,
3:39.0,Offensive rebound by B. Lopez,,45-38,,
3:23.0,,,45-38,,Personal foul by J. Noah (drawn by M. Teletovic)
3:23.0,M. Teletovic makes free throw 1 of 2,1,46-38,,
3:23.0,M. Teletovic makes free throw 2 of 2,1,47-38,,
3:11.0,,,47-38,,J. Butler misses 2-pt shot from 6 ft
3:09.0,,,47-38,,Offensive rebound by Team
3:03.0,,,47-38,,J. Butler misses 2-pt shot from 20 ft
3:01.0,,,47-38,,Offensive rebound by P. Gasol
3:01.0,,,47-40,2,P. Gasol makes 2-pt shot from 1 ft
2:48.0,J. Johnson misses 2-pt shot from 20 ft,,47-40,,
2:47.0,Offensive rebound by S. Karasev,,47-40,,
2:37.0,,,47-40,,Personal foul by P. Gasol (drawn by B. Lopez)
2:37.0,Brooklyn full timeout,,47-40,,
2:37.0,J. Jack enters the game for D. Williams,,47-40,,
2:37.0,B. Lopez makes free throw 1 of 2,1,48-40,,
2:37.0,B. Lopez makes free throw 2 of 2,1,49-40,,
2:19.0,,,49-40,,D. Rose misses 2-pt shot from 2 ft (block by B. Lopez)
2:17.0,Defensive rebound by M. Teletovic,,49-40,,
2:03.0,J. Johnson makes 2-pt shot from 2 ft (assist by J. Jack),2,51-40,,
1:40.0,,,51-40,,P. Gasol misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by J. Johnson,,51-40,,
1:26.0,B. Lopez misses 2-pt shot from 16 ft,,51-40,,
1:25.0,,,51-40,,Defensive rebound by J. Noah
1:16.0,,,51-40,,D. Rose misses 2-pt shot from 2 ft
1:15.0,,,51-40,,Offensive rebound by D. Rose
1:15.0,,,51-40,,D. Rose misses 2-pt shot from 2 ft
1:15.0,,,51-40,,Offensive rebound by J. Noah
1:15.0,,,51-40,,J. Noah misses 2-pt shot at rim
1:15.0,,,51-40,,Offensive rebound by J. Noah
1:15.0,,,51-42,2,J. Noah makes 2-pt shot at rim
0:54.0,Shooting foul by J. Butler (drawn by J. Johnson),,51-42,,
0:54.0,J. Johnson makes free throw 1 of 2,1,52-42,,
0:54.0,,,52-42,,T. Snell enters the game for J. Butler
0:54.0,J. Johnson makes free throw 2 of 2,1,53-42,,
0:38.0,,,53-45,3,T. Snell makes 3-pt shot from 24 ft (assist by J. Noah)
0:24.0,B. Lopez makes 2-pt shot from 5 ft (assist by J. Jack),2,55-45,,
0:05.0,Personal take foul by J. Jack (drawn by D. Rose),,55-45,,
0:01.0,,,55-45,,P. Gasol misses 2-pt shot from 4 ft
0:00.0,,,55-45,,Offensive rebound by T. Snell
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,55-45,,D. Rose misses 3-pt shot from 24 ft
11:39.0,,,55-45,,Offensive rebound by J. Noah
11:22.0,,,55-47,2,J. Noah makes 2-pt shot from 5 ft
11:09.0,M. Teletovic misses 3-pt shot from 25 ft,,55-47,,
11:08.0,,,55-47,,Defensive rebound by M. Dunleavy
10:56.0,,,55-50,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by P. Gasol)
10:32.0,B. Lopez makes 2-pt shot from 8 ft,2,57-50,,
10:13.0,,,57-50,,J. Butler misses 2-pt shot from 17 ft
10:12.0,Defensive rebound by M. Teletovic,,57-50,,
10:03.0,J. Jack makes 2-pt shot from 19 ft,2,59-50,,
9:46.0,,,59-53,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by J. Noah)
9:30.0,S. Karasev misses 2-pt shot from 2 ft,,59-53,,
9:29.0,,,59-53,,Defensive rebound by J. Noah
9:27.0,,,59-53,,Turnover by D. Rose (bad pass; steal by S. Karasev)
9:26.0,Turnover by S. Karasev (bad pass; steal by J. Noah),,59-53,,
9:23.0,,,59-55,2,J. Noah makes 2-pt shot from 1 ft
9:21.0,Brooklyn full timeout,,59-55,,
9:21.0,A. Anderson enters the game for S. Karasev,,59-55,,
9:03.0,A. Anderson misses 3-pt shot from 24 ft,,59-55,,
9:01.0,,,59-55,,Defensive rebound by P. Gasol
8:53.0,,,59-55,,D. Rose misses 3-pt shot from 27 ft
8:52.0,Defensive rebound by J. Johnson,,59-55,,
8:36.0,J. Johnson makes 2-pt shot from 19 ft,2,61-55,,
8:23.0,,,61-55,,M. Dunleavy misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by Team,,61-55,,
8:07.0,M. Teletovic misses 3-pt shot from 24 ft,,61-55,,
8:06.0,,,61-55,,Defensive rebound by M. Dunleavy
8:03.0,,,61-57,2,J. Noah makes 2-pt shot at rim (assist by M. Dunleavy)
7:50.0,J. Jack makes 2-pt shot from 20 ft,2,63-57,,
7:35.0,,,63-57,,J. Noah misses 2-pt shot from 18 ft
7:34.0,Defensive rebound by J. Johnson,,63-57,,
7:19.0,J. Johnson misses 2-pt shot from 19 ft,,63-57,,
7:18.0,,,63-57,,Defensive rebound by P. Gasol
7:05.0,,,63-57,,M. Dunleavy misses 2-pt shot from 21 ft
7:04.0,Defensive rebound by J. Johnson,,63-57,,
6:51.0,M. Teletovic misses 2-pt shot from 2 ft,,63-57,,
6:51.0,,,63-57,,Defensive rebound by J. Noah
6:46.0,,,63-57,,Shooting foul by B. Lopez (drawn by J. Butler)
6:46.0,,,63-57,,J. Butler misses free throw 1 of 2
6:46.0,,,63-57,,Offensive rebound by Team
6:46.0,M. Plumlee enters the game for M. Teletovic,,63-57,,
6:46.0,,,63-58,1,J. Butler makes free throw 2 of 2
6:35.0,B. Lopez misses 2-pt shot from 21 ft,,63-58,,
6:34.0,,,63-58,,Defensive rebound by J. Butler
6:22.0,,,63-58,,D. Rose misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by B. Lopez,,63-58,,
6:21.0,,,63-58,,Personal foul by J. Noah (drawn by B. Lopez)
6:07.0,B. Lopez makes 2-pt shot from 8 ft (assist by J. Jack),2,65-58,,
5:52.0,,,65-60,2,J. Noah makes 2-pt shot from 2 ft (assist by P. Gasol)
5:36.0,B. Lopez makes 2-pt shot from 19 ft (assist by J. Jack),2,67-60,,
5:14.0,,,67-60,,D. Rose misses 2-pt shot from 10 ft
5:13.0,Defensive rebound by M. Plumlee,,67-60,,
5:07.0,Shooting foul by D. Rose (drawn by J. Jack),,67-60,,
5:07.0,,,67-60,,Chicago full timeout
5:07.0,J. Jack makes free throw 1 of 2,1,68-60,,
5:07.0,J. Jack makes free throw 2 of 2,1,69-60,,
4:46.0,,,69-60,,P. Gasol misses 2-pt shot from 10 ft
4:45.0,,,69-60,,Offensive rebound by J. Noah
4:45.0,,,69-60,,J. Noah misses 2-pt shot from 1 ft
4:44.0,Defensive rebound by A. Anderson,,69-60,,
4:31.0,Shooting foul by J. Noah (drawn by B. Lopez),,69-60,,
4:31.0,B. Lopez misses free throw 1 of 2,,69-60,,
4:31.0,Offensive rebound by Team,,69-60,,
4:31.0,B. Lopez makes free throw 2 of 2,1,70-60,,
4:13.0,,,70-62,2,D. Rose makes 2-pt shot from 21 ft (assist by P. Gasol)
3:50.0,Turnover by B. Lopez (3 sec),,70-62,,
3:37.0,,,70-62,,J. Butler misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by M. Plumlee,,70-62,,
3:19.0,B. Lopez makes 2-pt shot from 20 ft (assist by J. Johnson),2,72-62,,
3:03.0,,,72-62,,D. Rose misses 2-pt shot from 20 ft
3:03.0,Defensive rebound by J. Johnson,,72-62,,
2:50.0,J. Jack makes 3-pt shot from 26 ft (assist by A. Anderson),3,75-62,,
2:32.0,,,75-65,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by P. Gasol)
2:12.0,B. Lopez makes 2-pt shot from 20 ft (assist by A. Anderson),2,77-65,,
1:57.0,,,77-67,2,P. Gasol makes 2-pt shot from 18 ft (assist by D. Rose)
1:48.0,Brooklyn full timeout,,77-67,,
1:48.0,,,77-67,,T. Gibson enters the game for J. Noah
1:48.0,,,77-67,,E. Moore enters the game for D. Rose
1:33.0,A. Anderson makes 3-pt shot from 23 ft (assist by M. Plumlee),3,80-67,,
1:11.0,,,80-67,,P. Gasol misses 2-pt shot from 4 ft (block by M. Plumlee)
1:10.0,Defensive rebound by A. Anderson,,80-67,,
1:06.0,Offensive charge foul by J. Jack,,80-67,,
1:06.0,Turnover by J. Jack (offensive foul),,80-67,,
1:06.0,D. Williams enters the game for J. Jack,,80-67,,
0:56.0,,,80-67,,J. Butler misses 2-pt shot from 16 ft
0:55.0,,,80-67,,Offensive rebound by T. Gibson
0:54.0,,,80-67,,Shooting foul by M. Plumlee (drawn by T. Gibson)
0:54.0,,,80-67,,T. Gibson misses free throw 1 of 2
0:54.0,,,80-67,,Offensive rebound by Team
0:54.0,M. Teletovic enters the game for B. Lopez,,80-67,,
0:54.0,,,80-67,,T. Gibson misses free throw 2 of 2
0:53.0,Defensive rebound by M. Plumlee,,80-67,,
0:37.0,A. Anderson makes 2-pt shot from 20 ft,2,82-67,,
0:18.0,,,82-69,2,M. Dunleavy makes 2-pt shot from 14 ft (assist by P. Gasol)
0:00.0,M. Plumlee makes 2-pt shot from 2 ft (assist by M. Teletovic),2,84-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,J. Johnson makes 2-pt shot from 16 ft,2,86-69,,
11:13.0,,,86-69,,Turnover by Team (shot clock)
11:13.0,S. Karasev enters the game for J. Johnson,,86-69,,
10:59.0,M. Teletovic misses 3-pt shot from 26 ft,,86-69,,
10:59.0,,,86-69,,Defensive rebound by M. Dunleavy
10:53.0,,,86-69,,M. Dunleavy misses 3-pt shot from 25 ft
10:52.0,Defensive rebound by M. Teletovic,,86-69,,
10:31.0,Shooting foul by E. Moore (drawn by D. Williams),,86-69,,
10:31.0,D. Williams makes free throw 1 of 2,1,87-69,,
10:31.0,,,87-69,,T. Snell enters the game for J. Butler
10:31.0,D. Williams makes free throw 2 of 2,1,88-69,,
10:19.0,,,88-69,,N. Mirotic misses 3-pt shot from 22 ft
10:18.0,Defensive rebound by A. Anderson,,88-69,,
10:00.0,M. Plumlee misses 2-pt shot at rim,,88-69,,
10:00.0,,,88-69,,Defensive rebound by Team
9:45.0,,,88-69,,E. Moore misses 2-pt shot from 15 ft
9:44.0,Defensive rebound by M. Teletovic,,88-69,,
9:22.0,Shooting foul by T. Gibson (drawn by M. Plumlee),,88-69,,
9:22.0,M. Plumlee makes free throw 1 of 2,1,89-69,,
9:22.0,M. Plumlee makes free throw 2 of 2,1,90-69,,
9:13.0,Personal foul by M. Plumlee (drawn by T. Gibson),,90-69,,
9:13.0,B. Lopez enters the game for M. Plumlee,,90-69,,
9:04.0,,,90-71,2,T. Gibson makes 2-pt shot from 1 ft (assist by M. Dunleavy)
8:40.0,B. Lopez makes 2-pt shot from 5 ft (assist by A. Anderson),2,92-71,,
8:24.0,Personal foul by B. Lopez (drawn by T. Gibson),,92-71,,
8:24.0,,,92-71,,Chicago full timeout
8:24.0,,,92-71,,J. Noah enters the game for M. Dunleavy
8:18.0,,,92-71,,E. Moore misses 2-pt shot from 8 ft (block by B. Lopez)
8:15.0,Defensive rebound by D. Williams,,92-71,,
8:14.0,S. Karasev misses 2-pt shot from 2 ft (block by T. Snell),,92-71,,
8:14.0,Offensive rebound by Team,,92-71,,
8:14.0,Brooklyn full timeout,,92-71,,
8:03.0,M. Teletovic misses 3-pt shot from 25 ft,,92-71,,
8:02.0,,,92-71,,Defensive rebound by J. Noah
7:53.0,,,92-71,,J. Noah misses 2-pt shot from 18 ft
7:52.0,Defensive rebound by A. Anderson,,92-71,,
7:28.0,D. Williams misses 2-pt shot from 20 ft,,92-71,,
7:27.0,,,92-71,,Defensive rebound by N. Mirotic
7:20.0,,,92-71,,Turnover by J. Noah (bad pass; steal by M. Teletovic)
7:04.0,,,92-71,,Personal foul by E. Moore (drawn by D. Williams)
6:51.0,Turnover by D. Williams (bad pass; steal by E. Moore),,92-71,,
6:49.0,Personal foul by D. Williams (drawn by E. Moore),,92-71,,
6:34.0,,,92-71,,Shooting foul by D. Williams (drawn by N. Mirotic)
6:34.0,,,92-71,,N. Mirotic misses free throw 1 of 2
6:34.0,,,92-71,,Offensive rebound by Team
6:34.0,J. Johnson enters the game for S. Karasev,,92-71,,
6:34.0,,,92-71,,J. Butler enters the game for T. Snell
6:34.0,,,92-71,,N. Mirotic misses free throw 2 of 2
6:32.0,Defensive rebound by B. Lopez,,92-71,,
6:09.0,J. Johnson misses 2-pt shot from 19 ft,,92-71,,
6:08.0,,,92-71,,Defensive rebound by J. Noah
5:58.0,,,92-71,,Turnover by J. Noah (lost ball; steal by D. Williams)
5:36.0,B. Lopez makes 2-pt shot from 6 ft (assist by J. Johnson),2,94-71,,
5:13.0,,,94-71,,J. Butler misses 3-pt shot from 23 ft
5:13.0,Defensive rebound by Team,,94-71,,
5:13.0,J. Jack enters the game for D. Williams,,94-71,,
4:59.0,Offensive charge foul by B. Lopez,,94-71,,
4:59.0,Turnover by B. Lopez (offensive foul),,94-71,,
4:47.0,,,94-71,,T. Gibson misses 2-pt shot from 17 ft
4:46.0,Defensive rebound by Team,,94-71,,
4:31.0,,,94-71,,Personal foul by J. Noah (drawn by B. Lopez)
4:23.0,J. Jack misses 2-pt shot from 21 ft (block by E. Moore),,94-71,,
4:21.0,,,94-71,,Defensive rebound by J. Noah
4:19.0,,,94-73,2,J. Butler makes 2-pt shot from 2 ft (assist by J. Noah)
3:56.0,A. Anderson misses 3-pt shot from 24 ft,,94-73,,
3:53.0,,,94-73,,Defensive rebound by N. Mirotic
3:45.0,,,94-73,,Turnover by T. Gibson (lost ball; steal by A. Anderson)
3:42.0,Brooklyn full timeout,,94-73,,
3:42.0,,,94-73,,N. Mohammed enters the game for J. Noah
3:42.0,,,94-73,,T. Snell enters the game for J. Butler
3:27.0,B. Lopez misses 2-pt shot from 1 ft,,94-73,,
3:26.0,,,94-73,,Defensive rebound by N. Mohammed
3:07.0,,,94-73,,N. Mohammed misses 2-pt shot from 14 ft
3:06.0,Defensive rebound by J. Johnson,,94-73,,
2:48.0,J. Johnson misses 2-pt shot from 17 ft,,94-73,,
2:47.0,Offensive rebound by B. Lopez,,94-73,,
2:45.0,B. Lopez misses 2-pt shot from 1 ft,,94-73,,
2:44.0,,,94-73,,Defensive rebound by T. Snell
2:39.0,Personal foul by M. Teletovic (drawn by T. Gibson),,94-73,,
2:39.0,,,94-74,1,T. Gibson makes free throw 1 of 2
