time,Brooklyn,pts.away,score,pts.home,Cleveland
6:08.0,,,18-10,,Shooting foul by S. Karasev (drawn by A. Varejao)
6:08.0,,,18-11,1,A. Varejao makes free throw 1 of 2
6:08.0,,,18-12,1,A. Varejao makes free throw 2 of 2
5:58.0,,,18-12,,Personal foul by A. Varejao (drawn by M. Plumlee)
5:48.0,Turnover by S. Karasev (bad pass),,18-12,,
5:37.0,,,18-12,,K. Irving misses 2-pt shot from 3 ft
5:37.0,Defensive rebound by M. Plumlee,,18-12,,
5:28.0,J. Johnson makes 3-pt shot from 26 ft (assist by D. Williams),3,21-12,,
5:17.0,,,21-12,,Shooting foul by J. Johnson (drawn by L. James)
5:17.0,,,21-12,,L. James misses free throw 1 of 2
5:17.0,,,21-12,,Offensive rebound by Team
5:17.0,,,21-13,1,L. James makes free throw 2 of 2
5:03.0,K. Garnett makes 2-pt shot from 19 ft (assist by D. Williams),2,23-13,,
4:38.0,,,23-13,,Shooting foul by M. Plumlee (drawn by A. Varejao)
4:38.0,,,23-13,,A. Varejao misses free throw 1 of 2
4:38.0,,,23-13,,Offensive rebound by Team
4:38.0,M. Teletovic enters the game for K. Garnett,,23-13,,
4:38.0,,,23-14,1,A. Varejao makes free throw 2 of 2
4:24.0,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Williams),2,25-14,,
4:10.0,Personal foul by M. Teletovic (drawn by K. Love),,25-14,,
4:10.0,,,25-14,,S. Marion enters the game for A. Varejao
3:59.0,,,25-17,3,L. James makes 3-pt shot from 22 ft (assist by S. Marion)
3:45.0,M. Plumlee misses 2-pt shot from 1 ft,,25-17,,
3:44.0,,,25-17,,Defensive rebound by K. Irving
3:41.0,,,25-17,,K. Irving misses 2-pt shot at rim (block by M. Plumlee)
3:40.0,,,25-17,,Offensive rebound by L. James
3:39.0,,,25-17,,Shooting foul by M. Plumlee (drawn by L. James)
3:39.0,,,25-18,1,L. James makes free throw 1 of 2
3:39.0,,,25-19,1,L. James makes free throw 2 of 2
3:19.0,D. Williams misses 2-pt shot from 19 ft,,25-19,,
3:18.0,,,25-19,,Defensive rebound by S. Marion
3:09.0,,,25-19,,L. James misses 2-pt shot from 1 ft
3:07.0,Defensive rebound by M. Teletovic,,25-19,,
3:03.0,M. Teletovic misses 3-pt shot from 25 ft,,25-19,,
2:59.0,,,25-19,,Defensive rebound by K. Love
2:53.0,,,25-21,2,L. James makes 2-pt shot at rim (assist by K. Love)
2:49.0,Brooklyn full timeout,,25-21,,
2:49.0,J. Jack enters the game for J. Johnson,,25-21,,
2:49.0,A. Anderson enters the game for D. Williams,,25-21,,
2:32.0,J. Jack makes 3-pt shot from 25 ft (assist by M. Plumlee),3,28-21,,
2:20.0,,,28-21,,K. Love misses 3-pt shot from 26 ft
2:19.0,Defensive rebound by S. Karasev,,28-21,,
2:14.0,Turnover by J. Jack (bad pass),,28-21,,
2:03.0,,,28-23,2,K. Irving makes 2-pt shot at rim
1:48.0,S. Karasev makes 2-pt shot from 5 ft (assist by M. Plumlee),2,30-23,,
1:28.0,,,30-23,,Turnover by K. Love (lost ball; steal by M. Teletovic)
1:22.0,A. Anderson makes 3-pt shot from 25 ft (assist by J. Jack),3,33-23,,
1:00.0,,,33-23,,L. James misses 3-pt shot from 26 ft
0:59.0,,,33-23,,Offensive rebound by K. Love
0:53.0,,,33-23,,S. Marion misses 2-pt shot from 1 ft
0:52.0,Defensive rebound by M. Plumlee,,33-23,,
0:41.0,S. Karasev misses 2-pt shot from 13 ft,,33-23,,
0:40.0,,,33-23,,Defensive rebound by S. Marion
0:33.0,,,33-26,3,M. Miller makes 3-pt shot from 23 ft (assist by L. James)
0:10.0,Turnover by J. Jack (bad pass),,33-26,,
0:01.0,,,33-26,,K. Irving misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by A. Anderson,,33-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,33-26,,M. Miller misses 3-pt shot from 26 ft
11:42.0,,,33-26,,Offensive rebound by Team
11:42.0,Loose ball foul by M. Plumlee (drawn by T. Thompson),,33-26,,
11:42.0,J. Jordan enters the game for M. Plumlee,,33-26,,
11:36.0,,,33-29,3,M. Miller makes 3-pt shot from 25 ft (assist by M. Dellavedova)
11:08.0,A. Anderson misses 3-pt shot from 25 ft,,33-29,,
11:07.0,,,33-29,,Defensive rebound by D. Waiters
10:55.0,,,33-29,,D. Waiters misses 3-pt shot from 26 ft
10:55.0,Defensive rebound by S. Karasev,,33-29,,
10:44.0,J. Jordan makes 2-pt shot at rim (assist by M. Teletovic),2,35-29,,
10:44.0,Shooting foul by T. Thompson (drawn by J. Jordan),,35-29,,
10:44.0,B. Bogdanovic enters the game for S. Karasev,,35-29,,
10:44.0,J. Jordan misses free throw 1 of 1,,35-29,,
10:43.0,,,35-29,,Defensive rebound by Team
10:26.0,,,35-29,,S. Marion misses 2-pt shot from 7 ft
10:25.0,Defensive rebound by B. Bogdanovic,,35-29,,
10:16.0,J. Jack misses 2-pt shot from 18 ft,,35-29,,
10:15.0,,,35-29,,Defensive rebound by M. Miller
10:04.0,,,35-31,2,D. Waiters makes 2-pt shot at rim (assist by M. Dellavedova)
10:04.0,,,35-31,,Shooting foul by B. Bogdanovic (drawn by D. Waiters)
10:04.0,,,35-31,,J. Jones enters the game for M. Miller
10:04.0,,,35-31,,D. Waiters misses free throw 1 of 1
10:03.0,Defensive rebound by J. Jordan,,35-31,,
9:55.0,Turnover by A. Anderson (bad pass),,35-31,,
9:41.0,,,35-33,2,S. Marion makes 2-pt shot from 5 ft (assist by D. Waiters)
9:39.0,Brooklyn full timeout,,35-33,,
9:23.0,Turnover by A. Anderson (bad pass; steal by D. Waiters),,35-33,,
9:05.0,,,35-33,,Turnover by M. Dellavedova (bad pass)
8:51.0,B. Bogdanovic misses 3-pt shot from 23 ft,,35-33,,
8:49.0,Offensive rebound by Team,,35-33,,
8:49.0,,,35-33,,Loose ball foul by D. Waiters (drawn by B. Bogdanovic)
8:49.0,Brooklyn full timeout,,35-33,,
8:35.0,J. Jack misses 2-pt shot from 7 ft,,35-33,,
8:34.0,,,35-33,,Defensive rebound by M. Dellavedova
8:28.0,,,35-33,,Shooting foul by B. Bogdanovic (drawn by D. Waiters)
8:28.0,,,35-34,1,D. Waiters makes free throw 1 of 2
8:28.0,J. Johnson enters the game for B. Bogdanovic,,35-34,,
8:28.0,K. Garnett enters the game for M. Teletovic,,35-34,,
8:28.0,,,35-34,,L. James enters the game for J. Jones
8:28.0,,,35-34,,K. Love enters the game for S. Marion
8:28.0,,,35-35,1,D. Waiters makes free throw 2 of 2
8:12.0,K. Garnett misses 2-pt shot from 15 ft,,35-35,,
8:11.0,,,35-35,,Defensive rebound by K. Love
8:04.0,,,35-35,,K. Love misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by K. Garnett,,35-35,,
7:55.0,Turnover by A. Anderson (bad pass; steal by L. James),,35-35,,
7:53.0,,,35-35,,Turnover by D. Waiters (bad pass; steal by J. Jack)
7:50.0,J. Jordan makes 2-pt shot at rim (assist by J. Jack),2,37-35,,
7:30.0,,,37-35,,D. Waiters misses 3-pt shot from 23 ft
7:29.0,Defensive rebound by A. Anderson,,37-35,,
7:26.0,,,37-35,,Personal foul by M. Dellavedova (drawn by J. Jack)
7:26.0,,,37-35,,K. Irving enters the game for M. Dellavedova
7:08.0,J. Johnson makes 3-pt shot from 25 ft (assist by K. Garnett),3,40-35,,
6:52.0,Personal foul by J. Jordan (drawn by T. Thompson),,40-35,,
6:39.0,,,40-35,,D. Waiters misses 2-pt shot from 1 ft (block by J. Jordan)
6:36.0,Defensive rebound by J. Jack,,40-35,,
6:34.0,Offensive foul by K. Garnett,,40-35,,
6:34.0,Turnover by K. Garnett (offensive foul),,40-35,,
6:21.0,,,40-35,,Turnover by L. James (bad pass; steal by A. Anderson)
6:11.0,K. Garnett misses 2-pt shot from 6 ft,,40-35,,
6:10.0,,,40-35,,Defensive rebound by T. Thompson
6:06.0,,,40-35,,L. James misses 2-pt shot at rim
6:04.0,,,40-35,,Offensive rebound by T. Thompson
6:04.0,,,40-37,2,T. Thompson makes 2-pt shot at rim
5:48.0,J. Johnson misses 3-pt shot from 23 ft,,40-37,,
5:47.0,Offensive rebound by J. Johnson,,40-37,,
5:44.0,J. Johnson makes 2-pt shot from 6 ft,2,42-37,,
5:31.0,,,42-39,2,K. Irving makes 2-pt shot from 1 ft
5:22.0,Official timeout,,42-39,,
5:22.0,,,42-39,,M. Miller enters the game for D. Waiters
5:22.0,D. Williams enters the game for J. Jack,,42-39,,
5:22.0,S. Karasev enters the game for A. Anderson,,42-39,,
5:13.0,S. Karasev makes 3-pt shot from 24 ft (assist by D. Williams),3,45-39,,
4:47.0,,,45-39,,K. Irving misses 2-pt shot at rim (block by J. Jordan)
4:45.0,Defensive rebound by S. Karasev,,45-39,,
4:31.0,K. Garnett misses 2-pt shot from 10 ft,,45-39,,
4:31.0,,,45-39,,Defensive rebound by T. Thompson
4:23.0,Personal foul by D. Williams (drawn by K. Irving),,45-39,,
4:23.0,,,45-40,1,K. Irving makes free throw 1 of 2
4:23.0,J. Jack enters the game for D. Williams,,45-40,,
4:23.0,,,45-40,,A. Varejao enters the game for T. Thompson
4:23.0,,,45-41,1,K. Irving makes free throw 2 of 2
4:11.0,Turnover by J. Johnson (bad pass; steal by K. Irving),,45-41,,
4:07.0,,,45-43,2,K. Irving makes 2-pt shot at rim
3:48.0,S. Karasev misses 2-pt shot from 19 ft,,45-43,,
3:48.0,,,45-43,,Defensive rebound by A. Varejao
3:30.0,Personal foul by K. Garnett (drawn by K. Love),,45-43,,
3:30.0,,,45-44,1,K. Love makes free throw 1 of 2
3:30.0,,,45-45,1,K. Love makes free throw 2 of 2
3:08.0,J. Jack misses 3-pt shot from 22 ft,,45-45,,
3:08.0,,,45-45,,Defensive rebound by A. Varejao
2:53.0,,,45-45,,A. Varejao misses 2-pt shot from 1 ft
2:50.0,,,45-45,,Offensive rebound by A. Varejao
2:50.0,,,45-45,,A. Varejao misses 2-pt shot at rim
2:49.0,Defensive rebound by K. Garnett,,45-45,,
2:40.0,J. Jordan misses 2-pt shot from 2 ft,,45-45,,
2:39.0,,,45-45,,Defensive rebound by Team
2:39.0,,,45-45,,Cleveland full timeout
2:30.0,,,45-48,3,M. Miller makes 3-pt shot from 23 ft (assist by K. Irving)
2:05.0,K. Garnett misses 2-pt shot from 14 ft,,45-48,,
2:04.0,,,45-48,,Defensive rebound by K. Irving
1:57.0,Personal foul by J. Jordan (drawn by K. Irving),,45-48,,
1:57.0,,,45-49,1,K. Irving makes free throw 1 of 2
1:57.0,B. Davies enters the game for J. Jordan,,45-49,,
1:57.0,,,45-50,1,K. Irving makes free throw 2 of 2
1:37.0,J. Jack misses 2-pt shot from 6 ft (block by A. Varejao),,45-50,,
1:35.0,,,45-50,,Defensive rebound by K. Irving
1:32.0,,,45-52,2,L. James makes 2-pt shot at rim (assist by K. Irving)
1:14.0,B. Davies misses 2-pt shot at rim,,45-52,,
1:12.0,,,45-52,,Defensive rebound by K. Love
1:03.0,,,45-52,,Cleveland full timeout
0:53.0,,,45-52,,Shooting foul by B. Davies (drawn by A. Varejao)
0:53.0,,,45-53,1,A. Varejao makes free throw 1 of 2
0:53.0,,,45-54,1,A. Varejao makes free throw 2 of 2
0:36.0,B. Davies makes 2-pt shot from 17 ft (assist by S. Karasev),2,47-54,,
0:29.0,,,47-54,,L. James misses 2-pt shot from 3 ft
0:27.0,Defensive rebound by J. Johnson,,47-54,,
0:12.0,J. Johnson makes 2-pt shot from 12 ft (assist by S. Karasev),2,49-54,,
0:02.0,,,49-54,,Offensive charge foul by K. Irving
0:02.0,,,49-54,,Turnover by K. Irving (offensive foul)
0:02.0,,,49-54,,M. Dellavedova enters the game for K. Irving
0:00.0,J. Johnson misses 3-pt shot from 43 ft,,49-54,,
0:00.0,Offensive rebound by Team,,49-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,49-54,,L. James misses 2-pt shot from 17 ft
11:37.0,Defensive rebound by M. Plumlee,,49-54,,
11:23.0,K. Garnett makes 2-pt shot from 20 ft (assist by J. Johnson),2,51-54,,
11:08.0,,,51-54,,K. Love misses 3-pt shot from 25 ft
11:08.0,Defensive rebound by K. Garnett,,51-54,,
10:54.0,,,51-54,,Personal foul by K. Love (drawn by M. Plumlee)
10:44.0,K. Garnett misses 2-pt shot from 19 ft,,51-54,,
10:43.0,Offensive rebound by M. Plumlee,,51-54,,
10:34.0,J. Johnson misses 2-pt shot from 13 ft,,51-54,,
10:34.0,Offensive rebound by M. Plumlee,,51-54,,
10:32.0,M. Plumlee misses 2-pt shot from 1 ft (block by K. Love),,51-54,,
10:30.0,,,51-54,,Defensive rebound by K. Love
10:20.0,,,51-54,,K. Irving misses 3-pt shot from 29 ft
10:18.0,Defensive rebound by K. Garnett,,51-54,,
10:11.0,,,51-54,,Personal foul by L. James (drawn by J. Johnson)
10:11.0,Personal foul by J. Johnson,,51-54,,
10:03.0,Shooting foul by M. Miller (drawn by M. Plumlee),,51-54,,
10:03.0,M. Plumlee makes free throw 1 of 2,1,52-54,,
10:03.0,M. Plumlee makes free throw 2 of 2,1,53-54,,
9:41.0,,,53-54,,K. Love misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by J. Jack,,53-54,,
9:34.0,J. Jack makes 2-pt shot at rim,2,55-54,,
9:18.0,,,55-54,,Turnover by A. Varejao (bad pass)
9:01.0,J. Johnson misses 2-pt shot from 15 ft,,55-54,,
9:00.0,,,55-54,,Defensive rebound by M. Miller
9:00.0,Personal foul by J. Jack (drawn by L. James),,55-54,,
8:48.0,Personal foul by J. Jack (drawn by L. James),,55-54,,
8:33.0,,,55-57,3,M. Miller makes 3-pt shot from 28 ft (assist by A. Varejao)
8:17.0,M. Plumlee misses 2-pt shot from 2 ft,,55-57,,
8:12.0,,,55-57,,Defensive rebound by A. Varejao
8:06.0,,,55-57,,K. Love misses 2-pt shot at rim
8:03.0,,,55-57,,Offensive rebound by K. Love
8:03.0,,,55-57,,K. Love misses 2-pt shot at rim
8:02.0,Defensive rebound by J. Johnson,,55-57,,
7:58.0,Shooting foul by L. James (drawn by M. Plumlee),,55-57,,
7:58.0,M. Plumlee makes free throw 1 of 2,1,56-57,,
7:58.0,M. Plumlee misses free throw 2 of 2,,56-57,,
7:58.0,,,56-57,,Defensive rebound by K. Love
7:44.0,,,56-57,,A. Varejao misses 2-pt shot from 2 ft
7:42.0,Defensive rebound by M. Plumlee,,56-57,,
7:40.0,Offensive charge foul by J. Jack,,56-57,,
7:40.0,Turnover by J. Jack (offensive foul),,56-57,,
7:40.0,,,56-57,,T. Thompson enters the game for A. Varejao
7:25.0,,,56-60,3,M. Miller makes 3-pt shot from 26 ft (assist by L. James)
6:57.0,J. Johnson makes 3-pt shot from 25 ft,3,59-60,,
6:42.0,,,59-60,,Turnover by K. Irving (bad pass)
6:22.0,M. Plumlee makes 2-pt shot at rim,2,61-60,,
6:15.0,Personal block foul by M. Plumlee (drawn by L. James),,61-60,,
6:00.0,,,61-60,,L. James misses 2-pt shot from 3 ft
5:58.0,Defensive rebound by M. Plumlee,,61-60,,
5:36.0,S. Karasev misses 3-pt shot from 25 ft,,61-60,,
5:35.0,,,61-60,,Defensive rebound by K. Love
5:25.0,,,61-60,,K. Irving misses 2-pt shot from 1 ft
5:22.0,,,61-60,,Offensive rebound by K. Love
5:16.0,,,61-62,2,K. Irving makes 2-pt shot at rim (assist by K. Love)
5:13.0,Brooklyn full timeout,,61-62,,
5:13.0,B. Davies enters the game for K. Garnett,,61-62,,
5:13.0,,,61-62,,S. Marion enters the game for M. Miller
5:01.0,B. Davies makes 3-pt shot from 24 ft (assist by J. Jack),3,64-62,,
4:44.0,,,64-62,,K. Irving misses 2-pt shot from 18 ft
4:41.0,,,64-62,,Offensive rebound by Team
4:41.0,M. Teletovic enters the game for M. Plumlee,,64-62,,
4:28.0,,,64-64,2,K. Irving makes 2-pt shot from 17 ft (assist by L. James)
4:13.0,J. Jack makes 2-pt shot from 4 ft,2,66-64,,
3:56.0,,,66-64,,Shooting foul by S. Karasev (drawn by L. James)
3:56.0,,,66-65,1,L. James makes free throw 1 of 2
3:56.0,,,66-66,1,L. James makes free throw 2 of 2
3:38.0,Shooting foul by K. Love (drawn by B. Davies),,66-66,,
3:38.0,B. Davies makes free throw 1 of 2,1,67-66,,
3:38.0,B. Davies misses free throw 2 of 2,,67-66,,
3:38.0,,,67-66,,Defensive rebound by K. Love
3:38.0,Personal foul by M. Teletovic (drawn by K. Love),,67-66,,
3:38.0,,,67-67,1,K. Love makes free throw 1 of 2
3:38.0,,,67-67,,M. Dellavedova enters the game for K. Irving
3:38.0,,,67-68,1,K. Love makes free throw 2 of 2
3:20.0,J. Johnson makes 2-pt shot from 18 ft,2,69-68,,
3:03.0,,,69-68,,Turnover by S. Marion (bad pass)
2:49.0,J. Johnson misses 3-pt shot from 26 ft,,69-68,,
2:48.0,,,69-68,,Defensive rebound by L. James
2:44.0,,,69-70,2,S. Marion makes 2-pt shot at rim (assist by L. James)
2:30.0,Turnover by B. Davies (bad pass; steal by L. James),,69-70,,
2:22.0,,,69-72,2,L. James makes 2-pt shot from 4 ft
2:22.0,Brooklyn full timeout,,69-72,,
2:22.0,,,69-72,,Cleveland full timeout
2:09.0,J. Jack misses 2-pt shot at rim,,69-72,,
2:06.0,,,69-72,,Defensive rebound by T. Thompson
1:43.0,,,69-72,,L. James misses 2-pt shot from 11 ft
1:41.0,,,69-72,,Offensive rebound by T. Thompson
1:38.0,,,69-72,,T. Thompson misses 2-pt shot from 6 ft (block by J. Johnson)
1:37.0,Defensive rebound by J. Jack,,69-72,,
1:29.0,Turnover by B. Davies (lost ball; steal by S. Marion),,69-72,,
1:22.0,,,69-72,,L. James misses 2-pt shot from 1 ft (block by B. Davies)
1:19.0,,,69-72,,Offensive rebound by K. Love
1:12.0,,,69-72,,K. Love misses 2-pt shot at rim
1:10.0,Defensive rebound by S. Karasev,,69-72,,
1:03.0,J. Jack makes 2-pt shot from 20 ft,2,71-72,,
0:39.0,,,71-74,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
0:22.0,D. Morris enters the game for J. Jack,,71-74,,
0:16.0,B. Davies misses 2-pt shot from 12 ft (block by K. Love),,71-74,,
0:15.0,,,71-74,,Defensive rebound by L. James
0:00.0,,,71-74,,K. Love misses 2-pt shot from 14 ft
0:00.0,,,71-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Shooting foul by S. Marion (drawn by J. Johnson),,71-74,,
11:49.0,J. Johnson makes free throw 1 of 2,1,72-74,,
11:49.0,J. Johnson makes free throw 2 of 2,1,73-74,,
11:26.0,,,73-76,2,S. Marion makes 2-pt shot from 7 ft (assist by M. Dellavedova)
11:05.0,D. Morris misses 3-pt shot from 24 ft,,73-76,,
11:03.0,,,73-76,,Defensive rebound by T. Thompson
10:58.0,Personal foul by D. Morris (drawn by K. Irving),,73-76,,
10:58.0,A. Anderson enters the game for S. Karasev,,73-76,,
10:50.0,,,73-76,,J. Jones misses 3-pt shot from 24 ft
10:50.0,Defensive rebound by M. Teletovic,,73-76,,
10:40.0,M. Teletovic misses 3-pt shot from 24 ft,,73-76,,
10:40.0,,,73-76,,Defensive rebound by J. Jones
10:23.0,,,73-78,2,S. Marion makes 2-pt shot from 5 ft (assist by K. Irving)
10:04.0,J. Johnson misses 2-pt shot from 7 ft,,73-78,,
10:03.0,,,73-78,,Defensive rebound by K. Irving
9:57.0,,,73-78,,K. Irving misses 2-pt shot at rim
9:55.0,Defensive rebound by B. Davies,,73-78,,
9:35.0,B. Davies misses 3-pt shot from 25 ft,,73-78,,
9:35.0,,,73-78,,Defensive rebound by Team
9:35.0,M. Plumlee enters the game for B. Davies,,73-78,,
9:09.0,,,73-78,,K. Irving misses 2-pt shot from 12 ft
9:08.0,Defensive rebound by M. Teletovic,,73-78,,
8:48.0,M. Plumlee makes 2-pt shot at rim (assist by J. Johnson),2,75-78,,
8:48.0,Shooting foul by K. Irving (drawn by M. Plumlee),,75-78,,
8:48.0,Official timeout,,75-78,,
8:48.0,M. Plumlee makes free throw 1 of 1,1,76-78,,
8:27.0,,,76-80,2,M. Dellavedova makes 2-pt shot at rim (assist by S. Marion)
8:11.0,Turnover by J. Johnson (lost ball; steal by M. Dellavedova),,76-80,,
7:49.0,,,76-80,,J. Jones misses 3-pt shot from 26 ft
7:49.0,Defensive rebound by A. Anderson,,76-80,,
7:37.0,D. Morris misses 2-pt shot from 14 ft,,76-80,,
7:36.0,,,76-80,,Defensive rebound by T. Thompson
7:30.0,,,76-80,,J. Jones misses 3-pt shot from 23 ft
7:29.0,,,76-80,,Offensive rebound by T. Thompson
7:28.0,,,76-80,,Shooting foul by D. Morris (drawn by T. Thompson)
7:28.0,,,76-80,,T. Thompson misses free throw 1 of 2
7:28.0,,,76-80,,Offensive rebound by Team
7:28.0,,,76-80,,L. James enters the game for S. Marion
7:28.0,,,76-80,,M. Miller enters the game for J. Jones
7:28.0,K. Garnett enters the game for M. Teletovic,,76-80,,
7:28.0,J. Jack enters the game for D. Morris,,76-80,,
7:28.0,,,76-81,1,T. Thompson makes free throw 2 of 2
7:07.0,Turnover by J. Johnson (bad pass),,76-81,,
7:07.0,,,76-81,,K. Love enters the game for M. Dellavedova
6:59.0,,,76-81,,Shooting foul by K. Garnett (drawn by T. Thompson)
6:59.0,,,76-82,1,T. Thompson makes free throw 1 of 2
6:59.0,,,76-83,1,T. Thompson makes free throw 2 of 2
6:42.0,Turnover by J. Johnson (lost ball),,76-83,,
6:28.0,,,76-83,,T. Thompson misses 2-pt shot at rim (block by M. Plumlee)
6:25.0,Defensive rebound by J. Johnson,,76-83,,
6:20.0,M. Plumlee makes 2-pt shot from 7 ft (assist by A. Anderson),2,78-83,,
5:52.0,,,78-85,2,L. James makes 2-pt shot from 16 ft
5:29.0,A. Anderson makes 2-pt shot at rim (assist by K. Garnett),2,80-85,,
5:14.0,,,80-85,,Turnover by L. James (lost ball; steal by J. Johnson)
5:07.0,Turnover by J. Johnson (bad pass),,80-85,,
5:07.0,,,80-85,,Cleveland full timeout
5:07.0,S. Karasev enters the game for J. Johnson,,80-85,,
4:57.0,Jump ball: A. Anderson vs. L. James (J. Jack gains possession),,,,Jump ball: A. Anderson vs. L. James (J. Jack gains possession)
4:57.0,,,80-85,,Turnover by L. James (lost ball; steal by A. Anderson)
4:51.0,J. Jack makes 2-pt shot at rim,2,82-85,,
4:38.0,,,82-88,3,L. James makes 3-pt shot from 25 ft (assist by K. Irving)
4:22.0,S. Karasev misses 3-pt shot from 26 ft,,82-88,,
4:21.0,,,82-88,,Defensive rebound by K. Love
4:13.0,,,82-90,2,L. James makes 2-pt shot at rim
4:01.0,J. Jack makes 2-pt shot from 3 ft,2,84-90,,
3:45.0,,,84-90,,K. Irving misses 2-pt shot at rim
3:42.0,,,84-90,,Offensive rebound by T. Thompson
3:42.0,,,84-92,2,T. Thompson makes 2-pt shot at rim
3:24.0,Turnover by S. Karasev (bad pass; steal by K. Love),,84-92,,
3:04.0,,,84-92,,Offensive foul by L. James
3:04.0,,,84-92,,Turnover by L. James (offensive foul)
3:04.0,Brooklyn full timeout,,84-92,,
3:04.0,J. Johnson enters the game for A. Anderson,,84-92,,
2:50.0,K. Garnett misses 2-pt shot from 9 ft,,84-92,,
2:49.0,,,84-92,,Defensive rebound by Team
2:42.0,,,84-92,,Offensive foul by M. Miller
2:42.0,,,84-92,,Turnover by M. Miller (offensive foul)
2:23.0,K. Garnett makes 2-pt shot from 19 ft (assist by J. Johnson),2,86-92,,
2:07.0,,,86-92,,Turnover by T. Thompson (bad pass)
1:46.0,S. Karasev misses 2-pt shot from 1 ft (block by K. Love),,86-92,,
1:45.0,,,86-92,,Defensive rebound by T. Thompson
1:26.0,,,86-92,,L. James misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by J. Jack,,86-92,,
1:14.0,,,86-92,,Personal foul by L. James (drawn by J. Johnson)
1:02.0,J. Johnson makes 2-pt shot from 19 ft,2,88-92,,
0:47.0,,,88-94,2,K. Irving makes 2-pt shot at rim
0:47.0,Brooklyn full timeout,,88-94,,
0:42.0,J. Johnson makes 3-pt shot from 27 ft (assist by K. Garnett),3,91-94,,
0:20.0,,,91-94,,K. Irving misses 2-pt shot at rim (block by J. Jack)
0:18.0,Defensive rebound by K. Garnett,,91-94,,
0:03.0,K. Garnett misses 3-pt shot from 24 ft,,91-94,,
0:02.0,,,91-94,,Defensive rebound by L. James
0:02.0,Personal foul by M. Plumlee (drawn by L. James),,91-94,,
0:02.0,,,91-94,,Cleveland full timeout
0:02.0,,,91-94,,Cleveland full timeout
0:02.0,D. Morris enters the game for K. Garnett,,91-94,,
0:02.0,A. Anderson enters the game for M. Plumlee,,91-94,,
0:02.0,,,91-94,,J. Jones enters the game for T. Thompson
