time,Charlotte,pts.away,score,pts.home,Chicago
5:38.0,,,17-18,1,J. Holiday makes free throw 1 of 2
5:38.0,,,17-19,1,J. Holiday makes free throw 2 of 2
5:24.0,K. Walker misses 2-pt shot from 9 ft,,17-19,,
5:23.0,Offensive rebound by Team,,17-19,,
5:16.0,D. Howard misses 2-pt shot from 6 ft,,17-19,,
5:13.0,,,17-19,,Defensive rebound by D. Valentine
5:06.0,,,17-19,,D. Valentine misses 2-pt shot from 8 ft
5:03.0,Defensive rebound by K. Walker,,17-19,,
4:55.0,J. Lamb misses 3-pt shot from 25 ft,,17-19,,
4:51.0,,,17-19,,Defensive rebound by R. Lopez
4:42.0,,,17-21,2,J. Holiday makes 2-pt shot from 1 ft
4:21.0,M. Kidd-Gilchrist misses 2-pt shot from 18 ft,,17-21,,
4:18.0,,,17-21,,Defensive rebound by K. Dunn
4:11.0,,,17-21,,L. Markkanen misses 3-pt shot from 24 ft
4:08.0,Defensive rebound by M. Williams,,17-21,,
3:56.0,Turnover by D. Howard (traveling),,17-21,,
3:56.0,,,17-21,,Q. Pondexter enters the game for L. Markkanen
3:56.0,,,17-21,,B. Portis enters the game for D. Valentine
3:56.0,C. Zeller enters the game for D. Howard,,17-21,,
3:46.0,,,17-21,,J. Holiday misses 3-pt shot from 24 ft
3:44.0,Defensive rebound by K. Walker,,17-21,,
3:31.0,Shooting foul by J. Holiday (drawn by M. Kidd-Gilchrist),,17-21,,
3:31.0,M. Kidd-Gilchrist misses free throw 1 of 2,,17-21,,
3:31.0,Offensive rebound by Team,,17-21,,
3:31.0,,,17-21,,A. Blakeney enters the game for J. Holiday
3:31.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,18-21,,
3:11.0,,,18-21,,A. Blakeney misses 3-pt shot from 24 ft
3:09.0,Defensive rebound by M. Kidd-Gilchrist,,18-21,,
2:53.0,K. Walker makes 2-pt shot from 22 ft (assist by C. Zeller),2,20-21,,
2:34.0,,,20-21,,Shooting foul by J. Lamb (drawn by A. Blakeney)
2:34.0,Charlotte full timeout,,20-21,,
2:34.0,F. Kaminsky enters the game for M. Williams,,20-21,,
2:34.0,D. Bacon enters the game for M. Kidd-Gilchrist,,20-21,,
2:34.0,,,20-22,1,A. Blakeney makes free throw 1 of 3
2:34.0,,,20-23,1,A. Blakeney makes free throw 2 of 3
2:34.0,,,20-23,,C. Felicio enters the game for R. Lopez
2:34.0,,,20-24,1,A. Blakeney makes free throw 3 of 3
2:16.0,J. Lamb misses 3-pt shot from 25 ft,,20-24,,
2:13.0,Offensive rebound by F. Kaminsky,,20-24,,
2:12.0,F. Kaminsky makes 2-pt shot from 1 ft,2,22-24,,
1:55.0,,,22-24,,Turnover by B. Portis (discontinued dribble)
1:39.0,F. Kaminsky misses 3-pt shot from 26 ft,,22-24,,
1:39.0,,,22-24,,Defensive rebound by K. Dunn
1:29.0,,,22-24,,K. Dunn misses 2-pt shot from 21 ft
1:29.0,Defensive rebound by C. Zeller,,22-24,,
1:18.0,D. Bacon makes 2-pt shot from 15 ft (assist by K. Walker),2,24-24,,
1:01.0,,,24-24,,B. Portis misses 3-pt shot from 24 ft
0:57.0,Defensive rebound by J. Lamb,,24-24,,
0:55.0,K. Walker makes 3-pt shot from 22 ft (assist by J. Lamb),3,27-24,,
0:33.0,,,27-24,,Q. Pondexter misses 2-pt shot from 2 ft
0:33.0,,,27-24,,Offensive rebound by B. Portis
0:33.0,,,27-26,2,B. Portis makes 2-pt shot at rim
0:18.0,K. Walker misses 2-pt shot from 1 ft,,27-26,,
0:16.0,,,27-26,,Defensive rebound by C. Felicio
0:02.0,,,27-26,,K. Dunn misses 2-pt shot from 7 ft
0:02.0,,,27-26,,Offensive rebound by Team
0:01.0,Jump ball: F. Kaminsky vs.,,,,Jump ball: F. Kaminsky vs.
0:00.0,Personal foul by F. Kaminsky (drawn by B. Portis),,27-26,,
0:00.0,,,27-26,,D. Valentine enters the game for A. Blakeney
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by M. Monk (lost ball; steal by K. Dunn),,27-26,,
11:43.0,,,27-28,2,K. Dunn makes 2-pt shot from 1 ft
11:37.0,Turnover by D. Bacon (lost ball; steal by K. Dunn),,27-28,,
11:31.0,,,27-30,2,K. Dunn makes 2-pt shot from 1 ft
11:21.0,F. Kaminsky makes 2-pt shot from 5 ft,2,29-30,,
11:03.0,,,29-32,2,A. Blakeney makes 2-pt shot from 11 ft
10:51.0,,,29-32,,Personal foul by K. Dunn (drawn by M. Monk)
10:37.0,J. Lamb makes 2-pt shot from 11 ft,2,31-32,,
10:37.0,Shooting foul by Q. Pondexter (drawn by J. Lamb),,31-32,,
10:37.0,J. Lamb makes free throw 1 of 1,1,32-32,,
10:27.0,,,32-32,,K. Dunn misses 2-pt shot from 14 ft
10:27.0,Defensive rebound by C. Zeller,,32-32,,
10:12.0,J. Lamb misses 2-pt shot from 1 ft,,32-32,,
10:12.0,,,32-32,,Defensive rebound by B. Portis
10:06.0,,,32-32,,Turnover by K. Dunn (lost ball; steal by J. Lamb)
10:06.0,,,32-32,,Personal foul by K. Dunn (drawn by J. Lamb)
10:06.0,,,32-32,,J. Grant enters the game for K. Dunn
9:53.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by J. Lamb),3,35-32,,
9:34.0,,,35-34,2,C. Felicio makes 2-pt shot from 1 ft (assist by A. Blakeney)
9:16.0,C. Zeller makes 2-pt shot at rim (assist by J. Lamb),2,37-34,,
9:05.0,,,37-34,,A. Blakeney misses 3-pt shot from 24 ft
9:05.0,Defensive rebound by F. Kaminsky,,37-34,,
8:58.0,Shooting foul by C. Felicio (drawn by F. Kaminsky),,37-34,,
8:58.0,F. Kaminsky misses free throw 1 of 2,,37-34,,
8:58.0,Offensive rebound by Team,,37-34,,
8:58.0,,,37-34,,D. Valentine enters the game for Q. Pondexter
8:58.0,F. Kaminsky makes free throw 2 of 2,1,38-34,,
8:47.0,,,38-34,,C. Felicio misses 2-pt shot from 2 ft
8:46.0,Defensive rebound by J. Lamb,,38-34,,
8:41.0,J. Lamb makes 2-pt shot from 1 ft,2,40-34,,
8:41.0,,,40-34,,Chicago full timeout
8:41.0,,,40-34,,J. Holiday enters the game for B. Portis
8:41.0,,,40-34,,L. Markkanen enters the game for A. Blakeney
8:25.0,,,40-34,,Turnover by D. Valentine (bad pass; steal by C. Zeller)
8:17.0,M. Monk makes 3-pt shot from 23 ft (assist by J. Lamb),3,43-34,,
8:04.0,,,43-34,,L. Markkanen misses 3-pt shot from 25 ft
8:04.0,Defensive rebound by J. Lamb,,43-34,,
7:56.0,Shooting foul by C. Felicio (drawn by J. Lamb),,43-34,,
7:56.0,J. Lamb makes free throw 1 of 2,1,44-34,,
7:56.0,,,44-34,,R. Lopez enters the game for C. Felicio
7:56.0,J. Lamb makes free throw 2 of 2,1,45-34,,
7:44.0,,,45-36,2,L. Markkanen makes 2-pt shot from 11 ft
7:44.0,,,45-36,,Shooting foul by M. Monk (drawn by L. Markkanen)
7:44.0,,,45-37,1,L. Markkanen makes free throw 1 of 1
7:30.0,Turnover by F. Kaminsky (bad pass; steal by J. Holiday),,45-37,,
7:25.0,,,45-37,,J. Holiday misses 2-pt shot from 2 ft
7:23.0,Defensive rebound by D. Bacon,,45-37,,
7:15.0,Turnover by J. Lamb (bad pass; steal by J. Holiday),,45-37,,
7:11.0,,,45-39,2,J. Holiday makes 2-pt shot at rim
7:03.0,Charlotte full timeout,,45-39,,
7:03.0,D. Howard enters the game for D. Bacon,,45-39,,
7:03.0,N. Batum enters the game for C. Zeller,,45-39,,
6:58.0,Turnover by N. Batum (bad pass; steal by J. Holiday),,45-39,,
6:55.0,,,45-39,,Turnover by J. Holiday (step out of bounds)
6:43.0,M. Monk misses 2-pt shot from 19 ft,,45-39,,
6:40.0,,,45-39,,Defensive rebound by J. Grant
6:31.0,,,45-42,3,J. Grant makes 3-pt shot from 24 ft
6:08.0,J. Lamb misses 2-pt shot from 2 ft,,45-42,,
6:06.0,,,45-42,,Defensive rebound by L. Markkanen
5:56.0,,,45-45,3,L. Markkanen makes 3-pt shot from 24 ft (assist by J. Grant)
5:39.0,Shooting foul by R. Lopez (drawn by F. Kaminsky),,45-45,,
5:39.0,F. Kaminsky misses free throw 1 of 2,,45-45,,
5:39.0,Offensive rebound by Team,,45-45,,
5:39.0,,,45-45,,K. Dunn enters the game for J. Grant
5:39.0,K. Walker enters the game for M. Monk,,45-45,,
5:39.0,F. Kaminsky makes free throw 2 of 2,1,46-45,,
5:17.0,,,46-48,3,J. Holiday makes 3-pt shot from 24 ft (assist by D. Valentine)
4:59.0,D. Howard misses 2-pt shot from 21 ft,,46-48,,
4:59.0,,,46-48,,Defensive rebound by K. Dunn
4:51.0,,,46-48,,L. Markkanen misses 2-pt shot from 20 ft
4:51.0,,,46-48,,Offensive rebound by Team
4:48.0,M. Williams enters the game for J. Lamb,,46-48,,
4:48.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,46-48,,
4:40.0,,,46-50,2,K. Dunn makes 2-pt shot from 11 ft
4:23.0,K. Walker makes 2-pt shot from 13 ft,2,48-50,,
4:10.0,,,48-52,2,D. Valentine makes 2-pt shot from 20 ft (assist by R. Lopez)
3:50.0,,,48-52,,Personal foul by K. Dunn (drawn by K. Walker)
3:50.0,K. Walker makes free throw 1 of 2,1,49-52,,
3:50.0,,,49-52,,J. Grant enters the game for K. Dunn
3:50.0,K. Walker makes free throw 2 of 2,1,50-52,,
3:31.0,,,50-54,2,L. Markkanen makes 2-pt shot from 1 ft (assist by R. Lopez)
3:19.0,K. Walker misses 3-pt shot from 26 ft,,50-54,,
3:16.0,Offensive rebound by K. Walker,,50-54,,
3:11.0,D. Howard makes 2-pt shot from 3 ft (assist by K. Walker),2,52-54,,
2:56.0,,,52-54,,D. Valentine misses 2-pt shot from 16 ft
2:54.0,Defensive rebound by D. Howard,,52-54,,
2:47.0,K. Walker misses 3-pt shot from 25 ft,,52-54,,
2:41.0,,,52-54,,Defensive rebound by D. Valentine
2:25.0,,,52-54,,J. Holiday misses 3-pt shot from 23 ft
2:22.0,Defensive rebound by D. Howard,,52-54,,
2:20.0,Charlotte full timeout,,52-54,,
2:20.0,C. Zeller enters the game for D. Howard,,52-54,,
2:10.0,N. Batum misses 2-pt shot from 14 ft,,52-54,,
2:07.0,,,52-54,,Defensive rebound by L. Markkanen
1:57.0,,,52-54,,J. Grant misses 2-pt shot from 22 ft
1:54.0,Defensive rebound by M. Kidd-Gilchrist,,52-54,,
1:45.0,M. Williams misses 2-pt shot from 1 ft,,52-54,,
1:45.0,,,52-54,,Defensive rebound by Team
1:31.0,,,52-57,3,L. Markkanen makes 3-pt shot from 23 ft (assist by D. Valentine)
1:14.0,K. Walker makes 2-pt shot from 1 ft,2,54-57,,
0:58.0,,,54-57,,R. Lopez misses 2-pt shot from 21 ft
0:54.0,Defensive rebound by K. Walker,,54-57,,
0:48.0,K. Walker makes 2-pt shot from 22 ft,2,56-57,,
0:37.0,,,56-60,3,J. Grant makes 3-pt shot from 25 ft
0:29.0,K. Walker makes 3-pt shot from 26 ft,3,59-60,,
0:10.0,,,59-60,,D. Valentine misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by Team,,59-60,,
0:07.0,,,59-60,,K. Felder enters the game for J. Grant
0:07.0,,,59-60,,P. Zipser enters the game for J. Holiday
0:00.0,Shooting foul by R. Lopez (drawn by K. Walker),,59-60,,
0:00.0,K. Walker misses free throw 1 of 2,,59-60,,
0:00.0,Offensive rebound by Team,,59-60,,
0:00.0,K. Walker makes free throw 2 of 2,1,60-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,K. Walker makes 2-pt shot from 12 ft,2,62-60,,
11:21.0,,,62-60,,R. Lopez misses 2-pt shot from 20 ft
11:18.0,Defensive rebound by M. Williams,,62-60,,
11:09.0,D. Howard misses 2-pt shot from 8 ft,,62-60,,
11:07.0,,,62-60,,Defensive rebound by L. Markkanen
10:55.0,Personal foul by M. Kidd-Gilchrist (drawn by L. Markkanen),,62-60,,
10:51.0,,,62-60,,J. Grant misses 2-pt shot from 20 ft
10:48.0,Defensive rebound by N. Batum,,62-60,,
10:40.0,N. Batum misses 2-pt shot from 16 ft,,62-60,,
10:38.0,,,62-60,,Defensive rebound by J. Grant
10:34.0,Personal foul by M. Kidd-Gilchrist (drawn by R. Lopez),,62-60,,
10:27.0,,,62-60,,J. Holiday misses 3-pt shot from 25 ft
10:23.0,Defensive rebound by D. Howard,,62-60,,
10:11.0,M. Williams misses 2-pt shot from 20 ft,,62-60,,
10:07.0,,,62-60,,Defensive rebound by D. Valentine
10:04.0,,,62-60,,Offensive foul by R. Lopez (drawn by D. Howard)
10:04.0,,,62-60,,Turnover by R. Lopez (offensive foul)
9:55.0,K. Walker makes 2-pt shot from 13 ft,2,64-60,,
9:33.0,,,64-60,,D. Valentine misses 2-pt shot from 17 ft
9:30.0,Defensive rebound by D. Howard,,64-60,,
9:25.0,K. Walker misses 2-pt shot at rim (block by J. Holiday),,64-60,,
9:22.0,,,64-60,,Defensive rebound by R. Lopez
9:19.0,,,64-60,,Turnover by J. Holiday (step out of bounds)
8:59.0,D. Howard makes 2-pt shot from 1 ft,2,66-60,,
8:59.0,,,66-60,,Chicago full timeout
8:47.0,,,66-63,3,J. Holiday makes 3-pt shot from 23 ft (assist by D. Valentine)
8:26.0,M. Kidd-Gilchrist misses 2-pt shot from 19 ft,,66-63,,
8:23.0,Offensive rebound by D. Howard,,66-63,,
8:21.0,D. Howard misses 2-pt shot from 1 ft,,66-63,,
8:21.0,,,66-63,,Defensive rebound by D. Valentine
8:14.0,,,66-66,3,D. Valentine makes 3-pt shot from 25 ft
7:56.0,K. Walker misses 2-pt shot from 21 ft,,66-66,,
7:50.0,Offensive rebound by M. Williams,,66-66,,
7:50.0,M. Williams misses 2-pt shot from 1 ft (block by D. Valentine),,66-66,,
7:50.0,,,66-66,,Defensive rebound by J. Grant
7:40.0,,,66-66,,Offensive charge foul by L. Markkanen (drawn by D. Howard)
7:40.0,,,66-66,,Turnover by L. Markkanen (offensive foul)
7:24.0,M. Williams makes 2-pt shot from 1 ft (assist by N. Batum),2,68-66,,
7:06.0,,,68-68,2,J. Grant makes 2-pt shot from 21 ft (assist by D. Valentine)
6:51.0,K. Walker makes 2-pt shot from 11 ft,2,70-68,,
6:37.0,Def 3 sec tech foul by D. Howard,,70-68,,
6:37.0,,,70-68,,L. Markkanen misses technical free throw
6:37.0,,,70-68,,Offensive rebound by Team
6:28.0,,,70-68,,Offensive foul by R. Lopez (drawn by M. Kidd-Gilchrist)
6:28.0,,,70-68,,Turnover by R. Lopez (offensive foul)
6:28.0,,,70-68,,C. Felicio enters the game for R. Lopez
6:10.0,M. Kidd-Gilchrist makes 2-pt shot from 10 ft (assist by M. Williams),2,72-68,,
5:52.0,,,72-68,,L. Markkanen misses 3-pt shot from 23 ft
5:52.0,Defensive rebound by N. Batum,,72-68,,
5:46.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by N. Batum),2,74-68,,
5:46.0,,,74-68,,Chicago full timeout
5:46.0,,,74-68,,Technical foul by R. Lopez
5:46.0,K. Walker makes technical free throw,1,75-68,,
5:46.0,D. Bacon enters the game for M. Kidd-Gilchrist,,75-68,,
5:26.0,,,75-70,2,J. Grant makes 2-pt shot from 19 ft
5:02.0,N. Batum misses 3-pt shot from 24 ft,,75-70,,
5:02.0,,,75-70,,Defensive rebound by D. Valentine
4:47.0,,,75-73,3,D. Valentine makes 3-pt shot from 25 ft (assist by L. Markkanen)
4:32.0,,,75-73,,K. Dunn enters the game for J. Grant
4:32.0,J. Lamb enters the game for N. Batum,,75-73,,
4:29.0,Shooting foul by D. Valentine (drawn by D. Howard),,75-73,,
4:29.0,D. Howard misses free throw 1 of 2,,75-73,,
4:29.0,Offensive rebound by Team,,75-73,,
4:29.0,D. Howard makes free throw 2 of 2,1,76-73,,
4:18.0,,,76-76,3,K. Dunn makes 3-pt shot from 23 ft (assist by D. Valentine)
3:59.0,M. Williams makes 3-pt shot from 23 ft (assist by D. Bacon),3,79-76,,
3:37.0,,,79-76,,D. Valentine misses 2-pt shot from 21 ft
3:34.0,,,79-76,,Offensive rebound by C. Felicio
3:22.0,,,79-76,,D. Valentine misses 3-pt shot from 23 ft
3:19.0,Defensive rebound by J. Lamb,,79-76,,
3:04.0,D. Howard makes 2-pt shot at rim,2,81-76,,
2:55.0,,,81-78,2,C. Felicio makes 2-pt shot from 1 ft
2:55.0,Violation by D. Howard (def goaltending),,81-78,,
2:55.0,,,81-78,,Shooting foul by D. Howard (drawn by C. Felicio)
2:55.0,C. Zeller enters the game for D. Howard,,81-78,,
2:55.0,,,81-79,1,C. Felicio makes free throw 1 of 1
2:37.0,M. Williams makes 3-pt shot from 23 ft (assist by K. Walker),3,84-79,,
2:24.0,,,84-79,,Turnover by D. Valentine (lost ball; steal by J. Lamb)
2:23.0,Offensive charge foul by J. Lamb (drawn by D. Valentine),,84-79,,
2:23.0,Turnover by J. Lamb (offensive foul),,84-79,,
2:23.0,,,84-79,,B. Portis enters the game for L. Markkanen
2:23.0,,,84-79,,Q. Pondexter enters the game for D. Valentine
2:23.0,F. Kaminsky enters the game for M. Williams,,84-79,,
2:14.0,Personal foul by C. Zeller (drawn by J. Holiday),,84-79,,
2:02.0,,,84-79,,B. Portis misses 3-pt shot from 25 ft
1:58.0,,,84-79,,Offensive rebound by J. Holiday
1:48.0,,,84-81,2,B. Portis makes 2-pt shot from 7 ft (assist by K. Dunn)
1:31.0,D. Bacon makes 2-pt shot from 20 ft (assist by F. Kaminsky),2,86-81,,
1:17.0,,,86-83,2,J. Holiday makes 2-pt shot from 20 ft (assist by C. Felicio)
0:59.0,D. Bacon misses 2-pt shot from 22 ft,,86-83,,
0:56.0,,,86-83,,Defensive rebound by K. Dunn
0:48.0,,,86-83,,K. Dunn misses 2-pt shot from 11 ft
0:46.0,Defensive rebound by J. Lamb,,86-83,,
0:41.0,K. Walker makes 3-pt shot from 24 ft (assist by D. Bacon),3,89-83,,
0:27.0,,,89-83,,Q. Pondexter misses 2-pt shot from 2 ft (block by C. Zeller)
0:23.0,Defensive rebound by C. Zeller,,89-83,,
0:22.0,K. Walker makes 3-pt shot from 26 ft (assist by C. Zeller),3,92-83,,
0:02.0,,,92-83,,K. Dunn misses 2-pt shot from 18 ft
0:02.0,Defensive rebound by J. Lamb,,92-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,92-86,3,B. Portis makes 3-pt shot from 22 ft (assist by K. Dunn)
11:20.0,J. Lamb misses 2-pt shot from 4 ft,,92-86,,
11:20.0,,,92-86,,Defensive rebound by C. Felicio
11:20.0,Personal foul by J. Lamb (drawn by C. Felicio),,92-86,,
11:07.0,,,92-86,,B. Portis misses 2-pt shot from 13 ft
11:03.0,Defensive rebound by C. Zeller,,92-86,,
10:47.0,Shooting foul by Q. Pondexter (drawn by F. Kaminsky),,92-86,,
10:47.0,F. Kaminsky makes free throw 1 of 2,1,93-86,,
10:47.0,F. Kaminsky makes free throw 2 of 2,1,94-86,,
10:32.0,,,94-89,3,B. Portis makes 3-pt shot from 25 ft (assist by K. Dunn)
10:10.0,F. Kaminsky misses 3-pt shot from 25 ft,,94-89,,
10:06.0,,,94-89,,Defensive rebound by Q. Pondexter
10:01.0,,,94-91,2,K. Dunn makes 2-pt shot from 20 ft
9:42.0,Turnover by F. Kaminsky (bad pass; steal by C. Felicio),,94-91,,
9:37.0,,,94-91,,B. Portis misses 3-pt shot from 25 ft
9:34.0,Defensive rebound by D. Bacon,,94-91,,
9:28.0,J. Lamb misses 2-pt shot from 17 ft,,94-91,,
9:25.0,,,94-91,,Defensive rebound by A. Blakeney
9:20.0,Personal foul by J. Lamb (drawn by A. Blakeney),,94-91,,
9:06.0,,,94-91,,K. Dunn misses 2-pt shot from 2 ft (block by C. Zeller)
9:02.0,Defensive rebound by F. Kaminsky,,94-91,,
8:55.0,Shooting foul by Q. Pondexter (drawn by C. Zeller),,94-91,,
8:55.0,,,94-91,,Technical foul by Q. Pondexter
8:55.0,J. Lamb makes technical free throw,1,95-91,,
8:55.0,C. Zeller misses free throw 1 of 2,,95-91,,
8:55.0,Offensive rebound by Team,,95-91,,
8:55.0,C. Zeller makes free throw 2 of 2,1,96-91,,
8:40.0,,,96-93,2,C. Felicio makes 2-pt shot from 1 ft (assist by K. Dunn)
8:26.0,Personal foul by C. Zeller (drawn by K. Dunn),,96-93,,
8:26.0,Turnover by C. Zeller (turnover),,96-93,,
8:26.0,K. Walker enters the game for M. Monk,,96-93,,
8:18.0,,,96-93,,B. Portis misses 3-pt shot from 27 ft
8:14.0,Defensive rebound by J. Lamb,,96-93,,
8:07.0,,,96-93,,Personal foul by K. Dunn (drawn by K. Walker)
8:01.0,J. Lamb makes 2-pt shot from 11 ft,2,98-93,,
7:48.0,,,98-95,2,K. Dunn makes 2-pt shot from 12 ft
7:20.0,C. Zeller misses 2-pt shot from 2 ft (block by C. Felicio),,98-95,,
7:20.0,Offensive rebound by Team,,98-95,,
7:20.0,Turnover by Team (shot clock),,98-95,,
7:12.0,,,98-98,3,K. Dunn makes 3-pt shot from 26 ft
6:54.0,,,98-98,,Chicago full timeout
6:54.0,,,98-98,,J. Holiday enters the game for A. Blakeney
6:54.0,M. Kidd-Gilchrist enters the game for D. Bacon,,98-98,,
6:46.0,J. Lamb misses 2-pt shot from 2 ft,,98-98,,
6:44.0,,,98-98,,Defensive rebound by B. Portis
6:29.0,,,98-100,2,K. Dunn makes 2-pt shot from 22 ft
6:06.0,K. Walker makes 2-pt shot from 9 ft,2,100-100,,
5:58.0,,,100-100,,Shooting foul by C. Zeller (drawn by C. Felicio)
5:58.0,,,100-101,1,C. Felicio makes free throw 1 of 2
5:58.0,,,100-101,,D. Valentine enters the game for Q. Pondexter
5:58.0,N. Batum enters the game for J. Lamb,,100-101,,
5:58.0,D. Howard enters the game for C. Zeller,,100-101,,
5:58.0,,,100-102,1,C. Felicio makes free throw 2 of 2
5:42.0,,,100-102,,R. Lopez enters the game for C. Felicio
5:38.0,K. Walker misses 2-pt shot from 18 ft,,100-102,,
5:32.0,,,100-102,,Defensive rebound by J. Holiday
5:24.0,,,100-104,2,R. Lopez makes 2-pt shot from 5 ft (assist by K. Dunn)
5:04.0,N. Batum makes 2-pt shot from 20 ft (assist by M. Kidd-Gilchrist),2,102-104,,
4:43.0,,,102-104,,R. Lopez misses 2-pt shot from 22 ft
4:40.0,Defensive rebound by M. Kidd-Gilchrist,,102-104,,
4:27.0,Shooting foul by J. Holiday (drawn by N. Batum),,102-104,,
4:27.0,N. Batum makes free throw 1 of 2,1,103-104,,
4:27.0,,,103-104,,L. Markkanen enters the game for B. Portis
4:27.0,M. Williams enters the game for F. Kaminsky,,103-104,,
4:27.0,N. Batum makes free throw 2 of 2,1,104-104,,
4:15.0,,,104-104,,D. Valentine misses 2-pt shot from 15 ft
4:10.0,Defensive rebound by K. Walker,,104-104,,
4:04.0,Turnover by K. Walker (bad pass; steal by K. Dunn),,104-104,,
3:58.0,,,104-106,2,J. Holiday makes 2-pt shot from 1 ft (assist by L. Markkanen)
3:58.0,,,104-106,,Shooting foul by N. Batum (drawn by J. Holiday)
3:58.0,,,104-107,1,J. Holiday makes free throw 1 of 1
3:46.0,Shooting foul by K. Dunn (drawn by K. Walker),,104-107,,
3:46.0,K. Walker makes free throw 1 of 3,1,105-107,,
3:46.0,K. Walker makes free throw 2 of 3,1,106-107,,
3:46.0,K. Walker makes free throw 3 of 3,1,107-107,,
3:36.0,,,107-107,,L. Markkanen misses 3-pt shot from 25 ft
3:30.0,Defensive rebound by D. Howard,,107-107,,
3:14.0,K. Walker makes 2-pt shot from 20 ft,2,109-107,,
2:59.0,Charlotte full timeout,,109-107,,
