time,Dallas,pts.away,score,pts.home,New Orleans
7:25.0,M. Kleber makes 2-pt shot from 1 ft (assist by D. Smith),2,8-4,,
7:16.0,,,8-4,,D. Cousins misses 3-pt shot from 26 ft
7:13.0,Defensive rebound by D. Smith,,8-4,,
7:02.0,D. Nowitzki misses 2-pt shot from 13 ft,,8-4,,
6:52.0,Offensive rebound by D. Smith,,8-4,,
6:52.0,D. Smith makes 2-pt shot at rim,2,10-4,,
6:51.0,Personal foul by D. Nowitzki (drawn by D. Cousins),,10-4,,
6:51.0,,,10-4,,New Orleans full timeout
6:51.0,S. Mejri enters the game for D. Nowitzki,,10-4,,
6:34.0,,,10-4,,D. Cousins misses 2-pt shot from 1 ft
6:32.0,,,10-4,,Offensive rebound by D. Cousins
6:29.0,,,10-4,,R. Rondo misses 3-pt shot from 22 ft
6:24.0,Defensive rebound by D. Smith,,10-4,,
6:19.0,D. Smith makes 3-pt shot from 24 ft,3,13-4,,
6:05.0,,,13-4,,D. Cousins misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by W. Matthews,,13-4,,
5:56.0,S. Mejri makes 2-pt shot from 1 ft (assist by D. Smith),2,15-4,,
5:34.0,,,15-4,,A. Davis misses 2-pt shot from 19 ft
5:30.0,,,15-4,,Offensive rebound by D. Cousins
5:28.0,,,15-4,,D. Cousins misses 2-pt shot from 2 ft (block by S. Mejri)
5:28.0,,,15-4,,Offensive rebound by D. Cousins
5:23.0,,,15-6,2,D. Cousins makes 2-pt shot at rim
5:08.0,W. Matthews misses 2-pt shot from 13 ft (block by J. Holiday),,15-6,,
5:04.0,Offensive rebound by W. Matthews,,15-6,,
5:04.0,H. Barnes misses 3-pt shot from 25 ft,,15-6,,
5:03.0,Offensive rebound by Team,,15-6,,
5:02.0,Personal foul by S. Mejri (drawn by D. Cousins),,15-6,,
5:02.0,Turnover by S. Mejri (turnover),,15-6,,
5:02.0,,,15-6,,D. Miller enters the game for R. Rondo
4:47.0,,,15-6,,J. Holiday misses 2-pt shot at rim
4:47.0,,,15-6,,Offensive rebound by J. Holiday
4:44.0,Violation by M. Kleber (kicked ball),,15-6,,
4:42.0,Personal foul by M. Kleber (drawn by J. Holiday),,15-6,,
4:32.0,,,15-6,,E. Moore misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by D. Smith,,15-6,,
4:23.0,W. Matthews makes 3-pt shot from 23 ft (assist by D. Smith),3,18-6,,
4:10.0,,,18-8,2,D. Cousins makes 2-pt shot from 6 ft
4:00.0,Shooting foul by A. Davis (drawn by S. Mejri),,18-8,,
4:00.0,S. Mejri makes free throw 1 of 2,1,19-8,,
4:00.0,S. Mejri misses free throw 2 of 2,,19-8,,
3:57.0,,,19-8,,Defensive rebound by D. Cousins
3:51.0,,,19-8,,Shooting foul by S. Mejri (drawn by D. Cousins)
3:51.0,,,19-8,,D. Cousins misses free throw 1 of 2
3:51.0,,,19-8,,Offensive rebound by Team
3:51.0,,,19-8,,D. Cunningham enters the game for A. Davis
3:51.0,,,19-8,,I. Clark enters the game for E. Moore
3:51.0,Y. Ferrell enters the game for S. Mejri,,19-8,,
3:51.0,,,19-9,1,D. Cousins makes free throw 2 of 2
3:40.0,,,19-9,,Personal foul by I. Clark (drawn by M. Kleber)
3:30.0,H. Barnes makes 2-pt shot at rim (assist by D. Smith),2,21-9,,
3:20.0,,,21-9,,Shooting foul by D. Smith (drawn by D. Miller)
3:20.0,,,21-10,1,D. Miller makes free throw 1 of 3
3:20.0,,,21-11,1,D. Miller makes free throw 2 of 3
3:20.0,,,21-11,,D. Miller misses free throw 3 of 3
3:18.0,Defensive rebound by Y. Ferrell,,21-11,,
3:18.0,,,21-11,,Loose ball foul by D. Cousins (drawn by Y. Ferrell)
3:02.0,Turnover by D. Smith (traveling),,21-11,,
2:44.0,,,21-11,,D. Miller misses 3-pt shot from 24 ft
2:42.0,Defensive rebound by Y. Ferrell,,21-11,,
2:37.0,D. Smith makes 3-pt shot from 24 ft,3,24-11,,
2:14.0,,,24-13,2,D. Cousins makes 2-pt shot from 1 ft
2:14.0,Dallas full timeout,,24-13,,
2:14.0,D. Powell enters the game for D. Smith,,24-13,,
2:14.0,D. Nowitzki enters the game for W. Matthews,,24-13,,
2:14.0,D. Harris enters the game for H. Barnes,,24-13,,
2:14.0,J. Barea enters the game for M. Kleber,,24-13,,
2:02.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,26-13,,
1:39.0,,,26-15,2,J. Holiday makes 2-pt shot at rim
1:33.0,J. Barea makes 2-pt shot from 3 ft,2,28-15,,
1:33.0,,,28-15,,Away from play foul by D. Cunningham (drawn by D. Powell)
1:33.0,,,28-15,,J. Nelson enters the game for J. Holiday
1:33.0,D. Powell makes free throw 1 of 1,1,29-15,,
1:20.0,Personal foul by D. Powell (drawn by D. Cousins),,29-15,,
1:20.0,,,29-16,1,D. Cousins makes free throw 1 of 2
1:20.0,,,29-17,1,D. Cousins makes free throw 2 of 2
1:11.0,Turnover by J. Barea (bad pass; steal by D. Cousins),,29-17,,
1:08.0,,,29-19,2,J. Nelson makes 2-pt shot from 1 ft (assist by D. Cousins)
1:08.0,Violation by D. Powell (def goaltending),,29-19,,
0:51.0,Y. Ferrell makes 2-pt shot from 5 ft,2,31-19,,
0:41.0,,,31-19,,Turnover by D. Cousins (bad pass; steal by D. Powell)
0:34.0,D. Harris makes 3-pt shot from 25 ft,3,34-19,,
0:17.0,,,34-21,2,I. Clark makes 2-pt shot from 15 ft (assist by D. Cousins)
0:03.0,,,34-21,,Personal foul by D. Miller (drawn by D. Harris)
0:03.0,D. Harris makes free throw 1 of 2,1,35-21,,
0:03.0,,,35-21,,A. Davis enters the game for D. Cousins
0:03.0,M. Kleber enters the game for D. Nowitzki,,35-21,,
0:03.0,D. Harris makes free throw 2 of 2,1,36-21,,
0:00.0,,,36-21,,I. Clark misses 3-pt shot from 25 ft
0:00.0,,,36-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,36-23,2,A. Davis makes 2-pt shot from 2 ft (assist by I. Clark)
11:45.0,,,36-23,,Shooting foul by D. Powell (drawn by A. Davis)
11:45.0,,,36-23,,E. Moore enters the game for I. Clark
11:45.0,,,36-24,1,A. Davis makes free throw 1 of 1
11:29.0,D. Powell makes 2-pt shot from 1 ft (assist by D. Harris),2,38-24,,
11:18.0,,,38-24,,J. Nelson misses 2-pt shot from 14 ft
11:13.0,Defensive rebound by J. Barea,,38-24,,
11:01.0,D. Powell makes 2-pt shot from 16 ft (assist by Y. Ferrell),2,40-24,,
10:51.0,,,40-24,,A. Davis misses 3-pt shot from 24 ft
10:46.0,Defensive rebound by D. Nowitzki,,40-24,,
10:44.0,Turnover by J. Barea (bad pass),,40-24,,
10:44.0,,,40-24,,D. Cousins enters the game for D. Cunningham
10:29.0,,,40-24,,D. Miller misses 3-pt shot from 26 ft
10:26.0,Defensive rebound by D. Nowitzki,,40-24,,
10:19.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea),3,43-24,,
9:59.0,,,43-24,,A. Davis misses 2-pt shot from 3 ft (block by D. Nowitzki)
9:54.0,Defensive rebound by D. Harris,,43-24,,
9:51.0,D. Harris makes 3-pt shot from 26 ft (assist by J. Barea),3,46-24,,
9:44.0,,,46-24,,New Orleans full timeout
9:44.0,,,46-24,,I. Clark enters the game for D. Miller
9:37.0,,,46-24,,D. Cousins misses 3-pt shot from 25 ft
9:33.0,Defensive rebound by D. Powell,,46-24,,
9:16.0,Y. Ferrell misses 3-pt shot from 22 ft,,46-24,,
9:12.0,,,46-24,,Defensive rebound by E. Moore
9:08.0,,,46-26,2,A. Davis makes 2-pt shot from 9 ft (assist by E. Moore)
8:54.0,,,46-26,,Personal foul by D. Cousins (drawn by D. Powell)
8:43.0,Shooting foul by I. Clark (drawn by D. Powell),,46-26,,
8:43.0,D. Powell makes free throw 1 of 2,1,47-26,,
8:43.0,D. Powell makes free throw 2 of 2,1,48-26,,
8:37.0,,,48-26,,Shooting foul by D. Powell (drawn by A. Davis)
8:37.0,,,48-27,1,A. Davis makes free throw 1 of 2
8:37.0,S. Mejri enters the game for D. Powell,,48-27,,
8:37.0,H. Barnes enters the game for D. Nowitzki,,48-27,,
8:37.0,,,48-28,1,A. Davis makes free throw 2 of 2
8:22.0,J. Barea makes 3-pt shot from 25 ft (assist by S. Mejri),3,51-28,,
8:05.0,,,51-30,2,D. Cousins makes 2-pt shot from 17 ft (assist by I. Clark)
7:46.0,D. Harris makes 3-pt shot from 26 ft (assist by Y. Ferrell),3,54-30,,
7:30.0,,,54-30,,Turnover by D. Cousins (bad pass)
7:30.0,D. Smith enters the game for D. Harris,,54-30,,
7:15.0,S. Mejri makes 2-pt shot from 1 ft (assist by J. Barea),2,56-30,,
7:06.0,,,56-33,3,D. Cousins makes 3-pt shot from 26 ft (assist by J. Nelson)
6:47.0,Turnover by D. Smith (bad pass; steal by A. Davis),,56-33,,
6:44.0,,,56-35,2,E. Moore makes 2-pt shot from 1 ft (assist by A. Davis)
6:44.0,Dallas full timeout,,56-35,,
6:44.0,,,56-35,,J. Holiday enters the game for J. Nelson
6:28.0,H. Barnes misses 2-pt shot from 21 ft,,56-35,,
6:24.0,,,56-35,,Defensive rebound by D. Cousins
6:23.0,,,56-35,,Turnover by D. Cousins (bad pass)
6:12.0,J. Barea misses 2-pt shot from 1 ft,,56-35,,
6:10.0,,,56-35,,Defensive rebound by D. Cousins
6:04.0,,,56-37,2,J. Holiday makes 2-pt shot from 13 ft
5:37.0,H. Barnes makes 2-pt shot from 2 ft,2,58-37,,
5:24.0,,,58-40,3,D. Cousins makes 3-pt shot from 26 ft (assist by J. Holiday)
5:10.0,D. Smith makes 3-pt shot from 24 ft,3,61-40,,
5:03.0,,,61-40,,Turnover by J. Holiday (turnover)
5:03.0,W. Matthews enters the game for J. Barea,,61-40,,
4:49.0,,,61-40,,Personal foul by A. Davis (drawn by H. Barnes)
4:33.0,W. Matthews makes 2-pt shot from 6 ft,2,63-40,,
4:24.0,Def 3 sec tech foul by S. Mejri,,63-40,,
4:24.0,,,63-40,,I. Clark misses technical free throw
4:24.0,,,63-40,,Offensive rebound by Team
4:13.0,,,63-43,3,E. Moore makes 3-pt shot from 23 ft (assist by D. Cousins)
3:57.0,Y. Ferrell misses 2-pt shot from 18 ft,,63-43,,
3:56.0,,,63-43,,Defensive rebound by D. Cousins
3:56.0,Personal foul by S. Mejri (drawn by D. Cousins),,63-43,,
3:56.0,M. Kleber enters the game for S. Mejri,,63-43,,
3:45.0,,,63-46,3,D. Cousins makes 3-pt shot from 25 ft (assist by E. Moore)
3:30.0,,,63-46,,Personal foul by E. Moore (drawn by D. Smith)
3:30.0,,,63-46,,R. Rondo enters the game for I. Clark
3:30.0,D. Harris enters the game for Y. Ferrell,,63-46,,
3:23.0,Turnover by D. Smith (lost ball; steal by R. Rondo),,63-46,,
3:16.0,,,63-48,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
3:15.0,Dallas full timeout,,63-48,,
3:02.0,D. Smith misses 3-pt shot from 25 ft,,63-48,,
2:59.0,,,63-48,,Defensive rebound by D. Cousins
2:53.0,,,63-50,2,A. Davis makes 2-pt shot at rim (assist by D. Cousins)
2:34.0,W. Matthews makes 2-pt shot from 6 ft,2,65-50,,
2:27.0,,,65-50,,E. Moore misses 2-pt shot from 22 ft
2:27.0,Defensive rebound by D. Smith,,65-50,,
2:20.0,D. Harris makes 3-pt shot from 25 ft (assist by D. Smith),3,68-50,,
2:02.0,,,68-52,2,A. Davis makes 2-pt shot from 14 ft (assist by R. Rondo)
1:46.0,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith),3,71-52,,
1:29.0,,,71-54,2,R. Rondo makes 2-pt shot at rim
1:18.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Smith),3,74-54,,
1:02.0,,,74-56,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
0:47.0,W. Matthews makes 3-pt shot from 26 ft (assist by D. Smith),3,77-56,,
0:31.0,,,77-58,2,J. Holiday makes 2-pt shot from 4 ft
0:22.0,Turnover by D. Smith (turnover),,77-58,,
0:05.0,,,77-58,,Shooting foul by W. Matthews (drawn by J. Holiday)
0:05.0,,,77-59,1,J. Holiday makes free throw 2 of 2
0:05.0,,,77-60,1,J. Holiday makes free throw 1 of 2
0:05.0,,,77-60,,D. Miller enters the game for D. Cousins
0:05.0,,,77-60,,D. Cunningham enters the game for A. Davis
0:05.0,D. Nowitzki enters the game for M. Kleber,,77-60,,
0:00.0,D. Harris misses 3-pt shot from 25 ft,,77-60,,
0:00.0,Offensive rebound by Team,,77-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,77-63,3,J. Holiday makes 3-pt shot from 23 ft (assist by R. Rondo)
11:19.0,D. Smith makes 3-pt shot from 25 ft (assist by W. Matthews),3,80-63,,
11:01.0,,,80-63,,R. Rondo misses 3-pt shot from 26 ft
10:55.0,Defensive rebound by D. Nowitzki,,80-63,,
10:53.0,Turnover by D. Smith (bad pass; steal by E. Moore),,80-63,,
10:41.0,,,80-63,,A. Davis misses 2-pt shot from 3 ft
10:38.0,Defensive rebound by D. Nowitzki,,80-63,,
10:21.0,W. Matthews misses 3-pt shot from 25 ft,,80-63,,
10:18.0,,,80-63,,Defensive rebound by D. Cousins
10:14.0,,,80-63,,J. Holiday misses 3-pt shot from 25 ft
10:11.0,Defensive rebound by M. Kleber,,80-63,,
10:11.0,,,80-63,,Personal foul by R. Rondo (drawn by M. Kleber)
10:05.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by D. Smith),3,83-63,,
9:50.0,,,83-65,2,E. Moore makes 2-pt shot from 1 ft (assist by R. Rondo)
9:50.0,,,83-65,,Shooting foul by D. Nowitzki (drawn by E. Moore)
9:50.0,,,83-66,1,E. Moore makes free throw 1 of 1
9:43.0,D. Smith misses 3-pt shot from 26 ft,,83-66,,
9:39.0,,,83-66,,Defensive rebound by J. Holiday
9:34.0,,,83-68,2,E. Moore makes 2-pt shot from 8 ft
9:18.0,H. Barnes makes 2-pt shot from 9 ft,2,85-68,,
9:09.0,,,85-68,,R. Rondo misses 2-pt shot from 1 ft
9:07.0,Defensive rebound by D. Nowitzki,,85-68,,
8:56.0,Shooting foul by R. Rondo (drawn by M. Kleber),,85-68,,
8:56.0,M. Kleber misses free throw 1 of 2,,85-68,,
8:56.0,Offensive rebound by Team,,85-68,,
8:56.0,M. Kleber makes free throw 2 of 2,1,86-68,,
8:43.0,,,86-68,,Shooting foul by D. Nowitzki (drawn by D. Cousins)
8:43.0,,,86-69,1,D. Cousins makes free throw 1 of 2
8:43.0,S. Mejri enters the game for D. Nowitzki,,86-69,,
8:43.0,,,86-70,1,D. Cousins makes free throw 2 of 2
8:26.0,M. Kleber misses 3-pt shot from 27 ft,,86-70,,
8:23.0,,,86-70,,Defensive rebound by D. Cousins
8:16.0,Shooting block foul by M. Kleber (drawn by D. Cousins),,86-70,,
8:16.0,,,86-71,1,D. Cousins makes free throw 1 of 2
8:16.0,,,86-72,1,D. Cousins makes free throw 2 of 2
7:56.0,D. Smith misses 2-pt shot from 2 ft,,86-72,,
7:54.0,,,86-72,,Defensive rebound by D. Cousins
7:48.0,,,86-72,,E. Moore misses 3-pt shot from 24 ft
7:44.0,Defensive rebound by S. Mejri,,86-72,,
7:37.0,D. Smith makes 3-pt shot from 25 ft,3,89-72,,
7:16.0,,,89-72,,D. Cousins misses 2-pt shot from 2 ft
7:14.0,Defensive rebound by H. Barnes,,89-72,,
7:09.0,H. Barnes misses 3-pt shot from 24 ft,,89-72,,
7:05.0,,,89-72,,Defensive rebound by R. Rondo
7:02.0,,,89-74,2,E. Moore makes 2-pt shot from 1 ft (assist by R. Rondo)
7:02.0,Dallas full timeout,,89-74,,
6:50.0,H. Barnes makes 3-pt shot from 26 ft (assist by W. Matthews),3,92-74,,
6:33.0,,,92-76,2,R. Rondo makes 2-pt shot from 11 ft
6:16.0,S. Mejri makes 2-pt shot from 2 ft (assist by D. Smith),2,94-76,,
6:06.0,,,94-79,3,J. Holiday makes 3-pt shot from 27 ft (assist by D. Cousins)
5:43.0,H. Barnes makes 2-pt shot from 1 ft,2,96-79,,
5:30.0,,,96-81,2,A. Davis makes 2-pt shot from 10 ft (assist by R. Rondo)
5:30.0,,,96-81,,Shooting foul by M. Kleber (drawn by A. Davis)
5:30.0,,,96-82,1,A. Davis makes free throw 1 of 1
5:12.0,Turnover by H. Barnes (turnover),,96-82,,
5:07.0,,,96-82,,D. Cousins misses 3-pt shot from 25 ft
5:02.0,Defensive rebound by H. Barnes,,96-82,,
4:48.0,H. Barnes misses 3-pt shot from 26 ft,,96-82,,
4:45.0,,,96-82,,Defensive rebound by R. Rondo
4:42.0,Personal foul by W. Matthews (drawn by E. Moore),,96-82,,
4:42.0,,,96-83,1,E. Moore makes free throw 1 of 2
4:42.0,J. Barea enters the game for D. Smith,,96-83,,
4:42.0,,,96-84,1,E. Moore makes free throw 2 of 2
4:42.0,D. Harris enters the game for M. Kleber,,96-84,,
4:16.0,D. Harris makes 3-pt shot from 26 ft (assist by J. Barea),3,99-84,,
4:08.0,,,99-84,,A. Davis misses 2-pt shot from 10 ft (block by S. Mejri)
4:04.0,Defensive rebound by H. Barnes,,99-84,,
3:53.0,H. Barnes makes 2-pt shot from 2 ft,2,101-84,,
3:39.0,,,101-86,2,D. Cousins makes 2-pt shot from 12 ft
3:21.0,Turnover by J. Barea (bad pass; steal by R. Rondo),,101-86,,
3:16.0,,,101-88,2,R. Rondo makes 2-pt shot from 1 ft
2:57.0,W. Matthews misses 3-pt shot from 26 ft,,101-88,,
2:57.0,,,101-88,,Defensive rebound by D. Cousins
2:53.0,,,101-88,,Turnover by D. Cousins (bad pass; steal by W. Matthews)
2:47.0,,,101-88,,Personal foul by D. Cousins (drawn by H. Barnes)
2:47.0,,,101-88,,New Orleans full timeout
2:47.0,,,101-88,,J. Nelson enters the game for D. Cousins
2:47.0,,,101-88,,D. Miller enters the game for R. Rondo
2:47.0,,,101-88,,D. Cunningham enters the game for E. Moore
2:47.0,D. Powell enters the game for W. Matthews,,101-88,,
2:47.0,Y. Ferrell enters the game for S. Mejri,,101-88,,
2:30.0,Turnover by Y. Ferrell (bad pass; steal by A. Davis),,101-88,,
2:21.0,,,101-90,2,A. Davis makes 2-pt shot from 12 ft (assist by J. Holiday)
2:13.0,Shooting foul by J. Nelson (drawn by J. Barea),,101-90,,
2:13.0,J. Barea misses free throw 1 of 2,,101-90,,
2:13.0,Offensive rebound by Team,,101-90,,
2:13.0,D. Nowitzki enters the game for H. Barnes,,101-90,,
2:13.0,J. Barea makes free throw 2 of 2,1,102-90,,
2:02.0,,,102-90,,Turnover by A. Davis (lost ball; steal by J. Barea)
1:57.0,J. Barea makes 2-pt shot from 1 ft,2,104-90,,
1:38.0,,,104-90,,Shooting foul by Y. Ferrell (drawn by J. Holiday)
1:38.0,,,104-91,1,J. Holiday makes free throw 1 of 2
1:38.0,,,104-92,1,J. Holiday makes free throw 2 of 2
1:21.0,D. Harris misses 3-pt shot from 28 ft,,104-92,,
1:18.0,,,104-92,,Defensive rebound by A. Davis
1:12.0,,,104-94,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
1:01.0,Shooting foul by J. Nelson (drawn by D. Powell),,104-94,,
1:01.0,D. Powell makes free throw 1 of 2,1,105-94,,
1:01.0,D. Powell makes free throw 2 of 2,1,106-94,,
0:54.0,,,106-97,3,J. Holiday makes 3-pt shot from 25 ft (assist by A. Davis)
0:39.0,D. Nowitzki makes 3-pt shot from 26 ft (assist by J. Barea),3,109-97,,
0:31.0,,,109-99,2,J. Nelson makes 2-pt shot from 1 ft
0:08.0,J. Barea misses 3-pt shot from 28 ft,,109-99,,
0:07.0,Offensive rebound by Team,,109-99,,
0:07.0,Turnover by Team (shot clock),,109-99,,
0:07.0,M. Kleber enters the game for D. Nowitzki,,109-99,,
0:00.0,,,109-101,2,J. Holiday makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,109-101,,Personal foul by D. Miller (drawn by D. Harris)
11:37.0,D. Harris misses 2-pt shot from 2 ft,,109-101,,
11:35.0,,,109-101,,Defensive rebound by J. Nelson
11:19.0,,,109-101,,D. Cousins misses 2-pt shot from 1 ft
11:19.0,Defensive rebound by D. Nowitzki,,109-101,,
11:09.0,D. Nowitzki misses 3-pt shot from 24 ft,,109-101,,
11:05.0,,,109-101,,Defensive rebound by D. Cousins
10:58.0,,,109-101,,Shooting foul by D. Harris (drawn by J. Holiday)
10:58.0,,,109-101,,J. Holiday misses free throw 1 of 3
10:58.0,,,109-101,,Offensive rebound by Team
10:58.0,,,109-102,1,J. Holiday makes free throw 2 of 3
10:58.0,,,109-103,1,J. Holiday makes free throw 3 of 3
10:47.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,111-103,,
10:36.0,Personal foul by Y. Ferrell (drawn by D. Miller),,111-103,,
10:26.0,,,111-103,,D. Cousins misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by D. Powell,,111-103,,
10:06.0,J. Barea misses 2-pt shot from 2 ft (block by D. Cousins),,111-103,,
10:06.0,Offensive rebound by Team,,111-103,,
10:06.0,,,111-103,,A. Davis enters the game for J. Holiday
10:06.0,,,111-103,,I. Clark enters the game for D. Cunningham
9:59.0,Turnover by Team (shot clock),,111-103,,
9:40.0,,,111-103,,A. Davis misses 3-pt shot from 22 ft
9:37.0,Defensive rebound by D. Harris,,111-103,,
9:31.0,Y. Ferrell makes 2-pt shot from 17 ft (assist by J. Barea),2,113-103,,
9:09.0,,,113-103,,A. Davis misses 2-pt shot from 15 ft
9:06.0,Defensive rebound by D. Nowitzki,,113-103,,
8:54.0,D. Nowitzki misses 2-pt shot from 16 ft,,113-103,,
8:50.0,,,113-103,,Defensive rebound by D. Cousins
8:41.0,,,113-103,,A. Davis misses 3-pt shot from 26 ft
8:37.0,Defensive rebound by D. Harris,,113-103,,
8:14.0,Shooting foul by D. Cousins (drawn by D. Powell),,113-103,,
8:14.0,D. Powell makes free throw 1 of 2,1,114-103,,
8:14.0,,,114-103,,J. Holiday enters the game for D. Miller
8:14.0,H. Barnes enters the game for D. Nowitzki,,114-103,,
8:14.0,D. Powell makes free throw 2 of 2,1,115-103,,
7:54.0,,,115-105,2,J. Nelson makes 2-pt shot from 22 ft (assist by I. Clark)
7:44.0,J. Barea misses 2-pt shot from 17 ft,,115-105,,
7:41.0,,,115-105,,Defensive rebound by D. Cousins
7:19.0,,,115-107,2,D. Cousins makes 2-pt shot from 2 ft
7:02.0,H. Barnes misses 3-pt shot from 25 ft,,115-107,,
6:58.0,Offensive rebound by J. Barea,,115-107,,
6:56.0,Y. Ferrell makes 3-pt shot from 26 ft (assist by J. Barea),3,118-107,,
6:48.0,Personal foul by D. Powell (drawn by D. Cousins),,118-107,,
6:48.0,,,118-107,,New Orleans full timeout
6:48.0,D. Smith enters the game for D. Harris,,118-107,,
6:32.0,,,118-107,,I. Clark misses 3-pt shot from 23 ft
6:27.0,Defensive rebound by D. Smith,,118-107,,
6:11.0,Y. Ferrell misses 2-pt shot from 9 ft,,118-107,,
6:06.0,,,118-107,,Defensive rebound by A. Davis
5:59.0,,,118-107,,J. Holiday misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by D. Powell,,118-107,,
5:48.0,Turnover by J. Barea (bad pass; steal by D. Cousins),,118-107,,
5:38.0,Personal foul by J. Barea (drawn by A. Davis),,118-107,,
5:38.0,,,118-107,,E. Moore enters the game for I. Clark
5:38.0,W. Matthews enters the game for J. Barea,,118-107,,
5:38.0,S. Mejri enters the game for D. Powell,,118-107,,
5:30.0,,,118-107,,A. Davis misses 2-pt shot from 17 ft
5:26.0,Defensive rebound by D. Smith,,118-107,,
5:20.0,S. Mejri misses 2-pt shot from 1 ft,,118-107,,
5:17.0,,,118-107,,Defensive rebound by A. Davis
5:15.0,Personal foul by W. Matthews (drawn by E. Moore),,118-107,,
5:15.0,,,118-107,,New Orleans full timeout
5:15.0,,,118-108,1,E. Moore makes free throw 1 of 2
5:15.0,,,118-109,1,E. Moore makes free throw 2 of 2
5:00.0,H. Barnes misses 2-pt shot from 11 ft,,118-109,,
4:56.0,,,118-109,,Defensive rebound by A. Davis
4:48.0,Personal foul by H. Barnes (drawn by A. Davis),,118-109,,
4:48.0,,,118-110,1,A. Davis makes free throw 1 of 2
4:48.0,D. Nowitzki enters the game for S. Mejri,,118-110,,
4:48.0,,,118-111,1,A. Davis makes free throw 2 of 2
4:25.0,H. Barnes misses 2-pt shot from 3 ft (block by D. Cousins),,118-111,,
4:19.0,Offensive rebound by H. Barnes,,118-111,,
4:17.0,H. Barnes misses 2-pt shot from 2 ft (block by D. Cousins),,118-111,,
4:12.0,,,118-111,,Defensive rebound by Team
4:06.0,,,118-113,2,A. Davis makes 2-pt shot from 10 ft (assist by D. Cousins)
3:50.0,H. Barnes misses 2-pt shot from 5 ft,,118-113,,
3:47.0,,,118-113,,Defensive rebound by D. Cousins
3:39.0,,,118-115,2,A. Davis makes 2-pt shot from 15 ft (assist by D. Cousins)
