time,Milwaukee,pts.away,score,pts.home,Orlando
4:31.0,,,40-45,1,W. Iwundu makes free throw 1 of 2
4:31.0,,,40-45,,J. Simmons enters the game for M. Hezonja
4:31.0,G. Antetokounmpo enters the game for S. Kilpatrick,,40-45,,
4:31.0,,,40-46,1,W. Iwundu makes free throw 2 of 2
4:23.0,,,40-46,,Shooting block foul by W. Iwundu (drawn by G. Antetokounmpo)
4:23.0,G. Antetokounmpo makes free throw 1 of 2,1,41-46,,
4:23.0,,,41-46,,M. Hezonja enters the game for S. Mack
4:23.0,,,41-46,,D. Augustin enters the game for K. Birch
4:23.0,,,41-46,,B. Biyombo enters the game for W. Iwundu
4:23.0,T. Zeller enters the game for T. Maker,,41-46,,
4:23.0,G. Antetokounmpo misses free throw 2 of 2,,41-46,,
4:20.0,,,41-46,,Defensive rebound by A. Afflalo
4:08.0,,,41-48,2,M. Hezonja makes 2-pt shot from 2 ft (assist by D. Augustin)
3:58.0,K. Middleton misses 2-pt shot from 15 ft,,41-48,,
3:56.0,,,41-48,,Defensive rebound by B. Biyombo
3:47.0,,,41-48,,B. Biyombo misses 2-pt shot from 8 ft
3:43.0,Defensive rebound by K. Middleton,,41-48,,
3:35.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by B. Biyombo),,41-48,,
3:33.0,,,41-48,,Defensive rebound by D. Augustin
3:31.0,Personal foul by K. Middleton (drawn by D. Augustin),,41-48,,
3:31.0,,,41-49,1,D. Augustin makes free throw 1 of 2
3:31.0,,,41-50,1,D. Augustin makes free throw 2 of 2
3:19.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by T. Snell),2,43-50,,
3:19.0,,,43-50,,Orlando full timeout
3:19.0,,,43-50,,E. Fournier enters the game for A. Afflalo
3:05.0,,,43-50,,J. Simmons misses 3-pt shot from 23 ft
3:01.0,Defensive rebound by G. Antetokounmpo,,43-50,,
2:55.0,E. Bledsoe makes 2-pt shot from 15 ft (assist by G. Antetokounmpo),2,45-50,,
2:39.0,,,45-50,,Turnover by E. Fournier (lost ball; steal by E. Bledsoe)
2:34.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,47-50,,
2:16.0,,,47-50,,D. Augustin misses 2-pt shot from 15 ft
2:16.0,Defensive rebound by G. Antetokounmpo,,47-50,,
2:09.0,Turnover by G. Antetokounmpo (bad pass; steal by M. Hezonja),,47-50,,
1:59.0,,,47-50,,Turnover by E. Fournier (traveling)
1:44.0,E. Bledsoe misses 2-pt shot from 16 ft,,47-50,,
1:41.0,,,47-50,,Defensive rebound by M. Hezonja
1:32.0,,,47-50,,D. Augustin misses 3-pt shot from 26 ft
1:28.0,Defensive rebound by E. Bledsoe,,47-50,,
1:23.0,K. Middleton misses 2-pt shot from 3 ft (block by E. Fournier),,47-50,,
1:14.0,Offensive rebound by Team,,47-50,,
1:13.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,47-50,,
1:13.0,,,47-50,,Defensive rebound by J. Simmons
1:05.0,,,47-52,2,B. Biyombo makes 2-pt shot from 2 ft (assist by J. Simmons)
0:41.0,G. Antetokounmpo misses 2-pt shot from 13 ft,,47-52,,
0:38.0,,,47-52,,Defensive rebound by B. Biyombo
0:20.0,,,47-54,2,D. Augustin makes 2-pt shot from 1 ft (assist by J. Simmons)
0:04.0,K. Middleton makes 3-pt shot from 26 ft,3,50-54,,
0:00.0,,,50-54,,J. Simmons misses 3-pt shot from 27 ft
0:00.0,,,50-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,50-54,,J. Simmons misses 2-pt shot from 17 ft
11:39.0,Defensive rebound by T. Snell,,50-54,,
11:26.0,T. Maker makes 3-pt shot from 26 ft (assist by G. Antetokounmpo),3,53-54,,
11:10.0,,,53-54,,M. Hezonja misses 2-pt shot from 15 ft
11:06.0,Defensive rebound by E. Bledsoe,,53-54,,
11:03.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,55-54,,
10:41.0,,,55-56,2,J. Simmons makes 2-pt shot from 6 ft
10:22.0,T. Maker misses 3-pt shot from 27 ft,,55-56,,
10:21.0,,,55-56,,Defensive rebound by Team
10:21.0,Loose ball foul by G. Antetokounmpo (drawn by D. Augustin),,55-56,,
10:06.0,,,55-56,,E. Fournier misses 2-pt shot from 2 ft
10:06.0,,,55-56,,Offensive rebound by B. Biyombo
10:02.0,,,55-56,,B. Biyombo misses 2-pt shot at rim
10:01.0,Defensive rebound by K. Middleton,,55-56,,
9:51.0,G. Antetokounmpo makes 2-pt shot from 19 ft,2,57-56,,
9:26.0,,,57-56,,D. Augustin misses 3-pt shot from 24 ft
9:23.0,,,57-56,,Offensive rebound by E. Fournier
9:21.0,,,57-58,2,E. Fournier makes 2-pt shot from 1 ft
8:57.0,T. Maker makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,59-58,,
8:44.0,,,59-60,2,D. Augustin makes 2-pt shot from 2 ft
8:36.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,61-60,,
8:17.0,,,61-62,2,E. Fournier makes 2-pt shot from 3 ft (assist by B. Biyombo)
8:04.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton),2,63-62,,
8:04.0,,,63-62,,Orlando full timeout
8:04.0,,,63-62,,K. Birch enters the game for M. Hezonja
7:49.0,,,63-62,,J. Simmons misses 2-pt shot from 7 ft
7:46.0,Defensive rebound by T. Maker,,63-62,,
7:31.0,G. Antetokounmpo misses 2-pt shot from 10 ft,,63-62,,
7:28.0,,,63-62,,Defensive rebound by B. Biyombo
7:19.0,,,63-62,,Shooting foul by K. Middleton (drawn by B. Biyombo)
7:19.0,,,63-63,1,B. Biyombo makes free throw 1 of 2
7:19.0,,,63-64,1,B. Biyombo makes free throw 2 of 2
6:55.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,63-64,,
6:50.0,Offensive rebound by G. Antetokounmpo,,63-64,,
6:41.0,E. Bledsoe makes 3-pt shot from 26 ft (assist by K. Middleton),3,66-64,,
6:20.0,,,66-64,,J. Simmons misses 3-pt shot from 27 ft
6:17.0,Defensive rebound by K. Middleton,,66-64,,
6:12.0,K. Middleton makes 2-pt shot from 19 ft,2,68-64,,
5:47.0,,,68-64,,Shooting foul by E. Bledsoe (drawn by D. Augustin)
5:47.0,,,68-65,1,D. Augustin makes free throw 1 of 3
5:47.0,,,68-66,1,D. Augustin makes free throw 2 of 3
5:47.0,,,68-67,1,D. Augustin makes free throw 3 of 3
5:39.0,Turnover by K. Middleton (bad pass; steal by K. Birch),,68-67,,
5:32.0,,,68-67,,D. Augustin misses 3-pt shot from 25 ft
5:27.0,Defensive rebound by K. Middleton,,68-67,,
5:24.0,T. Snell misses 3-pt shot from 26 ft,,68-67,,
5:20.0,,,68-67,,Defensive rebound by Team
5:20.0,S. Brown enters the game for T. Snell,,68-67,,
5:04.0,,,68-67,,E. Fournier misses 3-pt shot from 26 ft
4:59.0,,,68-67,,Offensive rebound by K. Birch
4:58.0,,,68-67,,K. Birch misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
4:58.0,Defensive rebound by K. Middleton,,68-67,,
4:51.0,K. Middleton misses 3-pt shot from 26 ft,,68-67,,
4:51.0,,,68-67,,Defensive rebound by B. Biyombo
4:36.0,,,68-67,,D. Augustin misses 3-pt shot from 25 ft
4:32.0,Defensive rebound by E. Bledsoe,,68-67,,
4:27.0,S. Brown misses 3-pt shot from 23 ft,,68-67,,
4:19.0,,,68-67,,Defensive rebound by B. Biyombo
4:10.0,,,68-67,,B. Biyombo misses 2-pt shot from 7 ft
4:09.0,,,68-67,,Offensive rebound by Team
4:09.0,,,68-67,,M. Speights enters the game for B. Biyombo
4:01.0,,,68-67,,E. Fournier misses 2-pt shot from 21 ft
3:57.0,Defensive rebound by G. Antetokounmpo,,68-67,,
3:49.0,Offensive foul by E. Bledsoe (drawn by D. Augustin),,68-67,,
3:49.0,Turnover by E. Bledsoe (offensive foul),,68-67,,
3:49.0,,,68-67,,W. Iwundu enters the game for E. Fournier
3:49.0,,,68-67,,S. Mack enters the game for D. Augustin
3:49.0,S. Kilpatrick enters the game for E. Bledsoe,,68-67,,
3:49.0,J. Terry enters the game for G. Antetokounmpo,,68-67,,
3:37.0,,,68-67,,S. Mack misses 3-pt shot from 24 ft
3:34.0,Defensive rebound by S. Brown,,68-67,,
3:19.0,S. Brown misses 2-pt shot at rim,,68-67,,
3:16.0,Offensive rebound by S. Brown,,68-67,,
3:15.0,T. Maker misses 3-pt shot from 22 ft,,68-67,,
3:11.0,,,68-67,,Defensive rebound by W. Iwundu
3:07.0,T. Zeller enters the game for T. Maker,,68-67,,
3:07.0,,,68-67,,M. Hezonja enters the game for K. Birch
2:57.0,,,68-69,2,J. Simmons makes 2-pt shot from 1 ft (assist by S. Mack)
2:43.0,Shooting foul by S. Mack (drawn by K. Middleton),,68-69,,
2:43.0,Milwaukee full timeout,,68-69,,
2:43.0,K. Middleton makes free throw 1 of 2,1,69-69,,
2:43.0,K. Middleton makes free throw 2 of 2,1,70-69,,
2:22.0,,,70-71,2,M. Hezonja makes 2-pt shot from 1 ft (assist by S. Mack)
2:05.0,J. Terry makes 3-pt shot from 26 ft (assist by T. Zeller),3,73-71,,
1:48.0,,,73-71,,Turnover by M. Hezonja (lost ball; steal by K. Middleton)
1:43.0,J. Terry makes 3-pt shot from 26 ft (assist by K. Middleton),3,76-71,,
1:19.0,,,76-71,,Shooting foul by K. Middleton (drawn by M. Hezonja)
1:19.0,,,76-72,1,M. Hezonja makes free throw 1 of 2
1:19.0,,,76-72,,A. Afflalo enters the game for J. Simmons
1:19.0,,,76-73,1,M. Hezonja makes free throw 2 of 2
1:10.0,Turnover by K. Middleton (bad pass; steal by M. Hezonja),,76-73,,
0:50.0,,,76-73,,M. Hezonja misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by T. Zeller,,76-73,,
0:43.0,S. Kilpatrick misses 2-pt shot from 3 ft,,76-73,,
0:39.0,Offensive rebound by S. Kilpatrick,,76-73,,
0:35.0,K. Middleton misses 3-pt shot from 26 ft,,76-73,,
0:31.0,Offensive rebound by S. Brown,,76-73,,
0:29.0,J. Terry misses 3-pt shot from 24 ft,,76-73,,
0:29.0,,,76-73,,Defensive rebound by W. Iwundu
0:25.0,Technical foul by K. Middleton,,76-73,,
0:25.0,,,76-74,1,M. Hezonja makes technical free throw
0:25.0,,,76-74,,J. Simmons enters the game for W. Iwundu
0:03.0,,,76-74,,J. Simmons misses 2-pt shot from 5 ft
0:01.0,Defensive rebound by S. Brown,,76-74,,
0:00.0,Shooting foul by J. Simmons (drawn by K. Middleton),,76-74,,
0:00.0,K. Middleton misses free throw 1 of 3,,76-74,,
0:00.0,Offensive rebound by Team,,76-74,,
0:00.0,K. Middleton makes free throw 2 of 3,1,77-74,,
0:00.0,K. Middleton makes free throw 3 of 3,1,78-74,,
0:00.0,,,78-74,,M. Speights misses 3-pt shot from 29 ft
0:00.0,,,78-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,S. Kilpatrick misses 3-pt shot from 26 ft,,78-74,,
11:41.0,Offensive rebound by S. Brown,,78-74,,
11:40.0,S. Brown misses 2-pt shot from 18 ft,,78-74,,
11:37.0,,,78-74,,Defensive rebound by S. Mack
11:31.0,,,78-74,,Turnover by S. Mack (traveling)
11:11.0,S. Kilpatrick misses 2-pt shot from 5 ft,,78-74,,
11:09.0,,,78-74,,Defensive rebound by A. Afflalo
10:58.0,,,78-76,2,M. Hezonja makes 2-pt shot from 8 ft (assist by S. Mack)
10:44.0,G. Antetokounmpo makes 2-pt shot from 22 ft,2,80-76,,
10:31.0,,,80-76,,A. Afflalo misses 3-pt shot from 23 ft
10:28.0,Defensive rebound by S. Kilpatrick,,80-76,,
10:22.0,,,80-76,,Personal block foul by M. Hezonja (drawn by G. Antetokounmpo)
10:12.0,G. Antetokounmpo misses 2-pt shot from 13 ft,,80-76,,
10:09.0,,,80-76,,Defensive rebound by K. Birch
9:50.0,,,80-76,,M. Hezonja misses 3-pt shot from 27 ft
9:45.0,Defensive rebound by J. Terry,,80-76,,
9:25.0,J. Terry makes 2-pt shot from 17 ft (assist by S. Brown),2,82-76,,
9:04.0,,,82-78,2,S. Mack makes 2-pt shot from 1 ft
8:54.0,S. Kilpatrick misses 3-pt shot from 24 ft,,82-78,,
8:52.0,,,82-78,,Defensive rebound by K. Birch
8:48.0,,,82-78,,S. Mack misses 3-pt shot from 26 ft
8:43.0,Defensive rebound by S. Kilpatrick,,82-78,,
8:39.0,T. Maker makes 2-pt shot at rim (assist by G. Antetokounmpo),2,84-78,,
8:15.0,,,84-78,,M. Hezonja misses 2-pt shot from 3 ft
8:13.0,Defensive rebound by T. Maker,,84-78,,
8:08.0,J. Terry makes 3-pt shot from 22 ft (assist by S. Kilpatrick),3,87-78,,
8:07.0,,,87-78,,Orlando full timeout
7:43.0,,,87-80,2,A. Afflalo makes 2-pt shot from 2 ft (assist by S. Mack)
7:28.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by S. Kilpatrick),2,89-80,,
7:13.0,,,89-82,2,M. Hezonja makes 2-pt shot from 8 ft (assist by S. Mack)
6:51.0,G. Antetokounmpo misses 2-pt shot from 14 ft (block by S. Mack),,89-82,,
6:51.0,,,89-82,,Defensive rebound by S. Mack
6:32.0,,,89-84,2,M. Hezonja makes 2-pt shot from 2 ft
6:06.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,89-84,,
6:04.0,,,89-84,,Defensive rebound by A. Afflalo
5:57.0,,,89-84,,Shooting foul by J. Terry (drawn by S. Mack)
5:57.0,,,89-85,1,S. Mack makes free throw 1 of 2
5:57.0,,,89-85,,E. Fournier enters the game for W. Iwundu
5:57.0,E. Bledsoe enters the game for J. Terry,,89-85,,
5:57.0,K. Middleton enters the game for S. Brown,,89-85,,
5:57.0,T. Zeller enters the game for T. Maker,,89-85,,
5:57.0,,,89-85,,S. Mack misses free throw 2 of 2
5:54.0,Defensive rebound by G. Antetokounmpo,,89-85,,
5:46.0,T. Zeller makes 2-pt shot from 1 ft (assist by S. Kilpatrick),2,91-85,,
5:33.0,,,91-87,2,K. Birch makes 2-pt shot from 2 ft (assist by S. Mack)
5:09.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton),2,93-87,,
4:58.0,,,93-87,,M. Hezonja misses 2-pt shot from 8 ft
4:55.0,,,93-87,,Offensive rebound by K. Birch
4:41.0,,,93-89,2,S. Mack makes 2-pt shot from 2 ft
4:41.0,Milwaukee full timeout,,93-89,,
4:41.0,,,93-89,,D. Augustin enters the game for A. Afflalo
4:41.0,T. Snell enters the game for S. Kilpatrick,,93-89,,
4:32.0,E. Bledsoe makes 3-pt shot from 26 ft,3,96-89,,
4:14.0,,,96-91,2,K. Birch makes 2-pt shot from 2 ft (assist by S. Mack)
4:02.0,Turnover by G. Antetokounmpo (step out of bounds),,96-91,,
3:47.0,,,96-91,,E. Fournier misses 2-pt shot from 1 ft (block by T. Zeller)
3:47.0,Defensive rebound by Team,,96-91,,
3:36.0,E. Bledsoe makes 2-pt shot from 20 ft,2,98-91,,
3:35.0,,,98-91,,Orlando full timeout
3:35.0,,,98-91,,J. Simmons enters the game for D. Augustin
3:19.0,,,98-93,2,E. Fournier makes 2-pt shot from 2 ft (assist by K. Birch)
3:04.0,K. Middleton makes 2-pt shot from 15 ft (assist by E. Bledsoe),2,100-93,,
2:47.0,,,100-95,2,J. Simmons makes 2-pt shot from 8 ft
2:23.0,Turnover by E. Bledsoe (lost ball; steal by S. Mack),,100-95,,
2:19.0,,,100-97,2,E. Fournier makes 2-pt shot from 2 ft
2:00.0,G. Antetokounmpo makes 2-pt shot from 6 ft (assist by K. Middleton),2,102-97,,
1:49.0,,,102-100,3,J. Simmons makes 3-pt shot from 26 ft
1:38.0,K. Middleton makes 2-pt shot from 17 ft,2,104-100,,
1:21.0,Personal foul by K. Middleton (drawn by E. Fournier),,104-100,,
