time,Washington,pts.away,score,pts.home,Brooklyn
8:15.0,,,9-4,,R. Hollis-Jefferson misses 3-pt shot from 25 ft
8:10.0,Defensive rebound by M. Gortat,,9-4,,
8:01.0,B. Beal misses 2-pt shot from 12 ft,,9-4,,
7:57.0,Offensive rebound by B. Beal,,9-4,,
7:54.0,B. Beal misses 3-pt shot from 24 ft,,9-4,,
7:51.0,,,9-4,,Defensive rebound by D. Carroll
7:36.0,,,9-7,3,A. Crabbe makes 3-pt shot from 26 ft (assist by S. Dinwiddie)
7:19.0,B. Beal misses 2-pt shot from 20 ft,,9-7,,
7:17.0,,,9-7,,Defensive rebound by R. Hollis-Jefferson
6:58.0,,,9-9,2,S. Dinwiddie makes 2-pt shot from 1 ft (assist by T. Zeller)
6:42.0,B. Beal misses 2-pt shot from 16 ft,,9-9,,
6:38.0,Offensive rebound by M. Morris,,9-9,,
6:36.0,O. Porter misses 2-pt shot from 15 ft,,9-9,,
6:33.0,Offensive rebound by M. Gortat,,9-9,,
6:31.0,O. Porter makes 2-pt shot from 4 ft (assist by M. Gortat),2,11-9,,
6:25.0,,,11-11,2,D. Carroll makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
6:25.0,,,11-11,,Shooting foul by B. Beal (drawn by D. Carroll)
6:25.0,,,11-11,,Brooklyn full timeout
6:25.0,,,11-11,,C. LeVert enters the game for A. Crabbe
6:25.0,,,11-12,1,D. Carroll makes free throw 1 of 1
6:15.0,Turnover by O. Porter (lost ball; steal by S. Dinwiddie),,11-12,,
6:10.0,,,11-14,2,S. Dinwiddie makes 2-pt shot from 1 ft
5:58.0,K. Oubre enters the game for M. Morris,,11-14,,
5:56.0,B. Beal misses 3-pt shot from 26 ft,,11-14,,
5:51.0,,,11-14,,Defensive rebound by D. Carroll
5:36.0,,,11-14,,S. Dinwiddie misses 3-pt shot from 24 ft
5:33.0,Defensive rebound by T. Frazier,,11-14,,
5:24.0,T. Frazier misses 2-pt shot from 16 ft,,11-14,,
5:19.0,,,11-14,,Defensive rebound by T. Zeller
5:07.0,,,11-14,,D. Carroll misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by M. Gortat,,11-14,,
4:58.0,,,11-14,,Personal foul by C. LeVert (drawn by B. Beal)
4:58.0,,,11-14,,J. Harris enters the game for D. Carroll
4:58.0,,,11-14,,Q. Acy enters the game for R. Hollis-Jefferson
4:58.0,,,11-14,,J. Allen enters the game for T. Zeller
4:58.0,J. Smith enters the game for M. Gortat,,11-14,,
4:53.0,B. Beal makes 2-pt shot from 8 ft,2,13-14,,
4:53.0,Shooting foul by C. LeVert (drawn by B. Beal),,13-14,,
4:53.0,B. Beal makes free throw 1 of 1,1,14-14,,
4:37.0,,,14-17,3,C. LeVert makes 3-pt shot from 26 ft (assist by S. Dinwiddie)
4:25.0,O. Porter misses 3-pt shot from 24 ft,,14-17,,
4:22.0,,,14-17,,Defensive rebound by Q. Acy
4:04.0,,,14-17,,Turnover by S. Dinwiddie (bad pass; steal by B. Beal)
3:55.0,B. Beal makes 2-pt shot from 2 ft,2,16-17,,
3:38.0,,,16-20,3,S. Dinwiddie makes 3-pt shot from 25 ft (assist by C. LeVert)
3:13.0,B. Beal makes 2-pt shot from 10 ft,2,18-20,,
2:49.0,,,18-20,,C. LeVert misses 2-pt shot from 4 ft
2:47.0,Defensive rebound by J. Smith,,18-20,,
2:43.0,T. Frazier makes 3-pt shot from 25 ft (assist by B. Beal),3,21-20,,
2:31.0,,,21-23,3,J. Harris makes 3-pt shot from 25 ft (assist by C. LeVert)
2:17.0,O. Porter misses 2-pt shot from 4 ft,,21-23,,
2:16.0,,,21-23,,Defensive rebound by S. Dinwiddie
2:11.0,,,21-26,3,C. LeVert makes 3-pt shot from 24 ft (assist by S. Dinwiddie)
2:10.0,Washington full timeout,,21-26,,
2:10.0,,,21-26,,A. Crabbe enters the game for S. Dinwiddie
2:10.0,T. Satoransky enters the game for T. Frazier,,21-26,,
2:10.0,M. Scott enters the game for O. Porter,,21-26,,
2:00.0,Shooting foul by J. Allen (drawn by B. Beal),,21-26,,
2:00.0,B. Beal makes free throw 1 of 2,1,22-26,,
2:00.0,B. Beal misses free throw 2 of 2,,22-26,,
1:56.0,Offensive rebound by J. Smith,,22-26,,
1:55.0,J. Smith misses 2-pt shot from 1 ft (block by J. Allen),,22-26,,
1:52.0,,,22-26,,Defensive rebound by C. LeVert
1:41.0,,,22-26,,Shooting foul by M. Scott (drawn by A. Crabbe)
1:41.0,,,22-27,1,A. Crabbe makes free throw 1 of 2
1:41.0,,,22-28,1,A. Crabbe makes free throw 2 of 2
1:30.0,Turnover by B. Beal (bad pass; steal by A. Crabbe),,22-28,,
1:15.0,,,22-28,,Turnover by C. LeVert (traveling)
0:57.0,B. Beal misses 2-pt shot from 21 ft,,22-28,,
0:52.0,Offensive rebound by T. Satoransky,,22-28,,
0:50.0,K. Oubre misses 3-pt shot from 25 ft,,22-28,,
0:47.0,Offensive rebound by J. Smith,,22-28,,
0:29.0,B. Beal misses 2-pt shot from 3 ft,,22-28,,
0:27.0,,,22-28,,Defensive rebound by Q. Acy
0:23.0,,,22-30,2,J. Harris makes 2-pt shot from 19 ft (assist by C. LeVert)
0:04.0,M. Scott misses 3-pt shot from 24 ft,,22-30,,
0:00.0,,,22-30,,Defensive rebound by J. Harris
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,22-30,,J. Harris misses 3-pt shot from 23 ft
11:39.0,Defensive rebound by J. Meeks,,22-30,,
11:35.0,,,22-30,,Shooting block foul by T. Mozgov (drawn by K. Oubre)
11:35.0,K. Oubre makes free throw 1 of 2,1,23-30,,
11:35.0,K. Oubre makes free throw 2 of 2,1,24-30,,
11:16.0,,,24-30,,Turnover by T. Mozgov (lost ball; steal by J. Meeks)
11:07.0,M. Scott makes 2-pt shot from 15 ft,2,26-30,,
10:53.0,,,26-30,,A. Crabbe misses 3-pt shot from 27 ft
10:51.0,Defensive rebound by K. Oubre,,26-30,,
10:34.0,K. Oubre misses 2-pt shot from 6 ft,,26-30,,
10:31.0,,,26-30,,Defensive rebound by A. Crabbe
10:24.0,Personal foul by T. Satoransky (drawn by T. Mozgov),,26-30,,
10:21.0,,,26-30,,J. Harris misses 3-pt shot from 26 ft
10:18.0,Defensive rebound by M. Scott,,26-30,,
10:08.0,T. Satoransky makes 3-pt shot from 25 ft (assist by J. Meeks),3,29-30,,
9:57.0,,,29-30,,Personal foul by T. Mozgov (drawn by T. Satoransky)
9:57.0,,,29-30,,Turnover by T. Mozgov (turnover)
9:47.0,J. Meeks misses 2-pt shot from 15 ft,,29-30,,
9:44.0,,,29-30,,Defensive rebound by A. Crabbe
9:38.0,,,29-30,,A. Crabbe misses 3-pt shot from 25 ft
9:34.0,Defensive rebound by M. Scott,,29-30,,
9:25.0,M. Scott makes 2-pt shot from 9 ft,2,31-30,,
9:25.0,,,31-30,,Brooklyn full timeout
9:03.0,,,31-32,2,T. Mozgov makes 2-pt shot from 2 ft (assist by C. LeVert)
8:49.0,K. Oubre makes 2-pt shot from 3 ft (assist by T. Satoransky),2,33-32,,
8:34.0,,,33-32,,Shooting foul by M. Scott (drawn by A. Crabbe)
8:34.0,,,33-33,1,A. Crabbe makes free throw 1 of 2
8:34.0,,,33-33,,R. Hollis-Jefferson enters the game for Q. Acy
8:34.0,,,33-34,1,A. Crabbe makes free throw 2 of 2
8:27.0,Turnover by K. Oubre (turnover),,33-34,,
8:09.0,,,33-34,,R. Hollis-Jefferson misses 2-pt shot from 6 ft
8:07.0,Defensive rebound by J. Meeks,,33-34,,
7:59.0,K. Oubre misses 3-pt shot from 25 ft,,33-34,,
7:56.0,,,33-34,,Defensive rebound by T. Mozgov
7:49.0,,,33-36,2,J. Harris makes 2-pt shot from 8 ft (assist by C. LeVert)
7:36.0,T. Satoransky misses 3-pt shot from 26 ft,,33-36,,
7:32.0,,,33-36,,Defensive rebound by J. Harris
7:22.0,,,33-36,,A. Crabbe misses 3-pt shot from 26 ft
7:20.0,Defensive rebound by M. Scott,,33-36,,
7:15.0,Turnover by M. Scott (bad pass),,33-36,,
7:15.0,,,33-36,,T. Zeller enters the game for J. Harris
7:15.0,,,33-36,,D. Carroll enters the game for T. Mozgov
7:15.0,,,33-36,,S. Dinwiddie enters the game for A. Crabbe
7:15.0,M. Morris enters the game for J. Smith,,33-36,,
6:57.0,,,33-38,2,R. Hollis-Jefferson makes 2-pt shot from 13 ft
6:37.0,M. Scott makes 2-pt shot from 16 ft (assist by J. Meeks),2,35-38,,
6:13.0,,,35-38,,C. LeVert misses 2-pt shot from 8 ft
6:10.0,Defensive rebound by T. Satoransky,,35-38,,
6:01.0,O. Porter enters the game for K. Oubre,,35-38,,
6:01.0,B. Beal enters the game for T. Satoransky,,35-38,,
5:59.0,M. Scott misses 2-pt shot from 10 ft,,35-38,,
5:55.0,,,35-38,,Defensive rebound by D. Carroll
5:43.0,,,35-38,,D. Carroll misses 2-pt shot from 9 ft (block by J. Meeks)
5:42.0,Defensive rebound by M. Scott,,35-38,,
5:30.0,B. Beal makes 2-pt shot from 19 ft,2,37-38,,
5:21.0,,,37-38,,Shooting foul by M. Scott (drawn by C. LeVert)
5:21.0,,,37-38,,C. LeVert misses free throw 1 of 2
5:21.0,,,37-38,,Offensive rebound by Team
5:21.0,M. Gortat enters the game for M. Scott,,37-38,,
5:21.0,,,37-39,1,C. LeVert makes free throw 2 of 2
5:00.0,B. Beal makes 2-pt shot from 11 ft,2,39-39,,
4:42.0,,,39-39,,C. LeVert misses 2-pt shot from 4 ft
4:39.0,,,39-39,,Offensive rebound by T. Zeller
4:39.0,,,39-39,,T. Zeller misses 2-pt shot at rim
4:39.0,Defensive rebound by Team,,39-39,,
4:39.0,,,39-39,,J. Harris enters the game for C. LeVert
4:25.0,J. Meeks misses 2-pt shot from 6 ft (block by T. Zeller),,39-39,,
4:18.0,Offensive rebound by J. Meeks,,39-39,,
4:16.0,J. Meeks misses 2-pt shot from 3 ft,,39-39,,
4:11.0,Offensive rebound by J. Meeks,,39-39,,
4:10.0,J. Meeks makes 2-pt shot from 2 ft,2,41-39,,
4:08.0,,,41-39,,Shooting foul by M. Morris (drawn by T. Zeller)
4:08.0,,,41-40,1,T. Zeller makes free throw 1 of 2
4:08.0,,,41-40,,T. Zeller misses free throw 2 of 2
4:07.0,Defensive rebound by M. Gortat,,41-40,,
4:07.0,,,41-40,,J. Allen enters the game for T. Zeller
3:52.0,Shooting foul by J. Harris (drawn by M. Gortat),,41-40,,
3:52.0,M. Gortat makes free throw 1 of 2,1,42-40,,
3:52.0,M. Gortat makes free throw 2 of 2,1,43-40,,
3:33.0,,,43-40,,Turnover by S. Dinwiddie (bad pass; steal by J. Meeks)
3:33.0,,,43-40,,Personal foul by J. Harris (drawn by M. Morris)
3:19.0,O. Porter misses 2-pt shot from 19 ft,,43-40,,
3:16.0,,,43-40,,Defensive rebound by R. Hollis-Jefferson
3:08.0,,,43-42,2,J. Allen makes 2-pt shot from 5 ft
2:54.0,B. Beal misses 2-pt shot from 14 ft,,43-42,,
2:51.0,,,43-42,,Defensive rebound by D. Carroll
2:48.0,,,43-42,,Shooting foul by O. Porter (drawn by D. Carroll)
2:48.0,Washington full timeout,,43-42,,
2:48.0,,,43-42,,D. Carroll misses free throw 1 of 2
2:48.0,,,43-42,,Offensive rebound by Team
2:48.0,,,43-43,1,D. Carroll makes free throw 2 of 2
2:32.0,B. Beal misses 2-pt shot from 11 ft,,43-43,,
2:29.0,,,43-43,,Defensive rebound by R. Hollis-Jefferson
2:22.0,,,43-43,,R. Hollis-Jefferson misses 2-pt shot from 4 ft
2:20.0,Defensive rebound by O. Porter,,43-43,,
2:18.0,B. Beal makes 2-pt shot at rim (assist by O. Porter),2,45-43,,
2:08.0,,,45-43,,S. Dinwiddie misses 3-pt shot from 23 ft
2:05.0,,,45-43,,Offensive rebound by S. Dinwiddie
1:57.0,,,45-45,2,J. Allen makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
1:42.0,O. Porter misses 3-pt shot from 25 ft,,45-45,,
1:39.0,Offensive rebound by M. Gortat,,45-45,,
1:37.0,O. Porter makes 2-pt shot at rim (assist by M. Gortat),2,47-45,,
1:18.0,,,47-48,3,D. Carroll makes 3-pt shot from 23 ft (assist by S. Dinwiddie)
1:01.0,M. Morris misses 2-pt shot from 6 ft (block by J. Allen),,47-48,,
1:00.0,,,47-48,,Defensive rebound by D. Carroll
0:56.0,,,47-50,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by D. Carroll)
0:45.0,B. Beal misses 3-pt shot from 25 ft,,47-50,,
0:42.0,,,47-50,,Defensive rebound by J. Harris
0:33.0,,,47-50,,R. Hollis-Jefferson misses 2-pt shot from 3 ft
0:33.0,Defensive rebound by Team,,47-50,,
0:17.0,B. Beal makes 2-pt shot from 10 ft,2,49-50,,
0:07.0,,,49-50,,Shooting foul by B. Beal (drawn by S. Dinwiddie)
0:07.0,,,49-50,,S. Dinwiddie misses free throw 1 of 2
0:07.0,,,49-50,,Offensive rebound by Team
0:07.0,,,49-51,1,S. Dinwiddie makes free throw 2 of 2
0:02.0,B. Beal makes 2-pt shot from 2 ft (assist by M. Gortat),2,51-51,,
0:01.0,,,51-51,,S. Dinwiddie misses 3-pt shot from 44 ft
0:00.0,Defensive rebound by Team,,51-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,51-53,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
11:45.0,,,51-53,,Shooting foul by M. Morris (drawn by R. Hollis-Jefferson)
11:45.0,,,51-54,1,R. Hollis-Jefferson makes free throw 1 of 1
11:34.0,M. Morris makes 2-pt shot from 13 ft,2,53-54,,
11:10.0,,,53-54,,Offensive charge foul by D. Carroll (drawn by M. Gortat)
11:10.0,,,53-54,,Turnover by D. Carroll (offensive foul)
11:02.0,M. Gortat misses 2-pt shot from 3 ft,,53-54,,
11:00.0,,,53-54,,Defensive rebound by T. Zeller
10:55.0,,,53-57,3,A. Crabbe makes 3-pt shot from 26 ft (assist by S. Dinwiddie)
10:33.0,B. Beal misses 2-pt shot from 22 ft,,53-57,,
10:31.0,,,53-57,,Defensive rebound by D. Carroll
10:23.0,,,53-59,2,R. Hollis-Jefferson makes 2-pt shot from 13 ft
10:04.0,B. Beal misses 2-pt shot from 8 ft,,53-59,,
10:02.0,,,53-59,,Defensive rebound by T. Zeller
9:53.0,,,53-59,,S. Dinwiddie misses 3-pt shot from 25 ft
9:53.0,Defensive rebound by Team,,53-59,,
9:53.0,,,53-59,,Loose ball foul by T. Zeller (drawn by M. Gortat)
9:31.0,M. Morris misses 2-pt shot from 14 ft,,53-59,,
9:28.0,,,53-59,,Defensive rebound by T. Zeller
9:16.0,,,53-61,2,T. Zeller makes 2-pt shot from 2 ft (assist by A. Crabbe)
9:16.0,Washington full timeout,,53-61,,
9:07.0,Offensive foul by M. Morris (drawn by R. Hollis-Jefferson),,53-61,,
9:07.0,Turnover by M. Morris (offensive foul),,53-61,,
8:52.0,,,53-63,2,T. Zeller makes 2-pt shot from 3 ft (assist by S. Dinwiddie)
8:37.0,B. Beal misses 3-pt shot from 27 ft,,53-63,,
8:34.0,,,53-63,,Defensive rebound by D. Carroll
8:27.0,,,53-65,2,T. Zeller makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
8:02.0,M. Morris makes 2-pt shot from 19 ft (assist by T. Frazier),2,55-65,,
7:41.0,,,55-65,,A. Crabbe misses 3-pt shot from 26 ft
7:39.0,Defensive rebound by T. Frazier,,55-65,,
7:35.0,O. Porter makes 3-pt shot from 27 ft (assist by T. Frazier),3,58-65,,
7:10.0,,,58-68,3,D. Carroll makes 3-pt shot from 24 ft (assist by S. Dinwiddie)
6:52.0,O. Porter misses 3-pt shot from 25 ft,,58-68,,
6:49.0,,,58-68,,Defensive rebound by S. Dinwiddie
6:45.0,,,58-68,,D. Carroll misses 2-pt shot from 2 ft
6:42.0,Defensive rebound by T. Frazier,,58-68,,
6:35.0,B. Beal misses 2-pt shot from 16 ft (block by S. Dinwiddie),,58-68,,
6:32.0,,,58-68,,Defensive rebound by R. Hollis-Jefferson
6:26.0,,,58-68,,A. Crabbe misses 3-pt shot from 27 ft
6:23.0,,,58-68,,Offensive rebound by Team
6:23.0,,,58-68,,J. Harris enters the game for A. Crabbe
6:23.0,,,58-68,,J. Allen enters the game for T. Zeller
6:23.0,K. Oubre enters the game for M. Morris,,58-68,,
6:23.0,J. Smith enters the game for M. Gortat,,58-68,,
6:04.0,,,58-70,2,J. Allen makes 2-pt shot from 1 ft (assist by R. Hollis-Jefferson)
5:50.0,B. Beal misses 2-pt shot from 21 ft,,58-70,,
5:46.0,,,58-70,,Defensive rebound by R. Hollis-Jefferson
5:42.0,,,58-70,,Shooting foul by T. Frazier (drawn by R. Hollis-Jefferson)
5:42.0,,,58-71,1,R. Hollis-Jefferson makes free throw 1 of 2
5:42.0,T. Satoransky enters the game for T. Frazier,,58-71,,
5:42.0,,,58-72,1,R. Hollis-Jefferson makes free throw 2 of 2
5:21.0,O. Porter misses 2-pt shot from 13 ft,,58-72,,
5:19.0,,,58-72,,Defensive rebound by Team
5:19.0,,,58-72,,C. LeVert enters the game for D. Carroll
5:06.0,,,58-72,,J. Harris misses 3-pt shot from 26 ft
5:03.0,Defensive rebound by K. Oubre,,58-72,,
4:55.0,K. Oubre misses 2-pt shot from 4 ft (block by R. Hollis-Jefferson),,58-72,,
4:55.0,Offensive rebound by Team,,58-72,,
4:49.0,O. Porter makes 2-pt shot from 5 ft (assist by B. Beal),2,60-72,,
4:32.0,,,60-74,2,S. Dinwiddie makes 2-pt shot from 11 ft
4:20.0,Shooting foul by C. LeVert (drawn by B. Beal),,60-74,,
4:20.0,B. Beal makes free throw 1 of 3,1,61-74,,
4:20.0,B. Beal makes free throw 2 of 3,1,62-74,,
4:20.0,,,62-74,,Q. Acy enters the game for R. Hollis-Jefferson
4:20.0,J. Meeks enters the game for O. Porter,,62-74,,
4:20.0,B. Beal makes free throw 3 of 3,1,63-74,,
4:00.0,,,63-74,,J. Harris misses 3-pt shot from 24 ft
3:55.0,Defensive rebound by J. Smith,,63-74,,
3:48.0,T. Satoransky makes 3-pt shot from 22 ft (assist by B. Beal),3,66-74,,
3:48.0,,,66-74,,Brooklyn full timeout
3:48.0,,,66-74,,A. Crabbe enters the game for S. Dinwiddie
3:31.0,,,66-74,,A. Crabbe misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by J. Meeks,,66-74,,
3:09.0,B. Beal makes 2-pt shot from 15 ft,2,68-74,,
2:59.0,,,68-74,,J. Allen misses 2-pt shot from 1 ft
2:58.0,,,68-74,,Offensive rebound by J. Allen
2:58.0,,,68-74,,Shooting foul by J. Smith (drawn by J. Allen)
2:58.0,,,68-75,1,J. Allen makes free throw 1 of 2
2:58.0,,,68-76,1,J. Allen makes free throw 2 of 2
2:45.0,B. Beal misses 2-pt shot from 3 ft,,68-76,,
2:44.0,Offensive rebound by J. Smith,,68-76,,
2:43.0,J. Smith makes 2-pt shot at rim,2,70-76,,
2:38.0,,,70-76,,Turnover by J. Harris (bad pass; steal by B. Beal)
2:37.0,B. Beal makes 2-pt shot from 1 ft,2,72-76,,
2:19.0,,,72-76,,Q. Acy misses 3-pt shot from 26 ft
2:19.0,Defensive rebound by K. Oubre,,72-76,,
2:12.0,K. Oubre makes 2-pt shot from 1 ft,2,74-76,,
1:48.0,,,74-76,,A. Crabbe misses 2-pt shot from 3 ft
1:46.0,,,74-76,,Offensive rebound by J. Allen
1:46.0,,,74-76,,J. Allen misses 2-pt shot at rim
1:46.0,,,74-76,,Offensive rebound by Team
1:36.0,,,74-78,2,J. Allen makes 2-pt shot at rim (assist by C. LeVert)
1:16.0,J. Smith makes 2-pt shot from 21 ft (assist by T. Satoransky),2,76-78,,
1:01.0,,,76-78,,Shooting foul by B. Beal (drawn by J. Allen)
1:01.0,,,76-79,1,J. Allen makes free throw 1 of 2
1:01.0,,,76-79,,J. Allen misses free throw 2 of 2
0:58.0,Defensive rebound by J. Meeks,,76-79,,
0:47.0,J. Meeks misses 3-pt shot from 26 ft,,76-79,,
0:44.0,,,76-79,,Defensive rebound by A. Crabbe
0:38.0,,,76-79,,Turnover by C. LeVert (bad pass; steal by J. Smith)
0:33.0,B. Beal misses 3-pt shot from 27 ft,,76-79,,
0:30.0,,,76-79,,Defensive rebound by Q. Acy
0:17.0,,,76-79,,Turnover by C. LeVert (lost ball; steal by K. Oubre)
0:17.0,,,76-79,,Loose ball foul by C. LeVert (drawn by K. Oubre)
0:17.0,,,76-79,,S. Dinwiddie enters the game for C. LeVert
0:01.0,Shooting foul by Q. Acy (drawn by T. Satoransky),,76-79,,
0:01.0,T. Satoransky makes free throw 1 of 2,1,77-79,,
0:01.0,M. Scott enters the game for B. Beal,,77-79,,
0:01.0,T. Satoransky makes free throw 2 of 2,1,78-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,J. Smith makes 2-pt shot from 19 ft (assist by J. Meeks),2,80-79,,
11:36.0,,,80-79,,A. Crabbe misses 3-pt shot from 26 ft
11:32.0,Defensive rebound by K. Oubre,,80-79,,
11:20.0,T. Satoransky misses 2-pt shot from 17 ft,,80-79,,
11:17.0,,,80-79,,Defensive rebound by A. Crabbe
10:59.0,,,80-79,,T. Zeller misses 3-pt shot from 26 ft
10:56.0,Defensive rebound by Team,,80-79,,
10:41.0,Shooting foul by J. Harris (drawn by K. Oubre),,80-79,,
10:41.0,K. Oubre makes free throw 1 of 2,1,81-79,,
10:41.0,K. Oubre makes free throw 2 of 2,1,82-79,,
10:29.0,,,82-81,2,T. Zeller makes 2-pt shot at rim (assist by C. LeVert)
10:18.0,J. Meeks misses 2-pt shot from 19 ft,,82-81,,
10:14.0,,,82-81,,Defensive rebound by Q. Acy
10:08.0,Personal foul by T. Satoransky (drawn by Q. Acy),,82-81,,
10:01.0,,,82-83,2,C. LeVert makes 2-pt shot from 2 ft
9:44.0,M. Scott misses 3-pt shot from 25 ft,,82-83,,
9:41.0,,,82-83,,Defensive rebound by T. Zeller
9:35.0,,,82-85,2,T. Zeller makes 2-pt shot at rim (assist by C. LeVert)
9:35.0,,,82-85,,Shooting foul by M. Scott (drawn by T. Zeller)
9:35.0,,,82-86,1,T. Zeller makes free throw 1 of 1
9:23.0,J. Smith misses 2-pt shot from 20 ft,,82-86,,
9:18.0,,,82-86,,Defensive rebound by J. Harris
9:16.0,,,82-86,,A. Crabbe misses 3-pt shot from 25 ft
9:14.0,,,82-86,,Offensive rebound by A. Crabbe
9:05.0,,,82-89,3,C. LeVert makes 3-pt shot from 25 ft
9:03.0,Washington full timeout,,82-89,,
8:54.0,J. Meeks misses 2-pt shot from 22 ft,,82-89,,
8:50.0,,,82-89,,Defensive rebound by T. Zeller
8:44.0,,,82-89,,Turnover by T. Zeller (lost ball; steal by J. Meeks)
8:29.0,J. Smith makes 2-pt shot from 4 ft (assist by T. Satoransky),2,84-89,,
8:29.0,Shooting foul by A. Crabbe (drawn by J. Smith),,84-89,,
8:29.0,J. Smith makes free throw 1 of 1,1,85-89,,
8:15.0,,,85-89,,Q. Acy misses 2-pt shot from 1 ft (block by K. Oubre)
8:15.0,,,85-89,,Offensive rebound by Team
8:15.0,Loose ball foul by J. Smith (drawn by Q. Acy),,85-89,,
8:09.0,Personal foul by K. Oubre (drawn by T. Zeller),,85-89,,
8:02.0,,,85-89,,T. Zeller misses 2-pt shot from 1 ft
8:02.0,Defensive rebound by K. Oubre,,85-89,,
7:55.0,K. Oubre makes 2-pt shot from 1 ft,2,87-89,,
7:55.0,Shooting foul by T. Zeller (drawn by K. Oubre),,87-89,,
7:55.0,K. Oubre misses free throw 1 of 1,,87-89,,
7:53.0,,,87-89,,Defensive rebound by T. Zeller
7:41.0,Personal foul by K. Oubre (drawn by C. LeVert),,87-89,,
7:41.0,,,87-90,1,C. LeVert makes free throw 1 of 2
7:41.0,,,87-90,,R. Hollis-Jefferson enters the game for Q. Acy
7:41.0,,,87-90,,D. Carroll enters the game for A. Crabbe
7:41.0,,,87-91,1,C. LeVert makes free throw 2 of 2
7:24.0,J. Smith misses 3-pt shot from 22 ft,,87-91,,
7:22.0,,,87-91,,Defensive rebound by R. Hollis-Jefferson
7:10.0,,,87-91,,J. Harris misses 2-pt shot from 5 ft (block by J. Smith)
7:07.0,Defensive rebound by T. Satoransky,,87-91,,
6:57.0,K. Oubre misses 3-pt shot from 23 ft,,87-91,,
6:55.0,Offensive rebound by T. Satoransky,,87-91,,
6:54.0,T. Satoransky misses 2-pt shot from 2 ft,,87-91,,
6:47.0,Offensive rebound by M. Scott,,87-91,,
6:47.0,M. Scott makes 2-pt shot at rim,2,89-91,,
6:43.0,,,89-91,,Turnover by C. LeVert (bad pass; steal by M. Scott)
6:43.0,,,89-91,,Personal foul by J. Harris (drawn by T. Satoransky)
6:43.0,,,89-91,,S. Dinwiddie enters the game for C. LeVert
6:34.0,,,89-91,,Personal foul by J. Harris (drawn by J. Meeks)
