time,Memphis,pts.away,score,pts.home,Minnesota
6:24.0,,,11-8,,Minnesota full timeout
6:11.0,C. Parsons misses 2-pt shot from 21 ft,,11-8,,
6:08.0,,,11-8,,Defensive rebound by A. Wiggins
6:03.0,,,11-8,,Shooting foul by C. Parsons (drawn by A. Wiggins)
6:03.0,,,11-9,1,A. Wiggins makes free throw 1 of 2
6:03.0,,,11-9,,A. Wiggins misses free throw 2 of 2
6:01.0,Defensive rebound by J. Green,,11-9,,
5:51.0,,,11-9,,Personal foul by K. Towns (drawn by M. Gasol)
5:51.0,,,11-9,,G. Dieng enters the game for K. Towns
5:51.0,W. Selden enters the game for J. Martin,,11-9,,
5:42.0,Turnover by J. Green (bad pass),,11-9,,
5:21.0,,,11-9,,G. Dieng misses 2-pt shot from 21 ft
5:18.0,Defensive rebound by C. Parsons,,11-9,,
5:12.0,M. Gasol misses 3-pt shot from 27 ft,,11-9,,
5:11.0,,,11-9,,Defensive rebound by A. Wiggins
4:57.0,,,11-9,,N. Bjelica misses 2-pt shot from 1 ft
4:57.0,Defensive rebound by J. Green,,11-9,,
4:49.0,Turnover by A. Harrison (lost ball; steal by J. Teague),,11-9,,
4:38.0,,,11-11,2,T. Gibson makes 2-pt shot from 2 ft (assist by N. Bjelica)
4:18.0,J. Green makes 3-pt shot from 22 ft (assist by W. Selden),3,14-11,,
4:03.0,,,14-14,3,J. Teague makes 3-pt shot from 24 ft
3:42.0,M. Gasol makes 2-pt shot from 21 ft (assist by A. Harrison),2,16-14,,
3:31.0,,,16-14,,T. Gibson misses 2-pt shot from 2 ft
3:28.0,Defensive rebound by J. Green,,16-14,,
3:19.0,M. Gasol makes 2-pt shot from 1 ft (assist by W. Selden),2,18-14,,
3:11.0,,,18-14,,Minnesota full timeout
3:11.0,,,18-14,,J. Crawford enters the game for N. Bjelica
3:11.0,J. Martin enters the game for J. Green,,18-14,,
3:11.0,M. Chalmers enters the game for A. Harrison,,18-14,,
3:11.0,D. Davis enters the game for M. Gasol,,18-14,,
2:54.0,,,18-16,2,J. Teague makes 2-pt shot from 13 ft
2:41.0,D. Davis makes 2-pt shot at rim (assist by C. Parsons),2,20-16,,
2:34.0,,,20-18,2,J. Teague makes 2-pt shot from 1 ft
2:22.0,D. Davis makes 2-pt shot at rim (assist by C. Parsons),2,22-18,,
2:03.0,,,22-18,,G. Dieng misses 3-pt shot from 23 ft
2:01.0,Defensive rebound by C. Parsons,,22-18,,
1:53.0,M. Chalmers misses 3-pt shot from 25 ft,,22-18,,
1:49.0,,,22-18,,Defensive rebound by T. Gibson
1:45.0,,,22-18,,Shooting foul by J. Martin (drawn by J. Teague)
1:45.0,,,22-19,1,J. Teague makes free throw 1 of 2
1:45.0,B. McLemore enters the game for C. Parsons,,22-19,,
1:45.0,,,22-20,1,J. Teague makes free throw 2 of 2
1:28.0,Turnover by W. Selden (bad pass; steal by T. Gibson),,22-20,,
1:18.0,,,22-20,,G. Dieng misses 2-pt shot from 21 ft
1:15.0,Defensive rebound by M. Chalmers,,22-20,,
1:10.0,B. McLemore misses 3-pt shot from 25 ft,,22-20,,
1:08.0,Offensive rebound by M. Chalmers,,22-20,,
1:06.0,Turnover by M. Chalmers (bad pass; steal by A. Wiggins),,22-20,,
0:59.0,,,22-20,,J. Crawford misses 2-pt shot from 5 ft
0:57.0,Defensive rebound by W. Selden,,22-20,,
0:49.0,J. Martin misses 2-pt shot from 1 ft (block by T. Gibson),,22-20,,
0:49.0,Offensive rebound by Team,,22-20,,
0:48.0,,,22-20,,T. Jones enters the game for J. Teague
0:47.0,Shooting foul by J. Crawford (drawn by M. Chalmers),,22-20,,
0:47.0,M. Chalmers makes free throw 1 of 2,1,23-20,,
0:47.0,J. Green enters the game for J. Martin,,23-20,,
0:47.0,M. Chalmers makes free throw 2 of 2,1,24-20,,
0:36.0,,,24-22,2,G. Dieng makes 2-pt shot from 1 ft
0:28.0,M. Chalmers makes 2-pt shot from 1 ft,2,26-22,,
0:06.0,,,26-22,,A. Wiggins misses 2-pt shot from 14 ft
0:04.0,,,26-22,,Offensive rebound by Team
0:02.0,,,26-25,3,J. Crawford makes 3-pt shot from 23 ft (assist by T. Jones)
0:00.0,W. Selden misses 3-pt shot from 30 ft,,26-25,,
0:00.0,Offensive rebound by Team,,26-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,26-25,,Turnover by J. Crawford (lost ball; steal by B. McLemore)
11:33.0,W. Selden makes 2-pt shot at rim (assist by M. Chalmers),2,28-25,,
11:17.0,,,28-25,,Turnover by J. Crawford (bad pass)
10:55.0,W. Selden misses 2-pt shot from 1 ft,,28-25,,
10:54.0,,,28-25,,Defensive rebound by N. Bjelica
10:48.0,,,28-25,,J. Crawford misses 3-pt shot from 26 ft
10:45.0,,,28-25,,Offensive rebound by T. Jones
10:37.0,,,28-25,,Turnover by G. Dieng (lost ball; steal by W. Selden)
10:30.0,W. Selden makes 2-pt shot from 1 ft,2,30-25,,
10:04.0,,,30-28,3,G. Dieng makes 3-pt shot from 21 ft (assist by T. Jones)
9:51.0,M. Chalmers makes 2-pt shot from 20 ft,2,32-28,,
9:44.0,Personal foul by M. Chalmers (drawn by T. Jones),,32-28,,
9:44.0,Memphis full timeout,,32-28,,
9:44.0,K. Simmons enters the game for M. Chalmers,,32-28,,
9:44.0,A. Harrison enters the game for W. Selden,,32-28,,
9:44.0,M. Gasol enters the game for D. Davis,,32-28,,
9:32.0,,,32-28,,K. Towns misses 2-pt shot from 8 ft
9:32.0,Defensive rebound by Team,,32-28,,
9:18.0,B. McLemore makes 3-pt shot from 24 ft (assist by A. Harrison),3,35-28,,
9:00.0,,,35-31,3,K. Towns makes 3-pt shot from 25 ft (assist by J. Crawford)
8:36.0,A. Harrison makes 3-pt shot from 22 ft (assist by M. Gasol),3,38-31,,
8:24.0,,,38-31,,J. Teague enters the game for T. Jones
8:24.0,,,38-31,,A. Wiggins enters the game for G. Dieng
8:24.0,,,38-31,,T. Gibson enters the game for N. Bjelica
8:15.0,,,38-33,2,T. Gibson makes 2-pt shot from 1 ft (assist by J. Crawford)
8:00.0,M. Gasol misses 3-pt shot from 25 ft,,38-33,,
7:58.0,,,38-33,,Defensive rebound by T. Gibson
7:58.0,Personal foul by B. McLemore (drawn by T. Gibson),,38-33,,
7:43.0,,,38-35,2,J. Teague makes 2-pt shot from 10 ft
7:24.0,B. McLemore misses 2-pt shot from 3 ft (block by K. Towns),,38-35,,
7:22.0,,,38-35,,Defensive rebound by J. Teague
7:19.0,,,38-37,2,T. Gibson makes 2-pt shot from 1 ft (assist by J. Teague)
7:06.0,J. Green misses 2-pt shot from 1 ft (block by T. Gibson),,38-37,,
7:05.0,,,38-37,,Defensive rebound by K. Towns
6:51.0,,,38-37,,A. Wiggins misses 2-pt shot from 12 ft
6:48.0,Defensive rebound by M. Gasol,,38-37,,
6:26.0,B. McLemore makes 3-pt shot from 26 ft,3,41-37,,
6:14.0,,,41-39,2,J. Teague makes 2-pt shot at rim
6:04.0,Memphis full timeout,,41-39,,
6:04.0,J. Martin enters the game for K. Simmons,,41-39,,
6:04.0,C. Parsons enters the game for B. McLemore,,41-39,,
5:48.0,A. Harrison misses 3-pt shot from 23 ft,,41-39,,
5:46.0,Offensive rebound by M. Gasol,,41-39,,
5:39.0,J. Martin makes 2-pt shot from 2 ft (assist by M. Gasol),2,43-39,,
5:11.0,,,43-39,,T. Gibson misses 2-pt shot from 4 ft (block by M. Gasol)
5:08.0,Defensive rebound by J. Green,,43-39,,
4:56.0,Turnover by J. Green (lost ball; steal by A. Wiggins),,43-39,,
4:52.0,,,43-39,,Turnover by T. Gibson (bad pass)
4:30.0,M. Gasol misses 2-pt shot from 7 ft,,43-39,,
4:28.0,,,43-39,,Defensive rebound by K. Towns
4:23.0,,,43-42,3,J. Crawford makes 3-pt shot from 24 ft (assist by J. Teague)
3:57.0,M. Gasol makes 2-pt shot from 16 ft,2,45-42,,
3:41.0,,,45-42,,J. Crawford misses 3-pt shot from 22 ft
3:39.0,Defensive rebound by A. Harrison,,45-42,,
3:30.0,M. Gasol makes 3-pt shot from 25 ft (assist by C. Parsons),3,48-42,,
3:12.0,,,48-45,3,J. Crawford makes 3-pt shot from 22 ft (assist by J. Teague)
2:50.0,J. Martin misses 2-pt shot from 10 ft,,48-45,,
2:46.0,,,48-45,,Defensive rebound by K. Towns
2:40.0,,,48-45,,J. Crawford misses 2-pt shot from 3 ft
2:38.0,Defensive rebound by C. Parsons,,48-45,,
2:30.0,J. Martin makes 2-pt shot at rim (assist by C. Parsons),2,50-45,,
2:18.0,,,50-47,2,A. Wiggins makes 2-pt shot from 2 ft
1:51.0,A. Harrison makes 2-pt shot from 16 ft,2,52-47,,
1:34.0,W. Selden enters the game for A. Harrison,,52-47,,
1:34.0,M. Chalmers enters the game for J. Martin,,52-47,,
1:25.0,,,52-50,3,A. Wiggins makes 3-pt shot from 25 ft (assist by K. Towns)
1:13.0,M. Chalmers makes 2-pt shot from 1 ft,2,54-50,,
1:00.0,,,54-52,2,T. Gibson makes 2-pt shot from 1 ft (assist by K. Towns)
1:00.0,,,54-52,,Shooting foul by J. Green (drawn by T. Gibson)
1:00.0,,,54-53,1,T. Gibson makes free throw 1 of 1
0:42.0,C. Parsons makes 3-pt shot from 22 ft (assist by M. Gasol),3,57-53,,
0:38.0,Personal foul by M. Chalmers (drawn by J. Teague),,57-53,,
0:38.0,,,57-54,1,J. Teague makes free throw 1 of 2
0:38.0,,,57-54,,G. Dieng enters the game for K. Towns
0:38.0,,,57-55,1,J. Teague makes free throw 2 of 2
0:34.0,M. Chalmers makes 2-pt shot from 5 ft,2,59-55,,
0:11.0,,,59-55,,G. Dieng misses 3-pt shot from 25 ft
0:11.0,,,59-55,,Offensive rebound by A. Wiggins
0:07.0,,,59-57,2,G. Dieng makes 2-pt shot from 2 ft (assist by A. Wiggins)
0:05.0,Turnover by J. Green (lost ball; steal by J. Teague),,59-57,,
0:04.0,,,59-59,2,J. Teague makes 2-pt shot from 1 ft
0:01.0,,,59-59,,Personal foul by J. Teague (drawn by M. Chalmers)
0:00.0,W. Selden misses 2-pt shot from 1 ft,,59-59,,
0:00.0,,,59-59,,Defensive rebound by J. Crawford
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,59-61,2,T. Gibson makes 2-pt shot from 16 ft (assist by A. Wiggins)
11:27.0,M. Gasol misses 2-pt shot from 12 ft,,59-61,,
11:25.0,,,59-61,,Defensive rebound by N. Bjelica
11:15.0,,,59-61,,N. Bjelica misses 3-pt shot from 28 ft
11:10.0,Defensive rebound by J. Green,,59-61,,
10:59.0,J. Martin makes 3-pt shot from 25 ft (assist by J. Green),3,62-61,,
10:46.0,,,62-63,2,T. Gibson makes 2-pt shot from 1 ft (assist by J. Teague)
10:27.0,D. Brooks misses 3-pt shot from 25 ft,,62-63,,
10:25.0,,,62-63,,Defensive rebound by K. Towns
10:19.0,,,62-63,,A. Wiggins misses 2-pt shot from 14 ft
10:19.0,Defensive rebound by Team,,62-63,,
10:03.0,D. Brooks makes 2-pt shot from 3 ft,2,64-63,,
9:44.0,,,64-63,,J. Teague misses 2-pt shot at rim
9:42.0,Defensive rebound by M. Gasol,,64-63,,
9:41.0,Shooting foul by T. Gibson (drawn by D. Brooks),,64-63,,
9:41.0,D. Brooks misses free throw 1 of 2,,64-63,,
9:41.0,Offensive rebound by Team,,64-63,,
9:41.0,D. Brooks misses free throw 2 of 2,,64-63,,
9:39.0,,,64-63,,Defensive rebound by T. Gibson
9:31.0,,,64-65,2,K. Towns makes 2-pt shot from 7 ft (assist by J. Teague)
9:11.0,J. Green makes 2-pt shot from 1 ft (assist by M. Gasol),2,66-65,,
8:56.0,,,66-65,,K. Towns misses 2-pt shot from 2 ft (block by M. Gasol)
8:56.0,,,66-65,,Offensive rebound by Team
8:49.0,,,66-65,,Turnover by J. Teague (bad pass; steal by D. Brooks)
8:35.0,J. Green misses 2-pt shot at rim,,66-65,,
8:35.0,Offensive rebound by Team,,66-65,,
8:32.0,J. Green misses 2-pt shot from 1 ft,,66-65,,
8:29.0,,,66-65,,Defensive rebound by K. Towns
8:24.0,,,66-67,2,T. Gibson makes 2-pt shot from 2 ft (assist by J. Teague)
8:24.0,,,66-67,,Shooting foul by M. Gasol (drawn by T. Gibson)
8:24.0,,,66-68,1,T. Gibson makes free throw 1 of 1
8:03.0,J. Martin misses 3-pt shot from 22 ft,,66-68,,
7:59.0,Offensive rebound by J. Green,,66-68,,
7:52.0,D. Brooks misses 2-pt shot from 16 ft (block by K. Towns),,66-68,,
7:50.0,Offensive rebound by D. Brooks,,66-68,,
7:50.0,Shooting foul by A. Wiggins (drawn by D. Brooks),,66-68,,
7:40.0,Turnover by D. Brooks (bad pass; steal by N. Bjelica),,66-68,,
7:31.0,,,66-68,,Shooting foul by J. Green (drawn by K. Towns)
7:31.0,,,66-68,,K. Towns misses free throw 1 of 2
7:31.0,,,66-68,,Offensive rebound by Team
7:31.0,C. Parsons enters the game for J. Green,,66-68,,
7:31.0,,,66-69,1,K. Towns makes free throw 2 of 2
7:06.0,A. Harrison misses 3-pt shot from 25 ft,,66-69,,
7:06.0,Offensive rebound by Team,,66-69,,
7:06.0,Turnover by Team (shot clock),,66-69,,
6:44.0,,,66-69,,T. Gibson misses 2-pt shot from 1 ft
6:41.0,Defensive rebound by M. Gasol,,66-69,,
6:38.0,,,66-69,,Personal foul by J. Teague (drawn by A. Harrison)
6:38.0,,,66-69,,Minnesota full timeout
6:31.0,,,66-69,,Violation by N. Bjelica (kicked ball)
6:20.0,A. Harrison misses 3-pt shot from 23 ft,,66-69,,
6:19.0,Offensive rebound by Team,,66-69,,
6:19.0,,,66-69,,Loose ball foul by N. Bjelica (drawn by J. Martin)
6:11.0,J. Martin misses 2-pt shot from 18 ft,,66-69,,
6:08.0,,,66-69,,Defensive rebound by K. Towns
5:54.0,,,66-72,3,K. Towns makes 3-pt shot from 23 ft (assist by J. Teague)
5:40.0,A. Harrison makes 2-pt shot from 1 ft,2,68-72,,
5:26.0,,,68-72,,Shooting foul by C. Parsons (drawn by J. Teague)
5:26.0,,,68-73,1,J. Teague makes free throw 1 of 2
5:26.0,W. Selden enters the game for D. Brooks,,68-73,,
5:26.0,,,68-74,1,J. Teague makes free throw 2 of 2
5:10.0,M. Gasol misses 2-pt shot from 5 ft,,68-74,,
5:08.0,Offensive rebound by Team,,68-74,,
5:00.0,M. Gasol makes 3-pt shot from 25 ft (assist by A. Harrison),3,71-74,,
4:53.0,,,71-74,,Minnesota full timeout
4:46.0,,,71-74,,N. Bjelica misses 2-pt shot from 8 ft
4:46.0,,,71-74,,Offensive rebound by Team
4:46.0,,,71-74,,Turnover by N. Bjelica (traveling)
4:31.0,C. Parsons misses 2-pt shot from 11 ft,,71-74,,
4:29.0,,,71-74,,Defensive rebound by T. Gibson
4:21.0,,,71-74,,J. Teague misses 2-pt shot from 15 ft
4:20.0,Defensive rebound by J. Martin,,71-74,,
4:12.0,W. Selden makes 3-pt shot from 25 ft (assist by A. Harrison),3,74-74,,
3:58.0,,,74-74,,A. Wiggins misses 3-pt shot from 26 ft
3:55.0,,,74-74,,Offensive rebound by K. Towns
3:53.0,,,74-74,,N. Bjelica misses 3-pt shot from 26 ft
3:53.0,Defensive rebound by M. Gasol,,74-74,,
3:41.0,A. Harrison makes 2-pt shot from 20 ft,2,76-74,,
3:16.0,,,76-74,,Turnover by A. Wiggins (out of bounds lost ball)
3:16.0,,,76-74,,J. Crawford enters the game for N. Bjelica
3:16.0,M. Chalmers enters the game for J. Martin,,76-74,,
3:16.0,D. Davis enters the game for A. Harrison,,76-74,,
3:16.0,J. Green enters the game for M. Gasol,,76-74,,
3:07.0,W. Selden misses 3-pt shot from 25 ft,,76-74,,
3:05.0,,,76-74,,Defensive rebound by J. Teague
2:46.0,,,76-74,,Minnesota full timeout
2:42.0,,,76-76,2,K. Towns makes 2-pt shot from 6 ft
2:29.0,M. Chalmers misses 2-pt shot from 14 ft,,76-76,,
2:27.0,,,76-76,,Defensive rebound by K. Towns
2:25.0,,,76-76,,Shooting foul by M. Chalmers (drawn by J. Teague)
2:25.0,,,76-77,1,J. Teague makes free throw 1 of 2
2:25.0,,,76-77,,G. Dieng enters the game for K. Towns
2:25.0,D. Brooks enters the game for C. Parsons,,76-77,,
2:25.0,,,76-78,1,J. Teague makes free throw 2 of 2
2:04.0,Turnover by D. Brooks (bad pass; steal by T. Gibson),,76-78,,
1:53.0,,,76-80,2,J. Teague makes 2-pt shot from 11 ft
1:36.0,Turnover by W. Selden (traveling),,76-80,,
1:17.0,,,76-82,2,A. Wiggins makes 2-pt shot from 11 ft (assist by J. Crawford)
1:11.0,Memphis full timeout,,76-82,,
0:59.0,D. Brooks misses 2-pt shot from 13 ft,,76-82,,
0:56.0,Offensive rebound by D. Davis,,76-82,,
0:45.0,W. Selden makes 2-pt shot from 3 ft,2,78-82,,
0:24.0,,,78-82,,J. Crawford misses 3-pt shot from 31 ft
0:18.0,,,78-82,,Offensive rebound by J. Crawford
0:00.0,,,78-82,,J. Teague misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by J. Green,,78-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,W. Selden makes 2-pt shot from 8 ft,2,80-82,,
11:38.0,Shooting foul by N. Bjelica (drawn by W. Selden),,80-82,,
11:38.0,W. Selden makes free throw 1 of 1,1,81-82,,
11:32.0,Personal foul by W. Selden (drawn by J. Crawford),,81-82,,
11:24.0,Personal foul by D. Davis (drawn by J. Crawford),,81-82,,
11:15.0,,,81-82,,J. Crawford misses 2-pt shot from 16 ft
11:13.0,,,81-82,,Offensive rebound by Team
10:59.0,,,81-82,,J. Crawford misses 3-pt shot from 26 ft
10:54.0,Defensive rebound by D. Davis,,81-82,,
10:47.0,W. Selden makes 3-pt shot from 22 ft (assist by M. Chalmers),3,84-82,,
10:47.0,,,84-82,,Minnesota full timeout
10:47.0,,,84-82,,A. Wiggins enters the game for N. Bjelica
10:47.0,,,84-82,,T. Gibson enters the game for G. Dieng
10:33.0,,,84-82,,Shooting foul by J. Green (drawn by K. Towns)
10:33.0,,,84-83,1,K. Towns makes free throw 1 of 2
10:33.0,,,84-83,,J. Teague enters the game for T. Jones
10:33.0,,,84-84,1,K. Towns makes free throw 2 of 2
10:18.0,J. Green makes 2-pt shot from 1 ft (assist by W. Selden),2,86-84,,
9:52.0,,,86-84,,A. Wiggins misses 3-pt shot from 31 ft
9:52.0,,,86-84,,Offensive rebound by Team
9:52.0,,,86-84,,Turnover by Team (shot clock)
9:39.0,W. Selden makes 3-pt shot from 25 ft (assist by M. Chalmers),3,89-84,,
9:20.0,,,89-86,2,A. Wiggins makes 2-pt shot from 7 ft (assist by K. Towns)
8:57.0,Offensive foul by M. Chalmers,,89-86,,
8:57.0,Turnover by M. Chalmers (offensive foul),,89-86,,
8:57.0,Technical foul by M. Chalmers,,89-86,,
8:57.0,,,89-87,1,J. Crawford makes technical free throw
8:41.0,,,89-87,,K. Towns misses 2-pt shot from 10 ft
8:39.0,Defensive rebound by J. Green,,89-87,,
8:29.0,J. Green makes 3-pt shot from 25 ft (assist by W. Selden),3,92-87,,
8:12.0,Personal foul by M. Chalmers (drawn by A. Wiggins),,92-87,,
8:12.0,A. Harrison enters the game for M. Chalmers,,92-87,,
8:04.0,,,92-87,,Turnover by K. Towns (lost ball; steal by W. Selden)
7:59.0,D. Brooks misses 2-pt shot from 12 ft,,92-87,,
7:53.0,J. Martin enters the game for W. Selden,,92-87,,
7:53.0,Jump ball: T. Gibson vs. D. Davis ( gains possession),,,,Jump ball: T. Gibson vs. D. Davis ( gains possession)
7:53.0,,,92-87,,Offensive rebound by Team
7:51.0,,,92-87,,J. Crawford misses 2-pt shot from 12 ft
7:49.0,,,92-87,,Offensive rebound by Team
7:49.0,Loose ball foul by J. Martin (drawn by T. Gibson),,92-87,,
7:49.0,,,92-87,,T. Gibson misses free throw 1 of 2
7:49.0,,,92-87,,Offensive rebound by Team
7:49.0,,,92-87,,T. Gibson misses free throw 2 of 2
7:42.0,Defensive rebound by J. Green,,92-87,,
7:25.0,J. Martin misses 2-pt shot from 14 ft,,92-87,,
7:22.0,,,92-87,,Defensive rebound by J. Crawford
7:04.0,,,92-87,,Offensive charge foul by J. Crawford (drawn by A. Harrison)
7:04.0,,,92-87,,Turnover by J. Crawford (offensive foul)
7:04.0,W. Selden enters the game for J. Green,,92-87,,
7:04.0,M. Gasol enters the game for D. Davis,,92-87,,
6:41.0,M. Gasol misses 2-pt shot from 10 ft,,92-87,,
6:36.0,,,92-87,,Defensive rebound by A. Wiggins
6:27.0,,,92-89,2,A. Wiggins makes 2-pt shot from 6 ft
6:07.0,Offensive foul by M. Gasol (drawn by T. Gibson),,92-89,,
6:07.0,Turnover by M. Gasol (offensive foul),,92-89,,
5:52.0,,,92-89,,K. Towns misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by J. Martin,,92-89,,
5:37.0,W. Selden misses 2-pt shot from 2 ft (block by T. Gibson),,92-89,,
5:31.0,Offensive rebound by J. Martin,,92-89,,
5:31.0,J. Martin makes 2-pt shot at rim,2,94-89,,
5:20.0,J. Green enters the game for D. Brooks,,94-89,,
5:18.0,Jump ball: A. Wiggins vs. J. Martin (J. Teague gains possession),,,,Jump ball: A. Wiggins vs. J. Martin (J. Teague gains possession)
5:11.0,,,94-89,,K. Towns misses 2-pt shot from 12 ft
5:05.0,,,94-89,,Offensive rebound by T. Gibson
5:04.0,,,94-89,,Turnover by T. Gibson (lost ball; steal by M. Gasol)
5:01.0,Turnover by A. Harrison (out of bounds lost ball),,94-89,,
4:54.0,Personal foul by J. Martin (drawn by J. Teague),,94-89,,
4:54.0,,,94-90,1,J. Teague makes free throw 1 of 2
4:54.0,,,94-91,1,J. Teague makes free throw 2 of 2
4:35.0,J. Martin misses 2-pt shot from 7 ft,,94-91,,
4:33.0,Offensive rebound by J. Green,,94-91,,
4:32.0,J. Green misses 2-pt shot from 5 ft,,94-91,,
4:29.0,,,94-91,,Defensive rebound by T. Gibson
4:21.0,,,94-91,,J. Teague misses 2-pt shot from 14 ft
4:20.0,Defensive rebound by Team,,94-91,,
4:20.0,,,94-91,,Loose ball foul by K. Towns (drawn by M. Gasol)
3:57.0,W. Selden makes 3-pt shot from 25 ft (assist by M. Gasol),3,97-91,,
3:41.0,,,97-93,2,A. Wiggins makes 2-pt shot from 3 ft (assist by K. Towns)
3:41.0,,,97-93,,Shooting foul by M. Gasol (drawn by A. Wiggins)
3:41.0,,,97-93,,A. Wiggins misses free throw 1 of 1
3:39.0,Defensive rebound by M. Gasol,,97-93,,
3:19.0,J. Green misses 3-pt shot from 24 ft,,97-93,,
3:16.0,,,97-93,,Defensive rebound by K. Towns
2:54.0,,,97-93,,K. Towns misses 2-pt shot from 1 ft
2:53.0,,,97-93,,Offensive rebound by Team
2:53.0,,,97-93,,Turnover by Team (shot clock)
2:53.0,Memphis full timeout,,97-93,,
2:33.0,M. Gasol misses 2-pt shot from 8 ft,,97-93,,
2:31.0,,,97-93,,Defensive rebound by K. Towns
2:18.0,,,97-93,,J. Teague misses 2-pt shot from 2 ft (block by A. Harrison)
2:17.0,,,97-93,,Offensive rebound by Team
2:14.0,,,97-93,,A. Wiggins misses 2-pt shot from 13 ft
2:11.0,,,97-93,,Offensive rebound by T. Gibson
2:04.0,,,97-93,,Turnover by K. Towns (bad pass; steal by A. Harrison)
2:00.0,A. Harrison misses 2-pt shot from 7 ft (block by K. Towns),,97-93,,
1:59.0,Offensive rebound by Team,,97-93,,
1:46.0,M. Gasol misses 3-pt shot from 24 ft,,97-93,,
1:43.0,,,97-93,,Defensive rebound by A. Wiggins
1:32.0,,,97-93,,K. Towns misses 3-pt shot from 27 ft
1:32.0,Defensive rebound by J. Martin,,97-93,,
1:09.0,A. Harrison misses 2-pt shot from 17 ft,,97-93,,
1:07.0,,,97-93,,Defensive rebound by A. Wiggins
0:50.0,,,97-93,,Turnover by K. Towns (lost ball; steal by M. Gasol)
0:50.0,Jump ball: K. Towns vs. M. Gasol ( gains possession),,,,Jump ball: K. Towns vs. M. Gasol ( gains possession)
0:33.0,,,97-93,,Personal foul by K. Towns (drawn by M. Gasol)
