time,Minnesota,pts.away,score,pts.home,Denver
10:18.0,,,79-81,,Offensive rebound by M. Plumlee
10:11.0,,,79-83,2,M. Plumlee makes 2-pt shot from 6 ft
9:45.0,J. Crawford misses 2-pt shot from 20 ft,,79-83,,
9:41.0,,,79-83,,Defensive rebound by M. Plumlee
9:33.0,Personal foul by N. Bjelica (drawn by T. Lyles),,79-83,,
9:33.0,,,79-83,,W. Barton enters the game for T. Lyles
9:33.0,,,79-83,,N. Jokic enters the game for J. Murray
9:19.0,,,79-83,,D. Harris misses 3-pt shot from 26 ft
9:19.0,,,79-83,,Offensive rebound by Team
9:19.0,,,79-83,,Turnover by Team (shot clock)
9:02.0,J. Teague makes 2-pt shot from 1 ft,2,81-83,,
8:44.0,,,81-83,,M. Plumlee misses 2-pt shot from 5 ft
8:42.0,Defensive rebound by N. Bjelica,,81-83,,
8:29.0,K. Towns misses 3-pt shot from 24 ft,,81-83,,
8:25.0,,,81-83,,Defensive rebound by N. Jokic
8:14.0,,,81-85,2,N. Jokic makes 2-pt shot from 3 ft
7:55.0,N. Bjelica misses 3-pt shot from 27 ft,,81-85,,
7:53.0,,,81-85,,Defensive rebound by D. Harris
7:49.0,,,81-85,,Turnover by D. Harris (bad pass; steal by N. Bjelica)
7:28.0,D. Rose makes 2-pt shot from 7 ft (assist by K. Towns),2,83-85,,
7:02.0,,,83-85,,T. Craig misses 3-pt shot from 24 ft
6:58.0,Defensive rebound by K. Towns,,83-85,,
6:48.0,Turnover by D. Rose (traveling),,83-85,,
6:48.0,,,83-85,,W. Chandler enters the game for T. Craig
6:48.0,,,83-85,,P. Millsap enters the game for M. Plumlee
6:48.0,,,83-85,,J. Murray enters the game for D. Harris
6:30.0,,,83-85,,W. Chandler misses 3-pt shot from 22 ft
6:25.0,,,83-85,,Offensive rebound by J. Murray
6:23.0,,,83-85,,P. Millsap misses 2-pt shot from 2 ft
6:22.0,,,83-85,,Offensive rebound by W. Chandler
6:22.0,,,83-85,,W. Chandler misses 2-pt shot at rim
6:22.0,,,83-85,,Offensive rebound by P. Millsap
6:22.0,,,83-85,,Shooting foul by K. Towns (drawn by P. Millsap)
6:22.0,,,83-85,,P. Millsap misses free throw 1 of 2
6:22.0,,,83-85,,Offensive rebound by Team
6:22.0,G. Dieng enters the game for D. Rose,,83-85,,
6:22.0,T. Gibson enters the game for K. Towns,,83-85,,
6:22.0,,,83-85,,P. Millsap misses free throw 2 of 2
6:20.0,Defensive rebound by N. Bjelica,,83-85,,
6:01.0,J. Teague misses 2-pt shot from 21 ft,,83-85,,
5:56.0,,,83-85,,Defensive rebound by P. Millsap
5:49.0,,,83-85,,J. Murray misses 2-pt shot from 14 ft
5:46.0,,,83-85,,Offensive rebound by N. Jokic
5:46.0,,,83-85,,Shooting foul by G. Dieng (drawn by N. Jokic)
5:46.0,,,83-86,1,N. Jokic makes free throw 1 of 2
5:46.0,A. Wiggins enters the game for J. Crawford,,83-86,,
5:46.0,K. Towns enters the game for G. Dieng,,83-86,,
5:46.0,,,83-87,1,N. Jokic makes free throw 2 of 2
5:29.0,T. Gibson misses 2-pt shot from 3 ft (block by W. Chandler),,83-87,,
5:27.0,,,83-87,,Defensive rebound by N. Jokic
5:22.0,,,83-87,,P. Millsap misses 3-pt shot from 23 ft
5:19.0,Defensive rebound by A. Wiggins,,83-87,,
5:03.0,N. Bjelica makes 2-pt shot from 7 ft (assist by K. Towns),2,85-87,,
4:43.0,,,85-87,,N. Jokic misses 2-pt shot from 15 ft
4:41.0,,,85-87,,Offensive rebound by N. Jokic
4:29.0,,,85-89,2,W. Barton makes 2-pt shot from 3 ft
4:27.0,Minnesota full timeout,,85-89,,
4:09.0,T. Gibson makes 2-pt shot from 5 ft,2,87-89,,
4:09.0,Shooting foul by N. Jokic (drawn by T. Gibson),,87-89,,
4:09.0,T. Gibson makes free throw 1 of 1,1,88-89,,
3:56.0,Personal foul by T. Gibson (drawn by P. Millsap),,88-89,,
3:56.0,,,88-90,1,P. Millsap makes free throw 1 of 2
3:56.0,Minnesota full timeout,,88-90,,
3:56.0,,,88-90,,P. Millsap misses free throw 2 of 2
3:55.0,Defensive rebound by N. Bjelica,,88-90,,
3:31.0,T. Gibson misses 2-pt shot from 2 ft,,88-90,,
3:28.0,Offensive rebound by T. Gibson,,88-90,,
3:19.0,K. Towns makes 2-pt shot from 8 ft (assist by J. Teague),2,90-90,,
3:02.0,,,90-90,,N. Jokic misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by A. Wiggins,,90-90,,
2:48.0,N. Bjelica makes 3-pt shot from 25 ft (assist by J. Teague),3,93-90,,
2:28.0,,,93-92,2,W. Barton makes 2-pt shot from 3 ft (assist by N. Jokic)
