time,Houston,pts.away,score,pts.home,Golden State
4:43.0,Offensive rebound by R. Anderson,,109-114,,
4:24.0,J. Harden misses 2-pt shot from 7 ft,,109-114,,
4:20.0,,,109-114,,Defensive rebound by N. Young
4:14.0,,,109-116,2,S. Curry makes 2-pt shot from 2 ft (assist by K. Thompson)
4:01.0,E. Gordon makes 2-pt shot from 2 ft (assist by J. Harden),2,111-116,,
4:01.0,Shooting foul by K. Looney (drawn by E. Gordon),,111-116,,
4:01.0,T. Ariza enters the game for C. Capela,,111-116,,
4:01.0,E. Gordon makes free throw 1 of 1,1,112-116,,
3:50.0,,,112-118,2,S. Curry makes 2-pt shot from 2 ft
3:31.0,P. Tucker makes 3-pt shot from 23 ft (assist by J. Harden),3,115-118,,
3:07.0,,,115-118,,S. Curry misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by P. Tucker,,115-118,,
2:43.0,P. Tucker misses 3-pt shot from 22 ft,,115-118,,
2:40.0,,,115-118,,Defensive rebound by K. Thompson
2:32.0,,,115-118,,Shooting foul by R. Anderson (drawn by K. Looney)
2:32.0,,,115-119,1,K. Looney makes free throw 1 of 2
2:32.0,,,115-119,,K. Durant enters the game for N. Young
2:32.0,,,115-119,,K. Looney misses free throw 2 of 2
2:30.0,Defensive rebound by P. Tucker,,115-119,,
2:09.0,T. Ariza makes 3-pt shot from 25 ft (assist by R. Anderson),3,118-119,,
1:59.0,,,118-119,,Golden State full timeout
1:59.0,,,118-119,,P. McCaw enters the game for K. Looney
1:59.0,L. Mbah a Moute enters the game for R. Anderson,,118-119,,
1:43.0,,,118-121,2,P. McCaw makes 2-pt shot from 19 ft (assist by K. Durant)
1:32.0,J. Harden makes 2-pt shot from 1 ft,2,120-121,,
1:11.0,,,120-121,,K. Durant misses 2-pt shot from 8 ft (block by E. Gordon)
1:11.0,Defensive rebound by L. Mbah a Moute,,120-121,,
0:52.0,J. Harden misses 2-pt shot from 11 ft,,120-121,,
0:47.0,Offensive rebound by L. Mbah a Moute,,120-121,,
0:46.0,E. Gordon misses 3-pt shot from 28 ft,,120-121,,
0:44.0,Offensive rebound by Team,,120-121,,
0:44.0,Shooting foul by S. Livingston (drawn by P. Tucker),,120-121,,
0:44.0,P. Tucker makes free throw 1 of 2,1,121-121,,
0:44.0,P. Tucker makes free throw 2 of 2,1,122-121,,
0:32.0,,,122-121,,Turnover by S. Curry (bad pass; steal by T. Ariza)
0:12.0,J. Harden misses 3-pt shot from 26 ft,,122-121,,
0:10.0,,,122-121,,Defensive rebound by Team
0:10.0,Loose ball foul by P. Tucker (drawn by K. Durant),,122-121,,
0:10.0,,,122-121,,Golden State full timeout
0:05.0,,,122-121,,S. Curry misses 3-pt shot from 25 ft
0:00.0,,,122-121,,Offensive rebound by S. Livingston
