time,Boston,pts.away,score,pts.home,Indiana
0:58.0,,,35-17,,B. Bogdanovic misses 3-pt shot from 24 ft
0:54.0,,,35-17,,Offensive rebound by A. Jefferson
0:45.0,,,35-17,,A. Jefferson misses 2-pt shot from 15 ft
0:42.0,,,35-17,,Offensive rebound by D. Sabonis
0:42.0,,,35-19,2,D. Sabonis makes 2-pt shot at rim
0:31.0,A. Horford misses 3-pt shot from 27 ft,,35-19,,
0:27.0,,,35-19,,Defensive rebound by B. Bogdanovic
0:11.0,,,35-21,2,C. Joseph makes 2-pt shot from 8 ft
0:04.0,M. Smart makes 3-pt shot from 29 ft,3,38-21,,
0:00.0,,,38-21,,L. Stephenson misses 3-pt shot from 65 ft
0:00.0,,,38-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,38-21,,L. Stephenson misses 2-pt shot from 18 ft
11:34.0,Defensive rebound by S. Larkin,,38-21,,
11:19.0,A. Horford misses 2-pt shot from 8 ft,,38-21,,
11:18.0,,,38-21,,Defensive rebound by Team
11:18.0,Loose ball foul by D. Theis (drawn by B. Bogdanovic),,38-21,,
11:00.0,,,38-21,,L. Stephenson misses 2-pt shot from 18 ft
10:56.0,Defensive rebound by T. Rozier,,38-21,,
10:50.0,T. Rozier makes 2-pt shot at rim,2,40-21,,
10:37.0,Personal foul by S. Larkin (drawn by L. Stephenson),,40-21,,
10:27.0,,,40-23,2,D. Sabonis makes 2-pt shot from 12 ft (assist by L. Stephenson)
10:03.0,S. Larkin misses 2-pt shot from 17 ft,,40-23,,
10:01.0,,,40-23,,Defensive rebound by D. Sabonis
9:48.0,,,40-25,2,L. Stephenson makes 2-pt shot from 13 ft
9:34.0,J. Tatum misses 2-pt shot from 14 ft,,40-25,,
9:32.0,,,40-25,,Defensive rebound by D. Sabonis
9:27.0,,,40-27,2,B. Bogdanovic makes 2-pt shot at rim
9:27.0,,,40-27,,Shooting foul by D. Theis (drawn by B. Bogdanovic)
9:27.0,S. Ojeleye enters the game for D. Theis,,40-27,,
9:27.0,,,40-28,1,B. Bogdanovic makes free throw 1 of 1
9:15.0,Shooting foul by L. Stephenson (drawn by J. Tatum),,40-28,,
9:15.0,J. Tatum makes free throw 1 of 2,1,41-28,,
9:15.0,J. Tatum makes free throw 2 of 2,1,42-28,,
8:53.0,,,42-28,,D. Sabonis misses 3-pt shot from 27 ft
8:50.0,Defensive rebound by S. Larkin,,42-28,,
8:37.0,J. Tatum makes 2-pt shot at rim,2,44-28,,
8:37.0,Shooting foul by D. Sabonis (drawn by J. Tatum),,44-28,,
8:37.0,J. Tatum makes free throw 1 of 1,1,45-28,,
8:37.0,,,45-28,,Indiana full timeout
8:25.0,,,45-30,2,C. Joseph makes 2-pt shot from 17 ft
8:01.0,A. Horford makes 2-pt shot from 18 ft (assist by S. Larkin),2,47-30,,
7:40.0,,,47-30,,J. Young misses 2-pt shot from 19 ft
7:38.0,Defensive rebound by J. Tatum,,47-30,,
7:27.0,A. Horford misses 2-pt shot from 19 ft,,47-30,,
7:25.0,,,47-30,,Defensive rebound by C. Joseph
7:18.0,,,47-32,2,D. Sabonis makes 2-pt shot at rim
7:01.0,A. Horford misses 2-pt shot from 19 ft,,47-32,,
6:58.0,,,47-32,,Defensive rebound by L. Stephenson
6:56.0,Personal foul by A. Horford (drawn by D. Sabonis),,47-32,,
6:56.0,,,47-32,,D. Collison enters the game for J. Young
6:56.0,,,47-32,,T. Young enters the game for B. Bogdanovic
6:56.0,M. Smart enters the game for J. Tatum,,47-32,,
6:56.0,D. Theis enters the game for A. Horford,,47-32,,
6:45.0,,,47-32,,Shooting foul by M. Smart (drawn by T. Young)
6:45.0,,,47-33,1,T. Young makes free throw 1 of 2
6:45.0,K. Irving enters the game for S. Larkin,,47-33,,
6:45.0,,,47-34,1,T. Young makes free throw 2 of 2
6:33.0,Turnover by D. Theis (bad pass; steal by D. Collison),,47-34,,
6:30.0,,,47-36,2,D. Collison makes 2-pt shot from 2 ft
6:13.0,K. Irving makes 3-pt shot from 26 ft,3,50-36,,
6:04.0,Personal foul by M. Smart (drawn by D. Sabonis),,50-36,,
6:04.0,,,50-37,1,D. Sabonis makes free throw 1 of 2
6:04.0,,,50-38,1,D. Sabonis makes free throw 2 of 2
5:55.0,,,50-38,,Personal foul by L. Stephenson (drawn by M. Smart)
5:55.0,,,50-38,,V. Oladipo enters the game for L. Stephenson
5:40.0,Defensive rebound by Team,,50-38,,
5:40.0,K. Irving misses 2-pt shot from 17 ft (block by C. Joseph),,50-38,,
5:40.0,Turnover by Team (shot clock),,50-38,,
5:27.0,,,50-38,,D. Sabonis misses 2-pt shot from 19 ft
5:27.0,Defensive rebound by D. Theis,,50-38,,
5:15.0,T. Rozier misses 2-pt shot from 7 ft,,50-38,,
5:12.0,,,50-38,,Defensive rebound by D. Sabonis
5:09.0,,,50-38,,Turnover by D. Sabonis (bad pass; steal by M. Smart)
4:54.0,D. Theis misses 3-pt shot from 25 ft,,50-38,,
4:50.0,,,50-38,,Defensive rebound by D. Collison
4:47.0,,,50-38,,Shooting foul by T. Rozier (drawn by T. Young)
4:47.0,,,50-38,,T. Young misses free throw 1 of 2
4:47.0,,,50-38,,Offensive rebound by Team
4:47.0,,,50-38,,M. Turner enters the game for D. Sabonis
4:47.0,J. Brown enters the game for T. Rozier,,50-38,,
4:47.0,A. Baynes enters the game for D. Theis,,50-38,,
4:47.0,,,50-39,1,T. Young makes free throw 2 of 2
4:31.0,Turnover by M. Smart (bad pass; steal by T. Young),,50-39,,
4:23.0,,,50-41,2,T. Young makes 2-pt shot from 10 ft
4:22.0,Boston full timeout,,50-41,,
4:22.0,A. Horford enters the game for S. Ojeleye,,50-41,,
4:01.0,M. Smart makes 3-pt shot from 28 ft (assist by K. Irving),3,53-41,,
3:43.0,,,53-41,,T. Young misses 2-pt shot from 6 ft
3:40.0,,,53-41,,Offensive rebound by T. Young
3:38.0,,,53-41,,C. Joseph misses 2-pt shot from 18 ft
3:35.0,Defensive rebound by A. Horford,,53-41,,
3:19.0,A. Horford misses 3-pt shot from 26 ft,,53-41,,
3:14.0,,,53-41,,Defensive rebound by C. Joseph
3:01.0,,,53-41,,Turnover by D. Collison (bad pass; steal by J. Brown)
2:57.0,Turnover by J. Brown (bad pass; steal by V. Oladipo),,53-41,,
2:54.0,Personal take foul by K. Irving (drawn by V. Oladipo),,53-41,,
2:54.0,,,53-42,1,V. Oladipo makes free throw 1 of 2
2:54.0,,,53-42,,B. Bogdanovic enters the game for C. Joseph
2:54.0,J. Tatum enters the game for A. Baynes,,53-42,,
2:54.0,,,53-42,,V. Oladipo misses free throw 2 of 2
2:52.0,Defensive rebound by A. Horford,,53-42,,
2:41.0,K. Irving makes 2-pt shot from 1 ft,2,55-42,,
2:26.0,,,55-42,,V. Oladipo misses 2-pt shot from 18 ft
2:24.0,Defensive rebound by J. Tatum,,55-42,,
2:14.0,Offensive charge foul by K. Irving (drawn by D. Collison),,55-42,,
2:14.0,Turnover by K. Irving (offensive foul),,55-42,,
2:04.0,,,55-42,,D. Collison misses 2-pt shot from 21 ft
2:01.0,Defensive rebound by A. Horford,,55-42,,
1:51.0,Turnover by M. Smart (bad pass; steal by V. Oladipo),,55-42,,
1:46.0,,,55-45,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by T. Young)
1:46.0,,,55-45,,Shooting foul by M. Smart (drawn by B. Bogdanovic)
1:46.0,T. Rozier enters the game for K. Irving,,55-45,,
1:46.0,,,55-46,1,B. Bogdanovic makes free throw 1 of 1
1:27.0,M. Smart makes 3-pt shot from 25 ft (assist by A. Horford),3,58-46,,
1:05.0,,,58-46,,M. Turner misses 2-pt shot from 10 ft (block by A. Horford)
1:01.0,Defensive rebound by J. Tatum,,58-46,,
0:57.0,A. Horford makes 2-pt shot at rim (assist by M. Smart),2,60-46,,
0:47.0,,,60-46,,Offensive foul by M. Turner (drawn by J. Brown)
0:47.0,,,60-46,,Turnover by M. Turner (offensive foul)
0:30.0,J. Brown makes 2-pt shot at rim,2,62-46,,
0:11.0,,,62-46,,Shooting foul by J. Brown (drawn by V. Oladipo)
0:11.0,,,62-46,,V. Oladipo misses free throw 1 of 2
0:11.0,,,62-46,,Offensive rebound by Team
0:11.0,,,62-47,1,V. Oladipo makes free throw 2 of 2
0:01.0,T. Rozier misses 3-pt shot from 25 ft,,62-47,,
0:01.0,,,62-47,,Defensive rebound by B. Bogdanovic
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,62-49,2,V. Oladipo makes 2-pt shot from 17 ft
11:20.0,K. Irving makes 2-pt shot from 19 ft (assist by J. Brown),2,64-49,,
11:03.0,,,64-51,2,T. Young makes 2-pt shot from 18 ft (assist by B. Bogdanovic)
10:50.0,Turnover by A. Horford (bad pass; steal by M. Turner),,64-51,,
10:49.0,Shooting block foul by A. Baynes (drawn by M. Turner),,64-51,,
10:49.0,,,64-51,,M. Turner misses free throw 1 of 2
10:49.0,,,64-51,,Offensive rebound by Team
10:49.0,,,64-51,,M. Turner misses free throw 2 of 2
10:47.0,Defensive rebound by J. Tatum,,64-51,,
10:37.0,Turnover by K. Irving (bad pass),,64-51,,
10:31.0,,,64-53,2,V. Oladipo makes 2-pt shot from 19 ft (assist by D. Collison)
10:11.0,Shooting foul by T. Young (drawn by J. Brown),,64-53,,
10:11.0,J. Brown makes free throw 1 of 3,1,65-53,,
10:11.0,J. Brown misses free throw 2 of 3,,65-53,,
10:11.0,Offensive rebound by Team,,65-53,,
10:11.0,J. Brown misses free throw 3 of 3,,65-53,,
10:11.0,Offensive rebound by J. Brown,,65-53,,
10:09.0,Shooting foul by T. Young (drawn by J. Brown),,65-53,,
10:09.0,J. Brown misses free throw 1 of 2,,65-53,,
10:09.0,Offensive rebound by Team,,65-53,,
10:09.0,J. Brown misses free throw 2 of 2,,65-53,,
10:07.0,,,65-53,,Defensive rebound by T. Young
9:57.0,,,65-53,,V. Oladipo misses 3-pt shot from 26 ft
9:54.0,Defensive rebound by K. Irving,,65-53,,
9:34.0,A. Horford misses 2-pt shot from 11 ft,,65-53,,
9:33.0,,,65-53,,Defensive rebound by Team
9:33.0,Loose ball foul by J. Brown (drawn by M. Turner),,65-53,,
9:20.0,,,65-53,,V. Oladipo misses 2-pt shot from 1 ft
9:17.0,Defensive rebound by J. Tatum,,65-53,,
9:12.0,J. Tatum makes 2-pt shot from 1 ft,2,67-53,,
8:48.0,,,67-53,,Shooting foul by A. Baynes (drawn by T. Young)
8:48.0,,,67-54,1,T. Young makes free throw 1 of 2
8:48.0,,,67-55,1,T. Young makes free throw 2 of 2
8:30.0,K. Irving makes 3-pt shot from 28 ft,3,70-55,,
8:14.0,,,70-55,,V. Oladipo misses 2-pt shot from 3 ft
8:13.0,Defensive rebound by A. Horford,,70-55,,
8:07.0,A. Baynes misses 2-pt shot from 1 ft,,70-55,,
8:05.0,,,70-55,,Defensive rebound by M. Turner
8:01.0,,,70-58,3,D. Collison makes 3-pt shot from 27 ft
7:39.0,K. Irving misses 2-pt shot from 22 ft,,70-58,,
7:36.0,,,70-58,,Defensive rebound by D. Collison
7:31.0,,,70-58,,Offensive rebound by Team
7:31.0,,,70-58,,D. Collison misses 2-pt shot from 1 ft (block by J. Tatum)
7:31.0,M. Smart enters the game for J. Tatum,,70-58,,
7:31.0,D. Theis enters the game for A. Baynes,,70-58,,
7:17.0,Personal block foul by J. Brown (drawn by T. Young),,70-58,,
7:06.0,,,70-58,,D. Collison misses 2-pt shot from 8 ft
7:04.0,Defensive rebound by D. Theis,,70-58,,
6:59.0,,,70-58,,Indiana full timeout
6:42.0,K. Irving makes 2-pt shot from 14 ft (assist by A. Horford),2,72-58,,
6:42.0,Shooting foul by D. Collison (drawn by K. Irving),,72-58,,
6:42.0,K. Irving makes free throw 1 of 1,1,73-58,,
6:28.0,Personal foul by M. Smart (drawn by V. Oladipo),,73-58,,
6:28.0,,,73-59,1,V. Oladipo makes free throw 1 of 2
6:28.0,,,73-59,,D. Sabonis enters the game for T. Young
6:28.0,,,73-60,1,V. Oladipo makes free throw 2 of 2
6:15.0,K. Irving misses 2-pt shot from 1 ft,,73-60,,
6:11.0,,,73-60,,Defensive rebound by B. Bogdanovic
5:54.0,,,73-60,,Turnover by D. Sabonis (traveling)
5:43.0,Turnover by M. Smart (lost ball; steal by B. Bogdanovic),,73-60,,
5:39.0,,,73-60,,Shooting foul by K. Irving (drawn by D. Collison)
5:39.0,,,73-61,1,D. Collison makes free throw 1 of 2
5:39.0,S. Ojeleye enters the game for D. Theis,,73-61,,
5:39.0,A. Baynes enters the game for A. Horford,,73-61,,
5:39.0,,,73-62,1,D. Collison makes free throw 2 of 2
5:20.0,K. Irving misses 2-pt shot from 7 ft,,73-62,,
5:14.0,Offensive rebound by M. Smart,,73-62,,
5:12.0,,,73-62,,Personal foul by V. Oladipo (drawn by M. Smart)
5:09.0,,,73-62,,Personal foul by B. Bogdanovic (drawn by M. Smart)
5:09.0,M. Smart makes free throw 1 of 2,1,74-62,,
5:09.0,M. Smart misses free throw 2 of 2,,74-62,,
5:06.0,,,74-62,,Defensive rebound by M. Turner
4:51.0,,,74-62,,V. Oladipo misses 3-pt shot from 25 ft
4:47.0,Defensive rebound by J. Brown,,74-62,,
4:37.0,Turnover by K. Irving (bad pass; steal by M. Turner),,74-62,,
4:36.0,,,74-64,2,V. Oladipo makes 2-pt shot from 10 ft
4:36.0,,,74-64,,Shooting foul by J. Brown (drawn by V. Oladipo)
4:36.0,J. Tatum enters the game for J. Brown,,74-64,,
4:36.0,,,74-65,1,V. Oladipo makes free throw 1 of 1
4:22.0,K. Irving misses 2-pt shot from 18 ft,,74-65,,
4:19.0,,,74-65,,Defensive rebound by V. Oladipo
4:14.0,,,74-65,,Shooting foul by A. Baynes (drawn by M. Turner)
4:14.0,,,74-65,,M. Turner misses free throw 1 of 2
4:14.0,,,74-65,,Offensive rebound by Team
4:14.0,,,74-65,,L. Stephenson enters the game for B. Bogdanovic
4:14.0,T. Rozier enters the game for K. Irving,,74-65,,
4:14.0,,,74-66,1,M. Turner makes free throw 2 of 2
3:57.0,Turnover by M. Smart (bad pass; steal by D. Collison),,74-66,,
3:53.0,,,74-68,2,V. Oladipo makes 2-pt shot at rim (assist by D. Collison)
3:45.0,Boston full timeout,,74-68,,
3:45.0,A. Horford enters the game for S. Ojeleye,,74-68,,
3:39.0,Turnover by J. Tatum (bad pass; steal by D. Sabonis),,74-68,,
3:21.0,,,74-68,,D. Collison misses 2-pt shot from 18 ft
3:17.0,Defensive rebound by A. Baynes,,74-68,,
3:04.0,A. Baynes misses 2-pt shot from 18 ft,,74-68,,
3:01.0,,,74-68,,Defensive rebound by L. Stephenson
2:56.0,,,74-68,,Turnover by L. Stephenson (bad pass; steal by J. Tatum)
2:51.0,T. Rozier makes 3-pt shot from 24 ft (assist by J. Tatum),3,77-68,,
2:31.0,,,77-68,,V. Oladipo misses 3-pt shot from 27 ft
2:29.0,Defensive rebound by A. Horford,,77-68,,
2:16.0,A. Horford makes 2-pt shot from 3 ft (assist by M. Smart),2,79-68,,
1:59.0,,,79-68,,V. Oladipo misses 2-pt shot from 16 ft
1:58.0,,,79-68,,Offensive rebound by D. Sabonis
1:56.0,,,79-71,3,D. Collison makes 3-pt shot from 27 ft (assist by D. Sabonis)
1:36.0,J. Tatum makes 3-pt shot from 23 ft (assist by A. Horford),3,82-71,,
1:26.0,,,82-73,2,V. Oladipo makes 2-pt shot at rim
1:26.0,,,82-73,,Shooting foul by A. Baynes (drawn by V. Oladipo)
1:26.0,,,82-73,,C. Joseph enters the game for D. Collison
1:26.0,,,82-74,1,V. Oladipo makes free throw 1 of 1
1:13.0,Turnover by M. Smart (bad pass),,82-74,,
1:01.0,,,82-76,2,D. Sabonis makes 2-pt shot from 16 ft (assist by V. Oladipo)
0:44.0,A. Horford makes 3-pt shot from 26 ft (assist by J. Tatum),3,85-76,,
0:36.0,,,85-78,2,V. Oladipo makes 2-pt shot from 20 ft
0:29.0,Turnover by M. Smart (traveling),,85-78,,
0:29.0,D. Theis enters the game for A. Baynes,,85-78,,
0:10.0,,,85-78,,Offensive foul by D. Sabonis (drawn by M. Smart)
0:10.0,,,85-78,,Turnover by D. Sabonis (offensive foul)
0:10.0,K. Irving enters the game for D. Theis,,85-78,,
0:10.0,,,85-78,,B. Bogdanovic enters the game for D. Sabonis
0:02.0,A. Horford misses 2-pt shot from 6 ft,,85-78,,
0:00.0,,,85-78,,Defensive rebound by M. Turner
0:00.0,,,85-78,,M. Turner misses 3-pt shot from 79 ft
0:00.0,,,85-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,J. Tatum misses 2-pt shot from 13 ft,,85-78,,
11:42.0,,,85-78,,Defensive rebound by L. Stephenson
11:37.0,,,85-78,,L. Stephenson misses 2-pt shot from 1 ft
11:35.0,Defensive rebound by D. Theis,,85-78,,
11:16.0,D. Theis misses 3-pt shot from 27 ft,,85-78,,
11:12.0,,,85-78,,Defensive rebound by B. Bogdanovic
11:03.0,,,85-78,,Shooting foul by D. Theis (drawn by M. Turner)
11:03.0,,,85-79,1,M. Turner makes free throw 1 of 2
11:03.0,,,85-79,,M. Turner misses free throw 2 of 2
11:00.0,Defensive rebound by A. Horford,,85-79,,
10:49.0,D. Theis makes 2-pt shot from 16 ft (assist by S. Larkin),2,87-79,,
10:27.0,,,87-82,3,L. Stephenson makes 3-pt shot from 27 ft (assist by B. Bogdanovic)
10:17.0,,,87-82,,Personal foul by L. Stephenson (drawn by S. Larkin)
10:17.0,,,87-82,,D. Sabonis enters the game for M. Turner
10:02.0,A. Horford makes 3-pt shot from 24 ft (assist by J. Tatum),3,90-82,,
9:44.0,,,90-84,2,D. Sabonis makes 2-pt shot from 18 ft (assist by L. Stephenson)
9:22.0,,,90-84,,Personal foul by T. Young (drawn by A. Horford)
9:11.0,T. Rozier makes 2-pt shot at rim,2,92-84,,
8:54.0,,,92-84,,D. Sabonis misses 2-pt shot from 7 ft
8:51.0,Defensive rebound by T. Rozier,,92-84,,
8:43.0,T. Rozier misses 2-pt shot from 11 ft,,92-84,,
8:42.0,Offensive rebound by T. Rozier,,92-84,,
8:42.0,Boston full timeout,,92-84,,
8:36.0,Turnover by D. Theis (bad pass),,92-84,,
8:22.0,,,92-87,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by C. Joseph)
8:04.0,S. Larkin makes 2-pt shot from 1 ft (assist by A. Horford),2,94-87,,
7:49.0,,,94-87,,B. Bogdanovic misses 3-pt shot from 26 ft
7:46.0,Defensive rebound by D. Theis,,94-87,,
7:33.0,S. Larkin makes 2-pt shot from 19 ft (assist by A. Horford),2,96-87,,
7:20.0,Personal foul by J. Tatum (drawn by B. Bogdanovic),,96-87,,
7:20.0,,,96-87,,V. Oladipo enters the game for B. Bogdanovic
7:20.0,K. Irving enters the game for J. Tatum,,96-87,,
7:20.0,S. Ojeleye enters the game for A. Horford,,96-87,,
7:11.0,,,96-89,2,D. Sabonis makes 2-pt shot from 8 ft (assist by C. Joseph)
6:45.0,T. Rozier misses 2-pt shot from 11 ft,,96-89,,
6:43.0,,,96-89,,Defensive rebound by V. Oladipo
6:26.0,,,96-89,,C. Joseph misses 3-pt shot from 25 ft
6:23.0,Defensive rebound by S. Ojeleye,,96-89,,
6:09.0,K. Irving misses 2-pt shot from 16 ft,,96-89,,
6:05.0,,,96-89,,Defensive rebound by T. Young
5:58.0,Personal foul by D. Theis (drawn by D. Sabonis),,96-89,,
5:49.0,,,96-89,,V. Oladipo misses 2-pt shot from 16 ft
5:47.0,Defensive rebound by S. Larkin,,96-89,,
5:37.0,Turnover by S. Larkin (bad pass; steal by L. Stephenson),,96-89,,
5:33.0,,,96-91,2,V. Oladipo makes 2-pt shot at rim (assist by L. Stephenson)
5:23.0,Boston full timeout,,96-91,,
5:23.0,J. Brown enters the game for S. Larkin,,96-91,,
5:23.0,M. Smart enters the game for T. Rozier,,96-91,,
5:08.0,D. Theis makes 2-pt shot from 17 ft (assist by S. Ojeleye),2,98-91,,
4:51.0,,,98-91,,V. Oladipo misses 3-pt shot from 26 ft
4:48.0,,,98-91,,Offensive rebound by T. Young
4:47.0,,,98-93,2,T. Young makes 2-pt shot from 6 ft
4:28.0,Shooting foul by T. Young (drawn by S. Ojeleye),,98-93,,
4:28.0,S. Ojeleye makes free throw 1 of 2,1,99-93,,
4:28.0,S. Ojeleye makes free throw 2 of 2,1,100-93,,
4:25.0,,,100-93,,Indiana full timeout
4:13.0,,,100-93,,V. Oladipo misses 3-pt shot from 28 ft
4:09.0,,,100-93,,Offensive rebound by L. Stephenson
4:09.0,,,100-95,2,L. Stephenson makes 2-pt shot at rim
3:53.0,K. Irving misses 2-pt shot from 17 ft,,100-95,,
3:52.0,,,100-95,,Defensive rebound by V. Oladipo
3:48.0,,,100-95,,Turnover by C. Joseph (bad pass)
3:48.0,A. Horford enters the game for D. Theis,,100-95,,
3:48.0,J. Tatum enters the game for S. Ojeleye,,100-95,,
3:34.0,K. Irving misses 3-pt shot from 26 ft,,100-95,,
3:29.0,,,100-95,,Defensive rebound by T. Young
3:25.0,,,100-95,,Indiana full timeout
3:14.0,,,100-95,,D. Sabonis misses 2-pt shot from 16 ft
3:09.0,,,100-95,,Offensive rebound by L. Stephenson
