time,LA Lakers,pts.away,score,pts.home,Sacramento
2:09.0,,,16-22,,Shooting foul by K. Kuzma (drawn by F. Mason)
2:09.0,,,16-22,,K. Koufos enters the game for Z. Randolph
2:09.0,L. Ball enters the game for K. Caldwell-Pope,,16-22,,
2:09.0,,,16-23,1,F. Mason makes free throw 1 of 1
1:58.0,J. Clarkson misses 2-pt shot from 17 ft,,16-23,,
1:52.0,,,16-23,,Defensive rebound by B. Hield
1:46.0,,,16-25,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
1:28.0,K. Kuzma misses 2-pt shot from 22 ft,,16-25,,
1:25.0,,,16-25,,Defensive rebound by K. Koufos
1:15.0,,,16-28,3,F. Mason makes 3-pt shot from 24 ft
1:04.0,J. Randle misses 2-pt shot from 12 ft,,16-28,,
1:04.0,Offensive rebound by J. Clarkson,,16-28,,
1:04.0,J. Clarkson misses 2-pt shot from 13 ft,,16-28,,
1:04.0,Offensive rebound by Team,,16-28,,
1:04.0,,,16-28,,Loose ball foul by K. Koufos (drawn by J. Randle)
1:04.0,C. Brewer enters the game for K. Kuzma,,16-28,,
0:58.0,B. Ingram misses 2-pt shot from 1 ft (block by K. Koufos),,16-28,,
0:53.0,Offensive rebound by B. Ingram,,16-28,,
0:53.0,B. Ingram misses 2-pt shot from 3 ft,,16-28,,
0:53.0,,,16-28,,Defensive rebound by Team
0:36.0,,,16-31,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by W. Cauley-Stein)
0:17.0,C. Brewer makes 3-pt shot from 22 ft (assist by J. Clarkson),3,19-31,,
0:00.0,,,19-31,,F. Mason misses 2-pt shot from 11 ft
0:00.0,,,19-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,J. Clarkson makes 3-pt shot from 25 ft (assist by L. Ball),3,22-31,,
11:20.0,,,22-31,,W. Cauley-Stein misses 2-pt shot from 1 ft (block by A. Bogut)
11:17.0,,,22-31,,Offensive rebound by K. Koufos
11:17.0,,,22-33,2,K. Koufos makes 2-pt shot from 3 ft
10:59.0,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Randle),3,25-33,,
10:42.0,,,25-33,,B. Bogdanovic misses 3-pt shot from 25 ft
10:39.0,,,25-33,,Offensive rebound by K. Koufos
10:34.0,,,25-35,2,K. Koufos makes 2-pt shot from 2 ft (assist by F. Mason)
10:21.0,Turnover by L. Ball (bad pass; steal by B. Hield),,25-35,,
10:17.0,,,25-37,2,B. Hield makes 2-pt shot at rim
10:06.0,Offensive charge foul by A. Bogut (drawn by B. Hield),,25-37,,
10:06.0,Turnover by A. Bogut (offensive foul),,25-37,,
9:48.0,,,25-37,,W. Cauley-Stein misses 3-pt shot from 23 ft
9:45.0,Defensive rebound by L. Ball,,25-37,,
9:39.0,J. Randle misses 2-pt shot from 6 ft,,25-37,,
9:35.0,,,25-37,,Defensive rebound by W. Cauley-Stein
9:28.0,,,25-37,,B. Hield misses 3-pt shot from 24 ft
9:28.0,Defensive rebound by J. Randle,,25-37,,
9:20.0,C. Brewer misses 2-pt shot from 6 ft,,25-37,,
9:20.0,,,25-37,,Defensive rebound by F. Mason
9:13.0,,,25-37,,Offensive foul by B. Bogdanovic (drawn by C. Brewer)
9:13.0,,,25-37,,Turnover by B. Bogdanovic (offensive foul)
8:52.0,C. Brewer makes 3-pt shot from 25 ft (assist by L. Ball),3,28-37,,
8:41.0,,,28-37,,F. Mason misses 2-pt shot from 20 ft
8:40.0,,,28-37,,Offensive rebound by F. Mason
8:40.0,,,28-37,,Sacramento full timeout
8:40.0,B. Lopez enters the game for J. Randle,,28-37,,
8:29.0,,,28-37,,B. Bogdanovic misses 2-pt shot from 16 ft
8:26.0,Defensive rebound by L. Ball,,28-37,,
8:17.0,L. Ball makes 2-pt shot from 2 ft (assist by C. Brewer),2,30-37,,
8:03.0,,,30-37,,B. Hield misses 2-pt shot from 12 ft
7:59.0,Defensive rebound by A. Bogut,,30-37,,
7:48.0,J. Clarkson misses 2-pt shot from 1 ft,,30-37,,
7:44.0,,,30-37,,Defensive rebound by K. Koufos
7:30.0,,,30-37,,B. Hield misses 3-pt shot from 25 ft
7:25.0,,,30-37,,Offensive rebound by K. Koufos
7:23.0,,,30-37,,Turnover by K. Koufos (bad pass; steal by C. Brewer)
7:19.0,J. Clarkson misses 3-pt shot from 27 ft,,30-37,,
7:16.0,,,30-37,,Defensive rebound by B. Bogdanovic
7:05.0,,,30-37,,Shooting foul by B. Lopez (drawn by W. Cauley-Stein)
7:05.0,,,30-38,1,W. Cauley-Stein makes free throw 1 of 2
7:05.0,,,30-38,,D. Fox enters the game for F. Mason
7:05.0,,,30-38,,G. Temple enters the game for B. Hield
7:05.0,,,30-38,,W. Cauley-Stein misses free throw 2 of 2
7:03.0,Defensive rebound by A. Bogut,,30-38,,
6:54.0,J. Clarkson misses 3-pt shot from 25 ft,,30-38,,
6:50.0,,,30-38,,Defensive rebound by W. Cauley-Stein
6:37.0,,,30-40,2,B. Bogdanovic makes 2-pt shot from 19 ft
6:20.0,L. Ball misses 2-pt shot from 4 ft,,30-40,,
6:18.0,,,30-40,,Defensive rebound by W. Cauley-Stein
6:14.0,,,30-40,,Z. Randolph enters the game for K. Koufos
6:14.0,K. Caldwell-Pope enters the game for C. Brewer,,30-40,,
6:14.0,K. Kuzma enters the game for A. Bogut,,30-40,,
6:04.0,,,30-43,3,G. Temple makes 3-pt shot from 23 ft (assist by Z. Randolph)
5:49.0,B. Lopez makes 2-pt shot from 3 ft (assist by L. Ball),2,32-43,,
5:35.0,,,32-46,3,Z. Randolph makes 3-pt shot from 25 ft (assist by D. Fox)
5:28.0,J. Clarkson makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope),2,34-46,,
5:14.0,,,34-46,,Turnover by D. Fox (bad pass; steal by K. Kuzma)
5:11.0,Turnover by K. Kuzma (lost ball; steal by D. Fox),,34-46,,
5:10.0,,,34-48,2,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Fox)
5:10.0,,,34-48,,Shooting foul by B. Lopez (drawn by W. Cauley-Stein)
5:10.0,J. Randle enters the game for J. Clarkson,,34-48,,
5:10.0,B. Ingram enters the game for B. Lopez,,34-48,,
5:10.0,,,34-48,,W. Cauley-Stein misses free throw 1 of 1
5:07.0,Defensive rebound by J. Randle,,34-48,,
4:59.0,L. Ball makes 3-pt shot from 26 ft (assist by K. Caldwell-Pope),3,37-48,,
4:46.0,,,37-48,,D. Fox misses 2-pt shot from 17 ft
4:42.0,Defensive rebound by B. Ingram,,37-48,,
4:28.0,K. Kuzma misses 3-pt shot from 24 ft,,37-48,,
4:25.0,,,37-48,,Defensive rebound by Z. Randolph
4:17.0,Personal foul by K. Kuzma (drawn by W. Cauley-Stein),,37-48,,
4:17.0,,,37-48,,G. Hill enters the game for W. Cauley-Stein
4:17.0,,,37-48,,S. Labissiere enters the game for B. Bogdanovic
4:09.0,,,37-48,,Z. Randolph misses 2-pt shot from 2 ft
4:06.0,,,37-48,,Offensive rebound by S. Labissiere
3:59.0,Jump ball: S. Labissiere vs. B. Ingram (D. Fox gains possession),,,,Jump ball: S. Labissiere vs. B. Ingram (D. Fox gains possession)
3:57.0,,,37-48,,D. Fox misses 2-pt shot from 7 ft (block by B. Ingram)
3:57.0,,,37-48,,Offensive rebound by Team
3:51.0,,,37-48,,G. Temple misses 2-pt shot from 22 ft
3:48.0,Defensive rebound by K. Kuzma,,37-48,,
3:40.0,L. Ball misses 3-pt shot from 25 ft,,37-48,,
3:36.0,,,37-48,,Defensive rebound by D. Fox
3:31.0,,,37-50,2,D. Fox makes 2-pt shot from 2 ft
3:21.0,Shooting foul by D. Fox (drawn by L. Ball),,37-50,,
3:21.0,L. Ball misses free throw 1 of 2,,37-50,,
3:21.0,Offensive rebound by Team,,37-50,,
3:21.0,L. Ball misses free throw 2 of 2,,37-50,,
3:17.0,,,37-50,,Defensive rebound by G. Temple
3:00.0,,,37-52,2,G. Temple makes 2-pt shot from 1 ft (assist by Z. Randolph)
2:37.0,K. Kuzma misses 2-pt shot from 21 ft,,37-52,,
2:34.0,,,37-52,,Defensive rebound by D. Fox
2:33.0,,,37-52,,Turnover by D. Fox (bad pass)
2:33.0,LA Lakers full timeout,,37-52,,
2:21.0,K. Caldwell-Pope misses 2-pt shot from 20 ft,,37-52,,
2:15.0,Offensive rebound by J. Randle,,37-52,,
2:07.0,J. Randle makes 2-pt shot from 8 ft,2,39-52,,
1:44.0,Personal foul by K. Kuzma (drawn by S. Labissiere),,39-52,,
1:30.0,,,39-52,,G. Temple misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by J. Randle,,39-52,,
1:23.0,Turnover by J. Randle (bad pass),,39-52,,
1:23.0,C. Brewer enters the game for K. Kuzma,,39-52,,
1:05.0,,,39-54,2,G. Temple makes 2-pt shot from 16 ft
0:50.0,J. Randle makes 2-pt shot from 2 ft (assist by L. Ball),2,41-54,,
0:39.0,,,41-54,,Offensive charge foul by S. Labissiere (drawn by C. Brewer)
0:39.0,,,41-54,,Turnover by S. Labissiere (offensive foul)
0:39.0,,,41-54,,V. Carter enters the game for S. Labissiere
0:23.0,,,41-54,,Personal foul by D. Fox (drawn by L. Ball)
0:20.0,,,41-54,,Personal foul by G. Temple (drawn by B. Ingram)
0:20.0,B. Ingram misses free throw 1 of 2,,41-54,,
0:20.0,Offensive rebound by Team,,41-54,,
0:20.0,B. Ingram misses free throw 2 of 2,,41-54,,
0:18.0,,,41-54,,Defensive rebound by V. Carter
0:01.0,,,41-54,,Z. Randolph misses 3-pt shot from 25 ft
0:01.0,,,41-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,B. Lopez makes 2-pt shot from 12 ft (assist by L. Ball),2,43-54,,
11:30.0,Personal foul by B. Lopez (drawn by Z. Randolph),,43-54,,
11:18.0,,,43-54,,S. Labissiere misses 2-pt shot from 4 ft (block by B. Lopez)
11:14.0,Defensive rebound by L. Ball,,43-54,,
11:08.0,B. Lopez misses 2-pt shot from 10 ft,,43-54,,
11:04.0,,,43-54,,Defensive rebound by S. Labissiere
10:51.0,,,43-57,3,D. Fox makes 3-pt shot from 24 ft (assist by Z. Randolph)
10:41.0,Turnover by L. Ball (bad pass),,43-57,,
10:22.0,,,43-57,,Turnover by D. Fox (bad pass)
10:10.0,K. Kuzma misses 3-pt shot from 24 ft,,43-57,,
10:06.0,,,43-57,,Defensive rebound by G. Hill
9:52.0,,,43-59,2,Z. Randolph makes 2-pt shot from 19 ft
9:34.0,K. Kuzma makes 2-pt shot from 8 ft (assist by L. Ball),2,45-59,,
9:27.0,,,45-59,,Shooting foul by L. Ball (drawn by D. Fox)
9:27.0,,,45-59,,D. Fox misses free throw 2 of 2
9:27.0,Defensive rebound by J. Randle,,45-59,,
9:27.0,,,45-60,1,D. Fox makes free throw 1 of 2
9:27.0,J. Randle enters the game for B. Lopez,,45-60,,
9:16.0,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by L. Ball),2,47-60,,
9:04.0,,,47-60,,Turnover by Z. Randolph (lost ball; steal by J. Randle)
8:57.0,,,47-60,,Personal foul by Z. Randolph (drawn by B. Ingram)
8:44.0,B. Ingram misses 2-pt shot from 7 ft,,47-60,,
8:40.0,,,47-60,,Defensive rebound by G. Temple
8:29.0,,,47-60,,S. Labissiere misses 2-pt shot from 4 ft (block by J. Randle)
8:24.0,,,47-60,,Offensive rebound by S. Labissiere
8:24.0,,,47-62,2,S. Labissiere makes 2-pt shot from 2 ft
8:03.0,B. Ingram makes 2-pt shot from 2 ft,2,49-62,,
7:53.0,,,49-62,,Turnover by D. Fox (bad pass; steal by L. Ball)
7:49.0,K. Kuzma misses 2-pt shot from 1 ft,,49-62,,
7:44.0,,,49-62,,Defensive rebound by G. Hill
7:25.0,,,49-62,,G. Temple misses 2-pt shot from 22 ft
7:25.0,Defensive rebound by B. Ingram,,49-62,,
7:18.0,B. Ingram makes 2-pt shot from 5 ft,2,51-62,,
7:18.0,,,51-62,,Sacramento full timeout
6:59.0,,,51-62,,Z. Randolph misses 2-pt shot from 3 ft
6:57.0,Defensive rebound by J. Randle,,51-62,,
6:51.0,J. Randle makes 2-pt shot from 1 ft,2,53-62,,
6:38.0,,,53-62,,Turnover by D. Fox (bad pass; steal by J. Randle)
6:35.0,J. Randle misses 2-pt shot from 2 ft,,53-62,,
6:30.0,,,53-62,,Defensive rebound by Z. Randolph
6:10.0,,,53-64,2,D. Fox makes 2-pt shot from 18 ft
5:53.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,53-64,,
5:49.0,,,53-64,,Defensive rebound by Z. Randolph
5:38.0,,,53-64,,D. Fox misses 2-pt shot from 9 ft
5:36.0,Defensive rebound by B. Ingram,,53-64,,
5:34.0,Shooting foul by G. Hill (drawn by B. Ingram),,53-64,,
5:34.0,B. Ingram makes free throw 1 of 2,1,54-64,,
5:34.0,,,54-64,,W. Cauley-Stein enters the game for D. Fox
5:34.0,,,54-64,,F. Mason enters the game for S. Labissiere
5:34.0,B. Ingram makes free throw 2 of 2,1,55-64,,
5:22.0,Personal foul by B. Ingram (drawn by G. Hill),,55-64,,
5:15.0,,,55-66,2,Z. Randolph makes 2-pt shot from 3 ft (assist by G. Hill)
4:53.0,J. Randle makes 2-pt shot from 2 ft (assist by B. Ingram),2,57-66,,
4:53.0,Shooting foul by Z. Randolph (drawn by J. Randle),,57-66,,
4:53.0,J. Randle misses free throw 1 of 1,,57-66,,
4:50.0,,,57-66,,Defensive rebound by Z. Randolph
4:44.0,,,57-68,2,F. Mason makes 2-pt shot from 21 ft
4:24.0,K. Kuzma misses 2-pt shot from 14 ft,,57-68,,
4:21.0,,,57-68,,Defensive rebound by G. Hill
4:14.0,Personal foul by K. Kuzma (drawn by Z. Randolph),,57-68,,
4:14.0,J. Hart enters the game for K. Kuzma,,57-68,,
4:06.0,,,57-68,,Turnover by W. Cauley-Stein (turnover)
3:55.0,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by L. Ball),2,59-68,,
3:31.0,,,59-70,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by Z. Randolph)
3:08.0,Turnover by J. Randle (bad pass; steal by W. Cauley-Stein),,59-70,,
2:58.0,,,59-72,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by Z. Randolph)
2:42.0,,,59-72,,Personal foul by G. Temple (drawn by J. Randle)
2:42.0,LA Lakers full timeout,,59-72,,
2:42.0,,,59-72,,B. Bogdanovic enters the game for G. Hill
2:42.0,,,59-72,,V. Carter enters the game for Z. Randolph
2:42.0,J. Clarkson enters the game for L. Ball,,59-72,,
2:36.0,B. Ingram makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope),2,61-72,,
2:20.0,,,61-72,,Offensive foul by V. Carter (drawn by J. Clarkson)
2:20.0,,,61-72,,Turnover by V. Carter (offensive foul)
2:06.0,Turnover by K. Caldwell-Pope (out of bounds lost ball),,61-72,,
1:55.0,,,61-72,,W. Cauley-Stein misses 2-pt shot from 7 ft
1:52.0,Defensive rebound by J. Hart,,61-72,,
1:47.0,J. Clarkson makes 2-pt shot from 6 ft (assist by J. Hart),2,63-72,,
1:23.0,,,63-72,,Turnover by W. Cauley-Stein (lost ball; steal by J. Clarkson)
1:12.0,Turnover by K. Caldwell-Pope (bad pass; steal by W. Cauley-Stein),,63-72,,
1:01.0,,,63-72,,W. Cauley-Stein misses 2-pt shot from 7 ft
0:58.0,Defensive rebound by J. Hart,,63-72,,
0:50.0,Shooting foul by V. Carter (drawn by B. Ingram),,63-72,,
0:50.0,B. Ingram makes free throw 1 of 2,1,64-72,,
0:50.0,,,64-72,,B. Hield enters the game for G. Temple
0:50.0,B. Ingram makes free throw 2 of 2,1,65-72,,
0:39.0,,,65-74,2,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by B. Bogdanovic)
0:33.0,Turnover by J. Clarkson (traveling),,65-74,,
0:16.0,,,65-74,,Turnover by B. Bogdanovic (bad pass; steal by K. Caldwell-Pope)
0:14.0,K. Caldwell-Pope makes 2-pt shot from 1 ft,2,67-74,,
0:01.0,Personal foul by B. Ingram (drawn by W. Cauley-Stein),,67-74,,
0:01.0,,,67-75,1,W. Cauley-Stein makes free throw 1 of 2
0:01.0,,,67-76,1,W. Cauley-Stein makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,67-78,2,V. Carter makes 2-pt shot from 18 ft
11:20.0,J. Clarkson misses 3-pt shot from 26 ft,,67-78,,
11:16.0,,,67-78,,Defensive rebound by F. Mason
11:10.0,,,67-80,2,B. Hield makes 2-pt shot from 9 ft (assist by B. Bogdanovic)
11:10.0,,,67-80,,Shooting foul by B. Lopez (drawn by B. Hield)
11:10.0,,,67-81,1,B. Hield makes free throw 1 of 1
10:49.0,Turnover by J. Clarkson (traveling),,67-81,,
10:34.0,,,67-81,,Shooting foul by B. Lopez (drawn by V. Carter)
10:34.0,,,67-81,,V. Carter misses free throw 1 of 2
10:34.0,,,67-81,,Offensive rebound by Team
10:34.0,,,67-81,,V. Carter misses free throw 2 of 2
10:31.0,,,67-81,,Offensive rebound by F. Mason
10:16.0,,,67-83,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
10:16.0,LA Lakers full timeout,,67-83,,
10:06.0,,,67-83,,Personal foul by B. Bogdanovic (drawn by B. Ingram)
9:52.0,J. Hart makes 3-pt shot from 24 ft (assist by B. Ingram),3,70-83,,
9:35.0,,,70-86,3,F. Mason makes 3-pt shot from 23 ft (assist by B. Bogdanovic)
9:21.0,J. Clarkson misses 3-pt shot from 22 ft,,70-86,,
9:19.0,,,70-86,,Defensive rebound by Team
9:08.0,,,70-88,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
8:53.0,K. Kuzma makes 3-pt shot from 24 ft (assist by B. Ingram),3,73-88,,
8:32.0,,,73-91,3,B. Hield makes 3-pt shot from 25 ft
8:32.0,LA Lakers full timeout,,73-91,,
8:32.0,L. Ball enters the game for B. Ingram,,73-91,,
8:32.0,J. Randle enters the game for B. Lopez,,73-91,,
8:16.0,J. Clarkson makes 2-pt shot from 2 ft (assist by J. Randle),2,75-91,,
8:16.0,Shooting foul by F. Mason (drawn by J. Clarkson),,75-91,,
8:16.0,J. Clarkson makes free throw 1 of 1,1,76-91,,
7:54.0,,,76-91,,Shooting foul by J. Clarkson (drawn by W. Cauley-Stein)
7:54.0,,,76-92,1,W. Cauley-Stein makes free throw 1 of 2
7:54.0,,,76-93,1,W. Cauley-Stein makes free throw 2 of 2
7:36.0,K. Kuzma makes 3-pt shot from 25 ft (assist by L. Ball),3,79-93,,
7:19.0,,,79-93,,Turnover by F. Mason (bad pass; steal by J. Hart)
7:16.0,Turnover by K. Kuzma (bad pass),,79-93,,
7:16.0,K. Caldwell-Pope enters the game for J. Hart,,79-93,,
6:57.0,,,79-95,2,W. Cauley-Stein makes 2-pt shot from 1 ft
6:57.0,,,79-95,,Shooting foul by J. Randle (drawn by W. Cauley-Stein)
6:57.0,,,79-96,1,W. Cauley-Stein makes free throw 1 of 1
6:48.0,J. Clarkson misses 2-pt shot from 10 ft (block by V. Carter),,79-96,,
6:46.0,,,79-96,,Defensive rebound by F. Mason
6:39.0,,,79-98,2,B. Bogdanovic makes 2-pt shot from 22 ft (assist by F. Mason)
6:39.0,LA Lakers full timeout,,79-98,,
6:26.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by L. Ball),3,82-98,,
6:08.0,,,82-98,,V. Carter misses 3-pt shot from 26 ft
6:06.0,Defensive rebound by J. Randle,,82-98,,
6:01.0,K. Kuzma misses 2-pt shot from 3 ft,,82-98,,
6:01.0,Offensive rebound by J. Randle,,82-98,,
6:01.0,Shooting foul by B. Hield (drawn by J. Randle),,82-98,,
6:01.0,J. Randle makes free throw 1 of 2,1,83-98,,
6:01.0,,,83-98,,Z. Randolph enters the game for V. Carter
6:01.0,,,83-98,,G. Temple enters the game for B. Hield
6:01.0,J. Randle makes free throw 2 of 2,1,84-98,,
5:42.0,,,84-98,,Turnover by Z. Randolph (bad pass)
5:33.0,K. Caldwell-Pope misses 2-pt shot from 22 ft,,84-98,,
5:29.0,,,84-98,,Defensive rebound by W. Cauley-Stein
5:21.0,,,84-100,2,Z. Randolph makes 2-pt shot from 7 ft (assist by F. Mason)
5:09.0,Turnover by L. Ball (out of bounds lost ball),,84-100,,
4:49.0,,,84-102,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
4:39.0,J. Clarkson makes 2-pt shot from 7 ft,2,86-102,,
4:39.0,Shooting foul by B. Bogdanovic (drawn by J. Clarkson),,86-102,,
4:39.0,J. Clarkson misses free throw 1 of 1,,86-102,,
4:36.0,,,86-102,,Defensive rebound by W. Cauley-Stein
4:17.0,,,86-102,,Z. Randolph misses 3-pt shot from 26 ft
4:14.0,Defensive rebound by J. Clarkson,,86-102,,
4:08.0,K. Kuzma misses 3-pt shot from 24 ft,,86-102,,
4:05.0,,,86-102,,Defensive rebound by Z. Randolph
4:00.0,,,86-102,,Sacramento full timeout
3:46.0,,,86-104,2,Z. Randolph makes 2-pt shot from 10 ft
3:20.0,J. Clarkson misses 2-pt shot from 15 ft,,86-104,,
3:18.0,,,86-104,,Defensive rebound by W. Cauley-Stein
3:07.0,,,86-106,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by F. Mason)
2:52.0,K. Kuzma misses 3-pt shot from 23 ft,,86-106,,
2:50.0,,,86-106,,Defensive rebound by Z. Randolph
2:48.0,,,86-106,,Turnover by F. Mason (bad pass)
2:48.0,,,86-106,,D. Fox enters the game for F. Mason
2:31.0,L. Ball makes 3-pt shot from 24 ft (assist by J. Clarkson),3,89-106,,
2:15.0,,,89-106,,B. Bogdanovic misses 2-pt shot from 19 ft
