time,Houston,pts.away,score,pts.home,San Antonio
8:59.0,J. Johnson misses 2-pt shot from 7 ft,,23-30,,
8:57.0,,,23-30,,Defensive rebound by R. Gay
8:43.0,Personal foul by L. Mbah a Moute (drawn by P. Gasol),,23-30,,
8:43.0,,,23-30,,K. Anderson enters the game for T. Parker
8:43.0,,,23-30,,D. Murray enters the game for R. Gay
8:43.0,C. Capela enters the game for J. Johnson,,23-30,,
8:43.0,P. Tucker enters the game for L. Mbah a Moute,,23-30,,
8:43.0,T. Ariza enters the game for R. Anderson,,23-30,,
8:33.0,,,23-30,,D. Green misses 3-pt shot from 23 ft
8:29.0,Defensive rebound by C. Capela,,23-30,,
8:20.0,Shooting foul by P. Gasol (drawn by C. Capela),,23-30,,
8:20.0,C. Capela makes free throw 1 of 2,1,24-30,,
8:20.0,,,24-30,,San Antonio full timeout
8:20.0,,,24-30,,P. Mills enters the game for B. Forbes
8:20.0,,,24-30,,L. Aldridge enters the game for K. Anderson
8:20.0,C. Capela makes free throw 2 of 2,1,25-30,,
8:07.0,,,25-30,,Turnover by D. Murray (bad pass; steal by G. Green)
8:02.0,G. Green misses 3-pt shot from 25 ft,,25-30,,
7:58.0,Offensive rebound by G. Green,,25-30,,
7:53.0,G. Green makes 3-pt shot from 23 ft,3,28-30,,
7:28.0,,,28-30,,D. Murray misses 2-pt shot from 7 ft
7:25.0,Defensive rebound by G. Green,,28-30,,
7:17.0,Turnover by G. Green (lost ball; steal by D. Murray),,28-30,,
7:12.0,,,28-30,,K. Anderson enters the game for P. Gasol
7:12.0,J. Harden enters the game for G. Green,,28-30,,
7:01.0,,,28-30,,L. Aldridge misses 2-pt shot from 13 ft
6:59.0,Defensive rebound by P. Tucker,,28-30,,
6:43.0,C. Capela misses 2-pt shot from 7 ft,,28-30,,
6:41.0,,,28-30,,Defensive rebound by D. Green
6:32.0,,,28-30,,D. Green misses 2-pt shot from 4 ft
6:30.0,,,28-30,,Offensive rebound by D. Green
6:30.0,,,28-30,,Shooting foul by E. Gordon (drawn by D. Green)
6:30.0,,,28-31,1,D. Green makes free throw 1 of 2
6:30.0,,,28-32,1,D. Green makes free throw 2 of 2
6:15.0,E. Gordon makes 2-pt shot from 1 ft (assist by J. Harden),2,30-32,,
5:56.0,,,30-34,2,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Mills)
5:56.0,,,30-34,,Shooting foul by J. Harden (drawn by L. Aldridge)
5:56.0,,,30-35,1,L. Aldridge makes free throw 1 of 1
5:38.0,C. Capela misses 2-pt shot from 6 ft (block by L. Aldridge),,30-35,,
5:35.0,,,30-35,,Defensive rebound by D. Murray
5:29.0,,,30-37,2,K. Anderson makes 2-pt shot from 1 ft
5:16.0,G. Green enters the game for E. Gordon,,30-37,,
5:06.0,P. Tucker makes 3-pt shot from 23 ft (assist by J. Harden),3,33-37,,
4:45.0,,,33-37,,K. Anderson misses 3-pt shot from 23 ft
4:42.0,Defensive rebound by G. Green,,33-37,,
4:27.0,T. Ariza misses 3-pt shot from 23 ft,,33-37,,
4:25.0,,,33-37,,Defensive rebound by L. Aldridge
4:12.0,,,33-37,,K. Anderson misses 2-pt shot at rim
4:09.0,Defensive rebound by C. Capela,,33-37,,
4:01.0,J. Harden makes 2-pt shot at rim,2,35-37,,
3:34.0,,,35-37,,D. Green misses 2-pt shot from 11 ft
3:29.0,,,35-37,,Offensive rebound by L. Aldridge
3:29.0,,,35-39,2,L. Aldridge makes 2-pt shot at rim
3:17.0,J. Harden misses 2-pt shot from 1 ft (block by L. Aldridge),,35-39,,
3:14.0,,,35-39,,Defensive rebound by L. Aldridge
3:09.0,,,35-39,,M. Ginobili enters the game for K. Anderson
3:09.0,,,35-39,,T. Parker enters the game for D. Murray
3:09.0,Houston full timeout,,35-39,,
3:08.0,,,35-39,,Turnover by T. Parker (bad pass)
2:50.0,Shooting foul by T. Parker (drawn by J. Harden),,35-39,,
2:50.0,J. Harden makes free throw 1 of 3,1,36-39,,
2:50.0,J. Harden makes free throw 2 of 3,1,37-39,,
2:50.0,J. Harden makes free throw 3 of 3,1,38-39,,
2:35.0,,,38-41,2,L. Aldridge makes 2-pt shot from 6 ft
2:08.0,J. Harden misses 3-pt shot from 23 ft,,38-41,,
2:05.0,,,38-41,,Defensive rebound by M. Ginobili
1:41.0,,,38-44,3,D. Green makes 3-pt shot from 25 ft (assist by P. Mills)
1:34.0,P. Tucker misses 3-pt shot from 23 ft,,38-44,,
1:30.0,,,38-44,,Defensive rebound by L. Aldridge
1:27.0,Personal foul by G. Green (drawn by D. Green),,38-44,,
1:27.0,,,38-45,1,D. Green makes free throw 1 of 2
1:27.0,,,38-45,,R. Gay enters the game for T. Parker
1:27.0,E. Gordon enters the game for G. Green,,38-45,,
1:27.0,,,38-46,1,D. Green makes free throw 2 of 2
1:06.0,E. Gordon misses 2-pt shot from 2 ft (block by D. Green),,38-46,,
1:03.0,Offensive rebound by P. Tucker,,38-46,,
1:00.0,P. Tucker misses 3-pt shot from 26 ft,,38-46,,
0:59.0,Offensive rebound by C. Capela,,38-46,,
0:57.0,Turnover by J. Harden (traveling),,38-46,,
0:36.0,,,38-46,,P. Mills misses 2-pt shot from 3 ft
0:36.0,Defensive rebound by Team,,38-46,,
0:36.0,,,38-46,,Personal foul by P. Mills (drawn by P. Tucker)
0:21.0,T. Ariza misses 2-pt shot from 9 ft,,38-46,,
0:19.0,,,38-46,,Defensive rebound by M. Ginobili
0:01.0,,,38-46,,R. Gay misses 2-pt shot from 16 ft
0:01.0,Defensive rebound by T. Ariza,,38-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,E. Gordon misses 2-pt shot from 7 ft,,38-46,,
11:42.0,Offensive rebound by C. Capela,,38-46,,
11:41.0,C. Capela misses 2-pt shot from 1 ft,,38-46,,
11:41.0,,,38-46,,Defensive rebound by D. Green
11:25.0,,,38-46,,D. Murray misses 2-pt shot from 8 ft
11:23.0,Defensive rebound by C. Capela,,38-46,,
11:02.0,P. Tucker misses 3-pt shot from 24 ft,,38-46,,
10:58.0,,,38-46,,Defensive rebound by D. Murray
10:41.0,,,38-48,2,L. Aldridge makes 2-pt shot from 13 ft
10:23.0,Shooting foul by D. Green (drawn by C. Capela),,38-48,,
10:23.0,C. Capela makes free throw 1 of 2,1,39-48,,
10:23.0,C. Capela makes free throw 2 of 2,1,40-48,,
10:04.0,,,40-48,,D. Murray misses 2-pt shot from 17 ft
10:01.0,Defensive rebound by P. Tucker,,40-48,,
9:52.0,J. Harden misses 2-pt shot from 7 ft,,40-48,,
9:47.0,Offensive rebound by J. Harden,,40-48,,
9:47.0,J. Harden misses 2-pt shot at rim,,40-48,,
9:46.0,,,40-48,,Defensive rebound by D. Murray
9:44.0,,,40-48,,P. Mills misses 3-pt shot from 28 ft
9:43.0,Defensive rebound by Team,,40-48,,
9:43.0,,,40-48,,Loose ball foul by D. Green (drawn by C. Capela)
9:34.0,Shooting foul by D. Green (drawn by E. Gordon),,40-48,,
9:34.0,E. Gordon makes free throw 1 of 2,1,41-48,,
9:34.0,,,41-48,,M. Ginobili enters the game for D. Green
9:34.0,E. Gordon makes free throw 2 of 2,1,42-48,,
9:21.0,,,42-50,2,M. Ginobili makes 2-pt shot from 2 ft (assist by D. Murray)
9:21.0,,,42-50,,Shooting foul by E. Gordon (drawn by M. Ginobili)
9:21.0,,,42-50,,M. Ginobili misses free throw 1 of 1
9:17.0,Defensive rebound by C. Capela,,42-50,,
9:14.0,,,42-50,,Personal foul by D. Murray (drawn by E. Gordon)
9:05.0,E. Gordon makes 2-pt shot at rim (assist by J. Harden),2,44-50,,
9:05.0,Shooting foul by L. Aldridge (drawn by E. Gordon),,44-50,,
9:05.0,E. Gordon misses free throw 1 of 1,,44-50,,
9:02.0,,,44-50,,Defensive rebound by L. Aldridge
8:48.0,,,44-52,2,L. Aldridge makes 2-pt shot from 6 ft (assist by K. Anderson)
8:36.0,Shooting foul by L. Aldridge (drawn by T. Ariza),,44-52,,
8:36.0,T. Ariza makes free throw 1 of 2,1,45-52,,
8:36.0,T. Ariza misses free throw 2 of 2,,45-52,,
8:35.0,Offensive rebound by Team,,45-52,,
8:29.0,J. Harden makes 2-pt shot from 1 ft,2,47-52,,
8:16.0,,,47-54,2,D. Murray makes 2-pt shot from 3 ft
8:03.0,T. Ariza misses 3-pt shot from 25 ft,,47-54,,
8:00.0,,,47-54,,Defensive rebound by L. Aldridge
7:48.0,,,47-54,,Turnover by M. Ginobili (bad pass)
7:36.0,,,47-54,,Personal foul by P. Mills (drawn by T. Ariza)
7:36.0,T. Ariza misses free throw 1 of 2,,47-54,,
7:36.0,Offensive rebound by Team,,47-54,,
7:36.0,T. Ariza makes free throw 2 of 2,1,48-54,,
7:14.0,,,48-54,,D. Murray misses 2-pt shot from 10 ft
7:09.0,,,48-54,,Offensive rebound by D. Murray
6:50.0,,,48-54,,L. Aldridge misses 2-pt shot from 12 ft
6:48.0,Defensive rebound by E. Gordon,,48-54,,
6:38.0,E. Gordon makes 2-pt shot at rim,2,50-54,,
6:38.0,,,50-54,,San Antonio full timeout
6:38.0,G. Green enters the game for E. Gordon,,50-54,,
6:22.0,,,50-57,3,M. Ginobili makes 3-pt shot from 22 ft (assist by K. Anderson)
6:05.0,J. Harden makes 2-pt shot from 17 ft,2,52-57,,
5:51.0,Personal foul by J. Harden (drawn by D. Murray),,52-57,,
5:40.0,,,52-59,2,L. Aldridge makes 2-pt shot from 13 ft
5:26.0,J. Harden misses 2-pt shot from 5 ft,,52-59,,
5:24.0,,,52-59,,Defensive rebound by P. Mills
5:18.0,,,52-61,2,D. Murray makes 2-pt shot from 7 ft (assist by P. Mills)
4:57.0,P. Tucker misses 3-pt shot from 23 ft,,52-61,,
4:54.0,,,52-61,,Defensive rebound by D. Murray
4:47.0,,,52-61,,D. Murray misses 2-pt shot from 11 ft
4:44.0,Defensive rebound by C. Capela,,52-61,,
4:39.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,54-61,,
4:17.0,,,54-63,2,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili)
3:54.0,C. Capela misses 2-pt shot from 2 ft,,54-63,,
3:52.0,,,54-63,,Defensive rebound by L. Aldridge
3:42.0,,,54-63,,Shooting foul by J. Harden (drawn by K. Anderson)
3:42.0,,,54-64,1,K. Anderson makes free throw 1 of 2
3:42.0,,,54-64,,B. Forbes enters the game for D. Murray
3:42.0,,,54-64,,T. Parker enters the game for P. Mills
3:42.0,J. Johnson enters the game for T. Ariza,,54-64,,
3:42.0,L. Mbah a Moute enters the game for P. Tucker,,54-64,,
3:42.0,,,54-64,,K. Anderson misses free throw 2 of 2
3:38.0,Defensive rebound by G. Green,,54-64,,
3:32.0,Shooting foul by T. Parker (drawn by G. Green),,54-64,,
3:32.0,G. Green makes free throw 1 of 3,1,55-64,,
3:32.0,G. Green makes free throw 2 of 3,1,56-64,,
3:32.0,,,56-64,,R. Gay enters the game for K. Anderson
3:32.0,G. Green makes free throw 3 of 3,1,57-64,,
3:21.0,R. Anderson enters the game for C. Capela,,57-64,,
3:11.0,,,57-66,2,L. Aldridge makes 2-pt shot from 10 ft (assist by M. Ginobili)
2:51.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,57-66,,
2:48.0,,,57-66,,Defensive rebound by R. Gay
2:34.0,,,57-68,2,R. Gay makes 2-pt shot from 11 ft (assist by T. Parker)
2:14.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Harden),2,59-68,,
1:55.0,,,59-68,,L. Aldridge misses 2-pt shot from 12 ft
1:53.0,Defensive rebound by L. Mbah a Moute,,59-68,,
1:34.0,J. Harden misses 2-pt shot at rim,,59-68,,
1:32.0,,,59-68,,Defensive rebound by L. Aldridge
1:28.0,,,59-70,2,T. Parker makes 2-pt shot at rim
1:07.0,Shooting foul by L. Aldridge (drawn by R. Anderson),,59-70,,
1:07.0,Houston full timeout,,59-70,,
1:07.0,E. Gordon enters the game for G. Green,,59-70,,
1:07.0,R. Anderson makes free throw 1 of 3,1,60-70,,
1:07.0,R. Anderson makes free throw 2 of 3,1,61-70,,
1:07.0,,,61-70,,P. Gasol enters the game for L. Aldridge
1:07.0,R. Anderson misses free throw 3 of 3,,61-70,,
1:04.0,,,61-70,,Defensive rebound by P. Gasol
0:52.0,,,61-72,2,R. Gay makes 2-pt shot from 14 ft
0:32.0,J. Harden makes 3-pt shot from 25 ft,3,64-72,,
0:26.0,,,64-72,,Shooting foul by J. Harden (drawn by T. Parker)
0:26.0,,,64-73,1,T. Parker makes free throw 1 of 2
0:26.0,,,64-73,,K. Anderson enters the game for P. Gasol
0:26.0,,,64-74,1,T. Parker makes free throw 2 of 2
0:09.0,,,64-74,,Shooting block foul by T. Parker (drawn by J. Harden)
0:09.0,J. Harden makes free throw 1 of 2,1,65-74,,
0:09.0,,,65-74,,P. Mills enters the game for T. Parker
0:09.0,,,65-74,,P. Gasol enters the game for K. Anderson
0:09.0,J. Harden makes free throw 2 of 2,1,66-74,,
0:03.0,,,66-74,,Shooting foul by E. Gordon (drawn by M. Ginobili)
0:03.0,,,66-75,1,M. Ginobili makes free throw 1 of 2
0:03.0,,,66-75,,K. Anderson enters the game for P. Gasol
0:03.0,,,66-75,,M. Ginobili misses free throw 2 of 2
0:01.0,Defensive rebound by J. Harden,,66-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,66-75,,B. Forbes misses 2-pt shot from 9 ft
11:31.0,Jump ball: P. Gasol vs. L. Mbah a Moute (R. Gay gains possession),,,,Jump ball: P. Gasol vs. L. Mbah a Moute (R. Gay gains possession)
11:31.0,,,66-75,,Offensive rebound by P. Gasol
11:23.0,,,66-77,2,R. Gay makes 2-pt shot from 14 ft
11:07.0,E. Gordon makes 3-pt shot from 24 ft,3,69-77,,
10:45.0,,,69-77,,P. Mills misses 3-pt shot from 26 ft
10:43.0,Defensive rebound by R. Anderson,,69-77,,
10:33.0,G. Green misses 3-pt shot from 25 ft,,69-77,,
10:29.0,,,69-77,,Defensive rebound by P. Gasol
10:07.0,,,69-77,,B. Forbes misses 3-pt shot from 25 ft (block by G. Green)
10:03.0,Defensive rebound by L. Mbah a Moute,,69-77,,
9:57.0,E. Gordon misses 2-pt shot from 2 ft (block by D. Green),,69-77,,
9:53.0,,,69-77,,Defensive rebound by D. Green
9:52.0,,,69-77,,D. Green misses 3-pt shot from 25 ft
9:48.0,Defensive rebound by J. Johnson,,69-77,,
9:29.0,Turnover by J. Johnson (lost ball; steal by R. Gay),,69-77,,
9:24.0,,,69-77,,San Antonio full timeout
9:24.0,,,69-77,,D. Murray enters the game for B. Forbes
9:09.0,,,69-77,,Turnover by D. Murray (out of bounds lost ball)
8:56.0,,,69-77,,Personal foul by R. Gay (drawn by G. Green)
8:52.0,R. Anderson misses 2-pt shot from 3 ft (block by P. Gasol),,69-77,,
8:49.0,,,69-77,,Defensive rebound by P. Gasol
8:35.0,,,69-80,3,P. Mills makes 3-pt shot from 26 ft
8:16.0,E. Gordon misses 2-pt shot from 2 ft,,69-80,,
8:16.0,,,69-80,,Defensive rebound by P. Gasol
8:16.0,Loose ball foul by E. Gordon (drawn by D. Murray),,69-80,,
8:16.0,,,69-80,,K. Anderson enters the game for P. Gasol
8:16.0,,,69-80,,L. Aldridge enters the game for D. Murray
8:16.0,C. Capela enters the game for J. Johnson,,69-80,,
8:16.0,J. Harden enters the game for E. Gordon,,69-80,,
8:16.0,P. Tucker enters the game for R. Anderson,,69-80,,
7:58.0,,,69-80,,R. Gay misses 2-pt shot from 1 ft (block by C. Capela)
7:53.0,Defensive rebound by G. Green,,69-80,,
7:49.0,G. Green misses 3-pt shot from 24 ft,,69-80,,
7:44.0,,,69-80,,Defensive rebound by P. Mills
7:26.0,,,69-82,2,R. Gay makes 2-pt shot from 15 ft
7:11.0,J. Harden makes 2-pt shot from 13 ft,2,71-82,,
6:55.0,,,71-84,2,P. Mills makes 2-pt shot from 21 ft
6:40.0,,,71-84,,Personal foul by P. Mills (drawn by J. Harden)
6:37.0,G. Green misses 2-pt shot from 17 ft,,71-84,,
6:31.0,,,71-84,,Defensive rebound by P. Mills
6:24.0,,,71-87,3,P. Mills makes 3-pt shot from 25 ft
6:23.0,Houston full timeout,,71-87,,
6:23.0,E. Gordon enters the game for L. Mbah a Moute,,71-87,,
6:23.0,T. Ariza enters the game for G. Green,,71-87,,
6:11.0,J. Harden makes 2-pt shot from 1 ft,2,73-87,,
6:11.0,Shooting foul by R. Gay (drawn by J. Harden),,73-87,,
6:11.0,J. Harden makes free throw 1 of 1,1,74-87,,
5:48.0,,,74-89,2,D. Green makes 2-pt shot from 11 ft (assist by K. Anderson)
5:31.0,Turnover by J. Harden (bad pass; steal by D. Green),,74-89,,
5:27.0,,,74-91,2,R. Gay makes 2-pt shot from 1 ft (assist by K. Anderson)
5:19.0,Turnover by J. Harden (bad pass; steal by R. Gay),,74-91,,
5:00.0,,,74-94,3,D. Green makes 3-pt shot from 23 ft (assist by L. Aldridge)
4:58.0,Houston full timeout,,74-94,,
4:38.0,E. Gordon makes 2-pt shot at rim (assist by J. Harden),2,76-94,,
4:14.0,,,76-94,,Shooting foul by J. Harden (drawn by R. Gay)
4:14.0,,,76-94,,R. Gay misses free throw 1 of 2
4:14.0,,,76-94,,Offensive rebound by Team
4:14.0,,,76-95,1,R. Gay makes free throw 2 of 2
4:03.0,P. Tucker misses 2-pt shot from 1 ft,,76-95,,
4:01.0,,,76-95,,Defensive rebound by L. Aldridge
3:41.0,,,76-95,,D. Green misses 2-pt shot from 2 ft
3:40.0,,,76-95,,Offensive rebound by Team
3:40.0,,,76-95,,Turnover by Team (shot clock)
3:40.0,T. Black enters the game for P. Tucker,,76-95,,
3:40.0,L. Mbah a Moute enters the game for C. Capela,,76-95,,
3:23.0,T. Ariza makes 3-pt shot from 23 ft (assist by E. Gordon),3,79-95,,
3:01.0,,,79-95,,R. Gay misses 3-pt shot from 24 ft
2:57.0,Defensive rebound by T. Black,,79-95,,
2:51.0,J. Harden misses 3-pt shot from 24 ft,,79-95,,
2:47.0,,,79-95,,Defensive rebound by D. Green
2:29.0,,,79-97,2,L. Aldridge makes 2-pt shot from 15 ft (assist by P. Mills)
2:17.0,Turnover by J. Harden (lost ball; steal by K. Anderson),,79-97,,
2:14.0,,,79-99,2,K. Anderson makes 2-pt shot from 1 ft
2:14.0,Houston full timeout,,79-99,,
2:14.0,,,79-99,,B. Forbes enters the game for K. Anderson
2:14.0,,,79-99,,B. Paul enters the game for P. Mills
