time,Chicago,pts.away,score,pts.home,Brooklyn
8:21.0,,,4-6,,Personal foul by A. Crabbe (drawn by C. Felicio)
8:16.0,K. Dunn makes 2-pt shot from 18 ft,2,6-6,,
8:07.0,,,6-6,,Shooting foul by D. Nwaba (drawn by A. Crabbe)
8:07.0,,,6-7,1,A. Crabbe makes free throw 1 of 3
8:07.0,,,6-8,1,A. Crabbe makes free throw 2 of 3
8:07.0,,,6-9,1,A. Crabbe makes free throw 3 of 3
7:57.0,L. Markkanen makes 2-pt shot from 21 ft (assist by K. Dunn),2,8-9,,
7:43.0,,,8-11,2,J. Allen makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
7:35.0,K. Dunn makes 2-pt shot from 14 ft,2,10-11,,
7:22.0,,,10-13,2,A. Crabbe makes 2-pt shot from 1 ft (assist by D. Carroll)
7:08.0,K. Dunn makes 2-pt shot from 2 ft (assist by C. Felicio),2,12-13,,
7:08.0,,,12-13,,Brooklyn full timeout
6:47.0,,,12-13,,D. Carroll misses 3-pt shot from 23 ft
6:44.0,Defensive rebound by C. Felicio,,12-13,,
6:38.0,Shooting foul by A. Crabbe (drawn by K. Dunn),,12-13,,
6:38.0,K. Dunn makes free throw 1 of 2,1,13-13,,
6:38.0,K. Dunn makes free throw 2 of 2,1,14-13,,
6:18.0,,,14-13,,J. Allen misses 2-pt shot from 2 ft
6:16.0,,,14-13,,Offensive rebound by J. Allen
6:13.0,,,14-16,3,D. Carroll makes 3-pt shot from 23 ft (assist by J. Allen)
5:55.0,,,14-16,,Personal foul by D. Carroll (drawn by L. Markkanen)
5:55.0,,,14-16,,J. Harris enters the game for J. Allen
5:55.0,,,14-16,,D. Cunningham enters the game for D. Russell
5:48.0,Turnover by K. Dunn (turnover),,14-16,,
5:48.0,D. Valentine enters the game for D. Nwaba,,14-16,,
5:35.0,,,14-19,3,A. Crabbe makes 3-pt shot from 26 ft
5:22.0,J. Holiday misses 3-pt shot from 24 ft,,14-19,,
5:18.0,,,14-19,,Defensive rebound by D. Carroll
5:02.0,,,14-21,2,D. Carroll makes 2-pt shot from 4 ft
4:41.0,C. Felicio misses 2-pt shot from 14 ft,,14-21,,
4:37.0,,,14-21,,Defensive rebound by A. Crabbe
4:27.0,,,14-24,3,D. Cunningham makes 3-pt shot from 23 ft (assist by S. Dinwiddie)
4:27.0,Chicago full timeout,,14-24,,
4:27.0,,,14-24,,R. Hollis-Jefferson enters the game for D. Carroll
4:27.0,B. Portis enters the game for C. Felicio,,14-24,,
4:14.0,L. Markkanen makes 2-pt shot from 16 ft,2,16-24,,
4:03.0,,,16-24,,A. Crabbe misses 3-pt shot from 24 ft
4:00.0,Defensive rebound by D. Valentine,,16-24,,
3:46.0,J. Holiday misses 3-pt shot from 24 ft,,16-24,,
3:44.0,,,16-24,,Defensive rebound by S. Dinwiddie
3:41.0,,,16-24,,J. Harris misses 3-pt shot from 25 ft
3:38.0,Defensive rebound by D. Valentine,,16-24,,
3:27.0,B. Portis misses 2-pt shot from 9 ft,,16-24,,
3:24.0,,,16-24,,Defensive rebound by J. Harris
3:19.0,,,16-24,,J. Harris misses 3-pt shot from 26 ft
3:16.0,Defensive rebound by D. Valentine,,16-24,,
3:09.0,B. Portis makes 2-pt shot from 2 ft (assist by J. Holiday),2,18-24,,
2:44.0,,,18-26,2,S. Dinwiddie makes 2-pt shot from 2 ft
2:31.0,,,18-26,,Personal foul by R. Hollis-Jefferson (drawn by J. Holiday)
2:31.0,,,18-26,,D. Russell enters the game for S. Dinwiddie
2:31.0,,,18-26,,C. LeVert enters the game for A. Crabbe
2:20.0,L. Markkanen misses 2-pt shot from 10 ft,,18-26,,
2:18.0,,,18-26,,Defensive rebound by D. Russell
2:09.0,Personal foul by J. Holiday (drawn by R. Hollis-Jefferson),,18-26,,
2:09.0,C. Payne enters the game for L. Markkanen,,18-26,,
2:09.0,N. Vonleh enters the game for K. Dunn,,18-26,,
1:58.0,,,18-26,,D. Cunningham misses 2-pt shot from 4 ft (block by N. Vonleh)
1:55.0,,,18-26,,Offensive rebound by D. Cunningham
1:53.0,,,18-26,,R. Hollis-Jefferson misses 2-pt shot from 19 ft
1:53.0,Defensive rebound by C. Payne,,18-26,,
1:49.0,B. Portis misses 2-pt shot from 3 ft,,18-26,,
1:49.0,,,18-26,,Defensive rebound by D. Cunningham
1:43.0,,,18-26,,J. Harris misses 3-pt shot from 24 ft
1:43.0,Defensive rebound by J. Holiday,,18-26,,
1:30.0,Shooting foul by D. Russell (drawn by B. Portis),,18-26,,
1:30.0,B. Portis makes free throw 1 of 2,1,19-26,,
1:30.0,D. Nwaba enters the game for J. Holiday,,19-26,,
1:30.0,B. Portis misses free throw 2 of 2,,19-26,,
1:28.0,,,19-26,,Defensive rebound by D. Cunningham
1:16.0,,,19-26,,D. Russell misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by B. Portis,,19-26,,
0:59.0,D. Valentine misses 3-pt shot from 25 ft,,19-26,,
0:56.0,Offensive rebound by Team,,19-26,,
0:56.0,Turnover by Team (turnover),,19-26,,
0:38.0,,,19-26,,R. Hollis-Jefferson misses 2-pt shot from 15 ft
0:35.0,Defensive rebound by N. Vonleh,,19-26,,
0:28.0,D. Valentine misses 2-pt shot from 4 ft (block by C. LeVert),,19-26,,
0:28.0,,,19-26,,Defensive rebound by J. Harris
0:24.0,,,19-28,2,C. LeVert makes 2-pt shot from 1 ft
0:07.0,C. Payne misses 2-pt shot from 2 ft (block by D. Cunningham),,19-28,,
0:06.0,Offensive rebound by C. Payne,,19-28,,
0:04.0,C. Payne misses 2-pt shot from 1 ft,,19-28,,
0:03.0,Offensive rebound by B. Portis,,19-28,,
0:03.0,B. Portis misses 2-pt shot from 1 ft,,19-28,,
0:01.0,Offensive rebound by B. Portis,,19-28,,
0:00.0,B. Portis misses 2-pt shot at rim,,19-28,,
0:00.0,,,19-28,,Defensive rebound by D. Cunningham
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,B. Portis makes 2-pt shot from 8 ft (assist by C. Payne),2,21-28,,
11:23.0,,,21-28,,C. LeVert misses 3-pt shot from 28 ft
11:20.0,Defensive rebound by B. Portis,,21-28,,
11:10.0,D. Valentine misses 2-pt shot from 1 ft,,21-28,,
11:10.0,Offensive rebound by D. Valentine,,21-28,,
11:06.0,D. Valentine misses 2-pt shot at rim,,21-28,,
11:05.0,,,21-28,,Defensive rebound by Q. Acy
11:00.0,,,21-28,,C. LeVert misses 2-pt shot from 3 ft
10:58.0,Defensive rebound by D. Valentine,,21-28,,
10:54.0,D. Valentine misses 2-pt shot from 2 ft (block by D. Cunningham),,21-28,,
10:54.0,Offensive rebound by B. Portis,,21-28,,
10:46.0,Shooting foul by Q. Acy (drawn by B. Portis),,21-28,,
10:46.0,B. Portis misses free throw 1 of 2,,21-28,,
10:46.0,Offensive rebound by Team,,21-28,,
10:46.0,B. Portis makes free throw 2 of 2,1,22-28,,
10:30.0,,,22-28,,D. Cunningham misses 2-pt shot from 3 ft (block by B. Portis)
10:27.0,Defensive rebound by N. Vonleh,,22-28,,
10:19.0,C. Payne misses 2-pt shot from 5 ft,,22-28,,
10:19.0,,,22-28,,Defensive rebound by D. Cunningham
10:06.0,Personal foul by C. Payne (drawn by J. Harris),,22-28,,
10:02.0,Violation by D. Valentine (kicked ball),,22-28,,
9:56.0,,,22-28,,D. Cunningham misses 2-pt shot from 5 ft
9:54.0,Defensive rebound by D. Nwaba,,22-28,,
9:44.0,Turnover by D. Valentine (out of bounds lost ball),,22-28,,
9:29.0,,,22-28,,J. Harris misses 2-pt shot from 2 ft (block by B. Portis)
9:25.0,,,22-28,,Offensive rebound by J. Harris
9:24.0,,,22-28,,Turnover by J. Harris (bad pass; steal by D. Nwaba)
9:22.0,D. Valentine misses 2-pt shot from 1 ft (block by C. LeVert),,22-28,,
9:20.0,,,22-28,,Defensive rebound by Q. Acy
9:17.0,,,22-30,2,J. Harris makes 2-pt shot from 1 ft (assist by D. Russell)
9:11.0,Shooting foul by D. Cunningham (drawn by N. Vonleh),,22-30,,
9:11.0,N. Vonleh makes free throw 1 of 2,1,23-30,,
9:11.0,N. Vonleh makes free throw 2 of 2,1,24-30,,
8:46.0,,,24-30,,D. Russell misses 2-pt shot from 14 ft
8:42.0,Defensive rebound by N. Vonleh,,24-30,,
8:39.0,D. Valentine makes 2-pt shot from 20 ft (assist by D. Nwaba),2,26-30,,
8:25.0,,,26-33,3,J. Harris makes 3-pt shot from 26 ft (assist by D. Russell)
8:03.0,Turnover by D. Nwaba (traveling),,26-33,,
7:40.0,,,26-33,,Q. Acy misses 3-pt shot from 26 ft
7:36.0,Defensive rebound by N. Vonleh,,26-33,,
7:30.0,D. Valentine misses 3-pt shot from 25 ft,,26-33,,
7:27.0,Offensive rebound by D. Valentine,,26-33,,
7:22.0,D. Nwaba makes 3-pt shot from 25 ft (assist by C. Payne),3,29-33,,
7:20.0,,,29-33,,Brooklyn full timeout
7:20.0,,,29-33,,D. Carroll enters the game for D. Russell
7:20.0,,,29-33,,R. Hollis-Jefferson enters the game for D. Cunningham
7:20.0,K. Dunn enters the game for B. Portis,,29-33,,
7:20.0,C. Felicio enters the game for C. Payne,,29-33,,
7:20.0,L. Markkanen enters the game for N. Vonleh,,29-33,,
6:57.0,,,29-33,,C. LeVert misses 2-pt shot from 12 ft
6:54.0,Defensive rebound by K. Dunn,,29-33,,
6:51.0,L. Markkanen makes 3-pt shot from 27 ft (assist by K. Dunn),3,32-33,,
6:26.0,,,32-36,3,D. Carroll makes 3-pt shot from 26 ft (assist by R. Hollis-Jefferson)
6:07.0,L. Markkanen misses 2-pt shot from 17 ft,,32-36,,
6:04.0,Offensive rebound by C. Felicio,,32-36,,
6:01.0,K. Dunn makes 2-pt shot from 2 ft (assist by D. Valentine),2,34-36,,
6:01.0,Shooting foul by Q. Acy (drawn by K. Dunn),,34-36,,
6:01.0,,,34-36,,J. Allen enters the game for Q. Acy
6:01.0,J. Holiday enters the game for D. Valentine,,34-36,,
6:01.0,K. Dunn makes free throw 1 of 1,1,35-36,,
5:45.0,,,35-36,,Turnover by J. Allen (bad pass)
5:33.0,Turnover by K. Dunn (bad pass; steal by R. Hollis-Jefferson),,35-36,,
5:29.0,,,35-38,2,R. Hollis-Jefferson makes 2-pt shot from 3 ft (assist by C. LeVert)
5:29.0,,,35-38,,Shooting foul by C. Felicio (drawn by R. Hollis-Jefferson)
5:29.0,,,35-38,,S. Dinwiddie enters the game for J. Harris
5:29.0,,,35-38,,A. Crabbe enters the game for C. LeVert
5:29.0,,,35-39,1,R. Hollis-Jefferson makes free throw 1 of 1
5:11.0,J. Holiday makes 2-pt shot from 14 ft,2,37-39,,
5:00.0,,,37-42,3,A. Crabbe makes 3-pt shot from 27 ft (assist by D. Carroll)
4:45.0,L. Markkanen misses 3-pt shot from 25 ft,,37-42,,
4:41.0,,,37-42,,Defensive rebound by D. Carroll
4:38.0,,,37-44,2,D. Carroll makes 2-pt shot from 5 ft
4:38.0,,,37-44,,Shooting foul by L. Markkanen (drawn by D. Carroll)
4:38.0,,,37-45,1,D. Carroll makes free throw 1 of 1
4:20.0,L. Markkanen makes 2-pt shot from 1 ft (assist by J. Holiday),2,39-45,,
3:55.0,,,39-45,,A. Crabbe misses 3-pt shot from 23 ft
3:52.0,Defensive rebound by L. Markkanen,,39-45,,
3:46.0,K. Dunn misses 2-pt shot from 4 ft (block by J. Allen),,39-45,,
3:46.0,Offensive rebound by Team,,39-45,,
3:42.0,Shooting foul by D. Carroll (drawn by D. Nwaba),,39-45,,
3:42.0,D. Nwaba misses free throw 1 of 2,,39-45,,
3:42.0,Offensive rebound by Team,,39-45,,
3:42.0,D. Nwaba makes free throw 2 of 2,1,40-45,,
3:29.0,,,40-47,2,J. Allen makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
3:04.0,J. Holiday misses 2-pt shot from 7 ft,,40-47,,
3:02.0,,,40-47,,Defensive rebound by J. Allen
2:58.0,,,40-47,,Turnover by R. Hollis-Jefferson (bad pass; steal by J. Holiday)
2:46.0,Offensive charge foul by C. Felicio (drawn by S. Dinwiddie),,40-47,,
2:46.0,Turnover by C. Felicio (offensive foul),,40-47,,
2:46.0,Chicago full timeout,,40-47,,
2:46.0,D. Valentine enters the game for D. Nwaba,,40-47,,
2:24.0,,,40-49,2,R. Hollis-Jefferson makes 2-pt shot from 8 ft
2:13.0,L. Markkanen misses 2-pt shot from 14 ft,,40-49,,
2:09.0,Offensive rebound by D. Valentine,,40-49,,
2:09.0,L. Markkanen makes 2-pt shot from 2 ft (assist by D. Valentine),2,42-49,,
1:50.0,,,42-49,,J. Allen misses 2-pt shot from 3 ft
1:49.0,Defensive rebound by D. Valentine,,42-49,,
1:45.0,,,42-49,,Personal foul by R. Hollis-Jefferson (drawn by J. Holiday)
1:45.0,J. Holiday makes free throw 1 of 2,1,43-49,,
1:45.0,B. Portis enters the game for C. Felicio,,43-49,,
1:45.0,J. Holiday makes free throw 2 of 2,1,44-49,,
1:37.0,,,44-49,,A. Crabbe misses 3-pt shot from 27 ft
1:34.0,Defensive rebound by K. Dunn,,44-49,,
1:31.0,Turnover by K. Dunn (bad pass; steal by S. Dinwiddie),,44-49,,
1:27.0,,,44-49,,Turnover by R. Hollis-Jefferson (bad pass)
1:12.0,L. Markkanen makes 2-pt shot from 1 ft (assist by B. Portis),2,46-49,,
0:52.0,Personal foul by K. Dunn (drawn by R. Hollis-Jefferson),,46-49,,
0:39.0,,,46-49,,Turnover by D. Carroll (lost ball; steal by D. Valentine)
0:35.0,D. Valentine makes 3-pt shot from 25 ft (assist by J. Holiday),3,49-49,,
0:14.0,,,49-49,,D. Carroll misses 2-pt shot from 5 ft
0:12.0,Defensive rebound by L. Markkanen,,49-49,,
0:03.0,K. Dunn makes 2-pt shot from 17 ft,2,51-49,,
0:00.0,,,51-49,,S. Dinwiddie misses 3-pt shot from 32 ft (block by K. Dunn)
0:00.0,,,51-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,51-49,,Violation by S. Dinwiddie (kicked ball)
11:44.0,L. Markkanen misses 3-pt shot from 26 ft,,51-49,,
11:40.0,,,51-49,,Defensive rebound by J. Allen
11:31.0,,,51-51,2,J. Allen makes 2-pt shot at rim (assist by S. Dinwiddie)
11:16.0,Turnover by J. Holiday (turnover),,51-51,,
11:16.0,Loose ball foul by J. Holiday (drawn by D. Carroll),,51-51,,
10:52.0,,,51-53,2,A. Crabbe makes 2-pt shot from 15 ft (assist by D. Russell)
10:44.0,J. Holiday misses 2-pt shot from 16 ft,,51-53,,
10:40.0,,,51-53,,Defensive rebound by J. Allen
10:31.0,,,51-55,2,J. Allen makes 2-pt shot at rim (assist by D. Russell)
10:31.0,Chicago full timeout,,51-55,,
10:17.0,K. Dunn misses 2-pt shot from 7 ft (block by J. Allen),,51-55,,
10:14.0,,,51-55,,Defensive rebound by D. Carroll
10:14.0,,,51-55,,Turnover by D. Carroll (bad pass)
10:04.0,L. Markkanen misses 2-pt shot from 19 ft,,51-55,,
9:59.0,,,51-55,,Defensive rebound by S. Dinwiddie
9:54.0,,,51-58,3,A. Crabbe makes 3-pt shot from 28 ft (assist by S. Dinwiddie)
9:33.0,L. Markkanen misses 2-pt shot from 2 ft,,51-58,,
9:29.0,,,51-58,,Defensive rebound by J. Allen
9:26.0,,,51-58,,Turnover by S. Dinwiddie (bad pass)
9:14.0,K. Dunn makes 2-pt shot from 2 ft,2,53-58,,
9:08.0,,,53-58,,S. Dinwiddie misses 3-pt shot from 26 ft
9:04.0,Defensive rebound by L. Markkanen,,53-58,,
8:51.0,K. Dunn makes 3-pt shot from 25 ft,3,56-58,,
8:36.0,Personal foul by K. Dunn (drawn by D. Russell),,56-58,,
8:24.0,,,56-60,2,J. Allen makes 2-pt shot from 1 ft (assist by D. Russell)
8:06.0,J. Holiday misses 2-pt shot from 14 ft,,56-60,,
8:02.0,Offensive rebound by J. Holiday,,56-60,,
8:00.0,J. Holiday misses 2-pt shot from 5 ft (block by J. Allen),,56-60,,
7:57.0,,,56-60,,Defensive rebound by S. Dinwiddie
7:48.0,,,56-62,2,A. Crabbe makes 2-pt shot from 1 ft (assist by J. Allen)
7:40.0,D. Nwaba makes 2-pt shot at rim,2,58-62,,
7:17.0,,,58-64,2,J. Allen makes 2-pt shot from 1 ft (assist by D. Russell)
7:03.0,Turnover by K. Dunn (bad pass),,58-64,,
6:49.0,Technical foul by D. Nwaba (drawn by J. Allen),,58-64,,
6:49.0,D. Valentine enters the game for J. Holiday,,58-64,,
6:49.0,,,58-65,1,J. Allen makes flagrant free throw 1 of 2
6:49.0,,,58-66,1,J. Allen makes flagrant free throw 2 of 2
6:33.0,,,58-69,3,D. Carroll makes 3-pt shot from 22 ft (assist by D. Russell)
6:33.0,,,58-69,,Shooting foul by C. Felicio (drawn by D. Carroll)
6:33.0,,,58-70,1,D. Carroll makes free throw 1 of 1
6:19.0,K. Dunn makes 2-pt shot from 15 ft,2,60-70,,
6:00.0,,,60-70,,D. Russell misses 3-pt shot from 27 ft
6:00.0,,,60-70,,Offensive rebound by D. Carroll
5:55.0,,,60-73,3,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Carroll)
5:40.0,Shooting foul by J. Allen (drawn by L. Markkanen),,60-73,,
5:40.0,L. Markkanen makes free throw 1 of 2,1,61-73,,
5:40.0,L. Markkanen makes free throw 2 of 2,1,62-73,,
5:26.0,,,62-73,,A. Crabbe misses 3-pt shot from 22 ft
5:23.0,,,62-73,,Offensive rebound by J. Allen
5:18.0,,,62-73,,D. Russell misses 2-pt shot from 3 ft (block by K. Dunn)
5:13.0,Defensive rebound by L. Markkanen,,62-73,,
5:07.0,D. Valentine misses 2-pt shot from 18 ft,,62-73,,
5:07.0,,,62-73,,Defensive rebound by Team
5:07.0,,,62-73,,Brooklyn full timeout
5:07.0,,,62-73,,J. Harris enters the game for D. Russell
5:07.0,,,62-73,,D. Cunningham enters the game for J. Allen
5:07.0,B. Portis enters the game for C. Felicio,,62-73,,
4:49.0,,,62-73,,Turnover by D. Cunningham (bad pass)
4:35.0,L. Markkanen misses 2-pt shot from 4 ft (block by D. Carroll),,62-73,,
4:32.0,,,62-73,,Defensive rebound by D. Carroll
4:25.0,Violation by L. Markkanen (kicked ball),,62-73,,
4:25.0,,,62-73,,R. Hollis-Jefferson enters the game for D. Carroll
4:16.0,,,62-75,2,D. Cunningham makes 2-pt shot from 12 ft (assist by A. Crabbe)
4:01.0,B. Portis makes 2-pt shot from 3 ft (assist by K. Dunn),2,64-75,,
4:01.0,Shooting foul by J. Harris (drawn by B. Portis),,64-75,,
4:01.0,B. Portis makes free throw 1 of 1,1,65-75,,
3:47.0,,,65-77,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
3:31.0,,,65-77,,C. LeVert enters the game for A. Crabbe
3:23.0,Shooting foul by D. Cunningham (drawn by K. Dunn),,65-77,,
3:23.0,K. Dunn makes free throw 1 of 2,1,66-77,,
3:23.0,K. Dunn misses free throw 2 of 2,,66-77,,
3:21.0,,,66-77,,Defensive rebound by D. Cunningham
3:08.0,,,66-80,3,S. Dinwiddie makes 3-pt shot from 23 ft (assist by C. LeVert)
3:06.0,Chicago full timeout,,66-80,,
2:55.0,K. Dunn makes 2-pt shot from 5 ft,2,68-80,,
2:35.0,,,68-82,2,J. Harris makes 2-pt shot from 1 ft
2:28.0,,,68-82,,Personal foul by R. Hollis-Jefferson (drawn by L. Markkanen)
2:28.0,,,68-82,,D. Russell enters the game for S. Dinwiddie
2:28.0,N. Vonleh enters the game for L. Markkanen,,68-82,,
2:28.0,C. Payne enters the game for K. Dunn,,68-82,,
2:19.0,Turnover by N. Vonleh (bad pass),,68-82,,
2:06.0,,,68-82,,D. Cunningham misses 3-pt shot from 22 ft
2:03.0,Defensive rebound by B. Portis,,68-82,,
1:57.0,C. Payne misses 3-pt shot from 26 ft,,68-82,,
1:53.0,,,68-82,,Defensive rebound by D. Russell
1:44.0,,,68-82,,R. Hollis-Jefferson misses 3-pt shot from 22 ft
1:41.0,Defensive rebound by B. Portis,,68-82,,
1:35.0,N. Vonleh makes 2-pt shot from 1 ft (assist by D. Nwaba),2,70-82,,
1:35.0,Shooting foul by J. Harris (drawn by N. Vonleh),,70-82,,
1:35.0,J. Holiday enters the game for D. Nwaba,,70-82,,
1:35.0,N. Vonleh misses free throw 1 of 1,,70-82,,
1:33.0,,,70-82,,Defensive rebound by R. Hollis-Jefferson
1:10.0,,,70-84,2,J. Harris makes 2-pt shot from 1 ft
0:57.0,B. Portis misses 3-pt shot from 26 ft,,70-84,,
0:54.0,,,70-84,,Defensive rebound by R. Hollis-Jefferson
0:47.0,,,70-84,,R. Hollis-Jefferson misses 2-pt shot from 6 ft
0:45.0,Defensive rebound by D. Valentine,,70-84,,
0:39.0,Turnover by B. Portis (out of bounds lost ball),,70-84,,
0:22.0,,,70-84,,D. Cunningham misses 2-pt shot from 12 ft
0:18.0,Defensive rebound by J. Holiday,,70-84,,
0:00.0,D. Valentine misses 3-pt shot from 25 ft,,70-84,,
0:00.0,Offensive rebound by Team,,70-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,70-84,,Offensive foul by J. Harris (drawn by C. Payne)
11:48.0,,,70-84,,Turnover by J. Harris (offensive foul)
11:38.0,D. Valentine makes 3-pt shot from 26 ft (assist by N. Vonleh),3,73-84,,
11:23.0,,,73-86,2,C. LeVert makes 2-pt shot from 1 ft (assist by D. Russell)
11:13.0,D. Valentine misses 3-pt shot from 25 ft,,73-86,,
11:12.0,,,73-86,,Defensive rebound by Team
10:57.0,,,73-86,,D. Russell misses 2-pt shot from 17 ft
10:52.0,Defensive rebound by C. Payne,,73-86,,
10:42.0,Shooting foul by C. LeVert (drawn by N. Vonleh),,73-86,,
10:42.0,N. Vonleh misses free throw 1 of 2,,73-86,,
10:42.0,Offensive rebound by Team,,73-86,,
10:42.0,N. Vonleh misses free throw 2 of 2,,73-86,,
10:39.0,,,73-86,,Defensive rebound by R. Hollis-Jefferson
10:26.0,,,73-88,2,C. LeVert makes 2-pt shot from 1 ft
10:14.0,B. Portis misses 2-pt shot from 2 ft,,73-88,,
10:10.0,,,73-88,,Defensive rebound by J. Harris
10:00.0,,,73-88,,R. Hollis-Jefferson misses 2-pt shot from 11 ft
9:58.0,Defensive rebound by D. Valentine,,73-88,,
9:45.0,N. Vonleh misses 2-pt shot from 1 ft,,73-88,,
9:45.0,Offensive rebound by B. Portis,,73-88,,
9:45.0,B. Portis makes 2-pt shot at rim,2,75-88,,
9:45.0,,,75-88,,Brooklyn full timeout
9:45.0,C. Felicio enters the game for N. Vonleh,,75-88,,
9:23.0,,,75-88,,Turnover by D. Russell (lost ball; steal by C. Payne)
9:23.0,,,75-88,,Personal foul by J. Harris (drawn by C. Payne)
9:11.0,C. Felicio makes 2-pt shot from 1 ft (assist by D. Valentine),2,77-88,,
8:48.0,,,77-91,3,J. Harris makes 3-pt shot from 22 ft (assist by C. LeVert)
8:39.0,C. Payne misses 2-pt shot from 3 ft (block by R. Hollis-Jefferson),,77-91,,
8:35.0,Offensive rebound by C. Payne,,77-91,,
8:30.0,B. Portis misses 2-pt shot from 15 ft,,77-91,,
8:27.0,Offensive rebound by D. Valentine,,77-91,,
8:25.0,C. Payne misses 3-pt shot from 27 ft,,77-91,,
8:25.0,Offensive rebound by D. Valentine,,77-91,,
8:20.0,D. Valentine misses 2-pt shot from 2 ft,,77-91,,
8:18.0,,,77-91,,Defensive rebound by D. Cunningham
8:13.0,,,77-91,,D. Russell misses 3-pt shot from 27 ft
8:10.0,Defensive rebound by C. Felicio,,77-91,,
8:06.0,Turnover by C. Payne (bad pass; steal by D. Cunningham),,77-91,,
7:49.0,,,77-91,,C. LeVert misses 2-pt shot from 13 ft
7:46.0,Defensive rebound by C. Payne,,77-91,,
7:37.0,Shooting foul by D. Cunningham (drawn by B. Portis),,77-91,,
7:37.0,B. Portis misses free throw 1 of 2,,77-91,,
7:37.0,Offensive rebound by Team,,77-91,,
7:37.0,,,77-91,,J. Allen enters the game for D. Russell
7:37.0,,,77-91,,D. Carroll enters the game for R. Hollis-Jefferson
7:37.0,,,77-91,,S. Dinwiddie enters the game for D. Cunningham
7:37.0,B. Portis makes free throw 2 of 2,1,78-91,,
7:25.0,,,78-91,,C. LeVert misses 2-pt shot from 4 ft
7:22.0,Defensive rebound by B. Portis,,78-91,,
7:19.0,C. Payne misses 3-pt shot from 28 ft,,78-91,,
7:17.0,,,78-91,,Defensive rebound by Team
7:04.0,,,78-94,3,J. Harris makes 3-pt shot from 25 ft (assist by D. Carroll)
7:03.0,Chicago full timeout,,78-94,,
7:03.0,D. Nwaba enters the game for B. Portis,,78-94,,
7:03.0,K. Dunn enters the game for C. Payne,,78-94,,
7:03.0,L. Markkanen enters the game for D. Valentine,,78-94,,
6:48.0,L. Markkanen misses 2-pt shot from 6 ft,,78-94,,
6:45.0,,,78-94,,Defensive rebound by S. Dinwiddie
6:40.0,,,78-94,,S. Dinwiddie misses 3-pt shot from 27 ft
6:40.0,Defensive rebound by D. Nwaba,,78-94,,
6:28.0,Turnover by D. Nwaba (out of bounds lost ball),,78-94,,
6:11.0,,,78-94,,J. Allen misses 2-pt shot from 1 ft
