time,Utah,pts.away,score,pts.home,Houston
5:21.0,R. Gobert makes free throw 2 of 2,1,104-96,,
5:08.0,,,104-96,,J. Harden misses 3-pt shot from 26 ft
5:08.0,Defensive rebound by Team,,104-96,,
4:51.0,Shooting foul by C. Paul (drawn by D. Mitchell),,104-96,,
4:51.0,D. Mitchell misses free throw 1 of 2,,104-96,,
4:51.0,Offensive rebound by Team,,104-96,,
4:51.0,D. Mitchell makes free throw 2 of 2,1,105-96,,
4:41.0,Personal block foul by D. Exum (drawn by J. Harden),,105-96,,
4:32.0,,,105-96,,P. Tucker misses 2-pt shot from 2 ft
4:31.0,Defensive rebound by D. Exum,,105-96,,
4:27.0,J. Ingles makes 3-pt shot from 24 ft (assist by D. Mitchell),3,108-96,,
4:25.0,,,108-96,,Houston full timeout
4:25.0,,,108-96,,C. Capela enters the game for E. Gordon
4:15.0,,,108-96,,J. Harden misses 3-pt shot from 26 ft
4:12.0,,,108-96,,Offensive rebound by P. Tucker
4:01.0,,,108-96,,C. Paul misses 2-pt shot from 11 ft
4:00.0,,,108-96,,Offensive rebound by C. Capela
4:00.0,,,108-96,,C. Capela misses 2-pt shot at rim
4:00.0,Defensive rebound by J. Crowder,,108-96,,
3:36.0,D. Mitchell misses 2-pt shot from 3 ft (block by C. Capela),,108-96,,
3:33.0,,,108-96,,Defensive rebound by C. Paul
3:30.0,,,108-99,3,J. Harden makes 3-pt shot from 24 ft (assist by P. Tucker)
3:08.0,D. Mitchell misses 2-pt shot from 14 ft,,108-99,,
3:04.0,Offensive rebound by D. Mitchell,,108-99,,
3:03.0,D. Mitchell misses 2-pt shot from 7 ft,,108-99,,
3:02.0,,,108-99,,Defensive rebound by T. Ariza
2:54.0,,,108-99,,J. Harden misses 2-pt shot from 8 ft
2:54.0,Defensive rebound by Team,,108-99,,
2:54.0,,,108-99,,Personal foul by J. Harden (drawn by D. Exum)
2:54.0,D. Exum makes free throw 1 of 2,1,109-99,,
2:54.0,,,109-99,,E. Gordon enters the game for P. Tucker
2:54.0,D. Exum misses free throw 2 of 2,,109-99,,
2:52.0,,,109-99,,Defensive rebound by C. Paul
2:52.0,Personal foul by R. Gobert (drawn by C. Paul),,109-99,,
2:52.0,,,109-100,1,C. Paul makes free throw 1 of 2
2:52.0,,,109-101,1,C. Paul makes free throw 2 of 2
2:35.0,D. Mitchell makes 2-pt shot from 3 ft,2,111-101,,
2:27.0,Personal block foul by D. Mitchell (drawn by C. Paul),,111-101,,
2:27.0,,,111-102,1,C. Paul makes free throw 1 of 2
2:27.0,,,111-102,,P. Tucker enters the game for C. Capela
2:27.0,,,111-103,1,C. Paul makes free throw 2 of 2
2:21.0,D. Exum misses 2-pt shot from 2 ft (block by P. Tucker),,111-103,,
2:21.0,,,111-103,,Defensive rebound by C. Paul
2:14.0,,,111-103,,P. Tucker misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by J. Crowder,,111-103,,
1:52.0,D. Mitchell misses 3-pt shot from 26 ft,,111-103,,
1:50.0,,,111-103,,Defensive rebound by P. Tucker
1:46.0,,,111-103,,Shooting foul by D. Exum (drawn by J. Harden)
1:46.0,,,111-104,1,J. Harden makes free throw 1 of 2
1:46.0,,,111-105,1,J. Harden makes free throw 2 of 2
1:32.0,Turnover by D. Mitchell (bad pass; steal by P. Tucker),,111-105,,
1:26.0,,,111-105,,E. Gordon misses 3-pt shot from 27 ft
1:23.0,,,111-105,,Offensive rebound by P. Tucker
1:21.0,,,111-105,,P. Tucker misses 2-pt shot from 4 ft (block by R. Gobert)
1:20.0,Defensive rebound by R. Gobert,,111-105,,
1:20.0,,,111-105,,Personal foul by C. Paul (drawn by R. Gobert)
1:20.0,R. Gobert misses free throw 1 of 2,,111-105,,
1:20.0,Offensive rebound by Team,,111-105,,
1:20.0,R. Gobert makes free throw 2 of 2,1,112-105,,
1:10.0,,,112-105,,P. Tucker misses 3-pt shot from 23 ft
1:06.0,Defensive rebound by R. Gobert,,112-105,,
0:55.0,D. Exum makes 2-pt shot from 1 ft,2,114-105,,
0:51.0,,,114-108,3,C. Paul makes 3-pt shot from 26 ft
0:50.0,Utah full timeout,,114-108,,
0:43.0,D. Mitchell makes 2-pt shot from 3 ft,2,116-108,,
0:36.0,,,116-108,,Turnover by C. Paul (out of bounds lost ball)
0:19.0,Turnover by D. Exum (bad pass; steal by J. Harden),,116-108,,
0:13.0,,,116-108,,J. Harden misses 3-pt shot from 27 ft
0:10.0,Defensive rebound by J. Crowder,,116-108,,
