time,Brooklyn,pts.away,score,pts.home,New York
4:42.0,Turnover by C. LeVert (bad pass; steal by K. Porzingis),,78-96,,
4:38.0,,,78-98,2,K. Porzingis makes 2-pt shot from 1 ft
4:10.0,C. LeVert misses 3-pt shot from 26 ft,,78-98,,
4:10.0,,,78-98,,Defensive rebound by K. Porzingis
4:05.0,,,78-98,,New York full timeout
4:05.0,,,78-98,,F. Ntilikina enters the game for K. Porzingis
4:05.0,,,78-98,,L. Thomas enters the game for J. Jack
4:05.0,S. Dinwiddie enters the game for C. LeVert,,78-98,,
3:50.0,,,78-100,2,W. Hernangomez makes 2-pt shot from 7 ft
3:25.0,S. Kilpatrick misses 2-pt shot from 2 ft,,78-100,,
3:24.0,,,78-100,,Defensive rebound by Team
3:13.0,,,78-100,,Turnover by F. Ntilikina (bad pass; steal by S. Dinwiddie)
3:06.0,T. Zeller makes 2-pt shot at rim (assist by S. Dinwiddie),2,80-100,,
2:49.0,,,80-100,,D. Dotson misses 3-pt shot from 25 ft
2:47.0,,,80-100,,Offensive rebound by W. Hernangomez
2:45.0,,,80-103,3,T. Hardaway makes 3-pt shot from 25 ft (assist by W. Hernangomez)
2:39.0,,,80-103,,Personal foul by T. Hardaway (drawn by S. Kilpatrick)
2:39.0,S. Kilpatrick makes free throw 1 of 2,1,81-103,,
2:39.0,S. Kilpatrick makes free throw 2 of 2,1,82-103,,
2:29.0,Personal foul by S. Dinwiddie (drawn by L. Thomas),,82-103,,
2:26.0,,,82-103,,W. Hernangomez misses 2-pt shot from 19 ft
2:22.0,,,82-103,,Offensive rebound by W. Hernangomez
2:20.0,,,82-103,,Turnover by W. Hernangomez (bad pass; steal by J. Allen)
2:12.0,Shooting foul by L. Thomas (drawn by S. Kilpatrick),,82-103,,
2:12.0,S. Kilpatrick makes free throw 1 of 2,1,83-103,,
2:12.0,S. Kilpatrick makes free throw 2 of 2,1,84-103,,
1:51.0,,,84-105,2,F. Ntilikina makes 2-pt shot from 18 ft
1:41.0,S. Kilpatrick misses 3-pt shot from 25 ft,,84-105,,
1:39.0,,,84-105,,Defensive rebound by F. Ntilikina
1:34.0,,,84-105,,F. Ntilikina misses 2-pt shot from 14 ft
1:29.0,Defensive rebound by J. Harris,,84-105,,
1:25.0,Offensive charge foul by T. Zeller (drawn by L. Thomas),,84-105,,
1:25.0,Turnover by T. Zeller (offensive foul),,84-105,,
1:12.0,,,84-105,,D. Dotson misses 2-pt shot from 14 ft
1:08.0,,,84-105,,Offensive rebound by D. Dotson
1:08.0,,,84-105,,T. Hardaway misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by J. Allen,,84-105,,
1:00.0,S. Kilpatrick makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,86-105,,
0:47.0,,,86-107,2,F. Ntilikina makes 2-pt shot from 13 ft
0:37.0,S. Kilpatrick misses 3-pt shot from 23 ft,,86-107,,
0:37.0,,,86-107,,Defensive rebound by L. Thomas
0:14.0,,,86-107,,Turnover by Team (shot clock)
