time,Philadelphia,pts.away,score,pts.home,Brooklyn
1:22.0,J. Redick makes free throw 2 of 2,1,31-23,,
1:22.0,J. Redick makes free throw 1 of 2,1,32-23,,
1:22.0,,,32-25,2,D. Russell makes 2-pt shot from 11 ft
0:59.0,,,32-25,,Personal foul by J. Harris (drawn by J. Redick)
0:59.0,J. Redick makes free throw 1 of 2,1,33-25,,
0:59.0,J. Redick makes free throw 2 of 2,1,34-25,,
0:40.0,,,34-25,,J. Webb misses 3-pt shot from 23 ft
0:36.0,,,34-25,,Offensive rebound by D. Russell
0:25.0,,,34-25,,Shooting foul by T. Booker (drawn by D. Russell)
0:25.0,,,34-26,1,D. Russell makes free throw 1 of 3
0:25.0,,,34-27,1,D. Russell makes free throw 2 of 3
0:25.0,,,34-27,,J. Allen enters the game for N. Stauskas
0:25.0,,,34-27,,S. Dinwiddie enters the game for J. Webb
0:25.0,,,34-28,1,D. Russell makes free throw 3 of 3
0:06.0,J. Redick misses 2-pt shot from 18 ft,,34-28,,
0:03.0,,,34-28,,Defensive rebound by J. Harris
0:01.0,Personal foul by T. McConnell (drawn by S. Dinwiddie),,34-28,,
0:01.0,,,34-29,1,S. Dinwiddie makes free throw 1 of 2
0:01.0,,,34-30,1,S. Dinwiddie makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,34-32,2,D. Russell makes 2-pt shot from 20 ft
11:17.0,J. Embiid misses 2-pt shot from 18 ft,,34-32,,
11:12.0,,,34-32,,Defensive rebound by J. Harris
11:08.0,,,34-35,3,T. Zeller makes 3-pt shot from 23 ft (assist by D. Russell)
10:53.0,T. Luwawu-Cabarrot misses 3-pt shot from 23 ft,,34-35,,
10:50.0,,,34-35,,Defensive rebound by J. Harris
10:45.0,,,34-38,3,D. Russell makes 3-pt shot from 25 ft
10:44.0,Philadelphia full timeout,,34-38,,
10:44.0,D. Saric enters the game for T. Booker,,34-38,,
10:23.0,Shooting foul by T. Zeller (drawn by J. Embiid),,34-38,,
10:23.0,J. Embiid makes free throw 1 of 2,1,35-38,,
10:23.0,J. Embiid makes free throw 2 of 2,1,36-38,,
10:15.0,Personal foul by J. Embiid (drawn by J. Harris),,36-38,,
10:02.0,,,36-41,3,D. Russell makes 3-pt shot from 26 ft
9:49.0,R. Covington misses 2-pt shot from 2 ft,,36-41,,
9:47.0,,,36-41,,Defensive rebound by T. Zeller
9:42.0,,,36-41,,J. Harris misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by Team,,36-41,,
9:41.0,B. Simmons enters the game for T. McConnell,,36-41,,
9:31.0,,,36-41,,Personal foul by J. Webb (drawn by B. Simmons)
9:25.0,Shooting foul by J. Harris (drawn by D. Saric),,36-41,,
9:25.0,D. Saric makes free throw 1 of 2,1,37-41,,
9:25.0,,,37-41,,S. Dinwiddie enters the game for J. Harris
9:25.0,D. Saric makes free throw 2 of 2,1,38-41,,
9:15.0,,,38-41,,D. Russell misses 3-pt shot from 23 ft
9:11.0,Defensive rebound by D. Saric,,38-41,,
9:07.0,Shooting foul by T. Zeller (drawn by J. Embiid),,38-41,,
9:07.0,,,38-41,,J. Allen enters the game for T. Zeller
9:07.0,J. Embiid makes free throw 1 of 2,1,39-41,,
9:07.0,J. Embiid misses free throw 2 of 2,,39-41,,
9:03.0,Offensive rebound by D. Saric,,39-41,,
9:03.0,D. Saric misses 2-pt shot from 2 ft,,39-41,,
9:00.0,,,39-41,,Defensive rebound by N. Stauskas
8:54.0,,,39-43,2,J. Allen makes 2-pt shot from 14 ft (assist by N. Stauskas)
8:37.0,B. Simmons makes 2-pt shot from 1 ft,2,41-43,,
8:26.0,,,41-45,2,D. Russell makes 2-pt shot from 15 ft
8:04.0,J. Embiid misses 2-pt shot from 10 ft,,41-45,,
8:01.0,Offensive rebound by B. Simmons,,41-45,,
7:59.0,B. Simmons makes 2-pt shot from 7 ft,2,43-45,,
7:44.0,,,43-45,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Allen)
7:44.0,,,43-46,1,J. Allen makes free throw 1 of 2
7:44.0,,,43-46,,Q. Acy enters the game for J. Webb
7:44.0,,,43-46,,D. Carroll enters the game for N. Stauskas
7:44.0,,,43-47,1,J. Allen makes free throw 2 of 2
7:29.0,B. Simmons makes 2-pt shot from 7 ft (assist by J. Embiid),2,45-47,,
7:26.0,,,45-47,,Brooklyn full timeout
7:26.0,,,45-47,,A. Crabbe enters the game for D. Russell
7:26.0,A. Johnson enters the game for J. Embiid,,45-47,,
7:09.0,,,45-47,,Offensive foul by S. Dinwiddie (drawn by T. Luwawu-Cabarrot)
7:09.0,,,45-47,,Turnover by S. Dinwiddie (offensive foul)
6:51.0,D. Saric misses 3-pt shot from 25 ft,,45-47,,
6:47.0,,,45-47,,Defensive rebound by A. Crabbe
6:33.0,,,45-47,,D. Carroll misses 2-pt shot from 3 ft (block by A. Johnson)
6:30.0,Defensive rebound by D. Saric,,45-47,,
6:21.0,Turnover by D. Saric (bad pass; steal by Q. Acy),,45-47,,
6:19.0,,,45-47,,Shooting foul by R. Covington (drawn by J. Allen)
6:19.0,,,45-48,1,J. Allen makes free throw 1 of 2
6:19.0,,,45-49,1,J. Allen makes free throw 2 of 2
6:00.0,B. Simmons makes 2-pt shot from 3 ft,2,47-49,,
5:39.0,,,47-49,,A. Crabbe misses 3-pt shot from 25 ft
5:36.0,Defensive rebound by B. Simmons,,47-49,,
5:31.0,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft,,47-49,,
5:28.0,Offensive rebound by D. Saric,,47-49,,
5:22.0,B. Simmons misses 2-pt shot from 3 ft (block by J. Allen),,47-49,,
5:18.0,,,47-49,,Defensive rebound by J. Allen
5:17.0,,,47-49,,Turnover by J. Allen (bad pass; steal by D. Saric)
5:15.0,A. Johnson misses 2-pt shot from 1 ft,,47-49,,
5:15.0,Offensive rebound by Team,,47-49,,
5:15.0,J. Redick enters the game for T. Luwawu-Cabarrot,,47-49,,
5:09.0,J. Redick makes 2-pt shot from 17 ft (assist by D. Saric),2,49-49,,
5:09.0,Shooting foul by J. Allen (drawn by J. Redick),,49-49,,
5:09.0,J. Redick makes free throw 1 of 1,1,50-49,,
4:49.0,,,50-52,3,S. Dinwiddie makes 3-pt shot from 27 ft
4:36.0,,,50-52,,Personal foul by A. Crabbe (drawn by A. Johnson)
4:36.0,A. Johnson makes free throw 1 of 2,1,51-52,,
4:36.0,A. Johnson misses free throw 2 of 2,,51-52,,
4:33.0,,,51-52,,Defensive rebound by J. Allen
4:20.0,,,51-54,2,S. Dinwiddie makes 2-pt shot from 8 ft
4:20.0,,,51-54,,Shooting foul by A. Johnson (drawn by S. Dinwiddie)
4:20.0,J. Anderson enters the game for R. Covington,,51-54,,
4:20.0,,,51-55,1,S. Dinwiddie makes free throw 1 of 1
4:09.0,J. Redick misses 2-pt shot from 16 ft (block by A. Crabbe),,51-55,,
4:05.0,,,51-55,,Defensive rebound by A. Crabbe
3:53.0,,,51-55,,S. Dinwiddie misses 2-pt shot from 14 ft
3:49.0,Defensive rebound by A. Johnson,,51-55,,
3:45.0,D. Saric misses 3-pt shot from 25 ft,,51-55,,
3:42.0,,,51-55,,Defensive rebound by J. Allen
3:25.0,,,51-58,3,D. Carroll makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
3:11.0,A. Johnson makes 2-pt shot from 22 ft,2,53-58,,
2:57.0,,,53-60,2,J. Allen makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
2:31.0,J. Anderson makes 2-pt shot from 17 ft,2,55-60,,
2:16.0,,,55-60,,Q. Acy misses 2-pt shot from 3 ft
2:12.0,,,55-60,,Offensive rebound by J. Allen
2:07.0,,,55-60,,S. Dinwiddie misses 3-pt shot from 24 ft
2:04.0,,,55-60,,Offensive rebound by J. Allen
2:01.0,Shooting block foul by J. Anderson (drawn by S. Dinwiddie),,55-60,,
2:01.0,,,55-61,1,S. Dinwiddie makes free throw 1 of 2
2:01.0,,,55-61,,T. Zeller enters the game for J. Allen
2:01.0,T. Booker enters the game for A. Johnson,,55-61,,
2:01.0,J. Embiid enters the game for D. Saric,,55-61,,
2:01.0,,,55-62,1,S. Dinwiddie makes free throw 2 of 2
1:50.0,J. Redick makes 3-pt shot from 25 ft (assist by J. Anderson),3,58-62,,
1:35.0,,,58-62,,T. Zeller misses 2-pt shot from 8 ft
1:32.0,Defensive rebound by T. Booker,,58-62,,
1:25.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Simmons),3,61-62,,
1:04.0,,,61-62,,Turnover by S. Dinwiddie (lost ball; steal by J. Anderson)
1:00.0,T. Booker makes 2-pt shot from 2 ft (assist by B. Simmons),2,63-62,,
0:39.0,,,63-64,2,S. Dinwiddie makes 2-pt shot from 1 ft
0:24.0,J. Embiid makes 2-pt shot from 8 ft (assist by T. Booker),2,65-64,,
0:00.0,,,65-64,,S. Dinwiddie misses 2-pt shot from 8 ft
0:00.0,,,65-64,,Offensive rebound by Team
0:00.0,,,65-64,,Turnover by Team (shot clock)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,65-64,,Turnover by S. Dinwiddie (bad pass; steal by D. Saric)
11:33.0,,,65-64,,Personal foul by Q. Acy (drawn by J. Embiid)
11:20.0,J. Embiid misses 2-pt shot from 10 ft,,65-64,,
11:17.0,,,65-64,,Defensive rebound by J. Allen
11:00.0,,,65-64,,S. Dinwiddie misses 2-pt shot from 1 ft (block by J. Embiid)
10:57.0,Defensive rebound by J. Embiid,,65-64,,
10:48.0,D. Saric misses 2-pt shot from 2 ft,,65-64,,
10:45.0,,,65-64,,Defensive rebound by Q. Acy
10:37.0,,,65-67,3,Q. Acy makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
10:07.0,Shooting foul by A. Crabbe (drawn by J. Redick),,65-67,,
10:07.0,J. Redick misses free throw 1 of 3,,65-67,,
10:07.0,Offensive rebound by Team,,65-67,,
10:07.0,J. Redick makes free throw 2 of 3,1,66-67,,
10:07.0,J. Redick makes free throw 3 of 3,1,67-67,,
9:50.0,,,67-67,,J. Allen misses 2-pt shot from 6 ft
9:46.0,Defensive rebound by J. Embiid,,67-67,,
9:34.0,J. Redick misses 3-pt shot from 22 ft,,67-67,,
9:32.0,,,67-67,,Defensive rebound by J. Allen
9:17.0,,,67-67,,Shooting foul by B. Simmons (drawn by S. Dinwiddie)
9:17.0,,,67-68,1,S. Dinwiddie makes free throw 1 of 2
9:17.0,,,67-68,,S. Dinwiddie misses free throw 2 of 2
9:12.0,,,67-68,,Offensive rebound by J. Allen
9:10.0,,,67-71,3,A. Crabbe makes 3-pt shot from 25 ft (assist by J. Allen)
9:09.0,Philadelphia full timeout,,67-71,,
8:53.0,Shooting foul by J. Allen (drawn by J. Embiid),,67-71,,
8:53.0,J. Embiid makes free throw 1 of 2,1,68-71,,
8:53.0,J. Embiid makes free throw 2 of 2,1,69-71,,
8:41.0,,,69-71,,Turnover by J. Allen (bad pass)
8:20.0,B. Simmons makes 2-pt shot from 11 ft,2,71-71,,
8:00.0,,,71-73,2,A. Crabbe makes 2-pt shot from 20 ft
7:33.0,R. Covington makes 3-pt shot from 25 ft (assist by D. Saric),3,74-73,,
7:15.0,,,74-75,2,J. Allen makes 2-pt shot from 6 ft (assist by D. Carroll)
6:51.0,D. Saric makes 3-pt shot from 26 ft (assist by B. Simmons),3,77-75,,
6:31.0,,,77-75,,A. Crabbe misses 3-pt shot from 25 ft
6:28.0,,,77-75,,Offensive rebound by J. Allen
6:24.0,,,77-75,,Turnover by J. Allen (lost ball; steal by D. Saric)
6:22.0,Offensive charge foul by J. Embiid (drawn by S. Dinwiddie),,77-75,,
6:22.0,Turnover by J. Embiid (offensive foul),,77-75,,
6:22.0,T. McConnell enters the game for J. Redick,,77-75,,
6:22.0,A. Johnson enters the game for J. Embiid,,77-75,,
5:58.0,,,77-75,,D. Carroll misses 2-pt shot from 11 ft
5:57.0,Defensive rebound by Team,,77-75,,
5:57.0,,,77-75,,Loose ball foul by D. Carroll (drawn by D. Saric)
5:57.0,,,77-75,,J. Okafor enters the game for Q. Acy
5:57.0,,,77-75,,J. Harris enters the game for J. Allen
5:37.0,A. Johnson makes 2-pt shot from 2 ft (assist by B. Simmons),2,79-75,,
5:14.0,,,79-77,2,A. Crabbe makes 2-pt shot from 3 ft
5:01.0,A. Johnson makes 2-pt shot from 17 ft,2,81-77,,
4:50.0,,,81-79,2,S. Dinwiddie makes 2-pt shot from 4 ft
4:50.0,,,81-79,,Shooting foul by A. Johnson (drawn by S. Dinwiddie)
4:50.0,,,81-79,,N. Stauskas enters the game for A. Crabbe
4:50.0,,,81-80,1,S. Dinwiddie makes free throw 1 of 1
4:32.0,B. Simmons misses 2-pt shot from 10 ft,,81-80,,
4:28.0,,,81-80,,Defensive rebound by N. Stauskas
4:23.0,,,81-82,2,J. Okafor makes 2-pt shot from 1 ft (assist by D. Carroll)
4:10.0,D. Saric misses 2-pt shot from 21 ft,,81-82,,
4:08.0,,,81-82,,Defensive rebound by N. Stauskas
3:51.0,,,81-82,,Turnover by N. Stauskas (bad pass; steal by R. Covington)
3:47.0,R. Covington makes 2-pt shot at rim (assist by B. Simmons),2,83-82,,
3:47.0,,,83-82,,Brooklyn full timeout
3:47.0,,,83-82,,D. Russell enters the game for S. Dinwiddie
3:47.0,J. Anderson enters the game for A. Johnson,,83-82,,
3:47.0,J. Embiid enters the game for R. Covington,,83-82,,
3:24.0,,,83-84,2,J. Okafor makes 2-pt shot from 3 ft (assist by N. Stauskas)
3:05.0,J. Embiid misses 2-pt shot from 6 ft (block by D. Russell),,83-84,,
3:05.0,Offensive rebound by Team,,83-84,,
3:03.0,T. Booker enters the game for D. Saric,,83-84,,
3:01.0,J. Embiid misses 3-pt shot from 25 ft,,83-84,,
2:58.0,,,83-84,,Defensive rebound by D. Russell
2:53.0,,,83-84,,J. Harris misses 2-pt shot from 3 ft
2:49.0,,,83-84,,Offensive rebound by J. Harris
2:47.0,,,83-86,2,J. Harris makes 2-pt shot from 2 ft
2:28.0,B. Simmons makes 2-pt shot from 7 ft,2,85-86,,
2:09.0,,,85-88,2,D. Russell makes 2-pt shot from 5 ft
1:51.0,J. Embiid makes 2-pt shot from 17 ft,2,87-88,,
1:35.0,,,87-88,,Shooting foul by J. Anderson (drawn by D. Russell)
1:35.0,,,87-89,1,D. Russell makes free throw 1 of 2
1:35.0,,,87-89,,J. Webb enters the game for D. Carroll
1:35.0,J. Redick enters the game for B. Simmons,,87-89,,
1:35.0,,,87-89,,D. Russell misses free throw 2 of 2
1:32.0,Defensive rebound by J. Embiid,,87-89,,
1:20.0,Turnover by J. Embiid (discontinued dribble),,87-89,,
1:11.0,,,87-91,2,D. Russell makes 2-pt shot from 6 ft
0:47.0,J. Redick misses 2-pt shot from 18 ft,,87-91,,
0:44.0,,,87-91,,Defensive rebound by D. Russell
0:35.0,,,87-91,,D. Russell misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by T. Booker,,87-91,,
0:19.0,,,87-91,,Personal foul by J. Okafor (drawn by J. Embiid)
0:19.0,J. Embiid misses free throw 1 of 2,,87-91,,
0:19.0,Offensive rebound by Team,,87-91,,
0:19.0,T. Luwawu-Cabarrot enters the game for J. Redick,,87-91,,
0:19.0,J. Embiid makes free throw 2 of 2,1,88-91,,
0:04.0,,,88-91,,J. Webb misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by J. Anderson,,88-91,,
0:00.0,J. Anderson misses 3-pt shot from 60 ft,,88-91,,
0:00.0,Offensive rebound by Team,,88-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,J. Embiid makes 2-pt shot from 9 ft,2,90-91,,
11:23.0,,,90-91,,J. Harris misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by J. Embiid,,90-91,,
11:06.0,T. Booker makes 2-pt shot from 1 ft (assist by J. Embiid),2,92-91,,
10:49.0,,,92-91,,D. Russell misses 2-pt shot from 18 ft (block by J. Anderson)
10:46.0,Defensive rebound by J. Embiid,,92-91,,
10:42.0,J. Embiid misses 3-pt shot from 25 ft,,92-91,,
10:37.0,Offensive rebound by J. Anderson,,92-91,,
10:35.0,T. Luwawu-Cabarrot misses 3-pt shot from 23 ft,,92-91,,
10:29.0,,,92-91,,Defensive rebound by D. Russell
10:23.0,,,92-91,,D. Russell misses 3-pt shot from 24 ft
10:20.0,Defensive rebound by J. Embiid,,92-91,,
10:13.0,J. Embiid misses 3-pt shot from 25 ft,,92-91,,
10:08.0,Offensive rebound by T. Booker,,92-91,,
9:54.0,Offensive foul by T. Booker (drawn by J. Okafor),,92-91,,
9:54.0,Turnover by T. Booker (offensive foul),,92-91,,
9:44.0,,,92-91,,D. Russell misses 2-pt shot from 3 ft
9:41.0,Defensive rebound by J. Embiid,,92-91,,
9:38.0,J. Anderson misses 2-pt shot from 1 ft (block by J. Harris),,92-91,,
9:38.0,,,92-91,,Defensive rebound by N. Stauskas
9:18.0,,,92-91,,N. Stauskas misses 3-pt shot from 25 ft
9:13.0,Defensive rebound by J. Embiid,,92-91,,
9:02.0,J. Embiid misses 2-pt shot from 12 ft,,92-91,,
8:58.0,,,92-91,,Defensive rebound by D. Russell
8:51.0,,,92-94,3,N. Stauskas makes 3-pt shot from 25 ft (assist by D. Russell)
8:50.0,Philadelphia full timeout,,92-94,,
8:50.0,,,92-94,,Q. Acy enters the game for J. Webb
8:50.0,,,92-94,,S. Dinwiddie enters the game for D. Russell
8:50.0,A. Johnson enters the game for J. Anderson,,92-94,,
8:50.0,B. Simmons enters the game for T. McConnell,,92-94,,
8:50.0,R. Covington enters the game for J. Embiid,,92-94,,
8:33.0,T. Luwawu-Cabarrot misses 2-pt shot from 5 ft,,92-94,,
8:29.0,,,92-94,,Defensive rebound by Q. Acy
8:15.0,,,92-94,,Shooting foul by T. Luwawu-Cabarrot (drawn by S. Dinwiddie)
8:15.0,,,92-95,1,S. Dinwiddie makes free throw 1 of 3
8:15.0,,,92-96,1,S. Dinwiddie makes free throw 2 of 3
8:15.0,,,92-96,,D. Carroll enters the game for J. Harris
8:15.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,92-96,,
8:15.0,,,92-97,1,S. Dinwiddie makes free throw 3 of 3
7:59.0,Turnover by B. Simmons (bad pass; steal by Q. Acy),,92-97,,
7:46.0,,,92-100,3,S. Dinwiddie makes 3-pt shot from 23 ft (assist by N. Stauskas)
7:28.0,,,92-100,,Personal foul by S. Dinwiddie (drawn by R. Covington)
7:28.0,J. Embiid enters the game for A. Johnson,,92-100,,
7:28.0,J. Redick enters the game for J. Anderson,,92-100,,
7:20.0,J. Redick misses 2-pt shot from 19 ft,,92-100,,
7:17.0,,,92-100,,Defensive rebound by S. Dinwiddie
7:08.0,,,92-102,2,J. Okafor makes 2-pt shot from 12 ft (assist by D. Carroll)
7:04.0,Philadelphia full timeout,,92-102,,
7:04.0,D. Saric enters the game for T. Booker,,92-102,,
6:54.0,Shooting foul by N. Stauskas (drawn by J. Redick),,92-102,,
6:54.0,J. Redick makes free throw 1 of 2,1,93-102,,
6:54.0,,,93-102,,A. Crabbe enters the game for N. Stauskas
6:54.0,J. Redick makes free throw 2 of 2,1,94-102,,
6:48.0,,,94-102,,Brooklyn full timeout
6:48.0,,,94-102,,J. Allen enters the game for J. Okafor
6:31.0,,,94-105,3,D. Carroll makes 3-pt shot from 26 ft (assist by J. Allen)
6:16.0,Shooting foul by A. Crabbe (drawn by B. Simmons),,94-105,,
6:16.0,B. Simmons makes free throw 1 of 2,1,95-105,,
6:16.0,B. Simmons makes free throw 2 of 2,1,96-105,,
5:58.0,,,96-105,,A. Crabbe misses 3-pt shot from 25 ft
5:54.0,Defensive rebound by D. Saric,,96-105,,
5:49.0,B. Simmons misses 2-pt shot from 1 ft,,96-105,,
5:46.0,,,96-105,,Defensive rebound by A. Crabbe
5:43.0,,,96-105,,Shooting foul by R. Covington (drawn by S. Dinwiddie)
5:43.0,,,96-106,1,S. Dinwiddie makes free throw 1 of 2
5:43.0,,,96-107,1,S. Dinwiddie makes free throw 2 of 2
5:33.0,J. Embiid misses 2-pt shot from 2 ft (block by D. Carroll),,96-107,,
5:33.0,Offensive rebound by Team,,96-107,,
5:29.0,,,96-107,,Personal foul by A. Crabbe (drawn by J. Embiid)
5:21.0,J. Redick makes 3-pt shot from 26 ft (assist by B. Simmons),3,99-107,,
5:08.0,,,99-109,2,J. Allen makes 2-pt shot from 7 ft (assist by S. Dinwiddie)
4:50.0,J. Embiid makes 2-pt shot from 3 ft (assist by D. Saric),2,101-109,,
4:37.0,Jump ball: S. Dinwiddie vs. R. Covington (D. Carroll gains possession),,,,Jump ball: S. Dinwiddie vs. R. Covington (D. Carroll gains possession)
4:37.0,Personal foul by J. Redick (drawn by D. Carroll),,101-109,,
4:21.0,,,101-109,,S. Dinwiddie misses 3-pt shot from 25 ft
4:20.0,,,101-109,,Offensive rebound by Team
4:20.0,,,101-109,,Turnover by Team (shot clock)
