time,Philadelphia,pts.away,score,pts.home,Washington
4:02.0,M. Fultz makes 2-pt shot from 1 ft,2,16-21,,
3:48.0,,,16-23,2,M. Scott makes 2-pt shot from 3 ft (assist by K. Oubre)
3:34.0,D. Saric misses 2-pt shot from 2 ft,,16-23,,
3:31.0,,,16-23,,Defensive rebound by M. Gortat
3:28.0,,,16-23,,J. Wall misses 2-pt shot from 2 ft
3:28.0,Defensive rebound by T. Luwawu-Cabarrot,,16-23,,
3:21.0,A. Johnson misses 2-pt shot from 2 ft,,16-23,,
3:16.0,Offensive rebound by M. Fultz,,16-23,,
3:16.0,M. Fultz makes 2-pt shot at rim,2,18-23,,
3:13.0,Personal foul by A. Johnson (drawn by K. Oubre),,18-23,,
3:13.0,,,18-23,,J. Meeks enters the game for B. Beal
3:02.0,,,18-23,,J. Meeks misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by A. Johnson,,18-23,,
2:49.0,D. Saric misses 3-pt shot from 26 ft,,18-23,,
2:45.0,,,18-23,,Defensive rebound by M. Gortat
2:33.0,,,18-25,2,J. Wall makes 2-pt shot at rim
2:32.0,Philadelphia full timeout,,18-25,,
2:32.0,,,18-25,,I. Mahinmi enters the game for J. Wall
2:32.0,,,18-25,,T. Frazier enters the game for M. Gortat
2:32.0,J. Embiid enters the game for A. Johnson,,18-25,,
2:16.0,T. Luwawu-Cabarrot misses 2-pt shot from 1 ft (block by I. Mahinmi),,18-25,,
2:11.0,,,18-25,,Defensive rebound by K. Oubre
2:01.0,,,18-25,,Offensive charge foul by I. Mahinmi (drawn by M. Fultz)
2:01.0,,,18-25,,Turnover by I. Mahinmi (offensive foul)
1:46.0,Turnover by T. McConnell (lost ball; steal by K. Oubre),,18-25,,
1:44.0,,,18-25,,K. Oubre misses 2-pt shot from 1 ft (block by M. Fultz)
1:44.0,,,18-25,,Offensive rebound by Team
1:39.0,,,18-25,,J. Meeks misses 2-pt shot from 10 ft
1:37.0,Defensive rebound by J. Embiid,,18-25,,
1:35.0,D. Saric makes 2-pt shot at rim (assist by T. Luwawu-Cabarrot),2,20-25,,
1:35.0,Shooting foul by T. Frazier (drawn by D. Saric),,20-25,,
1:35.0,D. Saric makes free throw 1 of 1,1,21-25,,
1:14.0,,,21-25,,T. Frazier misses 2-pt shot from 16 ft
1:11.0,Defensive rebound by J. Embiid,,21-25,,
1:04.0,T. Luwawu-Cabarrot misses 3-pt shot from 22 ft,,21-25,,
1:02.0,,,21-25,,Defensive rebound by I. Mahinmi
0:56.0,,,21-28,3,M. Scott makes 3-pt shot from 25 ft (assist by T. Frazier)
0:46.0,J. Embiid misses 3-pt shot from 26 ft,,21-28,,
0:42.0,,,21-28,,Defensive rebound by M. Scott
0:36.0,,,21-28,,Shooting foul by D. Saric (drawn by J. Meeks)
0:36.0,,,21-29,1,J. Meeks makes free throw 1 of 2
0:36.0,,,21-30,1,J. Meeks makes free throw 2 of 2
0:23.0,Shooting foul by I. Mahinmi (drawn by J. Embiid),,21-30,,
0:23.0,J. Embiid makes free throw 1 of 2,1,22-30,,
0:23.0,J. Embiid makes free throw 2 of 2,1,23-30,,
0:00.0,,,23-32,2,I. Mahinmi makes 2-pt shot from 3 ft (assist by T. Frazier)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,J. Embiid misses 2-pt shot from 16 ft,,23-32,,
11:43.0,Offensive rebound by B. Simmons,,23-32,,
11:43.0,B. Simmons makes 2-pt shot at rim,2,25-32,,
11:28.0,,,25-34,2,I. Mahinmi makes 2-pt shot from 8 ft
11:06.0,J. Embiid makes 2-pt shot from 16 ft,2,27-34,,
10:45.0,,,27-34,,Turnover by T. Frazier (lost ball; steal by B. Simmons)
10:42.0,B. Simmons makes 2-pt shot at rim,2,29-34,,
10:27.0,,,29-34,,Turnover by T. Frazier (bad pass; steal by J. Redick)
10:23.0,J. Redick makes 3-pt shot from 26 ft,3,32-34,,
10:04.0,,,32-34,,J. Meeks misses 2-pt shot from 12 ft
10:01.0,Defensive rebound by J. Embiid,,32-34,,
9:52.0,B. Simmons misses 2-pt shot from 6 ft,,32-34,,
9:46.0,Offensive rebound by B. Simmons,,32-34,,
9:46.0,B. Simmons misses 2-pt shot at rim,,32-34,,
9:43.0,,,32-34,,Defensive rebound by I. Mahinmi
9:43.0,,,32-34,,Shooting foul by J. Bayless (drawn by J. Meeks)
9:43.0,,,32-35,1,J. Meeks makes free throw 1 of 2
9:43.0,,,32-36,1,J. Meeks makes free throw 2 of 2
9:29.0,,,32-36,,Personal foul by I. Mahinmi (drawn by J. Embiid)
9:29.0,,,32-36,,M. Gortat enters the game for J. Meeks
9:29.0,,,32-36,,B. Beal enters the game for I. Mahinmi
9:29.0,A. Johnson enters the game for J. Embiid,,32-36,,
9:21.0,B. Simmons misses 2-pt shot from 12 ft,,32-36,,
9:19.0,,,32-36,,Defensive rebound by M. Scott
9:04.0,Jump ball: B. Beal vs. R. Covington (B. Simmons gains possession),,,,Jump ball: B. Beal vs. R. Covington (B. Simmons gains possession)
9:04.0,,,32-36,,Turnover by B. Beal (turnover; steal by R. Covington)
8:56.0,J. Redick misses 2-pt shot from 3 ft (block by K. Oubre),,32-36,,
8:56.0,Offensive rebound by Team,,32-36,,
8:43.0,R. Covington makes 3-pt shot from 25 ft (assist by J. Bayless),3,35-36,,
8:33.0,,,35-36,,Turnover by M. Scott (out of bounds lost ball)
8:33.0,,,35-36,,O. Porter enters the game for T. Frazier
8:33.0,,,35-36,,J. Wall enters the game for M. Scott
8:15.0,R. Covington makes 3-pt shot from 25 ft (assist by A. Johnson),3,38-36,,
7:53.0,,,38-38,2,M. Gortat makes 2-pt shot from 8 ft
7:37.0,R. Covington misses 3-pt shot from 27 ft,,38-38,,
7:34.0,,,38-38,,Defensive rebound by M. Gortat
7:26.0,,,38-38,,J. Wall misses 2-pt shot from 12 ft
7:23.0,Defensive rebound by B. Simmons,,38-38,,
7:20.0,Shooting foul by J. Wall (drawn by R. Covington),,38-38,,
7:20.0,R. Covington makes free throw 1 of 2,1,39-38,,
7:20.0,T. McConnell enters the game for J. Redick,,39-38,,
7:20.0,T. Luwawu-Cabarrot enters the game for B. Simmons,,39-38,,
7:20.0,R. Covington makes free throw 2 of 2,1,40-38,,
7:05.0,,,40-40,2,O. Porter makes 2-pt shot from 15 ft
6:42.0,T. Luwawu-Cabarrot makes 3-pt shot from 27 ft,3,43-40,,
6:26.0,,,43-43,3,K. Oubre makes 3-pt shot from 23 ft (assist by M. Gortat)
6:15.0,A. Johnson makes 2-pt shot at rim (assist by T. McConnell),2,45-43,,
6:08.0,,,45-43,,Shooting foul by R. Covington (drawn by J. Wall)
6:08.0,,,45-43,,Washington full timeout
6:08.0,D. Saric enters the game for J. Bayless,,45-43,,
6:08.0,M. Fultz enters the game for R. Covington,,45-43,,
6:08.0,,,45-44,1,J. Wall makes free throw 1 of 2
6:08.0,,,45-45,1,J. Wall makes free throw 2 of 2
5:57.0,Turnover by T. McConnell (lost ball; steal by O. Porter),,45-45,,
5:53.0,,,45-45,,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Oubre)
5:53.0,,,45-45,,K. Oubre misses free throw 1 of 2
5:53.0,,,45-45,,Offensive rebound by Team
5:53.0,,,45-46,1,K. Oubre makes free throw 2 of 2
5:41.0,M. Fultz misses 2-pt shot from 9 ft,,45-46,,
5:38.0,,,45-46,,Defensive rebound by O. Porter
5:34.0,,,45-46,,J. Wall misses 2-pt shot from 1 ft (block by D. Saric)
5:34.0,Defensive rebound by A. Johnson,,45-46,,
5:29.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by T. McConnell),2,47-46,,
5:15.0,Personal foul by A. Johnson (drawn by M. Gortat),,47-46,,
5:06.0,,,47-46,,B. Beal misses 2-pt shot from 15 ft
5:03.0,Defensive rebound by D. Saric,,47-46,,
4:58.0,Shooting foul by B. Beal (drawn by A. Johnson),,47-46,,
4:58.0,A. Johnson misses free throw 1 of 2,,47-46,,
4:58.0,Offensive rebound by Team,,47-46,,
4:58.0,A. Johnson makes free throw 2 of 2,1,48-46,,
4:33.0,,,48-46,,M. Gortat misses 2-pt shot from 13 ft
4:30.0,Defensive rebound by D. Saric,,48-46,,
4:21.0,T. McConnell misses 2-pt shot from 12 ft,,48-46,,
4:19.0,Offensive rebound by T. Luwawu-Cabarrot,,48-46,,
4:11.0,A. Johnson makes 2-pt shot from 1 ft (assist by T. McConnell),2,50-46,,
3:56.0,,,50-46,,Shooting foul by D. Saric (drawn by J. Wall)
3:56.0,,,50-47,1,J. Wall makes free throw 1 of 2
3:56.0,,,50-47,,J. Meeks enters the game for K. Oubre
3:56.0,,,50-48,1,J. Wall makes free throw 2 of 2
3:48.0,T. McConnell makes 2-pt shot from 12 ft,2,52-48,,
3:31.0,,,52-48,,O. Porter misses 3-pt shot from 26 ft
3:28.0,Defensive rebound by A. Johnson,,52-48,,
3:23.0,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft,,52-48,,
3:19.0,,,52-48,,Defensive rebound by O. Porter
3:09.0,,,52-48,,J. Wall misses 2-pt shot from 16 ft
3:09.0,,,52-48,,Offensive rebound by M. Gortat
3:04.0,,,52-50,2,B. Beal makes 2-pt shot from 15 ft
3:01.0,Philadelphia full timeout,,52-50,,
3:01.0,B. Simmons enters the game for A. Johnson,,52-50,,
3:01.0,J. Redick enters the game for T. Luwawu-Cabarrot,,52-50,,
3:01.0,J. Embiid enters the game for T. McConnell,,52-50,,
3:01.0,J. Bayless enters the game for M. Fultz,,52-50,,
2:42.0,J. Redick makes 3-pt shot from 23 ft (assist by D. Saric),3,55-50,,
2:27.0,,,55-50,,Offensive foul by M. Gortat (drawn by J. Bayless)
2:27.0,,,55-50,,Turnover by M. Gortat (offensive foul)
2:02.0,Turnover by J. Embiid (lost ball; steal by O. Porter),,55-50,,
1:57.0,,,55-50,,J. Wall misses 2-pt shot at rim (block by J. Embiid)
1:53.0,Defensive rebound by B. Simmons,,55-50,,
1:52.0,B. Simmons makes 2-pt shot from 2 ft,2,57-50,,
1:33.0,,,57-52,2,J. Meeks makes 2-pt shot from 8 ft (assist by J. Wall)
1:20.0,D. Saric misses 2-pt shot from 18 ft,,57-52,,
1:20.0,,,57-52,,Defensive rebound by B. Beal
1:08.0,,,57-54,2,B. Beal makes 2-pt shot from 21 ft
0:52.0,J. Redick misses 3-pt shot from 26 ft,,57-54,,
0:52.0,,,57-54,,Defensive rebound by Team
0:35.0,,,57-56,2,B. Beal makes 2-pt shot from 16 ft
0:19.0,J. Embiid makes 2-pt shot from 22 ft,2,59-56,,
0:01.0,,,59-56,,J. Wall misses 2-pt shot from 14 ft
0:00.0,,,59-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Shooting foul by K. Oubre (drawn by R. Covington),,59-56,,
11:49.0,R. Covington makes free throw 1 of 2,1,60-56,,
11:49.0,R. Covington makes free throw 2 of 2,1,61-56,,
11:36.0,,,61-56,,M. Gortat misses 2-pt shot from 2 ft
11:36.0,,,61-56,,Offensive rebound by Team
11:34.0,,,61-56,,Shooting foul by J. Redick (drawn by B. Beal)
11:34.0,,,61-57,1,B. Beal makes free throw 1 of 2
11:34.0,,,61-58,1,B. Beal makes free throw 2 of 2
11:17.0,B. Simmons misses 2-pt shot from 11 ft,,61-58,,
11:15.0,,,61-58,,Defensive rebound by K. Oubre
11:06.0,,,61-58,,K. Oubre misses 3-pt shot from 25 ft
11:02.0,Defensive rebound by J. Bayless,,61-58,,
10:57.0,,,61-58,,Personal foul by O. Porter (drawn by B. Simmons)
10:49.0,J. Bayless misses 3-pt shot from 26 ft,,61-58,,
10:47.0,,,61-58,,Defensive rebound by K. Oubre
10:40.0,,,61-58,,O. Porter misses 2-pt shot from 6 ft
10:36.0,Defensive rebound by J. Embiid,,61-58,,
10:28.0,Turnover by J. Embiid (lost ball; steal by K. Oubre),,61-58,,
10:24.0,,,61-61,3,B. Beal makes 3-pt shot from 24 ft (assist by K. Oubre)
10:10.0,R. Covington makes 3-pt shot from 26 ft (assist by B. Simmons),3,64-61,,
9:57.0,,,64-61,,B. Beal misses 3-pt shot from 25 ft
9:51.0,,,64-61,,Offensive rebound by O. Porter
9:51.0,,,64-61,,O. Porter misses 2-pt shot at rim
9:49.0,Defensive rebound by R. Covington,,64-61,,
9:48.0,Turnover by R. Covington (lost ball; steal by B. Beal),,64-61,,
9:45.0,,,64-61,,B. Beal misses 2-pt shot from 9 ft
9:44.0,Defensive rebound by B. Simmons,,64-61,,
9:40.0,J. Embiid misses 3-pt shot from 23 ft,,64-61,,
9:40.0,,,64-61,,Defensive rebound by J. Wall
9:33.0,,,64-61,,O. Porter misses 3-pt shot from 25 ft
9:30.0,Defensive rebound by Team,,64-61,,
9:19.0,J. Bayless misses 2-pt shot from 8 ft,,64-61,,
9:16.0,,,64-61,,Defensive rebound by O. Porter
9:10.0,,,64-61,,Shooting foul by B. Simmons (drawn by J. Wall)
9:10.0,,,64-62,1,J. Wall makes free throw 1 of 2
9:10.0,,,64-63,1,J. Wall makes free throw 2 of 2
9:02.0,J. Redick makes 3-pt shot from 24 ft (assist by J. Embiid),3,67-63,,
8:51.0,,,67-65,2,B. Beal makes 2-pt shot from 21 ft
8:36.0,J. Embiid misses 2-pt shot from 18 ft,,67-65,,
8:33.0,,,67-65,,Defensive rebound by B. Beal
8:29.0,Personal foul by J. Bayless (drawn by J. Wall),,67-65,,
8:29.0,A. Johnson enters the game for J. Embiid,,67-65,,
8:23.0,,,67-67,2,J. Wall makes 2-pt shot from 1 ft
8:13.0,R. Covington misses 2-pt shot from 2 ft (block by M. Gortat),,67-67,,
8:13.0,Offensive rebound by Team,,67-67,,
8:08.0,Turnover by R. Covington (traveling),,67-67,,
7:57.0,,,67-67,,Shooting foul by J. Bayless (drawn by B. Beal)
7:57.0,T. Luwawu-Cabarrot enters the game for J. Bayless,,67-67,,
7:57.0,,,67-68,1,B. Beal makes free throw 1 of 2
7:57.0,,,67-69,1,B. Beal makes free throw 2 of 2
7:48.0,Turnover by B. Simmons (bad pass),,67-69,,
7:36.0,Jump ball: J. Wall vs. T. Luwawu-Cabarrot (R. Covington gains possession),,,,Jump ball: J. Wall vs. T. Luwawu-Cabarrot (R. Covington gains possession)
7:36.0,,,67-69,,Turnover by J. Wall (bad pass; steal by T. Luwawu-Cabarrot)
7:36.0,Turnover by R. Covington (bad pass),,67-69,,
7:28.0,,,67-69,,B. Beal misses 2-pt shot from 3 ft
7:25.0,,,67-69,,Offensive rebound by J. Wall
7:25.0,,,67-69,,J. Wall misses 3-pt shot from 25 ft
7:25.0,,,67-69,,Offensive rebound by M. Gortat
7:16.0,,,67-71,2,J. Wall makes 2-pt shot from 2 ft
7:16.0,,,67-71,,Shooting foul by A. Johnson (drawn by J. Wall)
7:16.0,T. McConnell enters the game for B. Simmons,,67-71,,
7:16.0,,,67-72,1,J. Wall makes free throw 1 of 1
7:04.0,R. Covington makes 3-pt shot from 25 ft (assist by T. Luwawu-Cabarrot),3,70-72,,
6:42.0,,,70-72,,J. Wall misses 2-pt shot from 17 ft
6:40.0,Defensive rebound by Team,,70-72,,
6:40.0,,,70-72,,Washington full timeout
6:40.0,,,70-72,,J. Meeks enters the game for K. Oubre
6:16.0,A. Johnson misses 2-pt shot from 12 ft,,70-72,,
6:10.0,Offensive rebound by R. Covington,,70-72,,
6:10.0,R. Covington makes 2-pt shot at rim,2,72-72,,
5:53.0,,,72-72,,B. Beal misses 2-pt shot from 5 ft
5:50.0,,,72-72,,Offensive rebound by M. Gortat
5:50.0,,,72-72,,M. Gortat misses 2-pt shot from 3 ft
5:50.0,Defensive rebound by A. Johnson,,72-72,,
5:43.0,Turnover by R. Covington (bad pass),,72-72,,
5:43.0,M. Fultz enters the game for J. Redick,,72-72,,
5:43.0,D. Saric enters the game for R. Covington,,72-72,,
5:28.0,,,72-75,3,J. Meeks makes 3-pt shot from 26 ft (assist by B. Beal)
5:08.0,A. Johnson misses 2-pt shot from 9 ft (block by M. Gortat),,72-75,,
5:05.0,,,72-75,,Defensive rebound by M. Gortat
5:01.0,,,72-75,,J. Wall misses 2-pt shot from 1 ft
5:01.0,,,72-75,,Offensive rebound by J. Wall
4:56.0,,,72-77,2,J. Wall makes 2-pt shot at rim
4:50.0,A. Johnson misses 2-pt shot from 2 ft,,72-77,,
4:47.0,Offensive rebound by A. Johnson,,72-77,,
4:46.0,A. Johnson misses 2-pt shot from 14 ft,,72-77,,
4:46.0,,,72-77,,Defensive rebound by B. Beal
4:46.0,Personal foul by A. Johnson (drawn by B. Beal),,72-77,,
4:46.0,,,72-78,1,B. Beal makes free throw 1 of 2
4:46.0,J. Embiid enters the game for A. Johnson,,72-78,,
4:46.0,,,72-79,1,B. Beal makes free throw 2 of 2
4:35.0,J. Embiid makes 2-pt shot at rim (assist by M. Fultz),2,74-79,,
4:10.0,,,74-79,,J. Wall misses 2-pt shot from 18 ft
4:05.0,Defensive rebound by M. Fultz,,74-79,,
3:59.0,M. Fultz misses 2-pt shot from 5 ft (block by J. Wall),,74-79,,
3:56.0,,,74-79,,Defensive rebound by M. Gortat
3:56.0,Personal foul by T. Luwawu-Cabarrot (drawn by J. Wall),,74-79,,
3:56.0,,,74-79,,J. Wall misses free throw 1 of 2
3:56.0,,,74-79,,Offensive rebound by Team
3:56.0,,,74-79,,M. Scott enters the game for B. Beal
3:56.0,,,74-79,,T. Frazier enters the game for O. Porter
3:56.0,,,74-80,1,J. Wall makes free throw 2 of 2
3:44.0,J. Embiid misses 2-pt shot from 12 ft,,74-80,,
3:40.0,,,74-80,,Defensive rebound by J. Meeks
3:34.0,,,74-82,2,J. Wall makes 2-pt shot from 1 ft
3:33.0,Philadelphia full timeout,,74-82,,
3:33.0,,,74-82,,I. Mahinmi enters the game for M. Gortat
3:22.0,,,74-82,,Personal foul by I. Mahinmi (drawn by J. Embiid)
3:11.0,Offensive charge foul by J. Embiid (drawn by I. Mahinmi),,74-82,,
3:11.0,Turnover by J. Embiid (offensive foul),,74-82,,
3:11.0,B. Simmons enters the game for T. McConnell,,74-82,,
2:55.0,,,74-84,2,J. Wall makes 2-pt shot from 18 ft
2:39.0,M. Fultz makes 2-pt shot at rim (assist by D. Saric),2,76-84,,
2:22.0,,,76-84,,J. Wall misses 2-pt shot from 2 ft
2:19.0,Defensive rebound by J. Embiid,,76-84,,
2:14.0,J. Embiid misses 3-pt shot from 26 ft,,76-84,,
2:09.0,Offensive rebound by D. Saric,,76-84,,
2:09.0,Turnover by J. Embiid (bad pass),,76-84,,
2:09.0,,,76-84,,K. Oubre enters the game for J. Wall
2:01.0,,,76-84,,J. Meeks misses 2-pt shot from 16 ft
1:58.0,,,76-84,,Offensive rebound by I. Mahinmi
1:57.0,,,76-87,3,K. Oubre makes 3-pt shot from 26 ft (assist by I. Mahinmi)
1:40.0,B. Simmons makes 2-pt shot from 2 ft,2,78-87,,
1:30.0,,,78-89,2,J. Meeks makes 2-pt shot from 4 ft (assist by T. Frazier)
1:30.0,,,78-89,,Shooting foul by D. Saric (drawn by J. Meeks)
1:30.0,J. Redick enters the game for T. Luwawu-Cabarrot,,78-89,,
1:30.0,,,78-90,1,J. Meeks makes free throw 1 of 1
1:12.0,M. Fultz makes 2-pt shot from 1 ft (assist by J. Embiid),2,80-90,,
1:00.0,,,80-90,,J. Meeks misses 2-pt shot from 15 ft
0:57.0,Defensive rebound by J. Embiid,,80-90,,
0:46.0,J. Embiid misses 2-pt shot from 2 ft,,80-90,,
0:42.0,,,80-90,,Defensive rebound by K. Oubre
0:39.0,,,80-90,,M. Scott misses 3-pt shot from 28 ft
0:34.0,Defensive rebound by J. Embiid,,80-90,,
0:30.0,,,80-90,,Personal foul by T. Frazier (drawn by M. Fultz)
0:23.0,,,80-90,,Personal foul by K. Oubre (drawn by B. Simmons)
0:23.0,B. Simmons makes free throw 1 of 2,1,81-90,,
0:23.0,B. Simmons makes free throw 2 of 2,1,82-90,,
0:03.0,,,82-90,,K. Oubre misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by J. Redick,,82-90,,
0:01.0,J. Redick misses 3-pt shot from 51 ft,,82-90,,
0:01.0,Offensive rebound by Team,,82-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,82-90,,M. Scott misses 2-pt shot from 14 ft
11:36.0,Defensive rebound by J. Bayless,,82-90,,
11:33.0,,,82-90,,Personal foul by T. Frazier (drawn by B. Simmons)
11:31.0,J. Bayless makes 2-pt shot from 2 ft (assist by J. Redick),2,84-90,,
11:16.0,,,84-92,2,M. Scott makes 2-pt shot from 6 ft (assist by T. Frazier)
11:09.0,B. Simmons misses 2-pt shot from 11 ft,,84-92,,
11:07.0,Offensive rebound by B. Simmons,,84-92,,
11:06.0,R. Covington makes 3-pt shot from 25 ft (assist by B. Simmons),3,87-92,,
10:41.0,,,87-92,,M. Scott misses 3-pt shot from 25 ft
10:37.0,Defensive rebound by B. Simmons,,87-92,,
10:32.0,J. Bayless makes 3-pt shot from 24 ft (assist by J. Redick),3,90-92,,
10:32.0,,,90-92,,Washington full timeout
10:08.0,,,90-92,,K. Oubre misses 3-pt shot from 23 ft
10:04.0,Defensive rebound by R. Covington,,90-92,,
10:02.0,J. Redick makes 3-pt shot from 25 ft (assist by R. Covington),3,93-92,,
9:47.0,Personal foul by J. Bayless (drawn by M. Scott),,93-92,,
9:43.0,,,93-92,,Shooting foul by J. Redick (drawn by J. Meeks)
9:43.0,,,93-93,1,J. Meeks makes free throw 1 of 2
9:43.0,,,93-94,1,J. Meeks makes free throw 2 of 2
9:29.0,J. Bayless makes 3-pt shot from 25 ft (assist by J. Redick),3,96-94,,
9:17.0,,,96-96,2,K. Oubre makes 2-pt shot from 2 ft (assist by T. Frazier)
9:17.0,,,96-96,,Shooting foul by R. Covington (drawn by K. Oubre)
9:17.0,,,96-96,,O. Porter enters the game for T. Frazier
9:17.0,,,96-96,,J. Wall enters the game for J. Meeks
9:17.0,,,96-96,,B. Beal enters the game for M. Scott
9:17.0,,,96-96,,K. Oubre misses free throw 1 of 1
9:13.0,Defensive rebound by J. Bayless,,96-96,,
9:09.0,J. Bayless makes 2-pt shot from 11 ft (assist by B. Simmons),2,98-96,,
8:57.0,,,98-96,,B. Beal misses 2-pt shot from 17 ft
8:53.0,Defensive rebound by B. Simmons,,98-96,,
8:37.0,Turnover by J. Redick (bad pass),,98-96,,
8:25.0,,,98-96,,O. Porter misses 3-pt shot from 25 ft
8:21.0,,,98-96,,Offensive rebound by K. Oubre
