time,Cleveland,pts.away,score,pts.home,Toronto
6:20.0,T. Thompson makes 2-pt shot at rim,2,11-13,,
6:14.0,,,11-13,,C. Miles misses 2-pt shot from 5 ft (block by L. James)
6:11.0,,,11-13,,Offensive rebound by J. Valanciunas
6:11.0,,,11-15,2,J. Valanciunas makes 2-pt shot from 6 ft
5:56.0,I. Thomas misses 2-pt shot from 8 ft,,11-15,,
5:54.0,,,11-15,,Defensive rebound by J. Valanciunas
5:45.0,,,11-15,,C. Miles misses 2-pt shot from 5 ft
5:43.0,Defensive rebound by K. Love,,11-15,,
5:42.0,L. James makes 2-pt shot from 2 ft (assist by K. Love),2,13-15,,
5:42.0,Shooting foul by J. Valanciunas (drawn by L. James),,13-15,,
5:42.0,,,13-15,,J. Poeltl enters the game for J. Valanciunas
5:42.0,L. James makes free throw 1 of 1,1,14-15,,
5:30.0,,,14-15,,O. Anunoby misses 3-pt shot from 24 ft
5:27.0,,,14-15,,Offensive rebound by C. Miles
5:24.0,,,14-17,2,C. Miles makes 2-pt shot from 2 ft
5:15.0,Shooting foul by C. Miles (drawn by K. Love),,14-17,,
5:15.0,K. Love makes free throw 1 of 2,1,15-17,,
5:15.0,K. Love makes free throw 2 of 2,1,16-17,,
5:01.0,,,16-17,,D. DeRozan misses 3-pt shot from 22 ft
4:58.0,Defensive rebound by L. James,,16-17,,
4:50.0,I. Thomas misses 3-pt shot from 23 ft,,16-17,,
4:47.0,,,16-17,,Defensive rebound by J. Poeltl
4:47.0,Personal foul by K. Love (drawn by J. Poeltl),,16-17,,
4:47.0,D. Wade enters the game for K. Love,,16-17,,
4:23.0,,,16-17,,D. DeRozan misses 2-pt shot from 3 ft
4:18.0,,,16-17,,Offensive rebound by D. Wright
4:18.0,,,16-19,2,D. Wright makes 2-pt shot at rim
4:15.0,L. James makes 2-pt shot from 2 ft,2,18-19,,
4:03.0,,,18-21,2,J. Poeltl makes 2-pt shot from 2 ft (assist by D. DeRozan)
3:50.0,I. Thomas misses 2-pt shot from 19 ft (block by D. Wright),,18-21,,
3:46.0,,,18-21,,Defensive rebound by D. Wright
3:44.0,,,18-23,2,D. Wright makes 2-pt shot from 3 ft
3:44.0,Cleveland full timeout,,18-23,,
3:44.0,,,18-23,,F. VanVleet enters the game for C. Miles
3:44.0,,,18-23,,N. Powell enters the game for D. Wright
3:44.0,C. Osman enters the game for I. Thomas,,18-23,,
3:28.0,L. James makes 2-pt shot from 1 ft,2,20-23,,
3:09.0,,,20-23,,F. VanVleet misses 2-pt shot from 2 ft
3:06.0,Defensive rebound by T. Thompson,,20-23,,
2:50.0,D. Wade misses 2-pt shot from 10 ft,,20-23,,
2:45.0,Offensive rebound by T. Thompson,,20-23,,
2:45.0,T. Thompson makes 2-pt shot at rim,2,22-23,,
2:32.0,,,22-25,2,D. DeRozan makes 2-pt shot from 2 ft
2:15.0,L. James misses 2-pt shot from 4 ft,,22-25,,
2:11.0,Offensive rebound by T. Thompson,,22-25,,
2:11.0,T. Thompson misses 2-pt shot at rim,,22-25,,
2:11.0,Offensive rebound by T. Thompson,,22-25,,
2:11.0,,,22-25,,Personal foul by O. Anunoby (drawn by T. Thompson)
2:11.0,J. Green enters the game for J. Smith,,22-25,,
1:56.0,L. James misses 2-pt shot from 4 ft,,22-25,,
1:55.0,Offensive rebound by Team,,22-25,,
1:47.0,D. Wade misses 2-pt shot from 8 ft (block by N. Powell),,22-25,,
1:45.0,,,22-25,,Defensive rebound by N. Powell
1:42.0,,,22-25,,D. DeRozan misses 2-pt shot from 1 ft
1:38.0,,,22-25,,Offensive rebound by J. Poeltl
1:38.0,,,22-25,,J. Poeltl misses 2-pt shot at rim
1:37.0,,,22-25,,Offensive rebound by J. Poeltl
1:37.0,,,22-25,,Turnover by N. Powell (out of bounds lost ball)
1:14.0,C. Osman misses 3-pt shot from 23 ft,,22-25,,
1:11.0,,,22-25,,Defensive rebound by J. Poeltl
0:50.0,,,22-27,2,F. VanVleet makes 2-pt shot from 2 ft (assist by D. DeRozan)
0:36.0,D. Wade misses 2-pt shot from 6 ft,,22-27,,
0:34.0,,,22-27,,Defensive rebound by J. Poeltl
0:25.0,,,22-30,3,F. VanVleet makes 3-pt shot from 25 ft (assist by D. DeRozan)
0:07.0,D. Wade makes 2-pt shot at rim (assist by C. Osman),2,24-30,,
0:00.0,,,24-30,,N. Powell misses 3-pt shot from 25 ft
0:00.0,,,24-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:56.0,Offensive charge foul by J. Crowder (drawn by F. VanVleet),,24-30,,
11:56.0,Turnover by J. Crowder (offensive foul),,24-30,,
11:39.0,,,24-33,3,F. VanVleet makes 3-pt shot from 23 ft (assist by L. Brown)
11:27.0,D. Wade makes 2-pt shot from 1 ft,2,26-33,,
11:15.0,,,26-33,,N. Powell misses 2-pt shot from 4 ft
11:11.0,,,26-33,,Offensive rebound by P. Siakam
11:11.0,,,26-35,2,P. Siakam makes 2-pt shot at rim
11:01.0,K. Korver misses 3-pt shot from 24 ft,,26-35,,
10:58.0,,,26-35,,Defensive rebound by N. Powell
10:50.0,,,26-35,,P. Siakam misses 3-pt shot from 22 ft
10:48.0,Defensive rebound by C. Frye,,26-35,,
10:45.0,Shooting foul by J. Poeltl (drawn by J. Green),,26-35,,
10:45.0,J. Green makes free throw 1 of 2,1,27-35,,
10:45.0,J. Green makes free throw 2 of 2,1,28-35,,
10:25.0,,,28-35,,Turnover by J. Poeltl (traveling)
10:18.0,Turnover by J. Green (step out of bounds),,28-35,,
10:06.0,,,28-38,3,N. Powell makes 3-pt shot from 22 ft (assist by F. VanVleet)
9:47.0,C. Frye misses 2-pt shot from 2 ft,,28-38,,
9:44.0,,,28-38,,Defensive rebound by P. Siakam
9:38.0,,,28-38,,L. Brown misses 3-pt shot from 22 ft
9:37.0,Defensive rebound by J. Crowder,,28-38,,
9:26.0,J. Crowder makes 2-pt shot from 3 ft (assist by D. Wade),2,30-38,,
9:12.0,,,30-40,2,P. Siakam makes 2-pt shot from 2 ft (assist by F. VanVleet)
8:59.0,Personal foul by C. Frye (drawn by F. VanVleet),,30-40,,
8:58.0,I. Thomas enters the game for D. Wade,,30-40,,
8:57.0,Turnover by J. Green (lost ball; steal by F. VanVleet),,30-40,,
8:54.0,,,30-40,,Shooting foul by J. Crowder (drawn by J. Poeltl)
8:54.0,,,30-41,1,J. Poeltl makes free throw 1 of 2
8:54.0,,,30-41,,J. Poeltl misses free throw 2 of 2
8:52.0,Defensive rebound by J. Crowder,,30-41,,
8:41.0,I. Thomas misses 2-pt shot from 1 ft (block by J. Poeltl),,30-41,,
8:39.0,Offensive rebound by J. Green,,30-41,,
8:39.0,Shooting foul by F. VanVleet (drawn by J. Green),,30-41,,
8:39.0,J. Green makes free throw 1 of 2,1,31-41,,
8:39.0,J. Green makes free throw 2 of 2,1,32-41,,
8:17.0,,,32-44,3,N. Powell makes 3-pt shot from 25 ft (assist by P. Siakam)
8:14.0,Cleveland full timeout,,32-44,,
8:14.0,L. James enters the game for C. Frye,,32-44,,
7:53.0,J. Green makes 2-pt shot from 6 ft,2,34-44,,
7:32.0,,,34-46,2,F. VanVleet makes 2-pt shot from 3 ft
7:13.0,J. Green misses 2-pt shot from 2 ft (block by J. Poeltl),,34-46,,
7:13.0,Offensive rebound by Team,,34-46,,
7:05.0,J. Green misses 2-pt shot from 17 ft,,34-46,,
7:03.0,,,34-46,,Defensive rebound by F. VanVleet
6:59.0,,,34-49,3,F. VanVleet makes 3-pt shot from 24 ft
6:40.0,Turnover by I. Thomas (bad pass; steal by P. Siakam),,34-49,,
6:34.0,,,34-49,,L. Brown misses 2-pt shot from 5 ft
6:31.0,Defensive rebound by J. Green,,34-49,,
6:27.0,J. Crowder misses 2-pt shot from 1 ft (block by J. Poeltl),,34-49,,
6:27.0,,,34-49,,Defensive rebound by F. VanVleet
6:20.0,,,34-51,2,N. Powell makes 2-pt shot from 2 ft (assist by F. VanVleet)
6:20.0,Cleveland full timeout,,34-51,,
6:20.0,J. Smith enters the game for K. Korver,,34-51,,
6:20.0,K. Love enters the game for J. Green,,34-51,,
6:20.0,T. Thompson enters the game for J. Crowder,,34-51,,
6:05.0,,,34-51,,Personal foul by N. Powell (drawn by K. Love)
5:59.0,K. Love misses 2-pt shot from 6 ft,,34-51,,
5:57.0,,,34-51,,Defensive rebound by N. Powell
5:51.0,,,34-51,,F. VanVleet misses 3-pt shot from 25 ft
5:51.0,,,34-51,,Offensive rebound by Team
5:48.0,,,34-51,,N. Powell misses 2-pt shot from 14 ft
5:46.0,Defensive rebound by Team,,34-51,,
5:35.0,I. Thomas misses 3-pt shot from 24 ft,,34-51,,
5:33.0,,,34-51,,Defensive rebound by F. VanVleet
5:19.0,,,34-51,,N. Powell misses 2-pt shot from 2 ft
5:15.0,,,34-51,,Offensive rebound by J. Poeltl
5:15.0,,,34-53,2,J. Poeltl makes 2-pt shot at rim
5:00.0,L. James misses 2-pt shot from 3 ft,,34-53,,
4:58.0,,,34-53,,Defensive rebound by J. Poeltl
4:57.0,Personal foul by J. Smith (drawn by N. Powell),,34-53,,
4:57.0,,,34-53,,J. Valanciunas enters the game for L. Brown
4:57.0,,,34-53,,D. DeRozan enters the game for J. Poeltl
4:49.0,,,34-55,2,P. Siakam makes 2-pt shot from 1 ft (assist by F. VanVleet)
4:33.0,K. Love makes 2-pt shot from 2 ft (assist by I. Thomas),2,36-55,,
4:10.0,,,36-57,2,P. Siakam makes 2-pt shot from 6 ft
3:56.0,L. James misses 2-pt shot from 9 ft,,36-57,,
3:54.0,Offensive rebound by T. Thompson,,36-57,,
3:49.0,,,36-57,,O. Anunoby enters the game for N. Powell
3:47.0,Turnover by L. James (bad pass),,36-57,,
3:30.0,,,36-59,2,P. Siakam makes 2-pt shot from 1 ft (assist by D. DeRozan)
3:30.0,Cleveland full timeout,,36-59,,
3:30.0,,,36-59,,D. Wright enters the game for F. VanVleet
3:17.0,L. James makes 2-pt shot from 1 ft (assist by T. Thompson),2,38-59,,
3:02.0,,,38-61,2,J. Valanciunas makes 2-pt shot from 6 ft (assist by D. DeRozan)
2:49.0,I. Thomas misses 3-pt shot from 25 ft,,38-61,,
2:48.0,Offensive rebound by T. Thompson,,38-61,,
2:41.0,J. Smith misses 2-pt shot from 5 ft,,38-61,,
2:39.0,,,38-61,,Defensive rebound by P. Siakam
2:35.0,,,38-63,2,O. Anunoby makes 2-pt shot from 3 ft (assist by P. Siakam)
2:12.0,K. Love misses 2-pt shot from 16 ft,,38-63,,
2:10.0,,,38-63,,Defensive rebound by J. Valanciunas
2:02.0,,,38-63,,P. Siakam misses 3-pt shot from 24 ft
2:00.0,,,38-63,,Offensive rebound by Team
1:46.0,,,38-63,,J. Valanciunas misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by K. Love,,38-63,,
1:38.0,Shooting foul by P. Siakam (drawn by K. Love),,38-63,,
1:38.0,K. Love makes free throw 1 of 2,1,39-63,,
1:38.0,,,39-63,,C. Miles enters the game for P. Siakam
1:38.0,K. Love misses free throw 2 of 2,,39-63,,
1:38.0,,,39-63,,Defensive rebound by J. Valanciunas
1:24.0,,,39-63,,O. Anunoby misses 2-pt shot from 2 ft
1:24.0,Defensive rebound by Team,,39-63,,
1:24.0,,,39-63,,Loose ball foul by J. Valanciunas (drawn by T. Thompson)
1:24.0,T. Thompson makes free throw 1 of 2,1,40-63,,
1:24.0,,,40-63,,J. Poeltl enters the game for J. Valanciunas
1:24.0,J. Green enters the game for K. Love,,40-63,,
1:24.0,T. Thompson misses free throw 2 of 2,,40-63,,
1:22.0,,,40-63,,Defensive rebound by O. Anunoby
1:07.0,,,40-65,2,C. Miles makes 2-pt shot from 2 ft (assist by D. DeRozan)
0:59.0,I. Thomas misses 2-pt shot from 13 ft (block by D. Wright),,40-65,,
0:56.0,,,40-65,,Defensive rebound by C. Miles
0:55.0,,,40-65,,D. Wright misses 2-pt shot from 1 ft (block by L. James)
0:55.0,,,40-65,,Offensive rebound by D. DeRozan
0:54.0,,,40-65,,D. DeRozan misses 2-pt shot from 1 ft
0:54.0,,,40-65,,Offensive rebound by D. DeRozan
0:33.0,,,40-65,,D. DeRozan misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by T. Thompson,,40-65,,
0:17.0,T. Thompson misses 2-pt shot from 4 ft,,40-65,,
0:14.0,,,40-65,,Defensive rebound by C. Miles
0:00.0,,,40-65,,J. Poeltl misses 2-pt shot from 5 ft (block by T. Thompson)
0:00.0,,,40-65,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Love misses 2-pt shot from 22 ft,,40-65,,
11:45.0,,,40-65,,Defensive rebound by J. Valanciunas
11:36.0,Personal foul by J. Crowder (drawn by C. Miles),,40-65,,
11:25.0,,,40-68,3,C. Miles makes 3-pt shot from 25 ft (assist by D. Wright)
11:15.0,J. Crowder makes 2-pt shot from 3 ft (assist by I. Thomas),2,42-68,,
10:55.0,,,42-68,,D. Wright misses 2-pt shot from 21 ft
10:54.0,,,42-68,,Offensive rebound by J. Valanciunas
10:47.0,Jump ball: J. Valanciunas vs. K. Love (O. Anunoby gains possession),,,,Jump ball: J. Valanciunas vs. K. Love (O. Anunoby gains possession)
10:47.0,Personal foul by I. Thomas (drawn by D. DeRozan),,42-68,,
10:42.0,,,42-68,,D. DeRozan misses 2-pt shot from 2 ft
10:37.0,,,42-68,,Offensive rebound by J. Valanciunas
10:37.0,,,42-70,2,J. Valanciunas makes 2-pt shot at rim
10:28.0,Turnover by L. James (bad pass),,42-70,,
10:18.0,,,42-73,3,D. DeRozan makes 3-pt shot from 22 ft (assist by D. Wright)
9:53.0,L. James misses 3-pt shot from 24 ft,,42-73,,
9:50.0,,,42-73,,Defensive rebound by J. Valanciunas
9:45.0,,,42-75,2,D. Wright makes 2-pt shot from 2 ft
9:45.0,Cleveland full timeout,,42-75,,
9:29.0,J. Crowder makes 3-pt shot from 23 ft (assist by J. Smith),3,45-75,,
9:11.0,,,45-78,3,C. Miles makes 3-pt shot from 22 ft (assist by D. DeRozan)
8:56.0,Shooting foul by C. Miles (drawn by J. Crowder),,45-78,,
8:56.0,J. Crowder makes free throw 1 of 2,1,46-78,,
8:56.0,J. Crowder makes free throw 2 of 2,1,47-78,,
8:36.0,,,47-78,,Turnover by J. Valanciunas (lost ball; steal by J. Crowder)
8:33.0,,,47-78,,Personal foul by D. DeRozan (drawn by L. James)
8:26.0,L. James misses 2-pt shot from 3 ft,,47-78,,
8:26.0,Offensive rebound by Team,,47-78,,
8:19.0,K. Love misses 2-pt shot from 1 ft,,47-78,,
8:13.0,Offensive rebound by K. Love,,47-78,,
8:13.0,K. Love makes 2-pt shot at rim,2,49-78,,
8:07.0,,,49-78,,D. Wright misses 2-pt shot from 5 ft (block by I. Thomas)
8:06.0,Defensive rebound by Team,,49-78,,
7:58.0,I. Thomas misses 2-pt shot from 1 ft,,49-78,,
7:55.0,,,49-78,,Defensive rebound by J. Valanciunas
7:50.0,,,49-78,,Turnover by D. Wright (bad pass; steal by J. Crowder)
7:46.0,Shooting foul by D. DeRozan (drawn by L. James),,49-78,,
7:46.0,L. James makes free throw 1 of 2,1,50-78,,
7:46.0,L. James makes free throw 2 of 2,1,51-78,,
7:32.0,,,51-78,,Turnover by J. Valanciunas (lost ball; steal by L. James)
7:22.0,I. Thomas makes 2-pt shot from 15 ft,2,53-78,,
7:07.0,,,53-78,,D. Wright misses 3-pt shot from 24 ft
7:05.0,Defensive rebound by L. James,,53-78,,
6:58.0,,,53-78,,Personal foul by O. Anunoby (drawn by K. Love)
6:54.0,J. Smith misses 2-pt shot from 10 ft,,53-78,,
6:52.0,,,53-78,,Defensive rebound by J. Valanciunas
6:48.0,,,53-78,,Shooting foul by J. Crowder (drawn by O. Anunoby)
6:48.0,,,53-79,1,O. Anunoby makes free throw 1 of 2
6:48.0,,,53-80,1,O. Anunoby makes free throw 2 of 2
6:34.0,K. Love misses 3-pt shot from 22 ft,,53-80,,
6:29.0,,,53-80,,Defensive rebound by D. DeRozan
6:24.0,,,53-80,,D. DeRozan misses 2-pt shot from 14 ft
6:21.0,Defensive rebound by K. Love,,53-80,,
6:16.0,I. Thomas misses 3-pt shot from 25 ft,,53-80,,
6:09.0,Offensive rebound by I. Thomas,,53-80,,
6:06.0,I. Thomas makes 2-pt shot from 14 ft,2,55-80,,
5:57.0,,,55-80,,O. Anunoby misses 3-pt shot from 25 ft
5:57.0,,,55-80,,Offensive rebound by J. Valanciunas
5:53.0,Personal foul by J. Crowder (drawn by J. Valanciunas),,55-80,,
5:49.0,,,55-80,,O. Anunoby misses 3-pt shot from 25 ft
5:46.0,Defensive rebound by L. James,,55-80,,
5:39.0,L. James makes 2-pt shot from 1 ft,2,57-80,,
5:38.0,,,57-80,,Toronto full timeout
5:38.0,,,57-80,,F. VanVleet enters the game for D. Wright
5:26.0,,,57-80,,C. Miles misses 3-pt shot from 24 ft
5:23.0,Defensive rebound by J. Smith,,57-80,,
5:12.0,J. Smith misses 3-pt shot from 25 ft,,57-80,,
5:10.0,,,57-80,,Defensive rebound by C. Miles
5:02.0,,,57-80,,C. Miles misses 2-pt shot from 3 ft
5:00.0,Defensive rebound by K. Love,,57-80,,
4:53.0,I. Thomas misses 3-pt shot from 25 ft,,57-80,,
4:51.0,,,57-80,,Defensive rebound by Team
4:51.0,Loose ball foul by K. Love (drawn by J. Valanciunas),,57-80,,
4:51.0,,,57-81,1,J. Valanciunas makes free throw 1 of 2
4:51.0,,,57-82,1,J. Valanciunas makes free throw 2 of 2
4:40.0,Turnover by K. Love (bad pass),,57-82,,
4:40.0,D. Wade enters the game for I. Thomas,,57-82,,
4:30.0,,,57-84,2,D. DeRozan makes 2-pt shot from 8 ft
4:11.0,,,57-84,,Personal foul by F. VanVleet (drawn by L. James)
4:11.0,L. James makes free throw 1 of 2,1,58-84,,
4:11.0,L. James misses free throw 2 of 2,,58-84,,
4:09.0,,,58-84,,Defensive rebound by O. Anunoby
3:49.0,,,58-87,3,F. VanVleet makes 3-pt shot from 23 ft (assist by C. Miles)
3:30.0,L. James makes 2-pt shot from 2 ft (assist by D. Wade),2,60-87,,
3:13.0,,,60-87,,Offensive charge foul by J. Valanciunas (drawn by L. James)
3:13.0,,,60-87,,Turnover by J. Valanciunas (offensive foul)
3:13.0,,,60-87,,J. Poeltl enters the game for C. Miles
3:13.0,,,60-87,,N. Powell enters the game for J. Valanciunas
3:04.0,Shooting foul by N. Powell (drawn by K. Love),,60-87,,
3:04.0,K. Love makes free throw 1 of 3,1,61-87,,
3:04.0,K. Love makes free throw 2 of 3,1,62-87,,
3:04.0,T. Thompson enters the game for J. Crowder,,62-87,,
3:04.0,K. Love makes free throw 3 of 3,1,63-87,,
2:50.0,,,63-87,,N. Powell misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by Team,,63-87,,
2:33.0,L. James misses 2-pt shot from 8 ft,,63-87,,
2:30.0,,,63-87,,Defensive rebound by N. Powell
2:23.0,,,63-87,,O. Anunoby misses 3-pt shot from 25 ft
2:21.0,Defensive rebound by K. Love,,63-87,,
2:10.0,J. Smith misses 3-pt shot from 25 ft,,63-87,,
2:07.0,,,63-87,,Defensive rebound by J. Poeltl
1:52.0,,,63-90,3,O. Anunoby makes 3-pt shot from 22 ft (assist by N. Powell)
1:33.0,D. Wade misses 2-pt shot from 4 ft,,63-90,,
1:31.0,,,63-90,,Defensive rebound by J. Poeltl
1:24.0,,,63-93,3,F. VanVleet makes 3-pt shot from 24 ft (assist by N. Powell)
1:08.0,L. James makes 2-pt shot from 2 ft,2,65-93,,
1:08.0,Shooting foul by O. Anunoby (drawn by L. James),,65-93,,
1:08.0,L. James misses free throw 1 of 1,,65-93,,
1:08.0,,,65-93,,Defensive rebound by P. Siakam
1:08.0,,,65-93,,P. Siakam enters the game for O. Anunoby
1:08.0,K. Korver enters the game for K. Love,,65-93,,
1:08.0,J. Green enters the game for J. Smith,,65-93,,
0:51.0,,,65-96,3,D. DeRozan makes 3-pt shot from 25 ft
0:41.0,,,65-96,,Personal block foul by J. Poeltl (drawn by L. James)
0:41.0,L. James makes free throw 1 of 2,1,66-96,,
0:41.0,L. James makes free throw 2 of 2,1,67-96,,
0:34.0,,,67-99,3,D. DeRozan makes 3-pt shot from 24 ft
0:27.0,J. Green makes 3-pt shot from 22 ft (assist by K. Korver),3,70-99,,
0:06.0,Personal foul by L. James (drawn by P. Siakam),,70-99,,
0:06.0,,,70-99,,P. Siakam misses free throw 1 of 2
0:06.0,,,70-99,,Offensive rebound by Team
0:06.0,,,70-100,1,P. Siakam makes free throw 2 of 2
0:04.0,,,70-100,,Personal foul by P. Siakam (drawn by L. James)
0:04.0,L. James makes free throw 1 of 2,1,71-100,,
0:04.0,L. James makes free throw 2 of 2,1,72-100,,
0:00.0,,,72-100,,F. VanVleet misses 3-pt shot from 28 ft
0:00.0,,,72-100,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,72-102,2,N. Powell makes 2-pt shot from 7 ft (assist by L. Brown)
11:23.0,K. Korver makes 3-pt shot from 24 ft (assist by D. Wade),3,75-102,,
11:03.0,,,75-104,2,N. Powell makes 2-pt shot from 22 ft
10:53.0,,,75-104,,Personal foul by P. Siakam (drawn by T. Thompson)
10:41.0,C. Osman misses 3-pt shot from 24 ft,,75-104,,
10:40.0,Offensive rebound by Team,,75-104,,
10:40.0,,,75-104,,Loose ball foul by N. Powell (drawn by D. Wade)
10:28.0,T. Thompson misses 2-pt shot from 4 ft,,75-104,,
10:26.0,,,75-104,,Defensive rebound by P. Siakam
10:03.0,,,75-106,2,J. Poeltl makes 2-pt shot from 1 ft
9:44.0,D. Wade misses 2-pt shot from 11 ft,,75-106,,
9:42.0,,,75-106,,Defensive rebound by F. VanVleet
9:39.0,,,75-106,,N. Powell misses 3-pt shot from 25 ft
9:35.0,Defensive rebound by C. Osman,,75-106,,
9:32.0,C. Osman makes 2-pt shot from 2 ft,2,77-106,,
9:32.0,Shooting foul by N. Powell (drawn by C. Osman),,77-106,,
9:32.0,C. Osman makes free throw 1 of 1,1,78-106,,
9:14.0,,,78-106,,L. Brown misses 3-pt shot from 22 ft
9:11.0,Defensive rebound by J. Green,,78-106,,
9:05.0,J. Green misses 2-pt shot from 10 ft,,78-106,,
9:04.0,Offensive rebound by Team,,78-106,,
9:02.0,Turnover by K. Korver (out of bounds lost ball),,78-106,,
8:46.0,,,78-109,3,F. VanVleet makes 3-pt shot from 25 ft (assist by L. Brown)
8:29.0,J. Green misses 3-pt shot from 25 ft,,78-109,,
8:26.0,,,78-109,,Defensive rebound by N. Powell
8:20.0,,,78-109,,N. Powell misses 2-pt shot from 2 ft
8:19.0,,,78-109,,Offensive rebound by J. Poeltl
8:18.0,,,78-111,2,J. Poeltl makes 2-pt shot at rim
8:05.0,D. Wade misses 3-pt shot from 22 ft,,78-111,,
8:02.0,,,78-111,,Defensive rebound by P. Siakam
7:59.0,,,78-113,2,L. Brown makes 2-pt shot at rim (assist by P. Siakam)
7:59.0,Cleveland full timeout,,78-113,,
7:45.0,J. Green makes 2-pt shot from 2 ft,2,80-113,,
7:25.0,,,80-113,,J. Poeltl misses 2-pt shot from 3 ft
7:23.0,Defensive rebound by K. Korver,,80-113,,
7:10.0,J. Green misses 3-pt shot from 25 ft,,80-113,,
7:08.0,,,80-113,,Defensive rebound by J. Poeltl
6:52.0,,,80-113,,L. Brown misses 2-pt shot from 11 ft
6:49.0,,,80-113,,Offensive rebound by P. Siakam
6:36.0,,,80-115,2,N. Powell makes 2-pt shot from 1 ft
6:36.0,,,80-115,,Shooting foul by T. Thompson (drawn by N. Powell)
6:36.0,J. Calderon enters the game for D. Wade,,80-115,,
6:36.0,C. Frye enters the game for T. Thompson,,80-115,,
6:36.0,,,80-115,,N. Powell misses free throw 1 of 1
6:33.0,Defensive rebound by C. Osman,,80-115,,
6:24.0,J. Calderon makes 2-pt shot from 2 ft (assist by C. Frye),2,82-115,,
6:06.0,,,82-115,,Turnover by N. Powell (out of bounds lost ball)
