time,Sacramento,pts.away,score,pts.home,Brooklyn
0:29.0,Defensive rebound by J. Jackson,,34-19,,
0:12.0,F. Mason makes 2-pt shot from 14 ft,2,36-19,,
0:07.0,Personal foul by S. Labissiere (drawn by Q. Acy),,36-19,,
0:07.0,,,36-20,1,Q. Acy makes free throw 1 of 2
0:07.0,,,36-20,,S. Dinwiddie enters the game for J. Harris
0:07.0,,,36-20,,R. Hollis-Jefferson enters the game for A. Crabbe
0:07.0,,,36-20,,Q. Acy misses free throw 2 of 2
0:00.0,Defensive rebound by S. Labissiere,,36-20,,
0:00.0,S. Labissiere misses 3-pt shot from 28 ft,,36-20,,
0:00.0,Offensive rebound by Team,,36-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,B. Hield misses 2-pt shot from 13 ft,,36-20,,
11:38.0,Offensive rebound by K. Koufos,,36-20,,
11:37.0,F. Mason misses 3-pt shot from 26 ft,,36-20,,
11:34.0,,,36-20,,Defensive rebound by J. Allen
11:25.0,,,36-20,,Q. Acy misses 2-pt shot from 5 ft
11:22.0,,,36-20,,Offensive rebound by Q. Acy
11:21.0,,,36-20,,Q. Acy misses 2-pt shot from 3 ft
11:12.0,Defensive rebound by S. Labissiere,,36-20,,
11:11.0,S. Labissiere misses 2-pt shot from 19 ft,,36-20,,
11:09.0,Offensive rebound by F. Mason,,36-20,,
11:01.0,J. Jackson makes 2-pt shot from 12 ft,2,38-20,,
11:01.0,Shooting foul by J. Allen (drawn by J. Jackson),,38-20,,
11:01.0,J. Jackson makes free throw 1 of 1,1,39-20,,
10:52.0,,,39-23,3,J. Harris makes 3-pt shot from 26 ft (assist by C. LeVert)
10:31.0,Shooting foul by J. Allen (drawn by S. Labissiere),,39-23,,
10:31.0,S. Labissiere makes free throw 1 of 2,1,40-23,,
10:31.0,S. Labissiere makes free throw 2 of 2,1,41-23,,
10:20.0,,,41-23,,J. Harris misses 3-pt shot from 25 ft
10:17.0,Defensive rebound by B. Hield,,41-23,,
10:06.0,S. Labissiere makes 2-pt shot from 9 ft,2,43-23,,
10:06.0,Shooting foul by Q. Acy (drawn by S. Labissiere),,43-23,,
10:06.0,,,43-23,,S. Dinwiddie enters the game for Q. Acy
10:06.0,,,43-23,,R. Hollis-Jefferson enters the game for A. Crabbe
10:06.0,S. Labissiere makes free throw 1 of 1,1,44-23,,
9:42.0,,,44-26,3,S. Dinwiddie makes 3-pt shot from 26 ft
9:22.0,J. Jackson misses 2-pt shot from 11 ft,,44-26,,
9:20.0,,,44-26,,Defensive rebound by J. Allen
9:14.0,,,44-28,2,C. LeVert makes 2-pt shot from 4 ft
8:49.0,B. Hield misses 2-pt shot from 16 ft,,44-28,,
8:46.0,,,44-28,,Defensive rebound by S. Dinwiddie
8:42.0,,,44-28,,Brooklyn full timeout
8:37.0,,,44-28,,R. Hollis-Jefferson misses 2-pt shot from 9 ft
8:33.0,Defensive rebound by K. Koufos,,44-28,,
8:18.0,K. Koufos makes 2-pt shot from 6 ft,2,46-28,,
8:01.0,,,46-28,,R. Hollis-Jefferson misses 2-pt shot from 9 ft
7:55.0,,,46-28,,Offensive rebound by R. Hollis-Jefferson
7:55.0,,,46-30,2,R. Hollis-Jefferson makes 2-pt shot at rim
7:46.0,S. Labissiere misses 2-pt shot from 18 ft,,46-30,,
7:43.0,,,46-30,,Defensive rebound by R. Hollis-Jefferson
7:36.0,,,46-30,,S. Dinwiddie misses 3-pt shot from 27 ft
7:32.0,Defensive rebound by K. Koufos,,46-30,,
7:16.0,K. Koufos makes 2-pt shot from 10 ft,2,48-30,,
7:07.0,,,48-30,,Offensive foul by S. Dinwiddie (drawn by B. Hield)
7:07.0,,,48-30,,Turnover by S. Dinwiddie (offensive foul)
7:07.0,,,48-30,,T. Zeller enters the game for J. Harris
7:07.0,,,48-30,,D. Carroll enters the game for J. Allen
7:00.0,,,48-30,,Personal foul by T. Zeller (drawn by K. Koufos)
6:48.0,K. Koufos misses 2-pt shot from 7 ft,,48-30,,
6:46.0,,,48-30,,Defensive rebound by T. Zeller
6:39.0,,,48-30,,Turnover by D. Carroll (bad pass; steal by F. Mason)
6:30.0,F. Mason misses 3-pt shot from 26 ft,,48-30,,
6:28.0,Offensive rebound by F. Mason,,48-30,,
6:24.0,B. Hield misses 3-pt shot from 26 ft (block by D. Carroll),,48-30,,
6:17.0,,,48-30,,Defensive rebound by R. Hollis-Jefferson
6:15.0,,,48-30,,D. Carroll misses 3-pt shot from 24 ft
6:13.0,Defensive rebound by S. Labissiere,,48-30,,
6:10.0,Sacramento full timeout,,48-30,,
6:10.0,G. Hill enters the game for S. Labissiere,,48-30,,
6:10.0,W. Cauley-Stein enters the game for F. Mason,,48-30,,
5:52.0,B. Hield misses 3-pt shot from 25 ft (block by D. Carroll),,48-30,,
5:52.0,Offensive rebound by Team,,48-30,,
5:51.0,Turnover by Team (shot clock),,48-30,,
5:37.0,,,48-30,,Turnover by C. LeVert (lost ball; steal by J. Jackson)
5:33.0,B. Hield misses 2-pt shot from 6 ft (block by C. LeVert),,48-30,,
5:33.0,Offensive rebound by G. Hill,,48-30,,
5:33.0,Turnover by G. Hill (palming),,48-30,,
5:33.0,G. Temple enters the game for B. Hield,,48-30,,
5:33.0,B. Bogdanovic enters the game for J. Jackson,,48-30,,
5:20.0,,,48-30,,Turnover by T. Zeller (lost ball; steal by K. Koufos)
5:15.0,,,48-30,,Personal foul by S. Dinwiddie (drawn by G. Hill)
5:15.0,G. Hill makes free throw 1 of 2,1,49-30,,
5:15.0,,,49-30,,J. Harris enters the game for S. Dinwiddie
5:15.0,,,49-30,,A. Crabbe enters the game for D. Carroll
5:15.0,G. Hill makes free throw 2 of 2,1,50-30,,
4:54.0,,,50-32,2,R. Hollis-Jefferson makes 2-pt shot from 9 ft (assist by J. Harris)
4:34.0,K. Koufos misses 2-pt shot from 10 ft,,50-32,,
4:32.0,,,50-32,,Defensive rebound by A. Crabbe
4:26.0,,,50-34,2,A. Crabbe makes 2-pt shot from 4 ft (assist by C. LeVert)
4:14.0,K. Koufos misses 2-pt shot from 10 ft,,50-34,,
4:11.0,Offensive rebound by K. Koufos,,50-34,,
4:09.0,K. Koufos makes 2-pt shot from 2 ft,2,52-34,,
3:57.0,,,52-34,,T. Zeller misses 2-pt shot from 8 ft
3:55.0,,,52-34,,Offensive rebound by T. Zeller
3:53.0,,,52-36,2,T. Zeller makes 2-pt shot from 7 ft
3:36.0,G. Temple misses 2-pt shot from 10 ft,,52-36,,
3:34.0,Offensive rebound by Team,,52-36,,
3:34.0,Z. Randolph enters the game for K. Koufos,,52-36,,
3:17.0,B. Bogdanovic makes 2-pt shot from 22 ft (assist by Z. Randolph),2,54-36,,
3:06.0,,,54-36,,Shooting foul by W. Cauley-Stein (drawn by R. Hollis-Jefferson)
3:06.0,,,54-37,1,R. Hollis-Jefferson makes free throw 1 of 2
3:06.0,,,54-37,,D. Carroll enters the game for J. Harris
3:06.0,,,54-37,,N. Stauskas enters the game for C. LeVert
3:06.0,,,54-38,1,R. Hollis-Jefferson makes free throw 2 of 2
3:01.0,,,54-38,,Personal foul by R. Hollis-Jefferson (drawn by W. Cauley-Stein)
3:01.0,W. Cauley-Stein makes free throw 1 of 2,1,55-38,,
3:01.0,W. Cauley-Stein makes free throw 2 of 2,1,56-38,,
2:42.0,,,56-40,2,R. Hollis-Jefferson makes 2-pt shot from 7 ft
2:42.0,,,56-40,,Shooting foul by Z. Randolph (drawn by R. Hollis-Jefferson)
2:42.0,,,56-40,,C. LeVert enters the game for A. Crabbe
2:42.0,,,56-41,1,R. Hollis-Jefferson makes free throw 1 of 1
2:26.0,W. Cauley-Stein makes 2-pt shot from 7 ft,2,58-41,,
2:10.0,,,58-44,3,N. Stauskas makes 3-pt shot from 25 ft (assist by R. Hollis-Jefferson)
1:50.0,Z. Randolph makes 2-pt shot from 18 ft,2,60-44,,
1:41.0,,,60-47,3,C. LeVert makes 3-pt shot from 24 ft
1:17.0,Z. Randolph makes 2-pt shot from 17 ft,2,62-47,,
0:59.0,,,62-47,,D. Carroll misses 3-pt shot from 26 ft
0:59.0,Defensive rebound by Z. Randolph,,62-47,,
0:47.0,W. Cauley-Stein makes 2-pt shot from 8 ft (assist by Z. Randolph),2,64-47,,
0:35.0,,,64-47,,N. Stauskas misses 3-pt shot from 24 ft
0:35.0,Defensive rebound by G. Hill,,64-47,,
0:15.0,B. Bogdanovic misses 2-pt shot from 6 ft,,64-47,,
0:12.0,,,64-47,,Defensive rebound by D. Carroll
0:06.0,Personal foul by G. Hill (drawn by C. LeVert),,64-47,,
0:04.0,,,64-47,,Shooting foul by W. Cauley-Stein (drawn by R. Hollis-Jefferson)
0:04.0,,,64-48,1,R. Hollis-Jefferson makes free throw 1 of 2
0:04.0,,,64-48,,R. Hollis-Jefferson misses free throw 2 of 2
0:02.0,,,64-48,,Offensive rebound by D. Carroll
0:00.0,,,64-48,,D. Carroll misses 2-pt shot from 4 ft
0:00.0,Defensive rebound by G. Hill,,64-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,G. Temple makes 2-pt shot from 18 ft,2,66-48,,
11:26.0,,,66-48,,Shooting foul by G. Hill (drawn by S. Dinwiddie)
11:26.0,,,66-49,1,S. Dinwiddie makes free throw 1 of 2
11:26.0,,,66-50,1,S. Dinwiddie makes free throw 2 of 2
11:07.0,B. Bogdanovic makes 2-pt shot from 12 ft,2,68-50,,
10:39.0,,,68-52,2,A. Crabbe makes 2-pt shot from 7 ft (assist by S. Dinwiddie)
10:19.0,Turnover by B. Bogdanovic (bad pass; steal by A. Crabbe),,68-52,,
10:06.0,,,68-52,,A. Crabbe misses 3-pt shot from 26 ft
9:58.0,,,68-52,,Offensive rebound by D. Carroll
9:55.0,,,68-52,,R. Hollis-Jefferson misses 2-pt shot from 8 ft (block by Z. Randolph)
9:55.0,Defensive rebound by Team,,68-52,,
9:30.0,Z. Randolph makes 2-pt shot from 9 ft,2,70-52,,
9:16.0,,,70-55,3,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Carroll)
8:54.0,W. Cauley-Stein misses 2-pt shot from 7 ft,,70-55,,
8:52.0,,,70-55,,Defensive rebound by R. Hollis-Jefferson
8:45.0,,,70-55,,Shooting foul by B. Bogdanovic (drawn by D. Carroll)
8:45.0,,,70-56,1,D. Carroll makes free throw 1 of 2
8:45.0,,,70-57,1,D. Carroll makes free throw 2 of 2
8:24.0,W. Cauley-Stein misses 2-pt shot from 7 ft,,70-57,,
8:22.0,Offensive rebound by W. Cauley-Stein,,70-57,,
8:22.0,Shooting foul by R. Hollis-Jefferson (drawn by W. Cauley-Stein),,70-57,,
8:22.0,W. Cauley-Stein makes free throw 1 of 2,1,71-57,,
8:22.0,W. Cauley-Stein misses free throw 2 of 2,,71-57,,
8:19.0,,,71-57,,Defensive rebound by T. Zeller
8:07.0,,,71-59,2,D. Carroll makes 2-pt shot from 7 ft
8:00.0,Z. Randolph misses 3-pt shot from 28 ft,,71-59,,
7:56.0,,,71-59,,Defensive rebound by A. Crabbe
7:49.0,,,71-59,,Shooting foul by Z. Randolph (drawn by D. Carroll)
7:49.0,,,71-60,1,D. Carroll makes free throw 1 of 3
7:49.0,,,71-61,1,D. Carroll makes free throw 2 of 3
7:49.0,,,71-62,1,D. Carroll makes free throw 3 of 3
7:34.0,Z. Randolph makes 2-pt shot from 9 ft (assist by G. Hill),2,73-62,,
7:07.0,,,73-62,,S. Dinwiddie misses 3-pt shot from 26 ft
7:02.0,,,73-62,,Offensive rebound by D. Carroll
6:59.0,,,73-62,,A. Crabbe misses 2-pt shot from 2 ft
6:56.0,Defensive rebound by W. Cauley-Stein,,73-62,,
6:44.0,Shooting foul by T. Zeller (drawn by Z. Randolph),,73-62,,
6:44.0,,,73-62,,Brooklyn full timeout
6:44.0,,,73-62,,J. Harris enters the game for T. Zeller
6:44.0,,,73-62,,Q. Acy enters the game for A. Crabbe
6:44.0,Z. Randolph makes free throw 1 of 2,1,74-62,,
6:44.0,Z. Randolph makes free throw 2 of 2,1,75-62,,
6:21.0,,,75-65,3,S. Dinwiddie makes 3-pt shot from 25 ft
6:08.0,,,75-65,,Personal foul by D. Carroll (drawn by G. Hill)
5:59.0,B. Bogdanovic misses 2-pt shot from 11 ft,,75-65,,
5:55.0,,,75-65,,Defensive rebound by Q. Acy
5:52.0,,,75-65,,Turnover by R. Hollis-Jefferson (bad pass)
5:35.0,G. Temple misses 3-pt shot from 27 ft,,75-65,,
5:34.0,,,75-65,,Defensive rebound by Team
5:34.0,,,75-65,,C. LeVert enters the game for D. Carroll
5:18.0,,,75-67,2,S. Dinwiddie makes 2-pt shot from 17 ft
5:07.0,W. Cauley-Stein misses 2-pt shot from 18 ft,,75-67,,
5:04.0,,,75-67,,Defensive rebound by J. Harris
4:59.0,,,75-67,,S. Dinwiddie misses 3-pt shot from 26 ft
4:54.0,Defensive rebound by G. Hill,,75-67,,
4:40.0,B. Bogdanovic makes 2-pt shot from 3 ft,2,77-67,,
4:23.0,,,77-70,3,Q. Acy makes 3-pt shot from 22 ft (assist by C. LeVert)
4:01.0,Turnover by Z. Randolph (bad pass; steal by J. Harris),,77-70,,
3:57.0,,,77-70,,J. Harris misses 2-pt shot from 3 ft (block by G. Temple)
3:57.0,,,77-70,,Offensive rebound by C. LeVert
3:57.0,,,77-70,,Shooting foul by W. Cauley-Stein (drawn by C. LeVert)
3:57.0,,,77-71,1,C. LeVert makes free throw 1 of 2
3:57.0,J. Jackson enters the game for G. Temple,,77-71,,
3:57.0,,,77-72,1,C. LeVert makes free throw 2 of 2
3:35.0,G. Hill misses 2-pt shot from 6 ft,,77-72,,
3:32.0,Offensive rebound by Z. Randolph,,77-72,,
3:28.0,G. Hill makes 3-pt shot from 23 ft (assist by B. Bogdanovic),3,80-72,,
3:09.0,,,80-72,,Q. Acy misses 3-pt shot from 26 ft
3:06.0,Defensive rebound by W. Cauley-Stein,,80-72,,
3:05.0,,,80-72,,Personal foul by Q. Acy (drawn by Z. Randolph)
3:05.0,,,80-72,,A. Crabbe enters the game for S. Dinwiddie
3:05.0,Sacramento full timeout,,80-72,,
2:50.0,G. Hill makes 3-pt shot from 27 ft,3,83-72,,
2:28.0,,,83-72,,Q. Acy misses 3-pt shot from 27 ft
2:25.0,Defensive rebound by B. Bogdanovic,,83-72,,
2:20.0,Offensive foul by Z. Randolph (drawn by Q. Acy),,83-72,,
2:20.0,Turnover by Z. Randolph (offensive foul),,83-72,,
2:20.0,,,83-72,,J. Allen enters the game for R. Hollis-Jefferson
2:20.0,K. Koufos enters the game for G. Hill,,83-72,,
2:20.0,F. Mason enters the game for Z. Randolph,,83-72,,
2:00.0,,,83-75,3,Q. Acy makes 3-pt shot from 25 ft (assist by C. LeVert)
1:44.0,F. Mason misses 2-pt shot from 20 ft,,83-75,,
1:41.0,,,83-75,,Defensive rebound by A. Crabbe
1:29.0,,,83-75,,C. LeVert misses 2-pt shot from 10 ft
1:25.0,Defensive rebound by K. Koufos,,83-75,,
1:09.0,K. Koufos makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,85-75,,
0:57.0,,,85-75,,A. Crabbe misses 3-pt shot from 26 ft
0:54.0,Defensive rebound by B. Bogdanovic,,85-75,,
0:43.0,,,85-75,,Personal foul by A. Crabbe (drawn by B. Bogdanovic)
0:43.0,B. Bogdanovic misses free throw 1 of 2,,85-75,,
0:43.0,Offensive rebound by Team,,85-75,,
0:43.0,B. Bogdanovic makes free throw 2 of 2,1,86-75,,
0:32.0,,,86-75,,C. LeVert misses 2-pt shot from 11 ft
0:31.0,Defensive rebound by W. Cauley-Stein,,86-75,,
0:11.0,B. Hield enters the game for B. Bogdanovic,,86-75,,
0:08.0,K. Koufos misses 2-pt shot from 14 ft,,86-75,,
0:08.0,Offensive rebound by Team,,86-75,,
0:07.0,Turnover by Team (shot clock),,86-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,86-75,,Turnover by J. Allen (bad pass; steal by F. Mason)
11:43.0,F. Mason misses 2-pt shot from 4 ft (block by J. Allen),,86-75,,
11:33.0,Offensive rebound by K. Koufos,,86-75,,
11:33.0,K. Koufos makes 2-pt shot from 2 ft,2,88-75,,
11:23.0,,,88-75,,C. LeVert misses 3-pt shot from 23 ft
11:17.0,Defensive rebound by S. Labissiere,,88-75,,
11:14.0,F. Mason misses 2-pt shot from 1 ft (block by C. LeVert),,88-75,,
11:14.0,Offensive rebound by Team,,88-75,,
11:06.0,K. Koufos misses 2-pt shot from 4 ft (block by J. Allen),,88-75,,
11:06.0,Offensive rebound by S. Labissiere,,88-75,,
11:05.0,S. Labissiere makes 2-pt shot from 3 ft,2,90-75,,
10:53.0,,,90-78,3,C. LeVert makes 3-pt shot from 26 ft
10:39.0,Personal foul by J. Jackson (drawn by J. Harris),,90-78,,
10:39.0,Turnover by J. Jackson (turnover),,90-78,,
10:21.0,,,90-80,2,J. Harris makes 2-pt shot from 7 ft
10:07.0,F. Mason misses 2-pt shot from 3 ft (block by J. Allen),,90-80,,
10:02.0,,,90-80,,Defensive rebound by A. Crabbe
9:43.0,,,90-83,3,A. Crabbe makes 3-pt shot from 22 ft (assist by Q. Acy)
9:21.0,S. Labissiere misses 2-pt shot from 5 ft,,90-83,,
9:16.0,,,90-83,,Defensive rebound by Q. Acy
9:10.0,,,90-83,,A. Crabbe misses 3-pt shot from 26 ft
9:08.0,Defensive rebound by F. Mason,,90-83,,
9:08.0,Sacramento full timeout,,90-83,,
9:08.0,,,90-83,,S. Dinwiddie enters the game for A. Crabbe
9:08.0,G. Hill enters the game for S. Labissiere,,90-83,,
8:58.0,B. Hield makes 2-pt shot from 18 ft,2,92-83,,
8:36.0,,,92-86,3,C. LeVert makes 3-pt shot from 25 ft (assist by J. Harris)
8:20.0,Turnover by F. Mason (out of bounds lost ball),,92-86,,
8:20.0,,,92-86,,R. Hollis-Jefferson enters the game for Q. Acy
8:02.0,,,92-89,3,J. Harris makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
7:45.0,F. Mason misses 2-pt shot from 8 ft,,92-89,,
7:39.0,Offensive rebound by K. Koufos,,92-89,,
7:35.0,J. Jackson misses 3-pt shot from 22 ft,,92-89,,
7:35.0,,,92-89,,Defensive rebound by R. Hollis-Jefferson
7:25.0,,,92-89,,J. Allen misses 2-pt shot from 6 ft (block by K. Koufos)
7:25.0,,,92-89,,Offensive rebound by R. Hollis-Jefferson
7:12.0,,,92-89,,C. LeVert misses 2-pt shot from 16 ft (block by F. Mason)
7:12.0,,,92-89,,Offensive rebound by J. Allen
7:05.0,,,92-89,,J. Allen misses 2-pt shot from 20 ft
7:05.0,Defensive rebound by G. Hill,,92-89,,
6:50.0,G. Hill makes 3-pt shot from 28 ft,3,95-89,,
6:25.0,,,95-91,2,J. Harris makes 2-pt shot from 14 ft
6:03.0,G. Hill makes 2-pt shot from 9 ft,2,97-91,,
6:03.0,,,97-91,,Brooklyn full timeout
6:03.0,,,97-91,,A. Crabbe enters the game for C. LeVert
6:03.0,G. Temple enters the game for F. Mason,,97-91,,
6:03.0,B. Bogdanovic enters the game for B. Hield,,97-91,,
5:50.0,,,97-91,,J. Harris misses 3-pt shot from 25 ft
5:48.0,,,97-91,,Offensive rebound by S. Dinwiddie
5:46.0,,,97-91,,S. Dinwiddie misses 2-pt shot from 9 ft
5:40.0,,,97-91,,Offensive rebound by R. Hollis-Jefferson
5:40.0,,,97-93,2,R. Hollis-Jefferson makes 2-pt shot at rim
5:20.0,G. Hill misses 2-pt shot from 18 ft,,97-93,,
5:15.0,,,97-93,,Defensive rebound by R. Hollis-Jefferson
5:04.0,,,97-95,2,J. Harris makes 2-pt shot from 6 ft (assist by R. Hollis-Jefferson)
4:38.0,B. Bogdanovic misses 3-pt shot from 25 ft,,97-95,,
4:35.0,,,97-95,,Defensive rebound by J. Allen
4:18.0,,,97-95,,Offensive charge foul by R. Hollis-Jefferson (drawn by G. Hill)
4:18.0,,,97-95,,Turnover by R. Hollis-Jefferson (offensive foul)
4:18.0,,,97-95,,D. Carroll enters the game for J. Harris
4:18.0,W. Cauley-Stein enters the game for J. Jackson,,97-95,,
4:18.0,Z. Randolph enters the game for K. Koufos,,97-95,,
4:02.0,Z. Randolph makes 2-pt shot from 11 ft,2,99-95,,
3:36.0,,,99-95,,J. Allen misses 2-pt shot from 12 ft
3:36.0,,,99-95,,Offensive rebound by Team
3:36.0,,,99-95,,Turnover by Team (shot clock)
3:19.0,Z. Randolph misses 3-pt shot from 25 ft,,99-95,,
3:16.0,,,99-95,,Defensive rebound by D. Carroll
3:07.0,,,99-95,,A. Crabbe misses 3-pt shot from 22 ft
3:04.0,Defensive rebound by Z. Randolph,,99-95,,
3:01.0,Sacramento full timeout,,99-95,,
3:01.0,,,99-95,,Q. Acy enters the game for J. Allen
2:44.0,G. Temple misses 3-pt shot from 24 ft,,99-95,,
2:41.0,Offensive rebound by Z. Randolph,,99-95,,
2:27.0,,,99-95,,Personal foul by S. Dinwiddie (drawn by G. Hill)
2:17.0,Turnover by G. Hill (lost ball; steal by S. Dinwiddie),,99-95,,
2:11.0,,,99-95,,S. Dinwiddie misses 3-pt shot from 28 ft
2:06.0,Defensive rebound by W. Cauley-Stein,,99-95,,
1:52.0,Turnover by W. Cauley-Stein (traveling),,99-95,,
