time,Golden State,pts.away,score,pts.home,New Orleans
5:32.0,,,102-83,,Defensive rebound by J. Holiday
5:30.0,,,102-83,,Turnover by I. Clark (out of bounds lost ball)
5:25.0,,,102-83,,Personal foul by I. Clark (drawn by S. Curry)
5:21.0,K. Durant makes 3-pt shot from 26 ft (assist by K. Looney),3,105-83,,
5:06.0,,,105-83,,A. Davis misses 2-pt shot from 14 ft
5:04.0,Defensive rebound by K. Thompson,,105-83,,
4:57.0,S. Curry misses 2-pt shot from 18 ft,,105-83,,
4:53.0,,,105-83,,Defensive rebound by A. Davis
4:48.0,,,105-85,2,E. Moore makes 2-pt shot from 1 ft (assist by I. Clark)
4:29.0,K. Looney makes 2-pt shot at rim (assist by D. Green),2,107-85,,
4:14.0,,,107-85,,Turnover by N. Mirotic (bad pass; steal by D. Green)
4:11.0,Turnover by S. Curry (out of bounds lost ball),,107-85,,
4:11.0,,,107-85,,C. Diallo enters the game for A. Davis
4:04.0,,,107-85,,I. Clark misses 3-pt shot from 29 ft
4:02.0,Defensive rebound by Team,,107-85,,
4:02.0,,,107-85,,Loose ball foul by C. Diallo (drawn by K. Looney)
4:02.0,K. Looney makes free throw 1 of 2,1,108-85,,
4:02.0,,,108-85,,D. Liggins enters the game for N. Mirotic
4:02.0,,,108-85,,S. Hill enters the game for J. Holiday
4:02.0,,,108-85,,D. Miller enters the game for E. Moore
4:02.0,N. Young enters the game for K. Thompson,,108-85,,
4:02.0,Q. Cook enters the game for D. Green,,108-85,,
4:02.0,J. Bell enters the game for K. Durant,,108-85,,
4:02.0,K. Looney misses free throw 2 of 2,,108-85,,
4:00.0,,,108-85,,Defensive rebound by I. Clark
3:49.0,,,108-85,,D. Miller misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by Q. Cook,,108-85,,
3:39.0,S. Curry makes 3-pt shot from 26 ft,3,111-85,,
3:26.0,,,111-87,2,I. Clark makes 2-pt shot from 9 ft
3:26.0,,,111-87,,Shooting foul by J. Bell (drawn by I. Clark)
3:26.0,Z. Pachulia enters the game for K. Looney,,111-87,,
3:26.0,,,111-88,1,I. Clark makes free throw 1 of 1
3:19.0,S. Curry makes 2-pt shot from 21 ft,2,113-88,,
3:04.0,Personal take foul by Z. Pachulia (drawn by I. Clark),,113-88,,
3:04.0,,,113-89,1,I. Clark makes free throw 1 of 2
3:04.0,J. McGee enters the game for S. Curry,,113-89,,
3:04.0,,,113-90,1,I. Clark makes free throw 2 of 2
2:47.0,Turnover by Q. Cook (bad pass; steal by C. Diallo),,113-90,,
2:42.0,,,113-90,,I. Clark misses 3-pt shot from 25 ft
2:37.0,Defensive rebound by J. Bell,,113-90,,
2:30.0,Q. Cook makes 2-pt shot from 17 ft,2,115-90,,
2:15.0,,,115-90,,I. Clark misses 2-pt shot from 21 ft
2:13.0,Defensive rebound by Q. Cook,,115-90,,
2:08.0,N. Young misses 2-pt shot from 14 ft,,115-90,,
2:07.0,,,115-90,,Defensive rebound by Team
1:52.0,,,115-90,,Turnover by D. Liggins (bad pass; steal by Z. Pachulia)
1:44.0,Q. Cook misses 3-pt shot from 25 ft,,115-90,,
1:40.0,Offensive rebound by Z. Pachulia,,115-90,,
1:37.0,Turnover by Z. Pachulia (bad pass; steal by I. Clark),,115-90,,
1:33.0,,,115-90,,C. Diallo misses 2-pt shot from 9 ft
1:30.0,Defensive rebound by J. McGee,,115-90,,
1:19.0,J. McGee misses 3-pt shot from 25 ft,,115-90,,
1:18.0,Offensive rebound by Team,,115-90,,
1:18.0,,,115-90,,Loose ball foul by C. Diallo (drawn by Z. Pachulia)
1:18.0,Z. Pachulia makes free throw 1 of 2,1,116-90,,
1:18.0,Z. Pachulia misses free throw 2 of 2,,116-90,,
1:16.0,,,116-90,,Defensive rebound by S. Hill
1:05.0,,,116-92,2,I. Clark makes 2-pt shot from 1 ft
0:50.0,J. McGee makes 2-pt shot at rim,2,118-92,,
0:45.0,,,118-92,,I. Clark misses 3-pt shot from 24 ft
0:42.0,Defensive rebound by J. McGee,,118-92,,
0:37.0,Q. Cook misses 3-pt shot from 25 ft,,118-92,,
0:32.0,,,118-92,,Defensive rebound by D. Liggins
0:15.0,,,118-92,,I. Clark misses 3-pt shot from 24 ft
0:15.0,Defensive rebound by Team,,118-92,,
