time,Cleveland,pts.away,score,pts.home,Charlotte
3:42.0,,,18-16,,Shooting foul by J. Clarkson (drawn by M. Williams)
3:42.0,,,18-17,1,M. Williams makes free throw 1 of 2
3:42.0,,,18-17,,J. Lamb enters the game for N. Batum
3:42.0,J. Calderon enters the game for R. Hood,,18-17,,
3:42.0,J. Smith enters the game for G. Hill,,18-17,,
3:42.0,,,18-18,1,M. Williams makes free throw 2 of 2
3:38.0,Cleveland full timeout,,18-18,,
3:30.0,L. Nance misses 2-pt shot from 1 ft,,18-18,,
3:30.0,,,18-18,,Defensive rebound by Team
3:17.0,,,18-18,,Turnover by M. Williams (bad pass)
3:01.0,J. Clarkson misses 2-pt shot from 10 ft,,18-18,,
2:59.0,Offensive rebound by L. Nance,,18-18,,
2:54.0,L. James misses 3-pt shot from 24 ft,,18-18,,
2:51.0,,,18-18,,Defensive rebound by D. Bacon
2:47.0,,,18-20,2,D. Bacon makes 2-pt shot from 17 ft
2:33.0,Turnover by L. James (bad pass; steal by J. Lamb),,18-20,,
2:25.0,,,18-20,,K. Walker misses 3-pt shot from 24 ft
2:25.0,,,18-20,,D. Howard misses 2-pt shot at rim
2:25.0,,,18-20,,Offensive rebound by D. Howard
2:25.0,,,18-20,,Offensive rebound by D. Howard
2:23.0,,,18-22,2,D. Howard makes 2-pt shot at rim
2:08.0,J. Calderon makes 2-pt shot from 15 ft,2,20-22,,
1:54.0,,,20-22,,D. Bacon misses 2-pt shot from 18 ft
1:50.0,Defensive rebound by L. Nance,,20-22,,
1:45.0,Turnover by L. James (lost ball; steal by M. Williams),,20-22,,
1:35.0,,,20-22,,M. Williams misses 2-pt shot from 7 ft (block by L. Nance)
1:30.0,,,20-22,,Offensive rebound by D. Howard
1:30.0,,,20-24,2,D. Howard makes 2-pt shot at rim
1:15.0,J. Clarkson makes 2-pt shot from 12 ft,2,22-24,,
1:04.0,,,22-26,2,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker)
0:51.0,L. James misses 3-pt shot from 25 ft,,22-26,,
0:48.0,,,22-26,,Defensive rebound by D. Bacon
0:40.0,,,22-26,,D. Bacon misses 2-pt shot from 6 ft
0:38.0,Defensive rebound by L. Nance,,22-26,,
0:32.0,J. Clarkson misses 3-pt shot from 25 ft,,22-26,,
0:29.0,,,22-26,,Defensive rebound by D. Bacon
0:13.0,,,22-26,,K. Walker misses 2-pt shot from 14 ft
0:09.0,Defensive rebound by J. Clarkson,,22-26,,
0:04.0,L. James misses 2-pt shot from 1 ft,,22-26,,
0:02.0,,,22-26,,Defensive rebound by J. Lamb
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,J. Green misses 2-pt shot from 8 ft,,22-26,,
11:33.0,,,22-26,,Defensive rebound by F. Kaminsky
11:24.0,,,22-26,,M. Monk misses 2-pt shot from 4 ft
11:22.0,Defensive rebound by L. Nance,,22-26,,
11:18.0,J. Calderon makes 2-pt shot from 18 ft,2,24-26,,
11:04.0,,,24-26,,Turnover by M. Monk (bad pass; steal by J. Smith)
11:00.0,J. Smith makes 2-pt shot at rim (assist by J. Calderon),2,26-26,,
10:36.0,,,26-28,2,F. Kaminsky makes 2-pt shot from 5 ft
10:29.0,,,26-28,,Personal foul by D. Bacon (drawn by J. Clarkson)
10:29.0,C. Osman enters the game for L. Nance,,26-28,,
10:22.0,J. Smith misses 3-pt shot from 24 ft,,26-28,,
10:19.0,,,26-28,,Defensive rebound by M. Monk
10:07.0,,,26-28,,T. Graham misses 2-pt shot from 2 ft
10:03.0,,,26-28,,Offensive rebound by T. Graham
10:03.0,,,26-30,2,T. Graham makes 2-pt shot at rim
9:53.0,C. Osman misses 3-pt shot from 25 ft,,26-30,,
9:51.0,,,26-30,,Defensive rebound by D. Bacon
9:43.0,,,26-32,2,D. Bacon makes 2-pt shot from 1 ft
9:29.0,J. Clarkson makes 3-pt shot from 23 ft (assist by J. Smith),3,29-32,,
9:15.0,,,29-34,2,F. Kaminsky makes 2-pt shot from 10 ft (assist by J. Lamb)
8:55.0,J. Green makes 2-pt shot from 2 ft,2,31-34,,
8:42.0,,,31-37,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by D. Bacon)
8:27.0,Offensive charge foul by J. Clarkson (drawn by T. Graham),,31-37,,
8:27.0,Turnover by J. Clarkson (offensive foul),,31-37,,
8:27.0,G. Hill enters the game for J. Clarkson,,31-37,,
8:14.0,,,31-37,,F. Kaminsky misses 2-pt shot from 11 ft
8:12.0,Defensive rebound by C. Osman,,31-37,,
8:01.0,J. Smith makes 2-pt shot from 1 ft,2,33-37,,
8:01.0,Shooting foul by T. Graham (drawn by J. Smith),,33-37,,
8:01.0,J. Smith makes free throw 1 of 1,1,34-37,,
7:42.0,,,34-39,2,J. Lamb makes 2-pt shot from 11 ft (assist by T. Graham)
7:32.0,J. Smith makes 2-pt shot from 5 ft (assist by J. Calderon),2,36-39,,
7:32.0,Shooting foul by T. Graham (drawn by J. Smith),,36-39,,
7:32.0,L. James enters the game for J. Calderon,,36-39,,
7:32.0,,,36-39,,M. Williams enters the game for T. Graham
7:32.0,R. Hood enters the game for J. Green,,36-39,,
7:32.0,J. Smith makes free throw 1 of 1,1,37-39,,
7:12.0,,,37-42,3,J. Lamb makes 3-pt shot from 25 ft
6:57.0,J. Smith makes 2-pt shot from 2 ft,2,39-42,,
6:44.0,,,39-42,,Turnover by M. Monk (bad pass; steal by J. Smith)
6:39.0,L. James makes 2-pt shot at rim (assist by G. Hill),2,41-42,,
6:32.0,,,41-42,,Charlotte full timeout
6:24.0,,,41-45,3,M. Monk makes 3-pt shot from 24 ft (assist by D. Bacon)
6:10.0,L. James makes 2-pt shot from 1 ft (assist by J. Smith),2,43-45,,
5:52.0,,,43-45,,M. Monk misses 3-pt shot from 30 ft
5:50.0,Defensive rebound by Team,,43-45,,
5:50.0,J. Green enters the game for C. Osman,,43-45,,
5:26.0,L. James makes 2-pt shot from 1 ft,2,45-45,,
5:14.0,,,45-47,2,M. Monk makes 2-pt shot from 18 ft
4:55.0,Shooting foul by M. Monk (drawn by J. Green),,45-47,,
4:55.0,J. Green makes free throw 1 of 2,1,46-47,,
4:55.0,,,46-47,,K. Walker enters the game for M. Monk
4:55.0,,,46-47,,N. Batum enters the game for J. Lamb
4:55.0,,,46-47,,D. Howard enters the game for F. Kaminsky
4:55.0,T. Thompson enters the game for J. Smith,,46-47,,
4:55.0,J. Green makes free throw 2 of 2,1,47-47,,
4:39.0,,,47-47,,D. Bacon misses 3-pt shot from 27 ft
4:34.0,Defensive rebound by T. Thompson,,47-47,,
4:31.0,Shooting foul by D. Howard (drawn by L. James),,47-47,,
4:31.0,L. James makes free throw 1 of 2,1,48-47,,
4:31.0,,,48-47,,W. Hernangomez enters the game for D. Bacon
4:31.0,,,48-47,,M. Kidd-Gilchrist enters the game for D. Howard
4:31.0,L. James makes free throw 2 of 2,1,49-47,,
4:19.0,,,49-49,2,M. Kidd-Gilchrist makes 2-pt shot from 13 ft
4:06.0,Turnover by L. James (bad pass),,49-49,,
4:00.0,,,49-49,,N. Batum misses 3-pt shot from 26 ft
3:57.0,Defensive rebound by T. Thompson,,49-49,,
3:47.0,L. James makes 3-pt shot from 23 ft (assist by R. Hood),3,52-49,,
3:31.0,,,52-49,,K. Walker misses 2-pt shot from 2 ft
3:29.0,Defensive rebound by L. James,,52-49,,
3:24.0,G. Hill makes 2-pt shot at rim (assist by L. James),2,54-49,,
3:10.0,,,54-49,,Turnover by W. Hernangomez (out of bounds lost ball)
3:03.0,Shooting foul by W. Hernangomez (drawn by L. James),,54-49,,
3:03.0,L. James misses free throw 1 of 2,,54-49,,
3:03.0,Offensive rebound by Team,,54-49,,
3:03.0,,,54-49,,F. Kaminsky enters the game for W. Hernangomez
3:03.0,L. James misses free throw 2 of 2,,54-49,,
3:00.0,,,54-49,,Defensive rebound by F. Kaminsky
2:51.0,,,54-49,,Shooting foul by G. Hill (drawn by F. Kaminsky)
2:51.0,Cleveland full timeout,,54-49,,
2:51.0,J. Smith enters the game for T. Thompson,,54-49,,
2:51.0,,,54-50,1,F. Kaminsky makes free throw 1 of 2
2:51.0,,,54-50,,J. Lamb enters the game for M. Kidd-Gilchrist
2:51.0,,,54-50,,F. Kaminsky misses free throw 2 of 2
2:46.0,Defensive rebound by J. Smith,,54-50,,
2:32.0,L. James misses 2-pt shot from 8 ft,,54-50,,
2:29.0,,,54-50,,Defensive rebound by M. Williams
2:23.0,,,54-50,,K. Walker misses 2-pt shot from 18 ft
2:20.0,Defensive rebound by J. Smith,,54-50,,
2:14.0,G. Hill misses 3-pt shot from 22 ft,,54-50,,
2:08.0,Offensive rebound by L. James,,54-50,,
2:08.0,L. James makes 2-pt shot at rim,2,56-50,,
1:44.0,,,56-50,,M. Williams misses 2-pt shot from 1 ft
1:42.0,Defensive rebound by R. Hood,,56-50,,
1:27.0,Shooting foul by F. Kaminsky (drawn by J. Green),,56-50,,
1:27.0,J. Green makes free throw 1 of 2,1,57-50,,
1:27.0,J. Green makes free throw 2 of 2,1,58-50,,
1:12.0,,,58-50,,Shooting foul by J. Smith (drawn by M. Williams)
1:12.0,,,58-51,1,M. Williams makes free throw 1 of 2
1:12.0,,,58-52,1,M. Williams makes free throw 2 of 2
0:58.0,L. James makes 3-pt shot from 25 ft,3,61-52,,
0:42.0,,,61-52,,J. Lamb misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by R. Hood,,61-52,,
0:36.0,R. Hood makes 3-pt shot from 25 ft,3,64-52,,
0:12.0,,,64-52,,J. Lamb misses 3-pt shot from 25 ft
0:11.0,,,64-52,,Offensive rebound by Team
0:11.0,Loose ball foul by G. Hill (drawn by M. Williams),,64-52,,
0:11.0,,,64-53,1,M. Williams makes free throw 1 of 2
0:11.0,,,64-54,1,M. Williams makes free throw 2 of 2
0:01.0,L. James misses 3-pt shot from 26 ft,,64-54,,
0:01.0,,,64-54,,Defensive rebound by M. Williams
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,L. James makes 2-pt shot from 18 ft,2,66-54,,
11:24.0,Personal foul by G. Hill (drawn by M. Williams),,66-54,,
11:12.0,,,66-56,2,D. Howard makes 2-pt shot from 17 ft (assist by M. Kidd-Gilchrist)
10:55.0,J. Green makes 2-pt shot from 1 ft (assist by L. James),2,68-56,,
10:41.0,,,68-56,,Turnover by M. Williams (traveling)
10:23.0,J. Green misses 3-pt shot from 22 ft,,68-56,,
10:20.0,,,68-56,,Defensive rebound by K. Walker
10:16.0,,,68-58,2,K. Walker makes 2-pt shot from 1 ft
10:01.0,J. Green makes 2-pt shot from 17 ft,2,70-58,,
9:46.0,Personal foul by J. Green (drawn by D. Howard),,70-58,,
9:34.0,,,70-58,,K. Walker misses 2-pt shot from 20 ft
9:29.0,Defensive rebound by L. James,,70-58,,
9:21.0,L. James makes 2-pt shot at rim (assist by J. Green),2,72-58,,
9:01.0,,,72-58,,D. Howard misses 2-pt shot from 2 ft
8:57.0,Defensive rebound by L. James,,72-58,,
8:57.0,G. Hill makes 2-pt shot at rim (assist by L. James),2,74-58,,
8:57.0,,,74-58,,Charlotte full timeout
8:46.0,,,74-60,2,N. Batum makes 2-pt shot from 16 ft (assist by M. Williams)
8:28.0,R. Hood makes 2-pt shot from 11 ft (assist by T. Thompson),2,76-60,,
8:13.0,,,76-62,2,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum)
7:54.0,G. Hill misses 2-pt shot from 19 ft,,76-62,,
7:51.0,,,76-62,,Defensive rebound by D. Howard
7:45.0,,,76-64,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by N. Batum)
7:27.0,L. James misses 2-pt shot from 18 ft,,76-64,,
7:25.0,Offensive rebound by G. Hill,,76-64,,
7:11.0,R. Hood misses 2-pt shot from 3 ft,,76-64,,
7:07.0,Offensive rebound by T. Thompson,,76-64,,
7:07.0,T. Thompson misses 2-pt shot at rim,,76-64,,
7:06.0,,,76-64,,Defensive rebound by D. Howard
6:52.0,,,76-64,,D. Howard misses 2-pt shot from 7 ft
6:51.0,Defensive rebound by R. Hood,,76-64,,
6:45.0,T. Thompson makes 2-pt shot from 7 ft (assist by L. James),2,78-64,,
6:36.0,,,78-66,2,K. Walker makes 2-pt shot from 9 ft
6:36.0,,,78-66,,Shooting foul by T. Thompson (drawn by K. Walker)
6:36.0,J. Smith enters the game for R. Hood,,78-66,,
6:36.0,,,78-67,1,K. Walker makes free throw 1 of 1
6:20.0,J. Green misses 3-pt shot from 26 ft,,78-67,,
6:20.0,Offensive rebound by Team,,78-67,,
6:10.0,Turnover by J. Smith (bad pass),,78-67,,
5:46.0,,,78-67,,M. Kidd-Gilchrist misses 2-pt shot from 10 ft
5:44.0,Defensive rebound by L. James,,78-67,,
5:30.0,J. Green makes 2-pt shot at rim (assist by L. James),2,80-67,,
5:11.0,,,80-69,2,M. Kidd-Gilchrist makes 2-pt shot from 17 ft (assist by M. Williams)
4:53.0,Shooting foul by M. Kidd-Gilchrist (drawn by L. James),,80-69,,
4:53.0,L. James makes free throw 1 of 3,1,81-69,,
4:53.0,L. James makes free throw 2 of 3,1,82-69,,
4:53.0,L. Nance enters the game for T. Thompson,,82-69,,
4:53.0,J. Clarkson enters the game for J. Green,,82-69,,
4:53.0,L. James makes free throw 3 of 3,1,83-69,,
4:40.0,,,83-69,,Turnover by N. Batum (bad pass; steal by L. Nance)
4:32.0,J. Smith makes 2-pt shot from 18 ft,2,85-69,,
4:02.0,,,85-69,,M. Kidd-Gilchrist misses 2-pt shot from 14 ft
4:00.0,Defensive rebound by J. Smith,,85-69,,
3:47.0,G. Hill misses 3-pt shot from 23 ft,,85-69,,
3:44.0,Offensive rebound by J. Clarkson,,85-69,,
3:41.0,L. James makes 3-pt shot from 26 ft (assist by J. Clarkson),3,88-69,,
3:41.0,,,88-69,,Charlotte full timeout
3:41.0,,,88-69,,D. Bacon enters the game for N. Batum
3:41.0,,,88-69,,J. Lamb enters the game for M. Kidd-Gilchrist
3:41.0,J. Calderon enters the game for G. Hill,,88-69,,
3:26.0,,,88-71,2,D. Howard makes 2-pt shot from 6 ft (assist by K. Walker)
3:10.0,Turnover by L. James (turnover),,88-71,,
2:48.0,,,88-73,2,J. Lamb makes 2-pt shot from 14 ft (assist by D. Howard)
2:23.0,J. Smith makes 2-pt shot from 17 ft,2,90-73,,
2:05.0,,,90-75,2,K. Walker makes 2-pt shot from 1 ft
1:45.0,L. James makes 3-pt shot from 29 ft,3,93-75,,
1:27.0,,,93-75,,K. Walker misses 3-pt shot from 25 ft
1:22.0,Defensive rebound by L. Nance,,93-75,,
1:15.0,J. Smith makes 2-pt shot from 20 ft,2,95-75,,
0:54.0,,,95-75,,Turnover by J. Lamb (bad pass; steal by L. Nance)
0:46.0,L. James misses 3-pt shot from 29 ft,,95-75,,
0:43.0,,,95-75,,Defensive rebound by M. Williams
0:43.0,,,95-77,2,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker)
0:43.0,,,95-77,,Shooting foul by L. Nance (drawn by D. Howard)
0:43.0,,,95-77,,M. Monk enters the game for K. Walker
0:43.0,,,95-78,1,D. Howard makes free throw 1 of 1
0:26.0,J. Clarkson misses 3-pt shot from 25 ft,,95-78,,
0:24.0,Offensive rebound by J. Smith,,95-78,,
0:08.0,,,95-78,,Personal foul by M. Williams (drawn by L. James)
0:01.0,L. James misses 2-pt shot from 18 ft,,95-78,,
0:01.0,,,95-78,,Defensive rebound by D. Howard
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,95-78,,Shooting foul by L. Nance (drawn by J. Lamb)
11:40.0,,,95-79,1,J. Lamb makes free throw 1 of 2
11:40.0,,,95-80,1,J. Lamb makes free throw 2 of 2
11:20.0,J. Green misses 2-pt shot from 12 ft,,95-80,,
11:17.0,,,95-80,,Defensive rebound by D. Bacon
11:06.0,,,95-80,,F. Kaminsky misses 2-pt shot from 6 ft
11:03.0,,,95-80,,Offensive rebound by T. Graham
11:00.0,,,95-82,2,M. Monk makes 2-pt shot from 18 ft (assist by J. Lamb)
11:00.0,Cleveland full timeout,,95-82,,
11:00.0,G. Hill enters the game for J. Calderon,,95-82,,
10:44.0,L. Nance misses 2-pt shot from 2 ft,,95-82,,
10:44.0,Offensive rebound by L. Nance,,95-82,,
10:44.0,L. Nance misses 2-pt shot from 2 ft,,95-82,,
10:44.0,Offensive rebound by L. Nance,,95-82,,
10:44.0,,,95-82,,Personal foul by M. Monk (drawn by L. Nance)
10:38.0,J. Green makes 3-pt shot from 26 ft (assist by J. Smith),3,98-82,,
10:10.0,,,98-84,2,J. Lamb makes 2-pt shot from 1 ft (assist by T. Graham)
9:50.0,J. Clarkson misses 2-pt shot from 15 ft,,98-84,,
9:46.0,,,98-84,,Defensive rebound by D. Bacon
9:39.0,Personal foul by J. Clarkson (drawn by F. Kaminsky),,98-84,,
9:33.0,,,98-84,,Turnover by D. Bacon (bad pass; steal by L. Nance)
9:09.0,J. Green misses 3-pt shot from 23 ft,,98-84,,
9:07.0,,,98-84,,Defensive rebound by J. Lamb
8:55.0,,,98-84,,M. Monk misses 3-pt shot from 25 ft
8:53.0,Defensive rebound by Team,,98-84,,
8:25.0,G. Hill misses 2-pt shot from 20 ft,,98-84,,
8:22.0,,,98-84,,Defensive rebound by D. Bacon
8:17.0,,,98-86,2,D. Bacon makes 2-pt shot from 1 ft
7:59.0,J. Smith makes 3-pt shot from 25 ft (assist by G. Hill),3,101-86,,
7:32.0,,,101-88,2,F. Kaminsky makes 2-pt shot from 2 ft
7:15.0,J. Green misses 2-pt shot from 3 ft,,101-88,,
7:13.0,,,101-88,,Defensive rebound by F. Kaminsky
7:02.0,,,101-90,2,F. Kaminsky makes 2-pt shot from 7 ft
6:52.0,Cleveland full timeout,,101-90,,
6:52.0,,,101-90,,M. Williams enters the game for T. Graham
6:52.0,L. James enters the game for J. Clarkson,,101-90,,
6:52.0,R. Hood enters the game for L. Nance,,101-90,,
6:41.0,G. Hill misses 2-pt shot from 2 ft (block by M. Williams),,101-90,,
6:38.0,,,101-90,,Defensive rebound by F. Kaminsky
6:23.0,,,101-90,,Turnover by F. Kaminsky (bad pass; steal by L. James)
6:17.0,L. James makes 2-pt shot from 1 ft,2,103-90,,
5:58.0,,,103-90,,D. Bacon misses 3-pt shot from 25 ft
5:53.0,,,103-90,,Offensive rebound by F. Kaminsky
5:53.0,,,103-92,2,F. Kaminsky makes 2-pt shot at rim
5:39.0,J. Green misses 2-pt shot from 2 ft,,103-92,,
5:36.0,,,103-92,,Defensive rebound by J. Lamb
5:22.0,,,103-92,,Turnover by D. Bacon (bad pass; steal by J. Smith)
4:59.0,R. Hood misses 2-pt shot from 10 ft,,103-92,,
4:56.0,,,103-92,,Defensive rebound by M. Monk
4:43.0,,,103-94,2,F. Kaminsky makes 2-pt shot from 7 ft
4:23.0,G. Hill makes 3-pt shot from 22 ft,3,106-94,,
4:23.0,,,106-94,,Charlotte full timeout
4:23.0,,,106-94,,N. Batum enters the game for M. Monk
4:23.0,,,106-94,,K. Walker enters the game for J. Lamb
4:23.0,,,106-94,,D. Howard enters the game for D. Bacon
4:23.0,,,106-94,,M. Kidd-Gilchrist enters the game for F. Kaminsky
4:23.0,T. Thompson enters the game for J. Green,,106-94,,
4:10.0,,,106-94,,D. Howard misses 2-pt shot from 2 ft
4:08.0,Defensive rebound by G. Hill,,106-94,,
3:55.0,R. Hood makes 3-pt shot from 23 ft (assist by L. James),3,109-94,,
3:43.0,Personal foul by L. James (drawn by D. Howard),,109-94,,
3:36.0,,,109-94,,K. Walker misses 3-pt shot from 26 ft
3:33.0,Defensive rebound by J. Smith,,109-94,,
3:30.0,L. James misses 2-pt shot from 2 ft,,109-94,,
3:30.0,Offensive rebound by Team,,109-94,,
3:30.0,,,109-94,,Loose ball foul by M. Kidd-Gilchrist (drawn by T. Thompson)
3:11.0,R. Hood misses 2-pt shot from 12 ft,,109-94,,
3:09.0,Offensive rebound by L. James,,109-94,,
3:09.0,L. James makes 2-pt shot at rim,2,111-94,,
3:02.0,,,111-94,,Shooting foul by T. Thompson (drawn by K. Walker)
3:02.0,,,111-95,1,K. Walker makes free throw 1 of 2
3:02.0,,,111-96,1,K. Walker makes free throw 2 of 2
2:42.0,R. Hood makes 2-pt shot from 19 ft,2,113-96,,
2:23.0,,,113-98,2,K. Walker makes 2-pt shot from 1 ft
2:06.0,L. James makes 2-pt shot from 2 ft,2,115-98,,
1:54.0,,,115-98,,K. Walker misses 3-pt shot from 26 ft
1:51.0,Defensive rebound by L. James,,115-98,,
1:33.0,L. James misses 2-pt shot from 15 ft,,115-98,,
1:31.0,,,115-98,,Defensive rebound by Team
1:31.0,C. Osman enters the game for L. James,,115-98,,
1:31.0,L. Perrantes enters the game for R. Hood,,115-98,,
1:31.0,A. Zizic enters the game for G. Hill,,115-98,,
1:31.0,J. Holland enters the game for T. Thompson,,115-98,,
1:22.0,,,115-98,,Shooting foul by A. Zizic (drawn by K. Walker)
1:22.0,J. Calderon enters the game for J. Smith,,115-98,,
1:22.0,,,115-99,1,K. Walker makes free throw 1 of 2
1:22.0,,,115-100,1,K. Walker makes free throw 2 of 2
0:58.0,C. Osman makes 3-pt shot from 22 ft (assist by A. Zizic),3,118-100,,
0:51.0,,,118-103,3,K. Walker makes 3-pt shot from 26 ft (assist by N. Batum)
0:29.0,L. Perrantes misses 2-pt shot from 20 ft,,118-103,,
0:26.0,,,118-103,,Defensive rebound by D. Howard
0:18.0,,,118-105,2,K. Walker makes 2-pt shot from 1 ft
