time,Indiana,pts.away,score,pts.home,Charlotte
1:52.0,,,64-50,,N. Batum misses 3-pt shot from 26 ft
1:49.0,Defensive rebound by L. Stephenson,,64-50,,
1:43.0,M. Turner misses 3-pt shot from 25 ft,,64-50,,
1:40.0,,,64-50,,Defensive rebound by M. Kidd-Gilchrist
1:36.0,Personal foul by M. Turner (drawn by D. Howard),,64-50,,
1:36.0,,,64-51,1,D. Howard makes free throw 1 of 2
1:36.0,T. Booker enters the game for M. Turner,,64-51,,
1:36.0,,,64-52,1,D. Howard makes free throw 2 of 2
1:26.0,D. Collison makes 2-pt shot from 17 ft,2,66-52,,
1:06.0,,,66-52,,Turnover by N. Batum (lost ball; steal by V. Oladipo)
0:59.0,D. Collison makes 2-pt shot from 3 ft (assist by V. Oladipo),2,68-52,,
0:50.0,,,68-55,3,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker)
0:32.0,Turnover by T. Booker (bad pass; steal by M. Williams),,68-55,,
0:32.0,Personal foul by D. Collison (drawn by K. Walker),,68-55,,
0:32.0,,,68-56,1,K. Walker makes free throw 1 of 2
0:32.0,,,68-56,,F. Kaminsky enters the game for D. Howard
0:32.0,,,68-57,1,K. Walker makes free throw 2 of 2
0:24.0,V. Oladipo makes 2-pt shot from 1 ft,2,70-57,,
0:01.0,,,70-57,,K. Walker misses 2-pt shot from 22 ft
0:01.0,Defensive rebound by L. Stephenson,,70-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,70-57,,M. Kidd-Gilchrist misses 2-pt shot from 7 ft
11:42.0,Defensive rebound by M. Turner,,70-57,,
11:31.0,B. Bogdanovic misses 3-pt shot from 24 ft,,70-57,,
11:27.0,Offensive rebound by T. Young,,70-57,,
11:17.0,V. Oladipo makes 2-pt shot from 1 ft,2,72-57,,
10:55.0,,,72-57,,M. Kidd-Gilchrist misses 2-pt shot at rim
10:53.0,Defensive rebound by D. Collison,,72-57,,
10:45.0,D. Collison misses 2-pt shot from 18 ft,,72-57,,
10:43.0,,,72-57,,Defensive rebound by M. Williams
10:35.0,,,72-57,,Turnover by M. Kidd-Gilchrist (lost ball; steal by V. Oladipo)
10:28.0,M. Turner misses 2-pt shot from 2 ft,,72-57,,
10:25.0,,,72-57,,Defensive rebound by D. Howard
10:25.0,,,72-57,,Turnover by N. Batum (traveling)
10:09.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by M. Williams),,72-57,,
10:05.0,,,72-57,,Defensive rebound by N. Batum
10:03.0,,,72-59,2,K. Walker makes 2-pt shot from 2 ft
10:03.0,,,72-59,,Shooting foul by M. Turner (drawn by K. Walker)
10:03.0,D. Sabonis enters the game for M. Turner,,72-59,,
10:03.0,,,72-60,1,K. Walker makes free throw 1 of 1
9:52.0,Turnover by D. Collison (turnover),,72-60,,
9:44.0,,,72-60,,M. Kidd-Gilchrist misses 2-pt shot from 17 ft
9:42.0,,,72-60,,Offensive rebound by D. Howard
9:42.0,Personal foul by V. Oladipo (drawn by D. Howard),,72-60,,
9:33.0,,,72-63,3,N. Batum makes 3-pt shot from 25 ft (assist by M. Williams)
9:17.0,V. Oladipo misses 3-pt shot from 26 ft,,72-63,,
9:14.0,,,72-63,,Defensive rebound by D. Howard
9:09.0,,,72-66,3,M. Williams makes 3-pt shot from 26 ft (assist by D. Howard)
9:07.0,Indiana full timeout,,72-66,,
8:56.0,Turnover by Team (turnover),,72-66,,
8:42.0,,,72-68,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by M. Williams)
8:29.0,Turnover by V. Oladipo (bad pass; steal by D. Howard),,72-68,,
8:22.0,,,72-68,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft
8:20.0,,,72-68,,Offensive rebound by D. Howard
8:20.0,,,72-70,2,D. Howard makes 2-pt shot at rim
8:01.0,B. Bogdanovic misses 3-pt shot from 26 ft,,72-70,,
7:58.0,,,72-70,,Defensive rebound by M. Kidd-Gilchrist
7:45.0,,,72-70,,Turnover by K. Walker (bad pass; steal by D. Sabonis)
7:39.0,Shooting foul by M. Kidd-Gilchrist (drawn by B. Bogdanovic),,72-70,,
7:39.0,B. Bogdanovic makes free throw 1 of 3,1,73-70,,
7:39.0,B. Bogdanovic makes free throw 2 of 3,1,74-70,,
7:39.0,B. Bogdanovic makes free throw 3 of 3,1,75-70,,
7:25.0,,,75-70,,Turnover by N. Batum (bad pass)
7:07.0,B. Bogdanovic misses 2-pt shot from 13 ft,,75-70,,
7:04.0,,,75-70,,Defensive rebound by M. Williams
6:49.0,,,75-72,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by D. Howard)
6:49.0,,,75-72,,Shooting foul by V. Oladipo (drawn by M. Kidd-Gilchrist)
6:49.0,,,75-73,1,M. Kidd-Gilchrist makes free throw 1 of 1
6:41.0,V. Oladipo makes 2-pt shot from 18 ft,2,77-73,,
6:27.0,,,77-73,,Offensive foul by N. Batum (drawn by V. Oladipo)
6:27.0,,,77-73,,Turnover by N. Batum (offensive foul)
6:14.0,D. Sabonis misses 2-pt shot from 5 ft,,77-73,,
6:11.0,,,77-73,,Defensive rebound by D. Howard
6:04.0,,,77-73,,Turnover by K. Walker (bad pass; steal by D. Sabonis)
5:55.0,D. Sabonis makes 2-pt shot from 20 ft (assist by D. Collison),2,79-73,,
5:34.0,,,79-75,2,M. Williams makes 2-pt shot from 10 ft (assist by N. Batum)
5:19.0,D. Collison makes 3-pt shot from 25 ft (assist by B. Bogdanovic),3,82-75,,
4:57.0,,,82-75,,Turnover by D. Howard (traveling)
4:43.0,Turnover by D. Sabonis (bad pass; steal by N. Batum),,82-75,,
4:41.0,,,82-75,,Shooting foul by V. Oladipo (drawn by M. Kidd-Gilchrist)
4:41.0,,,82-75,,M. Kidd-Gilchrist misses free throw 1 of 2
4:41.0,,,82-75,,Offensive rebound by Team
4:41.0,C. Joseph enters the game for V. Oladipo,,82-75,,
4:41.0,,,82-75,,M. Kidd-Gilchrist misses free throw 2 of 2
4:40.0,Defensive rebound by Team,,82-75,,
4:30.0,D. Collison makes 2-pt shot from 16 ft,2,84-75,,
4:15.0,,,84-75,,K. Walker misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by C. Joseph,,84-75,,
3:58.0,D. Sabonis misses 2-pt shot from 17 ft,,84-75,,
3:56.0,,,84-75,,Defensive rebound by D. Howard
3:51.0,,,84-77,2,N. Batum makes 2-pt shot from 21 ft
3:30.0,C. Joseph makes 2-pt shot from 18 ft (assist by D. Sabonis),2,86-77,,
3:17.0,,,86-77,,Shooting foul by B. Bogdanovic (drawn by D. Howard)
3:17.0,,,86-77,,D. Howard misses free throw 1 of 2
3:17.0,,,86-77,,Offensive rebound by Team
3:17.0,,,86-77,,F. Kaminsky enters the game for M. Williams
3:17.0,,,86-77,,J. Lamb enters the game for N. Batum
3:17.0,T. Booker enters the game for D. Collison,,86-77,,
3:17.0,G. Robinson enters the game for T. Young,,86-77,,
3:17.0,L. Stephenson enters the game for B. Bogdanovic,,86-77,,
3:17.0,,,86-77,,D. Howard misses free throw 2 of 2
3:14.0,Defensive rebound by D. Sabonis,,86-77,,
2:58.0,D. Sabonis misses 2-pt shot from 7 ft,,86-77,,
2:55.0,,,86-77,,Defensive rebound by D. Howard
2:47.0,,,86-77,,Turnover by K. Walker (lost ball; steal by D. Sabonis)
2:42.0,C. Joseph makes 3-pt shot from 24 ft (assist by L. Stephenson),3,89-77,,
2:40.0,,,89-77,,Charlotte full timeout
2:40.0,,,89-77,,M. Monk enters the game for K. Walker
2:27.0,,,89-77,,Turnover by D. Howard (lost ball; steal by G. Robinson)
2:19.0,D. Sabonis makes 2-pt shot from 2 ft (assist by L. Stephenson),2,91-77,,
1:56.0,,,91-77,,D. Howard misses 2-pt shot from 1 ft (block by T. Booker)
1:56.0,Defensive rebound by Team,,91-77,,
1:44.0,Shooting foul by D. Howard (drawn by D. Sabonis),,91-77,,
1:44.0,D. Sabonis makes free throw 1 of 2,1,92-77,,
1:44.0,,,92-77,,W. Hernangomez enters the game for D. Howard
1:44.0,D. Sabonis makes free throw 2 of 2,1,93-77,,
1:26.0,,,93-77,,F. Kaminsky misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by L. Stephenson,,93-77,,
1:19.0,Turnover by L. Stephenson (out of bounds lost ball),,93-77,,
1:19.0,Personal foul by L. Stephenson (drawn by M. Kidd-Gilchrist),,93-77,,
1:19.0,,,93-78,1,M. Kidd-Gilchrist makes free throw 1 of 2
1:19.0,,,93-79,1,M. Kidd-Gilchrist makes free throw 2 of 2
1:01.0,L. Stephenson makes 2-pt shot from 18 ft,2,95-79,,
0:35.0,,,95-79,,F. Kaminsky misses 2-pt shot from 8 ft
0:33.0,Defensive rebound by T. Booker,,95-79,,
0:25.0,L. Stephenson misses 2-pt shot from 18 ft,,95-79,,
0:23.0,,,95-79,,Defensive rebound by F. Kaminsky
0:04.0,,,95-81,2,M. Monk makes 2-pt shot from 20 ft
0:00.0,L. Stephenson misses 3-pt shot from 58 ft,,95-81,,
0:00.0,Offensive rebound by Team,,95-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,L. Stephenson misses 2-pt shot from 18 ft,,95-81,,
11:35.0,Offensive rebound by T. Booker,,95-81,,
11:35.0,T. Booker makes 2-pt shot at rim,2,97-81,,
11:25.0,,,97-83,2,J. Lamb makes 2-pt shot from 19 ft (assist by F. Kaminsky)
11:12.0,T. Booker misses 3-pt shot from 26 ft,,97-83,,
11:12.0,,,97-83,,Defensive rebound by Team
10:59.0,,,97-85,2,J. Lamb makes 2-pt shot from 7 ft (assist by F. Kaminsky)
10:45.0,L. Stephenson makes 2-pt shot from 4 ft,2,99-85,,
10:45.0,Shooting foul by J. Stone (drawn by L. Stephenson),,99-85,,
10:45.0,L. Stephenson makes free throw 1 of 1,1,100-85,,
10:31.0,,,100-85,,F. Kaminsky misses 3-pt shot from 25 ft
10:28.0,Defensive rebound by L. Stephenson,,100-85,,
10:19.0,L. Stephenson makes 2-pt shot from 1 ft,2,102-85,,
10:06.0,,,102-85,,F. Kaminsky misses 2-pt shot from 9 ft
10:03.0,Defensive rebound by T. Booker,,102-85,,
9:59.0,L. Stephenson misses 3-pt shot from 25 ft,,102-85,,
9:55.0,,,102-85,,Defensive rebound by F. Kaminsky
9:47.0,,,102-85,,M. Monk misses 3-pt shot from 26 ft
9:43.0,Defensive rebound by L. Stephenson,,102-85,,
9:36.0,C. Joseph makes 3-pt shot from 25 ft (assist by T. Booker),3,105-85,,
9:20.0,,,105-85,,J. Lamb misses 2-pt shot from 19 ft
9:18.0,Defensive rebound by T. Booker,,105-85,,
9:09.0,Turnover by C. Joseph (turnover),,105-85,,
8:59.0,,,105-87,2,W. Hernangomez makes 2-pt shot from 6 ft (assist by M. Monk)
8:43.0,,,105-87,,Personal foul by F. Kaminsky (drawn by G. Robinson)
8:31.0,L. Stephenson misses 3-pt shot from 25 ft,,105-87,,
8:31.0,,,105-87,,Defensive rebound by Team
8:31.0,Loose ball foul by D. Sabonis (drawn by W. Hernangomez),,105-87,,
8:31.0,B. Bogdanovic enters the game for G. Robinson,,105-87,,
8:23.0,,,105-89,2,W. Hernangomez makes 2-pt shot at rim (assist by M. Monk)
8:23.0,Indiana full timeout,,105-89,,
8:23.0,V. Oladipo enters the game for T. Booker,,105-89,,
8:06.0,Turnover by C. Joseph (bad pass; steal by M. Monk),,105-89,,
7:59.0,,,105-89,,M. Monk misses 3-pt shot from 25 ft
7:57.0,Defensive rebound by B. Bogdanovic,,105-89,,
7:49.0,V. Oladipo makes 2-pt shot from 14 ft,2,107-89,,
7:30.0,,,107-89,,Shooting foul by V. Oladipo (drawn by W. Hernangomez)
7:30.0,,,107-90,1,W. Hernangomez makes free throw 1 of 2
7:30.0,,,107-91,1,W. Hernangomez makes free throw 2 of 2
7:16.0,D. Sabonis makes 2-pt shot from 2 ft (assist by L. Stephenson),2,109-91,,
7:16.0,Shooting foul by J. Stone (drawn by D. Sabonis),,109-91,,
7:16.0,G. Robinson enters the game for V. Oladipo,,109-91,,
7:16.0,D. Sabonis makes free throw 1 of 1,1,110-91,,
7:06.0,,,110-94,3,M. Monk makes 3-pt shot from 27 ft (assist by J. Lamb)
6:48.0,B. Bogdanovic misses 2-pt shot from 2 ft,,110-94,,
6:48.0,Offensive rebound by D. Sabonis,,110-94,,
6:42.0,D. Sabonis makes 2-pt shot at rim,2,112-94,,
6:32.0,,,112-94,,J. Lamb misses 2-pt shot from 16 ft
6:30.0,Defensive rebound by D. Sabonis,,112-94,,
6:25.0,G. Robinson misses 3-pt shot from 25 ft,,112-94,,
6:21.0,,,112-94,,Defensive rebound by W. Hernangomez
6:14.0,,,112-94,,M. Monk misses 3-pt shot from 24 ft
6:10.0,Defensive rebound by G. Robinson,,112-94,,
5:54.0,G. Robinson misses 3-pt shot from 23 ft,,112-94,,
5:52.0,,,112-94,,Defensive rebound by W. Hernangomez
5:43.0,,,112-96,2,J. Lamb makes 2-pt shot from 1 ft
5:20.0,C. Joseph misses 3-pt shot from 26 ft,,112-96,,
5:20.0,Offensive rebound by D. Sabonis,,112-96,,
5:20.0,D. Sabonis makes 2-pt shot at rim,2,114-96,,
5:20.0,Shooting foul by F. Kaminsky (drawn by D. Sabonis),,114-96,,
5:20.0,D. Sabonis makes free throw 1 of 1,1,115-96,,
5:08.0,,,115-96,,Shooting foul by B. Bogdanovic (drawn by F. Kaminsky)
5:08.0,,,115-97,1,F. Kaminsky makes free throw 1 of 2
5:08.0,,,115-98,1,F. Kaminsky makes free throw 2 of 2
4:50.0,D. Sabonis misses 2-pt shot from 7 ft,,115-98,,
4:48.0,,,115-98,,Defensive rebound by F. Kaminsky
4:44.0,,,115-98,,Turnover by M. Monk (bad pass)
4:28.0,L. Stephenson misses 3-pt shot from 26 ft,,115-98,,
4:24.0,,,115-98,,Defensive rebound by W. Hernangomez
4:14.0,,,115-98,,Turnover by J. Lamb (bad pass; steal by L. Stephenson)
4:12.0,Shooting foul by M. Monk (drawn by L. Stephenson),,115-98,,
4:12.0,L. Stephenson misses free throw 1 of 2,,115-98,,
4:12.0,Offensive rebound by Team,,115-98,,
4:12.0,L. Stephenson makes free throw 2 of 2,1,116-98,,
3:52.0,,,116-100,2,J. Lamb makes 2-pt shot from 1 ft
3:34.0,L. Stephenson misses 3-pt shot from 23 ft,,116-100,,
3:34.0,,,116-100,,Defensive rebound by F. Kaminsky
3:26.0,,,116-100,,Offensive foul by W. Hernangomez (drawn by L. Stephenson)
3:26.0,,,116-100,,Turnover by W. Hernangomez (offensive foul)
3:26.0,,,116-100,,M. Paige enters the game for J. Lamb
3:15.0,B. Bogdanovic misses 3-pt shot from 26 ft,,116-100,,
3:13.0,,,116-100,,Defensive rebound by Team
