time,LA Clippers,pts.away,score,pts.home,San Antonio
2:29.0,,,68-82,1,D. Murray makes free throw 2 of 2
2:22.0,L. Williams makes 2-pt shot from 14 ft (assist by W. Reed),2,70-82,,
2:11.0,,,70-82,,Personal foul by L. Aldridge (drawn by J. Evans)
2:11.0,,,70-82,,Turnover by L. Aldridge (turnover)
2:11.0,,,70-82,,P. Gasol enters the game for L. Aldridge
2:07.0,W. Reed misses 2-pt shot from 2 ft,,70-82,,
2:04.0,,,70-82,,Defensive rebound by R. Gay
1:55.0,,,70-82,,R. Gay misses 2-pt shot from 3 ft
1:55.0,,,70-82,,Offensive rebound by P. Gasol
1:50.0,,,70-84,2,P. Gasol makes 2-pt shot at rim
1:45.0,Turnover by S. Thornwell (lost ball; steal by R. Gay),,70-84,,
1:44.0,,,70-84,,Turnover by R. Gay (discontinued dribble)
1:30.0,W. Reed misses 2-pt shot from 11 ft,,70-84,,
1:30.0,Offensive rebound by S. Thornwell,,70-84,,
1:25.0,S. Thornwell misses 2-pt shot at rim,,70-84,,
1:24.0,,,70-84,,Defensive rebound by M. Ginobili
1:15.0,,,70-87,3,B. Forbes makes 3-pt shot from 23 ft (assist by R. Gay)
0:59.0,W. Reed makes 2-pt shot from 2 ft,2,72-87,,
0:42.0,,,72-89,2,M. Ginobili makes 2-pt shot from 16 ft
0:34.0,W. Reed makes 2-pt shot from 17 ft (assist by L. Williams),2,74-89,,
0:14.0,,,74-89,,R. Gay misses 2-pt shot from 3 ft (block by W. Reed)
0:14.0,Defensive rebound by W. Johnson,,74-89,,
0:11.0,S. Thornwell makes 2-pt shot from 1 ft,2,76-89,,
0:11.0,Shooting foul by D. Murray (drawn by S. Thornwell),,76-89,,
0:11.0,A. Rivers enters the game for L. Williams,,76-89,,
0:11.0,M. Harrell enters the game for W. Reed,,76-89,,
0:11.0,S. Thornwell misses free throw 1 of 1,,76-89,,
0:06.0,,,76-89,,Defensive rebound by P. Gasol
0:01.0,,,76-92,3,P. Gasol makes 3-pt shot from 26 ft (assist by M. Ginobili)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,76-92,,Personal foul by M. Ginobili (drawn by M. Harrell)
11:49.0,,,76-92,,K. Anderson enters the game for R. Gay
11:45.0,L. Williams misses 2-pt shot from 12 ft,,76-92,,
11:39.0,Offensive rebound by M. Harrell,,76-92,,
11:39.0,M. Harrell makes 2-pt shot at rim,2,78-92,,
11:26.0,,,78-92,,B. Forbes misses 2-pt shot from 18 ft
11:19.0,,,78-92,,Offensive rebound by D. Murray
11:19.0,,,78-92,,D. Murray misses 2-pt shot at rim
11:19.0,,,78-92,,Offensive rebound by D. Murray
11:11.0,,,78-92,,B. Forbes misses 3-pt shot from 26 ft
11:05.0,,,78-92,,Offensive rebound by P. Gasol
11:05.0,,,78-94,2,P. Gasol makes 2-pt shot at rim
10:57.0,A. Rivers misses 2-pt shot from 13 ft,,78-94,,
10:57.0,Offensive rebound by M. Harrell,,78-94,,
10:57.0,Shooting foul by M. Ginobili (drawn by M. Harrell),,78-94,,
10:57.0,M. Harrell misses free throw 1 of 2,,78-94,,
10:57.0,Offensive rebound by Team,,78-94,,
10:57.0,B. Griffin enters the game for S. Thornwell,,78-94,,
10:57.0,M. Harrell misses free throw 2 of 2,,78-94,,
10:55.0,,,78-94,,Defensive rebound by M. Ginobili
10:43.0,,,78-96,2,K. Anderson makes 2-pt shot from 4 ft (assist by M. Ginobili)
10:42.0,LA Clippers full timeout,,78-96,,
10:27.0,,,78-96,,Personal foul by K. Anderson (drawn by B. Griffin)
10:23.0,Turnover by W. Johnson (bad pass; steal by M. Ginobili),,78-96,,
10:17.0,,,78-96,,Turnover by D. Murray (bad pass; steal by A. Rivers)
10:11.0,L. Williams makes 3-pt shot from 26 ft (assist by B. Griffin),3,81-96,,
9:52.0,,,81-99,3,P. Gasol makes 3-pt shot from 25 ft (assist by M. Ginobili)
9:44.0,,,81-99,,Personal foul by B. Forbes (drawn by A. Rivers)
9:39.0,A. Rivers misses 2-pt shot from 1 ft,,81-99,,
9:34.0,Offensive rebound by M. Harrell,,81-99,,
9:34.0,M. Harrell makes 2-pt shot at rim,2,83-99,,
9:18.0,Loose ball foul by W. Johnson (drawn by P. Gasol),,83-99,,
9:18.0,,,83-99,,P. Mills enters the game for D. Murray
9:04.0,,,83-99,,B. Forbes misses 2-pt shot from 17 ft (block by L. Williams)
9:01.0,Defensive rebound by B. Griffin,,83-99,,
8:55.0,,,83-99,,San Antonio full timeout
8:55.0,,,83-99,,D. Green enters the game for P. Gasol
8:55.0,,,83-99,,L. Aldridge enters the game for K. Anderson
8:55.0,,,83-99,,R. Gay enters the game for B. Forbes
8:54.0,B. Griffin makes 2-pt shot from 5 ft,2,85-99,,
8:42.0,,,85-101,2,M. Ginobili makes 2-pt shot from 2 ft (assist by R. Gay)
8:30.0,L. Williams makes 3-pt shot from 26 ft (assist by A. Rivers),3,88-101,,
8:09.0,,,88-101,,Turnover by M. Ginobili (bad pass)
8:01.0,Shooting foul by L. Aldridge (drawn by B. Griffin),,88-101,,
8:01.0,B. Griffin makes free throw 1 of 2,1,89-101,,
8:01.0,D. Jordan enters the game for M. Harrell,,89-101,,
8:01.0,B. Griffin misses free throw 2 of 2,,89-101,,
7:57.0,Offensive rebound by W. Johnson,,89-101,,
7:53.0,L. Williams makes 2-pt shot from 18 ft,2,91-101,,
7:36.0,,,91-101,,K. Anderson enters the game for M. Ginobili
7:36.0,P. Beverley enters the game for W. Johnson,,91-101,,
7:32.0,,,91-103,2,L. Aldridge makes 2-pt shot from 1 ft (assist by K. Anderson)
7:16.0,Turnover by A. Rivers (bad pass; steal by K. Anderson),,91-103,,
7:16.0,Personal foul by D. Jordan (drawn by K. Anderson),,91-103,,
7:03.0,,,91-103,,L. Aldridge misses 2-pt shot from 3 ft
7:00.0,,,91-103,,Offensive rebound by K. Anderson
6:58.0,,,91-103,,K. Anderson misses 2-pt shot from 2 ft
6:58.0,,,91-103,,Offensive rebound by L. Aldridge
6:58.0,,,91-105,2,L. Aldridge makes 2-pt shot at rim
6:58.0,,,91-105,,Shooting foul by D. Jordan (drawn by L. Aldridge)
6:58.0,,,91-106,1,L. Aldridge makes free throw 1 of 1
6:40.0,L. Williams misses 3-pt shot from 24 ft,,91-106,,
6:39.0,Offensive rebound by Team,,91-106,,
6:32.0,D. Jordan makes 2-pt shot from 1 ft (assist by B. Griffin),2,93-106,,
6:15.0,,,93-106,,D. Green misses 2-pt shot from 18 ft
6:13.0,,,93-106,,Offensive rebound by P. Mills
5:58.0,,,93-109,3,R. Gay makes 3-pt shot from 27 ft (assist by P. Mills)
5:57.0,LA Clippers full timeout,,93-109,,
5:47.0,,,93-109,,Personal foul by R. Gay (drawn by B. Griffin)
5:47.0,B. Griffin makes free throw 1 of 2,1,94-109,,
5:47.0,B. Griffin makes free throw 2 of 2,1,95-109,,
5:23.0,,,95-109,,R. Gay misses 3-pt shot from 24 ft
5:21.0,Defensive rebound by D. Jordan,,95-109,,
5:11.0,P. Beverley misses 3-pt shot from 24 ft,,95-109,,
5:08.0,,,95-109,,Defensive rebound by R. Gay
5:04.0,Personal foul by B. Griffin (drawn by K. Anderson),,95-109,,
4:52.0,Personal foul by L. Williams (drawn by D. Green),,95-109,,
4:52.0,,,95-109,,D. Green misses free throw 1 of 2
4:52.0,,,95-109,,Offensive rebound by Team
4:52.0,,,95-109,,P. Gasol enters the game for K. Anderson
4:52.0,,,95-110,1,D. Green makes free throw 2 of 2
4:40.0,B. Griffin misses 2-pt shot from 8 ft,,95-110,,
4:37.0,,,95-110,,Defensive rebound by P. Gasol
4:27.0,,,95-113,3,L. Aldridge makes 3-pt shot from 25 ft (assist by D. Green)
4:18.0,L. Williams misses 3-pt shot from 23 ft,,95-113,,
4:14.0,Offensive rebound by D. Jordan,,95-113,,
4:08.0,A. Rivers misses 2-pt shot from 20 ft,,95-113,,
4:08.0,,,95-113,,Defensive rebound by P. Mills
3:51.0,,,95-115,2,D. Green makes 2-pt shot from 9 ft (assist by P. Mills)
3:33.0,D. Jordan makes 2-pt shot from 2 ft (assist by B. Griffin),2,97-115,,
3:33.0,,,97-115,,San Antonio full timeout
