time,Portland,pts.away,score,pts.home,LA Clippers
5:06.0,J. Nurkic misses 2-pt shot from 5 ft,,15-7,,
5:05.0,,,15-7,,Defensive rebound by D. Jordan
5:05.0,Personal foul by J. Nurkic (drawn by D. Jordan),,15-7,,
4:49.0,,,15-7,,Shooting foul by J. Nurkic (drawn by S. Thornwell)
4:49.0,,,15-7,,S. Thornwell misses free throw 1 of 2
4:49.0,,,15-7,,Offensive rebound by Team
4:49.0,E. Davis enters the game for J. Nurkic,,15-7,,
4:49.0,,,15-8,1,S. Thornwell makes free throw 2 of 2
4:28.0,A. Aminu misses 3-pt shot from 26 ft,,15-8,,
4:26.0,,,15-8,,Defensive rebound by A. Rivers
4:20.0,,,15-8,,L. Williams misses 2-pt shot from 14 ft
4:16.0,Defensive rebound by C. McCollum,,15-8,,
4:08.0,M. Harkless misses 2-pt shot from 1 ft,,15-8,,
4:05.0,,,15-8,,Defensive rebound by D. Jordan
4:03.0,,,15-8,,Turnover by L. Williams (bad pass; steal by A. Aminu)
3:59.0,A. Aminu misses 2-pt shot from 2 ft,,15-8,,
3:53.0,Offensive rebound by M. Harkless,,15-8,,
3:53.0,M. Harkless makes 2-pt shot at rim,2,17-8,,
3:43.0,,,17-8,,Shooting foul by E. Davis (drawn by D. Jordan)
3:43.0,,,17-8,,D. Jordan misses free throw 1 of 2
3:43.0,,,17-8,,Offensive rebound by Team
3:43.0,E. Turner enters the game for C. McCollum,,17-8,,
3:43.0,P. Connaughton enters the game for M. Harkless,,17-8,,
3:43.0,,,17-9,1,D. Jordan makes free throw 2 of 2
3:20.0,A. Aminu misses 3-pt shot from 25 ft,,17-9,,
3:16.0,,,17-9,,Defensive rebound by A. Rivers
3:03.0,,,17-9,,L. Williams misses 2-pt shot from 2 ft
3:01.0,,,17-9,,Offensive rebound by D. Jordan
3:01.0,,,17-11,2,D. Jordan makes 2-pt shot at rim
3:01.0,Portland full timeout,,17-11,,
2:49.0,Offensive foul by E. Davis (drawn by S. Thornwell),,17-11,,
2:49.0,Turnover by E. Davis (offensive foul),,17-11,,
2:49.0,Z. Collins enters the game for A. Aminu,,17-11,,
2:33.0,,,17-13,2,T. Harris makes 2-pt shot from 12 ft (assist by L. Williams)
2:18.0,E. Turner misses 2-pt shot from 18 ft,,17-13,,
2:15.0,,,17-13,,Defensive rebound by D. Jordan
2:07.0,,,17-16,3,A. Rivers makes 3-pt shot from 22 ft (assist by L. Williams)
1:49.0,E. Turner makes 3-pt shot from 27 ft (assist by D. Lillard),3,20-16,,
1:27.0,,,20-16,,L. Williams misses 2-pt shot from 3 ft
1:23.0,Defensive rebound by E. Davis,,20-16,,
1:17.0,,,20-16,,Personal foul by S. Thornwell (drawn by D. Lillard)
1:17.0,D. Lillard makes free throw 1 of 2,1,21-16,,
1:17.0,,,21-16,,M. Harrell enters the game for D. Jordan
1:17.0,D. Lillard makes free throw 2 of 2,1,22-16,,
1:03.0,,,22-16,,L. Williams misses 3-pt shot from 23 ft
1:01.0,Defensive rebound by E. Turner,,22-16,,
0:54.0,Turnover by E. Turner (bad pass; steal by L. Williams),,22-16,,
0:41.0,,,22-18,2,M. Harrell makes 2-pt shot from 1 ft
0:35.0,D. Lillard makes 2-pt shot from 8 ft,2,24-18,,
0:27.0,,,24-18,,S. Thornwell misses 2-pt shot from 1 ft
0:27.0,Defensive rebound by E. Davis,,24-18,,
0:26.0,Turnover by E. Davis (lost ball; steal by S. Thornwell),,24-18,,
0:21.0,,,24-18,,M. Harrell misses 2-pt shot from 3 ft
0:19.0,Defensive rebound by P. Connaughton,,24-18,,
0:00.0,D. Lillard misses 3-pt shot from 26 ft,,24-18,,
0:00.0,Offensive rebound by Team,,24-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,Z. Collins misses 2-pt shot from 15 ft (block by M. Harrell),,24-18,,
11:33.0,Offensive rebound by E. Davis,,24-18,,
11:31.0,E. Davis misses 2-pt shot from 20 ft,,24-18,,
11:29.0,,,24-18,,Defensive rebound by J. Evans
11:27.0,,,24-20,2,M. Harrell makes 2-pt shot from 2 ft (assist by J. Evans)
11:08.0,Z. Collins misses 2-pt shot from 1 ft,,24-20,,
11:08.0,,,24-20,,Defensive rebound by B. Marjanovic
10:53.0,,,24-20,,B. Marjanovic misses 2-pt shot from 3 ft
10:51.0,Defensive rebound by E. Turner,,24-20,,
10:40.0,S. Napier makes 2-pt shot from 14 ft,2,26-20,,
10:30.0,,,26-20,,Shooting foul by E. Davis (drawn by M. Harrell)
10:30.0,,,26-20,,M. Harrell misses free throw 1 of 2
10:30.0,,,26-20,,Offensive rebound by Team
10:30.0,M. Leonard enters the game for E. Davis,,26-20,,
10:30.0,,,26-20,,M. Harrell misses free throw 2 of 2
10:29.0,Defensive rebound by M. Leonard,,26-20,,
10:17.0,M. Leonard makes 2-pt shot from 18 ft (assist by C. McCollum),2,28-20,,
9:53.0,,,28-22,2,W. Johnson makes 2-pt shot from 16 ft (assist by M. Harrell)
9:44.0,C. McCollum misses 3-pt shot from 24 ft,,28-22,,
9:41.0,,,28-22,,Defensive rebound by M. Harrell
9:36.0,,,28-24,2,L. Williams makes 2-pt shot from 1 ft
9:36.0,,,28-24,,Shooting foul by E. Turner (drawn by L. Williams)
9:36.0,,,28-25,1,L. Williams makes free throw 1 of 1
9:14.0,S. Napier makes 2-pt shot from 17 ft,2,30-25,,
8:58.0,,,30-27,2,J. Evans makes 2-pt shot from 8 ft
8:42.0,E. Turner misses 3-pt shot from 24 ft,,30-27,,
8:39.0,,,30-27,,Defensive rebound by B. Marjanovic
8:28.0,,,30-29,2,M. Harrell makes 2-pt shot from 3 ft (assist by W. Johnson)
8:14.0,M. Leonard misses 3-pt shot from 26 ft,,30-29,,
8:14.0,,,30-29,,Defensive rebound by M. Harrell
8:05.0,,,30-31,2,L. Williams makes 2-pt shot from 1 ft
8:05.0,Portland full timeout,,30-31,,
7:47.0,S. Napier makes 3-pt shot from 23 ft (assist by E. Turner),3,33-31,,
7:33.0,,,33-31,,M. Teodosic enters the game for J. Evans
7:33.0,,,33-31,,T. Harris enters the game for M. Harrell
7:30.0,,,33-33,2,L. Williams makes 2-pt shot from 1 ft (assist by M. Teodosic)
7:17.0,C. McCollum makes 2-pt shot from 2 ft,2,35-33,,
7:17.0,Shooting foul by W. Johnson (drawn by C. McCollum),,35-33,,
7:17.0,C. McCollum misses free throw 1 of 1,,35-33,,
7:17.0,,,35-33,,Defensive rebound by B. Marjanovic
7:10.0,Personal foul by Z. Collins (drawn by T. Harris),,35-33,,
7:04.0,,,35-33,,T. Harris misses 2-pt shot from 2 ft
7:02.0,Defensive rebound by Z. Collins,,35-33,,
6:50.0,Z. Collins misses 3-pt shot from 26 ft,,35-33,,
6:48.0,,,35-33,,Defensive rebound by B. Marjanovic
6:32.0,,,35-35,2,L. Williams makes 2-pt shot from 13 ft (assist by B. Marjanovic)
6:16.0,C. McCollum makes 2-pt shot from 15 ft,2,37-35,,
6:05.0,,,37-35,,Shooting foul by Z. Collins (drawn by B. Marjanovic)
6:05.0,,,37-36,1,B. Marjanovic makes free throw 1 of 2
6:05.0,J. Nurkic enters the game for Z. Collins,,37-36,,
6:05.0,,,37-36,,A. Rivers enters the game for W. Johnson
6:05.0,A. Aminu enters the game for M. Leonard,,37-36,,
6:05.0,,,37-37,1,B. Marjanovic makes free throw 2 of 2
5:52.0,J. Nurkic makes 2-pt shot from 10 ft (assist by S. Napier),2,39-37,,
5:38.0,,,39-39,2,L. Williams makes 2-pt shot from 4 ft
5:28.0,E. Turner misses 2-pt shot from 13 ft,,39-39,,
5:25.0,,,39-39,,Defensive rebound by L. Williams
5:20.0,,,39-39,,Shooting foul by E. Turner (drawn by L. Williams)
5:20.0,,,39-40,1,L. Williams makes free throw 1 of 2
5:20.0,,,39-40,,D. Jordan enters the game for B. Marjanovic
5:20.0,D. Lillard enters the game for E. Turner,,39-40,,
5:20.0,M. Harkless enters the game for C. McCollum,,39-40,,
5:20.0,,,39-41,1,L. Williams makes free throw 2 of 2
5:05.0,J. Nurkic makes 2-pt shot from 3 ft (assist by A. Aminu),2,41-41,,
4:55.0,,,41-41,,LA Clippers full timeout
4:49.0,,,41-41,,T. Harris misses 2-pt shot from 13 ft
4:47.0,Defensive rebound by M. Harkless,,41-41,,
4:41.0,D. Lillard makes 3-pt shot from 26 ft,3,44-41,,
4:27.0,,,44-41,,L. Williams misses 2-pt shot from 17 ft
4:23.0,Defensive rebound by A. Aminu,,44-41,,
4:18.0,D. Lillard misses 3-pt shot from 27 ft,,44-41,,
4:14.0,,,44-41,,Defensive rebound by T. Harris
4:10.0,,,44-44,3,M. Teodosic makes 3-pt shot from 26 ft (assist by T. Harris)
3:52.0,M. Harkless makes 2-pt shot from 2 ft (assist by S. Napier),2,46-44,,
3:33.0,,,46-44,,A. Rivers misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by J. Nurkic,,46-44,,
3:14.0,A. Aminu makes 3-pt shot from 23 ft (assist by S. Napier),3,49-44,,
3:04.0,,,49-44,,M. Teodosic misses 3-pt shot from 22 ft
3:02.0,Defensive rebound by J. Nurkic,,49-44,,
2:48.0,M. Harkless makes 2-pt shot at rim,2,51-44,,
2:37.0,,,51-44,,L. Williams misses 2-pt shot from 2 ft
2:33.0,Defensive rebound by A. Aminu,,51-44,,
2:21.0,M. Harkless makes 3-pt shot from 24 ft (assist by S. Napier),3,54-44,,
2:21.0,,,54-44,,LA Clippers full timeout
2:21.0,,,54-44,,S. Thornwell enters the game for L. Williams
2:00.0,,,54-44,,Turnover by M. Teodosic (bad pass; steal by A. Aminu)
1:56.0,S. Napier makes 2-pt shot from 1 ft (assist by A. Aminu),2,56-44,,
1:43.0,,,56-47,3,M. Teodosic makes 3-pt shot from 25 ft (assist by A. Rivers)
1:24.0,J. Nurkic misses 2-pt shot from 19 ft,,56-47,,
1:22.0,,,56-47,,Defensive rebound by D. Jordan
1:09.0,,,56-50,3,T. Harris makes 3-pt shot from 25 ft (assist by D. Jordan)
0:53.0,J. Nurkic misses 2-pt shot from 2 ft,,56-50,,
0:50.0,,,56-50,,Defensive rebound by D. Jordan
0:44.0,,,56-50,,Shooting foul by M. Harkless (drawn by A. Rivers)
0:44.0,,,56-51,1,A. Rivers makes free throw 1 of 2
0:44.0,,,56-52,1,A. Rivers makes free throw 2 of 2
0:36.0,D. Lillard makes 2-pt shot from 8 ft,2,58-52,,
0:23.0,,,58-52,,T. Harris misses 2-pt shot from 14 ft
0:21.0,Defensive rebound by A. Aminu,,58-52,,
0:01.0,J. Nurkic misses 2-pt shot from 15 ft,,58-52,,
0:01.0,Offensive rebound by Team,,58-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,C. McCollum makes 2-pt shot from 20 ft,2,60-52,,
11:17.0,,,60-54,2,A. Rivers makes 2-pt shot from 6 ft (assist by D. Jordan)
10:56.0,A. Aminu misses 3-pt shot from 26 ft,,60-54,,
10:54.0,,,60-54,,Defensive rebound by T. Harris
10:47.0,,,60-56,2,D. Jordan makes 2-pt shot from 2 ft (assist by M. Teodosic)
10:34.0,J. Nurkic misses 2-pt shot from 20 ft,,60-56,,
10:32.0,,,60-56,,Defensive rebound by D. Jordan
10:26.0,,,60-56,,T. Harris misses 3-pt shot from 26 ft
10:25.0,Defensive rebound by J. Nurkic,,60-56,,
10:07.0,J. Nurkic makes 2-pt shot from 1 ft (assist by A. Aminu),2,62-56,,
9:49.0,,,62-56,,Turnover by T. Harris (bad pass; steal by M. Harkless)
9:30.0,Shooting foul by D. Jordan (drawn by J. Nurkic),,62-56,,
9:30.0,J. Nurkic misses free throw 1 of 2,,62-56,,
9:30.0,Offensive rebound by Team,,62-56,,
9:30.0,J. Nurkic makes free throw 2 of 2,1,63-56,,
9:18.0,,,63-56,,M. Teodosic misses 3-pt shot from 26 ft
9:16.0,Defensive rebound by J. Nurkic,,63-56,,
9:06.0,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard),2,65-56,,
8:37.0,,,65-56,,D. Jordan misses 2-pt shot from 4 ft
8:37.0,,,65-56,,Offensive rebound by Team
8:30.0,,,65-56,,A. Rivers misses 3-pt shot from 26 ft
8:28.0,Defensive rebound by M. Harkless,,65-56,,
8:18.0,,,65-56,,Def 3 sec tech foul by T. Harris
8:18.0,D. Lillard makes technical free throw,1,66-56,,
8:05.0,J. Nurkic makes 2-pt shot from 11 ft,2,68-56,,
8:04.0,,,68-56,,LA Clippers full timeout
7:54.0,,,68-56,,T. Harris misses 2-pt shot from 1 ft
7:51.0,Defensive rebound by J. Nurkic,,68-56,,
7:35.0,D. Lillard misses 2-pt shot from 1 ft,,68-56,,
7:33.0,,,68-56,,Defensive rebound by S. Thornwell
7:26.0,,,68-56,,A. Rivers misses 2-pt shot from 3 ft (block by C. McCollum)
7:23.0,Defensive rebound by C. McCollum,,68-56,,
7:18.0,C. McCollum misses 2-pt shot from 21 ft,,68-56,,
7:18.0,Offensive rebound by Team,,68-56,,
7:18.0,,,68-56,,L. Williams enters the game for M. Teodosic
7:16.0,D. Lillard makes 2-pt shot from 18 ft (assist by M. Harkless),2,70-56,,
6:55.0,,,70-58,2,L. Williams makes 2-pt shot from 2 ft
6:32.0,J. Nurkic misses 2-pt shot from 3 ft,,70-58,,
6:32.0,Offensive rebound by Team,,70-58,,
6:29.0,J. Nurkic makes 2-pt shot from 15 ft (assist by A. Aminu),2,72-58,,
6:12.0,,,72-60,2,S. Thornwell makes 2-pt shot from 2 ft (assist by L. Williams)
6:04.0,C. McCollum makes 2-pt shot at rim,2,74-60,,
6:04.0,Shooting foul by T. Harris (drawn by C. McCollum),,74-60,,
6:04.0,C. McCollum makes free throw 1 of 1,1,75-60,,
5:49.0,,,75-62,2,A. Rivers makes 2-pt shot from 2 ft
5:27.0,C. McCollum makes 3-pt shot from 26 ft,3,78-62,,
5:18.0,Personal foul by A. Aminu (drawn by L. Williams),,78-62,,
5:18.0,,,78-62,,M. Harrell enters the game for T. Harris
5:10.0,,,78-62,,L. Williams misses 2-pt shot from 12 ft
5:03.0,,,78-62,,Offensive rebound by D. Jordan
5:03.0,,,78-64,2,D. Jordan makes 2-pt shot at rim
4:55.0,C. McCollum misses 2-pt shot from 12 ft,,78-64,,
4:52.0,,,78-64,,Defensive rebound by D. Jordan
4:44.0,,,78-64,,L. Williams misses 3-pt shot from 22 ft
4:40.0,,,78-64,,Offensive rebound by M. Harrell
4:40.0,,,78-66,2,M. Harrell makes 2-pt shot from 1 ft
4:40.0,,,78-66,,Shooting foul by A. Aminu (drawn by M. Harrell)
4:40.0,,,78-67,1,M. Harrell makes free throw 1 of 1
4:23.0,D. Lillard misses 3-pt shot from 25 ft,,78-67,,
4:22.0,,,78-67,,Defensive rebound by Team
4:22.0,Z. Collins enters the game for A. Aminu,,78-67,,
4:22.0,E. Davis enters the game for J. Nurkic,,78-67,,
4:14.0,,,78-67,,M. Harrell misses 2-pt shot from 7 ft
4:14.0,,,78-67,,Offensive rebound by Team
4:14.0,Loose ball foul by E. Davis (drawn by D. Jordan),,78-67,,
4:14.0,E. Turner enters the game for C. McCollum,,78-67,,
4:14.0,P. Connaughton enters the game for M. Harkless,,78-67,,
4:08.0,,,78-69,2,A. Rivers makes 2-pt shot from 2 ft
4:07.0,Portland full timeout,,78-69,,
3:57.0,Turnover by D. Lillard (bad pass),,78-69,,
3:47.0,,,78-69,,S. Thornwell misses 3-pt shot from 23 ft
3:45.0,,,78-69,,Offensive rebound by Team
3:39.0,,,78-69,,Shooting foul by E. Davis (drawn by M. Harrell)
3:39.0,,,78-70,1,M. Harrell makes free throw 1 of 2
3:39.0,,,78-71,1,M. Harrell makes free throw 2 of 2
3:22.0,E. Davis misses 2-pt shot from 11 ft,,78-71,,
3:19.0,,,78-71,,Defensive rebound by M. Harrell
3:11.0,,,78-71,,A. Rivers misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by E. Davis,,78-71,,
3:04.0,Shooting foul by L. Williams (drawn by E. Turner),,78-71,,
3:04.0,E. Turner makes free throw 1 of 2,1,79-71,,
3:04.0,E. Turner misses free throw 2 of 2,,79-71,,
3:02.0,,,79-71,,Defensive rebound by D. Jordan
2:50.0,,,79-71,,M. Harrell misses 2-pt shot from 2 ft
2:47.0,Defensive rebound by E. Davis,,79-71,,
2:41.0,Z. Collins makes 3-pt shot from 22 ft (assist by E. Turner),3,82-71,,
2:29.0,,,82-71,,L. Williams misses 2-pt shot from 3 ft
2:24.0,Defensive rebound by Z. Collins,,82-71,,
2:22.0,Shooting foul by A. Rivers (drawn by Z. Collins),,82-71,,
2:22.0,Z. Collins makes free throw 1 of 2,1,83-71,,
2:22.0,,,83-71,,B. Marjanovic enters the game for D. Jordan
2:22.0,,,83-71,,J. Evans enters the game for A. Rivers
2:22.0,Z. Collins misses free throw 2 of 2,,83-71,,
2:20.0,,,83-71,,Defensive rebound by M. Harrell
2:06.0,,,83-71,,Shooting foul by P. Connaughton (drawn by L. Williams)
2:06.0,,,83-72,1,L. Williams makes free throw 1 of 2
2:06.0,,,83-73,1,L. Williams makes free throw 2 of 2
1:52.0,P. Connaughton misses 3-pt shot from 25 ft,,83-73,,
1:50.0,Offensive rebound by Team,,83-73,,
1:41.0,P. Connaughton misses 2-pt shot at rim,,83-73,,
1:37.0,Offensive rebound by E. Davis,,83-73,,
1:37.0,E. Davis makes 2-pt shot at rim,2,85-73,,
1:30.0,Personal foul by Z. Collins (drawn by M. Harrell),,85-73,,
1:30.0,,,85-73,,M. Harrell misses free throw 1 of 2
1:30.0,,,85-73,,Offensive rebound by Team
1:30.0,,,85-74,1,M. Harrell makes free throw 2 of 2
1:15.0,D. Lillard makes 3-pt shot from 27 ft,3,88-74,,
1:08.0,Personal foul by Z. Collins (drawn by M. Harrell),,88-74,,
1:08.0,,,88-75,1,M. Harrell makes free throw 1 of 2
1:08.0,,,88-75,,M. Harrell misses free throw 2 of 2
1:04.0,,,88-75,,Offensive rebound by M. Harrell
1:01.0,,,88-75,,S. Thornwell misses 2-pt shot from 2 ft
1:00.0,,,88-75,,Offensive rebound by M. Harrell
1:00.0,,,88-77,2,M. Harrell makes 2-pt shot at rim
0:52.0,Turnover by Z. Collins (bad pass; steal by S. Thornwell),,88-77,,
0:48.0,,,88-79,2,S. Thornwell makes 2-pt shot from 1 ft
0:44.0,Offensive charge foul by P. Connaughton (drawn by L. Williams),,88-79,,
0:44.0,Turnover by P. Connaughton (offensive foul),,88-79,,
0:37.0,,,88-81,2,L. Williams makes 2-pt shot from 19 ft
0:18.0,D. Lillard misses 2-pt shot from 2 ft,,88-81,,
0:15.0,Offensive rebound by P. Connaughton,,88-81,,
0:14.0,Shooting foul by S. Thornwell (drawn by D. Lillard),,88-81,,
0:14.0,D. Lillard makes free throw 1 of 3,1,89-81,,
0:14.0,D. Lillard makes free throw 2 of 3,1,90-81,,
0:14.0,,,90-81,,A. Rivers enters the game for S. Thornwell
0:14.0,,,90-81,,M. Teodosic enters the game for B. Marjanovic
0:14.0,,,90-81,,T. Harris enters the game for J. Evans
0:14.0,A. Aminu enters the game for Z. Collins,,90-81,,
0:14.0,D. Lillard makes free throw 3 of 3,1,91-81,,
0:05.0,,,91-81,,Offensive foul by M. Harrell (drawn by E. Turner)
0:05.0,,,91-81,,Turnover by M. Harrell (offensive foul)
0:05.0,,,91-81,,S. Thornwell enters the game for L. Williams
0:05.0,,,91-81,,J. Evans enters the game for M. Teodosic
0:05.0,C. McCollum enters the game for E. Davis,,91-81,,
0:05.0,S. Napier enters the game for A. Aminu,,91-81,,
0:02.0,D. Lillard misses 2-pt shot from 2 ft (block by M. Harrell),,91-81,,
0:02.0,,,91-81,,Defensive rebound by S. Thornwell
0:00.0,,,91-81,,S. Thornwell misses 3-pt shot from 57 ft
0:00.0,,,91-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,91-83,2,L. Williams makes 2-pt shot from 21 ft (assist by M. Harrell)
11:33.0,C. McCollum misses 2-pt shot from 18 ft,,91-83,,
11:32.0,Offensive rebound by Team,,91-83,,
11:32.0,,,91-83,,Loose ball foul by A. Rivers (drawn by E. Davis)
11:24.0,E. Turner makes 2-pt shot from 16 ft (assist by C. McCollum),2,93-83,,
11:24.0,Shooting foul by M. Teodosic (drawn by E. Turner),,93-83,,
11:24.0,E. Turner makes free throw 1 of 1,1,94-83,,
11:10.0,,,94-83,,Shooting foul by E. Davis (drawn by A. Rivers)
11:10.0,J. Nurkic enters the game for E. Davis,,94-83,,
11:10.0,,,94-84,1,A. Rivers makes free throw 1 of 2
11:10.0,,,94-84,,A. Rivers misses free throw 2 of 2
11:09.0,Defensive rebound by A. Aminu,,94-84,,
10:54.0,J. Nurkic makes 2-pt shot from 2 ft (assist by S. Napier),2,96-84,,
10:41.0,,,96-86,2,T. Harris makes 2-pt shot from 8 ft (assist by A. Rivers)
10:30.0,C. McCollum makes 2-pt shot at rim,2,98-86,,
10:14.0,,,98-88,2,M. Harrell makes 2-pt shot from 10 ft
10:14.0,,,98-88,,Shooting foul by A. Aminu (drawn by M. Harrell)
10:14.0,,,98-89,1,M. Harrell makes free throw 1 of 1
9:59.0,Turnover by A. Aminu (bad pass; steal by M. Harrell),,98-89,,
9:52.0,,,98-89,,M. Harrell misses 2-pt shot from 1 ft (block by J. Nurkic)
9:49.0,Defensive rebound by A. Aminu,,98-89,,
9:41.0,A. Aminu misses 2-pt shot from 1 ft,,98-89,,
9:39.0,Offensive rebound by A. Aminu,,98-89,,
9:32.0,Jump ball: A. Rivers vs. A. Aminu (J. Nurkic gains possession),,,,Jump ball: A. Rivers vs. A. Aminu (J. Nurkic gains possession)
9:25.0,J. Nurkic misses 2-pt shot from 6 ft,,98-89,,
9:21.0,Offensive rebound by A. Aminu,,98-89,,
9:21.0,A. Aminu makes 2-pt shot at rim,2,100-89,,
9:16.0,,,100-89,,L. Williams misses 2-pt shot from 8 ft
9:13.0,Defensive rebound by S. Napier,,100-89,,
8:56.0,,,100-89,,Personal foul by T. Harris (drawn by A. Aminu)
8:56.0,M. Harkless enters the game for E. Turner,,100-89,,
8:50.0,C. McCollum makes 2-pt shot from 17 ft,2,102-89,,
8:36.0,,,102-89,,L. Williams misses 3-pt shot from 24 ft (block by S. Napier)
8:35.0,Defensive rebound by S. Napier,,102-89,,
8:28.0,M. Harkless makes 3-pt shot from 25 ft (assist by S. Napier),3,105-89,,
8:26.0,,,105-89,,LA Clippers full timeout
8:26.0,,,105-89,,S. Thornwell enters the game for M. Teodosic
8:11.0,,,105-89,,M. Harrell misses 2-pt shot from 4 ft (block by J. Nurkic)
8:07.0,Defensive rebound by C. McCollum,,105-89,,
8:06.0,,,105-89,,Personal foul by M. Harrell (drawn by J. Nurkic)
8:00.0,Turnover by J. Nurkic (bad pass; steal by A. Rivers),,105-89,,
7:51.0,,,105-92,3,L. Williams makes 3-pt shot from 25 ft
7:33.0,A. Aminu makes 2-pt shot from 1 ft,2,107-92,,
7:20.0,,,107-92,,T. Harris misses 3-pt shot from 26 ft
7:18.0,Defensive rebound by J. Nurkic,,107-92,,
7:02.0,J. Nurkic makes 2-pt shot from 1 ft (assist by S. Napier),2,109-92,,
6:38.0,,,109-92,,S. Thornwell misses 2-pt shot from 3 ft (block by J. Nurkic)
6:35.0,Defensive rebound by C. McCollum,,109-92,,
6:33.0,Turnover by S. Napier (bad pass; steal by T. Harris),,109-92,,
6:25.0,,,109-95,3,L. Williams makes 3-pt shot from 24 ft (assist by T. Harris)
