time,Indiana,pts.away,score,pts.home,Detroit
10:44.0,V. Oladipo misses 3-pt shot from 25 ft,,54-62,,
10:39.0,,,54-62,,Defensive rebound by A. Drummond
10:29.0,Personal foul by V. Oladipo (drawn by A. Bradley),,54-62,,
10:20.0,,,54-62,,T. Harris misses 2-pt shot from 15 ft
10:17.0,Defensive rebound by B. Bogdanovic,,54-62,,
10:13.0,V. Oladipo makes 2-pt shot at rim (assist by D. Collison),2,56-62,,
9:53.0,,,56-62,,T. Harris misses 3-pt shot from 24 ft
9:52.0,Defensive rebound by Team,,56-62,,
9:52.0,,,56-62,,Loose ball foul by A. Drummond (drawn by M. Turner)
9:40.0,Turnover by V. Oladipo (traveling),,56-62,,
9:31.0,Personal foul by M. Turner (drawn by A. Bradley),,56-62,,
9:31.0,A. Jefferson enters the game for M. Turner,,56-62,,
9:31.0,Personal foul by D. Collison (drawn by R. Jackson),,56-62,,
9:26.0,,,56-62,,Personal foul by T. Harris (drawn by T. Young)
9:26.0,,,56-62,,Turnover by T. Harris (turnover)
9:10.0,T. Young makes 2-pt shot from 7 ft,2,58-62,,
8:52.0,,,58-62,,A. Bradley misses 2-pt shot from 3 ft
8:46.0,Defensive rebound by A. Jefferson,,58-62,,
8:44.0,A. Jefferson misses 2-pt shot from 18 ft,,58-62,,
8:40.0,,,58-62,,Defensive rebound by A. Drummond
8:33.0,Personal foul by T. Young (drawn by A. Drummond),,58-62,,
8:21.0,,,58-62,,T. Harris misses 2-pt shot from 8 ft
8:19.0,Defensive rebound by B. Bogdanovic,,58-62,,
8:12.0,Personal foul by V. Oladipo (drawn by A. Bradley),,58-62,,
8:12.0,Turnover by V. Oladipo (turnover),,58-62,,
8:01.0,,,58-62,,A. Bradley misses 3-pt shot from 25 ft
7:57.0,Defensive rebound by B. Bogdanovic,,58-62,,
7:55.0,,,58-62,,Personal foul by R. Jackson (drawn by B. Bogdanovic)
7:40.0,A. Jefferson makes 2-pt shot from 9 ft (assist by V. Oladipo),2,60-62,,
7:20.0,,,60-62,,R. Bullock misses 3-pt shot from 23 ft
7:19.0,,,60-62,,Offensive rebound by A. Drummond
7:19.0,Personal foul by A. Jefferson (drawn by A. Drummond),,60-62,,
7:19.0,,,60-62,,A. Drummond misses free throw 1 of 2
7:19.0,,,60-62,,Offensive rebound by Team
7:19.0,,,60-62,,A. Drummond misses free throw 2 of 2
7:16.0,Defensive rebound by A. Jefferson,,60-62,,
7:04.0,D. Collison misses 3-pt shot from 26 ft,,60-62,,
7:02.0,,,60-62,,Defensive rebound by A. Drummond
6:55.0,,,60-62,,Turnover by A. Drummond (turnover)
6:55.0,,,60-62,,Detroit full timeout
6:42.0,,,60-62,,Def 3 sec tech foul by T. Harris
6:42.0,B. Bogdanovic makes technical free throw,1,61-62,,
6:34.0,D. Collison misses 3-pt shot from 26 ft,,61-62,,
6:31.0,,,61-62,,Defensive rebound by T. Harris
6:26.0,,,61-64,2,T. Harris makes 2-pt shot from 7 ft
6:26.0,,,61-64,,Shooting foul by A. Jefferson (drawn by T. Harris)
6:26.0,,,61-65,1,T. Harris makes free throw 1 of 1
5:59.0,D. Collison makes 2-pt shot from 19 ft (assist by A. Jefferson),2,63-65,,
5:45.0,,,63-65,,Turnover by A. Drummond (bad pass; steal by V. Oladipo)
5:44.0,V. Oladipo makes 2-pt shot at rim,2,65-65,,
5:27.0,,,65-67,2,R. Jackson makes 2-pt shot from 7 ft
5:27.0,,,65-67,,Shooting foul by D. Collison (drawn by R. Jackson)
5:27.0,,,65-68,1,R. Jackson makes free throw 1 of 1
5:12.0,B. Bogdanovic misses 2-pt shot from 15 ft,,65-68,,
5:10.0,,,65-68,,Defensive rebound by R. Bullock
5:01.0,,,65-70,2,R. Jackson makes 2-pt shot from 11 ft
4:47.0,Turnover by V. Oladipo (bad pass; steal by R. Bullock),,65-70,,
4:42.0,,,65-73,3,A. Bradley makes 3-pt shot from 25 ft (assist by R. Bullock)
4:41.0,Indiana full timeout,,65-73,,
4:41.0,,,65-73,,L. Galloway enters the game for R. Bullock
4:41.0,L. Stephenson enters the game for B. Bogdanovic,,65-73,,
4:33.0,,,65-73,,Personal foul by T. Harris (drawn by T. Young)
4:24.0,V. Oladipo misses 3-pt shot from 25 ft,,65-73,,
4:22.0,,,65-73,,Defensive rebound by T. Harris
4:14.0,,,65-73,,A. Bradley misses 3-pt shot from 24 ft
4:11.0,Defensive rebound by A. Jefferson,,65-73,,
3:54.0,T. Young misses 2-pt shot from 14 ft,,65-73,,
3:51.0,,,65-73,,Defensive rebound by L. Galloway
3:44.0,,,65-76,3,T. Harris makes 3-pt shot from 25 ft (assist by R. Jackson)
3:24.0,T. Young misses 2-pt shot from 18 ft,,65-76,,
3:20.0,,,65-76,,Defensive rebound by R. Jackson
3:13.0,,,65-76,,R. Jackson misses 2-pt shot from 5 ft
3:13.0,,,65-76,,Offensive rebound by A. Drummond
3:13.0,,,65-78,2,A. Drummond makes 2-pt shot at rim
3:13.0,,,65-78,,Shooting foul by T. Young (drawn by A. Drummond)
3:13.0,,,65-78,,I. Smith enters the game for R. Jackson
3:13.0,B. Bogdanovic enters the game for V. Oladipo,,65-78,,
3:13.0,C. Joseph enters the game for T. Young,,65-78,,
3:13.0,,,65-78,,A. Drummond misses free throw 1 of 1
3:11.0,Defensive rebound by L. Stephenson,,65-78,,
3:03.0,A. Jefferson makes 2-pt shot from 1 ft (assist by L. Stephenson),2,67-78,,
2:46.0,,,67-78,,Turnover by A. Bradley (bad pass; steal by A. Jefferson)
2:38.0,D. Collison misses 3-pt shot from 26 ft,,67-78,,
2:35.0,,,67-78,,Defensive rebound by A. Drummond
2:28.0,,,67-80,2,A. Bradley makes 2-pt shot at rim (assist by I. Smith)
2:13.0,,,67-80,,Def 3 sec tech foul by I. Smith
2:13.0,B. Bogdanovic makes technical free throw,1,68-80,,
2:13.0,,,68-80,,B. Marjanovic enters the game for A. Drummond
1:59.0,B. Bogdanovic misses 3-pt shot from 25 ft,,68-80,,
1:56.0,,,68-80,,Defensive rebound by A. Bradley
1:41.0,,,68-80,,L. Galloway misses 2-pt shot from 18 ft
1:39.0,Defensive rebound by D. Collison,,68-80,,
1:36.0,D. Collison makes 2-pt shot from 2 ft,2,70-80,,
1:36.0,Shooting foul by L. Galloway (drawn by D. Collison),,70-80,,
1:36.0,D. Collison makes free throw 1 of 1,1,71-80,,
1:15.0,,,71-80,,Turnover by A. Bradley (bad pass)
1:06.0,,,71-80,,Personal foul by B. Marjanovic (drawn by A. Jefferson)
1:06.0,A. Jefferson makes free throw 1 of 2,1,72-80,,
1:06.0,A. Jefferson makes free throw 2 of 2,1,73-80,,
0:58.0,Personal foul by C. Joseph (drawn by A. Bradley),,73-80,,
0:58.0,,,73-81,1,A. Bradley makes free throw 1 of 2
0:58.0,,,73-82,1,A. Bradley makes free throw 2 of 2
0:39.0,A. Jefferson makes 2-pt shot from 1 ft (assist by L. Stephenson),2,75-82,,
0:28.0,,,75-82,,A. Bradley misses 2-pt shot from 12 ft
0:24.0,Defensive rebound by C. Joseph,,75-82,,
0:03.0,D. Collison misses 2-pt shot from 18 ft,,75-82,,
0:00.0,,,75-82,,Defensive rebound by T. Harris
0:00.0,,,75-82,,T. Harris misses 3-pt shot from 40 ft
0:00.0,,,75-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,75-84,2,A. Drummond makes 2-pt shot from 1 ft (assist by A. Tolliver)
11:29.0,L. Stephenson misses 2-pt shot from 16 ft,,75-84,,
11:26.0,,,75-84,,Defensive rebound by A. Tolliver
11:18.0,,,75-87,3,R. Bullock makes 3-pt shot from 22 ft (assist by I. Smith)
11:05.0,V. Oladipo misses 2-pt shot from 17 ft,,75-87,,
11:03.0,,,75-87,,Defensive rebound by L. Galloway
11:00.0,,,75-90,3,A. Tolliver makes 3-pt shot from 25 ft (assist by I. Smith)
10:57.0,Indiana full timeout,,75-90,,
10:39.0,M. Turner misses 2-pt shot from 21 ft,,75-90,,
10:36.0,,,75-90,,Defensive rebound by I. Smith
10:29.0,,,75-90,,I. Smith misses 2-pt shot from 16 ft (block by C. Joseph)
10:27.0,Defensive rebound by C. Joseph,,75-90,,
10:25.0,V. Oladipo makes 2-pt shot from 2 ft (assist by C. Joseph),2,77-90,,
10:06.0,,,77-90,,Shooting foul by B. Bogdanovic (drawn by L. Galloway)
10:06.0,,,77-91,1,L. Galloway makes free throw 1 of 3
10:06.0,,,77-92,1,L. Galloway makes free throw 2 of 3
10:06.0,,,77-93,1,L. Galloway makes free throw 3 of 3
9:58.0,B. Bogdanovic misses 3-pt shot from 25 ft,,77-93,,
9:54.0,,,77-93,,Defensive rebound by A. Drummond
9:31.0,,,77-93,,I. Smith misses 3-pt shot from 26 ft
9:30.0,,,77-93,,Offensive rebound by Team
9:30.0,,,77-93,,Turnover by Team (shot clock)
9:30.0,T. Young enters the game for B. Bogdanovic,,77-93,,
9:20.0,Shooting foul by A. Drummond (drawn by C. Joseph),,77-93,,
9:20.0,C. Joseph makes free throw 1 of 2,1,78-93,,
9:20.0,C. Joseph makes free throw 2 of 2,1,79-93,,
9:08.0,,,79-93,,A. Tolliver misses 3-pt shot from 26 ft
9:03.0,Defensive rebound by M. Turner,,79-93,,
8:56.0,Turnover by L. Stephenson (bad pass),,79-93,,
8:43.0,,,79-93,,Turnover by A. Drummond (bad pass; steal by L. Stephenson)
8:37.0,C. Joseph misses 3-pt shot from 23 ft,,79-93,,
8:34.0,,,79-93,,Defensive rebound by A. Drummond
8:17.0,,,79-93,,R. Bullock misses 2-pt shot from 18 ft
8:14.0,Defensive rebound by L. Stephenson,,79-93,,
8:04.0,V. Oladipo makes 3-pt shot from 28 ft (assist by C. Joseph),3,82-93,,
7:46.0,,,82-95,2,I. Smith makes 2-pt shot from 3 ft (assist by A. Drummond)
7:39.0,C. Joseph makes 2-pt shot from 1 ft,2,84-95,,
7:39.0,,,84-95,,Detroit full timeout
7:39.0,,,84-95,,A. Bradley enters the game for L. Galloway
7:26.0,,,84-95,,A. Bradley misses 3-pt shot from 26 ft
7:23.0,Defensive rebound by T. Young,,84-95,,
7:09.0,V. Oladipo misses 2-pt shot from 7 ft,,84-95,,
7:06.0,,,84-95,,Defensive rebound by A. Drummond
6:57.0,,,84-97,2,A. Drummond makes 2-pt shot from 5 ft (assist by I. Smith)
6:36.0,C. Joseph misses 3-pt shot from 24 ft,,84-97,,
6:34.0,,,84-97,,Defensive rebound by A. Bradley
6:27.0,,,84-97,,A. Tolliver misses 3-pt shot from 26 ft
6:23.0,Defensive rebound by C. Joseph,,84-97,,
6:13.0,V. Oladipo misses 2-pt shot from 7 ft (block by A. Drummond),,84-97,,
6:10.0,Offensive rebound by L. Stephenson,,84-97,,
6:07.0,L. Stephenson misses 2-pt shot from 6 ft,,84-97,,
6:05.0,,,84-97,,Defensive rebound by A. Tolliver
5:57.0,,,84-97,,I. Smith misses 2-pt shot from 1 ft
5:53.0,,,84-97,,Offensive rebound by A. Drummond
5:53.0,,,84-99,2,A. Drummond makes 2-pt shot at rim
5:48.0,Turnover by C. Joseph (turnover),,84-99,,
5:32.0,,,84-99,,A. Drummond misses 2-pt shot from 9 ft
5:30.0,Defensive rebound by V. Oladipo,,84-99,,
5:28.0,V. Oladipo makes 2-pt shot from 2 ft,2,86-99,,
5:28.0,Shooting foul by A. Tolliver (drawn by V. Oladipo),,86-99,,
5:28.0,V. Oladipo makes free throw 1 of 1,1,87-99,,
5:05.0,,,87-99,,I. Smith misses 2-pt shot from 3 ft
5:04.0,,,87-99,,Offensive rebound by Team
5:04.0,,,87-99,,Turnover by Team (shot clock)
5:04.0,,,87-99,,R. Jackson enters the game for I. Smith
5:04.0,,,87-99,,T. Harris enters the game for A. Tolliver
