time,Sacramento,pts.away,score,pts.home,Denver
3:49.0,Defensive rebound by S. Labissiere,,10-15,,
3:34.0,S. Labissiere makes 2-pt shot from 8 ft,2,12-15,,
3:23.0,,,12-15,,W. Barton misses 3-pt shot from 25 ft
3:19.0,,,12-15,,Offensive rebound by M. Plumlee
3:17.0,,,12-17,2,M. Plumlee makes 2-pt shot from 3 ft
3:12.0,D. Fox makes 2-pt shot from 5 ft,2,14-17,,
3:12.0,Shooting foul by W. Barton (drawn by D. Fox),,14-17,,
3:12.0,,,14-17,,N. Jokic enters the game for P. Millsap
3:12.0,,,14-17,,W. Chandler enters the game for G. Harris
3:12.0,D. Fox makes free throw 1 of 1,1,15-17,,
2:58.0,,,15-17,,W. Barton misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by K. Koufos,,15-17,,
2:43.0,S. Labissiere misses 2-pt shot from 16 ft,,15-17,,
2:39.0,,,15-17,,Defensive rebound by W. Barton
2:37.0,,,15-17,,Turnover by W. Barton (lost ball; steal by S. Labissiere)
2:23.0,S. Labissiere misses 2-pt shot from 5 ft,,15-17,,
2:22.0,Offensive rebound by S. Labissiere,,15-17,,
2:21.0,S. Labissiere misses 2-pt shot from 6 ft,,15-17,,
2:21.0,,,15-17,,Defensive rebound by N. Jokic
2:10.0,,,15-17,,W. Barton misses 2-pt shot from 8 ft (block by K. Koufos)
2:10.0,,,15-17,,Offensive rebound by Team
2:04.0,,,15-17,,Turnover by M. Plumlee (bad pass; steal by G. Temple)
2:04.0,,,15-17,,Personal take foul by N. Jokic (drawn by G. Temple)
1:49.0,G. Temple makes 3-pt shot from 23 ft (assist by S. Labissiere),3,18-17,,
1:22.0,,,18-17,,W. Barton misses 3-pt shot from 25 ft
1:17.0,,,18-17,,Offensive rebound by W. Chandler
1:09.0,,,18-17,,W. Chandler misses 3-pt shot from 22 ft
1:07.0,,,18-17,,Offensive rebound by M. Plumlee
1:07.0,Personal foul by D. Fox (drawn by M. Plumlee),,18-17,,
1:07.0,,,18-17,,M. Plumlee misses free throw 1 of 2
1:07.0,,,18-17,,Offensive rebound by Team
1:07.0,F. Mason enters the game for S. Labissiere,,18-17,,
1:07.0,,,18-17,,M. Plumlee misses free throw 2 of 2
1:04.0,Defensive rebound by V. Carter,,18-17,,
0:47.0,V. Carter misses 3-pt shot from 25 ft,,18-17,,
0:45.0,,,18-17,,Defensive rebound by E. Mudiay
0:36.0,,,18-17,,Turnover by N. Jokic (turnover)
0:24.0,V. Carter misses 2-pt shot from 9 ft,,18-17,,
0:21.0,,,18-17,,Defensive rebound by W. Chandler
0:00.0,,,18-17,,N. Jokic misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by Team,,18-17,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,18-19,2,K. Faried makes 2-pt shot from 8 ft (assist by W. Barton)
11:27.0,G. Temple misses 3-pt shot from 25 ft,,18-19,,
11:25.0,,,18-19,,Defensive rebound by E. Mudiay
11:23.0,,,18-22,3,W. Barton makes 3-pt shot from 26 ft (assist by E. Mudiay)
11:01.0,F. Mason misses 2-pt shot from 23 ft,,18-22,,
10:56.0,,,18-22,,Defensive rebound by N. Jokic
10:51.0,,,18-24,2,E. Mudiay makes 2-pt shot from 6 ft
10:31.0,Turnover by D. Fox (lost ball; steal by W. Barton),,18-24,,
10:28.0,,,18-24,,W. Barton misses 2-pt shot from 4 ft
10:23.0,,,18-24,,Offensive rebound by K. Faried
10:23.0,,,18-26,2,K. Faried makes 2-pt shot at rim
10:21.0,Sacramento full timeout,,18-26,,
10:21.0,Z. Randolph enters the game for V. Carter,,18-26,,
10:05.0,Z. Randolph misses 2-pt shot from 8 ft,,18-26,,
10:02.0,Offensive rebound by D. Fox,,18-26,,
10:00.0,Turnover by F. Mason (bad pass),,18-26,,
9:48.0,,,18-26,,N. Jokic misses 2-pt shot from 5 ft
9:45.0,,,18-26,,Offensive rebound by K. Faried
9:43.0,,,18-28,2,K. Faried makes 2-pt shot from 10 ft
9:29.0,,,18-28,,Personal block foul by N. Jokic (drawn by F. Mason)
9:16.0,Turnover by G. Temple (bad pass; steal by K. Faried),,18-28,,
9:09.0,,,18-28,,J. Hernangomez misses 3-pt shot from 24 ft
9:05.0,Defensive rebound by K. Koufos,,18-28,,
8:59.0,F. Mason misses 2-pt shot from 3 ft,,18-28,,
8:59.0,Offensive rebound by Team,,18-28,,
8:59.0,G. Hill enters the game for G. Temple,,18-28,,
8:52.0,D. Fox misses 2-pt shot from 21 ft,,18-28,,
8:50.0,Offensive rebound by Z. Randolph,,18-28,,
8:48.0,Z. Randolph makes 2-pt shot from 7 ft,2,20-28,,
8:38.0,,,20-30,2,E. Mudiay makes 2-pt shot from 3 ft (assist by N. Jokic)
8:13.0,Z. Randolph makes 3-pt shot from 23 ft (assist by G. Hill),3,23-30,,
8:03.0,Personal foul by K. Koufos (drawn by N. Jokic),,23-30,,
8:03.0,,,23-30,,P. Millsap enters the game for N. Jokic
8:03.0,W. Cauley-Stein enters the game for K. Koufos,,23-30,,
7:55.0,,,23-30,,Shooting foul by Z. Randolph (drawn by K. Faried)
7:55.0,,,23-31,1,K. Faried makes free throw 1 of 2
7:55.0,,,23-31,,K. Faried misses free throw 2 of 2
7:52.0,Defensive rebound by W. Cauley-Stein,,23-31,,
7:41.0,Turnover by Z. Randolph (bad pass; steal by K. Faried),,23-31,,
7:30.0,,,23-31,,K. Faried misses 2-pt shot from 15 ft
7:26.0,Defensive rebound by D. Fox,,23-31,,
7:23.0,D. Fox misses 2-pt shot from 6 ft (block by K. Faried),,23-31,,
7:20.0,,,23-31,,Defensive rebound by E. Mudiay
7:10.0,Personal foul by D. Fox (drawn by P. Millsap),,23-31,,
7:10.0,B. Hield enters the game for D. Fox,,23-31,,
7:04.0,,,23-33,2,K. Faried makes 2-pt shot from 4 ft (assist by E. Mudiay)
7:02.0,Sacramento full timeout,,23-33,,
6:39.0,Z. Randolph makes 2-pt shot from 2 ft (assist by W. Cauley-Stein),2,25-33,,
6:24.0,,,25-33,,G. Harris enters the game for J. Hernangomez
6:14.0,,,25-33,,E. Mudiay misses 3-pt shot from 24 ft
6:12.0,Defensive rebound by W. Cauley-Stein,,25-33,,
6:05.0,,,25-33,,Personal foul by P. Millsap (drawn by Z. Randolph)
5:51.0,Turnover by Team (shot clock),,25-33,,
5:32.0,,,25-36,3,G. Harris makes 3-pt shot from 24 ft (assist by P. Millsap)
5:11.0,B. Hield misses 3-pt shot from 23 ft,,25-36,,
5:08.0,,,25-36,,Defensive rebound by W. Barton
5:04.0,,,25-36,,Offensive charge foul by E. Mudiay (drawn by W. Cauley-Stein)
5:04.0,,,25-36,,Turnover by E. Mudiay (offensive foul)
5:04.0,,,25-36,,W. Chandler enters the game for E. Mudiay
5:04.0,,,25-36,,J. Murray enters the game for W. Barton
4:52.0,G. Hill misses 2-pt shot from 8 ft,,25-36,,
4:52.0,Offensive rebound by Team,,25-36,,
4:52.0,,,25-36,,N. Jokic enters the game for K. Faried
4:37.0,Z. Randolph makes 2-pt shot from 3 ft,2,27-36,,
4:25.0,,,27-36,,Turnover by G. Harris (bad pass; steal by Z. Randolph)
4:21.0,F. Mason misses 2-pt shot from 16 ft,,27-36,,
4:16.0,,,27-36,,Defensive rebound by J. Murray
4:13.0,,,27-36,,G. Harris misses 3-pt shot from 24 ft
4:10.0,Defensive rebound by W. Cauley-Stein,,27-36,,
4:05.0,B. Hield misses 2-pt shot from 3 ft,,27-36,,
4:03.0,,,27-36,,Defensive rebound by P. Millsap
3:47.0,,,27-38,2,J. Murray makes 2-pt shot from 15 ft
3:42.0,Sacramento full timeout,,27-38,,
3:42.0,S. Labissiere enters the game for F. Mason,,27-38,,
3:42.0,J. Jackson enters the game for Z. Randolph,,27-38,,
3:36.0,Turnover by G. Hill (turnover),,27-38,,
3:24.0,Personal foul by J. Jackson (drawn by W. Chandler),,27-38,,
3:16.0,,,27-38,,W. Chandler misses 2-pt shot from 5 ft
3:14.0,,,27-38,,Offensive rebound by W. Chandler
3:12.0,,,27-38,,W. Chandler misses 2-pt shot from 6 ft
3:12.0,Defensive rebound by B. Hield,,27-38,,
3:04.0,,,27-38,,Personal block foul by N. Jokic (drawn by W. Cauley-Stein)
3:04.0,,,27-38,,K. Faried enters the game for N. Jokic
2:49.0,J. Jackson misses 2-pt shot from 13 ft,,27-38,,
2:47.0,,,27-38,,Defensive rebound by P. Millsap
2:42.0,,,27-38,,K. Faried misses 2-pt shot from 3 ft
2:42.0,,,27-38,,Offensive rebound by W. Chandler
2:42.0,,,27-38,,Turnover by W. Chandler (offensive goaltending)
2:27.0,Shooting foul by K. Faried (drawn by W. Cauley-Stein),,27-38,,
2:27.0,W. Cauley-Stein misses free throw 1 of 2,,27-38,,
2:27.0,Offensive rebound by Team,,27-38,,
2:27.0,W. Cauley-Stein misses free throw 2 of 2,,27-38,,
2:23.0,,,27-38,,Defensive rebound by P. Millsap
2:12.0,,,27-38,,Shooting foul by B. Hield (drawn by K. Faried)
2:12.0,,,27-38,,K. Faried misses free throw 1 of 2
2:12.0,,,27-38,,Offensive rebound by Team
2:12.0,,,27-39,1,K. Faried makes free throw 2 of 2
1:57.0,G. Hill makes 2-pt shot from 20 ft,2,29-39,,
1:38.0,,,29-39,,P. Millsap misses 2-pt shot from 9 ft
1:35.0,,,29-39,,Offensive rebound by W. Chandler
1:29.0,,,29-39,,Turnover by K. Faried (turnover)
1:15.0,,,29-39,,Def 3 sec tech foul by K. Faried
1:15.0,B. Hield makes technical free throw,1,30-39,,
1:07.0,B. Hield misses 2-pt shot from 13 ft,,30-39,,
1:04.0,,,30-39,,Defensive rebound by K. Faried
0:53.0,,,30-39,,J. Murray misses 2-pt shot from 9 ft
0:50.0,,,30-39,,Offensive rebound by J. Murray
0:48.0,,,30-42,3,P. Millsap makes 3-pt shot from 26 ft (assist by J. Murray)
0:33.0,S. Labissiere makes 2-pt shot from 15 ft,2,32-42,,
0:23.0,,,32-42,,J. Murray misses 2-pt shot from 3 ft
0:21.0,Defensive rebound by S. Labissiere,,32-42,,
0:10.0,,,32-42,,Personal foul by J. Murray (drawn by G. Hill)
0:10.0,G. Hill makes free throw 1 of 2,1,33-42,,
0:10.0,D. Fox enters the game for S. Labissiere,,33-42,,
0:10.0,G. Hill makes free throw 2 of 2,1,34-42,,
0:00.0,,,34-42,,J. Murray misses 3-pt shot from 25 ft
0:00.0,,,34-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,34-44,2,P. Millsap makes 2-pt shot from 2 ft (assist by N. Jokic)
11:16.0,J. Jackson misses 3-pt shot from 25 ft,,34-44,,
11:14.0,,,34-44,,Defensive rebound by P. Millsap
11:04.0,,,34-47,3,P. Millsap makes 3-pt shot from 22 ft (assist by W. Chandler)
10:46.0,B. Hield misses 2-pt shot from 5 ft,,34-47,,
10:40.0,Offensive rebound by Z. Randolph,,34-47,,
10:40.0,Z. Randolph makes 2-pt shot at rim,2,36-47,,
10:24.0,,,36-47,,J. Murray misses 2-pt shot from 7 ft
10:24.0,Defensive rebound by Team,,36-47,,
10:05.0,Offensive charge foul by Z. Randolph (drawn by P. Millsap),,36-47,,
10:05.0,Turnover by Z. Randolph (offensive foul),,36-47,,
9:55.0,,,36-47,,P. Millsap misses 3-pt shot from 26 ft
9:54.0,Defensive rebound by Team,,36-47,,
9:40.0,,,36-47,,Personal foul by G. Harris (drawn by Z. Randolph)
9:30.0,,,36-47,,Personal foul by G. Harris (drawn by G. Hill)
9:19.0,G. Hill misses 3-pt shot from 28 ft,,36-47,,
9:16.0,,,36-47,,Defensive rebound by N. Jokic
8:59.0,,,36-49,2,G. Harris makes 2-pt shot from 5 ft (assist by N. Jokic)
8:34.0,Z. Randolph misses 2-pt shot from 8 ft,,36-49,,
8:32.0,,,36-49,,Defensive rebound by W. Chandler
8:28.0,,,36-49,,Turnover by G. Harris (bad pass)
8:15.0,B. Hield misses 3-pt shot from 24 ft,,36-49,,
8:12.0,,,36-49,,Defensive rebound by P. Millsap
7:59.0,,,36-49,,P. Millsap misses 2-pt shot from 6 ft
7:59.0,Defensive rebound by B. Hield,,36-49,,
7:59.0,,,36-49,,Personal foul by G. Harris (drawn by B. Hield)
7:40.0,J. Jackson makes 2-pt shot from 3 ft (assist by B. Hield),2,38-49,,
7:29.0,,,38-49,,W. Chandler misses 2-pt shot from 4 ft
7:26.0,Defensive rebound by Z. Randolph,,38-49,,
7:17.0,B. Hield misses 3-pt shot from 25 ft,,38-49,,
7:13.0,,,38-49,,Defensive rebound by W. Chandler
7:00.0,,,38-49,,Turnover by G. Harris (bad pass; steal by Z. Randolph)
6:54.0,B. Hield makes 2-pt shot from 3 ft,2,40-49,,
6:54.0,,,40-49,,Denver full timeout
6:35.0,,,40-49,,P. Millsap misses 2-pt shot from 8 ft
6:33.0,Defensive rebound by W. Cauley-Stein,,40-49,,
6:13.0,Z. Randolph misses 2-pt shot from 8 ft,,40-49,,
6:10.0,,,40-49,,Defensive rebound by P. Millsap
6:03.0,,,40-49,,G. Harris misses 3-pt shot from 23 ft
5:59.0,,,40-49,,Offensive rebound by W. Chandler
5:45.0,,,40-49,,J. Murray misses 3-pt shot from 25 ft
5:42.0,Defensive rebound by W. Cauley-Stein,,40-49,,
5:26.0,Z. Randolph misses 2-pt shot from 7 ft,,40-49,,
5:24.0,,,40-49,,Defensive rebound by N. Jokic
5:20.0,,,40-51,2,G. Harris makes 2-pt shot from 5 ft (assist by N. Jokic)
4:58.0,Turnover by J. Jackson (bad pass; steal by J. Murray),,40-51,,
4:51.0,,,40-53,2,P. Millsap makes 2-pt shot from 3 ft (assist by J. Murray)
4:35.0,Turnover by G. Hill (bad pass; steal by W. Chandler),,40-53,,
4:34.0,Personal take foul by J. Jackson (drawn by W. Chandler),,40-53,,
4:34.0,,,40-53,,E. Mudiay enters the game for W. Chandler
4:34.0,,,40-53,,M. Plumlee enters the game for J. Murray
4:34.0,,,40-53,,W. Barton enters the game for N. Jokic
4:34.0,D. Fox enters the game for B. Hield,,40-53,,
4:32.0,,,40-53,,M. Plumlee misses 2-pt shot from 3 ft
4:29.0,Defensive rebound by Z. Randolph,,40-53,,
4:26.0,D. Fox misses 2-pt shot from 7 ft,,40-53,,
4:26.0,W. Cauley-Stein misses 2-pt shot from 4 ft,,40-53,,
4:26.0,Offensive rebound by Z. Randolph,,40-53,,
4:26.0,Z. Randolph misses 2-pt shot at rim,,40-53,,
4:26.0,Offensive rebound by Z. Randolph,,40-53,,
4:26.0,Offensive rebound by W. Cauley-Stein,,40-53,,
4:19.0,Z. Randolph misses 2-pt shot at rim (block by P. Millsap),,40-53,,
4:19.0,,,40-53,,Defensive rebound by P. Millsap
4:09.0,,,40-56,3,G. Harris makes 3-pt shot from 25 ft (assist by W. Barton)
4:03.0,D. Fox makes 2-pt shot from 5 ft,2,42-56,,
3:50.0,,,42-56,,E. Mudiay misses 2-pt shot from 15 ft
3:47.0,Defensive rebound by Z. Randolph,,42-56,,
3:39.0,D. Fox makes 2-pt shot from 14 ft,2,44-56,,
3:21.0,Personal foul by D. Fox (drawn by E. Mudiay),,44-56,,
3:21.0,G. Temple enters the game for G. Hill,,44-56,,
3:21.0,,,44-56,,G. Harris misses technical free throw
3:21.0,,,44-56,,Offensive rebound by Team
3:21.0,Technical foul by Z. Randolph,,44-56,,
3:21.0,S. Labissiere enters the game for Z. Randolph,,44-56,,
3:10.0,,,44-56,,M. Plumlee misses 2-pt shot from 9 ft
3:08.0,Defensive rebound by W. Cauley-Stein,,44-56,,
2:59.0,S. Labissiere makes 2-pt shot from 9 ft (assist by G. Temple),2,46-56,,
2:45.0,,,46-59,3,W. Barton makes 3-pt shot from 25 ft
2:35.0,D. Fox misses 2-pt shot from 7 ft,,46-59,,
2:32.0,,,46-59,,Defensive rebound by E. Mudiay
2:27.0,Violation by W. Cauley-Stein (kicked ball),,46-59,,
2:27.0,Sacramento full timeout,,46-59,,
2:27.0,,,46-59,,N. Jokic enters the game for P. Millsap
2:27.0,M. Richardson enters the game for J. Jackson,,46-59,,
2:20.0,,,46-59,,M. Plumlee misses 2-pt shot from 6 ft
2:19.0,Defensive rebound by G. Temple,,46-59,,
2:07.0,W. Cauley-Stein misses 2-pt shot from 3 ft,,46-59,,
2:05.0,,,46-59,,Defensive rebound by N. Jokic
2:00.0,,,46-62,3,W. Barton makes 3-pt shot from 25 ft
1:34.0,W. Cauley-Stein misses 2-pt shot from 5 ft,,46-62,,
1:28.0,Offensive rebound by S. Labissiere,,46-62,,
1:28.0,S. Labissiere makes 2-pt shot at rim,2,48-62,,
1:10.0,,,48-62,,W. Barton misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by W. Cauley-Stein,,48-62,,
1:05.0,,,48-62,,Personal foul by E. Mudiay (drawn by D. Fox)
1:05.0,K. Koufos enters the game for W. Cauley-Stein,,48-62,,
0:56.0,Turnover by G. Temple (lost ball; steal by G. Harris),,48-62,,
0:51.0,,,48-64,2,M. Plumlee makes 2-pt shot from 4 ft (assist by E. Mudiay)
0:51.0,,,48-64,,Shooting foul by M. Richardson (drawn by M. Plumlee)
0:51.0,,,48-64,,Violation by N. Jokic (lane)
0:49.0,,,48-64,,W. Chandler enters the game for G. Harris
0:32.0,S. Labissiere makes 2-pt shot from 12 ft (assist by G. Temple),2,50-64,,
0:22.0,,,50-64,,Shooting foul by D. Fox (drawn by E. Mudiay)
0:22.0,,,50-65,1,E. Mudiay makes free throw 1 of 2
0:22.0,,,50-65,,K. Faried enters the game for N. Jokic
0:22.0,,,50-66,1,E. Mudiay makes free throw 2 of 2
0:01.0,D. Fox makes 2-pt shot from 7 ft,2,52-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,Turnover by S. Labissiere (traveling),,52-66,,
11:27.0,,,52-66,,N. Jokic misses 2-pt shot from 19 ft
11:24.0,,,52-66,,Offensive rebound by K. Faried
11:07.0,,,52-68,2,E. Mudiay makes 2-pt shot from 4 ft (assist by W. Chandler)
10:47.0,G. Temple misses 3-pt shot from 22 ft,,52-68,,
10:44.0,,,52-68,,Defensive rebound by E. Mudiay
10:34.0,,,52-68,,W. Chandler misses 3-pt shot from 25 ft
10:30.0,Defensive rebound by D. Fox,,52-68,,
10:27.0,Turnover by D. Fox (lost ball; steal by N. Jokic),,52-68,,
10:23.0,,,52-68,,E. Mudiay misses 2-pt shot from 3 ft (block by G. Temple)
10:18.0,,,52-68,,Offensive rebound by W. Barton
10:16.0,,,52-70,2,W. Barton makes 2-pt shot from 3 ft
9:59.0,M. Richardson misses 2-pt shot from 16 ft,,52-70,,
9:53.0,,,52-70,,Defensive rebound by K. Faried
9:39.0,,,52-70,,Turnover by N. Jokic (bad pass; steal by K. Koufos)
9:37.0,Shooting foul by E. Mudiay (drawn by G. Temple),,52-70,,
9:37.0,G. Temple misses free throw 1 of 2,,52-70,,
9:37.0,Offensive rebound by Team,,52-70,,
9:37.0,G. Temple makes free throw 2 of 2,1,53-70,,
9:26.0,,,53-70,,Offensive foul by N. Jokic (drawn by G. Temple)
9:26.0,,,53-70,,Turnover by N. Jokic (offensive foul)
9:11.0,S. Labissiere misses 2-pt shot from 17 ft,,53-70,,
9:08.0,,,53-70,,Defensive rebound by E. Mudiay
9:06.0,Personal foul by G. Temple (drawn by E. Mudiay),,53-70,,
8:58.0,,,53-70,,E. Mudiay misses 2-pt shot from 4 ft
8:55.0,,,53-70,,Offensive rebound by K. Faried
8:52.0,,,53-72,2,K. Faried makes 2-pt shot from 8 ft
8:43.0,M. Richardson misses 2-pt shot from 5 ft,,53-72,,
8:41.0,,,53-72,,Defensive rebound by K. Faried
8:36.0,,,53-72,,E. Mudiay misses 2-pt shot from 3 ft (block by S. Labissiere)
8:36.0,Defensive rebound by Team,,53-72,,
8:36.0,,,53-72,,Loose ball foul by K. Faried (drawn by M. Richardson)
8:23.0,D. Fox makes 2-pt shot from 3 ft (assist by K. Koufos),2,55-72,,
8:02.0,,,55-74,2,W. Barton makes 2-pt shot from 3 ft (assist by W. Chandler)
7:49.0,D. Fox misses 2-pt shot from 8 ft,,55-74,,
7:47.0,,,55-74,,Defensive rebound by N. Jokic
7:41.0,Sacramento full timeout,,55-74,,
7:41.0,F. Mason enters the game for G. Temple,,55-74,,
7:40.0,,,55-76,2,K. Faried makes 2-pt shot from 3 ft (assist by W. Chandler)
7:31.0,F. Mason makes 2-pt shot from 4 ft (assist by D. Fox),2,57-76,,
7:31.0,Shooting foul by E. Mudiay (drawn by F. Mason),,57-76,,
7:31.0,F. Mason makes free throw 1 of 1,1,58-76,,
7:17.0,,,58-76,,W. Barton misses 3-pt shot from 24 ft
7:13.0,Defensive rebound by F. Mason,,58-76,,
7:10.0,M. Richardson makes 3-pt shot from 23 ft (assist by F. Mason),3,61-76,,
6:57.0,,,61-79,3,W. Chandler makes 3-pt shot from 25 ft (assist by K. Faried)
6:38.0,K. Koufos makes 2-pt shot from 2 ft (assist by M. Richardson),2,63-79,,
6:20.0,,,63-79,,E. Mudiay misses 3-pt shot from 24 ft
6:17.0,Defensive rebound by M. Richardson,,63-79,,
6:00.0,S. Labissiere misses 2-pt shot from 9 ft,,63-79,,
5:57.0,,,63-79,,Defensive rebound by E. Mudiay
5:56.0,Personal foul by S. Labissiere (drawn by K. Faried),,63-79,,
5:56.0,,,63-79,,P. Millsap enters the game for N. Jokic
5:56.0,J. Sampson enters the game for K. Koufos,,63-79,,
5:39.0,,,63-79,,K. Faried misses 2-pt shot from 6 ft
5:39.0,,,63-79,,Offensive rebound by P. Millsap
5:39.0,,,63-79,,Shooting foul by S. Labissiere (drawn by P. Millsap)
5:39.0,,,63-80,1,P. Millsap makes free throw 1 of 2
5:39.0,,,63-81,1,P. Millsap makes free throw 2 of 2
5:20.0,M. Richardson misses 2-pt shot from 21 ft,,63-81,,
5:18.0,,,63-81,,Defensive rebound by K. Faried
4:59.0,,,63-81,,Turnover by P. Millsap (lost ball; steal by S. Labissiere)
4:55.0,F. Mason misses 2-pt shot from 5 ft,,63-81,,
4:53.0,D. Fox makes 2-pt shot from 3 ft,2,65-81,,
4:53.0,,,65-81,,Denver full timeout
4:53.0,,,65-81,,G. Harris enters the game for W. Chandler
4:52.0,Defensive rebound by D. Fox,,65-81,,
4:33.0,,,65-81,,Shooting foul by J. Sampson (drawn by P. Millsap)
4:33.0,,,65-81,,P. Millsap misses free throw 1 of 2
4:33.0,,,65-81,,Offensive rebound by Team
