time,Indiana,pts.away,score,pts.home,Washington
4:52.0,T. Young misses free throw 1 of 2,,10-11,,
4:52.0,Offensive rebound by Team,,10-11,,
4:52.0,T. Young misses free throw 2 of 2,,10-11,,
4:48.0,,,10-11,,Defensive rebound by O. Porter
4:27.0,,,10-13,2,O. Porter makes 2-pt shot from 20 ft
4:18.0,T. Booker misses 3-pt shot from 25 ft,,10-13,,
4:15.0,,,10-13,,Defensive rebound by T. Satoransky
4:02.0,,,10-15,2,T. Satoransky makes 2-pt shot from 9 ft (assist by M. Gortat)
3:48.0,V. Oladipo misses 2-pt shot from 2 ft,,10-15,,
3:47.0,Offensive rebound by T. Booker,,10-15,,
3:47.0,Turnover by T. Booker (out of bounds lost ball),,10-15,,
3:47.0,G. Robinson enters the game for B. Bogdanovic,,10-15,,
3:31.0,,,10-15,,Shooting foul by T. Booker (drawn by M. Gortat)
3:31.0,,,10-16,1,M. Gortat makes free throw 1 of 2
3:31.0,,,10-17,1,M. Gortat makes free throw 2 of 2
3:29.0,Indiana full timeout,,10-17,,
3:29.0,D. Collison enters the game for C. Joseph,,10-17,,
3:29.0,A. Jefferson enters the game for T. Young,,10-17,,
3:07.0,G. Robinson misses 2-pt shot from 19 ft,,10-17,,
3:04.0,,,10-17,,Defensive rebound by M. Gortat
2:49.0,,,10-20,3,O. Porter makes 3-pt shot from 26 ft (assist by B. Beal)
2:30.0,A. Jefferson makes 2-pt shot from 17 ft (assist by V. Oladipo),2,12-20,,
2:08.0,,,12-20,,Turnover by M. Morris (bad pass; steal by A. Jefferson)
1:43.0,T. Booker makes 2-pt shot from 8 ft (assist by D. Collison),2,14-20,,
1:19.0,,,14-22,2,M. Gortat makes 2-pt shot from 10 ft (assist by B. Beal)
1:00.0,Turnover by V. Oladipo (bad pass; steal by B. Beal),,14-22,,
0:56.0,,,14-22,,Shooting foul by V. Oladipo (drawn by T. Satoransky)
0:56.0,,,14-22,,T. Satoransky misses free throw 1 of 2
0:56.0,,,14-22,,Offensive rebound by Team
0:56.0,,,14-22,,K. Oubre enters the game for B. Beal
0:56.0,,,14-22,,J. Meeks enters the game for M. Gortat
0:56.0,,,14-22,,I. Mahinmi enters the game for O. Porter
0:56.0,L. Stephenson enters the game for V. Oladipo,,14-22,,
0:56.0,,,14-23,1,T. Satoransky makes free throw 2 of 2
0:43.0,L. Stephenson misses 2-pt shot from 19 ft,,14-23,,
0:41.0,,,14-23,,Defensive rebound by J. Meeks
0:36.0,Personal foul by L. Stephenson (drawn by K. Oubre),,14-23,,
0:36.0,,,14-24,1,K. Oubre makes free throw 1 of 2
0:36.0,,,14-25,1,K. Oubre makes free throw 2 of 2
0:29.0,T. Booker makes 3-pt shot from 28 ft (assist by D. Collison),3,17-25,,
0:09.0,,,17-25,,J. Meeks misses 3-pt shot from 24 ft
0:05.0,,,17-25,,Offensive rebound by K. Oubre
0:01.0,,,17-25,,Turnover by I. Mahinmi (turnover)
0:01.0,D. Collison makes 3-pt shot from 25 ft (assist by L. Stephenson),2,20-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,L. Stephenson makes 3-pt shot from 25 ft (assist by B. Bogdanovic),3,23-25,,
11:27.0,Personal foul by L. Stephenson (drawn by I. Mahinmi),,23-25,,
11:15.0,,,23-25,,M. Scott misses 2-pt shot from 3 ft
11:13.0,,,23-25,,Offensive rebound by I. Mahinmi
11:12.0,,,23-27,2,I. Mahinmi makes 2-pt shot from 1 ft
10:56.0,L. Stephenson misses 2-pt shot from 5 ft,,23-27,,
10:54.0,,,23-27,,Defensive rebound by I. Mahinmi
10:50.0,,,23-27,,K. Oubre misses 3-pt shot from 25 ft
10:47.0,Defensive rebound by L. Stephenson,,23-27,,
10:31.0,G. Robinson misses 3-pt shot from 26 ft,,23-27,,
10:27.0,,,23-27,,Defensive rebound by J. Meeks
10:06.0,,,23-27,,R. Sessions misses 2-pt shot from 10 ft
10:04.0,Defensive rebound by T. Booker,,23-27,,
9:51.0,D. Collison misses 2-pt shot from 20 ft,,23-27,,
9:48.0,,,23-27,,Defensive rebound by J. Meeks
9:44.0,,,23-27,,Turnover by I. Mahinmi (bad pass)
9:20.0,T. Booker misses 3-pt shot from 25 ft,,23-27,,
9:19.0,,,23-27,,Defensive rebound by Team
9:06.0,,,23-27,,Shooting foul by T. Booker (drawn by I. Mahinmi)
9:06.0,,,23-28,1,I. Mahinmi makes free throw 1 of 2
9:06.0,,,23-28,,I. Mahinmi misses free throw 2 of 2
9:04.0,Defensive rebound by L. Stephenson,,23-28,,
8:44.0,L. Stephenson makes 2-pt shot from 1 ft,2,25-28,,
8:29.0,,,25-28,,K. Oubre misses 2-pt shot from 2 ft
8:29.0,Defensive rebound by Team,,25-28,,
8:21.0,Turnover by L. Stephenson (lost ball; steal by K. Oubre),,25-28,,
8:10.0,,,25-31,3,K. Oubre makes 3-pt shot from 25 ft (assist by J. Meeks)
8:03.0,Indiana full timeout,,25-31,,
8:03.0,T. Young enters the game for T. Booker,,25-31,,
8:03.0,A. Jefferson enters the game for G. Robinson,,25-31,,
7:46.0,L. Stephenson makes 3-pt shot from 26 ft (assist by D. Collison),3,28-31,,
7:26.0,,,28-31,,K. Oubre misses 2-pt shot from 3 ft
7:25.0,,,28-31,,Offensive rebound by I. Mahinmi
7:25.0,,,28-31,,I. Mahinmi misses 2-pt shot at rim
7:23.0,Defensive rebound by L. Stephenson,,28-31,,
7:09.0,T. Young makes 2-pt shot from 4 ft,2,30-31,,
6:53.0,,,30-31,,M. Scott misses 2-pt shot from 3 ft (block by A. Jefferson)
6:49.0,,,30-31,,Offensive rebound by I. Mahinmi
6:48.0,,,30-33,2,I. Mahinmi makes 2-pt shot from 1 ft
6:27.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by D. Collison),3,33-33,,
6:04.0,,,33-35,2,M. Scott makes 2-pt shot from 13 ft
5:46.0,B. Bogdanovic misses 2-pt shot from 13 ft,,33-35,,
5:41.0,Offensive rebound by A. Jefferson,,33-35,,
5:41.0,A. Jefferson misses 2-pt shot at rim,,33-35,,
5:40.0,Offensive rebound by A. Jefferson,,33-35,,
5:40.0,A. Jefferson misses 2-pt shot at rim,,33-35,,
5:39.0,,,33-35,,Defensive rebound by I. Mahinmi
5:36.0,,,33-35,,Offensive foul by I. Mahinmi (drawn by B. Bogdanovic)
5:36.0,,,33-35,,Turnover by I. Mahinmi (offensive foul)
5:36.0,,,33-35,,B. Beal enters the game for K. Oubre
5:36.0,,,33-35,,O. Porter enters the game for J. Meeks
5:36.0,,,33-35,,M. Morris enters the game for M. Scott
5:36.0,V. Oladipo enters the game for B. Bogdanovic,,33-35,,
5:16.0,L. Stephenson misses 2-pt shot from 7 ft,,33-35,,
5:14.0,Offensive rebound by A. Jefferson,,33-35,,
5:14.0,Turnover by A. Jefferson (traveling),,33-35,,
5:01.0,,,33-38,3,R. Sessions makes 3-pt shot from 25 ft (assist by B. Beal)
4:36.0,L. Stephenson makes 2-pt shot from 2 ft (assist by A. Jefferson),2,35-38,,
4:20.0,,,35-41,3,M. Morris makes 3-pt shot from 23 ft (assist by R. Sessions)
4:15.0,T. Young makes 2-pt shot from 1 ft (assist by D. Collison),2,37-41,,
4:15.0,Shooting foul by M. Morris (drawn by T. Young),,37-41,,
4:15.0,,,37-41,,T. Satoransky enters the game for R. Sessions
4:15.0,,,37-41,,M. Gortat enters the game for I. Mahinmi
4:15.0,C. Joseph enters the game for D. Collison,,37-41,,
4:15.0,T. Young makes free throw 1 of 1,1,38-41,,
4:03.0,,,38-41,,Turnover by B. Beal (bad pass; steal by T. Young)
3:53.0,A. Jefferson makes 2-pt shot from 6 ft (assist by L. Stephenson),2,40-41,,
3:52.0,,,40-41,,Washington full timeout
3:31.0,,,40-43,2,T. Satoransky makes 2-pt shot from 14 ft (assist by M. Gortat)
3:06.0,A. Jefferson misses 2-pt shot from 16 ft,,40-43,,
3:05.0,,,40-43,,Defensive rebound by M. Morris
3:05.0,Loose ball foul by L. Stephenson (drawn by M. Morris),,40-43,,
3:05.0,D. Collison enters the game for L. Stephenson,,40-43,,
3:04.0,,,40-43,,B. Beal misses technical free throw
3:04.0,,,40-43,,Offensive rebound by Team
2:51.0,,,40-43,,Shooting foul by A. Jefferson (drawn by B. Beal)
2:51.0,,,40-44,1,B. Beal makes free throw 1 of 2
2:51.0,,,40-45,1,B. Beal makes free throw 2 of 2
2:41.0,V. Oladipo misses 2-pt shot from 20 ft,,40-45,,
2:41.0,,,40-45,,Defensive rebound by M. Gortat
2:27.0,,,40-47,2,B. Beal makes 2-pt shot from 2 ft (assist by O. Porter)
2:12.0,C. Joseph misses 2-pt shot from 18 ft,,40-47,,
2:09.0,,,40-47,,Defensive rebound by M. Morris
2:04.0,Personal foul by A. Jefferson (drawn by M. Gortat),,40-47,,
2:04.0,,,40-48,1,M. Gortat makes free throw 1 of 2
2:04.0,T. Booker enters the game for A. Jefferson,,40-48,,
2:04.0,,,40-49,1,M. Gortat makes free throw 2 of 2
1:41.0,D. Collison misses 3-pt shot from 24 ft,,40-49,,
1:37.0,Offensive rebound by T. Young,,40-49,,
1:35.0,V. Oladipo misses 3-pt shot from 25 ft,,40-49,,
1:30.0,,,40-49,,Defensive rebound by O. Porter
1:28.0,,,40-49,,Shooting foul by C. Joseph (drawn by M. Morris)
1:28.0,,,40-50,1,M. Morris makes free throw 1 of 2
1:28.0,,,40-50,,M. Morris misses free throw 2 of 2
1:25.0,Defensive rebound by T. Booker,,40-50,,
1:14.0,C. Joseph makes 3-pt shot from 24 ft (assist by T. Booker),3,43-50,,
1:00.0,,,43-50,,Turnover by T. Satoransky (bad pass; steal by C. Joseph)
0:56.0,D. Collison misses 2-pt shot from 1 ft,,43-50,,
0:53.0,,,43-50,,Defensive rebound by O. Porter
0:47.0,,,43-53,3,M. Morris makes 3-pt shot from 25 ft (assist by B. Beal)
0:40.0,V. Oladipo makes 2-pt shot from 3 ft,2,45-53,,
0:33.0,,,45-55,2,B. Beal makes 2-pt shot from 8 ft
0:09.0,T. Young misses 3-pt shot from 24 ft,,45-55,,
0:06.0,,,45-55,,Defensive rebound by M. Gortat
0:02.0,,,45-57,2,M. Morris makes 2-pt shot from 3 ft (assist by T. Satoransky)
0:01.0,T. Young misses 2-pt shot from 10 ft,,45-57,,
0:01.0,Offensive rebound by Team,,45-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Shooting foul by M. Gortat (drawn by C. Joseph),,45-57,,
11:50.0,C. Joseph makes free throw 1 of 2,1,46-57,,
11:50.0,C. Joseph makes free throw 2 of 2,1,47-57,,
11:36.0,,,47-59,2,M. Morris makes 2-pt shot from 9 ft (assist by M. Gortat)
11:13.0,B. Bogdanovic makes 2-pt shot from 8 ft (assist by V. Oladipo),2,49-59,,
10:55.0,,,49-61,2,M. Morris makes 2-pt shot from 14 ft (assist by T. Satoransky)
10:31.0,C. Joseph misses 2-pt shot from 4 ft,,49-61,,
10:31.0,,,49-61,,Defensive rebound by Team
10:11.0,,,49-61,,B. Beal misses 2-pt shot from 17 ft
10:07.0,Defensive rebound by T. Young,,49-61,,
9:55.0,Turnover by B. Bogdanovic (lost ball; steal by B. Beal),,49-61,,
9:44.0,,,49-61,,M. Morris misses 3-pt shot from 25 ft
9:40.0,Defensive rebound by T. Young,,49-61,,
9:21.0,C. Joseph misses 2-pt shot from 1 ft,,49-61,,
9:18.0,,,49-61,,Defensive rebound by M. Morris
9:16.0,,,49-61,,O. Porter misses 3-pt shot from 26 ft
9:13.0,Defensive rebound by A. Jefferson,,49-61,,
8:52.0,A. Jefferson misses 2-pt shot from 6 ft,,49-61,,
8:48.0,,,49-61,,Defensive rebound by M. Gortat
8:40.0,,,49-61,,M. Gortat misses 2-pt shot from 2 ft (block by A. Jefferson)
8:40.0,Defensive rebound by C. Joseph,,49-61,,
8:38.0,,,49-61,,Personal foul by M. Morris (drawn by V. Oladipo)
8:38.0,Indiana full timeout,,49-61,,
8:20.0,Shooting foul by O. Porter (drawn by A. Jefferson),,49-61,,
8:20.0,A. Jefferson makes free throw 1 of 2,1,50-61,,
8:20.0,A. Jefferson makes free throw 2 of 2,1,51-61,,
8:07.0,,,51-61,,O. Porter misses 2-pt shot from 19 ft
8:05.0,Defensive rebound by V. Oladipo,,51-61,,
7:59.0,V. Oladipo misses 2-pt shot from 20 ft,,51-61,,
7:56.0,,,51-61,,Defensive rebound by M. Gortat
7:52.0,,,51-61,,T. Satoransky misses 2-pt shot from 1 ft
7:50.0,,,51-61,,Offensive rebound by M. Gortat
7:50.0,,,51-63,2,M. Gortat makes 2-pt shot from 5 ft
7:42.0,,,51-63,,Personal foul by T. Satoransky (drawn by V. Oladipo)
7:31.0,V. Oladipo misses 2-pt shot from 16 ft,,51-63,,
7:28.0,,,51-63,,Defensive rebound by T. Satoransky
7:10.0,,,51-65,2,M. Gortat makes 2-pt shot from 3 ft
6:54.0,Offensive charge foul by B. Bogdanovic (drawn by M. Gortat),,51-65,,
6:54.0,Turnover by B. Bogdanovic (offensive foul),,51-65,,
6:43.0,,,51-68,3,B. Beal makes 3-pt shot from 26 ft (assist by T. Satoransky)
6:42.0,Indiana full timeout,,51-68,,
6:42.0,D. Collison enters the game for C. Joseph,,51-68,,
6:42.0,L. Stephenson enters the game for B. Bogdanovic,,51-68,,
6:23.0,A. Jefferson misses 2-pt shot from 11 ft,,51-68,,
6:18.0,,,51-68,,Defensive rebound by M. Morris
6:06.0,,,51-71,3,O. Porter makes 3-pt shot from 26 ft (assist by B. Beal)
5:56.0,Shooting foul by B. Beal (drawn by V. Oladipo),,51-71,,
5:56.0,V. Oladipo makes free throw 1 of 2,1,52-71,,
5:56.0,T. Booker enters the game for T. Young,,52-71,,
5:56.0,V. Oladipo misses free throw 2 of 2,,52-71,,
5:54.0,,,52-71,,Defensive rebound by M. Morris
5:32.0,,,52-73,2,M. Gortat makes 2-pt shot from 1 ft (assist by T. Satoransky)
5:06.0,L. Stephenson misses 3-pt shot from 25 ft,,52-73,,
5:00.0,,,52-73,,Defensive rebound by T. Satoransky
4:59.0,,,52-73,,Turnover by T. Satoransky (bad pass; steal by V. Oladipo)
4:55.0,V. Oladipo makes 3-pt shot from 26 ft,3,55-73,,
4:39.0,,,55-73,,Turnover by M. Gortat (lost ball; steal by V. Oladipo)
4:35.0,T. Booker makes 2-pt shot from 5 ft (assist by V. Oladipo),2,57-73,,
4:35.0,Shooting foul by T. Satoransky (drawn by T. Booker),,57-73,,
4:35.0,T. Booker makes free throw 1 of 1,1,58-73,,
4:25.0,,,58-75,2,B. Beal makes 2-pt shot from 17 ft
4:05.0,A. Jefferson misses 2-pt shot from 4 ft,,58-75,,
4:04.0,,,58-75,,Defensive rebound by O. Porter
3:56.0,,,58-75,,Shooting foul by A. Jefferson (drawn by M. Gortat)
3:56.0,,,58-76,1,M. Gortat makes free throw 1 of 2
3:56.0,,,58-76,,M. Scott enters the game for M. Morris
3:56.0,B. Bogdanovic enters the game for A. Jefferson,,58-76,,
3:56.0,,,58-77,1,M. Gortat makes free throw 2 of 2
3:42.0,L. Stephenson makes 2-pt shot at rim (assist by D. Collison),2,60-77,,
3:24.0,,,60-79,2,M. Gortat makes 2-pt shot from 5 ft (assist by M. Scott)
3:12.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by T. Booker),3,63-79,,
2:49.0,Personal foul by D. Collison (drawn by M. Scott),,63-79,,
2:49.0,,,63-79,,K. Oubre enters the game for M. Gortat
2:43.0,,,63-81,2,B. Beal makes 2-pt shot from 21 ft (assist by T. Satoransky)
2:26.0,Turnover by V. Oladipo (bad pass),,63-81,,
2:26.0,,,63-81,,R. Sessions enters the game for T. Satoransky
2:13.0,,,63-81,,K. Oubre misses 3-pt shot from 26 ft
2:09.0,Defensive rebound by B. Bogdanovic,,63-81,,
2:02.0,L. Stephenson makes 2-pt shot from 1 ft (assist by V. Oladipo),2,65-81,,
1:52.0,,,65-81,,B. Beal misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by T. Booker,,65-81,,
1:38.0,L. Stephenson makes 2-pt shot at rim,2,67-81,,
1:38.0,Shooting foul by B. Beal (drawn by L. Stephenson),,67-81,,
1:38.0,L. Stephenson makes free throw 1 of 1,1,68-81,,
1:38.0,,,68-81,,Washington full timeout
1:38.0,,,68-81,,J. Meeks enters the game for B. Beal
1:38.0,C. Joseph enters the game for V. Oladipo,,68-81,,
1:26.0,,,68-83,2,K. Oubre makes 2-pt shot from 1 ft
1:07.0,T. Booker misses 2-pt shot from 5 ft,,68-83,,
1:05.0,,,68-83,,Defensive rebound by M. Scott
0:58.0,,,68-83,,R. Sessions misses 2-pt shot from 14 ft
0:55.0,Defensive rebound by D. Collison,,68-83,,
0:43.0,D. Collison makes 3-pt shot from 25 ft (assist by L. Stephenson),3,71-83,,
0:21.0,,,71-86,3,K. Oubre makes 3-pt shot from 27 ft (assist by M. Scott)
0:03.0,L. Stephenson misses 2-pt shot from 6 ft,,71-86,,
0:00.0,,,71-86,,Defensive rebound by K. Oubre
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,71-86,,J. Meeks misses 2-pt shot from 10 ft
11:44.0,Defensive rebound by T. Young,,71-86,,
11:29.0,B. Bogdanovic makes 3-pt shot from 25 ft,3,74-86,,
11:07.0,,,74-86,,Turnover by R. Sessions (lost ball; steal by L. Stephenson)
11:00.0,D. Collison makes 3-pt shot from 22 ft (assist by L. Stephenson),3,77-86,,
10:58.0,,,77-86,,Washington full timeout
10:36.0,,,77-88,2,K. Oubre makes 2-pt shot from 3 ft (assist by R. Sessions)
10:20.0,D. Collison misses 3-pt shot from 25 ft,,77-88,,
10:18.0,,,77-88,,Defensive rebound by Team
10:18.0,,,77-88,,T. Satoransky enters the game for O. Porter
10:03.0,,,77-91,3,R. Sessions makes 3-pt shot from 23 ft (assist by J. Meeks)
9:49.0,Turnover by T. Young (bad pass; steal by J. Meeks),,77-91,,
9:44.0,,,77-93,2,K. Oubre makes 2-pt shot from 1 ft (assist by T. Satoransky)
9:32.0,,,77-93,,Personal foul by R. Sessions (drawn by C. Joseph)
9:22.0,Shooting foul by M. Scott (drawn by L. Stephenson),,77-93,,
9:22.0,L. Stephenson makes free throw 1 of 2,1,78-93,,
9:22.0,L. Stephenson makes free throw 2 of 2,1,79-93,,
9:01.0,,,79-95,2,M. Scott makes 2-pt shot from 3 ft (assist by J. Meeks)
8:49.0,L. Stephenson makes 2-pt shot from 1 ft,2,81-95,,
8:33.0,,,81-95,,Turnover by R. Sessions (traveling)
8:18.0,Turnover by B. Bogdanovic (lost ball; steal by K. Oubre),,81-95,,
7:55.0,,,81-97,2,J. Meeks makes 2-pt shot from 11 ft (assist by T. Satoransky)
7:53.0,Indiana full timeout,,81-97,,
7:53.0,A. Jefferson enters the game for C. Joseph,,81-97,,
7:53.0,V. Oladipo enters the game for T. Young,,81-97,,
7:53.0,G. Robinson enters the game for B. Bogdanovic,,81-97,,
7:36.0,V. Oladipo misses 3-pt shot from 25 ft,,81-97,,
7:32.0,,,81-97,,Defensive rebound by R. Sessions
7:25.0,,,81-97,,Offensive foul by M. Scott (drawn by L. Stephenson)
7:25.0,,,81-97,,Turnover by M. Scott (offensive foul)
7:03.0,G. Robinson misses 2-pt shot from 19 ft,,81-97,,
7:02.0,,,81-97,,Defensive rebound by Team
7:02.0,Loose ball foul by L. Stephenson (drawn by R. Sessions),,81-97,,
6:50.0,,,81-99,2,M. Scott makes 2-pt shot from 3 ft (assist by T. Satoransky)
6:33.0,Turnover by D. Collison (bad pass; steal by M. Scott),,81-99,,
6:30.0,,,81-101,2,K. Oubre makes 2-pt shot from 1 ft (assist by R. Sessions)
6:09.0,V. Oladipo makes 2-pt shot from 2 ft (assist by G. Robinson),2,83-101,,
6:09.0,Shooting foul by K. Oubre (drawn by V. Oladipo),,83-101,,
6:09.0,J. Young enters the game for D. Collison,,83-101,,
6:09.0,V. Oladipo makes free throw 1 of 1,1,84-101,,
5:53.0,,,84-101,,M. Scott misses 2-pt shot from 18 ft
5:49.0,Defensive rebound by V. Oladipo,,84-101,,
5:45.0,V. Oladipo makes 2-pt shot at rim,2,86-101,,
5:45.0,Shooting foul by M. Scott (drawn by V. Oladipo),,86-101,,
5:45.0,,,86-101,,Washington full timeout
5:45.0,A. Poythress enters the game for A. Jefferson,,86-101,,
5:45.0,V. Oladipo makes free throw 1 of 1,1,87-101,,
5:37.0,Personal foul by A. Poythress (drawn by M. Scott),,87-101,,
5:37.0,T. Leaf enters the game for V. Oladipo,,87-101,,
5:33.0,,,87-101,,Shooting foul by G. Robinson (drawn by J. Meeks)
5:33.0,,,87-102,1,J. Meeks makes free throw 1 of 2
5:33.0,,,87-103,1,J. Meeks makes free throw 2 of 2
5:21.0,T. Leaf misses 2-pt shot at rim,,87-103,,
5:19.0,,,87-103,,Defensive rebound by M. Scott
5:03.0,,,87-103,,K. Oubre misses 2-pt shot from 4 ft (block by T. Leaf)
4:58.0,Defensive rebound by A. Poythress,,87-103,,
4:53.0,J. Young misses 2-pt shot from 12 ft,,87-103,,
4:51.0,Offensive rebound by Team,,87-103,,
4:41.0,L. Stephenson makes 2-pt shot from 1 ft (assist by G. Robinson),2,89-103,,
4:18.0,,,89-103,,J. Meeks misses 3-pt shot from 26 ft
4:15.0,Defensive rebound by T. Leaf,,89-103,,
4:09.0,T. Leaf makes 3-pt shot from 27 ft (assist by L. Stephenson),3,92-103,,
4:07.0,,,92-103,,Washington full timeout
4:07.0,,,92-103,,M. Morris enters the game for R. Sessions
4:07.0,,,92-103,,B. Beal enters the game for K. Oubre
4:07.0,,,92-103,,O. Porter enters the game for M. Scott
3:59.0,,,92-103,,Offensive foul by M. Morris (drawn by A. Poythress)
3:59.0,,,92-103,,Turnover by M. Morris (offensive foul)
3:49.0,Turnover by L. Stephenson (palming),,92-103,,
3:32.0,,,92-105,2,M. Morris makes 2-pt shot from 7 ft (assist by J. Meeks)
3:21.0,Turnover by J. Young (lost ball; steal by O. Porter),,92-105,,
3:05.0,,,92-105,,T. Satoransky misses 2-pt shot from 17 ft
3:01.0,Defensive rebound by J. Young,,92-105,,
2:57.0,J. Young makes 2-pt shot from 19 ft,2,94-105,,
2:42.0,Personal foul by A. Poythress (drawn by M. Morris),,94-105,,
2:37.0,,,94-105,,Turnover by M. Morris (bad pass)
2:28.0,J. Young misses 2-pt shot from 18 ft,,94-105,,
2:24.0,,,94-105,,Defensive rebound by O. Porter
2:11.0,,,94-105,,Turnover by J. Meeks (bad pass)
2:00.0,T. Leaf makes 2-pt shot at rim (assist by J. Young),2,96-105,,
1:36.0,,,96-105,,B. Beal misses 2-pt shot from 19 ft
1:35.0,Defensive rebound by L. Stephenson,,96-105,,
1:19.0,A. Poythress misses 3-pt shot from 22 ft,,96-105,,
1:17.0,Offensive rebound by L. Stephenson,,96-105,,
1:17.0,L. Stephenson makes 2-pt shot from 1 ft,2,98-105,,
1:05.0,,,98-105,,M. Morris misses 3-pt shot from 23 ft
1:02.0,Defensive rebound by G. Robinson,,98-105,,
0:58.0,G. Robinson misses 3-pt shot from 26 ft,,98-105,,
0:55.0,,,98-105,,Defensive rebound by B. Beal
0:45.0,Personal foul by L. Stephenson,,98-105,,
0:45.0,,,98-106,1,B. Beal makes free throw 1 of 2
0:45.0,,,98-107,1,B. Beal makes free throw 2 of 2
0:45.0,Indiana full timeout,,98-107,,
0:38.0,G. Robinson misses 2-pt shot from 11 ft,,98-107,,
0:34.0,Offensive rebound by J. Young,,98-107,,
0:31.0,J. Young misses 2-pt shot from 3 ft,,98-107,,
0:29.0,Offensive rebound by T. Leaf,,98-107,,
0:29.0,T. Leaf makes 2-pt shot from 2 ft,2,100-107,,
0:26.0,Personal foul by A. Poythress (drawn by B. Beal),,100-107,,
0:26.0,,,100-108,1,B. Beal makes free throw 1 of 2
0:26.0,,,100-109,1,B. Beal makes free throw 2 of 2
