time,Houston,pts.away,score,pts.home,Minnesota
4:20.0,R. Anderson enters the game for T. Ariza,,16-16,,
4:20.0,G. Green enters the game for P. Tucker,,16-16,,
4:04.0,E. Gordon misses 3-pt shot from 27 ft,,16-16,,
3:59.0,,,16-16,,Defensive rebound by T. Gibson
3:50.0,,,16-18,2,J. Butler makes 2-pt shot from 7 ft
3:32.0,J. Harden misses 2-pt shot from 2 ft,,16-18,,
3:30.0,,,16-18,,Defensive rebound by T. Jones
3:24.0,,,16-20,2,J. Butler makes 2-pt shot at rim (assist by G. Dieng)
3:05.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,18-20,,
2:45.0,,,18-22,2,J. Butler makes 2-pt shot from 16 ft
2:29.0,J. Harden makes 2-pt shot at rim,2,20-22,,
2:21.0,,,20-22,,Minnesota full timeout
2:21.0,C. Paul enters the game for J. Harden,,20-22,,
2:21.0,C. Capela enters the game for N. Hilario,,20-22,,
2:21.0,,,20-22,,N. Bjelica enters the game for J. Butler
2:21.0,,,20-22,,J. Crawford enters the game for T. Gibson
2:16.0,,,20-22,,Shooting foul by G. Green (drawn by A. Wiggins)
2:16.0,,,20-23,1,A. Wiggins makes free throw 1 of 2
2:16.0,,,20-23,,K. Towns enters the game for T. Jones
2:16.0,,,20-23,,J. Teague enters the game for G. Dieng
2:16.0,,,20-24,1,A. Wiggins makes free throw 2 of 2
2:07.0,G. Green makes 3-pt shot from 26 ft (assist by C. Paul),3,23-24,,
1:50.0,,,23-24,,N. Bjelica misses 3-pt shot from 24 ft
1:49.0,,,23-24,,Offensive rebound by A. Wiggins
1:42.0,,,23-24,,J. Teague misses 3-pt shot from 25 ft
1:41.0,Defensive rebound by Team,,23-24,,
1:41.0,,,23-24,,Loose ball foul by K. Towns (drawn by C. Capela)
1:26.0,C. Paul misses 2-pt shot from 12 ft,,23-24,,
1:25.0,Offensive rebound by C. Capela,,23-24,,
1:25.0,C. Capela misses 2-pt shot from 3 ft,,23-24,,
1:24.0,Offensive rebound by Team,,23-24,,
1:19.0,G. Green makes 3-pt shot from 22 ft (assist by C. Paul),3,26-24,,
0:58.0,,,26-24,,J. Crawford misses 3-pt shot from 24 ft
0:56.0,Defensive rebound by C. Paul,,26-24,,
0:47.0,C. Paul makes 2-pt shot from 1 ft,2,28-24,,
0:36.0,,,28-27,3,A. Wiggins makes 3-pt shot from 26 ft (assist by K. Towns)
0:27.0,R. Anderson misses 3-pt shot from 26 ft,,28-27,,
0:24.0,Offensive rebound by E. Gordon,,28-27,,
0:22.0,E. Gordon misses 3-pt shot from 26 ft,,28-27,,
0:19.0,,,28-27,,Defensive rebound by A. Wiggins
0:04.0,Personal take foul by G. Green (drawn by J. Teague),,28-27,,
0:00.0,,,28-27,,J. Crawford misses 3-pt shot from 28 ft
0:00.0,,,28-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,28-27,,D. Rose misses 2-pt shot from 7 ft
11:35.0,Defensive rebound by C. Capela,,28-27,,
11:29.0,G. Green misses 3-pt shot from 25 ft,,28-27,,
11:26.0,,,28-27,,Defensive rebound by J. Crawford
11:20.0,,,28-29,2,D. Rose makes 2-pt shot from 1 ft (assist by J. Crawford)
10:57.0,E. Gordon misses 2-pt shot from 6 ft,,28-29,,
10:54.0,,,28-29,,Defensive rebound by J. Teague
10:46.0,,,28-31,2,K. Towns makes 2-pt shot from 1 ft (assist by J. Teague)
10:27.0,Turnover by C. Paul (lost ball; steal by J. Crawford),,28-31,,
10:23.0,,,28-33,2,J. Crawford makes 2-pt shot from 10 ft (assist by J. Butler)
10:07.0,G. Green makes 2-pt shot from 12 ft (assist by C. Capela),2,30-33,,
9:58.0,Personal block foul by C. Paul (drawn by J. Butler),,30-33,,
9:51.0,,,30-33,,D. Rose misses 2-pt shot from 2 ft
9:51.0,,,30-33,,Offensive rebound by Team
9:34.0,,,30-36,3,J. Crawford makes 3-pt shot from 23 ft (assist by D. Rose)
9:22.0,,,30-36,,Personal foul by J. Crawford (drawn by C. Paul)
9:12.0,C. Paul makes 2-pt shot from 1 ft,2,32-36,,
8:55.0,,,32-38,2,J. Butler makes 2-pt shot from 2 ft
8:43.0,G. Green misses 3-pt shot from 26 ft,,32-38,,
8:42.0,,,32-38,,Defensive rebound by Team
8:26.0,,,32-38,,J. Crawford misses 2-pt shot from 20 ft
8:19.0,,,32-38,,Offensive rebound by K. Towns
8:19.0,,,32-38,,K. Towns misses 2-pt shot at rim
8:18.0,Defensive rebound by C. Capela,,32-38,,
8:09.0,E. Gordon misses 2-pt shot from 1 ft (block by K. Towns),,32-38,,
8:09.0,,,32-38,,Defensive rebound by Team
7:54.0,,,32-38,,Shooting foul by C. Capela (drawn by K. Towns)
7:54.0,Houston full timeout,,32-38,,
7:54.0,J. Harden enters the game for G. Green,,32-38,,
7:54.0,N. Hilario enters the game for C. Capela,,32-38,,
7:54.0,,,32-39,1,K. Towns makes free throw 1 of 2
7:54.0,,,32-40,1,K. Towns makes free throw 2 of 2
7:42.0,J. Harden makes 2-pt shot from 14 ft,2,34-40,,
7:17.0,,,34-42,2,D. Rose makes 2-pt shot at rim (assist by J. Teague)
7:06.0,E. Gordon misses 3-pt shot from 25 ft,,34-42,,
7:03.0,,,34-42,,Defensive rebound by K. Towns
6:41.0,,,34-42,,J. Teague misses 2-pt shot from 1 ft
6:39.0,Defensive rebound by N. Hilario,,34-42,,
6:28.0,Turnover by J. Harden (lost ball; steal by D. Rose),,34-42,,
6:23.0,,,34-44,2,D. Rose makes 2-pt shot at rim (assist by J. Crawford)
6:02.0,C. Paul makes 2-pt shot from 3 ft,2,36-44,,
5:46.0,,,36-46,2,D. Rose makes 2-pt shot from 16 ft (assist by J. Teague)
5:39.0,Offensive foul by N. Hilario (drawn by D. Rose),,36-46,,
5:39.0,Turnover by N. Hilario (offensive foul),,36-46,,
5:39.0,,,36-46,,G. Dieng enters the game for K. Towns
5:39.0,P. Tucker enters the game for C. Paul,,36-46,,
5:39.0,G. Green enters the game for E. Gordon,,36-46,,
5:17.0,,,36-46,,G. Dieng misses 2-pt shot from 9 ft
5:17.0,Defensive rebound by Team,,36-46,,
5:17.0,E. Gordon enters the game for N. Hilario,,36-46,,
4:54.0,J. Harden misses 2-pt shot from 16 ft,,36-46,,
4:51.0,,,36-46,,Defensive rebound by J. Teague
4:37.0,,,36-46,,J. Butler misses 2-pt shot from 1 ft
4:37.0,,,36-46,,Offensive rebound by Team
4:37.0,Loose ball foul by G. Green (drawn by G. Dieng),,36-46,,
4:37.0,R. Anderson enters the game for G. Green,,36-46,,
4:37.0,,,36-46,,A. Wiggins enters the game for J. Butler
4:29.0,,,36-46,,D. Rose misses 2-pt shot from 19 ft
4:25.0,Defensive rebound by P. Tucker,,36-46,,
4:19.0,Shooting foul by G. Dieng (drawn by J. Harden),,36-46,,
4:19.0,J. Harden misses free throw 1 of 2,,36-46,,
4:19.0,Offensive rebound by Team,,36-46,,
4:19.0,,,36-46,,K. Towns enters the game for G. Dieng
4:19.0,J. Harden makes free throw 2 of 2,1,37-46,,
4:05.0,,,37-48,2,D. Rose makes 2-pt shot from 1 ft (assist by K. Towns)
3:51.0,P. Tucker misses 3-pt shot from 22 ft,,37-48,,
3:46.0,,,37-48,,Defensive rebound by K. Towns
3:42.0,Personal foul by P. Tucker (drawn by K. Towns),,37-48,,
3:42.0,C. Paul enters the game for P. Tucker,,37-48,,
3:27.0,,,37-48,,D. Rose misses 2-pt shot from 4 ft
3:25.0,Defensive rebound by R. Anderson,,37-48,,
3:17.0,E. Gordon makes 3-pt shot from 23 ft (assist by R. Anderson),3,40-48,,
3:07.0,,,40-48,,J. Crawford misses 2-pt shot from 21 ft
3:03.0,Defensive rebound by T. Ariza,,40-48,,
2:59.0,E. Gordon misses 3-pt shot from 26 ft,,40-48,,
2:58.0,,,40-48,,Defensive rebound by Team
2:58.0,,,40-48,,Minnesota full timeout
2:58.0,,,40-48,,J. Butler enters the game for J. Crawford
2:58.0,,,40-48,,T. Gibson enters the game for D. Rose
2:58.0,C. Capela enters the game for R. Anderson,,40-48,,
2:44.0,,,40-50,2,K. Towns makes 2-pt shot from 2 ft (assist by A. Wiggins)
2:25.0,E. Gordon makes 3-pt shot from 23 ft (assist by C. Paul),3,43-50,,
2:06.0,,,43-50,,T. Gibson misses 2-pt shot from 19 ft
2:04.0,Defensive rebound by J. Harden,,43-50,,
1:56.0,J. Harden misses 2-pt shot from 5 ft,,43-50,,
1:53.0,,,43-50,,Defensive rebound by K. Towns
1:40.0,,,43-50,,J. Butler misses 3-pt shot from 22 ft
1:37.0,Defensive rebound by C. Capela,,43-50,,
1:30.0,Shooting foul by J. Teague (drawn by C. Paul),,43-50,,
1:30.0,C. Paul makes free throw 1 of 2,1,44-50,,
1:30.0,C. Paul makes free throw 2 of 2,1,45-50,,
1:23.0,,,45-52,2,J. Teague makes 2-pt shot from 1 ft
1:02.0,J. Harden makes 3-pt shot from 25 ft,3,48-52,,
0:51.0,,,48-52,,T. Gibson misses 2-pt shot from 1 ft
0:50.0,Defensive rebound by T. Ariza,,48-52,,
0:43.0,T. Ariza makes 3-pt shot from 22 ft (assist by C. Paul),3,51-52,,
0:43.0,,,51-52,,Minnesota full timeout
0:22.0,,,51-52,,K. Towns misses 2-pt shot from 4 ft
0:20.0,Defensive rebound by C. Capela,,51-52,,
0:02.0,Shooting foul by T. Gibson (drawn by C. Capela),,51-52,,
0:02.0,C. Capela misses free throw 1 of 2,,51-52,,
0:02.0,Offensive rebound by Team,,51-52,,
0:02.0,C. Capela misses free throw 2 of 2,,51-52,,
0:02.0,,,51-52,,Defensive rebound by K. Towns
0:00.0,,,51-52,,K. Towns misses 3-pt shot from 68 ft
0:00.0,,,51-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,51-52,,K. Towns misses 2-pt shot from 9 ft
11:45.0,Defensive rebound by P. Tucker,,51-52,,
11:38.0,J. Harden misses 2-pt shot from 18 ft,,51-52,,
11:34.0,,,51-52,,Defensive rebound by J. Teague
11:15.0,,,51-52,,J. Butler misses 2-pt shot at rim
11:11.0,,,51-52,,Offensive rebound by A. Wiggins
11:10.0,,,51-52,,Shooting foul by J. Harden (drawn by J. Butler)
11:10.0,,,51-53,1,J. Butler makes free throw 1 of 2
11:10.0,,,51-54,1,J. Butler makes free throw 2 of 2
10:56.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,53-54,,
10:37.0,,,53-54,,K. Towns misses 2-pt shot from 2 ft
10:35.0,Defensive rebound by T. Ariza,,53-54,,
10:29.0,C. Paul makes 3-pt shot from 25 ft,3,56-54,,
10:27.0,,,56-54,,Minnesota full timeout
10:07.0,,,56-56,2,J. Teague makes 2-pt shot from 5 ft
9:50.0,J. Harden misses 2-pt shot from 2 ft,,56-56,,
9:48.0,,,56-56,,Defensive rebound by J. Butler
9:45.0,,,56-56,,A. Wiggins misses 3-pt shot from 22 ft
9:42.0,Defensive rebound by T. Ariza,,56-56,,
9:29.0,J. Harden makes 2-pt shot from 3 ft,2,58-56,,
9:14.0,,,58-56,,J. Teague misses 2-pt shot from 7 ft
9:11.0,Defensive rebound by C. Paul,,58-56,,
8:57.0,C. Paul misses 3-pt shot from 25 ft,,58-56,,
8:56.0,,,58-56,,Defensive rebound by K. Towns
8:50.0,,,58-59,3,A. Wiggins makes 3-pt shot from 26 ft (assist by J. Teague)
8:28.0,Turnover by J. Harden (bad pass; steal by J. Teague),,58-59,,
8:21.0,,,58-59,,A. Wiggins misses 3-pt shot from 23 ft
8:19.0,Defensive rebound by C. Capela,,58-59,,
8:12.0,J. Harden makes 3-pt shot from 25 ft,3,61-59,,
7:55.0,,,61-62,3,J. Butler makes 3-pt shot from 25 ft (assist by A. Wiggins)
7:44.0,T. Ariza misses 3-pt shot from 24 ft,,61-62,,
7:43.0,,,61-62,,Defensive rebound by A. Wiggins
7:34.0,,,61-64,2,J. Teague makes 2-pt shot from 2 ft
7:15.0,J. Harden misses 3-pt shot from 25 ft,,61-64,,
7:13.0,Offensive rebound by C. Capela,,61-64,,
7:11.0,C. Capela makes 2-pt shot from 1 ft,2,63-64,,
7:08.0,Violation by T. Ariza (kicked ball),,63-64,,
7:08.0,E. Gordon enters the game for C. Paul,,63-64,,
6:55.0,,,63-66,2,K. Towns makes 2-pt shot from 1 ft (assist by J. Teague)
6:40.0,E. Gordon misses 2-pt shot from 20 ft,,63-66,,
6:39.0,,,63-66,,Defensive rebound by K. Towns
6:24.0,,,63-68,2,A. Wiggins makes 2-pt shot at rim (assist by J. Teague)
6:12.0,P. Tucker misses 3-pt shot from 23 ft,,63-68,,
6:07.0,Offensive rebound by C. Capela,,63-68,,
6:07.0,Shooting foul by J. Teague (drawn by E. Gordon),,63-68,,
6:07.0,E. Gordon misses free throw 1 of 3,,63-68,,
6:07.0,Offensive rebound by Team,,63-68,,
6:07.0,E. Gordon makes free throw 2 of 3,1,64-68,,
6:07.0,N. Hilario enters the game for P. Tucker,,64-68,,
6:07.0,R. Anderson enters the game for C. Capela,,64-68,,
6:07.0,E. Gordon makes free throw 3 of 3,1,65-68,,
5:55.0,,,65-71,3,K. Towns makes 3-pt shot from 24 ft (assist by A. Wiggins)
5:40.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden),3,68-71,,
5:23.0,,,68-71,,J. Teague misses 2-pt shot from 3 ft
5:21.0,Defensive rebound by J. Harden,,68-71,,
5:14.0,J. Harden misses 2-pt shot from 1 ft,,68-71,,
5:11.0,,,68-71,,Defensive rebound by K. Towns
5:02.0,,,68-73,2,J. Butler makes 2-pt shot from 1 ft
4:42.0,T. Ariza misses 3-pt shot from 25 ft,,68-73,,
4:39.0,Offensive rebound by R. Anderson,,68-73,,
4:38.0,Turnover by R. Anderson (bad pass; steal by K. Towns),,68-73,,
4:32.0,,,68-73,,J. Butler misses 2-pt shot from 3 ft
4:30.0,,,68-73,,Offensive rebound by T. Gibson
4:22.0,,,68-75,2,J. Teague makes 2-pt shot from 3 ft
4:10.0,Shooting foul by A. Wiggins (drawn by J. Harden),,68-75,,
4:10.0,J. Harden makes free throw 1 of 2,1,69-75,,
4:10.0,,,69-75,,T. Jones enters the game for J. Teague
4:10.0,G. Green enters the game for T. Ariza,,69-75,,
4:10.0,J. Harden makes free throw 2 of 2,1,70-75,,
3:52.0,,,70-77,2,T. Jones makes 2-pt shot from 10 ft (assist by J. Butler)
3:29.0,J. Harden misses 3-pt shot from 25 ft,,70-77,,
3:29.0,,,70-77,,Defensive rebound by Team
3:13.0,,,70-77,,Turnover by J. Butler (bad pass; steal by R. Anderson)
3:08.0,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden),2,72-77,,
2:45.0,,,72-79,2,A. Wiggins makes 2-pt shot from 5 ft
2:31.0,E. Gordon misses 2-pt shot from 20 ft,,72-79,,
2:28.0,,,72-79,,Defensive rebound by J. Butler
2:13.0,,,72-79,,K. Towns misses 2-pt shot from 7 ft
2:10.0,Defensive rebound by N. Hilario,,72-79,,
2:07.0,R. Anderson misses 3-pt shot from 26 ft (block by K. Towns),,72-79,,
2:03.0,,,72-79,,Defensive rebound by T. Jones
1:57.0,,,72-81,2,K. Towns makes 2-pt shot from 1 ft (assist by T. Jones)
1:57.0,,,72-81,,Shooting foul by R. Anderson (drawn by K. Towns)
1:57.0,Houston full timeout,,72-81,,
1:57.0,,,72-81,,J. Crawford enters the game for J. Butler
1:57.0,C. Paul enters the game for J. Harden,,72-81,,
1:57.0,C. Capela enters the game for N. Hilario,,72-81,,
1:57.0,,,72-82,1,K. Towns makes free throw 1 of 1
1:46.0,R. Anderson makes 3-pt shot from 23 ft (assist by E. Gordon),3,75-82,,
1:26.0,Personal foul by G. Green (drawn by A. Wiggins),,75-82,,
1:26.0,,,75-82,,A. Wiggins misses free throw 1 of 2
1:26.0,,,75-82,,Offensive rebound by Team
1:26.0,,,75-82,,J. Teague enters the game for T. Jones
1:26.0,,,75-82,,G. Dieng enters the game for K. Towns
1:26.0,,,75-82,,A. Wiggins misses free throw 2 of 2
1:24.0,Defensive rebound by C. Capela,,75-82,,
1:06.0,Turnover by R. Anderson (bad pass; steal by A. Wiggins),,75-82,,
0:53.0,,,75-85,3,G. Dieng makes 3-pt shot from 23 ft (assist by T. Gibson)
0:38.0,E. Gordon misses 2-pt shot from 3 ft (block by A. Wiggins),,75-85,,
0:35.0,,,75-85,,Defensive rebound by J. Crawford
0:22.0,,,75-87,2,J. Teague makes 2-pt shot from 2 ft
0:00.0,E. Gordon misses 3-pt shot from 24 ft,,75-87,,
0:00.0,Offensive rebound by Team,,75-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,G. Green misses 3-pt shot from 24 ft,,75-87,,
11:47.0,,,75-87,,Defensive rebound by J. Crawford
11:32.0,,,75-87,,J. Crawford misses 2-pt shot from 1 ft
11:30.0,Defensive rebound by G. Green,,75-87,,
11:23.0,C. Paul misses 2-pt shot from 4 ft,,75-87,,
11:21.0,,,75-87,,Defensive rebound by J. Butler
11:17.0,,,75-89,2,D. Rose makes 2-pt shot from 16 ft
11:05.0,Turnover by E. Gordon (bad pass; steal by G. Dieng),,75-89,,
11:04.0,Personal foul by C. Paul (drawn by J. Teague),,75-89,,
11:04.0,P. Tucker enters the game for C. Capela,,75-89,,
10:49.0,,,75-92,3,J. Teague makes 3-pt shot from 25 ft (assist by G. Dieng)
10:38.0,C. Paul makes 2-pt shot from 15 ft,2,77-92,,
10:14.0,,,77-92,,Shooting foul by C. Paul (drawn by J. Butler)
10:14.0,,,77-93,1,J. Butler makes free throw 1 of 3
10:14.0,,,77-93,,J. Butler misses free throw 2 of 3
10:14.0,,,77-93,,Offensive rebound by Team
10:14.0,J. Harden enters the game for G. Green,,77-93,,
10:14.0,,,77-94,1,J. Butler makes free throw 3 of 3
10:02.0,Turnover by J. Harden (bad pass; steal by G. Dieng),,77-94,,
9:58.0,,,77-96,2,G. Dieng makes 2-pt shot from 1 ft
9:41.0,,,77-96,,Personal foul by J. Teague (drawn by C. Paul)
9:31.0,R. Anderson makes 3-pt shot from 23 ft (assist by J. Harden),3,80-96,,
9:18.0,,,80-98,2,D. Rose makes 2-pt shot at rim
8:54.0,R. Anderson makes 3-pt shot from 23 ft (assist by C. Paul),3,83-98,,
8:37.0,,,83-98,,J. Butler misses 2-pt shot from 8 ft
8:34.0,Defensive rebound by J. Harden,,83-98,,
8:23.0,J. Harden makes 2-pt shot from 1 ft,2,85-98,,
8:00.0,,,85-98,,Shooting foul by C. Paul (drawn by J. Crawford)
8:00.0,,,85-99,1,J. Crawford makes free throw 1 of 2
8:00.0,,,85-99,,K. Towns enters the game for G. Dieng
8:00.0,T. Ariza enters the game for C. Paul,,85-99,,
8:00.0,,,85-99,,J. Crawford misses free throw 2 of 2
7:57.0,Defensive rebound by J. Harden,,85-99,,
7:48.0,P. Tucker makes 2-pt shot from 2 ft (assist by J. Harden),2,87-99,,
7:25.0,,,87-99,,D. Rose misses 2-pt shot from 7 ft
7:23.0,Defensive rebound by P. Tucker,,87-99,,
7:20.0,Turnover by P. Tucker (bad pass; steal by D. Rose),,87-99,,
7:16.0,,,87-99,,Turnover by D. Rose (bad pass; steal by T. Ariza)
7:10.0,J. Harden misses 2-pt shot from 2 ft,,87-99,,
7:07.0,,,87-99,,Defensive rebound by J. Butler
7:03.0,,,87-99,,J. Butler misses 2-pt shot at rim
7:03.0,,,87-99,,Offensive rebound by Team
7:03.0,Houston full timeout,,87-99,,
7:03.0,,,87-99,,A. Wiggins enters the game for J. Crawford
6:46.0,,,87-99,,D. Rose misses 2-pt shot from 10 ft (block by R. Anderson)
6:43.0,Defensive rebound by R. Anderson,,87-99,,
6:34.0,J. Harden makes 2-pt shot from 7 ft,2,89-99,,
6:34.0,Shooting foul by D. Rose (drawn by J. Harden),,89-99,,
6:34.0,J. Harden makes free throw 1 of 1,1,90-99,,
6:29.0,,,90-101,2,J. Teague makes 2-pt shot from 5 ft
6:29.0,,,90-101,,Shooting foul by E. Gordon (drawn by J. Teague)
6:29.0,,,90-102,1,J. Teague makes free throw 1 of 1
6:17.0,J. Harden misses 3-pt shot from 26 ft,,90-102,,
6:15.0,,,90-102,,Defensive rebound by Team
5:59.0,,,90-105,3,J. Butler makes 3-pt shot from 22 ft (assist by D. Rose)
5:46.0,Turnover by J. Harden (lost ball; steal by J. Butler),,90-105,,
5:38.0,,,90-108,3,J. Teague makes 3-pt shot from 25 ft (assist by J. Butler)
5:37.0,Houston full timeout,,90-108,,
5:37.0,C. Paul enters the game for P. Tucker,,90-108,,
5:37.0,G. Green enters the game for E. Gordon,,90-108,,
5:37.0,C. Capela enters the game for R. Anderson,,90-108,,
5:19.0,C. Paul makes 2-pt shot from 10 ft,2,92-108,,
5:04.0,Personal foul by J. Harden (drawn by K. Towns),,92-108,,
5:04.0,,,92-109,1,K. Towns makes free throw 1 of 2
5:04.0,,,92-110,1,K. Towns makes free throw 2 of 2
4:54.0,J. Harden makes 2-pt shot from 2 ft,2,94-110,,
4:54.0,Shooting foul by K. Towns (drawn by J. Harden),,94-110,,
4:54.0,J. Harden makes free throw 1 of 1,1,95-110,,
4:35.0,,,95-113,3,A. Wiggins makes 3-pt shot from 26 ft (assist by K. Towns)
4:24.0,Shooting foul by K. Towns (drawn by J. Harden),,95-113,,
4:24.0,J. Harden misses free throw 1 of 2,,95-113,,
4:24.0,Offensive rebound by Team,,95-113,,
4:24.0,J. Harden makes free throw 2 of 2,1,96-113,,
4:04.0,,,96-113,,K. Towns misses 2-pt shot at rim
4:01.0,Defensive rebound by C. Capela,,96-113,,
3:47.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,98-113,,
3:24.0,,,98-113,,A. Wiggins misses 2-pt shot from 13 ft
3:24.0,,,98-113,,Offensive rebound by Team
3:23.0,Loose ball foul by C. Paul (drawn by K. Towns),,98-113,,
3:23.0,E. Gordon enters the game for C. Paul,,98-113,,
3:23.0,,,98-114,1,K. Towns makes free throw 1 of 2
3:23.0,,,98-115,1,K. Towns makes free throw 2 of 2
3:06.0,,,98-115,,Personal foul by J. Butler (drawn by J. Harden)
3:06.0,J. Harden makes free throw 1 of 2,1,99-115,,
3:06.0,J. Harden makes free throw 2 of 2,1,100-115,,
2:44.0,,,100-115,,D. Rose misses 2-pt shot from 4 ft
2:43.0,,,100-115,,Offensive rebound by K. Towns
2:41.0,,,100-115,,K. Towns misses 2-pt shot at rim
2:39.0,Defensive rebound by J. Harden,,100-115,,
2:34.0,T. Ariza misses 3-pt shot from 25 ft,,100-115,,
2:30.0,Offensive rebound by E. Gordon,,100-115,,
2:26.0,E. Gordon makes 2-pt shot from 3 ft,2,102-115,,
2:10.0,,,102-118,3,D. Rose makes 3-pt shot from 23 ft (assist by J. Butler)
2:05.0,Houston full timeout,,102-118,,
