time,Denver,pts.away,score,pts.home,Oklahoma City
6:42.0,,,14-14,,C. Anthony misses 2-pt shot from 1 ft
6:40.0,,,14-14,,Offensive rebound by C. Anthony
6:40.0,,,14-16,2,C. Anthony makes 2-pt shot at rim
6:19.0,P. Millsap makes 2-pt shot from 10 ft,2,16-16,,
6:04.0,,,16-18,2,C. Anthony makes 2-pt shot from 10 ft
5:41.0,W. Barton makes 2-pt shot from 9 ft (assist by P. Millsap),2,18-18,,
5:18.0,,,18-18,,C. Anthony misses 2-pt shot from 13 ft
5:18.0,,,18-18,,Offensive rebound by Team
5:18.0,Loose ball foul by N. Jokic (drawn by S. Adams),,18-18,,
5:18.0,M. Plumlee enters the game for N. Jokic,,18-18,,
5:18.0,D. Harris enters the game for J. Murray,,18-18,,
5:13.0,,,18-18,,P. George misses 2-pt shot from 12 ft
5:10.0,Defensive rebound by M. Plumlee,,18-18,,
4:56.0,P. Millsap misses 2-pt shot at rim,,18-18,,
4:54.0,,,18-18,,Defensive rebound by S. Adams
4:49.0,,,18-18,,R. Westbrook misses 2-pt shot from 11 ft
4:46.0,,,18-18,,Offensive rebound by S. Adams
4:42.0,,,18-18,,C. Anthony misses 3-pt shot from 24 ft
4:40.0,,,18-18,,Offensive rebound by C. Brewer
4:38.0,,,18-20,2,C. Brewer makes 2-pt shot at rim
4:27.0,W. Barton misses 3-pt shot from 25 ft,,18-20,,
4:25.0,Offensive rebound by M. Plumlee,,18-20,,
4:23.0,W. Barton misses 2-pt shot from 13 ft,,18-20,,
4:19.0,,,18-20,,Defensive rebound by P. George
4:16.0,,,18-20,,Shooting foul by P. Millsap (drawn by R. Westbrook)
4:16.0,,,18-20,,R. Westbrook misses free throw 1 of 2
4:16.0,,,18-20,,Offensive rebound by Team
4:16.0,,,18-21,1,R. Westbrook makes free throw 2 of 2
4:06.0,M. Plumlee misses 2-pt shot at rim,,18-21,,
4:05.0,,,18-21,,Defensive rebound by C. Anthony
4:02.0,,,18-23,2,R. Westbrook makes 2-pt shot from 1 ft
3:39.0,D. Harris makes 3-pt shot from 22 ft (assist by M. Plumlee),3,21-23,,
3:28.0,,,21-26,3,P. George makes 3-pt shot from 24 ft (assist by R. Westbrook)
3:11.0,Turnover by D. Harris (lost ball; steal by S. Adams),,21-26,,
3:10.0,,,21-26,,T. Ferguson enters the game for C. Brewer
3:10.0,J. Murray enters the game for W. Barton,,21-26,,
3:09.0,Jump ball: S. Adams vs. D. Harris (P. George gains possession),,,,Jump ball: S. Adams vs. D. Harris (P. George gains possession)
3:07.0,,,21-28,2,P. George makes 2-pt shot at rim (assist by S. Adams)
3:07.0,,,21-28,,Shooting foul by W. Chandler (drawn by P. George)
3:07.0,,,21-28,,P. George misses free throw 1 of 1
3:07.0,Defensive rebound by P. Millsap,,21-28,,
2:48.0,Turnover by W. Chandler (bad pass; steal by R. Westbrook),,21-28,,
2:45.0,,,21-28,,R. Westbrook misses 2-pt shot from 1 ft (block by W. Chandler)
2:45.0,,,21-28,,Offensive rebound by Team
2:45.0,Denver full timeout,,21-28,,
2:45.0,,,21-28,,J. Grant enters the game for S. Adams
2:45.0,T. Craig enters the game for W. Chandler,,21-28,,
2:37.0,,,21-28,,R. Westbrook misses 2-pt shot from 1 ft
2:36.0,Defensive rebound by Team,,21-28,,
2:24.0,,,21-28,,Personal foul by J. Grant (drawn by P. Millsap)
2:24.0,,,21-28,,R. Felton enters the game for R. Westbrook
2:24.0,,,21-28,,P. Patterson enters the game for C. Anthony
2:14.0,P. Millsap misses 2-pt shot from 8 ft,,21-28,,
2:09.0,Offensive rebound by T. Craig,,21-28,,
2:09.0,T. Craig makes 2-pt shot at rim,2,23-28,,
1:57.0,,,23-28,,Turnover by J. Grant (lost ball; steal by D. Harris)
1:49.0,,,23-28,,Personal foul by J. Grant (drawn by M. Plumlee)
1:49.0,T. Lyles enters the game for P. Millsap,,23-28,,
1:40.0,D. Harris makes 2-pt shot at rim,2,25-28,,
1:31.0,,,25-28,,T. Ferguson misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by M. Plumlee,,25-28,,
1:08.0,M. Plumlee misses 2-pt shot from 4 ft,,25-28,,
1:04.0,,,25-28,,Defensive rebound by P. Patterson
0:51.0,,,25-28,,J. Grant misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by T. Craig,,25-28,,
0:36.0,T. Craig misses 2-pt shot at rim,,25-28,,
0:34.0,,,25-28,,Defensive rebound by T. Ferguson
0:14.0,,,25-28,,Turnover by T. Ferguson (step out of bounds)
0:03.0,T. Lyles makes 2-pt shot from 11 ft,2,27-28,,
0:00.0,,,27-28,,R. Felton misses 3-pt shot from 47 ft
0:00.0,,,27-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,27-28,,Personal foul by P. Patterson (drawn by N. Jokic)
11:40.0,,,27-28,,Personal foul by P. George (drawn by N. Jokic)
11:33.0,N. Jokic misses 2-pt shot from 6 ft,,27-28,,
11:31.0,Offensive rebound by N. Jokic,,27-28,,
11:30.0,N. Jokic makes 2-pt shot from 1 ft,2,29-28,,
11:10.0,,,29-31,3,T. Ferguson makes 3-pt shot from 24 ft (assist by P. George)
10:55.0,N. Jokic misses 2-pt shot from 11 ft,,29-31,,
10:53.0,,,29-31,,Defensive rebound by R. Felton
10:44.0,,,29-31,,P. Patterson misses 2-pt shot from 4 ft (block by J. Murray)
10:41.0,Defensive rebound by T. Lyles,,29-31,,
10:40.0,J. Murray makes 3-pt shot from 25 ft (assist by T. Lyles),3,32-31,,
10:15.0,,,32-31,,J. Grant misses 2-pt shot at rim
10:12.0,,,32-31,,Offensive rebound by J. Grant
10:11.0,,,32-33,2,J. Grant makes 2-pt shot at rim
9:57.0,J. Murray makes 3-pt shot from 25 ft (assist by T. Lyles),3,35-33,,
9:55.0,,,35-33,,Oklahoma City full timeout
9:55.0,,,35-33,,A. Abrines enters the game for P. George
9:37.0,,,35-33,,Turnover by R. Felton (step out of bounds)
9:29.0,N. Jokic makes 2-pt shot from 6 ft,2,37-33,,
9:17.0,,,37-33,,Shooting foul by D. Harris (drawn by J. Grant)
9:17.0,,,37-34,1,J. Grant makes free throw 1 of 2
9:17.0,,,37-34,,R. Westbrook enters the game for T. Ferguson
9:17.0,,,37-34,,J. Grant misses free throw 2 of 2
9:15.0,Defensive rebound by T. Craig,,37-34,,
9:01.0,Turnover by N. Jokic (lost ball; steal by P. Patterson),,37-34,,
8:55.0,,,37-37,3,P. Patterson makes 3-pt shot from 24 ft (assist by R. Westbrook)
8:40.0,N. Jokic misses 3-pt shot from 25 ft,,37-37,,
8:34.0,,,37-37,,Defensive rebound by R. Westbrook
8:28.0,,,37-37,,R. Westbrook misses 2-pt shot from 17 ft
8:25.0,Defensive rebound by T. Craig,,37-37,,
8:18.0,N. Jokic makes 2-pt shot from 5 ft (assist by D. Harris),2,39-37,,
8:04.0,,,39-37,,S. Adams enters the game for J. Grant
8:04.0,W. Barton enters the game for J. Murray,,39-37,,
8:01.0,,,39-40,3,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams)
7:38.0,T. Lyles makes 2-pt shot from 8 ft (assist by N. Jokic),2,41-40,,
7:22.0,,,41-40,,R. Felton misses 3-pt shot from 25 ft
7:18.0,Defensive rebound by W. Barton,,41-40,,
7:15.0,T. Lyles makes 2-pt shot from 1 ft (assist by W. Barton),2,43-40,,
7:00.0,,,43-40,,P. Patterson misses 2-pt shot from 10 ft
6:58.0,Defensive rebound by W. Barton,,43-40,,
6:49.0,N. Jokic makes 2-pt shot at rim (assist by T. Lyles),2,45-40,,
6:35.0,,,45-40,,P. Patterson misses 3-pt shot from 24 ft
6:33.0,Defensive rebound by N. Jokic,,45-40,,
6:28.0,Shooting foul by A. Abrines (drawn by D. Harris),,45-40,,
6:28.0,D. Harris makes free throw 1 of 2,1,46-40,,
6:28.0,,,46-40,,C. Anthony enters the game for P. Patterson
6:28.0,M. Plumlee enters the game for N. Jokic,,46-40,,
6:28.0,,,46-40,,Oklahoma City full timeout
6:28.0,D. Harris makes free throw 2 of 2,1,47-40,,
6:08.0,,,47-40,,R. Felton misses 3-pt shot from 25 ft
6:07.0,,,47-40,,Offensive rebound by R. Westbrook
6:07.0,,,47-40,,R. Westbrook misses 2-pt shot at rim
6:06.0,,,47-40,,Offensive rebound by R. Westbrook
6:04.0,,,47-40,,R. Westbrook misses 2-pt shot from 1 ft
6:01.0,,,47-40,,Offensive rebound by R. Westbrook
5:58.0,,,47-42,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
5:42.0,T. Lyles misses 3-pt shot from 24 ft,,47-42,,
5:40.0,,,47-42,,Defensive rebound by C. Anthony
5:30.0,Personal foul by D. Harris (drawn by R. Felton),,47-42,,
5:30.0,P. Millsap enters the game for T. Lyles,,47-42,,
5:30.0,J. Murray enters the game for D. Harris,,47-42,,
5:17.0,,,47-42,,C. Anthony misses 2-pt shot from 11 ft
5:13.0,,,47-42,,Offensive rebound by S. Adams
5:08.0,,,47-44,2,R. Westbrook makes 2-pt shot from 7 ft
5:08.0,,,47-44,,Shooting foul by T. Craig (drawn by R. Westbrook)
5:08.0,,,47-44,,C. Brewer enters the game for R. Felton
5:08.0,W. Chandler enters the game for T. Craig,,47-44,,
5:08.0,,,47-45,1,R. Westbrook makes free throw 1 of 1
4:48.0,W. Chandler misses 2-pt shot at rim,,47-45,,
4:43.0,,,47-45,,Defensive rebound by S. Adams
4:40.0,,,47-48,3,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:38.0,Denver full timeout,,47-48,,
4:38.0,,,47-48,,P. George enters the game for A. Abrines
4:23.0,Turnover by J. Murray (bad pass; steal by S. Adams),,47-48,,
4:20.0,,,47-50,2,R. Westbrook makes 2-pt shot at rim
4:09.0,M. Plumlee makes 2-pt shot at rim (assist by W. Barton),2,49-50,,
4:09.0,Shooting foul by C. Anthony (drawn by M. Plumlee),,49-50,,
4:09.0,M. Plumlee makes free throw 1 of 1,1,50-50,,
3:56.0,Personal foul by M. Plumlee (drawn by R. Westbrook),,50-50,,
3:56.0,N. Jokic enters the game for M. Plumlee,,50-50,,
3:44.0,,,50-50,,C. Brewer misses 3-pt shot from 22 ft
3:41.0,Defensive rebound by W. Chandler,,50-50,,
3:35.0,,,50-50,,Personal foul by C. Brewer (drawn by P. Millsap)
3:35.0,P. Millsap makes free throw 1 of 2,1,51-50,,
3:35.0,P. Millsap makes free throw 2 of 2,1,52-50,,
3:27.0,,,52-50,,P. George misses 2-pt shot from 5 ft
3:25.0,Defensive rebound by N. Jokic,,52-50,,
3:21.0,Turnover by N. Jokic (lost ball; steal by S. Adams),,52-50,,
3:19.0,,,52-50,,C. Anthony misses 3-pt shot from 24 ft
3:17.0,,,52-50,,Offensive rebound by P. George
3:16.0,,,52-52,2,P. George makes 2-pt shot at rim
3:04.0,J. Murray misses 2-pt shot from 16 ft,,52-52,,
3:02.0,,,52-52,,Defensive rebound by C. Brewer
2:58.0,,,52-52,,R. Westbrook misses 2-pt shot from 13 ft
2:55.0,,,52-52,,Offensive rebound by S. Adams
2:40.0,,,52-55,3,R. Westbrook makes 3-pt shot from 22 ft
2:18.0,W. Barton makes 3-pt shot from 25 ft (assist by N. Jokic),3,55-55,,
2:04.0,,,55-55,,P. George misses 2-pt shot from 14 ft
2:00.0,Defensive rebound by W. Chandler,,55-55,,
1:53.0,,,55-55,,Personal foul by C. Anthony (drawn by P. Millsap)
1:53.0,P. Millsap makes free throw 1 of 2,1,56-55,,
1:53.0,M. Plumlee enters the game for N. Jokic,,56-55,,
1:53.0,P. Millsap misses free throw 2 of 2,,56-55,,
1:49.0,Offensive rebound by M. Plumlee,,56-55,,
1:46.0,W. Chandler misses 3-pt shot from 22 ft,,56-55,,
1:45.0,Offensive rebound by Team,,56-55,,
1:45.0,,,56-55,,Loose ball foul by R. Westbrook (drawn by P. Millsap)
1:45.0,P. Millsap misses free throw 1 of 2,,56-55,,
1:45.0,Offensive rebound by Team,,56-55,,
1:45.0,P. Millsap misses free throw 2 of 2,,56-55,,
1:43.0,,,56-55,,Defensive rebound by R. Westbrook
1:26.0,,,56-55,,Turnover by P. George (bad pass; steal by J. Murray)
1:26.0,Turnover by J. Murray (bad pass),,56-55,,
1:24.0,,,56-55,,Shooting foul by W. Chandler (drawn by R. Westbrook)
1:24.0,,,56-56,1,R. Westbrook makes free throw 1 of 2
1:24.0,N. Jokic enters the game for M. Plumlee,,56-56,,
1:24.0,,,56-56,,R. Westbrook misses free throw 2 of 2
1:22.0,Defensive rebound by W. Chandler,,56-56,,
1:02.0,J. Murray misses 2-pt shot from 5 ft,,56-56,,
0:59.0,,,56-56,,Defensive rebound by R. Westbrook
0:54.0,,,56-56,,Turnover by R. Westbrook (bad pass; steal by N. Jokic)
0:47.0,P. Millsap makes 3-pt shot from 24 ft (assist by J. Murray),3,59-56,,
0:36.0,,,59-58,2,S. Adams makes 2-pt shot from 7 ft (assist by P. George)
0:22.0,J. Murray misses 3-pt shot from 25 ft,,59-58,,
0:19.0,Offensive rebound by W. Barton,,59-58,,
0:19.0,W. Barton makes 2-pt shot at rim,2,61-58,,
0:19.0,Shooting foul by P. George (drawn by W. Barton),,61-58,,
0:19.0,M. Plumlee enters the game for N. Jokic,,61-58,,
0:19.0,T. Craig enters the game for W. Chandler,,61-58,,
0:19.0,W. Barton makes free throw 1 of 1,1,62-58,,
0:02.0,,,62-58,,P. George misses 3-pt shot from 23 ft
0:02.0,Defensive rebound by M. Plumlee,,62-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,N. Jokic misses 3-pt shot from 25 ft,,62-58,,
11:42.0,Offensive rebound by P. Millsap,,62-58,,
11:33.0,P. Millsap makes 2-pt shot from 8 ft,2,64-58,,
11:13.0,,,64-58,,P. George misses 2-pt shot from 18 ft
11:10.0,Defensive rebound by N. Jokic,,64-58,,
11:03.0,,,64-58,,Personal foul by C. Anthony (drawn by P. Millsap)
10:53.0,P. Millsap makes 2-pt shot from 13 ft,2,66-58,,
10:40.0,,,66-58,,R. Westbrook misses 2-pt shot from 1 ft
10:39.0,Defensive rebound by J. Murray,,66-58,,
10:35.0,N. Jokic makes 2-pt shot at rim (assist by J. Murray),2,68-58,,
10:34.0,,,68-58,,Oklahoma City full timeout
10:15.0,,,68-60,2,C. Anthony makes 2-pt shot from 7 ft (assist by C. Brewer)
10:07.0,,,68-60,,Personal foul by C. Brewer (drawn by W. Barton)
9:54.0,W. Barton misses 3-pt shot from 24 ft,,68-60,,
9:51.0,,,68-60,,Defensive rebound by S. Adams
9:45.0,,,68-60,,Shooting foul by W. Barton (drawn by R. Westbrook)
9:45.0,,,68-61,1,R. Westbrook makes free throw 1 of 2
9:45.0,,,68-62,1,R. Westbrook makes free throw 2 of 2
9:36.0,N. Jokic makes 2-pt shot from 9 ft (assist by J. Murray),2,70-62,,
9:15.0,,,70-62,,C. Brewer misses 3-pt shot from 23 ft
9:12.0,Defensive rebound by W. Chandler,,70-62,,
8:57.0,N. Jokic makes 2-pt shot from 1 ft (assist by J. Murray),2,72-62,,
8:39.0,,,72-62,,C. Anthony misses 2-pt shot from 5 ft
8:38.0,Defensive rebound by N. Jokic,,72-62,,
8:31.0,N. Jokic makes 3-pt shot from 25 ft (assist by W. Barton),3,75-62,,
8:12.0,,,75-62,,R. Westbrook misses 2-pt shot at rim
8:09.0,,,75-62,,Offensive rebound by S. Adams
8:09.0,,,75-62,,S. Adams misses 2-pt shot at rim
8:08.0,Defensive rebound by W. Chandler,,75-62,,
7:53.0,J. Murray misses 3-pt shot from 24 ft,,75-62,,
7:50.0,,,75-62,,Defensive rebound by C. Anthony
7:45.0,,,75-64,2,R. Westbrook makes 2-pt shot from 16 ft (assist by S. Adams)
7:35.0,,,75-64,,Personal foul by R. Westbrook (drawn by N. Jokic)
7:30.0,Shooting foul by S. Adams (drawn by J. Murray),,75-64,,
7:30.0,J. Murray makes free throw 1 of 2,1,76-64,,
7:30.0,J. Murray makes free throw 2 of 2,1,77-64,,
7:19.0,,,77-64,,R. Westbrook misses 2-pt shot at rim
7:15.0,,,77-64,,Offensive rebound by C. Anthony
7:15.0,,,77-64,,C. Anthony misses 3-pt shot from 23 ft
7:12.0,Defensive rebound by W. Chandler,,77-64,,
7:05.0,Turnover by J. Murray (bad pass; steal by C. Anthony),,77-64,,
7:01.0,,,77-64,,R. Westbrook misses 3-pt shot from 25 ft
6:57.0,Defensive rebound by W. Barton,,77-64,,
6:52.0,W. Barton misses 2-pt shot from 1 ft,,77-64,,
6:51.0,,,77-64,,Defensive rebound by C. Anthony
6:36.0,,,77-64,,C. Anthony misses 2-pt shot from 8 ft
6:33.0,Defensive rebound by W. Barton,,77-64,,
6:17.0,N. Jokic makes 2-pt shot from 4 ft (assist by W. Chandler),2,79-64,,
5:55.0,,,79-66,2,C. Brewer makes 2-pt shot at rim (assist by S. Adams)
5:41.0,P. Millsap makes 2-pt shot at rim (assist by N. Jokic),2,81-66,,
5:30.0,Personal foul by W. Chandler (drawn by R. Westbrook),,81-66,,
5:30.0,,,81-66,,R. Felton enters the game for C. Brewer
5:30.0,,,81-66,,J. Grant enters the game for S. Adams
5:18.0,,,81-69,3,R. Felton makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:54.0,Turnover by J. Murray (lost ball; steal by J. Grant),,81-69,,
4:51.0,,,81-72,3,R. Westbrook makes 3-pt shot from 25 ft
4:49.0,Denver full timeout,,81-72,,
4:49.0,D. Harris enters the game for N. Jokic,,81-72,,
4:49.0,M. Plumlee enters the game for J. Murray,,81-72,,
4:29.0,P. Millsap misses 2-pt shot from 11 ft,,81-72,,
4:27.0,Offensive rebound by M. Plumlee,,81-72,,
4:26.0,M. Plumlee makes 2-pt shot at rim,2,83-72,,
3:58.0,,,83-74,2,J. Grant makes 2-pt shot at rim
3:32.0,P. Millsap makes 2-pt shot from 6 ft,2,85-74,,
3:17.0,,,85-74,,Shooting foul by P. Millsap (drawn by J. Grant)
3:17.0,,,85-75,1,J. Grant makes free throw 1 of 2
3:17.0,T. Craig enters the game for W. Chandler,,85-75,,
3:17.0,,,85-76,1,J. Grant makes free throw 2 of 2
2:59.0,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Harris),2,87-76,,
2:47.0,,,87-76,,Turnover by P. George (bad pass; steal by D. Harris)
2:42.0,W. Barton misses 3-pt shot from 24 ft,,87-76,,
2:38.0,Offensive rebound by T. Craig,,87-76,,
2:27.0,Shooting foul by J. Grant (drawn by M. Plumlee),,87-76,,
2:27.0,M. Plumlee makes free throw 1 of 2,1,88-76,,
2:27.0,,,88-76,,A. Abrines enters the game for R. Westbrook
2:27.0,J. Murray enters the game for P. Millsap,,88-76,,
2:27.0,N. Jokic enters the game for W. Barton,,88-76,,
2:27.0,M. Plumlee makes free throw 2 of 2,1,89-76,,
2:12.0,Personal foul by M. Plumlee (drawn by P. George),,89-76,,
2:01.0,,,89-79,3,C. Anthony makes 3-pt shot from 25 ft (assist by P. George)
1:47.0,N. Jokic misses 2-pt shot from 6 ft,,89-79,,
1:42.0,,,89-79,,Defensive rebound by C. Anthony
1:31.0,,,89-79,,C. Anthony misses 2-pt shot from 16 ft
1:27.0,Defensive rebound by N. Jokic,,89-79,,
1:17.0,T. Craig makes 3-pt shot from 22 ft (assist by M. Plumlee),3,92-79,,
0:55.0,,,92-79,,C. Anthony misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by J. Murray,,92-79,,
0:41.0,T. Craig misses 3-pt shot from 25 ft,,92-79,,
0:37.0,,,92-79,,Defensive rebound by P. George
0:30.0,,,92-79,,R. Felton misses 3-pt shot from 25 ft
0:26.0,,,92-79,,Offensive rebound by P. George
0:06.0,,,92-79,,C. Anthony misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by N. Jokic,,92-79,,
0:00.0,N. Jokic misses 3-pt shot from 78 ft,,92-79,,
0:00.0,Offensive rebound by Team,,92-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,92-79,,J. Grant misses 2-pt shot from 1 ft
11:48.0,Defensive rebound by N. Jokic,,92-79,,
11:42.0,Turnover by T. Craig (lost ball; steal by P. George),,92-79,,
11:38.0,,,92-79,,Shooting foul by T. Lyles (drawn by P. George)
11:38.0,,,92-80,1,P. George makes free throw 1 of 2
11:38.0,,,92-81,1,P. George makes free throw 2 of 2
11:20.0,T. Craig misses 3-pt shot from 24 ft,,92-81,,
11:17.0,,,92-81,,Defensive rebound by Team
11:10.0,,,92-83,2,R. Felton makes 2-pt shot at rim
10:46.0,D. Harris misses 3-pt shot from 26 ft,,92-83,,
10:41.0,,,92-83,,Defensive rebound by A. Abrines
10:36.0,,,92-86,3,P. Patterson makes 3-pt shot from 25 ft (assist by P. George)
10:35.0,Denver full timeout,,92-86,,
10:35.0,,,92-86,,R. Westbrook enters the game for P. George
10:26.0,,,92-86,,Personal foul by P. Patterson (drawn by N. Jokic)
10:12.0,N. Jokic misses 2-pt shot from 15 ft,,92-86,,
10:09.0,,,92-86,,Defensive rebound by P. Patterson
9:51.0,,,92-86,,R. Felton misses 2-pt shot from 13 ft
9:49.0,Defensive rebound by N. Jokic,,92-86,,
9:37.0,T. Lyles misses 2-pt shot from 7 ft,,92-86,,
9:37.0,,,92-86,,Defensive rebound by P. Patterson
9:29.0,,,92-89,3,R. Westbrook makes 3-pt shot from 26 ft
9:29.0,,,92-89,,Shooting foul by T. Craig (drawn by R. Westbrook)
9:29.0,P. Millsap enters the game for T. Craig,,92-89,,
9:29.0,W. Barton enters the game for T. Lyles,,92-89,,
9:29.0,,,92-89,,R. Westbrook misses free throw 1 of 1
9:29.0,Defensive rebound by N. Jokic,,92-89,,
9:14.0,P. Millsap makes 2-pt shot from 6 ft (assist by N. Jokic),2,94-89,,
9:02.0,,,94-89,,P. Patterson misses 3-pt shot from 23 ft
9:00.0,Defensive rebound by D. Harris,,94-89,,
8:48.0,N. Jokic misses 2-pt shot from 3 ft,,94-89,,
8:45.0,,,94-89,,Defensive rebound by J. Grant
8:39.0,,,94-89,,C. Brewer enters the game for R. Felton
8:33.0,,,94-89,,R. Westbrook misses 3-pt shot from 26 ft
8:31.0,,,94-89,,Offensive rebound by C. Brewer
8:29.0,,,94-92,3,P. Patterson makes 3-pt shot from 23 ft (assist by C. Brewer)
8:16.0,,,94-92,,Personal foul by A. Abrines (drawn by J. Murray)
8:10.0,N. Jokic misses 3-pt shot from 24 ft,,94-92,,
8:07.0,Offensive rebound by J. Murray,,94-92,,
8:04.0,P. Millsap misses 3-pt shot from 24 ft,,94-92,,
8:00.0,,,94-92,,Defensive rebound by R. Westbrook
7:54.0,,,94-94,2,R. Westbrook makes 2-pt shot from 1 ft
7:54.0,Violation by W. Barton (def goaltending),,94-94,,
7:30.0,D. Harris makes 3-pt shot from 22 ft (assist by P. Millsap),3,97-94,,
7:21.0,,,97-94,,Turnover by J. Grant (traveling)
7:06.0,Turnover by N. Jokic (bad pass; steal by R. Westbrook),,97-94,,
6:58.0,,,97-96,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
6:45.0,N. Jokic misses 3-pt shot from 24 ft,,97-96,,
6:43.0,,,97-96,,Defensive rebound by J. Grant
6:37.0,,,97-96,,R. Westbrook misses 3-pt shot from 25 ft
6:34.0,Defensive rebound by W. Barton,,97-96,,
6:28.0,Turnover by W. Barton (bad pass; steal by J. Grant),,97-96,,
6:21.0,,,97-99,3,J. Grant makes 3-pt shot from 25 ft (assist by R. Westbrook)
6:16.0,Denver full timeout,,97-99,,
6:05.0,N. Jokic makes 2-pt shot from 5 ft (assist by W. Barton),2,99-99,,
5:49.0,,,99-102,3,A. Abrines makes 3-pt shot from 24 ft (assist by R. Westbrook)
5:27.0,Offensive charge foul by P. Millsap (drawn by C. Brewer),,99-102,,
5:27.0,Turnover by P. Millsap (offensive foul),,99-102,,
5:27.0,,,99-102,,S. Adams enters the game for P. Patterson
5:04.0,,,99-102,,R. Westbrook misses 2-pt shot from 2 ft
5:02.0,Defensive rebound by J. Murray,,99-102,,
4:58.0,J. Murray misses 2-pt shot from 13 ft,,99-102,,
4:55.0,,,99-102,,Defensive rebound by C. Brewer
4:46.0,,,99-102,,A. Abrines misses 3-pt shot from 22 ft
4:43.0,,,99-102,,Offensive rebound by C. Brewer
4:35.0,,,99-104,2,R. Westbrook makes 2-pt shot from 13 ft
4:21.0,P. Millsap makes 2-pt shot from 7 ft,2,101-104,,
4:21.0,Shooting foul by J. Grant (drawn by P. Millsap),,101-104,,
