time,Toronto,pts.away,score,pts.home,Philadelphia
3:08.0,K. Lowry misses 3-pt shot from 26 ft,,23-20,,
3:08.0,,,23-20,,Defensive rebound by T. Luwawu-Cabarrot
2:58.0,,,23-20,,Shooting foul by J. Poeltl (drawn by R. Covington)
2:58.0,Toronto full timeout,,23-20,,
2:58.0,F. VanVleet enters the game for K. Lowry,,23-20,,
2:58.0,,,23-21,1,R. Covington makes free throw 1 of 2
2:58.0,,,23-22,1,R. Covington makes free throw 2 of 2
2:44.0,D. DeRozan misses 2-pt shot from 19 ft,,23-22,,
2:40.0,,,23-22,,Defensive rebound by R. Holmes
2:34.0,,,23-22,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by P. Siakam,,23-22,,
2:23.0,D. DeRozan makes 3-pt shot from 28 ft (assist by P. Siakam),3,26-22,,
2:08.0,,,26-22,,R. Holmes misses 2-pt shot from 5 ft
2:06.0,Defensive rebound by J. Poeltl,,26-22,,
2:03.0,Turnover by P. Siakam (bad pass; steal by T. Luwawu-Cabarrot),,26-22,,
1:58.0,,,26-24,2,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by T. McConnell)
1:37.0,J. Poeltl misses 2-pt shot from 6 ft (block by R. Holmes),,26-24,,
1:37.0,Offensive rebound by Team,,26-24,,
1:30.0,Turnover by Team (shot clock),,26-24,,
1:18.0,,,26-27,3,R. Covington makes 3-pt shot from 25 ft (assist by T. Booker)
1:08.0,Offensive foul by F. VanVleet (drawn by T. McConnell),,26-27,,
1:08.0,Turnover by F. VanVleet (offensive foul),,26-27,,
1:02.0,,,26-29,2,R. Holmes makes 2-pt shot from 1 ft (assist by T. McConnell)
0:43.0,J. Poeltl makes 2-pt shot from 8 ft (assist by D. DeRozan),2,28-29,,
0:32.0,,,28-29,,R. Covington misses 3-pt shot from 26 ft
0:26.0,,,28-29,,Offensive rebound by R. Holmes
0:26.0,,,28-29,,R. Holmes misses 2-pt shot at rim
0:26.0,,,28-29,,Offensive rebound by T. Booker
0:26.0,,,28-31,2,T. Booker makes 2-pt shot from 1 ft
0:04.0,P. Siakam misses 3-pt shot from 26 ft,,28-31,,
0:02.0,Offensive rebound by J. Poeltl,,28-31,,
0:02.0,J. Poeltl makes 2-pt shot from 7 ft,2,30-31,,
0:01.0,,,30-31,,Turnover by T. Booker (bad pass; steal by P. Siakam)
0:01.0,P. Siakam misses 3-pt shot from 25 ft,,30-31,,
0:01.0,Offensive rebound by Team,,30-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,P. Siakam misses 3-pt shot from 23 ft,,30-31,,
11:34.0,Offensive rebound by J. Poeltl,,30-31,,
11:27.0,Turnover by D. Wright (bad pass),,30-31,,
11:16.0,,,30-31,,Turnover by R. Covington (bad pass; steal by J. Poeltl)
11:08.0,Turnover by N. Powell (bad pass; steal by J. Bayless),,30-31,,
11:01.0,,,30-33,2,D. Saric makes 2-pt shot from 7 ft
10:38.0,Turnover by N. Powell (lost ball; steal by R. Covington),,30-33,,
10:24.0,,,30-35,2,A. Johnson makes 2-pt shot from 2 ft (assist by D. Saric)
10:18.0,Toronto full timeout,,30-35,,
10:18.0,O. Anunoby enters the game for N. Powell,,30-35,,
10:10.0,,,30-35,,Personal foul by A. Johnson (drawn by F. VanVleet)
10:10.0,,,30-35,,T. Luwawu-Cabarrot enters the game for R. Covington
10:05.0,D. Wright misses 2-pt shot from 4 ft,,30-35,,
10:02.0,,,30-35,,Defensive rebound by T. McConnell
9:55.0,Personal foul by P. Siakam (drawn by D. Saric),,30-35,,
9:48.0,,,30-35,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
9:44.0,Defensive rebound by P. Siakam,,30-35,,
9:41.0,Shooting foul by T. McConnell (drawn by F. VanVleet),,30-35,,
9:41.0,F. VanVleet makes free throw 1 of 2,1,31-35,,
9:41.0,K. Lowry enters the game for P. Siakam,,31-35,,
9:41.0,F. VanVleet makes free throw 2 of 2,1,32-35,,
9:31.0,,,32-38,3,T. McConnell makes 3-pt shot from 26 ft (assist by A. Johnson)
9:17.0,O. Anunoby misses 3-pt shot from 22 ft,,32-38,,
9:13.0,,,32-38,,Defensive rebound by D. Saric
8:55.0,,,32-38,,Turnover by A. Johnson (bad pass)
8:38.0,K. Lowry makes 2-pt shot from 13 ft,2,34-38,,
8:25.0,,,34-38,,Offensive charge foul by T. Luwawu-Cabarrot (drawn by J. Poeltl)
8:25.0,,,34-38,,Turnover by T. Luwawu-Cabarrot (offensive foul)
8:25.0,,,34-38,,R. Holmes enters the game for A. Johnson
8:25.0,,,34-38,,B. Simmons enters the game for T. McConnell
8:15.0,Shooting foul by R. Holmes (drawn by K. Lowry),,34-38,,
8:15.0,K. Lowry makes free throw 1 of 2,1,35-38,,
8:15.0,J. Valanciunas enters the game for F. VanVleet,,35-38,,
8:15.0,S. Ibaka enters the game for J. Poeltl,,35-38,,
8:15.0,K. Lowry makes free throw 2 of 2,1,36-38,,
8:06.0,,,36-38,,Turnover by J. Bayless (bad pass)
8:06.0,,,36-38,,T. Booker enters the game for D. Saric
7:51.0,S. Ibaka makes 2-pt shot from 2 ft (assist by D. Wright),2,38-38,,
7:51.0,,,38-38,,Philadelphia full timeout
7:34.0,,,38-40,2,J. Bayless makes 2-pt shot from 4 ft
7:19.0,J. Valanciunas misses 2-pt shot at rim,,38-40,,
7:18.0,Offensive rebound by J. Valanciunas,,38-40,,
7:18.0,J. Valanciunas misses 2-pt shot at rim,,38-40,,
7:18.0,Offensive rebound by Team,,38-40,,
7:18.0,,,38-40,,Personal foul by R. Holmes (drawn by J. Valanciunas)
7:04.0,D. Wright misses 2-pt shot from 3 ft,,38-40,,
7:00.0,Offensive rebound by K. Lowry,,38-40,,
7:00.0,K. Lowry misses 2-pt shot at rim,,38-40,,
6:58.0,Offensive rebound by K. Lowry,,38-40,,
6:58.0,K. Lowry misses 2-pt shot at rim (block by B. Simmons),,38-40,,
6:58.0,,,38-40,,Defensive rebound by R. Holmes
6:53.0,,,38-40,,Shooting foul by S. Ibaka (drawn by T. Booker)
6:53.0,,,38-41,1,T. Booker makes free throw 1 of 2
6:53.0,,,38-41,,R. Covington enters the game for T. Luwawu-Cabarrot
6:53.0,D. DeRozan enters the game for D. Wright,,38-41,,
6:53.0,,,38-42,1,T. Booker makes free throw 2 of 2
6:32.0,O. Anunoby makes 3-pt shot from 24 ft (assist by K. Lowry),3,41-42,,
6:12.0,,,41-44,2,B. Simmons makes 2-pt shot from 3 ft
6:00.0,Turnover by K. Lowry (bad pass),,41-44,,
5:49.0,,,41-46,2,R. Holmes makes 2-pt shot from 2 ft (assist by T. Booker)
5:35.0,Shooting foul by J. Bayless (drawn by K. Lowry),,41-46,,
5:35.0,K. Lowry makes free throw 1 of 2,1,42-46,,
5:35.0,K. Lowry makes free throw 2 of 2,1,43-46,,
5:25.0,,,43-46,,Turnover by J. Bayless (lost ball; steal by S. Ibaka)
5:19.0,S. Ibaka misses 2-pt shot from 3 ft (block by T. Booker),,43-46,,
5:16.0,,,43-46,,Defensive rebound by J. Bayless
5:13.0,,,43-46,,J. Bayless misses 3-pt shot from 25 ft (block by D. DeRozan)
5:08.0,Defensive rebound by K. Lowry,,43-46,,
5:01.0,D. DeRozan makes 2-pt shot from 18 ft (assist by K. Lowry),2,45-46,,
4:49.0,Personal foul by D. DeRozan (drawn by R. Covington),,45-46,,
4:49.0,,,45-46,,D. Saric enters the game for T. Booker
4:43.0,,,45-46,,R. Covington misses 2-pt shot from 11 ft
4:38.0,,,45-46,,Offensive rebound by R. Covington
4:38.0,,,45-46,,R. Covington misses 2-pt shot at rim
4:35.0,,,45-46,,Offensive rebound by R. Holmes
4:35.0,,,45-48,2,R. Holmes makes 2-pt shot at rim
4:28.0,Turnover by O. Anunoby (bad pass; steal by J. Bayless),,45-48,,
4:25.0,,,45-48,,Turnover by B. Simmons (bad pass)
4:11.0,K. Lowry misses 3-pt shot from 24 ft,,45-48,,
4:08.0,,,45-48,,Defensive rebound by D. Saric
4:00.0,,,45-48,,J. Bayless misses 2-pt shot from 19 ft
4:00.0,,,45-48,,Offensive rebound by R. Covington
3:54.0,,,45-51,3,R. Covington makes 3-pt shot from 24 ft
3:36.0,D. DeRozan misses 2-pt shot from 13 ft,,45-51,,
3:36.0,,,45-51,,Defensive rebound by D. Saric
3:29.0,,,45-53,2,B. Simmons makes 2-pt shot from 3 ft (assist by D. Saric)
3:22.0,Toronto full timeout,,45-53,,
3:22.0,,,45-53,,T. McConnell enters the game for J. Bayless
3:22.0,D. Wright enters the game for O. Anunoby,,45-53,,
3:11.0,Shooting foul by R. Covington (drawn by D. DeRozan),,45-53,,
3:11.0,D. DeRozan misses free throw 1 of 2,,45-53,,
3:11.0,Offensive rebound by Team,,45-53,,
3:11.0,D. DeRozan makes free throw 2 of 2,1,46-53,,
3:00.0,Personal foul by S. Ibaka (drawn by D. Saric),,46-53,,
2:52.0,,,46-55,2,D. Saric makes 2-pt shot from 19 ft
2:39.0,D. DeRozan makes 2-pt shot at rim,2,48-55,,
2:21.0,,,48-55,,T. McConnell misses 3-pt shot from 25 ft
2:18.0,,,48-55,,Offensive rebound by R. Holmes
2:17.0,,,48-57,2,R. Holmes makes 2-pt shot at rim
2:07.0,Turnover by K. Lowry (out of bounds lost ball),,48-57,,
1:57.0,,,48-60,3,D. Saric makes 3-pt shot from 25 ft (assist by R. Holmes)
1:45.0,Offensive foul by K. Lowry (drawn by T. McConnell),,48-60,,
1:45.0,Turnover by K. Lowry (offensive foul),,48-60,,
1:45.0,J. Poeltl enters the game for J. Valanciunas,,48-60,,
1:29.0,,,48-63,3,R. Covington makes 3-pt shot from 26 ft (assist by D. Saric)
1:16.0,D. DeRozan misses 2-pt shot from 2 ft,,48-63,,
1:14.0,Offensive rebound by D. DeRozan,,48-63,,
1:11.0,S. Ibaka misses 3-pt shot from 26 ft,,48-63,,
1:08.0,,,48-63,,Defensive rebound by R. Covington
1:01.0,,,48-63,,Turnover by B. Simmons (bad pass; steal by J. Poeltl)
0:57.0,D. DeRozan makes 2-pt shot from 2 ft,2,50-63,,
0:45.0,,,50-63,,R. Holmes misses 2-pt shot from 3 ft (block by J. Poeltl)
0:38.0,Defensive rebound by K. Lowry,,50-63,,
0:36.0,D. Wright misses 2-pt shot from 3 ft (block by D. Saric),,50-63,,
0:32.0,,,50-63,,Defensive rebound by D. Saric
0:28.0,,,50-65,2,T. McConnell makes 2-pt shot from 3 ft (assist by B. Simmons)
0:07.0,D. DeRozan makes 2-pt shot from 13 ft,2,52-65,,
0:00.0,,,52-65,,Turnover by T. McConnell (lost ball; steal by K. Lowry)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,D. DeRozan misses 3-pt shot from 24 ft,,52-65,,
11:43.0,,,52-65,,Defensive rebound by A. Johnson
11:28.0,,,52-65,,D. Saric misses 2-pt shot from 16 ft
11:27.0,,,52-65,,Offensive rebound by Team
11:22.0,,,52-67,2,B. Simmons makes 2-pt shot from 10 ft
10:56.0,J. Valanciunas misses 2-pt shot from 8 ft,,52-67,,
10:56.0,Offensive rebound by S. Ibaka,,52-67,,
10:56.0,Shooting foul by R. Covington (drawn by S. Ibaka),,52-67,,
10:56.0,S. Ibaka makes free throw 1 of 2,1,53-67,,
10:56.0,S. Ibaka makes free throw 2 of 2,1,54-67,,
10:40.0,,,54-69,2,D. Saric makes 2-pt shot from 5 ft
10:18.0,O. Anunoby misses 2-pt shot from 19 ft,,54-69,,
10:13.0,Offensive rebound by K. Lowry,,54-69,,
10:06.0,J. Valanciunas misses 2-pt shot from 4 ft,,54-69,,
10:03.0,,,54-69,,Defensive rebound by D. Saric
9:54.0,,,54-71,2,A. Johnson makes 2-pt shot from 4 ft (assist by D. Saric)
9:39.0,Turnover by K. Lowry (lost ball; steal by J. Bayless),,54-71,,
9:35.0,,,54-73,2,J. Bayless makes 2-pt shot at rim
9:35.0,Toronto full timeout,,54-73,,
9:35.0,P. Siakam enters the game for O. Anunoby,,54-73,,
9:35.0,D. Wright enters the game for J. Valanciunas,,54-73,,
9:34.0,Turnover by P. Siakam (bad pass; steal by D. Saric),,54-73,,
9:27.0,,,54-73,,Turnover by D. Saric (bad pass)
9:15.0,Turnover by K. Lowry (bad pass; steal by D. Saric),,54-73,,
9:09.0,,,54-76,3,R. Covington makes 3-pt shot from 26 ft (assist by B. Simmons)
8:48.0,K. Lowry makes 3-pt shot from 22 ft (assist by P. Siakam),3,57-76,,
8:19.0,,,57-76,,J. Bayless misses 2-pt shot from 8 ft
8:17.0,Defensive rebound by K. Lowry,,57-76,,
8:01.0,Turnover by S. Ibaka (bad pass; steal by R. Covington),,57-76,,
7:54.0,,,57-76,,Turnover by B. Simmons (bad pass; steal by D. DeRozan)
7:51.0,,,57-76,,Loose ball foul by B. Simmons (drawn by D. Wright)
7:51.0,,,57-76,,T. Booker enters the game for R. Covington
7:46.0,,,57-76,,Personal foul by A. Johnson (drawn by D. DeRozan)
7:46.0,,,57-76,,R. Holmes enters the game for A. Johnson
7:39.0,S. Ibaka misses 3-pt shot from 25 ft,,57-76,,
7:34.0,Offensive rebound by D. Wright,,57-76,,
7:28.0,K. Lowry makes 2-pt shot from 3 ft (assist by D. Wright),2,59-76,,
7:28.0,Shooting foul by J. Bayless (drawn by K. Lowry),,59-76,,
7:28.0,K. Lowry makes free throw 1 of 1,1,60-76,,
7:15.0,,,60-76,,Turnover by B. Simmons (lost ball; steal by D. Wright)
7:11.0,D. Wright makes 2-pt shot from 1 ft (assist by P. Siakam),2,62-76,,
7:11.0,,,62-76,,Philadelphia full timeout
6:48.0,,,62-76,,R. Holmes misses 2-pt shot from 5 ft (block by P. Siakam)
6:47.0,,,62-76,,Offensive rebound by Team
6:47.0,,,62-76,,Turnover by Team (shot clock)
6:47.0,,,62-76,,R. Covington enters the game for D. Saric
6:34.0,S. Ibaka misses 2-pt shot from 12 ft,,62-76,,
6:31.0,Offensive rebound by D. Wright,,62-76,,
6:27.0,D. Wright makes 2-pt shot from 3 ft,2,64-76,,
6:14.0,,,64-76,,B. Simmons misses 2-pt shot from 5 ft (block by S. Ibaka)
6:10.0,Defensive rebound by D. Wright,,64-76,,
6:05.0,K. Lowry makes 2-pt shot from 1 ft (assist by D. Wright),2,66-76,,
5:53.0,Personal foul by P. Siakam (drawn by R. Holmes),,66-76,,
5:53.0,,,66-76,,T. McConnell enters the game for J. Bayless
5:46.0,,,66-76,,Offensive charge foul by T. Booker (drawn by D. Wright)
5:46.0,,,66-76,,Turnover by T. Booker (offensive foul)
5:35.0,Shooting foul by R. Holmes (drawn by D. Wright),,66-76,,
5:35.0,D. Wright makes free throw 1 of 2,1,67-76,,
5:35.0,D. Wright makes free throw 2 of 2,1,68-76,,
5:19.0,,,68-78,2,R. Holmes makes 2-pt shot from 1 ft (assist by B. Simmons)
5:04.0,D. Wright makes 3-pt shot from 25 ft (assist by D. DeRozan),3,71-78,,
4:50.0,,,71-78,,R. Covington misses 3-pt shot from 26 ft
4:46.0,,,71-78,,Offensive rebound by T. Booker
4:46.0,,,71-78,,T. Booker misses 2-pt shot from 1 ft (block by P. Siakam)
4:46.0,Defensive rebound by P. Siakam,,71-78,,
4:30.0,K. Lowry misses 3-pt shot from 24 ft,,71-78,,
4:26.0,,,71-78,,Defensive rebound by T. Booker
4:25.0,Personal foul by D. DeRozan (drawn by B. Simmons),,71-78,,
4:25.0,,,71-78,,T. Luwawu-Cabarrot enters the game for B. Simmons
4:06.0,,,71-78,,R. Covington misses 2-pt shot from 21 ft
4:03.0,Defensive rebound by S. Ibaka,,71-78,,
3:50.0,D. DeRozan makes 3-pt shot from 25 ft (assist by D. Wright),3,74-78,,
3:49.0,,,74-78,,Philadelphia full timeout
3:49.0,,,74-78,,D. Saric enters the game for T. Booker
3:49.0,F. VanVleet enters the game for K. Lowry,,74-78,,
3:34.0,,,74-78,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
3:30.0,Defensive rebound by F. VanVleet,,74-78,,
3:23.0,,,74-78,,Personal foul by T. Luwawu-Cabarrot (drawn by S. Ibaka)
3:23.0,S. Ibaka makes free throw 1 of 2,1,75-78,,
3:23.0,,,75-78,,A. Johnson enters the game for R. Holmes
3:23.0,S. Ibaka makes free throw 2 of 2,1,76-78,,
3:01.0,,,76-80,2,R. Covington makes 2-pt shot from 18 ft (assist by T. McConnell)
2:44.0,Turnover by D. Wright (lost ball; steal by R. Covington),,76-80,,
2:40.0,,,76-80,,Turnover by D. Saric (lost ball; steal by D. DeRozan)
2:39.0,,,76-80,,Personal foul by T. Luwawu-Cabarrot (drawn by P. Siakam)
2:39.0,P. Siakam makes free throw 1 of 2,1,77-80,,
2:39.0,J. Poeltl enters the game for S. Ibaka,,77-80,,
2:39.0,P. Siakam makes free throw 2 of 2,1,78-80,,
2:26.0,,,78-80,,A. Johnson misses 2-pt shot from 7 ft (block by J. Poeltl)
2:23.0,Defensive rebound by J. Poeltl,,78-80,,
2:18.0,D. DeRozan misses 2-pt shot from 17 ft,,78-80,,
2:14.0,,,78-80,,Defensive rebound by R. Covington
2:08.0,,,78-82,2,A. Johnson makes 2-pt shot from 1 ft (assist by T. McConnell)
2:00.0,D. DeRozan makes 3-pt shot from 24 ft (assist by F. VanVleet),3,81-82,,
1:44.0,,,81-82,,T. McConnell misses 2-pt shot from 2 ft
1:38.0,,,81-82,,Offensive rebound by A. Johnson
1:38.0,,,81-84,2,A. Johnson makes 2-pt shot at rim
1:18.0,D. Wright makes 3-pt shot from 25 ft,3,84-84,,
0:57.0,,,84-86,2,A. Johnson makes 2-pt shot from 3 ft (assist by D. Saric)
0:39.0,Turnover by D. DeRozan (bad pass; steal by R. Covington),,84-86,,
0:19.0,,,84-86,,Shooting foul by F. VanVleet (drawn by D. Saric)
0:19.0,,,84-87,1,D. Saric makes free throw 1 of 2
0:19.0,,,84-88,1,D. Saric makes free throw 2 of 2
0:02.0,D. DeRozan makes 2-pt shot from 8 ft,2,86-88,,
0:00.0,,,86-88,,R. Covington misses 3-pt shot from 60 ft
0:00.0,,,86-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,86-90,2,D. Saric makes 2-pt shot from 16 ft
11:14.0,N. Powell misses 3-pt shot from 24 ft,,86-90,,
11:11.0,Offensive rebound by Team,,86-90,,
10:53.0,F. VanVleet misses 3-pt shot from 25 ft,,86-90,,
10:46.0,Offensive rebound by D. Wright,,86-90,,
10:35.0,F. VanVleet misses 3-pt shot from 23 ft,,86-90,,
10:26.0,Offensive rebound by P. Siakam,,86-90,,
10:26.0,P. Siakam makes 2-pt shot at rim,2,88-90,,
10:19.0,,,88-90,,Turnover by A. Johnson (bad pass; steal by F. VanVleet)
10:14.0,D. Wright misses 3-pt shot from 25 ft,,88-90,,
10:12.0,,,88-90,,Defensive rebound by A. Johnson
10:04.0,Personal foul by P. Siakam (drawn by D. Saric),,88-90,,
10:04.0,,,88-90,,T. Luwawu-Cabarrot enters the game for R. Covington
9:58.0,Personal foul by N. Powell (drawn by J. Bayless),,88-90,,
9:47.0,,,88-92,2,D. Saric makes 2-pt shot from 3 ft
9:47.0,,,88-92,,Shooting foul by P. Siakam (drawn by D. Saric)
9:47.0,,,88-93,1,D. Saric makes free throw 1 of 1
9:32.0,J. Poeltl makes 2-pt shot from 1 ft (assist by F. VanVleet),2,90-93,,
9:17.0,,,90-93,,T. McConnell misses 2-pt shot from 12 ft
9:14.0,Defensive rebound by P. Siakam,,90-93,,
9:09.0,D. Wright misses 2-pt shot from 9 ft (block by T. McConnell),,90-93,,
9:09.0,Offensive rebound by Team,,90-93,,
9:09.0,,,90-93,,R. Holmes enters the game for A. Johnson
9:09.0,,,90-93,,B. Simmons enters the game for T. McConnell
9:08.0,,,90-93,,Personal foul by J. Bayless (drawn by F. VanVleet)
9:08.0,K. Lowry enters the game for D. Wright,,90-93,,
8:56.0,F. VanVleet misses 2-pt shot from 3 ft (block by D. Saric),,90-93,,
8:50.0,,,90-93,,Defensive rebound by R. Holmes
8:38.0,,,90-96,3,T. Luwawu-Cabarrot makes 3-pt shot from 28 ft (assist by J. Bayless)
8:35.0,Toronto full timeout,,90-96,,
8:35.0,S. Ibaka enters the game for F. VanVleet,,90-96,,
8:35.0,D. DeRozan enters the game for P. Siakam,,90-96,,
8:27.0,D. DeRozan misses 2-pt shot from 14 ft,,90-96,,
8:25.0,Offensive rebound by D. DeRozan,,90-96,,
8:20.0,D. DeRozan makes 2-pt shot from 9 ft,2,92-96,,
8:03.0,,,92-96,,Turnover by D. Saric (lost ball; steal by S. Ibaka)
7:52.0,K. Lowry makes 3-pt shot from 26 ft,3,95-96,,
7:39.0,,,95-96,,R. Holmes misses 2-pt shot from 3 ft
7:37.0,Defensive rebound by D. DeRozan,,95-96,,
7:33.0,Turnover by D. DeRozan (bad pass),,95-96,,
7:33.0,,,95-96,,R. Covington enters the game for T. Luwawu-Cabarrot
7:22.0,,,95-98,2,B. Simmons makes 2-pt shot from 1 ft (assist by R. Holmes)
7:22.0,,,95-98,,Shooting foul by N. Powell (drawn by B. Simmons)
7:22.0,,,95-98,,B. Simmons misses free throw 1 of 1
7:19.0,Defensive rebound by S. Ibaka,,95-98,,
7:02.0,S. Ibaka makes 2-pt shot from 15 ft (assist by N. Powell),2,97-98,,
6:40.0,Personal foul by N. Powell (drawn by B. Simmons),,97-98,,
6:40.0,,,97-98,,B. Simmons misses free throw 1 of 2
6:40.0,,,97-98,,Offensive rebound by Team
6:40.0,D. Wright enters the game for N. Powell,,97-98,,
6:40.0,,,97-99,1,B. Simmons makes free throw 2 of 2
6:29.0,D. DeRozan misses 3-pt shot from 25 ft,,97-99,,
6:24.0,,,97-99,,Defensive rebound by B. Simmons
6:09.0,,,97-99,,Shooting foul by J. Poeltl (drawn by R. Holmes)
6:09.0,,,97-99,,R. Holmes misses free throw 1 of 2
6:09.0,,,97-99,,Offensive rebound by Team
