time,Washington,pts.away,score,pts.home,Toronto
8:26.0,Offensive rebound by T. Satoransky,,33-34,,
8:20.0,T. Satoransky misses 2-pt shot at rim,,33-34,,
8:20.0,Offensive rebound by M. Scott,,33-34,,
8:20.0,M. Scott misses 2-pt shot at rim (block by C. Miles),,33-34,,
8:20.0,,,33-34,,Defensive rebound by Team
8:03.0,,,33-34,,C. Miles misses 3-pt shot from 26 ft
8:02.0,,,33-34,,Offensive rebound by Team
8:02.0,Loose ball foul by M. Scott (drawn by J. Poeltl),,33-34,,
8:02.0,B. Beal enters the game for T. Lawson,,33-34,,
8:02.0,O. Porter enters the game for M. Scott,,33-34,,
8:02.0,J. Wall enters the game for T. Satoransky,,33-34,,
7:50.0,,,33-34,,D. Wright misses 2-pt shot from 5 ft
7:50.0,Defensive rebound by Team,,33-34,,
7:26.0,K. Oubre misses 3-pt shot from 26 ft,,33-34,,
7:24.0,,,33-34,,Defensive rebound by C. Miles
7:18.0,,,33-34,,Turnover by D. Wright (bad pass; steal by I. Mahinmi)
7:10.0,O. Porter misses 3-pt shot from 24 ft,,33-34,,
7:06.0,,,33-34,,Defensive rebound by J. Poeltl
7:02.0,,,33-34,,Toronto full timeout
7:02.0,,,33-34,,K. Lowry enters the game for N. Powell
6:58.0,,,33-36,2,J. Poeltl makes 2-pt shot at rim (assist by C. Miles)
6:42.0,Turnover by J. Wall (bad pass),,33-36,,
6:42.0,,,33-36,,D. DeRozan enters the game for C. Miles
6:42.0,,,33-36,,J. Valanciunas enters the game for J. Poeltl
6:27.0,,,33-36,,J. Valanciunas misses 2-pt shot from 2 ft
6:25.0,Defensive rebound by J. Wall,,33-36,,
6:19.0,Turnover by J. Wall (bad pass; steal by K. Lowry),,33-36,,
6:16.0,,,33-38,2,D. DeRozan makes 2-pt shot from 1 ft
5:49.0,Shooting foul by P. Siakam (drawn by K. Oubre),,33-38,,
5:49.0,K. Oubre makes free throw 1 of 2,1,34-38,,
5:49.0,M. Gortat enters the game for I. Mahinmi,,34-38,,
5:49.0,K. Oubre makes free throw 2 of 2,1,35-38,,
5:36.0,,,35-38,,D. Wright misses 2-pt shot from 3 ft
5:34.0,Defensive rebound by J. Wall,,35-38,,
5:28.0,M. Gortat misses 2-pt shot from 2 ft (block by J. Valanciunas),,35-38,,
5:26.0,,,35-38,,Defensive rebound by J. Valanciunas
5:20.0,,,35-41,3,K. Lowry makes 3-pt shot from 26 ft (assist by P. Siakam)
5:19.0,Washington full timeout,,35-41,,
5:19.0,M. Morris enters the game for K. Oubre,,35-41,,
5:00.0,,,35-41,,Shooting block foul by K. Lowry (drawn by O. Porter)
5:00.0,O. Porter misses free throw 1 of 2,,35-41,,
5:00.0,Offensive rebound by Team,,35-41,,
5:00.0,O. Porter makes free throw 2 of 2,1,36-41,,
4:40.0,,,36-41,,Shooting foul by M. Gortat (drawn by J. Valanciunas)
4:40.0,,,36-42,1,J. Valanciunas makes free throw 1 of 2
4:40.0,,,36-42,,S. Ibaka enters the game for P. Siakam
4:40.0,,,36-42,,O. Anunoby enters the game for D. Wright
4:40.0,,,36-43,1,J. Valanciunas makes free throw 2 of 2
4:31.0,O. Porter misses 2-pt shot from 17 ft,,36-43,,
4:28.0,,,36-43,,Defensive rebound by S. Ibaka
4:23.0,,,36-43,,K. Lowry misses 3-pt shot from 25 ft
4:22.0,Defensive rebound by O. Porter,,36-43,,
4:19.0,Shooting foul by O. Anunoby (drawn by J. Wall),,36-43,,
4:19.0,J. Wall makes free throw 1 of 2,1,37-43,,
4:19.0,J. Wall misses free throw 2 of 2,,37-43,,
4:17.0,,,37-43,,Defensive rebound by O. Anunoby
4:05.0,,,37-43,,D. DeRozan misses 2-pt shot from 21 ft
4:02.0,Defensive rebound by B. Beal,,37-43,,
3:57.0,B. Beal makes 2-pt shot from 8 ft (assist by J. Wall),2,39-43,,
3:34.0,,,39-43,,Turnover by S. Ibaka (out of bounds lost ball)
3:15.0,B. Beal misses 2-pt shot from 14 ft,,39-43,,
3:11.0,Offensive rebound by M. Morris,,39-43,,
3:11.0,M. Morris misses 2-pt shot at rim,,39-43,,
3:10.0,,,39-43,,Defensive rebound by J. Valanciunas
3:04.0,,,39-43,,Offensive charge foul by O. Anunoby (drawn by M. Gortat)
3:04.0,,,39-43,,Turnover by O. Anunoby (offensive foul)
2:40.0,Turnover by J. Wall (out of bounds lost ball),,39-43,,
2:25.0,,,39-43,,Turnover by K. Lowry (bad pass; steal by M. Morris)
2:21.0,Shooting foul by S. Ibaka (drawn by B. Beal),,39-43,,
2:21.0,B. Beal misses free throw 1 of 2,,39-43,,
2:21.0,Offensive rebound by Team,,39-43,,
2:21.0,,,39-43,,D. Wright enters the game for O. Anunoby
2:21.0,,,39-43,,Toronto full timeout
2:21.0,B. Beal makes free throw 2 of 2,1,40-43,,
2:04.0,,,40-43,,S. Ibaka misses 2-pt shot from 10 ft
2:02.0,Defensive rebound by O. Porter,,40-43,,
1:58.0,J. Wall misses 2-pt shot from 2 ft,,40-43,,
1:56.0,,,40-43,,Defensive rebound by D. Wright
1:40.0,,,40-45,2,D. DeRozan makes 2-pt shot from 10 ft
1:18.0,,,40-45,,Personal foul by D. DeRozan (drawn by J. Wall)
1:18.0,J. Wall makes free throw 1 of 2,1,41-45,,
1:18.0,J. Wall makes free throw 2 of 2,1,42-45,,
1:05.0,,,42-45,,S. Ibaka misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by M. Morris,,42-45,,
0:48.0,O. Porter makes 2-pt shot from 12 ft (assist by B. Beal),2,44-45,,
0:32.0,,,44-48,3,D. DeRozan makes 3-pt shot from 27 ft
0:10.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,47-48,,
0:05.0,Personal foul by J. Wall (drawn by D. DeRozan),,47-48,,
0:05.0,,,47-48,,C. Miles enters the game for S. Ibaka
0:05.0,T. Satoransky enters the game for J. Wall,,47-48,,
0:01.0,,,47-48,,D. DeRozan misses 2-pt shot from 21 ft
0:01.0,,,47-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,47-50,2,D. DeRozan makes 2-pt shot from 17 ft (assist by K. Lowry)
11:38.0,,,47-50,,Personal foul by S. Ibaka (drawn by M. Morris)
11:25.0,J. Wall misses 2-pt shot from 18 ft,,47-50,,
11:24.0,Offensive rebound by Team,,47-50,,
11:24.0,Turnover by Team (shot clock),,47-50,,
11:13.0,,,47-52,2,D. DeRozan makes 2-pt shot from 7 ft (assist by K. Lowry)
10:54.0,B. Beal misses 2-pt shot from 18 ft,,47-52,,
10:51.0,,,47-52,,Defensive rebound by O. Anunoby
10:37.0,,,47-52,,J. Valanciunas misses 2-pt shot from 10 ft
10:35.0,Defensive rebound by M. Morris,,47-52,,
10:32.0,Turnover by J. Wall (bad pass),,47-52,,
10:19.0,,,47-52,,D. DeRozan misses 3-pt shot from 25 ft
10:17.0,Defensive rebound by B. Beal,,47-52,,
10:12.0,B. Beal makes 2-pt shot from 19 ft,2,49-52,,
9:54.0,,,49-55,3,K. Lowry makes 3-pt shot from 25 ft (assist by S. Ibaka)
9:31.0,B. Beal makes 2-pt shot from 1 ft,2,51-55,,
9:18.0,,,51-57,2,D. DeRozan makes 2-pt shot from 5 ft (assist by K. Lowry)
9:08.0,Turnover by J. Wall (bad pass; steal by K. Lowry),,51-57,,
9:04.0,,,51-57,,K. Lowry misses 2-pt shot from 1 ft (block by J. Wall)
9:00.0,Defensive rebound by J. Wall,,51-57,,
8:57.0,Shooting foul by S. Ibaka (drawn by M. Gortat),,51-57,,
8:57.0,M. Gortat makes free throw 1 of 2,1,52-57,,
8:57.0,M. Gortat makes free throw 2 of 2,1,53-57,,
8:43.0,,,53-57,,Turnover by D. DeRozan (bad pass; steal by B. Beal)
8:39.0,B. Beal makes 3-pt shot from 26 ft,3,56-57,,
8:21.0,,,56-59,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry)
8:12.0,B. Beal misses 2-pt shot from 16 ft,,56-59,,
8:09.0,,,56-59,,Defensive rebound by D. DeRozan
7:52.0,,,56-59,,O. Anunoby misses 3-pt shot from 26 ft
7:50.0,Defensive rebound by M. Morris,,56-59,,
7:39.0,J. Wall makes 2-pt shot from 18 ft,2,58-59,,
7:31.0,,,58-59,,Toronto full timeout
7:25.0,,,58-61,2,K. Lowry makes 2-pt shot from 11 ft (assist by J. Valanciunas)
7:05.0,Shooting foul by J. Valanciunas (drawn by J. Wall),,58-61,,
7:05.0,J. Wall makes free throw 1 of 2,1,59-61,,
7:05.0,J. Wall makes free throw 2 of 2,1,60-61,,
6:53.0,,,60-61,,J. Valanciunas misses 2-pt shot from 4 ft (block by J. Wall)
6:50.0,Defensive rebound by M. Morris,,60-61,,
6:44.0,O. Porter makes 2-pt shot from 21 ft (assist by J. Wall),2,62-61,,
6:32.0,,,62-64,3,K. Lowry makes 3-pt shot from 28 ft (assist by J. Valanciunas)
6:08.0,Jump ball: O. Anunoby vs. M. Gortat (O. Porter gains possession),,,,Jump ball: O. Anunoby vs. M. Gortat (O. Porter gains possession)
6:03.0,O. Porter misses 3-pt shot from 25 ft,,62-64,,
5:59.0,Offensive rebound by M. Morris,,62-64,,
5:58.0,Turnover by B. Beal (out of bounds lost ball),,62-64,,
5:45.0,,,62-64,,D. DeRozan misses 2-pt shot from 16 ft
5:41.0,Defensive rebound by M. Gortat,,62-64,,
5:31.0,M. Gortat makes 2-pt shot from 4 ft (assist by J. Wall),2,64-64,,
5:16.0,,,64-64,,Turnover by D. DeRozan (lost ball; steal by O. Porter)
5:13.0,B. Beal makes 2-pt shot at rim (assist by O. Porter),2,66-64,,
4:55.0,,,66-67,3,O. Anunoby makes 3-pt shot from 23 ft (assist by K. Lowry)
4:40.0,J. Wall makes 2-pt shot from 13 ft,2,68-67,,
4:34.0,,,68-67,,Shooting foul by M. Morris (drawn by S. Ibaka)
4:34.0,,,68-68,1,S. Ibaka makes free throw 1 of 2
4:34.0,,,68-68,,J. Poeltl enters the game for J. Valanciunas
4:34.0,K. Oubre enters the game for M. Gortat,,68-68,,
4:34.0,M. Scott enters the game for O. Porter,,68-68,,
4:34.0,,,68-68,,S. Ibaka misses free throw 2 of 2
4:32.0,Defensive rebound by M. Scott,,68-68,,
4:18.0,Shooting foul by J. Poeltl (drawn by M. Morris),,68-68,,
4:18.0,M. Morris makes free throw 1 of 2,1,69-68,,
4:18.0,,,69-68,,C. Miles enters the game for S. Ibaka
4:18.0,M. Morris makes free throw 2 of 2,1,70-68,,
4:04.0,,,70-68,,Shooting foul by J. Wall (drawn by J. Poeltl)
4:04.0,,,70-69,1,J. Poeltl makes free throw 1 of 2
4:04.0,,,70-69,,J. Poeltl misses free throw 2 of 2
4:02.0,Defensive rebound by M. Morris,,70-69,,
3:41.0,M. Morris misses 3-pt shot from 26 ft,,70-69,,
3:40.0,,,70-69,,Defensive rebound by Team
3:40.0,T. Lawson enters the game for B. Beal,,70-69,,
3:23.0,,,70-72,3,C. Miles makes 3-pt shot from 25 ft (assist by K. Lowry)
3:09.0,J. Wall makes 2-pt shot from 16 ft,2,72-72,,
2:53.0,,,72-72,,K. Lowry misses 3-pt shot from 26 ft
2:50.0,Defensive rebound by J. Wall,,72-72,,
2:37.0,M. Scott makes 2-pt shot from 12 ft (assist by T. Lawson),2,74-72,,
2:25.0,,,74-72,,Turnover by D. DeRozan (traveling)
2:25.0,Washington full timeout,,74-72,,
2:25.0,,,74-72,,N. Powell enters the game for O. Anunoby
2:25.0,,,74-72,,D. Wright enters the game for K. Lowry
2:12.0,Turnover by M. Morris (traveling),,74-72,,
1:54.0,,,74-72,,D. DeRozan misses 2-pt shot from 2 ft
1:50.0,,,74-72,,Offensive rebound by J. Poeltl
1:50.0,,,74-74,2,J. Poeltl makes 2-pt shot at rim
1:43.0,M. Morris misses 3-pt shot from 26 ft,,74-74,,
1:40.0,,,74-74,,Defensive rebound by D. Wright
1:34.0,,,74-74,,C. Miles misses 3-pt shot from 26 ft
1:32.0,,,74-74,,Offensive rebound by Team
1:32.0,M. Gortat enters the game for M. Morris,,74-74,,
1:12.0,,,74-77,3,D. DeRozan makes 3-pt shot from 25 ft (assist by J. Poeltl)
0:50.0,,,74-77,,Personal foul by N. Powell (drawn by K. Oubre)
0:50.0,K. Oubre makes free throw 1 of 2,1,75-77,,
0:50.0,K. Oubre makes free throw 2 of 2,1,76-77,,
0:30.0,,,76-77,,Shooting foul by K. Oubre (drawn by D. DeRozan)
0:30.0,,,76-78,1,D. DeRozan makes free throw 1 of 2
0:30.0,,,76-78,,P. Siakam enters the game for C. Miles
0:30.0,,,76-78,,D. DeRozan misses free throw 2 of 2
0:29.0,Defensive rebound by M. Gortat,,76-78,,
0:10.0,J. Wall makes 2-pt shot from 2 ft,2,78-78,,
0:03.0,Personal foul by K. Oubre (drawn by J. Poeltl),,78-78,,
0:03.0,,,78-78,,J. Poeltl misses free throw 1 of 2
0:03.0,,,78-78,,Offensive rebound by Team
0:03.0,,,78-79,1,J. Poeltl makes free throw 2 of 2
0:00.0,J. Wall misses 3-pt shot from 42 ft,,78-79,,
0:00.0,Offensive rebound by Team,,78-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,78-79,,Personal foul by P. Siakam (drawn by J. Wall)
11:38.0,T. Lawson makes 2-pt shot from 15 ft (assist by J. Wall),2,80-79,,
11:19.0,,,80-79,,Shooting foul by M. Gortat (drawn by J. Poeltl)
11:19.0,,,80-79,,J. Poeltl misses free throw 1 of 2
11:19.0,,,80-79,,Offensive rebound by Team
11:19.0,,,80-79,,K. Lowry enters the game for N. Powell
11:19.0,,,80-80,1,J. Poeltl makes free throw 2 of 2
11:03.0,J. Wall makes 2-pt shot from 21 ft,2,82-80,,
10:38.0,,,82-80,,D. Wright misses 2-pt shot from 5 ft
10:35.0,Defensive rebound by M. Gortat,,82-80,,
10:31.0,J. Wall misses 2-pt shot from 18 ft,,82-80,,
10:28.0,Offensive rebound by M. Gortat,,82-80,,
10:14.0,T. Lawson misses 2-pt shot from 21 ft (block by D. Wright),,82-80,,
10:14.0,Offensive rebound by Team,,82-80,,
10:14.0,Turnover by Team (shot clock),,82-80,,
10:14.0,B. Beal enters the game for M. Scott,,82-80,,
9:55.0,,,82-80,,D. Wright misses 2-pt shot from 2 ft
9:55.0,Defensive rebound by Team,,82-80,,
9:42.0,J. Wall makes 2-pt shot from 8 ft,2,84-80,,
9:26.0,,,84-82,2,J. Poeltl makes 2-pt shot from 1 ft (assist by C. Miles)
9:19.0,Turnover by B. Beal (lost ball; steal by D. Wright),,84-82,,
9:02.0,,,84-82,,P. Siakam misses 2-pt shot from 2 ft
8:58.0,,,84-82,,Offensive rebound by J. Poeltl
8:58.0,,,84-82,,J. Poeltl misses 2-pt shot at rim
8:57.0,Defensive rebound by J. Wall,,84-82,,
8:55.0,K. Oubre misses 3-pt shot from 22 ft,,84-82,,
8:52.0,Offensive rebound by T. Lawson,,84-82,,
8:52.0,K. Oubre makes 2-pt shot from 1 ft (assist by T. Lawson),2,86-82,,
8:52.0,Shooting foul by P. Siakam (drawn by K. Oubre),,86-82,,
8:52.0,,,86-82,,Toronto full timeout
8:52.0,,,86-82,,D. DeRozan enters the game for J. Poeltl
8:52.0,,,86-82,,J. Valanciunas enters the game for P. Siakam
8:52.0,K. Oubre makes free throw 1 of 1,1,87-82,,
8:42.0,,,87-82,,Shooting foul by M. Gortat (drawn by C. Miles)
8:42.0,,,87-83,1,C. Miles makes free throw 1 of 2
8:42.0,,,87-84,1,C. Miles makes free throw 2 of 2
8:35.0,,,87-84,,Personal block foul by D. DeRozan (drawn by T. Lawson)
8:27.0,B. Beal misses 3-pt shot from 27 ft,,87-84,,
8:23.0,,,87-84,,Defensive rebound by J. Valanciunas
8:17.0,,,87-84,,Turnover by D. DeRozan (lost ball; steal by K. Oubre)
8:06.0,Turnover by J. Wall (lost ball; steal by D. Wright),,87-84,,
8:01.0,,,87-86,2,D. Wright makes 2-pt shot from 1 ft
7:41.0,B. Beal misses 2-pt shot from 15 ft,,87-86,,
7:39.0,,,87-86,,Defensive rebound by J. Valanciunas
7:31.0,,,87-88,2,K. Lowry makes 2-pt shot from 1 ft
7:31.0,Washington full timeout,,87-88,,
7:31.0,O. Porter enters the game for T. Lawson,,87-88,,
7:22.0,B. Beal misses 2-pt shot from 5 ft,,87-88,,
7:20.0,,,87-88,,Defensive rebound by J. Valanciunas
7:09.0,,,87-88,,C. Miles misses 3-pt shot from 26 ft
7:07.0,Defensive rebound by K. Oubre,,87-88,,
6:52.0,Turnover by J. Wall (lost ball; steal by J. Valanciunas),,87-88,,
6:48.0,,,87-90,2,D. DeRozan makes 2-pt shot at rim (assist by D. Wright)
6:28.0,M. Gortat makes 2-pt shot from 3 ft (assist by J. Wall),2,89-90,,
6:12.0,,,89-92,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
5:52.0,K. Oubre misses 3-pt shot from 26 ft,,89-92,,
5:50.0,,,89-92,,Defensive rebound by D. Wright
5:37.0,,,89-92,,J. Valanciunas misses 2-pt shot from 1 ft (block by M. Gortat)
5:34.0,,,89-92,,Offensive rebound by J. Valanciunas
5:33.0,,,89-92,,J. Valanciunas misses 2-pt shot from 2 ft
5:33.0,Defensive rebound by O. Porter,,89-92,,
5:19.0,Turnover by O. Porter (lost ball; steal by K. Lowry),,89-92,,
5:06.0,,,89-92,,D. DeRozan misses 2-pt shot from 12 ft
5:03.0,Defensive rebound by M. Gortat,,89-92,,
5:01.0,,,89-92,,Shooting block foul by C. Miles (drawn by K. Oubre)
5:01.0,K. Oubre makes free throw 1 of 2,1,90-92,,
5:01.0,K. Oubre makes free throw 2 of 2,1,91-92,,
4:46.0,,,91-92,,Shooting foul by M. Gortat (drawn by J. Valanciunas)
4:46.0,,,91-93,1,J. Valanciunas makes free throw 1 of 2
4:46.0,M. Morris enters the game for K. Oubre,,91-93,,
4:46.0,,,91-94,1,J. Valanciunas makes free throw 2 of 2
4:31.0,J. Wall misses 3-pt shot from 26 ft,,91-94,,
4:28.0,,,91-94,,Defensive rebound by D. DeRozan
4:11.0,,,91-94,,D. DeRozan misses 2-pt shot from 2 ft
4:09.0,Defensive rebound by M. Morris,,91-94,,
4:05.0,M. Morris makes 2-pt shot at rim (assist by O. Porter),2,93-94,,
3:38.0,,,93-97,3,D. Wright makes 3-pt shot from 30 ft (assist by D. DeRozan)
3:19.0,B. Beal misses 3-pt shot from 26 ft,,93-97,,
3:14.0,Offensive rebound by M. Gortat,,93-97,,
3:04.0,J. Wall misses 2-pt shot from 1 ft,,93-97,,
3:02.0,,,93-97,,Defensive rebound by C. Miles
2:58.0,,,93-99,2,D. Wright makes 2-pt shot at rim (assist by D. DeRozan)
