time,Golden State,pts.away,score,pts.home,Detroit
4:40.0,A. Iguodala enters the game for S. Livingston,,17-18,,
4:34.0,,,17-18,,R. Jackson misses 2-pt shot from 18 ft
4:28.0,,,17-18,,Offensive rebound by A. Drummond
4:28.0,,,17-18,,A. Drummond misses 2-pt shot at rim
4:28.0,Defensive rebound by K. Durant,,17-18,,
4:28.0,,,17-18,,Personal foul by R. Jackson (drawn by K. Thompson)
4:28.0,Golden State full timeout,,17-18,,
4:22.0,Turnover by J. Bell (bad pass; steal by S. Johnson),,17-18,,
4:09.0,,,17-18,,T. Harris misses 2-pt shot from 8 ft
4:05.0,,,17-18,,Offensive rebound by S. Johnson
4:01.0,,,17-18,,S. Johnson misses 2-pt shot from 2 ft
4:01.0,,,17-18,,Offensive rebound by Team
3:59.0,,,17-18,,Turnover by R. Jackson (bad pass; steal by D. Green)
3:46.0,K. Durant makes 3-pt shot from 24 ft (assist by D. Green),3,20-18,,
3:29.0,,,20-18,,A. Bradley misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by J. Bell,,20-18,,
3:22.0,K. Thompson makes 2-pt shot from 20 ft (assist by K. Durant),2,22-18,,
3:11.0,,,22-18,,Detroit full timeout
3:11.0,,,22-18,,I. Smith enters the game for R. Jackson
3:11.0,,,22-18,,A. Tolliver enters the game for S. Johnson
3:01.0,,,22-18,,T. Harris misses 3-pt shot from 26 ft
2:58.0,Defensive rebound by A. Iguodala,,22-18,,
2:51.0,J. Bell makes 2-pt shot at rim (assist by K. Durant),2,24-18,,
2:37.0,,,24-18,,T. Harris misses 2-pt shot from 1 ft (block by J. Bell)
2:32.0,Defensive rebound by D. Green,,24-18,,
2:19.0,A. Iguodala makes 2-pt shot from 15 ft,2,26-18,,
1:55.0,,,26-18,,A. Bradley misses 2-pt shot from 12 ft (block by D. Green)
1:52.0,Defensive rebound by Team,,26-18,,
1:52.0,Q. Cook enters the game for K. Thompson,,26-18,,
1:52.0,N. Young enters the game for D. Green,,26-18,,
1:30.0,A. Iguodala misses 3-pt shot from 23 ft,,26-18,,
1:25.0,,,26-18,,Defensive rebound by A. Tolliver
1:19.0,,,26-21,3,A. Tolliver makes 3-pt shot from 25 ft (assist by I. Smith)
0:59.0,K. Durant misses 2-pt shot from 8 ft,,26-21,,
0:56.0,,,26-21,,Defensive rebound by A. Drummond
0:53.0,,,26-23,2,T. Harris makes 2-pt shot from 1 ft (assist by I. Smith)
0:53.0,,,26-23,,Shooting foul by A. Iguodala (drawn by T. Harris)
0:53.0,,,26-23,,L. Kennard enters the game for A. Bradley
0:53.0,,,26-24,1,T. Harris makes free throw 1 of 1
0:38.0,Q. Cook makes 2-pt shot from 5 ft (assist by A. Iguodala),2,28-24,,
0:26.0,,,28-24,,A. Drummond misses 2-pt shot from 1 ft
0:23.0,Defensive rebound by K. Durant,,28-24,,
0:05.0,Shooting foul by L. Kennard (drawn by N. Young),,28-24,,
0:05.0,N. Young misses free throw 1 of 3,,28-24,,
0:05.0,Offensive rebound by Team,,28-24,,
0:05.0,N. Young makes free throw 2 of 3,1,29-24,,
0:05.0,O. Casspi enters the game for A. Iguodala,,29-24,,
0:05.0,K. Looney enters the game for K. Durant,,29-24,,
0:05.0,N. Young makes free throw 3 of 3,1,30-24,,
0:00.0,,,30-24,,Turnover by A. Drummond (offensive goaltending)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,N. Young misses 3-pt shot from 25 ft,,30-24,,
11:36.0,,,30-24,,Defensive rebound by Team
11:23.0,Personal foul by D. West (drawn by B. Marjanovic),,30-24,,
11:16.0,,,30-26,2,I. Smith makes 2-pt shot from 11 ft
10:56.0,D. Green misses 3-pt shot from 26 ft,,30-26,,
10:53.0,,,30-26,,Defensive rebound by I. Smith
10:47.0,,,30-26,,I. Smith misses 2-pt shot from 19 ft
10:45.0,Defensive rebound by D. Green,,30-26,,
10:36.0,D. West makes 2-pt shot from 15 ft (assist by K. Thompson),2,32-26,,
10:17.0,,,32-26,,L. Galloway misses 3-pt shot from 24 ft (block by D. Green)
10:13.0,Defensive rebound by N. Young,,32-26,,
10:09.0,Turnover by D. West (traveling),,32-26,,
9:53.0,,,32-26,,L. Galloway misses 2-pt shot from 9 ft
9:52.0,Defensive rebound by D. West,,32-26,,
9:43.0,D. West makes 2-pt shot from 19 ft (assist by D. Green),2,34-26,,
9:27.0,,,34-26,,B. Marjanovic misses 2-pt shot from 5 ft
9:24.0,Defensive rebound by K. Thompson,,34-26,,
9:17.0,D. West misses 2-pt shot from 16 ft,,34-26,,
9:13.0,,,34-26,,Defensive rebound by L. Galloway
9:05.0,,,34-26,,B. Marjanovic misses 2-pt shot from 2 ft
9:02.0,Defensive rebound by D. West,,34-26,,
8:57.0,Turnover by K. Thompson (turnover),,34-26,,
8:46.0,,,34-26,,I. Smith misses 2-pt shot from 6 ft
8:44.0,,,34-26,,Offensive rebound by B. Marjanovic
8:40.0,,,34-28,2,B. Marjanovic makes 2-pt shot from 7 ft (assist by L. Galloway)
8:23.0,N. Young misses 2-pt shot from 14 ft,,34-28,,
8:21.0,,,34-28,,Defensive rebound by Team
8:08.0,,,34-31,3,L. Galloway makes 3-pt shot from 28 ft (assist by I. Smith)
7:43.0,K. Thompson misses 3-pt shot from 25 ft,,34-31,,
7:41.0,,,34-31,,Defensive rebound by L. Galloway
7:33.0,,,34-33,2,I. Smith makes 2-pt shot from 11 ft
7:33.0,Golden State full timeout,,34-33,,
7:33.0,,,34-33,,S. Johnson enters the game for L. Kennard
7:33.0,Q. Cook enters the game for N. Young,,34-33,,
7:33.0,K. Durant enters the game for K. Thompson,,34-33,,
7:12.0,D. West makes 2-pt shot from 15 ft (assist by K. Durant),2,36-33,,
6:53.0,,,36-33,,S. Johnson misses 3-pt shot from 26 ft
6:48.0,Defensive rebound by D. Green,,36-33,,
6:37.0,K. Durant misses 2-pt shot from 11 ft,,36-33,,
6:35.0,,,36-33,,Defensive rebound by A. Tolliver
6:23.0,,,36-33,,A. Tolliver misses 3-pt shot from 24 ft
6:19.0,Defensive rebound by D. West,,36-33,,
6:02.0,K. Durant makes 2-pt shot at rim,2,38-33,,
5:45.0,,,38-35,2,A. Tolliver makes 2-pt shot from 2 ft (assist by B. Marjanovic)
5:25.0,Q. Cook makes 2-pt shot from 18 ft,2,40-35,,
5:09.0,,,40-35,,B. Marjanovic misses 2-pt shot from 10 ft
5:07.0,Defensive rebound by Q. Cook,,40-35,,
5:02.0,D. West misses 2-pt shot from 20 ft,,40-35,,
4:58.0,,,40-35,,Defensive rebound by L. Galloway
4:50.0,,,40-38,3,A. Tolliver makes 3-pt shot from 25 ft (assist by L. Galloway)
4:29.0,D. Green misses 3-pt shot from 25 ft,,40-38,,
4:26.0,,,40-38,,Defensive rebound by B. Marjanovic
4:18.0,Personal foul by D. West (drawn by I. Smith),,40-38,,
4:18.0,,,40-38,,A. Drummond enters the game for L. Galloway
4:18.0,,,40-38,,T. Harris enters the game for I. Smith
4:18.0,,,40-38,,A. Bradley enters the game for A. Tolliver
4:18.0,,,40-38,,R. Jackson enters the game for B. Marjanovic
4:18.0,S. Livingston enters the game for D. West,,40-38,,
4:18.0,K. Looney enters the game for A. Iguodala,,40-38,,
4:06.0,,,40-40,2,T. Harris makes 2-pt shot from 10 ft (assist by A. Drummond)
3:47.0,K. Durant makes 2-pt shot from 17 ft (assist by D. Green),2,42-40,,
3:30.0,,,42-42,2,R. Jackson makes 2-pt shot from 5 ft
3:20.0,,,42-42,,Personal foul by S. Johnson (drawn by K. Durant)
3:20.0,K. Thompson enters the game for Q. Cook,,42-42,,
3:04.0,K. Thompson misses 3-pt shot from 23 ft,,42-42,,
3:03.0,,,42-42,,Defensive rebound by A. Drummond
2:54.0,,,42-42,,R. Jackson misses 2-pt shot from 2 ft
2:54.0,,,42-42,,Offensive rebound by A. Drummond
2:54.0,,,42-42,,Shooting foul by D. Green (drawn by A. Drummond)
2:54.0,,,42-42,,Detroit full timeout
2:54.0,O. Casspi enters the game for D. Green,,42-42,,
2:54.0,,,42-43,1,A. Drummond makes free throw 1 of 2
2:54.0,,,42-43,,A. Drummond misses free throw 2 of 2
2:52.0,Defensive rebound by K. Looney,,42-43,,
2:48.0,Personal foul by S. Livingston (drawn by R. Jackson),,42-43,,
2:48.0,Turnover by S. Livingston (turnover),,42-43,,
2:37.0,,,42-43,,A. Bradley misses 2-pt shot from 21 ft
2:33.0,Defensive rebound by K. Looney,,42-43,,
2:28.0,O. Casspi makes 2-pt shot from 2 ft (assist by K. Thompson),2,44-43,,
2:04.0,,,44-45,2,R. Jackson makes 2-pt shot from 1 ft
1:41.0,K. Durant misses 2-pt shot from 15 ft,,44-45,,
1:39.0,,,44-45,,Defensive rebound by R. Jackson
1:33.0,,,44-45,,Turnover by A. Drummond (bad pass)
1:33.0,,,44-45,,A. Tolliver enters the game for S. Johnson
1:22.0,S. Livingston misses 2-pt shot from 10 ft,,44-45,,
1:20.0,,,44-45,,Defensive rebound by A. Drummond
1:07.0,,,44-45,,Shooting foul by K. Looney (drawn by A. Tolliver)
1:07.0,,,44-46,1,A. Tolliver makes free throw 1 of 2
1:07.0,,,44-47,1,A. Tolliver makes free throw 2 of 2
0:49.0,K. Durant makes 2-pt shot from 16 ft,2,46-47,,
0:33.0,,,46-47,,A. Drummond misses 2-pt shot from 3 ft (block by K. Durant)
0:30.0,Defensive rebound by S. Livingston,,46-47,,
0:25.0,Golden State full timeout,,46-47,,
0:25.0,D. Green enters the game for K. Looney,,46-47,,
0:17.0,K. Durant misses 3-pt shot from 25 ft,,46-47,,
0:12.0,,,46-47,,Defensive rebound by T. Harris
0:02.0,,,46-50,3,R. Jackson makes 3-pt shot from 27 ft
0:00.0,S. Livingston misses 3-pt shot from 63 ft,,46-50,,
0:00.0,Offensive rebound by Team,,46-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,D. Green misses 3-pt shot from 24 ft,,46-50,,
11:39.0,,,46-50,,Defensive rebound by S. Johnson
11:30.0,,,46-50,,A. Drummond misses 2-pt shot from 2 ft (block by J. McGee)
11:27.0,,,46-50,,Offensive rebound by S. Johnson
11:26.0,,,46-50,,R. Jackson misses 3-pt shot from 25 ft
11:26.0,Defensive rebound by J. McGee,,46-50,,
11:21.0,K. Durant misses 2-pt shot from 16 ft,,46-50,,
11:21.0,,,46-50,,Defensive rebound by A. Drummond
11:06.0,,,46-50,,A. Drummond misses 2-pt shot from 6 ft
11:04.0,Defensive rebound by K. Durant,,46-50,,
10:54.0,K. Thompson makes 2-pt shot from 18 ft (assist by D. Green),2,48-50,,
10:36.0,,,48-50,,T. Harris misses 3-pt shot from 24 ft
10:33.0,Defensive rebound by D. Green,,48-50,,
10:30.0,,,48-50,,Personal foul by A. Bradley (drawn by K. Durant)
10:24.0,Turnover by D. Green (bad pass; steal by S. Johnson),,48-50,,
10:23.0,Personal foul by K. Durant (drawn by S. Johnson),,48-50,,
10:05.0,,,48-52,2,A. Bradley makes 2-pt shot from 16 ft (assist by R. Jackson)
9:37.0,S. Livingston makes 2-pt shot from 14 ft,2,50-52,,
9:22.0,,,50-52,,T. Harris misses 2-pt shot from 19 ft
9:20.0,Defensive rebound by K. Durant,,50-52,,
9:16.0,K. Durant makes 3-pt shot from 26 ft (assist by S. Livingston),3,53-52,,
8:52.0,,,53-52,,Shooting foul by D. Green (drawn by A. Bradley)
8:52.0,,,53-52,,A. Bradley misses free throw 1 of 2
8:52.0,,,53-52,,Offensive rebound by Team
8:52.0,,,53-53,1,A. Bradley makes free throw 2 of 2
8:41.0,,,53-53,,Personal foul by T. Harris (drawn by D. Green)
8:30.0,D. Green misses 3-pt shot from 28 ft,,53-53,,
8:27.0,Offensive rebound by K. Durant,,53-53,,
8:24.0,K. Durant makes 2-pt shot from 14 ft,2,55-53,,
8:08.0,,,55-53,,Turnover by A. Bradley (step out of bounds)
7:47.0,S. Livingston makes 2-pt shot from 8 ft (assist by D. Green),2,57-53,,
7:31.0,,,57-55,2,A. Bradley makes 2-pt shot from 16 ft (assist by T. Harris)
7:30.0,K. Thompson makes free throw 1 of 1,1,58-55,,
7:14.0,K. Durant makes 2-pt shot from 16 ft (assist by D. Green),2,60-55,,
7:00.0,,,60-58,3,T. Harris makes 3-pt shot from 26 ft
6:54.0,K. Durant makes 3-pt shot from 29 ft,3,63-58,,
6:48.0,,,63-58,,Detroit full timeout
6:34.0,,,63-58,,A. Bradley misses 2-pt shot from 5 ft
6:31.0,Defensive rebound by K. Durant,,63-58,,
6:20.0,K. Thompson misses 3-pt shot from 24 ft,,63-58,,
6:17.0,,,63-58,,Defensive rebound by A. Drummond
5:59.0,,,63-60,2,S. Johnson makes 2-pt shot from 3 ft (assist by A. Drummond)
5:42.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,66-60,,
5:18.0,,,66-62,2,A. Bradley makes 2-pt shot at rim (assist by A. Drummond)
5:03.0,J. McGee misses 2-pt shot from 3 ft,,66-62,,
5:02.0,,,66-62,,Defensive rebound by A. Drummond
4:55.0,,,66-62,,Turnover by A. Drummond (bad pass; steal by D. Green)
4:49.0,Shooting foul by A. Drummond (drawn by K. Durant),,66-62,,
4:49.0,K. Durant makes free throw 1 of 2,1,67-62,,
4:49.0,J. Bell enters the game for S. Livingston,,67-62,,
4:49.0,A. Iguodala enters the game for J. McGee,,67-62,,
4:49.0,K. Durant misses free throw 2 of 2,,67-62,,
4:47.0,,,67-62,,Defensive rebound by A. Drummond
4:25.0,,,67-62,,R. Jackson misses 2-pt shot from 19 ft
4:24.0,,,67-62,,Offensive rebound by Team
4:24.0,,,67-62,,Turnover by Team (shot clock)
4:13.0,K. Thompson misses 2-pt shot from 5 ft,,67-62,,
4:12.0,,,67-62,,Defensive rebound by A. Drummond
4:06.0,,,67-62,,Turnover by R. Jackson (lost ball; steal by K. Durant)
3:59.0,Turnover by A. Iguodala (bad pass; steal by S. Johnson),,67-62,,
3:55.0,,,67-62,,Offensive charge foul by S. Johnson (drawn by D. Green)
3:55.0,,,67-62,,Turnover by S. Johnson (offensive foul)
3:55.0,Golden State full timeout,,67-62,,
3:55.0,,,67-62,,I. Smith enters the game for R. Jackson
3:55.0,,,67-62,,A. Tolliver enters the game for S. Johnson
3:55.0,Q. Cook enters the game for K. Thompson,,67-62,,
3:55.0,O. Casspi enters the game for D. Green,,67-62,,
3:36.0,K. Durant misses 2-pt shot from 21 ft,,67-62,,
3:31.0,Offensive rebound by J. Bell,,67-62,,
3:21.0,A. Iguodala misses 2-pt shot from 8 ft,,67-62,,
3:19.0,Offensive rebound by A. Iguodala,,67-62,,
3:19.0,A. Iguodala misses 2-pt shot at rim,,67-62,,
3:19.0,,,67-62,,Defensive rebound by A. Bradley
3:01.0,,,67-65,3,A. Bradley makes 3-pt shot from 25 ft (assist by A. Drummond)
2:32.0,A. Iguodala makes 3-pt shot from 26 ft (assist by K. Durant),3,70-65,,
2:15.0,,,70-65,,T. Harris misses 3-pt shot from 25 ft
2:11.0,Defensive rebound by O. Casspi,,70-65,,
2:03.0,Q. Cook misses 3-pt shot from 26 ft,,70-65,,
2:00.0,,,70-65,,Defensive rebound by T. Harris
1:42.0,,,70-65,,Turnover by I. Smith (bad pass)
1:42.0,,,70-65,,L. Kennard enters the game for A. Bradley
1:28.0,J. Bell makes 2-pt shot from 11 ft (assist by Q. Cook),2,72-65,,
1:09.0,,,72-65,,Shooting foul by J. Bell (drawn by A. Drummond)
1:09.0,,,72-65,,A. Drummond misses free throw 1 of 2
1:09.0,,,72-65,,Offensive rebound by Team
1:09.0,,,72-65,,A. Drummond misses free throw 2 of 2
1:05.0,Defensive rebound by O. Casspi,,72-65,,
0:53.0,Shooting foul by I. Smith (drawn by K. Durant),,72-65,,
0:53.0,K. Durant makes free throw 1 of 2,1,73-65,,
0:53.0,K. Durant makes free throw 2 of 2,1,74-65,,
0:43.0,,,74-65,,T. Harris misses 2-pt shot from 6 ft
0:41.0,Defensive rebound by K. Durant,,74-65,,
0:33.0,K. Durant misses 3-pt shot from 32 ft,,74-65,,
0:30.0,,,74-65,,Defensive rebound by L. Kennard
0:25.0,,,74-65,,L. Kennard misses 2-pt shot from 18 ft
0:23.0,,,74-65,,Offensive rebound by A. Drummond
0:23.0,,,74-67,2,A. Drummond makes 2-pt shot at rim
0:00.0,Q. Cook makes 3-pt shot from 26 ft (assist by J. Bell),3,77-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,77-69,2,B. Marjanovic makes 2-pt shot at rim (assist by A. Tolliver)
11:27.0,D. West makes 2-pt shot from 15 ft (assist by D. Green),2,79-69,,
11:17.0,,,79-69,,I. Smith misses 2-pt shot from 16 ft
11:14.0,Defensive rebound by D. Green,,79-69,,
11:10.0,Turnover by A. Iguodala (lost ball; steal by L. Galloway),,79-69,,
11:03.0,,,79-69,,Personal foul by B. Marjanovic (drawn by D. West)
11:03.0,,,79-69,,Turnover by B. Marjanovic (turnover)
10:50.0,K. Thompson makes 2-pt shot from 20 ft,2,81-69,,
10:31.0,,,81-71,2,B. Marjanovic makes 2-pt shot at rim (assist by L. Kennard)
10:18.0,,,81-71,,Personal foul by B. Marjanovic (drawn by D. West)
10:15.0,Personal foul by K. Thompson (drawn by L. Kennard),,81-71,,
10:15.0,Turnover by K. Thompson (turnover),,81-71,,
10:01.0,,,81-73,2,L. Kennard makes 2-pt shot from 17 ft
9:46.0,D. West makes 2-pt shot from 15 ft (assist by K. Thompson),2,83-73,,
9:22.0,,,83-73,,A. Tolliver misses 2-pt shot from 6 ft (block by D. Green)
9:19.0,,,83-73,,Offensive rebound by L. Galloway
9:17.0,,,83-73,,L. Galloway misses 2-pt shot from 5 ft
9:17.0,Defensive rebound by D. West,,83-73,,
8:56.0,Turnover by D. Green (bad pass; steal by I. Smith),,83-73,,
8:48.0,,,83-73,,A. Tolliver misses 2-pt shot from 5 ft
8:47.0,,,83-73,,Offensive rebound by B. Marjanovic
8:45.0,,,83-75,2,B. Marjanovic makes 2-pt shot from 1 ft
8:25.0,K. Thompson misses 2-pt shot from 22 ft,,83-75,,
8:23.0,,,83-75,,Defensive rebound by B. Marjanovic
8:19.0,,,83-75,,A. Tolliver misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by D. West,,83-75,,
8:08.0,Golden State full timeout,,83-75,,
8:03.0,D. West misses 2-pt shot from 19 ft,,83-75,,
7:59.0,,,83-75,,Defensive rebound by L. Galloway
7:54.0,,,83-75,,Turnover by B. Marjanovic (lost ball; steal by D. Green)
7:47.0,D. Green misses 3-pt shot from 31 ft,,83-75,,
7:44.0,,,83-75,,Defensive rebound by L. Kennard
7:39.0,,,83-77,2,I. Smith makes 2-pt shot from 18 ft
7:10.0,Shooting foul by B. Marjanovic (drawn by D. West),,83-77,,
7:10.0,D. West misses free throw 1 of 2,,83-77,,
7:10.0,Offensive rebound by Team,,83-77,,
7:10.0,N. Young enters the game for K. Thompson,,83-77,,
7:10.0,K. Durant enters the game for D. Green,,83-77,,
7:10.0,D. West makes free throw 2 of 2,1,84-77,,
6:57.0,,,84-80,3,L. Galloway makes 3-pt shot from 26 ft (assist by A. Tolliver)
6:35.0,K. Durant misses 2-pt shot from 19 ft,,84-80,,
6:33.0,,,84-80,,Defensive rebound by A. Tolliver
6:25.0,,,84-82,2,B. Marjanovic makes 2-pt shot from 1 ft (assist by I. Smith)
6:06.0,Shooting foul by A. Tolliver (drawn by K. Durant),,84-82,,
6:06.0,K. Durant makes free throw 1 of 3,1,85-82,,
6:06.0,K. Durant makes free throw 2 of 3,1,86-82,,
6:06.0,K. Durant makes free throw 3 of 3,1,87-82,,
5:49.0,,,87-82,,I. Smith misses 2-pt shot from 4 ft
5:46.0,Defensive rebound by A. Iguodala,,87-82,,
5:45.0,Turnover by A. Iguodala (lost ball; steal by I. Smith),,87-82,,
5:45.0,Personal foul by A. Iguodala (drawn by L. Galloway),,87-82,,
5:45.0,,,87-82,,A. Bradley enters the game for L. Galloway
5:45.0,,,87-82,,A. Drummond enters the game for I. Smith
5:45.0,,,87-82,,R. Jackson enters the game for B. Marjanovic
5:45.0,D. Green enters the game for D. West,,87-82,,
5:45.0,S. Livingston enters the game for Q. Cook,,87-82,,
5:33.0,,,87-84,2,L. Kennard makes 2-pt shot from 10 ft
5:14.0,N. Young misses 2-pt shot from 15 ft,,87-84,,
5:09.0,,,87-84,,Defensive rebound by A. Bradley
4:53.0,K. Thompson enters the game for N. Young,,87-84,,
4:51.0,,,87-84,,L. Kennard misses 3-pt shot from 26 ft (block by D. Green)
4:48.0,,,87-84,,Offensive rebound by L. Kennard
4:48.0,,,87-84,,Turnover by Team (shot clock)
4:31.0,K. Thompson makes 2-pt shot from 9 ft (assist by K. Durant),2,89-84,,
4:07.0,,,89-84,,A. Bradley misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by A. Iguodala,,89-84,,
4:00.0,Offensive charge foul by S. Livingston (drawn by R. Jackson),,89-84,,
4:00.0,Turnover by S. Livingston (offensive foul),,89-84,,
4:00.0,,,89-84,,T. Harris enters the game for L. Kennard
3:46.0,,,89-84,,R. Jackson misses 2-pt shot from 5 ft (block by D. Green)
3:43.0,Defensive rebound by A. Iguodala,,89-84,,
3:35.0,K. Durant makes 2-pt shot from 3 ft (assist by D. Green),2,91-84,,
3:10.0,,,91-84,,A. Drummond misses 2-pt shot from 2 ft (block by K. Durant)
3:10.0,,,91-84,,Offensive rebound by A. Drummond
3:08.0,,,91-84,,Shooting foul by D. Green (drawn by A. Drummond)
3:08.0,,,91-85,1,A. Drummond makes free throw 1 of 2
3:08.0,,,91-85,,A. Drummond misses free throw 2 of 2
3:08.0,Defensive rebound by K. Durant,,91-85,,
2:56.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,94-85,,
2:54.0,,,94-85,,Detroit full timeout
2:31.0,,,94-87,2,A. Bradley makes 2-pt shot from 11 ft
2:13.0,K. Durant misses 3-pt shot from 26 ft,,94-87,,
2:10.0,,,94-87,,Defensive rebound by T. Harris
2:05.0,,,94-89,2,R. Jackson makes 2-pt shot from 10 ft
1:44.0,K. Thompson misses 3-pt shot from 26 ft,,94-89,,
1:42.0,,,94-89,,Defensive rebound by A. Drummond
1:31.0,,,94-89,,A. Tolliver misses 3-pt shot from 26 ft (block by K. Durant)
1:29.0,Defensive rebound by K. Thompson,,94-89,,
1:29.0,K. Durant makes 2-pt shot from 1 ft (assist by K. Thompson),2,96-89,,
1:18.0,,,96-89,,Shooting foul by K. Thompson (drawn by R. Jackson)
1:18.0,,,96-89,,R. Jackson misses free throw 1 of 2
1:18.0,,,96-89,,Offensive rebound by Team
1:18.0,,,96-89,,R. Jackson misses free throw 2 of 2
1:11.0,,,96-89,,Offensive rebound by A. Bradley
1:07.0,,,96-89,,R. Jackson misses 2-pt shot from 4 ft (block by K. Durant)
1:04.0,Defensive rebound by S. Livingston,,96-89,,
0:55.0,Turnover by K. Thompson (traveling),,96-89,,
