time,San Antonio,pts.away,score,pts.home,Phoenix
5:22.0,,,16-3,,A. Len enters the game for T. Ulis
5:22.0,M. Ginobili enters the game for K. Anderson,,16-3,,
5:22.0,T. Parker enters the game for D. Murray,,16-3,,
5:22.0,,,16-3,,M. Chriss misses free throw 2 of 2
5:20.0,,,16-3,,Offensive rebound by Team
5:14.0,,,16-5,2,J. Gray makes 2-pt shot from 16 ft
4:58.0,T. Parker makes 2-pt shot from 11 ft (assist by M. Ginobili),2,18-5,,
4:46.0,,,18-5,,A. Len misses 2-pt shot from 13 ft
4:44.0,Defensive rebound by D. Bertans,,18-5,,
4:36.0,D. Green makes 3-pt shot from 23 ft (assist by D. Bertans),3,21-5,,
4:16.0,,,21-5,,T. Daniels misses 2-pt shot from 22 ft
4:12.0,Defensive rebound by T. Parker,,21-5,,
4:01.0,L. Aldridge misses 2-pt shot from 3 ft,,21-5,,
4:01.0,,,21-5,,Defensive rebound by Team
4:01.0,Loose ball foul by L. Aldridge (drawn by M. Chriss),,21-5,,
4:01.0,P. Gasol enters the game for D. Green,,21-5,,
4:01.0,P. Mills enters the game for D. Bertans,,21-5,,
3:39.0,,,21-5,,J. Gray misses 2-pt shot from 12 ft
3:37.0,Defensive rebound by P. Gasol,,21-5,,
3:21.0,L. Aldridge makes 2-pt shot from 1 ft,2,23-5,,
3:21.0,,,23-5,,Phoenix full timeout
3:21.0,,,23-5,,D. Bender enters the game for M. Chriss
3:21.0,,,23-5,,D. House enters the game for T. Warren
3:06.0,,,23-5,,A. Len misses 2-pt shot from 3 ft (block by P. Gasol)
3:06.0,,,23-5,,Offensive rebound by Team
3:00.0,,,23-5,,D. House misses 3-pt shot from 23 ft
2:56.0,,,23-5,,Offensive rebound by A. Len
2:55.0,,,23-5,,D. Bender misses 3-pt shot from 24 ft
2:52.0,Defensive rebound by L. Aldridge,,23-5,,
2:35.0,T. Parker makes 2-pt shot from 22 ft (assist by L. Aldridge),2,25-5,,
2:18.0,,,25-5,,T. Daniels misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by Team,,25-5,,
2:17.0,K. Anderson enters the game for L. Aldridge,,25-5,,
2:03.0,Turnover by P. Gasol (bad pass; steal by J. Gray),,25-5,,
1:57.0,,,25-5,,D. House misses 2-pt shot at rim
1:54.0,Defensive rebound by P. Mills,,25-5,,
1:50.0,Turnover by P. Mills (bad pass; steal by D. House),,25-5,,
1:46.0,,,25-7,2,D. House makes 2-pt shot at rim (assist by A. Len)
1:46.0,San Antonio full timeout,,25-7,,
1:32.0,P. Gasol misses 2-pt shot from 3 ft,,25-7,,
1:30.0,,,25-7,,Defensive rebound by A. Len
1:16.0,,,25-9,2,A. Len makes 2-pt shot from 12 ft (assist by T. Daniels)
1:05.0,P. Mills makes 3-pt shot from 25 ft (assist by K. Anderson),3,28-9,,
0:46.0,,,28-9,,J. Gray misses 3-pt shot from 24 ft
0:43.0,Defensive rebound by K. Anderson,,28-9,,
0:33.0,P. Gasol misses 3-pt shot from 22 ft,,28-9,,
0:31.0,,,28-9,,Defensive rebound by D. Bender
0:20.0,,,28-9,,A. Len misses 2-pt shot from 13 ft
0:17.0,Defensive rebound by Team,,28-9,,
0:04.0,P. Mills misses 3-pt shot from 25 ft,,28-9,,
0:02.0,,,28-9,,Defensive rebound by A. Len
0:01.0,,,28-9,,Turnover by A. Len (bad pass; steal by T. Parker)
0:00.0,T. Parker misses 2-pt shot from 20 ft,,28-9,,
0:00.0,Offensive rebound by Team,,28-9,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,D. Murray makes 2-pt shot at rim (assist by K. Anderson),2,30-9,,
11:35.0,,,30-11,2,J. Gray makes 2-pt shot at rim
11:20.0,P. Mills makes 2-pt shot from 20 ft,2,32-11,,
11:00.0,,,32-11,,D. House misses 3-pt shot from 25 ft
10:57.0,,,32-11,,Offensive rebound by D. Bender
10:56.0,,,32-13,2,D. Bender makes 2-pt shot at rim
10:43.0,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Mills),3,35-13,,
10:25.0,Personal foul by D. Murray (drawn by J. Jackson),,35-13,,
10:25.0,,,35-13,,T. Warren enters the game for D. House
10:25.0,D. Green enters the game for M. Ginobili,,35-13,,
10:23.0,,,35-13,,Turnover by J. Jackson (bad pass; steal by D. Murray)
10:19.0,D. Murray makes 2-pt shot at rim,2,37-13,,
10:00.0,,,37-13,,Turnover by D. Bender (traveling)
9:54.0,,,37-13,,Personal foul by M. Chriss (drawn by P. Gasol)
9:54.0,,,37-13,,T. Ulis enters the game for J. Gray
9:50.0,D. Murray makes 2-pt shot from 16 ft,2,39-13,,
9:33.0,,,39-13,,J. Jackson misses 2-pt shot from 19 ft (block by P. Mills)
9:31.0,Defensive rebound by P. Mills,,39-13,,
9:27.0,K. Anderson misses 2-pt shot from 1 ft (block by J. Jackson),,39-13,,
9:27.0,Offensive rebound by Team,,39-13,,
9:27.0,,,39-13,,J. Dudley enters the game for M. Chriss
9:27.0,D. Bertans enters the game for P. Mills,,39-13,,
9:15.0,D. Murray misses 2-pt shot from 1 ft,,39-13,,
9:15.0,,,39-13,,Defensive rebound by T. Warren
9:10.0,Personal foul by K. Anderson (drawn by T. Ulis),,39-13,,
8:59.0,,,39-15,2,D. Bender makes 2-pt shot at rim
8:38.0,D. Green makes 3-pt shot from 23 ft (assist by D. Bertans),3,42-15,,
8:22.0,,,42-15,,D. Bender misses 2-pt shot from 1 ft (block by P. Gasol)
8:22.0,,,42-15,,Offensive rebound by Team
8:22.0,L. Aldridge enters the game for P. Gasol,,42-15,,
8:11.0,,,42-17,2,T. Warren makes 2-pt shot from 21 ft
7:47.0,D. Murray makes 2-pt shot from 13 ft,2,44-17,,
7:28.0,,,44-19,2,J. Jackson makes 2-pt shot at rim (assist by T. Ulis)
7:16.0,K. Anderson misses 2-pt shot from 18 ft,,44-19,,
7:15.0,,,44-19,,Defensive rebound by D. Bender
7:10.0,,,44-19,,Turnover by D. Bender (bad pass)
7:10.0,,,44-19,,J. Gray enters the game for T. Ulis
7:10.0,B. Forbes enters the game for K. Anderson,,44-19,,
6:47.0,L. Aldridge misses 3-pt shot from 30 ft,,44-19,,
6:45.0,,,44-19,,Defensive rebound by J. Dudley
6:37.0,,,44-21,2,T. Warren makes 2-pt shot at rim (assist by J. Gray)
6:37.0,San Antonio full timeout,,44-21,,
6:21.0,D. Green makes 3-pt shot from 22 ft (assist by D. Murray),3,47-21,,
6:01.0,,,47-21,,T. Warren misses 2-pt shot from 18 ft
5:59.0,Defensive rebound by L. Aldridge,,47-21,,
5:53.0,D. Green makes 2-pt shot from 10 ft,2,49-21,,
5:38.0,,,49-24,3,D. Bender makes 3-pt shot from 25 ft (assist by J. Gray)
5:30.0,D. Murray makes 2-pt shot at rim,2,51-24,,
5:30.0,Shooting foul by J. Gray (drawn by D. Murray),,51-24,,
5:30.0,San Antonio full timeout,,51-24,,
5:30.0,,,51-24,,M. Chriss enters the game for J. Jackson
5:30.0,,,51-24,,T. Daniels enters the game for D. Bender
5:30.0,D. Murray misses free throw 1 of 1,,51-24,,
5:27.0,,,51-24,,Defensive rebound by M. Chriss
5:27.0,Personal take foul by B. Forbes (drawn by M. Chriss),,51-24,,
5:27.0,T. Parker enters the game for D. Murray,,51-24,,
5:15.0,,,51-24,,T. Daniels misses 3-pt shot from 22 ft
5:12.0,,,51-24,,Offensive rebound by T. Daniels
5:11.0,,,51-26,2,T. Daniels makes 2-pt shot from 8 ft
5:01.0,D. Bertans misses 2-pt shot from 2 ft,,51-26,,
4:58.0,,,51-26,,Defensive rebound by J. Gray
4:54.0,Personal foul by B. Forbes (drawn by M. Chriss),,51-26,,
4:48.0,,,51-26,,M. Chriss misses 3-pt shot from 25 ft
4:45.0,Defensive rebound by T. Parker,,51-26,,
4:37.0,D. Bertans misses 3-pt shot from 25 ft,,51-26,,
4:35.0,,,51-26,,Defensive rebound by M. Chriss
4:13.0,,,51-26,,J. Gray misses 2-pt shot from 2 ft
4:11.0,Defensive rebound by D. Green,,51-26,,
4:02.0,T. Parker makes 2-pt shot at rim,2,53-26,,
4:02.0,Shooting foul by J. Dudley (drawn by T. Parker),,53-26,,
4:02.0,P. Gasol enters the game for D. Green,,53-26,,
4:02.0,M. Ginobili enters the game for D. Bertans,,53-26,,
4:02.0,T. Parker makes free throw 1 of 1,1,54-26,,
3:55.0,,,54-29,3,T. Daniels makes 3-pt shot from 29 ft (assist by J. Gray)
3:39.0,P. Gasol misses 2-pt shot from 19 ft,,54-29,,
3:39.0,Offensive rebound by L. Aldridge,,54-29,,
3:39.0,L. Aldridge makes 2-pt shot from 5 ft,2,56-29,,
3:39.0,Shooting foul by T. Daniels (drawn by L. Aldridge),,56-29,,
3:39.0,,,56-29,,J. Jackson enters the game for J. Dudley
3:39.0,,,56-29,,D. Bender enters the game for J. Gray
3:39.0,P. Mills enters the game for B. Forbes,,56-29,,
3:39.0,L. Aldridge misses free throw 1 of 1,,56-29,,
3:36.0,,,56-29,,Defensive rebound by M. Chriss
3:27.0,,,56-29,,D. Bender misses 3-pt shot from 25 ft
3:24.0,,,56-29,,Offensive rebound by T. Daniels
3:21.0,,,56-29,,Shooting foul by P. Gasol (drawn by M. Chriss)
3:21.0,,,56-30,1,M. Chriss makes free throw 1 of 2
3:21.0,,,56-31,1,M. Chriss makes free throw 2 of 2
2:59.0,P. Mills makes 3-pt shot from 25 ft (assist by T. Parker),3,59-31,,
2:59.0,Shooting foul by T. Daniels (drawn by P. Mills),,59-31,,
2:59.0,P. Mills makes free throw 1 of 1,1,60-31,,
2:42.0,,,60-31,,J. Jackson misses 2-pt shot from 17 ft
2:39.0,Defensive rebound by M. Ginobili,,60-31,,
2:34.0,P. Mills misses 3-pt shot from 26 ft,,60-31,,
2:29.0,Offensive rebound by L. Aldridge,,60-31,,
2:25.0,M. Ginobili misses 3-pt shot from 25 ft,,60-31,,
2:24.0,,,60-31,,Defensive rebound by D. Bender
2:16.0,,,60-31,,J. Jackson misses 3-pt shot from 22 ft
2:13.0,Defensive rebound by L. Aldridge,,60-31,,
2:05.0,Shooting foul by T. Daniels (drawn by L. Aldridge),,60-31,,
2:05.0,L. Aldridge misses free throw 1 of 2,,60-31,,
2:05.0,Offensive rebound by Team,,60-31,,
2:05.0,L. Aldridge makes free throw 2 of 2,1,61-31,,
1:57.0,,,61-31,,T. Daniels misses 3-pt shot from 26 ft
1:54.0,Defensive rebound by L. Aldridge,,61-31,,
1:40.0,L. Aldridge makes 2-pt shot at rim (assist by P. Gasol),2,63-31,,
1:24.0,,,63-31,,T. Daniels misses 2-pt shot from 21 ft
1:20.0,Defensive rebound by T. Parker,,63-31,,
1:13.0,L. Aldridge makes 2-pt shot at rim (assist by P. Gasol),2,65-31,,
1:13.0,,,65-31,,Phoenix full timeout
1:13.0,,,65-31,,J. Gray enters the game for T. Daniels
0:57.0,,,65-31,,J. Gray misses 2-pt shot from 1 ft (block by P. Gasol)
0:54.0,,,65-31,,Offensive rebound by M. Chriss
0:52.0,,,65-31,,T. Warren misses 2-pt shot from 16 ft
0:50.0,Defensive rebound by P. Gasol,,65-31,,
0:42.0,L. Aldridge makes 2-pt shot from 2 ft (assist by P. Gasol),2,67-31,,
0:39.0,,,67-31,,Turnover by J. Jackson (bad pass; steal by T. Parker)
0:29.0,Shooting foul by J. Gray (drawn by M. Ginobili),,67-31,,
0:29.0,M. Ginobili makes free throw 1 of 2,1,68-31,,
0:29.0,M. Ginobili makes free throw 2 of 2,1,69-31,,
0:09.0,,,69-31,,J. Gray misses 2-pt shot from 15 ft
0:07.0,Defensive rebound by T. Parker,,69-31,,
0:01.0,M. Ginobili misses 2-pt shot from 1 ft,,69-31,,
0:01.0,,,69-31,,Defensive rebound by M. Chriss
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,69-31,,Personal foul by J. Jackson (drawn by D. Green)
11:29.0,D. Bertans misses 2-pt shot from 2 ft,,69-31,,
11:27.0,,,69-31,,Defensive rebound by J. Gray
11:06.0,,,69-33,2,J. Jackson makes 2-pt shot from 18 ft
10:42.0,T. Parker misses 2-pt shot from 20 ft,,69-33,,
10:39.0,Offensive rebound by L. Aldridge,,69-33,,
10:39.0,L. Aldridge makes 2-pt shot at rim,2,71-33,,
10:39.0,Shooting foul by D. Bender (drawn by L. Aldridge),,71-33,,
10:39.0,L. Aldridge makes free throw 1 of 1,1,72-33,,
10:22.0,,,72-35,2,J. Jackson makes 2-pt shot from 1 ft (assist by M. Chriss)
10:07.0,D. Green misses 3-pt shot from 22 ft,,72-35,,
10:07.0,Offensive rebound by L. Aldridge,,72-35,,
9:58.0,L. Aldridge makes 2-pt shot at rim,2,74-35,,
9:58.0,Shooting foul by T. Warren (drawn by L. Aldridge),,74-35,,
9:58.0,L. Aldridge makes free throw 1 of 1,1,75-35,,
9:45.0,,,75-35,,J. Jackson misses 3-pt shot from 25 ft
9:43.0,Defensive rebound by K. Anderson,,75-35,,
9:34.0,D. Bertans misses 3-pt shot from 25 ft,,75-35,,
9:30.0,,,75-35,,Defensive rebound by M. Chriss
9:21.0,,,75-37,2,J. Jackson makes 2-pt shot from 1 ft
9:01.0,T. Parker makes 2-pt shot at rim,2,77-37,,
8:43.0,,,77-37,,Shooting foul by D. Bertans (drawn by M. Chriss)
8:43.0,,,77-38,1,M. Chriss makes free throw 1 of 2
8:43.0,,,77-39,1,M. Chriss makes free throw 2 of 2
8:33.0,L. Aldridge makes 2-pt shot from 1 ft (assist by K. Anderson),2,79-39,,
8:17.0,,,79-39,,J. Gray misses 3-pt shot from 26 ft
8:15.0,Defensive rebound by L. Aldridge,,79-39,,
8:05.0,T. Parker misses 2-pt shot from 10 ft,,79-39,,
8:05.0,Offensive rebound by L. Aldridge,,79-39,,
8:05.0,,,79-39,,Personal foul by J. Jackson (drawn by L. Aldridge)
8:05.0,,,79-39,,A. Len enters the game for D. Bender
8:05.0,P. Gasol enters the game for D. Bertans,,79-39,,
7:53.0,L. Aldridge misses 2-pt shot from 10 ft,,79-39,,
7:50.0,,,79-39,,Defensive rebound by J. Jackson
7:41.0,,,79-39,,Turnover by M. Chriss (bad pass; steal by P. Gasol)
7:28.0,T. Parker makes 2-pt shot from 20 ft (assist by L. Aldridge),2,81-39,,
7:06.0,Personal foul by L. Aldridge (drawn by J. Gray),,81-39,,
7:06.0,,,81-39,,A. Peters enters the game for M. Chriss
6:59.0,,,81-39,,T. Warren misses 2-pt shot from 16 ft
6:56.0,Defensive rebound by K. Anderson,,81-39,,
6:50.0,T. Parker misses 2-pt shot from 20 ft,,81-39,,
6:47.0,,,81-39,,Defensive rebound by A. Peters
6:41.0,,,81-41,2,J. Jackson makes 2-pt shot from 18 ft
6:22.0,,,81-41,,Personal foul by J. Gray (drawn by T. Parker)
6:22.0,,,81-41,,Phoenix full timeout
6:22.0,B. Forbes enters the game for K. Anderson,,81-41,,
6:22.0,T. Parker makes free throw 1 of 2,1,82-41,,
6:22.0,T. Parker makes free throw 2 of 2,1,83-41,,
5:59.0,,,83-41,,A. Peters misses 3-pt shot from 33 ft
5:55.0,Defensive rebound by B. Forbes,,83-41,,
5:48.0,Turnover by P. Gasol (bad pass; steal by T. Warren),,83-41,,
5:43.0,,,83-43,2,T. Warren makes 2-pt shot from 11 ft
5:43.0,,,83-43,,Shooting foul by D. Green (drawn by T. Warren)
5:43.0,P. Mills enters the game for T. Parker,,83-43,,
5:43.0,,,83-44,1,T. Warren makes free throw 1 of 1
5:33.0,P. Mills misses 2-pt shot from 17 ft,,83-44,,
5:30.0,,,83-44,,Defensive rebound by A. Peters
5:23.0,,,83-44,,A. Peters misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by D. Green,,83-44,,
5:07.0,P. Gasol misses 2-pt shot from 23 ft,,83-44,,
5:04.0,,,83-44,,Defensive rebound by J. Jackson
4:59.0,,,83-44,,J. Jackson misses 2-pt shot from 9 ft
4:54.0,,,83-44,,Offensive rebound by J. Jackson
4:53.0,,,83-44,,A. Peters misses 3-pt shot from 25 ft
4:53.0,Defensive rebound by P. Mills,,83-44,,
4:44.0,,,83-44,,D. Reed enters the game for J. Gray
4:40.0,B. Forbes misses 3-pt shot from 22 ft,,83-44,,
4:38.0,Offensive rebound by L. Aldridge,,83-44,,
4:29.0,P. Gasol misses 2-pt shot from 5 ft (block by A. Len),,83-44,,
4:26.0,,,83-44,,Defensive rebound by T. Warren
4:26.0,,,83-44,,Shooting foul by B. Forbes (drawn by T. Warren)
4:26.0,,,83-45,1,T. Warren makes free throw 1 of 2
4:26.0,M. Ginobili enters the game for D. Green,,83-45,,
4:26.0,,,83-46,1,T. Warren makes free throw 2 of 2
4:09.0,B. Forbes misses 3-pt shot from 25 ft,,83-46,,
4:09.0,Offensive rebound by P. Gasol,,83-46,,
4:04.0,P. Gasol misses 2-pt shot at rim,,83-46,,
4:04.0,,,83-46,,Defensive rebound by J. Jackson
3:59.0,,,83-46,,D. Reed misses 3-pt shot from 25 ft
3:59.0,Defensive rebound by M. Ginobili,,83-46,,
3:52.0,P. Gasol makes 2-pt shot at rim (assist by M. Ginobili),2,85-46,,
3:42.0,,,85-46,,A. Peters misses 3-pt shot from 25 ft
3:42.0,Defensive rebound by P. Gasol,,85-46,,
3:31.0,B. Forbes misses 2-pt shot from 16 ft,,85-46,,
3:31.0,Offensive rebound by P. Gasol,,85-46,,
3:25.0,P. Gasol misses 2-pt shot at rim,,85-46,,
3:24.0,,,85-46,,Defensive rebound by J. Jackson
3:09.0,,,85-46,,T. Warren misses 2-pt shot from 9 ft
3:07.0,Defensive rebound by P. Gasol,,85-46,,
2:55.0,Turnover by P. Mills (bad pass; steal by A. Len),,85-46,,
2:51.0,,,85-48,2,T. Warren makes 2-pt shot from 2 ft (assist by A. Len)
2:25.0,M. Ginobili makes 3-pt shot from 24 ft (assist by L. Aldridge),3,88-48,,
2:23.0,,,88-48,,Phoenix full timeout
2:23.0,,,88-48,,M. Chriss enters the game for T. Warren
2:23.0,,,88-48,,D. House enters the game for A. Len
2:23.0,,,88-48,,D. Bender enters the game for A. Peters
2:23.0,J. Lauvergne enters the game for L. Aldridge,,88-48,,
2:07.0,,,88-48,,Offensive foul by M. Chriss (drawn by M. Ginobili)
2:07.0,,,88-48,,Turnover by M. Chriss (offensive foul)
1:52.0,P. Gasol makes 2-pt shot at rim,2,90-48,,
1:32.0,,,90-48,,D. House misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by B. Forbes,,90-48,,
1:21.0,Shooting foul by M. Chriss (drawn by B. Forbes),,90-48,,
1:21.0,B. Forbes makes free throw 1 of 3,1,91-48,,
1:21.0,B. Forbes makes free throw 2 of 3,1,92-48,,
1:21.0,B. Forbes makes free throw 3 of 3,1,93-48,,
1:15.0,,,93-50,2,M. Chriss makes 2-pt shot at rim (assist by D. Reed)
1:15.0,,,93-50,,Shooting foul by M. Ginobili (drawn by M. Chriss)
1:15.0,,,93-50,,M. Chriss misses free throw 1 of 1
1:13.0,Defensive rebound by P. Gasol,,93-50,,
0:55.0,Shooting foul by D. Bender (drawn by P. Gasol),,93-50,,
0:55.0,P. Gasol makes free throw 1 of 2,1,94-50,,
0:55.0,P. Gasol misses free throw 2 of 2,,94-50,,
0:53.0,,,94-50,,Defensive rebound by M. Chriss
0:41.0,,,94-50,,Turnover by M. Chriss (lost ball; steal by P. Mills)
0:36.0,P. Mills makes 3-pt shot from 25 ft (assist by B. Forbes),3,97-50,,
0:13.0,,,97-50,,J. Jackson misses 2-pt shot from 18 ft
0:10.0,Defensive rebound by P. Gasol,,97-50,,
0:05.0,Turnover by M. Ginobili (bad pass; steal by M. Chriss),,97-50,,
0:00.0,,,97-50,,M. Chriss misses 3-pt shot from 40 ft
0:00.0,,,97-50,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,97-50,,D. Reed misses 3-pt shot from 26 ft
11:48.0,Defensive rebound by P. Gasol,,97-50,,
11:40.0,P. Mills makes 3-pt shot from 25 ft (assist by J. Lauvergne),3,100-50,,
11:28.0,,,100-53,3,D. Bender makes 3-pt shot from 25 ft (assist by J. Gray)
11:15.0,P. Mills makes 3-pt shot from 24 ft (assist by J. Lauvergne),3,103-53,,
11:01.0,,,103-55,2,D. Bender makes 2-pt shot from 1 ft
10:57.0,San Antonio full timeout,,103-55,,
10:57.0,B. Paul enters the game for P. Mills,,103-55,,
10:42.0,J. Lauvergne misses 2-pt shot from 6 ft,,103-55,,
10:40.0,,,103-55,,Defensive rebound by M. Chriss
10:22.0,,,103-55,,M. Chriss misses 2-pt shot from 16 ft
10:20.0,Defensive rebound by P. Gasol,,103-55,,
10:03.0,B. Forbes makes 2-pt shot at rim (assist by P. Gasol),2,105-55,,
9:51.0,,,105-57,2,D. Reed makes 2-pt shot at rim
9:39.0,Turnover by D. White (lost ball; steal by J. Gray),,105-57,,
9:37.0,,,105-59,2,D. House makes 2-pt shot at rim (assist by J. Gray)
9:24.0,B. Forbes misses 3-pt shot from 25 ft,,105-59,,
9:22.0,,,105-59,,Defensive rebound by M. Chriss
9:07.0,,,105-59,,D. House misses 3-pt shot from 22 ft
9:04.0,Defensive rebound by P. Gasol,,105-59,,
8:56.0,D. White misses 2-pt shot from 6 ft,,105-59,,
8:55.0,Offensive rebound by J. Lauvergne,,105-59,,
8:54.0,Shooting foul by M. Chriss (drawn by J. Lauvergne),,105-59,,
8:54.0,J. Lauvergne makes free throw 1 of 2,1,106-59,,
8:54.0,D. Bertans enters the game for P. Gasol,,106-59,,
8:54.0,J. Lauvergne makes free throw 2 of 2,1,107-59,,
8:41.0,,,107-61,2,J. Gray makes 2-pt shot from 1 ft
8:28.0,B. Forbes misses 2-pt shot from 16 ft,,107-61,,
8:26.0,,,107-61,,Defensive rebound by J. Gray
8:19.0,,,107-61,,D. Reed misses 2-pt shot from 1 ft
8:17.0,Defensive rebound by D. Bertans,,107-61,,
8:12.0,B. Paul misses 3-pt shot from 25 ft,,107-61,,
8:08.0,Offensive rebound by B. Paul,,107-61,,
8:07.0,Shooting foul by D. Bender (drawn by B. Paul),,107-61,,
8:07.0,B. Paul misses free throw 1 of 2,,107-61,,
8:07.0,Offensive rebound by Team,,107-61,,
8:07.0,B. Paul makes free throw 2 of 2,1,108-61,,
7:57.0,,,108-61,,Shooting foul by B. Forbes (drawn by J. Gray)
7:57.0,,,108-61,,J. Gray misses free throw 1 of 2
7:57.0,,,108-61,,Offensive rebound by Team
7:57.0,,,108-61,,J. Jackson enters the game for D. House
7:57.0,,,108-62,1,J. Gray makes free throw 2 of 2
7:48.0,Shooting foul by D. Reed (drawn by D. Bertans),,108-62,,
7:48.0,D. Bertans makes free throw 1 of 2,1,109-62,,
7:48.0,D. Bertans makes free throw 2 of 2,1,110-62,,
7:40.0,,,110-64,2,J. Gray makes 2-pt shot at rim
7:23.0,Turnover by D. Bertans (out of bounds lost ball),,110-64,,
7:08.0,,,110-64,,J. Jackson misses 3-pt shot from 25 ft
7:07.0,Defensive rebound by Team,,110-64,,
6:56.0,Turnover by B. Forbes (traveling),,110-64,,
6:56.0,,,110-64,,A. Len enters the game for M. Chriss
6:56.0,,,110-64,,A. Peters enters the game for D. Bender
6:49.0,,,110-64,,J. Gray misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by B. Forbes,,110-64,,
6:35.0,D. White makes 3-pt shot from 23 ft (assist by B. Paul),3,113-64,,
6:20.0,,,113-64,,D. Reed misses 2-pt shot from 5 ft
6:17.0,Defensive rebound by B. Forbes,,113-64,,
6:14.0,B. Paul misses 3-pt shot from 24 ft,,113-64,,
6:11.0,,,113-64,,Defensive rebound by D. Reed
6:05.0,,,113-64,,D. Reed misses 2-pt shot from 21 ft
6:00.0,,,113-64,,Offensive rebound by A. Peters
6:00.0,,,113-64,,A. Peters misses 2-pt shot from 1 ft
