time,Charlotte,pts.away,score,pts.home,Miami
4:20.0,,,19-15,1,G. Dragic makes free throw 2 of 2
4:11.0,K. Walker misses 2-pt shot from 9 ft,,19-15,,
4:09.0,Offensive rebound by K. Walker,,19-15,,
4:09.0,K. Walker misses 2-pt shot from 6 ft,,19-15,,
4:07.0,Offensive rebound by D. Howard,,19-15,,
4:07.0,D. Howard misses 2-pt shot at rim,,19-15,,
4:06.0,Offensive rebound by D. Howard,,19-15,,
4:05.0,D. Howard makes 2-pt shot at rim,2,21-15,,
3:49.0,,,21-15,,Turnover by J. Johnson (bad pass; steal by N. Batum)
3:36.0,D. Howard misses 2-pt shot from 3 ft,,21-15,,
3:35.0,,,21-15,,Defensive rebound by J. Johnson
3:28.0,,,21-17,2,T. Johnson makes 2-pt shot from 1 ft (assist by G. Dragic)
3:18.0,Charlotte full timeout,,21-17,,
3:18.0,,,21-17,,J. Winslow enters the game for G. Dragic
3:18.0,,,21-17,,B. Adebayo enters the game for J. Johnson
3:18.0,,,21-17,,K. Olynyk enters the game for H. Whiteside
3:18.0,J. Lamb enters the game for M. Williams,,21-17,,
3:18.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,21-17,,
3:09.0,N. Batum misses 3-pt shot from 26 ft,,21-17,,
3:06.0,,,21-17,,Defensive rebound by K. Olynyk
2:50.0,,,21-19,2,K. Olynyk makes 2-pt shot from 7 ft
2:31.0,N. Batum misses 2-pt shot from 10 ft,,21-19,,
2:29.0,,,21-19,,Defensive rebound by K. Olynyk
2:19.0,,,21-19,,T. Johnson misses 2-pt shot from 18 ft
2:16.0,Defensive rebound by D. Howard,,21-19,,
2:06.0,K. Walker makes 2-pt shot from 13 ft,2,23-19,,
1:46.0,,,23-19,,W. Ellington misses 2-pt shot from 17 ft
1:44.0,Defensive rebound by D. Howard,,23-19,,
1:37.0,Shooting foul by W. Ellington (drawn by N. Batum),,23-19,,
1:37.0,N. Batum misses free throw 1 of 2,,23-19,,
1:37.0,Offensive rebound by Team,,23-19,,
1:37.0,,,23-19,,J. Richardson enters the game for T. Johnson
1:37.0,M. Monk enters the game for D. Howard,,23-19,,
1:37.0,J. O'Bryant enters the game for K. Walker,,23-19,,
1:37.0,N. Batum makes free throw 2 of 2,1,24-19,,
1:30.0,Personal foul by J. O'Bryant (drawn by B. Adebayo),,24-19,,
1:30.0,T. Graham enters the game for N. Batum,,24-19,,
1:24.0,,,24-21,2,J. Richardson makes 2-pt shot from 1 ft (assist by K. Olynyk)
1:09.0,J. Lamb makes 2-pt shot from 12 ft,2,26-21,,
1:01.0,,,26-21,,Offensive foul by B. Adebayo (drawn by T. Graham)
1:01.0,,,26-21,,Turnover by B. Adebayo (offensive foul)
0:43.0,T. Graham misses 2-pt shot from 9 ft,,26-21,,
0:40.0,,,26-21,,Defensive rebound by W. Ellington
0:37.0,,,26-21,,Shooting foul by J. Lamb (drawn by K. Olynyk)
0:37.0,,,26-21,,K. Olynyk misses free throw 1 of 2
0:37.0,,,26-21,,Offensive rebound by Team
0:37.0,,,26-22,1,K. Olynyk makes free throw 2 of 2
0:28.0,M. Monk misses 3-pt shot from 25 ft,,26-22,,
0:26.0,,,26-22,,Defensive rebound by J. Winslow
0:05.0,,,26-22,,W. Ellington misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by T. Graham,,26-22,,
0:00.0,T. Graham misses 2-pt shot from 7 ft,,26-22,,
0:00.0,Offensive rebound by Team,,26-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,J. O'Bryant makes 2-pt shot from 1 ft,2,28-22,,
11:24.0,Def 3 sec tech foul by F. Kaminsky,,28-22,,
11:24.0,,,28-23,1,W. Ellington makes technical free throw
11:13.0,,,28-25,2,K. Olynyk makes 2-pt shot from 5 ft (assist by J. Richardson)
11:01.0,,,28-25,,Shooting block foul by K. Olynyk (drawn by F. Kaminsky)
11:01.0,F. Kaminsky makes free throw 1 of 2,1,29-25,,
11:01.0,F. Kaminsky makes free throw 2 of 2,1,30-25,,
10:47.0,,,30-27,2,B. Adebayo makes 2-pt shot from 3 ft (assist by J. Winslow)
10:38.0,M. Monk misses 2-pt shot from 2 ft,,30-27,,
10:35.0,,,30-27,,Defensive rebound by K. Olynyk
10:27.0,,,30-29,2,B. Adebayo makes 2-pt shot from 1 ft (assist by K. Olynyk)
10:08.0,J. Lamb misses 2-pt shot from 8 ft,,30-29,,
10:04.0,,,30-29,,Defensive rebound by J. Winslow
10:00.0,,,30-32,3,W. Ellington makes 3-pt shot from 25 ft (assist by J. Winslow)
9:40.0,,,30-32,,Personal foul by J. Winslow (drawn by J. Lamb)
9:34.0,Shooting foul by K. Olynyk (drawn by F. Kaminsky),,30-32,,
9:34.0,F. Kaminsky makes free throw 1 of 2,1,31-32,,
9:34.0,F. Kaminsky makes free throw 2 of 2,1,32-32,,
9:15.0,,,32-34,2,K. Olynyk makes 2-pt shot from 1 ft
8:54.0,Turnover by J. Lamb (out of bounds lost ball),,32-34,,
8:34.0,,,32-37,3,W. Ellington makes 3-pt shot from 23 ft (assist by K. Olynyk)
8:13.0,M. Monk misses 2-pt shot from 9 ft,,32-37,,
8:09.0,,,32-37,,Defensive rebound by J. Winslow
8:08.0,,,32-37,,W. Ellington misses 3-pt shot from 27 ft
8:08.0,Defensive rebound by J. O'Bryant,,32-37,,
7:55.0,F. Kaminsky misses 3-pt shot from 25 ft,,32-37,,
7:50.0,,,32-37,,Defensive rebound by B. Adebayo
7:41.0,,,32-37,,Turnover by J. Winslow (bad pass; steal by F. Kaminsky)
7:36.0,F. Kaminsky makes 2-pt shot from 1 ft (assist by J. Lamb),2,34-37,,
7:15.0,,,34-37,,J. Winslow misses 2-pt shot from 19 ft
7:13.0,Defensive rebound by F. Kaminsky,,34-37,,
7:05.0,M. Monk misses 2-pt shot from 1 ft,,34-37,,
7:02.0,,,34-37,,Defensive rebound by B. Adebayo
6:56.0,,,34-39,2,J. Winslow makes 2-pt shot from 1 ft (assist by J. Richardson)
6:37.0,Turnover by F. Kaminsky (bad pass),,34-39,,
6:37.0,,,34-39,,Miami full timeout
6:37.0,,,34-39,,G. Dragic enters the game for J. Richardson
6:37.0,D. Howard enters the game for M. Monk,,34-39,,
6:37.0,K. Walker enters the game for J. O'Bryant,,34-39,,
6:17.0,,,34-41,2,K. Olynyk makes 2-pt shot from 1 ft (assist by G. Dragic)
5:52.0,F. Kaminsky misses 2-pt shot from 4 ft,,34-41,,
5:50.0,,,34-41,,Defensive rebound by B. Adebayo
5:44.0,Personal foul by T. Graham (drawn by B. Adebayo),,34-41,,
5:44.0,N. Batum enters the game for T. Graham,,34-41,,
5:43.0,,,34-41,,K. Olynyk misses 2-pt shot from 2 ft
5:41.0,,,34-41,,Offensive rebound by B. Adebayo
5:40.0,,,34-43,2,B. Adebayo makes 2-pt shot at rim
5:22.0,K. Walker makes 2-pt shot from 1 ft,2,36-43,,
5:10.0,,,36-43,,K. Olynyk misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by J. Lamb,,36-43,,
4:53.0,D. Howard misses 2-pt shot from 14 ft,,36-43,,
4:50.0,,,36-43,,Defensive rebound by K. Olynyk
4:42.0,,,36-43,,G. Dragic misses 2-pt shot from 6 ft
4:38.0,,,36-43,,Offensive rebound by B. Adebayo
4:38.0,,,36-43,,B. Adebayo misses 2-pt shot at rim
4:37.0,,,36-43,,Offensive rebound by J. Winslow
4:35.0,,,36-43,,J. Winslow misses 2-pt shot from 10 ft
4:35.0,Defensive rebound by K. Walker,,36-43,,
4:27.0,K. Walker misses 2-pt shot from 9 ft (block by J. Winslow),,36-43,,
4:25.0,Offensive rebound by N. Batum,,36-43,,
4:15.0,F. Kaminsky misses 2-pt shot from 10 ft,,36-43,,
4:15.0,,,36-43,,Defensive rebound by B. Adebayo
4:04.0,,,36-43,,B. Adebayo misses 2-pt shot from 8 ft
4:02.0,Defensive rebound by J. Lamb,,36-43,,
3:58.0,Shooting foul by K. Olynyk (drawn by J. Lamb),,36-43,,
3:58.0,J. Lamb makes free throw 1 of 2,1,37-43,,
3:58.0,,,37-43,,H. Whiteside enters the game for K. Olynyk
3:58.0,,,37-43,,J. Johnson enters the game for B. Adebayo
3:58.0,J. Lamb makes free throw 2 of 2,1,38-43,,
3:58.0,M. Williams enters the game for F. Kaminsky,,38-43,,
3:43.0,,,38-45,2,H. Whiteside makes 2-pt shot from 10 ft (assist by G. Dragic)
3:28.0,M. Williams misses 3-pt shot from 26 ft,,38-45,,
3:28.0,,,38-45,,Defensive rebound by Team
3:28.0,,,38-45,,T. Johnson enters the game for W. Ellington
3:28.0,M. Kidd-Gilchrist enters the game for J. Lamb,,38-45,,
3:15.0,Def 3 sec tech foul by D. Howard,,38-45,,
3:15.0,,,38-45,,G. Dragic misses technical free throw
3:15.0,,,38-45,,Offensive rebound by Team
3:10.0,,,38-48,3,T. Johnson makes 3-pt shot from 26 ft (assist by J. Johnson)
2:56.0,K. Walker makes 3-pt shot from 26 ft,3,41-48,,
2:39.0,,,41-50,2,J. Johnson makes 2-pt shot from 1 ft (assist by T. Johnson)
2:26.0,Charlotte full timeout,,41-50,,
2:26.0,,,41-50,,J. Richardson enters the game for T. Johnson
2:19.0,Shooting foul by J. Richardson (drawn by K. Walker),,41-50,,
2:19.0,K. Walker misses free throw 1 of 3,,41-50,,
2:19.0,Offensive rebound by Team,,41-50,,
2:19.0,K. Walker makes free throw 2 of 3,1,42-50,,
2:19.0,K. Walker makes free throw 3 of 3,1,43-50,,
2:03.0,,,43-50,,Shooting foul by M. Williams (drawn by J. Richardson)
2:03.0,,,43-51,1,J. Richardson makes free throw 1 of 2
2:03.0,,,43-52,1,J. Richardson makes free throw 2 of 2
1:46.0,D. Howard misses 2-pt shot from 9 ft,,43-52,,
1:45.0,,,43-52,,Defensive rebound by J. Johnson
1:36.0,,,43-52,,G. Dragic misses 3-pt shot from 26 ft
1:32.0,Defensive rebound by N. Batum,,43-52,,
1:30.0,,,43-52,,Personal foul by J. Richardson (drawn by K. Walker)
1:30.0,K. Walker makes free throw 1 of 2,1,44-52,,
1:30.0,,,44-52,,W. Ellington enters the game for J. Winslow
1:30.0,,,44-52,,T. Johnson enters the game for J. Richardson
1:30.0,K. Walker makes free throw 2 of 2,1,45-52,,
1:09.0,,,45-52,,G. Dragic misses 2-pt shot from 9 ft
1:08.0,Defensive rebound by D. Howard,,45-52,,
1:02.0,Shooting foul by H. Whiteside (drawn by K. Walker),,45-52,,
1:02.0,K. Walker makes free throw 1 of 2,1,46-52,,
1:02.0,T. Graham enters the game for M. Williams,,46-52,,
1:02.0,K. Walker misses free throw 2 of 2,,46-52,,
0:59.0,,,46-52,,Defensive rebound by J. Johnson
0:42.0,,,46-52,,J. Johnson misses 2-pt shot from 7 ft
0:40.0,Defensive rebound by T. Graham,,46-52,,
0:36.0,K. Walker misses 3-pt shot from 25 ft,,46-52,,
0:32.0,,,46-52,,Defensive rebound by G. Dragic
0:30.0,,,46-52,,Offensive charge foul by J. Johnson (drawn by K. Walker)
0:30.0,,,46-52,,Turnover by J. Johnson (offensive foul)
0:15.0,Shooting foul by T. Johnson (drawn by N. Batum),,46-52,,
0:15.0,N. Batum makes free throw 1 of 2,1,47-52,,
0:15.0,N. Batum makes free throw 2 of 2,1,48-52,,
0:00.0,,,48-54,2,J. Johnson makes 2-pt shot from 17 ft
0:00.0,N. Batum misses 3-pt shot from 66 ft,,48-54,,
0:00.0,Offensive rebound by Team,,48-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Walker misses 2-pt shot from 13 ft,,48-54,,
11:44.0,,,48-54,,Defensive rebound by H. Whiteside
11:35.0,,,48-56,2,G. Dragic makes 2-pt shot from 1 ft
11:26.0,N. Batum misses 3-pt shot from 23 ft,,48-56,,
11:23.0,,,48-56,,Defensive rebound by H. Whiteside
11:09.0,,,48-56,,J. Johnson misses 3-pt shot from 23 ft
11:06.0,Defensive rebound by M. Williams,,48-56,,
10:47.0,N. Batum misses 2-pt shot from 21 ft,,48-56,,
10:45.0,,,48-56,,Defensive rebound by T. Johnson
10:35.0,,,48-56,,T. Johnson misses 2-pt shot from 6 ft
10:33.0,Defensive rebound by D. Howard,,48-56,,
10:18.0,D. Howard misses 2-pt shot from 2 ft,,48-56,,
10:16.0,,,48-56,,Defensive rebound by J. Johnson
10:07.0,,,48-56,,H. Whiteside misses 2-pt shot from 19 ft
10:05.0,Defensive rebound by M. Williams,,48-56,,
9:59.0,K. Walker makes 2-pt shot from 5 ft,2,50-56,,
9:40.0,,,50-56,,J. Richardson misses 2-pt shot from 2 ft
9:37.0,Defensive rebound by M. Williams,,50-56,,
9:28.0,D. Howard misses 2-pt shot from 16 ft,,50-56,,
9:23.0,Offensive rebound by M. Kidd-Gilchrist,,50-56,,
9:21.0,M. Kidd-Gilchrist makes 2-pt shot from 2 ft,2,52-56,,
9:14.0,,,52-56,,J. Johnson misses 3-pt shot from 25 ft
9:11.0,Defensive rebound by D. Howard,,52-56,,
9:10.0,,,52-56,,Personal foul by T. Johnson (drawn by K. Walker)
9:01.0,N. Batum misses 2-pt shot from 4 ft,,52-56,,
8:57.0,Offensive rebound by N. Batum,,52-56,,
8:57.0,N. Batum makes 2-pt shot at rim,2,54-56,,
8:33.0,,,54-56,,J. Johnson misses 3-pt shot from 25 ft
8:33.0,,,54-56,,Offensive rebound by Team
8:32.0,,,54-56,,Turnover by Team (shot clock)
8:18.0,D. Howard makes 2-pt shot from 1 ft,2,56-56,,
8:18.0,,,56-56,,Miami full timeout
8:07.0,,,56-56,,Turnover by G. Dragic (bad pass; steal by K. Walker)
8:05.0,Shooting foul by T. Johnson (drawn by K. Walker),,56-56,,
8:05.0,K. Walker makes free throw 1 of 2,1,57-56,,
8:05.0,,,57-56,,W. Ellington enters the game for T. Johnson
8:05.0,K. Walker makes free throw 2 of 2,1,58-56,,
7:50.0,,,58-58,2,G. Dragic makes 2-pt shot from 12 ft
7:50.0,,,58-58,,Shooting foul by K. Walker (drawn by G. Dragic)
7:50.0,,,58-58,,G. Dragic misses free throw 1 of 1
7:46.0,Defensive rebound by D. Howard,,58-58,,
7:37.0,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker),2,60-58,,
7:37.0,Shooting foul by H. Whiteside (drawn by D. Howard),,60-58,,
7:37.0,D. Howard makes free throw 1 of 1,1,61-58,,
7:24.0,,,61-58,,J. Johnson misses 2-pt shot from 9 ft (block by D. Howard)
7:22.0,Defensive rebound by M. Kidd-Gilchrist,,61-58,,
7:22.0,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by J. Richardson),,61-58,,
7:22.0,Offensive rebound by Team,,61-58,,
7:11.0,K. Walker misses 2-pt shot from 9 ft,,61-58,,
7:09.0,,,61-58,,Defensive rebound by H. Whiteside
6:59.0,,,61-58,,J. Richardson misses 2-pt shot from 1 ft
6:57.0,,,61-58,,Offensive rebound by H. Whiteside
6:56.0,,,61-58,,H. Whiteside misses 2-pt shot from 3 ft (block by D. Howard)
6:56.0,Defensive rebound by M. Kidd-Gilchrist,,61-58,,
6:40.0,M. Kidd-Gilchrist makes 2-pt shot from 11 ft (assist by K. Walker),2,63-58,,
6:26.0,,,63-58,,G. Dragic misses 3-pt shot from 24 ft
6:24.0,Defensive rebound by D. Howard,,63-58,,
6:15.0,Shooting foul by H. Whiteside (drawn by D. Howard),,63-58,,
6:15.0,D. Howard makes free throw 1 of 2,1,64-58,,
6:15.0,,,64-58,,B. Adebayo enters the game for H. Whiteside
6:15.0,D. Howard misses free throw 2 of 2,,64-58,,
6:12.0,,,64-58,,Defensive rebound by B. Adebayo
5:58.0,,,64-58,,W. Ellington misses 3-pt shot from 26 ft
5:55.0,Defensive rebound by D. Howard,,64-58,,
5:42.0,N. Batum misses 2-pt shot from 15 ft,,64-58,,
5:40.0,Offensive rebound by D. Howard,,64-58,,
5:38.0,D. Howard makes 2-pt shot from 1 ft,2,66-58,,
5:27.0,,,66-58,,J. Johnson misses 3-pt shot from 23 ft
5:23.0,Defensive rebound by M. Kidd-Gilchrist,,66-58,,
5:02.0,M. Kidd-Gilchrist makes 2-pt shot from 20 ft (assist by M. Williams),2,68-58,,
4:57.0,,,68-58,,Miami full timeout
4:57.0,,,68-58,,K. Olynyk enters the game for J. Richardson
4:57.0,,,68-58,,J. Winslow enters the game for J. Johnson
4:44.0,,,68-58,,J. Winslow misses 2-pt shot from 9 ft (block by D. Howard)
4:40.0,,,68-58,,Offensive rebound by J. Winslow
4:36.0,,,68-58,,Turnover by Team (shot clock)
4:21.0,M. Williams makes 2-pt shot from 1 ft,2,70-58,,
4:12.0,Personal foul by M. Williams (drawn by K. Olynyk),,70-58,,
4:05.0,,,70-60,2,W. Ellington makes 2-pt shot from 2 ft (assist by K. Olynyk)
3:53.0,K. Walker makes 2-pt shot from 11 ft,2,72-60,,
3:53.0,Shooting foul by J. Winslow (drawn by K. Walker),,72-60,,
3:53.0,F. Kaminsky enters the game for M. Williams,,72-60,,
3:53.0,J. Lamb enters the game for M. Kidd-Gilchrist,,72-60,,
3:53.0,K. Walker makes free throw 1 of 1,1,73-60,,
3:53.0,,,73-60,,J. Richardson enters the game for G. Dragic
3:36.0,,,73-60,,J. Richardson misses 2-pt shot from 1 ft
3:31.0,Defensive rebound by K. Walker,,73-60,,
3:26.0,,,73-60,,Personal foul by K. Olynyk (drawn by D. Howard)
3:26.0,D. Howard makes free throw 2 of 2,1,74-60,,
3:26.0,D. Howard makes free throw 1 of 2,1,75-60,,
3:17.0,Personal foul by N. Batum (drawn by W. Ellington),,75-60,,
3:01.0,,,75-62,2,K. Olynyk makes 2-pt shot from 12 ft (assist by J. Richardson)
2:42.0,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker),2,77-62,,
2:28.0,,,77-64,2,B. Adebayo makes 2-pt shot from 1 ft (assist by J. Richardson)
2:13.0,F. Kaminsky misses 3-pt shot from 24 ft,,77-64,,
2:11.0,,,77-64,,Defensive rebound by J. Richardson
2:00.0,,,77-64,,J. Richardson misses 2-pt shot from 4 ft
1:56.0,,,77-64,,Offensive rebound by J. Richardson
1:52.0,,,77-66,2,J. Winslow makes 2-pt shot from 1 ft
1:31.0,N. Batum misses 2-pt shot from 1 ft,,77-66,,
1:28.0,,,77-66,,Defensive rebound by B. Adebayo
1:22.0,,,77-66,,K. Olynyk misses 2-pt shot from 1 ft (block by K. Walker)
1:22.0,,,77-66,,Offensive rebound by Team
1:22.0,T. Graham enters the game for N. Batum,,77-66,,
1:16.0,,,77-69,3,W. Ellington makes 3-pt shot from 23 ft (assist by J. Richardson)
0:55.0,F. Kaminsky misses 3-pt shot from 25 ft,,77-69,,
0:52.0,,,77-69,,Defensive rebound by J. Winslow
0:42.0,,,77-69,,K. Olynyk misses 3-pt shot from 25 ft
0:37.0,Defensive rebound by D. Howard,,77-69,,
0:29.0,Shooting foul by J. Winslow (drawn by J. Lamb),,77-69,,
0:29.0,J. Lamb misses free throw 1 of 2,,77-69,,
0:29.0,Offensive rebound by Team,,77-69,,
0:29.0,J. O'Bryant enters the game for D. Howard,,77-69,,
0:29.0,J. Lamb makes free throw 2 of 2,1,78-69,,
0:14.0,,,78-69,,Shooting foul by K. Walker (drawn by J. Richardson)
0:14.0,,,78-70,1,J. Richardson makes free throw 1 of 2
0:14.0,,,78-70,,J. Johnson enters the game for K. Olynyk
0:14.0,,,78-71,1,J. Richardson makes free throw 2 of 2
0:00.0,J. Lamb misses 2-pt shot from 18 ft,,78-71,,
0:00.0,,,78-71,,Defensive rebound by J. Johnson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,78-71,,W. Ellington misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by Team,,78-71,,
11:37.0,,,78-71,,Loose ball foul by J. Winslow (drawn by F. Kaminsky)
11:28.0,J. Lamb misses 3-pt shot from 22 ft,,78-71,,
11:25.0,,,78-71,,Defensive rebound by B. Adebayo
11:13.0,,,78-71,,J. Johnson misses 2-pt shot from 2 ft (block by F. Kaminsky)
11:10.0,Defensive rebound by J. Lamb,,78-71,,
11:04.0,J. O'Bryant misses 3-pt shot from 25 ft,,78-71,,
11:00.0,,,78-71,,Defensive rebound by J. Johnson
10:53.0,,,78-74,3,J. Richardson makes 3-pt shot from 26 ft (assist by J. Winslow)
10:32.0,J. O'Bryant misses 2-pt shot from 19 ft,,78-74,,
10:29.0,,,78-74,,Defensive rebound by W. Ellington
10:23.0,,,78-74,,Shooting foul by J. Lamb (drawn by J. Winslow)
10:23.0,,,78-75,1,J. Winslow makes free throw 1 of 2
10:23.0,,,78-75,,J. Winslow misses free throw 2 of 2
10:21.0,Defensive rebound by K. Walker,,78-75,,
9:56.0,J. Lamb makes 3-pt shot from 25 ft,3,81-75,,
9:38.0,,,81-75,,W. Ellington misses 3-pt shot from 25 ft
9:35.0,Defensive rebound by J. Lamb,,81-75,,
9:31.0,K. Walker misses 2-pt shot from 1 ft (block by J. Winslow),,81-75,,
9:28.0,,,81-75,,Defensive rebound by Team
9:23.0,,,81-75,,Offensive charge foul by J. Johnson (drawn by F. Kaminsky)
9:23.0,,,81-75,,Turnover by J. Johnson (offensive foul)
9:23.0,D. Howard enters the game for J. O'Bryant,,81-75,,
9:05.0,D. Howard misses 2-pt shot from 1 ft (block by B. Adebayo),,81-75,,
9:05.0,Offensive rebound by Team,,81-75,,
8:58.0,J. Lamb misses 2-pt shot from 1 ft,,81-75,,
8:55.0,,,81-75,,Defensive rebound by B. Adebayo
8:41.0,,,81-75,,J. Richardson misses 2-pt shot from 9 ft
8:38.0,Defensive rebound by T. Graham,,81-75,,
8:30.0,Turnover by J. Lamb (bad pass; steal by B. Adebayo),,81-75,,
8:17.0,,,81-75,,Shooting foul by J. Lamb (drawn by J. Winslow)
8:17.0,,,81-75,,J. Winslow misses free throw 1 of 2
8:17.0,,,81-75,,Offensive rebound by Team
8:17.0,,,81-75,,T. Johnson enters the game for J. Richardson
8:17.0,,,81-76,1,J. Winslow makes free throw 2 of 2
7:53.0,Turnover by Team (shot clock),,81-76,,
7:36.0,,,81-78,2,J. Johnson makes 2-pt shot from 8 ft
7:16.0,K. Walker makes 3-pt shot from 30 ft (assist by F. Kaminsky),3,84-78,,
6:52.0,,,84-78,,T. Johnson misses 2-pt shot from 9 ft
6:50.0,Defensive rebound by F. Kaminsky,,84-78,,
6:41.0,Turnover by J. Lamb (bad pass; steal by J. Johnson),,84-78,,
6:39.0,Personal foul by J. Lamb (drawn by J. Winslow),,84-78,,
6:39.0,,,84-78,,Miami full timeout
6:39.0,,,84-78,,K. Olynyk enters the game for B. Adebayo
6:39.0,N. Batum enters the game for J. Lamb,,84-78,,
6:39.0,M. Kidd-Gilchrist enters the game for T. Graham,,84-78,,
6:27.0,,,84-80,2,W. Ellington makes 2-pt shot from 1 ft (assist by K. Olynyk)
6:11.0,K. Walker misses 2-pt shot from 15 ft,,84-80,,
6:07.0,,,84-80,,Defensive rebound by T. Johnson
5:53.0,,,84-83,3,K. Olynyk makes 3-pt shot from 25 ft
5:23.0,F. Kaminsky makes 2-pt shot from 4 ft (assist by N. Batum),2,86-83,,
5:09.0,,,86-85,2,J. Johnson makes 2-pt shot from 1 ft (assist by K. Olynyk)
