time,Golden State,pts.away,score,pts.home,Portland
8:34.0,Defensive rebound by N. Young,,30-43,,
8:25.0,K. Thompson misses 2-pt shot from 22 ft,,30-43,,
8:22.0,,,30-43,,Defensive rebound by E. Turner
8:04.0,,,30-45,2,E. Turner makes 2-pt shot from 1 ft
7:44.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston),3,33-45,,
7:23.0,,,33-47,2,C. McCollum makes 2-pt shot at rim
7:02.0,K. Thompson makes 2-pt shot from 6 ft,2,35-47,,
6:43.0,,,35-47,,C. McCollum misses 3-pt shot from 25 ft
6:41.0,Defensive rebound by D. Green,,35-47,,
6:32.0,Turnover by Z. Pachulia (lost ball; steal by E. Davis),,35-47,,
6:14.0,,,35-47,,E. Davis misses 2-pt shot from 3 ft
6:11.0,Defensive rebound by D. Green,,35-47,,
6:01.0,N. Young makes 3-pt shot from 22 ft (assist by S. Livingston),3,38-47,,
5:44.0,,,38-47,,E. Turner misses 3-pt shot from 24 ft
5:41.0,Defensive rebound by D. Green,,38-47,,
5:39.0,,,38-47,,Personal foul by S. Napier (drawn by K. Thompson)
5:39.0,,,38-47,,Portland full timeout
5:39.0,,,38-47,,M. Harkless enters the game for C. McCollum
5:39.0,,,38-47,,D. Lillard enters the game for E. Turner
5:39.0,K. Durant enters the game for K. Thompson,,38-47,,
5:39.0,K. Looney enters the game for Z. Pachulia,,38-47,,
5:32.0,N. Young misses 3-pt shot from 25 ft,,38-47,,
5:30.0,Offensive rebound by K. Durant,,38-47,,
5:29.0,K. Durant makes 2-pt shot at rim,2,40-47,,
5:18.0,Personal foul by D. Green (drawn by E. Davis),,40-47,,
5:18.0,,,40-47,,A. Aminu enters the game for E. Davis
5:18.0,,,40-47,,J. Nurkic enters the game for Z. Collins
5:13.0,,,40-49,2,S. Napier makes 2-pt shot from 20 ft
4:59.0,K. Durant makes 2-pt shot from 16 ft,2,42-49,,
4:46.0,,,42-49,,M. Harkless misses 3-pt shot from 24 ft
4:44.0,Defensive rebound by N. Young,,42-49,,
4:33.0,D. Green makes 2-pt shot at rim (assist by K. Durant),2,44-49,,
4:12.0,,,44-49,,Turnover by J. Nurkic (bad pass)
4:12.0,Q. Cook enters the game for S. Livingston,,44-49,,
4:03.0,K. Durant makes 2-pt shot from 17 ft,2,46-49,,
3:42.0,,,46-52,3,M. Harkless makes 3-pt shot from 23 ft (assist by D. Lillard)
3:31.0,K. Durant misses 3-pt shot from 25 ft,,46-52,,
3:29.0,,,46-52,,Defensive rebound by S. Napier
3:25.0,,,46-52,,D. Lillard misses 3-pt shot from 28 ft
3:22.0,Defensive rebound by K. Durant,,46-52,,
3:07.0,Q. Cook makes 2-pt shot from 12 ft,2,48-52,,
2:37.0,,,48-52,,S. Napier misses 2-pt shot from 20 ft
2:35.0,Defensive rebound by K. Durant,,48-52,,
2:28.0,K. Durant misses 2-pt shot from 14 ft,,48-52,,
2:25.0,Offensive rebound by D. Green,,48-52,,
2:25.0,D. Green misses 2-pt shot at rim,,48-52,,
2:24.0,,,48-52,,Defensive rebound by J. Nurkic
2:19.0,,,48-52,,S. Napier misses 3-pt shot from 23 ft
2:17.0,Defensive rebound by K. Durant,,48-52,,
2:13.0,Golden State full timeout,,48-52,,
2:13.0,K. Thompson enters the game for N. Young,,48-52,,
2:05.0,,,48-52,,Violation by A. Aminu (kicked ball)
2:05.0,,,48-52,,C. McCollum enters the game for S. Napier
1:56.0,K. Looney misses 2-pt shot from 2 ft (block by C. McCollum),,48-52,,
1:48.0,Offensive rebound by K. Looney,,48-52,,
1:48.0,K. Looney makes 2-pt shot at rim,2,50-52,,
1:34.0,,,50-52,,A. Aminu misses 3-pt shot from 24 ft
1:33.0,,,50-52,,Offensive rebound by Team
1:33.0,Loose ball foul by K. Looney (drawn by J. Nurkic),,50-52,,
1:28.0,Personal foul by K. Looney (drawn by D. Lillard),,50-52,,
1:28.0,,,50-53,1,D. Lillard makes free throw 1 of 2
1:28.0,N. Young enters the game for K. Looney,,50-53,,
1:28.0,Technical foul by D. Green,,50-53,,
1:28.0,,,50-54,1,D. Lillard makes technical free throw
1:28.0,,,50-55,1,D. Lillard makes free throw 2 of 2
1:18.0,D. Green misses 2-pt shot from 2 ft,,50-55,,
1:15.0,,,50-55,,Defensive rebound by M. Harkless
1:05.0,,,50-55,,D. Lillard misses 2-pt shot from 1 ft
1:03.0,Defensive rebound by N. Young,,50-55,,
0:59.0,Q. Cook misses 3-pt shot from 22 ft,,50-55,,
0:57.0,,,50-55,,Defensive rebound by D. Lillard
0:54.0,,,50-57,2,D. Lillard makes 2-pt shot from 1 ft
0:45.0,K. Durant makes 2-pt shot from 15 ft,2,52-57,,
0:37.0,Personal foul by D. Green (drawn by D. Lillard),,52-57,,
0:37.0,,,52-58,1,D. Lillard makes free throw 1 of 2
0:37.0,,,52-59,1,D. Lillard makes free throw 2 of 2
0:29.0,Turnover by K. Durant (lost ball; steal by A. Aminu),,52-59,,
0:29.0,Loose ball foul by D. Green (drawn by A. Aminu),,52-59,,
0:29.0,,,52-60,1,A. Aminu makes free throw 1 of 2
0:29.0,D. Jones enters the game for D. Green,,52-60,,
0:29.0,,,52-61,1,A. Aminu makes free throw 2 of 2
0:08.0,K. Durant misses 3-pt shot from 26 ft,,52-61,,
0:05.0,,,52-61,,Defensive rebound by J. Nurkic
0:00.0,,,52-61,,M. Harkless misses 3-pt shot from 23 ft
0:00.0,,,52-61,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Thompson misses 2-pt shot from 15 ft,,52-61,,
11:43.0,,,52-61,,Defensive rebound by J. Nurkic
11:34.0,,,52-61,,D. Lillard misses 3-pt shot from 25 ft
11:31.0,Defensive rebound by K. Thompson,,52-61,,
11:23.0,K. Thompson makes 2-pt shot from 16 ft (assist by J. McGee),2,54-61,,
10:55.0,,,54-61,,Turnover by J. Nurkic (turnover)
10:46.0,Q. Cook misses 2-pt shot from 17 ft,,54-61,,
10:44.0,,,54-61,,Defensive rebound by C. McCollum
10:35.0,,,54-61,,C. McCollum misses 3-pt shot from 25 ft (block by K. Durant)
10:32.0,Defensive rebound by J. McGee,,54-61,,
10:23.0,J. McGee makes 2-pt shot from 1 ft (assist by K. Thompson),2,56-61,,
10:07.0,,,56-61,,M. Harkless misses 2-pt shot from 5 ft
10:04.0,Defensive rebound by D. Green,,56-61,,
10:02.0,Shooting foul by J. Nurkic (drawn by D. Green),,56-61,,
10:02.0,D. Green makes free throw 1 of 2,1,57-61,,
10:02.0,D. Green makes free throw 2 of 2,1,58-61,,
9:48.0,,,58-61,,A. Aminu misses 3-pt shot from 24 ft
9:44.0,Defensive rebound by K. Thompson,,58-61,,
9:38.0,Q. Cook misses 3-pt shot from 23 ft,,58-61,,
9:37.0,,,58-61,,Defensive rebound by A. Aminu
9:26.0,,,58-63,2,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard)
9:26.0,Violation by J. McGee (def goaltending),,58-63,,
9:16.0,,,58-63,,Personal foul by M. Harkless (drawn by K. Durant)
9:06.0,K. Durant misses 3-pt shot from 25 ft,,58-63,,
9:06.0,Offensive rebound by Team,,58-63,,
9:06.0,,,58-63,,Loose ball foul by A. Aminu (drawn by D. Green)
9:00.0,K. Thompson misses 2-pt shot from 1 ft,,58-63,,
8:58.0,,,58-63,,Defensive rebound by D. Lillard
8:43.0,,,58-65,2,J. Nurkic makes 2-pt shot from 2 ft (assist by A. Aminu)
8:23.0,J. McGee makes 2-pt shot from 5 ft (assist by K. Thompson),2,60-65,,
8:07.0,,,60-67,2,D. Lillard makes 2-pt shot from 11 ft (assist by A. Aminu)
7:55.0,,,60-67,,Personal foul by J. Nurkic (drawn by K. Durant)
7:46.0,K. Durant makes 3-pt shot from 23 ft (assist by D. Green),3,63-67,,
7:36.0,,,63-67,,D. Lillard misses 3-pt shot from 28 ft
7:33.0,,,63-67,,Offensive rebound by J. Nurkic
7:33.0,,,63-69,2,J. Nurkic makes 2-pt shot at rim
7:15.0,D. Green makes 3-pt shot from 26 ft (assist by K. Durant),3,66-69,,
7:01.0,,,66-71,2,C. McCollum makes 2-pt shot from 5 ft
6:42.0,D. Green misses 3-pt shot from 26 ft,,66-71,,
6:38.0,,,66-71,,Defensive rebound by J. Nurkic
6:32.0,,,66-71,,C. McCollum misses 2-pt shot from 1 ft
6:29.0,Defensive rebound by K. Durant,,66-71,,
6:27.0,,,66-71,,Portland full timeout
6:19.0,J. McGee makes 2-pt shot from 1 ft (assist by D. Green),2,68-71,,
5:58.0,,,68-73,2,D. Lillard makes 2-pt shot from 1 ft (assist by J. Nurkic)
5:49.0,J. McGee makes 2-pt shot from 1 ft (assist by K. Durant),2,70-73,,
5:22.0,,,70-73,,A. Aminu misses 3-pt shot from 24 ft
5:20.0,,,70-73,,Offensive rebound by J. Nurkic
5:18.0,,,70-73,,J. Nurkic misses 2-pt shot from 1 ft
5:18.0,Defensive rebound by D. Green,,70-73,,
5:08.0,,,70-73,,Personal foul by C. McCollum (drawn by K. Durant)
5:08.0,K. Durant makes free throw 1 of 2,1,71-73,,
5:08.0,O. Casspi enters the game for D. Green,,71-73,,
5:08.0,K. Durant makes free throw 2 of 2,1,72-73,,
4:53.0,,,72-73,,Shooting foul by O. Casspi (drawn by J. Nurkic)
4:53.0,,,72-73,,J. Nurkic misses free throw 1 of 2
4:53.0,,,72-73,,Offensive rebound by Team
4:53.0,,,72-73,,J. Nurkic misses free throw 2 of 2
4:48.0,Defensive rebound by Q. Cook,,72-73,,
4:35.0,K. Durant makes 3-pt shot from 23 ft (assist by O. Casspi),3,75-73,,
4:33.0,,,75-73,,Portland full timeout
4:33.0,,,75-73,,Z. Collins enters the game for M. Harkless
4:33.0,,,75-73,,E. Davis enters the game for A. Aminu
4:33.0,,,75-73,,E. Turner enters the game for J. Nurkic
4:18.0,,,75-73,,E. Turner misses 2-pt shot from 15 ft
4:13.0,Defensive rebound by J. McGee,,75-73,,
4:01.0,K. Durant makes 2-pt shot from 18 ft (assist by K. Thompson),2,77-73,,
3:48.0,Personal foul by K. Thompson (drawn by D. Lillard),,77-73,,
3:48.0,K. Looney enters the game for J. McGee,,77-73,,
3:48.0,N. Young enters the game for K. Thompson,,77-73,,
3:35.0,,,77-75,2,C. McCollum makes 2-pt shot from 20 ft
3:17.0,Shooting foul by Z. Collins (drawn by K. Looney),,77-75,,
3:17.0,K. Looney makes free throw 1 of 2,1,78-75,,
3:17.0,K. Looney misses free throw 2 of 2,,78-75,,
3:14.0,,,78-75,,Defensive rebound by Z. Collins
3:06.0,,,78-77,2,E. Turner makes 2-pt shot from 11 ft
2:45.0,Q. Cook misses 2-pt shot from 1 ft,,78-77,,
2:42.0,Offensive rebound by K. Looney,,78-77,,
2:42.0,K. Looney makes 2-pt shot at rim,2,80-77,,
2:34.0,,,80-77,,C. McCollum misses 3-pt shot from 28 ft
2:31.0,Defensive rebound by O. Casspi,,80-77,,
2:27.0,K. Durant makes 3-pt shot from 26 ft,3,83-77,,
2:05.0,,,83-80,3,E. Turner makes 3-pt shot from 22 ft (assist by D. Lillard)
2:00.0,Turnover by K. Durant (palming),,83-80,,
2:00.0,,,83-80,,P. Connaughton enters the game for C. McCollum
1:49.0,,,83-80,,D. Lillard misses 2-pt shot from 19 ft
1:46.0,Defensive rebound by O. Casspi,,83-80,,
1:24.0,K. Durant misses 3-pt shot from 24 ft,,83-80,,
1:24.0,Offensive rebound by Team,,83-80,,
1:24.0,Turnover by Team (shot clock),,83-80,,
1:24.0,S. Livingston enters the game for Q. Cook,,83-80,,
1:05.0,,,83-82,2,E. Turner makes 2-pt shot from 12 ft (assist by E. Davis)
0:48.0,S. Livingston misses 2-pt shot from 5 ft,,83-82,,
0:46.0,,,83-82,,Defensive rebound by Z. Collins
0:38.0,,,83-82,,D. Lillard misses 2-pt shot from 16 ft
0:34.0,,,83-82,,Offensive rebound by E. Davis
0:29.0,,,83-82,,D. Lillard misses 2-pt shot from 15 ft (block by K. Durant)
0:25.0,,,83-82,,Offensive rebound by E. Davis
0:25.0,,,83-84,2,E. Davis makes 2-pt shot at rim
0:05.0,K. Looney misses 2-pt shot from 2 ft (block by E. Davis),,83-84,,
0:05.0,Offensive rebound by Team,,83-84,,
0:05.0,Turnover by Team (shot clock),,83-84,,
0:05.0,,,83-84,,C. McCollum enters the game for E. Davis
0:05.0,,,83-84,,S. Napier enters the game for Z. Collins
0:05.0,K. Thompson enters the game for K. Looney,,83-84,,
0:05.0,D. Green enters the game for O. Casspi,,83-84,,
0:02.0,,,83-84,,Shooting foul by S. Livingston (drawn by D. Lillard)
0:02.0,,,83-85,1,D. Lillard makes free throw 1 of 3
0:02.0,,,83-86,1,D. Lillard makes free throw 2 of 3
0:02.0,,,83-87,1,D. Lillard makes free throw 3 of 3
0:00.0,N. Young misses 3-pt shot from 46 ft,,83-87,,
0:00.0,Offensive rebound by Team,,83-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,83-87,,Turnover by S. Napier (bad pass)
11:33.0,Shooting foul by E. Turner (drawn by K. Thompson),,83-87,,
11:33.0,K. Thompson makes free throw 1 of 2,1,84-87,,
11:33.0,K. Thompson makes free throw 2 of 2,1,85-87,,
11:10.0,,,85-87,,S. Napier misses 3-pt shot from 25 ft
11:08.0,,,85-87,,Offensive rebound by Team
11:08.0,Loose ball foul by K. Looney (drawn by E. Davis),,85-87,,
10:58.0,,,85-87,,Shooting foul by N. Young (drawn by S. Napier)
10:58.0,,,85-87,,S. Napier misses free throw 1 of 3
10:58.0,,,85-87,,Offensive rebound by Team
10:58.0,,,85-88,1,S. Napier makes free throw 2 of 3
10:58.0,,,85-89,1,S. Napier makes free throw 3 of 3
10:38.0,S. Livingston makes 2-pt shot from 9 ft,2,87-89,,
10:15.0,,,87-92,3,Z. Collins makes 3-pt shot from 25 ft (assist by C. McCollum)
9:51.0,K. Thompson misses 3-pt shot from 24 ft,,87-92,,
9:51.0,,,87-92,,Defensive rebound by Team
9:32.0,,,87-92,,C. McCollum misses 2-pt shot from 4 ft
9:30.0,Defensive rebound by S. Livingston,,87-92,,
9:26.0,S. Livingston makes 2-pt shot from 11 ft,2,89-92,,
9:05.0,,,89-92,,C. McCollum misses 2-pt shot from 2 ft
9:03.0,Defensive rebound by D. Green,,89-92,,
8:56.0,K. Thompson makes 2-pt shot from 10 ft (assist by D. Green),2,91-92,,
8:33.0,,,91-95,3,S. Napier makes 3-pt shot from 25 ft
8:33.0,,,91-95,,Shooting foul by S. Livingston (drawn by S. Napier)
8:33.0,,,91-95,,D. Lillard enters the game for C. McCollum
8:33.0,J. McGee enters the game for N. Young,,91-95,,
8:33.0,K. Durant enters the game for K. Looney,,91-95,,
8:33.0,,,91-96,1,S. Napier makes free throw 1 of 1
8:25.0,S. Livingston makes 2-pt shot from 8 ft,2,93-96,,
8:04.0,,,93-98,2,S. Napier makes 2-pt shot from 17 ft (assist by E. Davis)
7:49.0,Offensive foul by K. Thompson (drawn by S. Napier),,93-98,,
7:49.0,Turnover by K. Thompson (offensive foul),,93-98,,
7:49.0,,,93-98,,C. McCollum enters the game for S. Napier
7:38.0,,,93-98,,D. Lillard misses 3-pt shot from 25 ft (block by J. McGee)
7:33.0,Defensive rebound by D. Green,,93-98,,
7:32.0,Turnover by D. Green (bad pass; steal by Z. Collins),,93-98,,
7:20.0,,,93-101,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
7:18.0,Golden State full timeout,,93-101,,
6:57.0,K. Thompson misses 2-pt shot from 22 ft,,93-101,,
6:55.0,,,93-101,,Defensive rebound by C. McCollum
6:43.0,,,93-104,3,C. McCollum makes 3-pt shot from 25 ft
6:32.0,K. Durant makes 3-pt shot from 25 ft,3,96-104,,
6:11.0,,,96-104,,E. Turner misses 3-pt shot from 22 ft
6:09.0,Defensive rebound by D. Green,,96-104,,
6:04.0,K. Thompson makes 2-pt shot from 2 ft (assist by K. Durant),2,98-104,,
5:42.0,,,98-107,3,D. Lillard makes 3-pt shot from 22 ft (assist by Z. Collins)
5:29.0,Shooting foul by E. Turner (drawn by K. Durant),,98-107,,
5:29.0,K. Durant makes free throw 1 of 2,1,99-107,,
5:29.0,Q. Cook enters the game for S. Livingston,,99-107,,
5:29.0,K. Durant makes free throw 2 of 2,1,100-107,,
5:11.0,,,100-107,,Shooting foul by J. McGee (drawn by C. McCollum)
5:11.0,,,100-107,,C. McCollum misses free throw 1 of 3
5:11.0,,,100-107,,Offensive rebound by Team
5:11.0,,,100-108,1,C. McCollum makes free throw 2 of 3
5:11.0,,,100-109,1,C. McCollum makes free throw 3 of 3
5:00.0,Turnover by K. Durant (step out of bounds),,100-109,,
5:00.0,K. Looney enters the game for J. McGee,,100-109,,
4:40.0,,,100-109,,D. Lillard misses 3-pt shot from 24 ft
4:37.0,,,100-109,,Offensive rebound by E. Davis
4:37.0,Personal foul by K. Looney (drawn by E. Davis),,100-109,,
4:37.0,,,100-110,1,E. Davis makes free throw 1 of 2
4:37.0,,,100-110,,E. Davis misses free throw 2 of 2
4:34.0,Defensive rebound by D. Green,,100-110,,
4:28.0,K. Durant misses 3-pt shot from 24 ft,,100-110,,
4:26.0,,,100-110,,Defensive rebound by Z. Collins
4:08.0,,,100-110,,D. Lillard misses 2-pt shot at rim
4:06.0,Defensive rebound by D. Green,,100-110,,
4:04.0,Turnover by K. Durant (bad pass),,100-110,,
3:47.0,,,100-110,,Turnover by E. Davis (bad pass)
3:33.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,103-110,,
3:33.0,,,103-110,,Portland full timeout
3:16.0,,,103-110,,Shooting foul by K. Durant (drawn by C. McCollum)
3:16.0,,,103-111,1,C. McCollum makes free throw 1 of 2
3:16.0,,,103-112,1,C. McCollum makes free throw 2 of 2
3:02.0,K. Thompson misses 2-pt shot from 17 ft,,103-112,,
2:59.0,,,103-112,,Defensive rebound by E. Davis
2:40.0,,,103-115,3,D. Lillard makes 3-pt shot from 24 ft (assist by E. Davis)
2:38.0,Golden State full timeout,,103-115,,
2:38.0,,,103-115,,S. Napier enters the game for Z. Collins
2:24.0,K. Thompson makes 2-pt shot from 2 ft (assist by K. Durant),2,105-115,,
