time,Portland,pts.away,score,pts.home,San Antonio
10:41.0,,,33-34,,D. Green misses 2-pt shot from 1 ft
10:40.0,Defensive rebound by M. Leonard,,33-34,,
10:40.0,,,33-34,,Technical foul by D. Green
10:40.0,C. McCollum misses technical free throw,,33-34,,
10:40.0,Offensive rebound by Team,,33-34,,
10:27.0,C. McCollum makes 2-pt shot from 16 ft,2,35-34,,
10:15.0,,,35-34,,Shooting foul by Z. Collins (drawn by P. Gasol)
10:15.0,,,35-34,,P. Gasol misses free throw 1 of 2
10:15.0,,,35-34,,Offensive rebound by Team
10:15.0,,,35-34,,B. Forbes enters the game for D. Green
10:15.0,,,35-34,,K. Anderson enters the game for R. Gay
10:15.0,,,35-35,1,P. Gasol makes free throw 2 of 2
10:01.0,Z. Collins misses 3-pt shot from 25 ft,,35-35,,
9:58.0,,,35-35,,Defensive rebound by P. Gasol
9:37.0,,,35-35,,P. Gasol misses 3-pt shot from 23 ft
9:34.0,Defensive rebound by S. Napier,,35-35,,
9:20.0,W. Baldwin makes 3-pt shot from 25 ft (assist by M. Leonard),3,38-35,,
9:08.0,,,38-35,,P. Gasol misses 3-pt shot from 26 ft
9:06.0,Defensive rebound by C. McCollum,,38-35,,
9:01.0,C. McCollum makes 2-pt shot from 18 ft,2,40-35,,
8:59.0,,,40-35,,San Antonio full timeout
8:59.0,,,40-35,,D. Murray enters the game for T. Parker
8:59.0,,,40-35,,L. Aldridge enters the game for P. Gasol
8:46.0,,,40-37,2,M. Ginobili makes 2-pt shot from 10 ft
8:32.0,M. Leonard misses 2-pt shot at rim,,40-37,,
8:32.0,,,40-37,,Defensive rebound by M. Ginobili
8:20.0,,,40-37,,L. Aldridge misses 2-pt shot from 18 ft
8:18.0,Defensive rebound by S. Napier,,40-37,,
8:16.0,S. Napier misses 2-pt shot from 1 ft,,40-37,,
8:14.0,Offensive rebound by Z. Collins,,40-37,,
8:14.0,Z. Collins misses 2-pt shot at rim,,40-37,,
8:13.0,,,40-37,,Defensive rebound by Team
7:54.0,Personal foul by W. Baldwin (drawn by M. Ginobili),,40-37,,
7:46.0,Personal block foul by W. Baldwin (drawn by M. Ginobili),,40-37,,
7:46.0,J. Nurkic enters the game for M. Leonard,,40-37,,
7:46.0,A. Aminu enters the game for Z. Collins,,40-37,,
7:35.0,,,40-39,2,L. Aldridge makes 2-pt shot from 12 ft
7:17.0,J. Nurkic makes 2-pt shot from 18 ft,2,42-39,,
6:56.0,,,42-39,,L. Aldridge misses 2-pt shot from 4 ft
6:54.0,Defensive rebound by A. Aminu,,42-39,,
6:41.0,C. McCollum makes 2-pt shot from 14 ft (assist by J. Nurkic),2,44-39,,
6:30.0,Personal block foul by W. Baldwin (drawn by D. Murray),,44-39,,
6:30.0,,,44-40,1,D. Murray makes free throw 1 of 2
6:30.0,,,44-40,,P. Mills enters the game for M. Ginobili
6:30.0,E. Turner enters the game for W. Baldwin,,44-40,,
6:30.0,,,44-41,1,D. Murray makes free throw 2 of 2
6:16.0,C. McCollum misses 2-pt shot from 7 ft,,44-41,,
6:13.0,,,44-41,,Defensive rebound by B. Forbes
6:02.0,,,44-41,,B. Forbes misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by Team,,44-41,,
6:02.0,,,44-41,,R. Gay enters the game for B. Forbes
5:36.0,A. Aminu makes 3-pt shot from 22 ft (assist by E. Turner),3,47-41,,
5:07.0,,,47-43,2,L. Aldridge makes 2-pt shot from 9 ft (assist by P. Mills)
5:00.0,C. McCollum misses 2-pt shot from 17 ft,,47-43,,
5:00.0,Offensive rebound by J. Nurkic,,47-43,,
4:51.0,E. Turner misses 2-pt shot from 11 ft,,47-43,,
4:48.0,,,47-43,,Defensive rebound by R. Gay
4:35.0,,,47-43,,P. Mills misses 2-pt shot from 22 ft
4:33.0,Defensive rebound by A. Aminu,,47-43,,
4:23.0,C. McCollum misses 2-pt shot from 1 ft,,47-43,,
4:19.0,Offensive rebound by S. Napier,,47-43,,
4:18.0,Turnover by A. Aminu (lost ball; steal by D. Murray),,47-43,,
4:18.0,,,47-43,,San Antonio full timeout
4:18.0,,,47-43,,D. Green enters the game for K. Anderson
4:18.0,D. Lillard enters the game for C. McCollum,,47-43,,
4:06.0,,,47-45,2,R. Gay makes 2-pt shot from 1 ft
3:51.0,,,47-45,,Personal foul by D. Murray (drawn by S. Napier)
3:43.0,E. Turner misses 2-pt shot from 8 ft,,47-45,,
3:39.0,,,47-45,,Defensive rebound by D. Murray
3:32.0,,,47-45,,R. Gay misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by E. Turner,,47-45,,
3:22.0,E. Turner makes 2-pt shot from 12 ft,2,49-45,,
3:02.0,,,49-47,2,D. Murray makes 2-pt shot from 15 ft
2:48.0,A. Aminu misses 3-pt shot from 25 ft,,49-47,,
2:45.0,,,49-47,,Defensive rebound by R. Gay
2:29.0,,,49-49,2,D. Murray makes 2-pt shot from 9 ft (assist by L. Aldridge)
2:08.0,D. Lillard makes 3-pt shot from 25 ft (assist by J. Nurkic),3,52-49,,
1:54.0,,,52-49,,D. Murray misses 2-pt shot from 2 ft (block by J. Nurkic)
1:54.0,,,52-49,,Offensive rebound by Team
1:54.0,C. McCollum enters the game for S. Napier,,52-49,,
1:49.0,,,52-49,,D. Green misses 2-pt shot from 19 ft
1:47.0,Defensive rebound by J. Nurkic,,52-49,,
1:39.0,Turnover by D. Lillard (lost ball; steal by L. Aldridge),,52-49,,
1:23.0,,,52-51,2,R. Gay makes 2-pt shot from 6 ft
1:04.0,D. Lillard misses 3-pt shot from 26 ft,,52-51,,
1:03.0,,,52-51,,Defensive rebound by R. Gay
0:55.0,,,52-53,2,R. Gay makes 2-pt shot from 9 ft
0:41.0,E. Turner misses 2-pt shot from 6 ft,,52-53,,
0:39.0,,,52-53,,Defensive rebound by D. Murray
0:36.0,,,52-53,,Shooting foul by J. Nurkic (drawn by D. Murray)
0:36.0,Technical foul by J. Nurkic,,52-53,,
0:36.0,,,52-54,1,P. Mills makes technical free throw
0:36.0,,,52-54,,D. Murray misses free throw 1 of 2
0:36.0,,,52-54,,Offensive rebound by Team
0:36.0,,,52-54,,D. Murray misses free throw 2 of 2
0:31.0,Defensive rebound by A. Aminu,,52-54,,
0:28.0,Shooting foul by L. Aldridge (drawn by D. Lillard),,52-54,,
0:28.0,D. Lillard makes free throw 1 of 2,1,53-54,,
0:28.0,,,53-54,,B. Forbes enters the game for D. Murray
0:28.0,W. Baldwin enters the game for J. Nurkic,,53-54,,
0:28.0,D. Lillard makes free throw 2 of 2,1,54-54,,
0:08.0,,,54-54,,R. Gay misses 2-pt shot from 12 ft
0:06.0,Defensive rebound by D. Lillard,,54-54,,
0:01.0,D. Lillard makes 2-pt shot from 16 ft,2,56-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,J. Nurkic makes 2-pt shot from 9 ft (assist by D. Lillard),2,58-54,,
11:24.0,,,58-54,,Turnover by L. Aldridge (bad pass; steal by A. Aminu)
11:21.0,Turnover by A. Aminu (bad pass; steal by L. Aldridge),,58-54,,
11:21.0,,,58-54,,L. Aldridge misses 2-pt shot from 13 ft
11:21.0,,,58-54,,Offensive rebound by K. Anderson
11:21.0,,,58-56,2,K. Anderson makes 2-pt shot at rim
11:21.0,,,58-56,,Shooting foul by A. Aminu (drawn by K. Anderson)
11:21.0,,,58-57,1,K. Anderson makes free throw 1 of 1
11:05.0,A. Aminu misses 2-pt shot from 11 ft,,58-57,,
11:02.0,,,58-57,,Defensive rebound by D. Murray
10:54.0,,,58-57,,Shooting foul by A. Aminu (drawn by D. Murray)
10:54.0,,,58-57,,D. Murray misses free throw 1 of 2
10:54.0,,,58-57,,Offensive rebound by Team
10:54.0,,,58-58,1,D. Murray makes free throw 2 of 2
10:46.0,C. McCollum misses 2-pt shot from 1 ft (block by P. Gasol),,58-58,,
10:41.0,,,58-58,,Defensive rebound by L. Aldridge
10:32.0,,,58-58,,P. Mills misses 3-pt shot from 25 ft
10:27.0,,,58-58,,Offensive rebound by K. Anderson
10:27.0,,,58-60,2,K. Anderson makes 2-pt shot at rim
10:15.0,Turnover by D. Lillard (bad pass; steal by D. Murray),,58-60,,
10:03.0,,,58-60,,Turnover by D. Murray (bad pass)
9:54.0,,,58-60,,Personal foul by P. Mills (drawn by D. Lillard)
9:44.0,J. Nurkic misses 2-pt shot at rim,,58-60,,
9:41.0,,,58-60,,Defensive rebound by L. Aldridge
9:28.0,Personal foul by A. Aminu (drawn by L. Aldridge),,58-60,,
9:20.0,,,58-62,2,P. Gasol makes 2-pt shot at rim (assist by P. Mills)
9:20.0,Portland full timeout,,58-62,,
9:00.0,Turnover by A. Aminu (bad pass; steal by K. Anderson),,58-62,,
8:49.0,,,58-62,,P. Mills misses 2-pt shot from 21 ft
8:47.0,Defensive rebound by J. Nurkic,,58-62,,
8:38.0,D. Lillard misses 2-pt shot from 13 ft,,58-62,,
8:34.0,Offensive rebound by J. Nurkic,,58-62,,
8:34.0,J. Nurkic misses 2-pt shot at rim,,58-62,,
8:33.0,,,58-62,,Defensive rebound by P. Gasol
8:24.0,,,58-62,,L. Aldridge misses 2-pt shot at rim (block by J. Nurkic)
8:21.0,Defensive rebound by J. Nurkic,,58-62,,
8:10.0,E. Turner makes 3-pt shot from 25 ft (assist by J. Nurkic),3,61-62,,
7:47.0,,,61-64,2,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Gasol)
7:27.0,A. Aminu misses 3-pt shot from 25 ft,,61-64,,
7:23.0,,,61-64,,Defensive rebound by P. Gasol
7:11.0,,,61-66,2,L. Aldridge makes 2-pt shot at rim (assist by D. Murray)
6:54.0,C. McCollum makes 2-pt shot from 12 ft,2,63-66,,
6:40.0,,,63-66,,Turnover by D. Murray (bad pass)
6:26.0,D. Lillard makes 2-pt shot from 1 ft (assist by J. Nurkic),2,65-66,,
6:26.0,,,65-66,,San Antonio full timeout
6:07.0,,,65-66,,L. Aldridge misses 2-pt shot from 6 ft
6:05.0,Defensive rebound by J. Nurkic,,65-66,,
5:50.0,J. Nurkic misses 2-pt shot from 4 ft (block by K. Anderson),,65-66,,
5:48.0,,,65-66,,Defensive rebound by P. Mills
5:45.0,,,65-68,2,D. Murray makes 2-pt shot at rim (assist by P. Mills)
5:37.0,Shooting foul by P. Mills (drawn by D. Lillard),,65-68,,
5:37.0,D. Lillard makes free throw 1 of 3,1,66-68,,
5:37.0,D. Lillard makes free throw 2 of 3,1,67-68,,
5:37.0,,,67-68,,R. Gay enters the game for P. Gasol
5:37.0,Z. Collins enters the game for A. Aminu,,67-68,,
5:37.0,D. Lillard makes free throw 3 of 3,1,68-68,,
5:15.0,,,68-68,,L. Aldridge misses 3-pt shot from 26 ft
5:12.0,Defensive rebound by J. Nurkic,,68-68,,
4:58.0,J. Nurkic makes 2-pt shot from 7 ft,2,70-68,,
4:41.0,,,70-70,2,P. Mills makes 2-pt shot from 16 ft
4:29.0,D. Lillard misses 3-pt shot from 25 ft,,70-70,,
4:27.0,,,70-70,,Defensive rebound by D. Murray
4:19.0,,,70-72,2,D. Murray makes 2-pt shot from 5 ft
4:01.0,C. McCollum misses 2-pt shot from 8 ft,,70-72,,
3:58.0,,,70-72,,Defensive rebound by R. Gay
3:54.0,,,70-72,,K. Anderson misses 2-pt shot from 1 ft
3:51.0,,,70-72,,Offensive rebound by L. Aldridge
3:31.0,,,70-74,2,R. Gay makes 2-pt shot from 8 ft
3:15.0,,,70-74,,Personal foul by P. Mills (drawn by D. Lillard)
3:15.0,,,70-74,,B. Forbes enters the game for K. Anderson
3:15.0,,,70-74,,M. Ginobili enters the game for P. Mills
3:15.0,P. Connaughton enters the game for C. McCollum,,70-74,,
3:15.0,A. Aminu enters the game for J. Nurkic,,70-74,,
3:09.0,D. Lillard makes 2-pt shot from 2 ft (assist by E. Turner),2,72-74,,
2:43.0,,,72-74,,T. Parker enters the game for D. Murray
2:43.0,S. Napier enters the game for E. Turner,,72-74,,
2:41.0,Jump ball: M. Ginobili vs. Z. Collins (T. Parker gains possession),,,,Jump ball: M. Ginobili vs. Z. Collins (T. Parker gains possession)
2:41.0,,,72-74,,Turnover by Team (shot clock)
2:28.0,D. Lillard misses 2-pt shot from 13 ft,,72-74,,
2:26.0,,,72-74,,Defensive rebound by L. Aldridge
2:12.0,,,72-74,,B. Forbes misses 2-pt shot from 20 ft
2:09.0,Defensive rebound by S. Napier,,72-74,,
2:05.0,D. Lillard makes 2-pt shot from 1 ft,2,74-74,,
1:55.0,,,74-76,2,M. Ginobili makes 2-pt shot from 2 ft
1:41.0,S. Napier misses 3-pt shot from 26 ft,,74-76,,
1:37.0,,,74-76,,Defensive rebound by L. Aldridge
1:21.0,,,74-78,2,R. Gay makes 2-pt shot at rim
0:59.0,A. Aminu misses 3-pt shot from 22 ft,,74-78,,
0:58.0,Offensive rebound by Team,,74-78,,
0:58.0,,,74-78,,Loose ball foul by R. Gay (drawn by Z. Collins)
0:52.0,D. Lillard makes 3-pt shot from 27 ft (assist by S. Napier),3,77-78,,
0:35.0,,,77-81,3,M. Ginobili makes 3-pt shot from 25 ft (assist by R. Gay)
0:30.0,D. Lillard misses 2-pt shot from 2 ft (block by R. Gay),,77-81,,
0:26.0,Offensive rebound by D. Lillard,,77-81,,
0:25.0,P. Connaughton misses 3-pt shot from 25 ft,,77-81,,
0:22.0,,,77-81,,Defensive rebound by Team
0:22.0,,,77-81,,P. Mills enters the game for T. Parker
0:22.0,W. Baldwin enters the game for D. Lillard,,77-81,,
0:22.0,E. Turner enters the game for Z. Collins,,77-81,,
0:01.0,,,77-81,,R. Gay misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by P. Connaughton,,77-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,77-83,2,R. Gay makes 2-pt shot from 15 ft
11:21.0,C. McCollum misses 3-pt shot from 25 ft,,77-83,,
11:17.0,,,77-83,,Defensive rebound by M. Ginobili
11:05.0,,,77-83,,P. Gasol misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by Z. Collins,,77-83,,
11:01.0,,,77-83,,Personal foul by M. Ginobili (drawn by S. Napier)
10:56.0,S. Napier makes 2-pt shot from 1 ft,2,79-83,,
10:45.0,,,79-83,,Turnover by T. Parker (lost ball; steal by M. Leonard)
10:26.0,S. Napier makes 2-pt shot from 1 ft,2,81-83,,
10:10.0,,,81-83,,Shooting foul by M. Leonard (drawn by P. Gasol)
10:10.0,,,81-84,1,P. Gasol makes free throw 1 of 2
10:10.0,,,81-84,,D. Green enters the game for T. Parker
10:10.0,,,81-84,,P. Gasol misses free throw 2 of 2
10:08.0,Defensive rebound by M. Leonard,,81-84,,
9:56.0,S. Napier misses 2-pt shot from 15 ft,,81-84,,
9:53.0,Offensive rebound by P. Connaughton,,81-84,,
9:42.0,M. Leonard makes 3-pt shot from 25 ft (assist by C. McCollum),3,84-84,,
9:24.0,,,84-84,,R. Gay misses 2-pt shot from 8 ft
9:21.0,Defensive rebound by S. Napier,,84-84,,
9:17.0,S. Napier misses 2-pt shot at rim,,84-84,,
9:15.0,,,84-84,,Defensive rebound by P. Gasol
9:12.0,,,84-84,,D. Green misses 3-pt shot from 26 ft
9:11.0,,,84-84,,Offensive rebound by Team
9:11.0,Loose ball foul by M. Leonard (drawn by P. Gasol),,84-84,,
9:11.0,,,84-84,,K. Anderson enters the game for D. Green
8:58.0,,,84-86,2,R. Gay makes 2-pt shot from 12 ft
8:38.0,C. McCollum misses 2-pt shot from 19 ft,,84-86,,
8:36.0,,,84-86,,Defensive rebound by P. Gasol
8:26.0,,,84-88,2,M. Ginobili makes 2-pt shot at rim
8:15.0,C. McCollum misses 2-pt shot from 14 ft,,84-88,,
8:15.0,Offensive rebound by M. Leonard,,84-88,,
8:15.0,M. Leonard makes 2-pt shot at rim,2,86-88,,
8:15.0,Shooting foul by R. Gay (drawn by M. Leonard),,86-88,,
8:15.0,,,86-88,,L. Aldridge enters the game for B. Forbes
8:15.0,,,86-88,,P. Mills enters the game for P. Gasol
8:15.0,D. Lillard enters the game for P. Connaughton,,86-88,,
8:15.0,M. Leonard makes free throw 1 of 1,1,87-88,,
7:58.0,,,87-90,2,L. Aldridge makes 2-pt shot at rim (assist by M. Ginobili)
7:45.0,Turnover by D. Lillard (lost ball; steal by K. Anderson),,87-90,,
7:29.0,,,87-92,2,L. Aldridge makes 2-pt shot at rim (assist by P. Mills)
7:29.0,,,87-92,,Shooting foul by M. Leonard (drawn by L. Aldridge)
7:29.0,Portland full timeout,,87-92,,
7:29.0,E. Turner enters the game for S. Napier,,87-92,,
7:29.0,A. Aminu enters the game for M. Leonard,,87-92,,
7:29.0,J. Nurkic enters the game for Z. Collins,,87-92,,
7:29.0,,,87-93,1,L. Aldridge makes free throw 1 of 1
7:14.0,C. McCollum makes 2-pt shot from 20 ft,2,89-93,,
6:52.0,,,89-96,3,M. Ginobili makes 3-pt shot from 25 ft (assist by R. Gay)
6:36.0,D. Lillard misses 3-pt shot from 25 ft,,89-96,,
6:33.0,,,89-96,,Defensive rebound by M. Ginobili
6:30.0,,,89-99,3,M. Ginobili makes 3-pt shot from 24 ft
6:11.0,Turnover by D. Lillard (lost ball; steal by M. Ginobili),,89-99,,
6:03.0,,,89-101,2,M. Ginobili makes 2-pt shot at rim
6:02.0,Portland full timeout,,89-101,,
5:49.0,A. Aminu misses 2-pt shot at rim,,89-101,,
5:48.0,,,89-101,,Defensive rebound by K. Anderson
5:37.0,,,89-101,,P. Mills misses 3-pt shot from 25 ft
5:37.0,Defensive rebound by Team,,89-101,,
5:27.0,J. Nurkic makes 2-pt shot from 1 ft (assist by A. Aminu),2,91-101,,
5:13.0,,,91-103,2,L. Aldridge makes 2-pt shot from 16 ft (assist by P. Mills)
5:13.0,,,91-103,,Shooting foul by J. Nurkic (drawn by L. Aldridge)
5:13.0,,,91-103,,P. Gasol enters the game for R. Gay
5:13.0,,,91-104,1,L. Aldridge makes free throw 1 of 1
5:02.0,E. Turner makes 2-pt shot at rim,2,93-104,,
5:02.0,Shooting foul by K. Anderson (drawn by E. Turner),,93-104,,
5:02.0,E. Turner makes free throw 1 of 1,1,94-104,,
4:48.0,,,94-104,,L. Aldridge misses 2-pt shot from 15 ft
4:45.0,Defensive rebound by J. Nurkic,,94-104,,
4:35.0,J. Nurkic misses 2-pt shot at rim,,94-104,,
4:33.0,,,94-104,,Defensive rebound by L. Aldridge
4:22.0,,,94-104,,L. Aldridge misses 2-pt shot from 3 ft (block by A. Aminu)
4:21.0,,,94-104,,Offensive rebound by Team
4:21.0,,,94-104,,B. Forbes enters the game for M. Ginobili
4:11.0,,,94-104,,P. Mills misses 2-pt shot from 12 ft
4:09.0,Defensive rebound by J. Nurkic,,94-104,,
4:07.0,E. Turner makes 2-pt shot from 6 ft,2,96-104,,
4:06.0,,,96-104,,San Antonio full timeout
4:06.0,,,96-104,,D. Murray enters the game for B. Forbes
3:45.0,,,96-104,,P. Gasol misses 2-pt shot from 6 ft (block by J. Nurkic)
3:45.0,,,96-104,,Offensive rebound by Team
3:43.0,,,96-107,3,P. Mills makes 3-pt shot from 23 ft (assist by D. Murray)
3:43.0,,,96-107,,Shooting foul by E. Turner (drawn by P. Mills)
3:43.0,,,96-107,,P. Mills misses free throw 1 of 1
3:43.0,Defensive rebound by A. Aminu,,96-107,,
3:37.0,,,96-107,,Violation by K. Anderson (kicked ball)
3:27.0,E. Turner misses 3-pt shot from 22 ft,,96-107,,
3:25.0,Offensive rebound by A. Aminu,,96-107,,
3:25.0,,,96-107,,Personal foul by K. Anderson (drawn by A. Aminu)
3:21.0,Turnover by D. Lillard (lost ball; steal by L. Aldridge),,96-107,,
3:11.0,,,96-107,,D. Murray misses 2-pt shot from 8 ft
3:06.0,,,96-107,,Offensive rebound by L. Aldridge
3:06.0,,,96-109,2,L. Aldridge makes 2-pt shot at rim
2:53.0,C. McCollum misses 2-pt shot from 10 ft,,96-109,,
2:51.0,Offensive rebound by J. Nurkic,,96-109,,
2:46.0,E. Turner makes 2-pt shot from 1 ft (assist by D. Lillard),2,98-109,,
2:22.0,,,98-111,2,K. Anderson makes 2-pt shot at rim (assist by P. Gasol)
2:11.0,C. McCollum misses 3-pt shot from 25 ft,,98-111,,
2:07.0,,,98-111,,Defensive rebound by K. Anderson
1:54.0,,,98-111,,L. Aldridge misses 2-pt shot from 11 ft
1:49.0,Defensive rebound by C. McCollum,,98-111,,
1:44.0,D. Lillard makes 3-pt shot from 25 ft,3,101-111,,
1:27.0,,,101-111,,D. Murray misses 2-pt shot from 5 ft (block by C. McCollum)
1:24.0,Defensive rebound by J. Nurkic,,101-111,,
1:22.0,Turnover by J. Nurkic (bad pass; steal by L. Aldridge),,101-111,,
1:11.0,,,101-111,,Turnover by P. Mills (lost ball; steal by E. Turner)
1:07.0,D. Lillard misses 3-pt shot from 24 ft,,101-111,,
1:06.0,,,101-111,,Defensive rebound by D. Murray
1:06.0,Personal foul by A. Aminu (drawn by D. Murray),,101-111,,
1:06.0,Z. Collins enters the game for D. Lillard,,101-111,,
1:06.0,M. Leonard enters the game for E. Turner,,101-111,,
1:06.0,S. Napier enters the game for C. McCollum,,101-111,,
1:06.0,P. Connaughton enters the game for A. Aminu,,101-111,,
1:06.0,W. Baldwin enters the game for J. Nurkic,,101-111,,
1:06.0,,,101-112,1,D. Murray makes free throw 1 of 2
1:06.0,,,101-112,,D. Bertans enters the game for K. Anderson
1:06.0,,,101-112,,B. Paul enters the game for P. Gasol
1:06.0,,,101-113,1,D. Murray makes free throw 2 of 2
