time,Indiana,pts.away,score,pts.home,Cleveland
3:48.0,,,109-102,,Defensive rebound by L. James
3:45.0,,,109-102,,K. Love misses 3-pt shot from 26 ft
3:42.0,Defensive rebound by T. Young,,109-102,,
3:28.0,V. Oladipo makes 2-pt shot from 1 ft (assist by C. Joseph),2,111-102,,
3:12.0,,,111-102,,L. James misses 3-pt shot from 25 ft
3:11.0,,,111-102,,Offensive rebound by J. Crowder
3:11.0,,,111-104,2,J. Crowder makes 2-pt shot from 1 ft
3:11.0,,,111-104,,Shooting foul by D. Collison (drawn by J. Crowder)
3:11.0,,,111-105,1,J. Crowder makes free throw 1 of 1
3:11.0,Indiana full timeout,,111-105,,
3:11.0,,,111-105,,Cleveland full timeout
2:58.0,V. Oladipo makes 3-pt shot from 26 ft,3,114-105,,
2:38.0,,,114-105,,L. James misses 2-pt shot from 1 ft
2:36.0,Defensive rebound by D. Collison,,114-105,,
2:19.0,D. Collison makes 2-pt shot from 20 ft,2,116-105,,
2:02.0,,,116-105,,L. James misses 3-pt shot from 23 ft
1:58.0,Defensive rebound by V. Oladipo,,116-105,,
1:56.0,T. Young makes 2-pt shot from 2 ft (assist by V. Oladipo),2,118-105,,
1:56.0,,,118-105,,Cleveland full timeout
1:35.0,,,118-107,2,L. James makes 2-pt shot from 2 ft
1:11.0,Turnover by Team (shot clock),,118-107,,
1:03.0,,,118-107,,Turnover by L. James (bad pass; steal by V. Oladipo)
0:43.0,T. Young makes 3-pt shot from 23 ft (assist by D. Sabonis),3,121-107,,
0:43.0,,,121-107,,Cleveland full timeout
0:43.0,,,121-107,,A. Zizic enters the game for K. Love
0:43.0,,,121-107,,C. Osman enters the game for J. Smith
0:43.0,,,121-107,,C. Frye enters the game for L. James
0:43.0,,,121-107,,J. Calderon enters the game for D. Rose
0:33.0,,,121-107,,J. Crowder misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by T. Young,,121-107,,
0:09.0,D. Collison makes 3-pt shot from 26 ft,3,124-107,,
