time,Memphis,pts.away,score,pts.home,Oklahoma City
0:47.0,Shooting foul by T. Ferguson (drawn by D. Brooks),,27-37,,
0:47.0,,,27-37,,P. George enters the game for C. Brewer
0:47.0,,,27-37,,P. Patterson enters the game for C. Anthony
0:47.0,,,27-37,,J. Grant enters the game for S. Adams
0:47.0,D. Brooks makes free throw 1 of 1,1,28-37,,
0:34.0,,,28-37,,Shooting foul by D. Brooks (drawn by P. George)
0:34.0,,,28-37,,P. George misses free throw 1 of 2
0:34.0,,,28-37,,Offensive rebound by Team
0:34.0,M. Henry enters the game for D. Brooks,,28-37,,
0:34.0,,,28-38,1,P. George makes free throw 2 of 2
0:23.0,Turnover by M. Brooks (bad pass; steal by T. Ferguson),,28-38,,
0:02.0,,,28-38,,P. George misses 2-pt shot from 16 ft
0:02.0,,,28-38,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,I. Rabb misses 2-pt shot at rim,,28-38,,
11:44.0,Offensive rebound by I. Rabb,,28-38,,
11:44.0,I. Rabb makes 2-pt shot at rim,2,30-38,,
11:25.0,,,30-40,2,P. George makes 2-pt shot from 6 ft
11:04.0,O. Johnson misses 2-pt shot from 9 ft,,30-40,,
11:02.0,,,30-40,,Defensive rebound by T. Ferguson
10:53.0,,,30-40,,Turnover by P. Patterson (bad pass; steal by M. Henry)
10:37.0,M. Henry makes 2-pt shot from 1 ft (assist by O. Johnson),2,32-40,,
10:20.0,,,32-42,2,J. Grant makes 2-pt shot from 1 ft
10:20.0,,,32-42,,Shooting foul by M. Henry (drawn by J. Grant)
10:20.0,,,32-43,1,J. Grant makes free throw 1 of 1
10:07.0,M. Chalmers makes 2-pt shot from 20 ft (assist by O. Johnson),2,34-43,,
9:49.0,,,34-46,3,R. Felton makes 3-pt shot from 25 ft (assist by P. Patterson)
9:31.0,M. Brooks misses 2-pt shot from 1 ft (block by J. Grant),,34-46,,
9:29.0,,,34-46,,Defensive rebound by J. Grant
9:24.0,,,34-46,,Turnover by R. Felton (lost ball; steal by I. Rabb)
9:14.0,I. Rabb makes 2-pt shot from 1 ft,2,36-46,,
8:57.0,,,36-46,,R. Westbrook enters the game for T. Ferguson
8:57.0,B. McLemore enters the game for M. Brooks,,36-46,,
8:57.0,D. Davis enters the game for O. Johnson,,36-46,,
8:53.0,,,36-48,2,P. George makes 2-pt shot from 19 ft (assist by J. Grant)
8:40.0,M. Chalmers misses 3-pt shot from 25 ft,,36-48,,
8:37.0,,,36-48,,Defensive rebound by R. Westbrook
8:30.0,,,36-48,,P. Patterson misses 3-pt shot from 22 ft
8:28.0,Defensive rebound by D. Davis,,36-48,,
8:22.0,D. Davis misses 2-pt shot from 22 ft,,36-48,,
8:19.0,,,36-48,,Defensive rebound by R. Westbrook
8:16.0,,,36-48,,Shooting foul by D. Davis (drawn by J. Grant)
8:16.0,,,36-49,1,J. Grant makes free throw 1 of 2
8:16.0,,,36-50,1,J. Grant makes free throw 2 of 2
7:55.0,,,36-50,,Personal foul by P. George (drawn by B. McLemore)
7:55.0,,,36-50,,C. Brewer enters the game for P. George
7:49.0,M. Chalmers makes 2-pt shot at rim,2,38-50,,
7:36.0,Personal foul by M. Henry (drawn by R. Westbrook),,38-50,,
7:36.0,,,38-50,,T. Ferguson enters the game for R. Felton
7:36.0,,,38-50,,S. Adams enters the game for P. Patterson
7:30.0,,,38-50,,R. Westbrook misses 2-pt shot from 18 ft
7:27.0,,,38-50,,Offensive rebound by C. Brewer
7:23.0,,,38-52,2,J. Grant makes 2-pt shot from 1 ft
7:12.0,B. McLemore misses 3-pt shot from 24 ft,,38-52,,
7:10.0,,,38-52,,Defensive rebound by R. Westbrook
7:07.0,,,38-52,,S. Adams misses 2-pt shot at rim
7:03.0,Defensive rebound by M. Henry,,38-52,,
6:54.0,D. Davis misses 2-pt shot from 5 ft,,38-52,,
6:51.0,,,38-52,,Defensive rebound by R. Westbrook
6:35.0,,,38-54,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
6:28.0,Shooting foul by J. Grant (drawn by M. Chalmers),,38-54,,
6:28.0,,,38-54,,Oklahoma City full timeout
6:28.0,D. Brooks enters the game for M. Henry,,38-54,,
6:28.0,O. Johnson enters the game for I. Rabb,,38-54,,
6:28.0,M. Chalmers makes free throw 1 of 2,1,39-54,,
6:28.0,M. Chalmers makes free throw 2 of 2,1,40-54,,
6:28.0,,,40-54,,C. Anthony enters the game for J. Grant
6:16.0,,,40-54,,S. Adams misses 2-pt shot from 3 ft
6:13.0,Defensive rebound by B. McLemore,,40-54,,
5:51.0,O. Johnson makes 3-pt shot from 25 ft (assist by D. Davis),3,43-54,,
5:37.0,,,43-54,,T. Ferguson misses 3-pt shot from 23 ft
5:33.0,,,43-54,,Offensive rebound by R. Westbrook
5:30.0,,,43-56,2,C. Anthony makes 2-pt shot from 17 ft
5:15.0,M. Chalmers makes 3-pt shot from 25 ft (assist by D. Davis),3,46-56,,
4:52.0,,,46-58,2,S. Adams makes 2-pt shot at rim (assist by T. Ferguson)
4:36.0,Turnover by M. Chalmers (bad pass; steal by S. Adams),,46-58,,
4:31.0,,,46-61,3,T. Ferguson makes 3-pt shot from 22 ft (assist by R. Westbrook)
4:08.0,O. Johnson misses 3-pt shot from 26 ft,,46-61,,
4:08.0,,,46-61,,Defensive rebound by S. Adams
4:04.0,Personal take foul by M. Chalmers (drawn by R. Westbrook),,46-61,,
4:04.0,,,46-61,,P. George enters the game for T. Ferguson
4:04.0,I. Rabb enters the game for M. Chalmers,,46-61,,
4:04.0,K. Simmons enters the game for D. Davis,,46-61,,
3:55.0,,,46-61,,C. Brewer misses 2-pt shot from 1 ft
3:52.0,Defensive rebound by B. McLemore,,46-61,,
3:45.0,O. Johnson makes 2-pt shot from 2 ft (assist by B. McLemore),2,48-61,,
3:33.0,,,48-63,2,S. Adams makes 2-pt shot from 1 ft
3:33.0,,,48-63,,Shooting foul by O. Johnson (drawn by S. Adams)
3:33.0,M. Brooks enters the game for O. Johnson,,48-63,,
3:33.0,,,48-64,1,S. Adams makes free throw 1 of 1
3:24.0,,,48-64,,Personal foul by C. Anthony (drawn by B. McLemore)
3:12.0,D. Brooks misses 3-pt shot from 25 ft,,48-64,,
3:12.0,Offensive rebound by Team,,48-64,,
3:12.0,,,48-64,,Loose ball foul by C. Anthony (drawn by D. Brooks)
3:12.0,,,48-64,,J. Grant enters the game for C. Anthony
3:02.0,D. Brooks misses 2-pt shot from 12 ft,,48-64,,
2:59.0,,,48-64,,Defensive rebound by R. Westbrook
2:55.0,,,48-67,3,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook)
2:32.0,,,48-67,,Shooting block foul by J. Grant (drawn by D. Brooks)
2:32.0,Memphis full timeout,,48-67,,
2:32.0,D. Brooks makes free throw 1 of 2,1,49-67,,
2:32.0,D. Brooks makes free throw 2 of 2,1,50-67,,
2:22.0,,,50-67,,Turnover by R. Westbrook (bad pass; steal by D. Brooks)
2:13.0,I. Rabb misses 2-pt shot from 2 ft (block by J. Grant),,50-67,,
2:11.0,Offensive rebound by I. Rabb,,50-67,,
2:10.0,I. Rabb makes 2-pt shot from 1 ft,2,52-67,,
1:54.0,,,52-67,,Shooting foul by B. McLemore (drawn by P. George)
1:54.0,,,52-68,1,P. George makes free throw 1 of 2
1:54.0,,,52-69,1,P. George makes free throw 2 of 2
1:42.0,,,52-69,,Personal foul by C. Brewer (drawn by B. McLemore)
1:42.0,B. McLemore makes free throw 1 of 2,1,53-69,,
1:42.0,B. McLemore makes free throw 2 of 2,1,54-69,,
1:30.0,,,54-72,3,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook)
1:12.0,M. Brooks misses 2-pt shot from 1 ft (block by P. George),,54-72,,
1:10.0,Jump ball: P. George vs. M. Brooks (D. Brooks gains possession),,,,Jump ball: P. George vs. M. Brooks (D. Brooks gains possession)
1:10.0,Defensive rebound by M. Brooks,,54-72,,
1:07.0,D. Brooks makes 3-pt shot from 24 ft,3,57-72,,
0:50.0,Personal foul by I. Rabb (drawn by J. Grant),,57-72,,
0:50.0,,,57-73,1,J. Grant makes free throw 1 of 2
0:50.0,,,57-74,1,J. Grant makes free throw 2 of 2
0:35.0,D. Brooks misses 3-pt shot from 25 ft,,57-74,,
0:33.0,,,57-74,,Defensive rebound by R. Westbrook
0:28.0,,,57-77,3,C. Brewer makes 3-pt shot from 23 ft (assist by R. Westbrook)
0:06.0,Turnover by M. Brooks (bad pass; steal by P. George),,57-77,,
0:01.0,,,57-77,,Turnover by R. Westbrook (bad pass; steal by M. Brooks)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,K. Simmons misses 2-pt shot from 20 ft,,57-77,,
11:39.0,,,57-77,,Defensive rebound by C. Anthony
11:26.0,,,57-77,,C. Brewer misses 3-pt shot from 22 ft
11:24.0,,,57-77,,Offensive rebound by R. Westbrook
11:21.0,,,57-77,,C. Brewer misses 2-pt shot at rim
11:18.0,Defensive rebound by I. Rabb,,57-77,,
11:13.0,D. Brooks makes 2-pt shot from 1 ft,2,59-77,,
11:01.0,,,59-80,3,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook)
10:46.0,I. Rabb misses 2-pt shot from 18 ft,,59-80,,
10:42.0,,,59-80,,Defensive rebound by R. Westbrook
10:39.0,Personal foul by I. Rabb (drawn by S. Adams),,59-80,,
10:29.0,,,59-80,,C. Anthony misses 3-pt shot from 24 ft
10:26.0,Defensive rebound by D. Brooks,,59-80,,
10:18.0,I. Rabb misses 2-pt shot from 13 ft,,59-80,,
10:15.0,,,59-80,,Defensive rebound by R. Westbrook
10:08.0,,,59-80,,C. Anthony misses 3-pt shot from 25 ft
10:05.0,Defensive rebound by B. McLemore,,59-80,,
10:02.0,D. Davis makes 2-pt shot at rim (assist by B. McLemore),2,61-80,,
10:02.0,Shooting foul by S. Adams (drawn by D. Davis),,61-80,,
10:02.0,D. Davis misses free throw 1 of 1,,61-80,,
10:02.0,,,61-80,,Defensive rebound by R. Westbrook
9:48.0,,,61-82,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
9:20.0,K. Simmons misses 2-pt shot from 3 ft,,61-82,,
9:18.0,,,61-82,,Defensive rebound by R. Westbrook
9:09.0,,,61-82,,Offensive foul by S. Adams (drawn by D. Davis)
9:09.0,,,61-82,,Turnover by S. Adams (offensive foul)
8:56.0,D. Davis misses 2-pt shot from 5 ft,,61-82,,
8:55.0,Offensive rebound by I. Rabb,,61-82,,
8:55.0,I. Rabb makes 2-pt shot at rim,2,63-82,,
8:33.0,,,63-85,3,P. George makes 3-pt shot from 26 ft
8:16.0,I. Rabb misses 2-pt shot from 16 ft,,63-85,,
8:13.0,,,63-85,,Defensive rebound by C. Brewer
8:06.0,,,63-85,,C. Anthony misses 3-pt shot from 25 ft
8:04.0,Defensive rebound by I. Rabb,,63-85,,
7:52.0,D. Davis misses 2-pt shot from 12 ft,,63-85,,
7:47.0,,,63-85,,Defensive rebound by R. Westbrook
7:45.0,,,63-85,,Turnover by R. Westbrook (bad pass; steal by D. Brooks)
7:39.0,Turnover by B. McLemore (bad pass; steal by C. Anthony),,63-85,,
7:35.0,,,63-87,2,R. Westbrook makes 2-pt shot at rim (assist by C. Anthony)
7:34.0,Memphis full timeout,,63-87,,
7:23.0,B. McLemore misses 3-pt shot from 24 ft,,63-87,,
7:19.0,,,63-87,,Defensive rebound by C. Anthony
7:06.0,,,63-89,2,C. Anthony makes 2-pt shot at rim
7:06.0,,,63-89,,Shooting foul by I. Rabb (drawn by C. Anthony)
7:06.0,O. Johnson enters the game for I. Rabb,,63-89,,
7:06.0,,,63-90,1,C. Anthony makes free throw 1 of 1
6:54.0,O. Johnson makes 3-pt shot from 26 ft (assist by K. Simmons),3,66-90,,
6:37.0,,,66-90,,P. George misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by O. Johnson,,66-90,,
6:30.0,K. Simmons makes 2-pt shot from 7 ft,2,68-90,,
6:15.0,,,68-90,,C. Anthony misses 2-pt shot from 18 ft
6:11.0,Defensive rebound by D. Brooks,,68-90,,
6:02.0,K. Simmons makes 3-pt shot from 24 ft,3,71-90,,
6:01.0,,,71-90,,Oklahoma City full timeout
5:51.0,,,71-92,2,R. Westbrook makes 2-pt shot from 8 ft
5:51.0,,,71-92,,Shooting foul by K. Simmons (drawn by R. Westbrook)
5:51.0,,,71-93,1,R. Westbrook makes free throw 1 of 1
5:36.0,D. Brooks makes 2-pt shot from 15 ft (assist by O. Johnson),2,73-93,,
5:13.0,,,73-93,,R. Westbrook misses 3-pt shot from 25 ft
5:10.0,Defensive rebound by O. Johnson,,73-93,,
5:05.0,Shooting foul by C. Brewer (drawn by K. Simmons),,73-93,,
5:05.0,K. Simmons makes free throw 1 of 2,1,74-93,,
5:05.0,M. Brooks enters the game for B. McLemore,,74-93,,
5:05.0,K. Simmons makes free throw 2 of 2,1,75-93,,
4:41.0,,,75-93,,P. George misses 3-pt shot from 23 ft
4:39.0,Defensive rebound by M. Brooks,,75-93,,
4:34.0,K. Simmons misses 2-pt shot from 1 ft,,75-93,,
4:31.0,,,75-93,,Defensive rebound by R. Westbrook
4:22.0,,,75-93,,Shooting foul by K. Simmons (drawn by P. George)
4:22.0,,,75-93,,P. George misses free throw 1 of 2
4:22.0,,,75-93,,Offensive rebound by Team
4:22.0,,,75-94,1,P. George makes free throw 2 of 2
4:09.0,D. Brooks makes 2-pt shot from 21 ft,2,77-94,,
3:59.0,,,77-94,,R. Westbrook misses 2-pt shot from 1 ft
3:57.0,Defensive rebound by D. Brooks,,77-94,,
3:55.0,D. Brooks makes 2-pt shot at rim,2,79-94,,
3:55.0,Shooting foul by C. Anthony (drawn by D. Brooks),,79-94,,
3:55.0,,,79-94,,T. Ferguson enters the game for C. Anthony
3:55.0,,,79-94,,J. Grant enters the game for P. George
3:55.0,I. Rabb enters the game for D. Davis,,79-94,,
3:55.0,D. Brooks makes free throw 1 of 1,1,80-94,,
3:43.0,,,80-94,,J. Grant misses 3-pt shot from 23 ft
3:40.0,,,80-94,,Offensive rebound by S. Adams
3:40.0,,,80-96,2,S. Adams makes 2-pt shot at rim
3:28.0,K. Simmons makes 2-pt shot at rim (assist by I. Rabb),2,82-96,,
3:05.0,,,82-98,2,C. Brewer makes 2-pt shot from 1 ft
3:05.0,Violation by I. Rabb (def goaltending),,82-98,,
2:49.0,O. Johnson makes 3-pt shot from 25 ft (assist by K. Simmons),3,85-98,,
2:32.0,,,85-101,3,C. Brewer makes 3-pt shot from 22 ft (assist by J. Grant)
2:05.0,I. Rabb misses 2-pt shot from 10 ft,,85-101,,
2:02.0,Offensive rebound by I. Rabb,,85-101,,
2:00.0,D. Brooks makes 2-pt shot at rim (assist by I. Rabb),2,87-101,,
1:43.0,,,87-103,2,C. Brewer makes 2-pt shot from 1 ft (assist by R. Westbrook)
1:30.0,D. Brooks makes 2-pt shot from 1 ft,2,89-103,,
1:18.0,,,89-105,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
1:02.0,D. Brooks makes 3-pt shot from 28 ft,3,92-105,,
0:50.0,,,92-105,,C. Brewer misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by O. Johnson,,92-105,,
0:41.0,Shooting foul by T. Ferguson (drawn by M. Brooks),,92-105,,
0:41.0,M. Brooks misses free throw 1 of 2,,92-105,,
0:41.0,Offensive rebound by Team,,92-105,,
0:41.0,,,92-105,,R. Felton enters the game for R. Westbrook
0:41.0,,,92-105,,P. George enters the game for C. Brewer
0:41.0,,,92-105,,P. Patterson enters the game for S. Adams
0:41.0,M. Henry enters the game for K. Simmons,,92-105,,
0:41.0,M. Chalmers enters the game for D. Brooks,,92-105,,
0:41.0,M. Brooks makes free throw 2 of 2,1,93-105,,
0:29.0,,,93-105,,T. Ferguson misses 3-pt shot from 22 ft
0:25.0,Defensive rebound by I. Rabb,,93-105,,
0:06.0,M. Henry makes 3-pt shot from 24 ft (assist by M. Brooks),3,96-105,,
0:02.0,,,96-105,,R. Felton misses 3-pt shot from 27 ft
0:02.0,Defensive rebound by M. Brooks,,96-105,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,96-108,3,T. Ferguson makes 3-pt shot from 23 ft (assist by R. Felton)
11:31.0,M. Henry misses 3-pt shot from 24 ft,,96-108,,
11:29.0,,,96-108,,Defensive rebound by P. Patterson
11:18.0,,,96-108,,R. Felton misses 2-pt shot from 1 ft (block by M. Chalmers)
11:17.0,Defensive rebound by O. Johnson,,96-108,,
10:59.0,M. Brooks makes 3-pt shot from 25 ft,3,99-108,,
10:39.0,,,99-111,3,R. Felton makes 3-pt shot from 25 ft (assist by P. George)
10:25.0,Turnover by M. Chalmers (bad pass; steal by P. George),,99-111,,
10:19.0,,,99-114,3,R. Felton makes 3-pt shot from 22 ft (assist by P. George)
9:49.0,M. Brooks misses 2-pt shot from 20 ft,,99-114,,
9:42.0,Offensive rebound by I. Rabb,,99-114,,
9:40.0,O. Johnson misses 3-pt shot from 24 ft,,99-114,,
9:37.0,,,99-114,,Defensive rebound by R. Felton
9:33.0,,,99-114,,Turnover by R. Felton (bad pass)
9:12.0,M. Chalmers makes 3-pt shot from 25 ft (assist by O. Johnson),3,102-114,,
9:12.0,Shooting foul by P. George (drawn by M. Chalmers),,102-114,,
9:12.0,D. Brooks enters the game for O. Johnson,,102-114,,
9:12.0,M. Chalmers makes free throw 1 of 1,1,103-114,,
8:56.0,,,103-116,2,J. Grant makes 2-pt shot from 1 ft (assist by P. Patterson)
8:56.0,,,103-116,,Shooting foul by I. Rabb (drawn by J. Grant)
8:56.0,,,103-117,1,J. Grant makes free throw 1 of 1
8:43.0,Shooting foul by P. Patterson (drawn by I. Rabb),,103-117,,
8:43.0,I. Rabb makes free throw 1 of 2,1,104-117,,
8:43.0,,,104-117,,R. Westbrook enters the game for T. Ferguson
8:43.0,I. Rabb makes free throw 2 of 2,1,105-117,,
8:35.0,,,105-117,,P. George misses 3-pt shot from 24 ft
8:33.0,Defensive rebound by I. Rabb,,105-117,,
8:26.0,M. Brooks misses 2-pt shot from 9 ft,,105-117,,
8:23.0,,,105-117,,Defensive rebound by J. Grant
8:13.0,,,105-117,,P. George misses 3-pt shot from 22 ft
8:11.0,Defensive rebound by I. Rabb,,105-117,,
8:11.0,,,105-117,,Personal foul by P. Patterson (drawn by I. Rabb)
8:11.0,,,105-117,,T. Ferguson enters the game for P. George
8:11.0,D. Davis enters the game for M. Henry,,105-117,,
8:11.0,K. Simmons enters the game for I. Rabb,,105-117,,
7:52.0,M. Brooks makes 2-pt shot from 1 ft,2,107-117,,
7:52.0,Shooting foul by J. Grant (drawn by M. Brooks),,107-117,,
7:52.0,,,107-117,,S. Adams enters the game for R. Felton
7:52.0,,,107-117,,C. Brewer enters the game for J. Grant
7:52.0,M. Brooks makes free throw 1 of 1,1,108-117,,
7:41.0,,,108-120,3,P. Patterson makes 3-pt shot from 22 ft (assist by T. Ferguson)
7:17.0,Turnover by D. Brooks (traveling),,108-120,,
7:07.0,,,108-120,,Shooting foul by M. Chalmers (drawn by C. Brewer)
7:07.0,,,108-120,,Oklahoma City full timeout
7:07.0,,,108-120,,N. Collison enters the game for C. Brewer
7:07.0,,,108-120,,N. Collison misses free throw 1 of 3
7:07.0,,,108-120,,Offensive rebound by Team
7:07.0,,,108-120,,N. Collison misses free throw 2 of 3
7:07.0,,,108-120,,Offensive rebound by Team
7:07.0,,,108-120,,N. Collison misses free throw 3 of 3
7:05.0,Defensive rebound by D. Davis,,108-120,,
6:45.0,M. Brooks misses 3-pt shot from 25 ft,,108-120,,
6:43.0,,,108-120,,Defensive rebound by R. Westbrook
6:39.0,,,108-120,,Turnover by R. Westbrook (bad pass; steal by M. Brooks)
6:31.0,M. Chalmers misses 3-pt shot from 24 ft,,108-120,,
6:21.0,,,108-120,,Defensive rebound by P. Patterson
6:19.0,,,108-120,,T. Ferguson misses 3-pt shot from 23 ft
6:19.0,Defensive rebound by K. Simmons,,108-120,,
6:16.0,,,108-120,,Loose ball foul by T. Ferguson (drawn by K. Simmons)
6:16.0,K. Simmons makes free throw 1 of 2,1,109-120,,
6:16.0,,,109-120,,P. George enters the game for P. Patterson
6:16.0,,,109-120,,C. Anthony enters the game for N. Collison
6:16.0,B. McLemore enters the game for M. Brooks,,109-120,,
6:16.0,K. Simmons makes free throw 2 of 2,1,110-120,,
6:02.0,,,110-120,,Offensive foul by C. Anthony (drawn by K. Simmons)
6:02.0,,,110-120,,Turnover by C. Anthony (offensive foul)
5:56.0,K. Simmons misses 2-pt shot from 17 ft,,110-120,,
5:53.0,,,110-120,,Defensive rebound by S. Adams
