time,Denver,pts.away,score,pts.home,Golden State
1:16.0,,,18-18,,Turnover by O. Casspi (bad pass)
0:52.0,N. Jokic makes 2-pt shot from 12 ft (assist by W. Barton),2,20-18,,
0:40.0,,,20-18,,A. Iguodala misses 2-pt shot from 9 ft
0:37.0,,,20-18,,Offensive rebound by O. Casspi
0:31.0,,,20-18,,A. Iguodala misses 2-pt shot from 18 ft
0:24.0,Defensive rebound by T. Lyles,,20-18,,
0:07.0,W. Barton misses 3-pt shot from 25 ft,,20-18,,
0:04.0,Offensive rebound by T. Craig,,20-18,,
0:04.0,T. Craig makes 2-pt shot at rim,2,22-18,,
0:00.0,,,22-20,2,O. Casspi makes 2-pt shot from 10 ft (assist by A. Iguodala)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,N. Jokic misses 2-pt shot from 18 ft (block by A. Iguodala),,22-20,,
11:38.0,,,22-20,,Defensive rebound by A. Iguodala
11:37.0,,,22-22,2,O. Casspi makes 2-pt shot at rim (assist by A. Iguodala)
11:27.0,N. Jokic makes 2-pt shot from 12 ft (assist by W. Barton),2,24-22,,
11:06.0,,,24-24,2,K. Thompson makes 2-pt shot from 21 ft (assist by D. West)
10:47.0,T. Lyles misses 3-pt shot from 24 ft,,24-24,,
10:46.0,Offensive rebound by Team,,24-24,,
10:46.0,,,24-24,,Loose ball foul by D. West (drawn by N. Jokic)
10:34.0,T. Lyles makes 2-pt shot from 22 ft,2,26-24,,
10:22.0,,,26-26,2,K. Thompson makes 2-pt shot from 18 ft (assist by D. Green)
9:56.0,Turnover by N. Jokic (bad pass; steal by A. Iguodala),,26-26,,
9:51.0,,,26-26,,Turnover by D. Green (bad pass; steal by T. Craig)
9:46.0,M. Beasley makes 2-pt shot from 1 ft (assist by T. Craig),2,28-26,,
9:28.0,,,28-28,2,K. Thompson makes 2-pt shot from 12 ft (assist by D. Green)
9:10.0,T. Lyles misses 2-pt shot from 9 ft,,28-28,,
9:04.0,Offensive rebound by N. Jokic,,28-28,,
9:04.0,N. Jokic makes 2-pt shot at rim,2,30-28,,
9:01.0,,,30-28,,Turnover by D. Green (bad pass; steal by W. Barton)
8:58.0,Shooting foul by O. Casspi (drawn by W. Barton),,30-28,,
8:58.0,W. Barton makes free throw 1 of 2,1,31-28,,
8:58.0,W. Barton makes free throw 2 of 2,1,32-28,,
8:47.0,,,32-30,2,D. West makes 2-pt shot from 4 ft (assist by A. Iguodala)
8:36.0,Turnover by T. Craig (bad pass; steal by D. West),,32-30,,
8:31.0,,,32-30,,Turnover by K. Thompson (bad pass; steal by T. Lyles)
8:28.0,,,32-30,,Violation by A. Iguodala (kicked ball)
8:28.0,W. Chandler enters the game for N. Jokic,,32-30,,
8:11.0,T. Lyles misses 2-pt shot from 13 ft,,32-30,,
8:07.0,,,32-30,,Defensive rebound by D. Green
7:51.0,,,32-30,,K. Thompson misses 3-pt shot from 22 ft
7:46.0,,,32-30,,Offensive rebound by O. Casspi
7:46.0,,,32-30,,K. Thompson misses 2-pt shot from 3 ft (block by W. Barton)
7:43.0,Defensive rebound by W. Barton,,32-30,,
7:35.0,T. Lyles misses 3-pt shot from 26 ft,,32-30,,
7:32.0,Offensive rebound by W. Chandler,,32-30,,
7:28.0,Offensive charge foul by W. Barton (drawn by D. Green),,32-30,,
7:28.0,Turnover by W. Barton (offensive foul),,32-30,,
7:15.0,,,32-30,,K. Thompson misses 2-pt shot from 13 ft
7:11.0,Defensive rebound by T. Craig,,32-30,,
6:53.0,W. Chandler misses 2-pt shot from 3 ft (block by A. Iguodala),,32-30,,
6:51.0,Offensive rebound by W. Barton,,32-30,,
6:51.0,W. Barton makes 2-pt shot from 1 ft,2,34-30,,
6:51.0,,,34-30,,Golden State full timeout
6:51.0,,,34-30,,N. Young enters the game for A. Iguodala
6:51.0,,,34-30,,K. Durant enters the game for K. Thompson
6:51.0,,,34-30,,P. McCaw enters the game for O. Casspi
6:51.0,J. Murray enters the game for T. Craig,,34-30,,
6:51.0,G. Harris enters the game for M. Beasley,,34-30,,
6:39.0,,,34-30,,D. West misses 2-pt shot from 7 ft
6:33.0,Defensive rebound by W. Barton,,34-30,,
6:25.0,G. Harris makes 2-pt shot from 2 ft (assist by W. Barton),2,36-30,,
6:25.0,Shooting foul by D. West (drawn by G. Harris),,36-30,,
6:25.0,G. Harris makes free throw 1 of 1,1,37-30,,
6:03.0,,,37-32,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
5:48.0,Turnover by W. Barton (lost ball; steal by P. McCaw),,37-32,,
5:46.0,,,37-34,2,P. McCaw makes 2-pt shot from 2 ft
5:46.0,,,37-34,,Shooting foul by J. Murray (drawn by P. McCaw)
5:46.0,,,37-34,,J. Bell enters the game for D. Green
5:46.0,N. Jokic enters the game for T. Lyles,,37-34,,
5:46.0,,,37-35,1,P. McCaw makes free throw 1 of 1
5:32.0,W. Chandler makes 2-pt shot from 2 ft (assist by J. Murray),2,39-35,,
5:18.0,,,39-35,,D. West misses 2-pt shot from 2 ft
5:15.0,Defensive rebound by W. Chandler,,39-35,,
5:05.0,G. Harris makes 3-pt shot from 25 ft (assist by N. Jokic),3,42-35,,
4:52.0,,,42-35,,Turnover by J. Bell (bad pass)
4:52.0,M. Plumlee enters the game for W. Barton,,42-35,,
4:46.0,Shooting foul by J. Bell (drawn by G. Harris),,42-35,,
4:46.0,G. Harris makes free throw 1 of 2,1,43-35,,
4:46.0,,,43-35,,D. Green enters the game for D. West
4:46.0,G. Harris makes free throw 2 of 2,1,44-35,,
4:34.0,,,44-35,,D. Green misses 3-pt shot from 23 ft
4:30.0,Defensive rebound by N. Jokic,,44-35,,
4:13.0,W. Chandler makes 2-pt shot from 1 ft,2,46-35,,
4:12.0,,,46-35,,Golden State full timeout
4:12.0,,,46-35,,K. Thompson enters the game for N. Young
4:12.0,,,46-35,,A. Iguodala enters the game for P. McCaw
3:54.0,,,46-35,,D. Green misses 2-pt shot from 21 ft
3:54.0,Defensive rebound by Team,,46-35,,
3:45.0,G. Harris makes 2-pt shot from 19 ft (assist by J. Murray),2,48-35,,
3:31.0,,,48-35,,K. Durant misses 2-pt shot from 15 ft
3:26.0,,,48-35,,Offensive rebound by D. Green
3:26.0,,,48-35,,D. Green misses 2-pt shot at rim
3:26.0,,,48-35,,Offensive rebound by K. Durant
3:24.0,,,48-35,,A. Iguodala misses 3-pt shot from 26 ft
3:23.0,,,48-35,,Offensive rebound by J. Bell
3:21.0,,,48-35,,Turnover by J. Bell (bad pass)
2:56.0,W. Chandler misses 2-pt shot from 2 ft,,48-35,,
2:56.0,Offensive rebound by M. Plumlee,,48-35,,
2:56.0,Turnover by Team (shot clock),,48-35,,
2:45.0,,,48-35,,K. Thompson misses 3-pt shot from 25 ft
2:41.0,Defensive rebound by J. Murray,,48-35,,
2:34.0,Turnover by G. Harris (bad pass; steal by J. Bell),,48-35,,
2:30.0,,,48-37,2,J. Bell makes 2-pt shot from 1 ft
2:07.0,J. Murray makes 2-pt shot from 14 ft,2,50-37,,
1:44.0,,,50-37,,K. Durant misses 2-pt shot from 9 ft
1:40.0,Defensive rebound by M. Plumlee,,50-37,,
1:32.0,G. Harris misses 2-pt shot from 2 ft,,50-37,,
1:28.0,,,50-37,,Defensive rebound by J. Bell
1:15.0,,,50-39,2,K. Durant makes 2-pt shot from 16 ft
0:46.0,Shooting foul by D. Green (drawn by J. Murray),,50-39,,
0:46.0,J. Murray makes free throw 1 of 3,1,51-39,,
0:46.0,J. Murray makes free throw 2 of 3,1,52-39,,
0:46.0,J. Murray makes free throw 3 of 3,1,53-39,,
0:36.0,,,53-39,,Turnover by K. Durant (out of bounds lost ball)
0:31.0,J. Murray misses 2-pt shot from 20 ft,,53-39,,
0:28.0,,,53-39,,Defensive rebound by K. Thompson
0:08.0,,,53-41,2,K. Durant makes 2-pt shot at rim (assist by A. Iguodala)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Turnover by N. Jokic (bad pass; steal by P. McCaw),,53-41,,
11:39.0,,,53-41,,K. Durant misses 3-pt shot from 25 ft
11:34.0,,,53-41,,Offensive rebound by J. Bell
11:30.0,,,53-43,2,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson)
11:30.0,,,53-43,,Shooting foul by M. Plumlee (drawn by D. Green)
11:30.0,,,53-44,1,D. Green makes free throw 1 of 1
11:17.0,N. Jokic makes 2-pt shot from 18 ft (assist by J. Murray),2,55-44,,
11:05.0,,,55-44,,Shooting foul by M. Plumlee (drawn by J. Bell)
11:05.0,,,55-45,1,J. Bell makes free throw 1 of 2
11:05.0,,,55-45,,J. Bell misses free throw 2 of 2
11:03.0,Defensive rebound by N. Jokic,,55-45,,
10:56.0,M. Plumlee misses 2-pt shot from 1 ft,,55-45,,
10:52.0,,,55-45,,Defensive rebound by J. Bell
10:36.0,,,55-47,2,K. Thompson makes 2-pt shot from 8 ft (assist by D. Green)
10:16.0,G. Harris misses 2-pt shot from 2 ft (block by J. Bell),,55-47,,
10:16.0,Offensive rebound by Team,,55-47,,
10:14.0,J. Murray makes 3-pt shot from 23 ft (assist by W. Chandler),3,58-47,,
10:00.0,,,58-47,,D. Green misses 3-pt shot from 25 ft
9:55.0,Defensive rebound by N. Jokic,,58-47,,
9:48.0,G. Harris misses 3-pt shot from 23 ft,,58-47,,
9:47.0,,,58-47,,Defensive rebound by Team
9:25.0,,,58-49,2,D. Green makes 2-pt shot from 1 ft (assist by J. Bell)
9:07.0,G. Harris misses 3-pt shot from 26 ft,,58-49,,
9:02.0,,,58-49,,Defensive rebound by K. Durant
9:00.0,,,58-49,,K. Durant misses 3-pt shot from 26 ft
8:55.0,Defensive rebound by M. Plumlee,,58-49,,
8:54.0,Turnover by M. Plumlee (lost ball; steal by K. Durant),,58-49,,
8:50.0,,,58-49,,K. Thompson misses 3-pt shot from 25 ft
8:47.0,,,58-49,,Offensive rebound by D. Green
8:47.0,,,58-51,2,D. Green makes 2-pt shot at rim
8:47.0,Denver full timeout,,58-51,,
8:36.0,J. Murray misses 2-pt shot from 18 ft,,58-51,,
8:35.0,Offensive rebound by Team,,58-51,,
8:35.0,,,58-51,,Loose ball foul by J. Bell (drawn by M. Plumlee)
8:21.0,M. Plumlee makes 2-pt shot from 1 ft (assist by G. Harris),2,60-51,,
8:01.0,,,60-51,,K. Durant misses 3-pt shot from 25 ft
7:56.0,Defensive rebound by W. Chandler,,60-51,,
7:44.0,G. Harris misses 3-pt shot from 26 ft,,60-51,,
7:41.0,,,60-51,,Defensive rebound by K. Durant
7:20.0,,,60-51,,K. Thompson misses 3-pt shot from 25 ft (block by G. Harris)
7:18.0,,,60-51,,Offensive rebound by K. Thompson
7:18.0,,,60-51,,K. Thompson misses 2-pt shot from 10 ft
7:18.0,,,60-51,,Offensive rebound by Team
7:18.0,,,60-51,,Turnover by Team (shot clock)
6:58.0,Turnover by M. Plumlee (lost ball; steal by J. Bell),,60-51,,
6:52.0,,,60-53,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
6:33.0,W. Chandler misses 3-pt shot from 27 ft,,60-53,,
6:29.0,,,60-53,,Defensive rebound by J. Bell
6:13.0,,,60-53,,J. Bell misses 2-pt shot from 2 ft
6:10.0,Defensive rebound by N. Jokic,,60-53,,
6:07.0,J. Murray misses 2-pt shot from 2 ft,,60-53,,
6:03.0,Offensive rebound by J. Murray,,60-53,,
6:01.0,J. Murray misses 2-pt shot from 15 ft,,60-53,,
5:55.0,,,60-53,,Defensive rebound by K. Durant
5:50.0,,,60-53,,K. Thompson misses 3-pt shot from 23 ft
5:48.0,Defensive rebound by Team,,60-53,,
5:48.0,W. Barton enters the game for M. Plumlee,,60-53,,
5:48.0,T. Lyles enters the game for J. Murray,,60-53,,
5:35.0,N. Jokic misses 2-pt shot from 5 ft (block by K. Durant),,60-53,,
5:31.0,Offensive rebound by N. Jokic,,60-53,,
5:29.0,W. Barton misses 3-pt shot from 23 ft (block by D. Green),,60-53,,
5:24.0,,,60-53,,Defensive rebound by P. McCaw
5:17.0,,,60-53,,K. Thompson misses 3-pt shot from 25 ft
5:14.0,,,60-53,,Offensive rebound by J. Bell
5:10.0,,,60-53,,K. Thompson misses 2-pt shot from 13 ft
5:06.0,Defensive rebound by W. Barton,,60-53,,
5:00.0,W. Chandler makes 3-pt shot from 26 ft (assist by W. Barton),3,63-53,,
4:59.0,,,63-53,,Golden State full timeout
4:59.0,,,63-53,,O. Casspi enters the game for P. McCaw
4:59.0,,,63-53,,N. Young enters the game for J. Bell
4:59.0,,,63-53,,A. Iguodala enters the game for D. Green
4:49.0,,,63-55,2,K. Durant makes 2-pt shot at rim (assist by K. Thompson)
4:28.0,T. Lyles misses 3-pt shot from 26 ft,,63-55,,
4:23.0,,,63-55,,Defensive rebound by K. Thompson
4:16.0,,,63-55,,O. Casspi misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by W. Chandler,,63-55,,
3:55.0,G. Harris misses 2-pt shot from 17 ft,,63-55,,
3:50.0,,,63-55,,Defensive rebound by K. Thompson
3:44.0,,,63-55,,Turnover by K. Thompson (lost ball; steal by G. Harris)
3:33.0,W. Chandler makes 2-pt shot from 2 ft (assist by N. Jokic),2,65-55,,
3:33.0,Shooting foul by N. Young (drawn by W. Chandler),,65-55,,
3:33.0,,,65-55,,J. McGee enters the game for K. Thompson
3:33.0,W. Chandler makes free throw 1 of 1,1,66-55,,
3:17.0,,,66-55,,A. Iguodala misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by W. Barton,,66-55,,
3:01.0,W. Chandler misses 3-pt shot from 28 ft,,66-55,,
2:58.0,Offensive rebound by T. Lyles,,66-55,,
2:58.0,,,66-55,,Personal foul by O. Casspi (drawn by T. Lyles)
2:58.0,M. Plumlee enters the game for G. Harris,,66-55,,
2:58.0,T. Craig enters the game for N. Jokic,,66-55,,
2:52.0,Turnover by M. Plumlee (lost ball; steal by K. Durant),,66-55,,
2:46.0,,,66-55,,Turnover by A. Iguodala (bad pass; steal by W. Barton)
2:43.0,,,66-55,,Personal foul by N. Young (drawn by M. Plumlee)
2:43.0,Denver full timeout,,66-55,,
2:43.0,N. Jokic enters the game for M. Plumlee,,66-55,,
2:34.0,T. Lyles makes 2-pt shot from 8 ft (assist by N. Jokic),2,68-55,,
2:22.0,,,68-57,2,K. Durant makes 2-pt shot from 1 ft
2:04.0,W. Barton makes 2-pt shot from 1 ft,2,70-57,,
2:04.0,Shooting foul by N. Young (drawn by W. Barton),,70-57,,
2:04.0,W. Barton makes free throw 1 of 1,1,71-57,,
1:51.0,,,71-60,3,N. Young makes 3-pt shot from 24 ft (assist by K. Durant)
1:27.0,N. Jokic misses 3-pt shot from 25 ft,,71-60,,
1:23.0,,,71-60,,Defensive rebound by O. Casspi
1:16.0,,,71-60,,Turnover by K. Durant (bad pass)
0:55.0,W. Barton misses 3-pt shot from 26 ft,,71-60,,
0:52.0,,,71-60,,Defensive rebound by A. Iguodala
0:50.0,,,71-62,2,A. Iguodala makes 2-pt shot from 1 ft
0:28.0,T. Lyles makes 2-pt shot from 10 ft (assist by T. Craig),2,73-62,,
0:09.0,,,73-62,,K. Durant misses 2-pt shot from 12 ft
0:06.0,,,73-62,,Offensive rebound by Team
0:06.0,,,73-62,,K. Thompson enters the game for J. McGee
0:06.0,G. Harris enters the game for N. Jokic,,73-62,,
0:02.0,,,73-62,,N. Young misses 3-pt shot from 25 ft
0:00.0,,,73-62,,Offensive rebound by O. Casspi
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,73-62,,N. Young misses 2-pt shot from 19 ft
11:36.0,Defensive rebound by M. Plumlee,,73-62,,
11:32.0,Turnover by J. Murray (bad pass; steal by N. Young),,73-62,,
11:30.0,,,73-62,,N. Young misses 2-pt shot from 2 ft (block by W. Barton)
11:30.0,,,73-62,,Offensive rebound by Team
11:27.0,Personal foul by G. Harris (drawn by D. Green),,73-62,,
11:08.0,,,73-62,,N. Young misses 3-pt shot from 22 ft
11:07.0,,,73-62,,Offensive rebound by Team
11:07.0,,,73-62,,Turnover by Team (shot clock)
10:45.0,W. Barton misses 2-pt shot from 2 ft,,73-62,,
10:42.0,,,73-62,,Defensive rebound by N. Young
10:37.0,,,73-62,,A. Iguodala misses 2-pt shot from 2 ft
10:34.0,Defensive rebound by T. Lyles,,73-62,,
10:18.0,W. Barton makes 2-pt shot from 1 ft (assist by G. Harris),2,75-62,,
9:58.0,,,75-62,,D. West misses 2-pt shot from 14 ft
9:53.0,Defensive rebound by M. Plumlee,,75-62,,
9:51.0,J. Murray makes 3-pt shot from 26 ft,3,78-62,,
9:51.0,,,78-62,,Golden State full timeout
9:51.0,,,78-62,,O. Casspi enters the game for N. Young
9:31.0,,,78-62,,Turnover by K. Thompson (bad pass; steal by J. Murray)
9:24.0,J. Murray misses 2-pt shot from 2 ft,,78-62,,
9:21.0,,,78-62,,Defensive rebound by K. Thompson
9:12.0,,,78-64,2,D. West makes 2-pt shot from 5 ft (assist by K. Thompson)
8:58.0,G. Harris makes 2-pt shot from 1 ft (assist by M. Plumlee),2,80-64,,
8:58.0,Shooting foul by D. West (drawn by G. Harris),,80-64,,
8:58.0,G. Harris misses free throw 1 of 1,,80-64,,
8:56.0,,,80-64,,Defensive rebound by O. Casspi
8:49.0,,,80-64,,K. Thompson misses 2-pt shot from 19 ft
8:46.0,,,80-64,,Offensive rebound by Team
8:40.0,,,80-64,,Shooting foul by W. Barton (drawn by K. Thompson)
8:40.0,,,80-65,1,K. Thompson makes free throw 1 of 2
8:40.0,,,80-66,1,K. Thompson makes free throw 2 of 2
8:35.0,Turnover by M. Plumlee (out of bounds lost ball),,80-66,,
8:19.0,,,80-66,,D. West misses 2-pt shot from 7 ft
8:16.0,Defensive rebound by M. Plumlee,,80-66,,
8:03.0,J. Murray misses 2-pt shot from 4 ft,,80-66,,
7:59.0,,,80-66,,Defensive rebound by D. Green
7:55.0,,,80-69,3,K. Thompson makes 3-pt shot from 22 ft (assist by A. Iguodala)
7:54.0,Denver full timeout,,80-69,,
7:54.0,,,80-69,,P. McCaw enters the game for A. Iguodala
7:54.0,W. Chandler enters the game for M. Plumlee,,80-69,,
7:54.0,N. Jokic enters the game for J. Murray,,80-69,,
7:43.0,,,80-69,,Violation by D. Green (kicked ball)
7:31.0,T. Lyles makes 2-pt shot from 1 ft (assist by N. Jokic),2,82-69,,
7:27.0,,,82-69,,Golden State full timeout
7:27.0,,,82-69,,K. Durant enters the game for D. West
7:18.0,,,82-69,,D. Green misses 2-pt shot from 2 ft (block by N. Jokic)
7:17.0,,,82-69,,Offensive rebound by Team
7:13.0,,,82-71,2,P. McCaw makes 2-pt shot from 4 ft (assist by O. Casspi)
6:43.0,Jump ball: D. Green vs. N. Jokic (P. McCaw gains possession),,,,Jump ball: D. Green vs. N. Jokic (P. McCaw gains possession)
6:43.0,Turnover by T. Lyles (bad pass; steal by K. Thompson),,82-71,,
6:35.0,,,82-71,,K. Durant misses 3-pt shot from 26 ft
6:27.0,Defensive rebound by W. Chandler,,82-71,,
6:12.0,Turnover by G. Harris (bad pass; steal by K. Thompson),,82-71,,
6:12.0,Personal foul by G. Harris (drawn by K. Thompson),,82-71,,
6:01.0,,,82-71,,P. McCaw misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by W. Chandler,,82-71,,
5:35.0,T. Lyles makes 2-pt shot from 14 ft,2,84-71,,
5:15.0,,,84-71,,Shooting foul by T. Lyles (drawn by O. Casspi)
5:15.0,,,84-72,1,O. Casspi makes free throw 1 of 2
5:15.0,,,84-72,,O. Casspi misses free throw 2 of 2
5:12.0,Defensive rebound by N. Jokic,,84-72,,
4:54.0,W. Chandler makes 2-pt shot from 1 ft (assist by W. Barton),2,86-72,,
4:38.0,,,86-72,,Shooting foul by W. Chandler (drawn by K. Durant)
4:38.0,,,86-73,1,K. Durant makes free throw 1 of 2
4:38.0,,,86-73,,N. Young enters the game for O. Casspi
4:38.0,,,86-73,,K. Durant misses free throw 2 of 2
4:35.0,Defensive rebound by T. Lyles,,86-73,,
4:16.0,W. Chandler misses 3-pt shot from 26 ft,,86-73,,
4:11.0,Offensive rebound by N. Jokic,,86-73,,
4:10.0,N. Jokic makes 2-pt shot from 2 ft,2,88-73,,
3:58.0,,,88-73,,Turnover by P. McCaw (lost ball; steal by N. Jokic)
3:34.0,G. Harris makes 2-pt shot from 12 ft,2,90-73,,
3:32.0,,,90-73,,Golden State full timeout
3:32.0,,,90-73,,O. Casspi enters the game for P. McCaw
3:32.0,,,90-73,,J. McGee enters the game for K. Thompson
3:32.0,,,90-73,,Q. Cook enters the game for D. Green
3:32.0,,,90-73,,K. Looney enters the game for K. Durant
3:08.0,,,90-73,,Turnover by J. McGee (lost ball; steal by G. Harris)
2:50.0,N. Jokic makes 2-pt shot from 2 ft (assist by T. Lyles),2,92-73,,
2:32.0,,,92-75,2,J. McGee makes 2-pt shot from 18 ft (assist by K. Looney)
2:12.0,T. Lyles misses 3-pt shot from 26 ft,,92-75,,
2:07.0,,,92-75,,Defensive rebound by O. Casspi
