time,Boston,pts.away,score,pts.home,Atlanta
3:25.0,,,99-98,,Offensive rebound by Team
3:25.0,,,99-98,,Atlanta full timeout
3:23.0,,,99-98,,Turnover by K. Bazemore (bad pass; steal by M. Smart)
3:21.0,Offensive charge foul by M. Smart (drawn by D. Schroder),,99-98,,
3:21.0,Turnover by M. Smart (offensive foul),,99-98,,
3:07.0,,,99-100,2,D. Schroder makes 2-pt shot from 19 ft (assist by D. Dedmon)
2:48.0,K. Irving makes 2-pt shot from 1 ft (assist by A. Horford),2,101-100,,
2:25.0,,,101-100,,D. Dedmon misses 2-pt shot from 1 ft
2:19.0,Defensive rebound by J. Tatum,,101-100,,
2:11.0,K. Irving misses 3-pt shot from 24 ft,,101-100,,
2:08.0,,,101-100,,Defensive rebound by M. Delaney
2:06.0,,,101-103,3,M. Delaney makes 3-pt shot from 24 ft
1:37.0,K. Irving makes 3-pt shot from 26 ft (assist by A. Horford),3,104-103,,
1:32.0,,,104-103,,D. Schroder misses 2-pt shot from 17 ft
1:29.0,Defensive rebound by J. Tatum,,104-103,,
1:17.0,K. Irving misses 3-pt shot from 24 ft,,104-103,,
1:15.0,,,104-103,,Defensive rebound by D. Dedmon
1:08.0,,,104-103,,D. Dedmon misses 2-pt shot from 15 ft
1:08.0,Defensive rebound by T. Rozier,,104-103,,
0:47.0,J. Tatum makes 3-pt shot from 23 ft (assist by M. Smart),3,107-103,,
0:46.0,,,107-103,,Atlanta full timeout
0:46.0,,,107-103,,M. Belinelli enters the game for K. Bazemore
0:46.0,J. Brown enters the game for T. Rozier,,107-103,,
0:42.0,,,107-103,,Shooting foul by J. Brown (drawn by M. Belinelli)
0:42.0,,,107-104,1,M. Belinelli makes free throw 1 of 2
0:42.0,,,107-104,,T. Waller-Prince enters the game for L. Babbitt
0:42.0,,,107-105,1,M. Belinelli makes free throw 2 of 2
0:21.0,K. Irving makes 2-pt shot from 13 ft,2,109-105,,
0:16.0,,,109-105,,D. Schroder misses 3-pt shot from 26 ft
0:13.0,Defensive rebound by K. Irving,,109-105,,
0:07.0,,,109-105,,Personal take foul by D. Dedmon (drawn by K. Irving)
0:07.0,K. Irving misses free throw 1 of 2,,109-105,,
0:07.0,Offensive rebound by Team,,109-105,,
0:07.0,K. Irving makes free throw 2 of 2,1,110-105,,
0:02.0,Boston full timeout,,110-105,,
0:02.0,,,110-105,,K. Bazemore enters the game for M. Belinelli
0:02.0,T. Rozier enters the game for J. Brown,,110-105,,
0:01.0,,,110-107,2,D. Dedmon makes 2-pt shot from 1 ft (assist by D. Schroder)
0:01.0,Violation by A. Horford (def goaltending),,110-107,,
