time,Minnesota,pts.away,score,pts.home,Phoenix
4:04.0,,,20-6,,T. Daniels misses 3-pt shot from 25 ft
4:00.0,Defensive rebound by T. Gibson,,20-6,,
3:56.0,Shooting foul by A. Len (drawn by J. Butler),,20-6,,
3:56.0,J. Butler makes free throw 1 of 2,1,21-6,,
3:56.0,J. Butler makes free throw 2 of 2,1,22-6,,
3:42.0,,,22-8,2,A. Len makes 2-pt shot from 1 ft (assist by I. Canaan)
3:21.0,Turnover by A. Wiggins (bad pass),,22-8,,
3:21.0,J. Crawford enters the game for J. Butler,,22-8,,
3:21.0,Loose ball foul by A. Wiggins (drawn by A. Len),,22-8,,
3:09.0,,,22-10,2,D. Bender makes 2-pt shot at rim
2:54.0,J. Teague misses 2-pt shot from 10 ft,,22-10,,
2:54.0,,,22-10,,Defensive rebound by A. Len
2:50.0,,,22-10,,T. Daniels misses 3-pt shot from 27 ft
2:50.0,Defensive rebound by J. Teague,,22-10,,
2:46.0,,,22-10,,Personal foul by I. Canaan (drawn by J. Teague)
2:46.0,Minnesota full timeout,,22-10,,
2:46.0,J. Teague makes free throw 1 of 2,1,23-10,,
2:46.0,J. Teague makes free throw 2 of 2,1,24-10,,
2:32.0,T. Jones enters the game for J. Teague,,24-10,,
2:28.0,,,24-10,,Shooting foul by T. Jones (drawn by I. Canaan)
2:28.0,,,24-11,1,I. Canaan makes free throw 1 of 3
2:28.0,,,24-12,1,I. Canaan makes free throw 2 of 3
2:28.0,,,24-13,1,I. Canaan makes free throw 3 of 3
2:17.0,A. Wiggins misses 2-pt shot from 14 ft,,24-13,,
2:16.0,Offensive rebound by T. Gibson,,24-13,,
2:16.0,T. Gibson misses 2-pt shot at rim,,24-13,,
2:12.0,Offensive rebound by T. Gibson,,24-13,,
2:07.0,A. Wiggins makes 2-pt shot from 1 ft (assist by J. Crawford),2,26-13,,
1:45.0,,,26-16,3,D. Bender makes 3-pt shot from 25 ft (assist by D. House)
1:24.0,J. Crawford makes 3-pt shot from 27 ft (assist by T. Jones),3,29-16,,
1:11.0,,,29-16,,D. Bender misses 2-pt shot from 5 ft (block by T. Gibson)
1:11.0,,,29-16,,Offensive rebound by Team
1:10.0,,,29-19,3,T. Daniels makes 3-pt shot from 25 ft (assist by I. Canaan)
1:00.0,J. Crawford makes 2-pt shot from 21 ft,2,31-19,,
0:49.0,,,31-19,,Shooting foul by A. Wiggins (drawn by D. House)
0:49.0,,,31-20,1,D. House makes free throw 1 of 3
0:49.0,,,31-21,1,D. House makes free throw 2 of 3
0:49.0,,,31-21,,J. Jackson enters the game for T. Daniels
0:49.0,M. Georges-Hunt enters the game for A. Wiggins,,31-21,,
0:49.0,,,31-22,1,D. House makes free throw 3 of 3
0:41.0,J. Crawford misses 3-pt shot from 26 ft,,31-22,,
0:40.0,,,31-22,,Defensive rebound by Team
0:36.0,,,31-22,,I. Canaan misses 2-pt shot from 2 ft (block by G. Dieng)
0:34.0,Defensive rebound by J. Crawford,,31-22,,
0:32.0,Turnover by J. Crawford (lost ball; steal by D. House),,31-22,,
0:31.0,,,31-22,,D. House misses 3-pt shot from 27 ft
0:27.0,,,31-22,,Offensive rebound by J. Jackson
0:25.0,,,31-24,2,A. Len makes 2-pt shot at rim (assist by J. Jackson)
0:06.0,J. Crawford makes 2-pt shot from 19 ft,2,33-24,,
0:02.0,,,33-24,,I. Canaan misses 3-pt shot from 26 ft
0:00.0,,,33-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,33-24,,Turnover by A. Len (turnover)
11:33.0,G. Dieng misses 2-pt shot from 17 ft,,33-24,,
11:30.0,Offensive rebound by K. Towns,,33-24,,
11:28.0,K. Towns makes 2-pt shot from 14 ft,2,35-24,,
11:05.0,,,35-24,,Turnover by J. Jackson (lost ball; steal by T. Jones)
11:02.0,Shooting foul by J. Jackson (drawn by M. Georges-Hunt),,35-24,,
11:02.0,M. Georges-Hunt misses free throw 1 of 2,,35-24,,
11:02.0,Offensive rebound by Team,,35-24,,
11:02.0,,,35-24,,T. Daniels enters the game for J. Jackson
11:02.0,M. Georges-Hunt makes free throw 2 of 2,1,36-24,,
10:45.0,Personal foul by M. Georges-Hunt (drawn by T. Warren),,36-24,,
10:42.0,Personal foul by M. Georges-Hunt (drawn by T. Warren),,36-24,,
10:36.0,,,36-24,,D. Bender misses 3-pt shot from 23 ft
10:32.0,Defensive rebound by G. Dieng,,36-24,,
10:20.0,J. Crawford misses 2-pt shot from 17 ft,,36-24,,
10:20.0,,,36-24,,Defensive rebound by Team
10:05.0,,,36-24,,Turnover by T. Warren (traveling)
9:52.0,J. Crawford misses 3-pt shot from 23 ft,,36-24,,
9:48.0,,,36-24,,Defensive rebound by T. Warren
9:36.0,Personal foul by T. Jones (drawn by I. Canaan),,36-24,,
9:36.0,,,36-24,,T. Chandler enters the game for A. Len
9:26.0,,,36-24,,I. Canaan misses 3-pt shot from 22 ft
9:21.0,Defensive rebound by G. Dieng,,36-24,,
9:03.0,G. Dieng makes 3-pt shot from 25 ft (assist by J. Crawford),3,39-24,,
8:44.0,,,39-24,,D. Bender misses 2-pt shot at rim
8:39.0,,,39-24,,Offensive rebound by T. Chandler
8:39.0,,,39-24,,T. Chandler misses 2-pt shot at rim
8:39.0,,,39-24,,Offensive rebound by T. Chandler
8:38.0,,,39-24,,T. Warren misses 2-pt shot from 19 ft
8:38.0,,,39-24,,Offensive rebound by T. Chandler
8:33.0,,,39-24,,Turnover by T. Chandler (bad pass; steal by M. Georges-Hunt)
8:32.0,T. Jones makes 2-pt shot at rim,2,41-24,,
8:32.0,,,41-24,,Phoenix full timeout
8:32.0,,,41-24,,M. Chriss enters the game for I. Canaan
8:32.0,,,41-24,,T. Ulis enters the game for D. Bender
8:21.0,,,41-24,,T. Daniels misses 3-pt shot from 22 ft
8:18.0,Defensive rebound by G. Dieng,,41-24,,
8:01.0,K. Towns makes 2-pt shot at rim (assist by G. Dieng),2,43-24,,
7:42.0,,,43-24,,Turnover by T. Ulis (bad pass; steal by K. Towns)
7:37.0,T. Jones makes 2-pt shot at rim (assist by M. Georges-Hunt),2,45-24,,
7:16.0,,,45-26,2,T. Ulis makes 2-pt shot from 9 ft
7:04.0,Turnover by K. Towns (traveling),,45-26,,
6:54.0,Personal foul by J. Crawford (drawn by T. Daniels),,45-26,,
6:54.0,J. Butler enters the game for T. Jones,,45-26,,
6:54.0,J. Teague enters the game for M. Georges-Hunt,,45-26,,
6:46.0,,,45-26,,Turnover by T. Ulis (bad pass; steal by G. Dieng)
6:40.0,G. Dieng misses 2-pt shot at rim,,45-26,,
6:38.0,Offensive rebound by J. Teague,,45-26,,
6:35.0,J. Crawford misses 3-pt shot from 25 ft,,45-26,,
6:35.0,Offensive rebound by K. Towns,,45-26,,
6:23.0,Shooting foul by T. Ulis (drawn by G. Dieng),,45-26,,
6:23.0,G. Dieng makes free throw 1 of 2,1,46-26,,
6:23.0,G. Dieng makes free throw 2 of 2,1,47-26,,
6:12.0,,,47-28,2,M. Chriss makes 2-pt shot from 12 ft (assist by T. Daniels)
5:54.0,J. Teague makes 2-pt shot from 7 ft,2,49-28,,
5:46.0,Personal foul by K. Towns (drawn by T. Ulis),,49-28,,
5:46.0,,,49-28,,T. Ulis misses free throw 1 of 2
5:46.0,,,49-28,,Offensive rebound by Team
5:46.0,T. Gibson enters the game for G. Dieng,,49-28,,
5:46.0,,,49-28,,T. Ulis misses free throw 2 of 2
5:43.0,Defensive rebound by K. Towns,,49-28,,
5:38.0,Turnover by J. Crawford (out of bounds lost ball),,49-28,,
5:29.0,,,49-31,3,T. Daniels makes 3-pt shot from 29 ft (assist by T. Warren)
5:12.0,J. Teague makes 2-pt shot from 13 ft,2,51-31,,
4:59.0,,,51-31,,M. Chriss misses 3-pt shot from 26 ft
4:56.0,Defensive rebound by K. Towns,,51-31,,
4:44.0,T. Gibson makes 2-pt shot at rim,2,53-31,,
4:24.0,,,53-34,3,T. Daniels makes 3-pt shot from 22 ft
4:09.0,K. Towns makes 2-pt shot from 23 ft (assist by J. Butler),2,55-34,,
3:58.0,,,55-37,3,M. Chriss makes 3-pt shot from 25 ft (assist by T. Ulis)
3:46.0,J. Crawford misses 2-pt shot from 15 ft,,55-37,,
3:42.0,,,55-37,,Defensive rebound by T. Chandler
3:38.0,,,55-37,,T. Ulis misses 3-pt shot from 25 ft
3:37.0,Defensive rebound by T. Gibson,,55-37,,
3:27.0,,,55-37,,Personal foul by T. Ulis (drawn by J. Teague)
3:27.0,,,55-37,,I. Canaan enters the game for T. Ulis
3:27.0,A. Wiggins enters the game for J. Crawford,,55-37,,
3:20.0,,,55-37,,Personal foul by T. Warren (drawn by J. Butler)
3:08.0,T. Gibson makes 2-pt shot from 12 ft,2,57-37,,
2:54.0,,,57-39,2,T. Warren makes 2-pt shot from 19 ft
2:39.0,Turnover by J. Teague (bad pass; steal by T. Warren),,57-39,,
2:33.0,,,57-39,,T. Warren misses 2-pt shot from 1 ft
2:29.0,,,57-39,,Offensive rebound by T. Chandler
2:29.0,,,57-39,,T. Chandler misses 2-pt shot at rim
2:26.0,,,57-39,,Offensive rebound by T. Chandler
2:26.0,,,57-41,2,T. Chandler makes 2-pt shot at rim
2:10.0,A. Wiggins makes 2-pt shot from 6 ft,2,59-41,,
2:07.0,Personal foul by J. Teague (drawn by I. Canaan),,59-41,,
2:07.0,Minnesota full timeout,,59-41,,
2:07.0,,,59-42,1,I. Canaan makes free throw 1 of 2
2:07.0,,,59-43,1,I. Canaan makes free throw 2 of 2
1:56.0,J. Butler misses 2-pt shot from 8 ft,,59-43,,
1:55.0,,,59-43,,Defensive rebound by M. Chriss
1:52.0,,,59-43,,Turnover by M. Chriss (out of bounds lost ball)
1:30.0,A. Wiggins makes 2-pt shot from 18 ft,2,61-43,,
1:07.0,,,61-43,,T. Daniels misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by T. Gibson,,61-43,,
0:50.0,K. Towns misses 2-pt shot from 3 ft,,61-43,,
0:48.0,Offensive rebound by K. Towns,,61-43,,
0:48.0,,,61-43,,Personal foul by T. Chandler (drawn by K. Towns)
0:48.0,K. Towns makes free throw 1 of 2,1,62-43,,
0:48.0,K. Towns misses free throw 2 of 2,,62-43,,
0:46.0,,,62-43,,Defensive rebound by T. Chandler
0:32.0,,,62-43,,I. Canaan misses 2-pt shot at rim
0:27.0,,,62-43,,Offensive rebound by Team
0:24.0,,,62-43,,T. Warren misses 2-pt shot from 12 ft
0:20.0,Defensive rebound by J. Butler,,62-43,,
0:01.0,J. Butler makes 2-pt shot from 10 ft,2,64-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,64-43,,T. Warren misses 3-pt shot from 25 ft
11:41.0,,,64-43,,Offensive rebound by T. Ulis
11:37.0,,,64-45,2,T. Chandler makes 2-pt shot at rim (assist by T. Ulis)
11:20.0,K. Towns makes 2-pt shot at rim (assist by J. Teague),2,66-45,,
11:20.0,,,66-45,,Violation by M. Chriss (def goaltending)
11:05.0,,,66-47,2,T. Warren makes 2-pt shot at rim (assist by M. Chriss)
10:40.0,A. Wiggins misses 3-pt shot from 26 ft,,66-47,,
10:38.0,,,66-47,,Defensive rebound by M. Chriss
10:36.0,,,66-49,2,J. Jackson makes 2-pt shot from 5 ft
10:34.0,Minnesota full timeout,,66-49,,
10:15.0,J. Butler misses 2-pt shot at rim,,66-49,,
10:11.0,Offensive rebound by J. Teague,,66-49,,
10:09.0,J. Teague misses 2-pt shot from 7 ft,,66-49,,
10:06.0,Offensive rebound by A. Wiggins,,66-49,,
10:06.0,,,66-49,,Personal foul by J. Jackson (drawn by J. Teague)
10:01.0,T. Gibson misses 3-pt shot from 23 ft,,66-49,,
9:57.0,,,66-49,,Defensive rebound by T. Ulis
9:53.0,,,66-51,2,J. Jackson makes 2-pt shot from 1 ft
9:38.0,K. Towns misses 2-pt shot from 1 ft (block by M. Chriss),,66-51,,
9:35.0,,,66-51,,Defensive rebound by T. Warren
9:28.0,,,66-53,2,T. Warren makes 2-pt shot from 20 ft (assist by M. Chriss)
9:08.0,J. Butler misses 2-pt shot from 3 ft (block by M. Chriss),,66-53,,
9:05.0,Offensive rebound by J. Butler,,66-53,,
9:03.0,J. Teague misses 3-pt shot from 25 ft,,66-53,,
8:59.0,,,66-53,,Defensive rebound by T. Chandler
8:53.0,,,66-55,2,T. Ulis makes 2-pt shot from 17 ft
8:41.0,A. Wiggins misses 2-pt shot from 16 ft,,66-55,,
8:40.0,Offensive rebound by K. Towns,,66-55,,
8:40.0,,,66-55,,Personal foul by T. Chandler (drawn by K. Towns)
8:27.0,K. Towns misses 3-pt shot from 26 ft,,66-55,,
8:24.0,,,66-55,,Defensive rebound by T. Warren
8:17.0,,,66-55,,T. Warren misses 2-pt shot from 8 ft
8:16.0,Defensive rebound by J. Teague,,66-55,,
8:11.0,Turnover by J. Teague (lost ball; steal by T. Warren),,66-55,,
8:07.0,,,66-57,2,M. Chriss makes 2-pt shot at rim (assist by J. Jackson)
7:52.0,T. Gibson makes 2-pt shot from 1 ft (assist by J. Teague),2,68-57,,
7:30.0,,,68-59,2,T. Warren makes 2-pt shot from 6 ft (assist by T. Ulis)
7:08.0,J. Butler misses 3-pt shot from 24 ft,,68-59,,
7:05.0,,,68-59,,Defensive rebound by T. Warren
6:53.0,,,68-59,,T. Ulis misses 2-pt shot from 2 ft
6:52.0,,,68-59,,Offensive rebound by T. Warren
6:52.0,,,68-61,2,T. Warren makes 2-pt shot at rim
6:52.0,Minnesota full timeout,,68-61,,
6:35.0,T. Gibson misses 2-pt shot from 17 ft,,68-61,,
6:31.0,,,68-61,,Defensive rebound by T. Chandler
6:09.0,,,68-61,,Turnover by T. Ulis (bad pass; steal by T. Gibson)
6:04.0,A. Wiggins makes 2-pt shot at rim (assist by J. Teague),2,70-61,,
5:54.0,,,70-63,2,J. Jackson makes 2-pt shot from 10 ft
5:32.0,K. Towns misses 2-pt shot from 1 ft,,70-63,,
5:30.0,,,70-63,,Defensive rebound by T. Warren
5:25.0,,,70-65,2,T. Warren makes 2-pt shot at rim
5:07.0,J. Butler makes 2-pt shot from 10 ft,2,72-65,,
5:07.0,Shooting foul by T. Warren (drawn by J. Butler),,72-65,,
5:07.0,,,72-65,,D. Bender enters the game for M. Chriss
5:07.0,G. Dieng enters the game for K. Towns,,72-65,,
5:07.0,J. Butler makes free throw 1 of 1,1,73-65,,
4:56.0,,,73-65,,Turnover by T. Ulis (bad pass; steal by A. Wiggins)
4:47.0,T. Gibson misses 2-pt shot from 1 ft,,73-65,,
4:45.0,,,73-65,,Defensive rebound by D. Bender
4:43.0,,,73-65,,Shooting foul by J. Teague (drawn by J. Jackson)
4:43.0,,,73-65,,J. Jackson misses free throw 1 of 2
4:43.0,,,73-65,,Offensive rebound by Team
4:43.0,,,73-65,,A. Len enters the game for T. Chandler
4:43.0,,,73-66,1,J. Jackson makes free throw 2 of 2
4:30.0,J. Butler makes 2-pt shot from 8 ft,2,75-66,,
4:14.0,,,75-66,,Shooting foul by T. Gibson (drawn by J. Jackson)
4:14.0,,,75-67,1,J. Jackson makes free throw 1 of 2
4:14.0,,,75-67,,J. Jackson misses free throw 2 of 2
4:11.0,Defensive rebound by T. Gibson,,75-67,,
4:02.0,J. Teague makes 2-pt shot at rim,2,77-67,,
3:47.0,,,77-67,,T. Warren misses 2-pt shot from 20 ft
3:45.0,Defensive rebound by A. Wiggins,,77-67,,
3:34.0,J. Butler makes 2-pt shot at rim (assist by J. Teague),2,79-67,,
3:34.0,,,79-67,,Phoenix full timeout
3:34.0,,,79-67,,I. Canaan enters the game for T. Ulis
3:34.0,,,79-67,,T. Daniels enters the game for J. Jackson
3:26.0,,,79-70,3,T. Daniels makes 3-pt shot from 26 ft (assist by T. Warren)
3:07.0,A. Wiggins misses 2-pt shot from 3 ft (block by T. Warren),,79-70,,
3:06.0,Offensive rebound by A. Wiggins,,79-70,,
3:05.0,A. Wiggins misses 2-pt shot from 1 ft,,79-70,,
3:03.0,,,79-70,,Defensive rebound by T. Warren
2:57.0,Personal foul by J. Butler (drawn by T. Daniels),,79-70,,
2:43.0,,,79-73,3,I. Canaan makes 3-pt shot from 25 ft
2:21.0,Shooting foul by I. Canaan (drawn by J. Butler),,79-73,,
2:21.0,J. Butler makes free throw 1 of 2,1,80-73,,
2:21.0,J. Butler misses free throw 2 of 2,,80-73,,
2:18.0,,,80-73,,Defensive rebound by A. Len
2:04.0,,,80-76,3,T. Daniels makes 3-pt shot from 24 ft (assist by A. Len)
1:46.0,,,80-76,,Violation by D. Bender (kicked ball)
1:46.0,J. Crawford enters the game for J. Butler,,80-76,,
1:35.0,G. Dieng misses 2-pt shot from 21 ft,,80-76,,
1:30.0,,,80-76,,Defensive rebound by T. Warren
1:30.0,,,80-76,,Shooting foul by A. Wiggins (drawn by D. Bender)
1:30.0,,,80-77,1,D. Bender makes free throw 1 of 2
1:30.0,T. Jones enters the game for J. Teague,,80-77,,
1:30.0,,,80-78,1,D. Bender makes free throw 2 of 2
1:14.0,A. Wiggins makes 2-pt shot at rim,2,82-78,,
0:59.0,,,82-80,2,T. Warren makes 2-pt shot from 8 ft
0:42.0,A. Wiggins misses 2-pt shot from 17 ft,,82-80,,
0:39.0,Offensive rebound by Team,,82-80,,
0:39.0,,,82-80,,D. House enters the game for T. Warren
0:37.0,,,82-80,,Personal foul by D. Bender (drawn by G. Dieng)
0:37.0,G. Dieng makes free throw 1 of 2,1,83-80,,
0:37.0,G. Dieng makes free throw 2 of 2,1,84-80,,
0:25.0,,,84-80,,I. Canaan misses 2-pt shot at rim (block by G. Dieng)
0:22.0,Defensive rebound by G. Dieng,,84-80,,
0:03.0,J. Crawford makes 2-pt shot from 7 ft,2,86-80,,
0:00.0,,,86-80,,D. House misses 3-pt shot from 31 ft
0:00.0,,,86-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,J. Butler makes 2-pt shot from 17 ft,2,88-80,,
11:21.0,,,88-80,,D. Bender misses 3-pt shot from 24 ft
11:17.0,Defensive rebound by J. Butler,,88-80,,
11:09.0,G. Dieng makes 3-pt shot from 22 ft (assist by J. Butler),3,91-80,,
10:52.0,,,91-80,,T. Daniels misses 2-pt shot from 19 ft
10:50.0,Defensive rebound by G. Dieng,,91-80,,
10:39.0,T. Jones makes 3-pt shot from 23 ft (assist by G. Dieng),3,94-80,,
10:38.0,,,94-80,,Phoenix full timeout
10:27.0,,,94-82,2,A. Len makes 2-pt shot at rim (assist by I. Canaan)
10:10.0,J. Butler makes 2-pt shot from 6 ft,2,96-82,,
9:50.0,,,96-82,,A. Len misses 2-pt shot from 1 ft (block by J. Butler)
9:47.0,Defensive rebound by G. Dieng,,96-82,,
9:36.0,J. Crawford misses 2-pt shot from 16 ft,,96-82,,
9:33.0,,,96-82,,Defensive rebound by A. Len
9:26.0,,,96-82,,I. Canaan misses 3-pt shot from 25 ft
9:23.0,Defensive rebound by G. Dieng,,96-82,,
9:12.0,Turnover by J. Butler (lost ball; steal by I. Canaan),,96-82,,
9:07.0,,,96-84,2,A. Len makes 2-pt shot at rim (assist by I. Canaan)
8:54.0,J. Crawford misses 2-pt shot from 19 ft,,96-84,,
8:50.0,,,96-84,,Defensive rebound by D. House
8:43.0,,,96-84,,Turnover by T. Daniels (out of bounds lost ball)
8:43.0,,,96-84,,T. Chandler enters the game for A. Len
8:43.0,,,96-84,,J. Jackson enters the game for D. House
8:22.0,K. Towns makes 3-pt shot from 26 ft (assist by J. Crawford),3,99-84,,
8:05.0,,,99-84,,T. Daniels misses 3-pt shot from 25 ft
8:02.0,,,99-84,,Offensive rebound by J. Jackson
7:59.0,,,99-87,3,I. Canaan makes 3-pt shot from 24 ft (assist by J. Jackson)
7:44.0,,,99-87,,Personal foul by T. Chandler (drawn by K. Towns)
7:44.0,,,99-87,,M. Chriss enters the game for T. Daniels
7:44.0,,,99-87,,T. Warren enters the game for D. Bender
7:38.0,J. Butler makes 2-pt shot at rim (assist by G. Dieng),2,101-87,,
7:21.0,,,101-87,,Shooting foul by G. Dieng (drawn by M. Chriss)
7:21.0,,,101-88,1,M. Chriss makes free throw 1 of 2
7:21.0,,,101-88,,M. Chriss misses free throw 2 of 2
7:18.0,Defensive rebound by K. Towns,,101-88,,
7:01.0,T. Jones misses 2-pt shot at rim,,101-88,,
6:59.0,,,101-88,,Defensive rebound by T. Chandler
6:54.0,,,101-90,2,T. Warren makes 2-pt shot at rim (assist by I. Canaan)
6:43.0,Minnesota full timeout,,101-90,,
6:43.0,J. Teague enters the game for T. Jones,,101-90,,
6:36.0,Shooting foul by M. Chriss (drawn by J. Butler),,101-90,,
6:36.0,J. Butler makes free throw 1 of 2,1,102-90,,
6:36.0,J. Butler makes free throw 2 of 2,1,103-90,,
6:23.0,,,103-90,,M. Chriss misses 3-pt shot from 25 ft
6:22.0,,,103-90,,Offensive rebound by Team
6:22.0,Loose ball foul by K. Towns (drawn by T. Chandler),,103-90,,
6:19.0,,,103-93,3,J. Jackson makes 3-pt shot from 24 ft (assist by T. Chandler)
5:58.0,G. Dieng misses 2-pt shot from 19 ft,,103-93,,
5:56.0,,,103-93,,Defensive rebound by T. Chandler
5:46.0,,,103-95,2,T. Warren makes 2-pt shot from 12 ft (assist by I. Canaan)
5:29.0,J. Butler misses 3-pt shot from 25 ft,,103-95,,
5:26.0,,,103-95,,Defensive rebound by T. Warren
5:15.0,,,103-95,,M. Chriss misses 2-pt shot from 7 ft (block by K. Towns)
5:15.0,Defensive rebound by K. Towns,,103-95,,
5:02.0,Shooting foul by T. Warren (drawn by J. Crawford),,103-95,,
5:02.0,J. Crawford makes free throw 1 of 2,1,104-95,,
5:02.0,T. Gibson enters the game for G. Dieng,,104-95,,
5:02.0,J. Crawford makes free throw 2 of 2,1,105-95,,
4:37.0,,,105-95,,T. Warren misses 2-pt shot from 12 ft
4:35.0,Defensive rebound by K. Towns,,105-95,,
4:15.0,J. Butler misses 3-pt shot from 23 ft,,105-95,,
4:13.0,,,105-95,,Defensive rebound by T. Chandler
4:11.0,,,105-95,,Shooting foul by J. Butler (drawn by J. Jackson)
4:11.0,,,105-95,,J. Jackson misses free throw 1 of 2
4:11.0,,,105-95,,Offensive rebound by Team
4:11.0,A. Wiggins enters the game for J. Crawford,,105-95,,
4:11.0,,,105-95,,J. Jackson misses free throw 2 of 2
4:09.0,Defensive rebound by T. Gibson,,105-95,,
3:57.0,J. Butler misses 2-pt shot at rim (block by M. Chriss),,105-95,,
3:54.0,Offensive rebound by J. Butler,,105-95,,
3:52.0,J. Butler makes 2-pt shot from 10 ft,2,107-95,,
