time,Philadelphia,pts.away,score,pts.home,New York
0:20.0,J. Embiid makes free throw 1 of 2,1,32-32,,
0:20.0,J. Embiid misses free throw 2 of 2,,32-32,,
0:18.0,,,32-32,,Defensive rebound by K. O'Quinn
0:01.0,,,32-32,,E. Mudiay misses 2-pt shot from 7 ft
0:01.0,Defensive rebound by J. Embiid,,32-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,32-34,2,K. O'Quinn makes 2-pt shot from 13 ft (assist by T. Burke)
11:25.0,J. Embiid makes 2-pt shot from 1 ft,2,34-34,,
11:11.0,,,34-34,,K. O'Quinn misses 2-pt shot from 3 ft (block by J. Embiid)
11:07.0,Jump ball: K. O'Quinn vs. J. Embiid (R. Covington gains possession),,,,Jump ball: K. O'Quinn vs. J. Embiid (R. Covington gains possession)
11:07.0,Defensive rebound by Team,,34-34,,
10:58.0,J. Embiid makes 2-pt shot from 14 ft,2,36-34,,
10:43.0,,,36-36,2,T. Burke makes 2-pt shot from 21 ft
10:29.0,J. Redick makes 2-pt shot from 2 ft (assist by E. Ilyasova),2,38-36,,
10:29.0,Shooting foul by C. Lee (drawn by J. Redick),,38-36,,
10:29.0,J. Redick makes free throw 1 of 1,1,39-36,,
10:17.0,,,39-39,3,T. Burke makes 3-pt shot from 25 ft
9:56.0,Turnover by J. Embiid (lost ball; steal by K. O'Quinn),,39-39,,
9:49.0,,,39-41,2,T. Burke makes 2-pt shot from 17 ft
9:31.0,E. Ilyasova misses 2-pt shot from 1 ft,,39-41,,
9:30.0,Offensive rebound by E. Ilyasova,,39-41,,
9:30.0,Shooting foul by I. Hicks (drawn by E. Ilyasova),,39-41,,
9:30.0,M. Belinelli enters the game for J. Redick,,39-41,,
9:30.0,E. Ilyasova misses free throw 1 of 2,,39-41,,
9:30.0,Offensive rebound by Team,,39-41,,
9:30.0,E. Ilyasova makes free throw 2 of 2,1,40-41,,
9:07.0,,,40-41,,I. Hicks misses 3-pt shot from 25 ft
9:04.0,Defensive rebound by T. McConnell,,40-41,,
8:59.0,R. Covington makes 3-pt shot from 23 ft (assist by M. Belinelli),3,43-41,,
8:41.0,,,43-43,2,K. O'Quinn makes 2-pt shot from 14 ft (assist by F. Ntilikina)
8:25.0,J. Embiid makes 2-pt shot from 15 ft,2,45-43,,
8:11.0,,,45-45,2,C. Lee makes 2-pt shot from 13 ft (assist by K. O'Quinn)
7:59.0,M. Belinelli makes 2-pt shot from 1 ft (assist by J. Embiid),2,47-45,,
7:48.0,,,47-47,2,T. Burke makes 2-pt shot from 19 ft
7:29.0,Turnover by J. Embiid (bad pass),,47-47,,
7:29.0,A. Johnson enters the game for T. McConnell,,47-47,,
7:29.0,D. Saric enters the game for J. Embiid,,47-47,,
7:29.0,B. Simmons enters the game for E. Ilyasova,,47-47,,
7:14.0,,,47-49,2,T. Burke makes 2-pt shot from 16 ft (assist by F. Ntilikina)
7:14.0,Philadelphia full timeout,,47-49,,
6:59.0,B. Simmons makes 2-pt shot from 1 ft (assist by D. Saric),2,49-49,,
6:41.0,,,49-49,,Shooting foul by A. Johnson (drawn by I. Hicks)
6:41.0,,,49-49,,I. Hicks misses free throw 1 of 2
6:41.0,,,49-49,,Offensive rebound by Team
6:41.0,,,49-50,1,I. Hicks makes free throw 2 of 2
6:26.0,R. Covington makes 3-pt shot from 24 ft (assist by B. Simmons),3,52-50,,
6:12.0,,,52-52,2,T. Burke makes 2-pt shot from 21 ft
6:02.0,Turnover by B. Simmons (bad pass; steal by T. Burke),,52-52,,
6:00.0,,,52-52,,Shooting foul by A. Johnson (drawn by C. Lee)
6:00.0,E. Ilyasova enters the game for A. Johnson,,52-52,,
6:00.0,,,52-53,1,C. Lee makes free throw 1 of 2
6:00.0,,,52-54,1,C. Lee makes free throw 2 of 2
5:44.0,Turnover by D. Saric (traveling),,52-54,,
5:31.0,,,52-57,3,C. Lee makes 3-pt shot from 28 ft (assist by I. Hicks)
5:15.0,Turnover by B. Simmons (turnover),,52-57,,
4:56.0,,,52-57,,Turnover by F. Ntilikina (lost ball; steal by R. Covington)
4:50.0,M. Belinelli misses 3-pt shot from 24 ft,,52-57,,
4:47.0,,,52-57,,Defensive rebound by F. Ntilikina
4:40.0,,,52-57,,F. Ntilikina misses 3-pt shot from 25 ft
4:37.0,Defensive rebound by R. Covington,,52-57,,
4:32.0,M. Belinelli misses 3-pt shot from 24 ft,,52-57,,
4:29.0,Offensive rebound by D. Saric,,52-57,,
4:20.0,B. Simmons misses 2-pt shot from 10 ft,,52-57,,
4:20.0,Offensive rebound by Team,,52-57,,
4:20.0,,,52-57,,Loose ball foul by I. Hicks (drawn by E. Ilyasova)
4:20.0,T. McConnell enters the game for R. Covington,,52-57,,
4:18.0,,,52-57,,T. Hardaway enters the game for I. Hicks
4:18.0,,,52-57,,M. Beasley enters the game for F. Ntilikina
4:11.0,E. Ilyasova misses 3-pt shot from 24 ft,,52-57,,
4:07.0,Offensive rebound by D. Saric,,52-57,,
3:58.0,E. Ilyasova misses 2-pt shot from 12 ft (block by K. O'Quinn),,52-57,,
3:57.0,Offensive rebound by B. Simmons,,52-57,,
3:57.0,B. Simmons misses 2-pt shot at rim,,52-57,,
3:56.0,,,52-57,,Defensive rebound by T. Burke
3:48.0,,,52-59,2,K. O'Quinn makes 2-pt shot at rim (assist by M. Beasley)
3:35.0,B. Simmons misses 2-pt shot from 10 ft,,52-59,,
3:32.0,,,52-59,,Defensive rebound by K. O'Quinn
3:26.0,,,52-59,,T. Burke misses 3-pt shot from 27 ft
3:20.0,Defensive rebound by M. Belinelli,,52-59,,
3:13.0,D. Saric misses 3-pt shot from 25 ft,,52-59,,
3:11.0,Offensive rebound by E. Ilyasova,,52-59,,
3:09.0,E. Ilyasova makes 2-pt shot from 1 ft,2,54-59,,
3:03.0,,,54-59,,New York full timeout
3:03.0,J. Redick enters the game for D. Saric,,54-59,,
3:03.0,J. Embiid enters the game for M. Belinelli,,54-59,,
2:44.0,,,54-61,2,M. Beasley makes 2-pt shot from 1 ft
2:30.0,J. Redick makes 3-pt shot from 25 ft (assist by E. Ilyasova),3,57-61,,
2:14.0,,,57-61,,M. Beasley misses 3-pt shot from 24 ft
2:11.0,Defensive rebound by J. Embiid,,57-61,,
2:06.0,B. Simmons makes 2-pt shot at rim (assist by T. McConnell),2,59-61,,
1:44.0,,,59-63,2,M. Beasley makes 2-pt shot from 1 ft
1:35.0,Shooting foul by M. Beasley (drawn by B. Simmons),,59-63,,
1:35.0,B. Simmons misses free throw 1 of 2,,59-63,,
1:35.0,Offensive rebound by Team,,59-63,,
1:35.0,B. Simmons makes free throw 2 of 2,1,60-63,,
1:14.0,,,60-65,2,M. Beasley makes 2-pt shot from 20 ft
1:01.0,Turnover by B. Simmons (bad pass; steal by K. O'Quinn),,60-65,,
0:55.0,,,60-67,2,K. O'Quinn makes 2-pt shot at rim (assist by M. Beasley)
0:55.0,,,60-67,,Shooting foul by E. Ilyasova (drawn by K. O'Quinn)
0:55.0,,,60-68,1,K. O'Quinn makes free throw 1 of 1
0:36.0,J. Embiid misses 2-pt shot from 4 ft,,60-68,,
0:34.0,,,60-68,,Defensive rebound by M. Beasley
0:16.0,,,60-68,,T. Burke misses 2-pt shot from 18 ft
0:13.0,Defensive rebound by B. Simmons,,60-68,,
0:00.0,B. Simmons misses 2-pt shot from 14 ft,,60-68,,
0:00.0,,,60-68,,Defensive rebound by M. Beasley
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,60-70,2,T. Hardaway makes 2-pt shot from 1 ft (assist by E. Mudiay)
11:16.0,J. Embiid misses 2-pt shot from 11 ft,,60-70,,
11:13.0,,,60-70,,Defensive rebound by E. Kanter
11:08.0,Personal foul by J. Redick (drawn by E. Mudiay),,60-70,,
10:58.0,,,60-72,2,E. Kanter makes 2-pt shot from 1 ft (assist by E. Mudiay)
10:44.0,Shooting foul by E. Mudiay (drawn by D. Saric),,60-72,,
10:44.0,D. Saric misses free throw 1 of 2,,60-72,,
10:44.0,Offensive rebound by Team,,60-72,,
10:44.0,D. Saric makes free throw 2 of 2,1,61-72,,
10:33.0,,,61-72,,C. Lee misses 2-pt shot from 11 ft
10:31.0,Defensive rebound by J. Embiid,,61-72,,
10:22.0,J. Redick misses 3-pt shot from 25 ft,,61-72,,
10:17.0,Offensive rebound by B. Simmons,,61-72,,
10:15.0,R. Covington makes 3-pt shot from 24 ft (assist by B. Simmons),3,64-72,,
9:50.0,,,64-75,3,T. Hardaway makes 3-pt shot from 22 ft (assist by M. Beasley)
9:37.0,J. Embiid misses 2-pt shot from 14 ft,,64-75,,
9:34.0,,,64-75,,Defensive rebound by M. Beasley
9:23.0,,,64-75,,E. Kanter misses 2-pt shot from 7 ft
9:21.0,Defensive rebound by D. Saric,,64-75,,
9:12.0,D. Saric misses 2-pt shot from 12 ft,,64-75,,
9:07.0,,,64-75,,Defensive rebound by T. Hardaway
9:06.0,,,64-77,2,M. Beasley makes 2-pt shot from 1 ft (assist by T. Hardaway)
9:06.0,Philadelphia full timeout,,64-77,,
8:53.0,B. Simmons misses 2-pt shot from 2 ft (block by M. Beasley),,64-77,,
8:51.0,Offensive rebound by B. Simmons,,64-77,,
8:43.0,D. Saric misses 2-pt shot from 17 ft,,64-77,,
8:39.0,Offensive rebound by J. Embiid,,64-77,,
8:36.0,D. Saric makes 3-pt shot from 25 ft (assist by B. Simmons),3,67-77,,
8:17.0,,,67-79,2,M. Beasley makes 2-pt shot from 6 ft
8:17.0,,,67-79,,Shooting foul by D. Saric (drawn by M. Beasley)
8:17.0,,,67-79,,M. Beasley misses free throw 1 of 1
8:15.0,Defensive rebound by B. Simmons,,67-79,,
8:02.0,J. Embiid makes 2-pt shot from 13 ft,2,69-79,,
7:38.0,,,69-81,2,M. Beasley makes 2-pt shot from 12 ft
7:20.0,R. Covington misses 2-pt shot from 4 ft (block by C. Lee),,69-81,,
7:17.0,Offensive rebound by J. Embiid,,69-81,,
7:16.0,J. Embiid makes 2-pt shot from 1 ft,2,71-81,,
7:11.0,,,71-81,,C. Lee misses 3-pt shot from 23 ft
7:11.0,Defensive rebound by J. Redick,,71-81,,
7:04.0,J. Redick misses 3-pt shot from 25 ft,,71-81,,
7:04.0,,,71-81,,Defensive rebound by M. Beasley
6:54.0,,,71-81,,Turnover by E. Mudiay (bad pass; steal by D. Saric)
6:50.0,Shooting foul by M. Beasley (drawn by B. Simmons),,71-81,,
6:50.0,M. Belinelli enters the game for J. Redick,,71-81,,
6:50.0,B. Simmons misses free throw 1 of 2,,71-81,,
6:50.0,Offensive rebound by Team,,71-81,,
6:50.0,B. Simmons misses free throw 2 of 2,,71-81,,
6:44.0,Offensive rebound by J. Embiid,,71-81,,
6:34.0,J. Embiid misses 3-pt shot from 25 ft,,71-81,,
6:30.0,,,71-81,,Defensive rebound by M. Beasley
6:27.0,,,71-83,2,C. Lee makes 2-pt shot from 18 ft (assist by T. Hardaway)
6:17.0,Offensive foul by B. Simmons (drawn by C. Lee),,71-83,,
6:17.0,Turnover by B. Simmons (offensive foul),,71-83,,
6:17.0,A. Johnson enters the game for J. Embiid,,71-83,,
6:02.0,,,71-83,,T. Hardaway misses 3-pt shot from 24 ft
5:59.0,Defensive rebound by D. Saric,,71-83,,
5:55.0,B. Simmons misses 2-pt shot from 1 ft,,71-83,,
5:50.0,Offensive rebound by D. Saric,,71-83,,
5:50.0,D. Saric makes 2-pt shot at rim,2,73-83,,
5:30.0,,,73-83,,T. Hardaway misses 2-pt shot from 1 ft
5:29.0,,,73-83,,Offensive rebound by E. Kanter
5:29.0,,,73-83,,Shooting foul by M. Belinelli (drawn by E. Kanter)
5:29.0,,,73-84,1,E. Kanter makes free throw 1 of 2
5:29.0,,,73-84,,E. Kanter misses free throw 2 of 2
5:27.0,Defensive rebound by B. Simmons,,73-84,,
5:17.0,M. Belinelli makes 2-pt shot from 20 ft (assist by R. Covington),2,75-84,,
5:07.0,,,75-84,,Shooting foul by M. Belinelli (drawn by C. Lee)
5:07.0,T. McConnell enters the game for R. Covington,,75-84,,
5:07.0,,,75-84,,C. Lee misses free throw 1 of 2
5:07.0,,,75-84,,Offensive rebound by Team
5:07.0,,,75-85,1,C. Lee makes free throw 2 of 2
4:50.0,T. McConnell misses 2-pt shot from 10 ft,,75-85,,
4:47.0,,,75-85,,Defensive rebound by M. Beasley
4:27.0,,,75-87,2,E. Kanter makes 2-pt shot from 1 ft (assist by T. Hardaway)
4:19.0,,,75-87,,Personal foul by T. Hardaway (drawn by B. Simmons)
4:19.0,E. Ilyasova enters the game for D. Saric,,75-87,,
4:09.0,Offensive foul by A. Johnson (drawn by T. Hardaway),,75-87,,
4:09.0,Turnover by A. Johnson (offensive foul),,75-87,,
3:49.0,,,75-87,,E. Kanter misses 2-pt shot from 7 ft
3:47.0,Defensive rebound by E. Ilyasova,,75-87,,
3:41.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by B. Simmons),3,78-87,,
3:40.0,,,78-87,,New York full timeout
3:40.0,,,78-87,,T. Burke enters the game for E. Kanter
3:40.0,,,78-87,,K. O'Quinn enters the game for E. Mudiay
3:40.0,J. Redick enters the game for B. Simmons,,78-87,,
3:16.0,,,78-87,,M. Beasley misses 2-pt shot from 11 ft
3:13.0,Defensive rebound by T. McConnell,,78-87,,
3:08.0,Turnover by T. McConnell (bad pass; steal by M. Beasley),,78-87,,
3:01.0,,,78-87,,Offensive charge foul by M. Beasley (drawn by E. Ilyasova)
3:01.0,,,78-87,,Turnover by M. Beasley (offensive foul)
3:01.0,,,78-87,,I. Hicks enters the game for M. Beasley
2:39.0,M. Belinelli makes 2-pt shot from 1 ft (assist by A. Johnson),2,80-87,,
2:22.0,,,80-87,,Turnover by T. Hardaway (bad pass)
2:15.0,,,80-87,,Personal foul by T. Hardaway (drawn by E. Ilyasova)
2:15.0,,,80-87,,F. Ntilikina enters the game for T. Hardaway
2:03.0,E. Ilyasova misses 2-pt shot from 11 ft (block by I. Hicks),,80-87,,
2:01.0,Offensive rebound by Team,,80-87,,
1:57.0,J. Redick misses 2-pt shot from 1 ft,,80-87,,
1:52.0,Offensive rebound by E. Ilyasova,,80-87,,
1:52.0,E. Ilyasova misses 2-pt shot at rim,,80-87,,
1:51.0,,,80-87,,Defensive rebound by K. O'Quinn
1:45.0,,,80-89,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by T. Burke)
1:28.0,E. Ilyasova misses 2-pt shot from 17 ft,,80-89,,
1:25.0,,,80-89,,Defensive rebound by T. Burke
1:11.0,,,80-91,2,K. O'Quinn makes 2-pt shot from 1 ft
1:01.0,,,80-91,,Personal foul by I. Hicks (drawn by A. Johnson)
1:01.0,A. Johnson makes free throw 1 of 2,1,81-91,,
1:01.0,A. Johnson misses free throw 2 of 2,,81-91,,
0:57.0,,,81-91,,Defensive rebound by C. Lee
0:42.0,,,81-91,,T. Burke misses 2-pt shot from 12 ft
0:39.0,Defensive rebound by T. McConnell,,81-91,,
0:35.0,J. Redick misses 3-pt shot from 25 ft,,81-91,,
0:31.0,Offensive rebound by E. Ilyasova,,81-91,,
0:12.0,M. Belinelli makes 2-pt shot from 18 ft (assist by A. Johnson),2,83-91,,
0:03.0,,,83-91,,I. Hicks misses 3-pt shot from 22 ft
0:00.0,Defensive rebound by E. Ilyasova,,83-91,,
0:00.0,T. McConnell misses 3-pt shot from 46 ft,,83-91,,
0:00.0,Offensive rebound by Team,,83-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,J. Embiid makes 2-pt shot from 2 ft (assist by R. Covington),2,85-91,,
11:50.0,Shooting foul by K. O'Quinn (drawn by J. Embiid),,85-91,,
11:50.0,J. Embiid makes free throw 1 of 1,1,86-91,,
11:33.0,,,86-91,,Shooting foul by E. Ilyasova (drawn by T. Burke)
11:33.0,,,86-91,,T. Burke misses free throw 1 of 2
11:33.0,,,86-91,,Offensive rebound by Team
11:33.0,,,86-92,1,T. Burke makes free throw 2 of 2
11:07.0,R. Covington misses 3-pt shot from 25 ft,,86-92,,
11:04.0,,,86-92,,Defensive rebound by K. O'Quinn
10:55.0,Personal foul by R. Covington (drawn by K. O'Quinn),,86-92,,
10:45.0,,,86-92,,Shooting foul by J. Embiid (drawn by K. O'Quinn)
10:45.0,,,86-92,,K. O'Quinn misses free throw 1 of 2
10:45.0,,,86-92,,Offensive rebound by Team
10:45.0,,,86-92,,K. O'Quinn misses free throw 2 of 2
10:42.0,Defensive rebound by J. Embiid,,86-92,,
10:31.0,,,86-92,,Personal foul by T. Burke (drawn by J. Embiid)
10:23.0,J. Embiid misses 2-pt shot from 16 ft,,86-92,,
10:22.0,Offensive rebound by E. Ilyasova,,86-92,,
10:22.0,E. Ilyasova misses 2-pt shot at rim,,86-92,,
10:21.0,,,86-92,,Defensive rebound by K. O'Quinn
10:10.0,,,86-92,,T. Burke misses 2-pt shot from 18 ft
10:10.0,Defensive rebound by R. Covington,,86-92,,
10:01.0,E. Ilyasova misses 3-pt shot from 22 ft,,86-92,,
9:57.0,,,86-92,,Defensive rebound by D. Dotson
9:49.0,,,86-95,3,D. Dotson makes 3-pt shot from 24 ft (assist by F. Ntilikina)
9:35.0,T. McConnell makes 2-pt shot from 1 ft (assist by E. Ilyasova),2,88-95,,
9:09.0,,,88-95,,D. Dotson misses 2-pt shot from 19 ft (block by R. Covington)
9:08.0,,,88-95,,Offensive rebound by Team
9:08.0,,,88-95,,Turnover by Team (shot clock)
8:53.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by J. Embiid),3,91-95,,
8:52.0,,,91-95,,New York full timeout
8:52.0,,,91-95,,M. Beasley enters the game for I. Hicks
8:52.0,,,91-95,,T. Hardaway enters the game for F. Ntilikina
8:52.0,B. Simmons enters the game for T. McConnell,,91-95,,
8:43.0,Personal foul by R. Covington (drawn by T. Burke),,91-95,,
8:27.0,,,91-97,2,T. Burke makes 2-pt shot from 19 ft
8:08.0,B. Simmons makes 2-pt shot at rim (assist by J. Embiid),2,93-97,,
7:47.0,,,93-97,,T. Hardaway misses 2-pt shot from 13 ft
7:45.0,Defensive rebound by E. Ilyasova,,93-97,,
7:40.0,E. Ilyasova misses 3-pt shot from 25 ft,,93-97,,
7:37.0,,,93-97,,Defensive rebound by K. O'Quinn
7:30.0,,,93-99,2,M. Beasley makes 2-pt shot from 1 ft (assist by D. Dotson)
7:30.0,Philadelphia full timeout,,93-99,,
7:30.0,,,93-99,,E. Kanter enters the game for K. O'Quinn
7:30.0,,,93-99,,E. Mudiay enters the game for T. Burke
7:30.0,D. Saric enters the game for J. Embiid,,93-99,,
7:20.0,E. Ilyasova misses 2-pt shot from 18 ft,,93-99,,
7:17.0,,,93-99,,Defensive rebound by T. Hardaway
7:05.0,,,93-101,2,E. Kanter makes 2-pt shot at rim (assist by E. Mudiay)
6:57.0,B. Simmons makes 2-pt shot at rim,2,95-101,,
6:42.0,,,95-101,,M. Beasley misses 2-pt shot from 7 ft
6:40.0,Defensive rebound by D. Saric,,95-101,,
6:36.0,R. Covington makes 3-pt shot from 27 ft (assist by B. Simmons),3,98-101,,
6:19.0,,,98-101,,Turnover by E. Mudiay (bad pass; steal by E. Ilyasova)
