time,Golden State,pts.away,score,pts.home,Memphis
10:00.0,,,28-35,,D. Brooks misses free throw 1 of 1
9:57.0,Defensive rebound by K. Durant,,28-35,,
9:48.0,K. Durant misses 3-pt shot from 25 ft,,28-35,,
9:44.0,,,28-35,,Defensive rebound by B. Wright
9:33.0,,,28-35,,Turnover by B. Wright (bad pass; steal by A. Iguodala)
9:27.0,K. Durant makes 2-pt shot at rim (assist by A. Iguodala),2,30-35,,
9:20.0,,,30-35,,Memphis full timeout
9:20.0,,,30-35,,M. Conley enters the game for M. Chalmers
9:13.0,Personal foul by A. Iguodala (drawn by B. Wright),,30-35,,
9:03.0,,,30-37,2,B. Wright makes 2-pt shot from 3 ft (assist by M. Conley)
8:44.0,K. Thompson misses 3-pt shot from 25 ft,,30-37,,
8:42.0,,,30-37,,Defensive rebound by B. Wright
8:30.0,,,30-40,3,C. Parsons makes 3-pt shot from 26 ft (assist by D. Brooks)
8:19.0,Shooting foul by B. Wright (drawn by D. West),,30-40,,
8:19.0,D. West makes free throw 1 of 2,1,31-40,,
8:19.0,,,31-40,,M. Gasol enters the game for B. Wright
8:19.0,D. West makes free throw 2 of 2,1,32-40,,
8:03.0,,,32-40,,D. Brooks misses 2-pt shot from 1 ft
7:59.0,Defensive rebound by D. West,,32-40,,
7:54.0,K. Durant makes 2-pt shot from 14 ft,2,34-40,,
7:47.0,,,34-40,,C. Parsons misses 3-pt shot from 27 ft
7:43.0,Defensive rebound by D. West,,34-40,,
7:30.0,S. Livingston misses 2-pt shot from 9 ft,,34-40,,
7:29.0,Offensive rebound by K. Durant,,34-40,,
7:29.0,K. Durant misses 2-pt shot at rim,,34-40,,
7:29.0,Offensive rebound by K. Durant,,34-40,,
7:29.0,Turnover by K. Durant (out of bounds lost ball),,34-40,,
7:29.0,,,34-40,,J. Ennis enters the game for C. Parsons
7:18.0,,,34-42,2,M. Gasol makes 2-pt shot from 15 ft (assist by M. Conley)
7:05.0,,,34-42,,Personal foul by J. Ennis (drawn by K. Durant)
7:05.0,,,34-42,,M. Chalmers enters the game for T. Evans
7:05.0,,,34-42,,J. Martin enters the game for J. Ennis
7:05.0,D. Green enters the game for D. West,,34-42,,
7:05.0,S. Curry enters the game for A. Iguodala,,34-42,,
7:05.0,P. McCaw enters the game for K. Thompson,,34-42,,
7:00.0,D. Green misses 3-pt shot from 26 ft,,34-42,,
6:57.0,,,34-42,,Defensive rebound by M. Gasol
6:47.0,,,34-45,3,M. Gasol makes 3-pt shot from 24 ft (assist by M. Conley)
6:45.0,Golden State full timeout,,34-45,,
6:32.0,S. Curry misses 3-pt shot from 26 ft,,34-45,,
6:30.0,,,34-45,,Defensive rebound by D. Brooks
6:09.0,,,34-45,,M. Conley misses 2-pt shot from 12 ft
6:06.0,Defensive rebound by K. Durant,,34-45,,
5:46.0,S. Livingston makes 2-pt shot from 12 ft (assist by K. Durant),2,36-45,,
5:35.0,Personal foul by S. Curry (drawn by M. Conley),,36-45,,
5:26.0,,,36-45,,M. Conley misses 2-pt shot from 1 ft
5:23.0,Defensive rebound by D. Green,,36-45,,
5:20.0,S. Livingston misses 2-pt shot from 3 ft,,36-45,,
5:16.0,,,36-45,,Defensive rebound by J. Martin
5:05.0,Personal foul by D. Green (drawn by M. Gasol),,36-45,,
5:05.0,,,36-46,1,M. Gasol makes free throw 1 of 2
5:05.0,,,36-46,,T. Evans enters the game for M. Conley
5:05.0,A. Iguodala enters the game for S. Livingston,,36-46,,
5:05.0,K. Thompson enters the game for P. McCaw,,36-46,,
5:05.0,,,36-47,1,M. Gasol makes free throw 2 of 2
4:44.0,Turnover by K. Durant (traveling),,36-47,,
4:35.0,,,36-49,2,M. Chalmers makes 2-pt shot from 1 ft
4:26.0,S. Curry makes 3-pt shot from 25 ft,3,39-49,,
4:15.0,,,39-49,,Offensive charge foul by M. Chalmers (drawn by S. Curry)
4:15.0,,,39-49,,Turnover by M. Chalmers (offensive foul)
4:09.0,S. Curry makes 3-pt shot from 25 ft,3,42-49,,
3:54.0,,,42-49,,Shooting foul by S. Curry (drawn by M. Chalmers)
3:54.0,,,42-50,1,M. Chalmers makes free throw 1 of 2
3:54.0,P. McCaw enters the game for S. Curry,,42-50,,
3:54.0,,,42-50,,M. Chalmers misses free throw 2 of 2
3:51.0,Defensive rebound by K. Durant,,42-50,,
3:31.0,D. Green misses 3-pt shot from 25 ft,,42-50,,
3:29.0,,,42-50,,Defensive rebound by T. Evans
3:21.0,Personal foul by A. Iguodala,,42-50,,
3:21.0,,,42-51,1,M. Gasol makes free throw 1 of 2
3:21.0,,,42-52,1,M. Gasol makes free throw 2 of 2
3:21.0,Technical foul by A. Iguodala,,42-52,,
3:21.0,,,42-53,1,M. Gasol makes technical free throw
2:59.0,Shooting foul by M. Chalmers (drawn by D. Green),,42-53,,
2:59.0,D. Green makes free throw 1 of 2,1,43-53,,
2:59.0,,,43-53,,M. Conley enters the game for M. Chalmers
2:59.0,D. Green misses free throw 2 of 2,,43-53,,
2:57.0,,,43-53,,Defensive rebound by M. Gasol
2:44.0,,,43-53,,M. Gasol misses 2-pt shot from 9 ft
2:41.0,,,43-53,,Offensive rebound by T. Evans
2:32.0,,,43-53,,T. Evans misses 3-pt shot from 25 ft
2:28.0,Defensive rebound by D. Green,,43-53,,
2:21.0,K. Durant makes 2-pt shot from 15 ft (assist by D. Green),2,45-53,,
2:00.0,,,45-53,,Turnover by M. Conley (bad pass; steal by K. Durant)
1:54.0,K. Thompson misses 2-pt shot from 1 ft,,45-53,,
1:51.0,,,45-53,,Defensive rebound by M. Gasol
1:48.0,,,45-53,,M. Conley misses 3-pt shot from 25 ft
1:45.0,Defensive rebound by K. Durant,,45-53,,
1:41.0,Shooting foul by J. Martin (drawn by K. Durant),,45-53,,
1:41.0,K. Durant misses free throw 1 of 2,,45-53,,
1:41.0,Offensive rebound by Team,,45-53,,
1:41.0,,,45-53,,C. Parsons enters the game for J. Martin
1:41.0,K. Durant makes free throw 2 of 2,1,46-53,,
1:26.0,,,46-53,,Turnover by M. Gasol (bad pass; steal by P. McCaw)
1:20.0,K. Thompson makes 3-pt shot from 25 ft (assist by P. McCaw),3,49-53,,
0:59.0,,,49-53,,T. Evans misses 2-pt shot from 1 ft (block by K. Durant)
0:58.0,Defensive rebound by Team,,49-53,,
0:49.0,P. McCaw misses 3-pt shot from 25 ft,,49-53,,
0:46.0,,,49-53,,Defensive rebound by D. Brooks
0:34.0,,,49-56,3,D. Brooks makes 3-pt shot from 23 ft (assist by M. Conley)
0:23.0,,,49-56,,Personal foul by D. Brooks (drawn by K. Durant)
0:23.0,K. Durant makes free throw 1 of 2,1,50-56,,
0:23.0,J. Bell enters the game for A. Iguodala,,50-56,,
0:23.0,S. Livingston enters the game for D. Green,,50-56,,
0:23.0,K. Durant makes free throw 2 of 2,1,51-56,,
0:05.0,,,51-56,,M. Gasol misses 2-pt shot from 8 ft (block by K. Thompson)
0:01.0,,,51-56,,Offensive rebound by M. Gasol
0:01.0,,,51-56,,M. Gasol misses 2-pt shot from 2 ft
0:01.0,Defensive rebound by Team,,51-56,,
0:00.0,K. Thompson misses 3-pt shot from 64 ft,,51-56,,
0:00.0,Offensive rebound by Team,,51-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,S. Curry makes 3-pt shot from 25 ft,3,54-56,,
11:22.0,,,54-56,,Turnover by M. Gasol (bad pass)
11:17.0,Turnover by K. Durant (out of bounds lost ball),,54-56,,
11:06.0,,,54-56,,Turnover by M. Gasol (bad pass; steal by Z. Pachulia)
11:01.0,K. Thompson misses 3-pt shot from 25 ft,,54-56,,
10:59.0,,,54-56,,Defensive rebound by Team
10:37.0,,,54-59,3,M. Conley makes 3-pt shot from 25 ft
10:26.0,K. Thompson makes 2-pt shot at rim (assist by K. Durant),2,56-59,,
10:13.0,,,56-59,,M. Conley misses 3-pt shot from 25 ft
10:12.0,Defensive rebound by Z. Pachulia,,56-59,,
10:12.0,,,56-59,,Personal foul by J. Ennis (drawn by Z. Pachulia)
10:01.0,K. Thompson misses 2-pt shot from 9 ft,,56-59,,
10:00.0,Offensive rebound by Z. Pachulia,,56-59,,
9:50.0,Loose ball foul by Z. Pachulia (drawn by M. Gasol),,56-59,,
9:49.0,S. Curry misses 2-pt shot from 4 ft,,56-59,,
9:49.0,,,56-59,,Defensive rebound by Team
9:36.0,,,56-59,,A. Harrison misses 3-pt shot from 26 ft
9:35.0,,,56-59,,Offensive rebound by J. Ennis
9:34.0,,,56-61,2,J. Ennis makes 2-pt shot from 1 ft
9:34.0,Golden State full timeout,,56-61,,
9:26.0,,,56-61,,Personal foul by M. Gasol (drawn by Z. Pachulia)
9:11.0,D. Green misses 3-pt shot from 25 ft,,56-61,,
9:07.0,,,56-61,,Defensive rebound by J. Ennis
8:56.0,,,56-61,,J. Martin misses 3-pt shot from 22 ft
8:53.0,,,56-61,,Offensive rebound by M. Gasol
8:43.0,,,56-61,,Shooting foul by Z. Pachulia (drawn by M. Gasol)
8:43.0,,,56-62,1,M. Gasol makes free throw 1 of 2
8:43.0,,,56-63,1,M. Gasol makes free throw 2 of 2
8:30.0,K. Durant misses 2-pt shot from 20 ft,,56-63,,
8:28.0,,,56-63,,Defensive rebound by M. Gasol
8:24.0,,,56-63,,Shooting foul by Z. Pachulia (drawn by M. Gasol)
8:24.0,,,56-64,1,M. Gasol makes free throw 1 of 2
8:24.0,,,56-65,1,M. Gasol makes free throw 2 of 2
8:08.0,,,56-65,,Personal foul by M. Conley (drawn by D. Green)
8:06.0,K. Thompson misses 2-pt shot from 16 ft,,56-65,,
8:03.0,,,56-65,,Defensive rebound by M. Gasol
7:59.0,,,56-67,2,J. Ennis makes 2-pt shot at rim (assist by M. Conley)
7:42.0,S. Curry misses 2-pt shot at rim,,56-67,,
7:40.0,,,56-67,,Defensive rebound by J. Ennis
7:36.0,,,56-69,2,J. Martin makes 2-pt shot at rim (assist by J. Ennis)
7:21.0,Offensive foul by Z. Pachulia (drawn by M. Conley),,56-69,,
7:21.0,Turnover by Z. Pachulia (offensive foul),,56-69,,
7:21.0,P. McCaw enters the game for Z. Pachulia,,56-69,,
7:00.0,,,56-72,3,M. Gasol makes 3-pt shot from 25 ft
6:37.0,Turnover by K. Durant (bad pass; steal by J. Martin),,56-72,,
6:32.0,,,56-74,2,J. Ennis makes 2-pt shot at rim
6:31.0,Golden State full timeout,,56-74,,
6:13.0,Shooting foul by M. Conley (drawn by S. Curry),,56-74,,
6:13.0,S. Curry makes free throw 1 of 2,1,57-74,,
6:13.0,S. Curry makes free throw 2 of 2,1,58-74,,
6:07.0,Personal foul by D. Green (drawn by M. Gasol),,58-74,,
5:53.0,,,58-74,,Turnover by M. Gasol (lost ball; steal by D. Green)
5:49.0,K. Thompson makes 2-pt shot at rim (assist by D. Green),2,60-74,,
5:31.0,,,60-74,,A. Harrison misses 3-pt shot from 26 ft
5:24.0,,,60-74,,Offensive rebound by J. Martin
5:24.0,,,60-76,2,J. Martin makes 2-pt shot at rim
5:21.0,Offensive foul by D. Green (drawn by M. Conley),,60-76,,
5:21.0,Turnover by D. Green (offensive foul),,60-76,,
5:21.0,,,60-76,,T. Evans enters the game for A. Harrison
5:21.0,,,60-76,,M. Chalmers enters the game for M. Conley
5:05.0,,,60-76,,M. Chalmers misses 2-pt shot from 1 ft
5:03.0,,,60-76,,Personal foul by M. Chalmers (drawn by S. Curry)
5:03.0,S. Curry makes free throw 1 of 2,1,61-76,,
5:03.0,N. Young enters the game for K. Durant,,61-76,,
5:03.0,A. Iguodala enters the game for P. McCaw,,61-76,,
5:03.0,S. Curry makes free throw 2 of 2,1,62-76,,
5:02.0,Offensive rebound by S. Curry,,62-76,,
4:49.0,Personal foul by K. Thompson (drawn by M. Gasol),,62-76,,
4:49.0,,,62-77,1,M. Gasol makes free throw 1 of 2
4:49.0,,,62-78,1,M. Gasol makes free throw 2 of 2
4:37.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,64-78,,
4:27.0,,,64-80,2,J. Ennis makes 2-pt shot from 12 ft (assist by M. Gasol)
4:10.0,Turnover by N. Young (bad pass; steal by J. Martin),,64-80,,
4:07.0,,,64-82,2,J. Martin makes 2-pt shot from 1 ft
3:53.0,S. Curry misses 3-pt shot from 25 ft,,64-82,,
3:51.0,,,64-82,,Defensive rebound by T. Evans
3:38.0,,,64-82,,Turnover by M. Gasol (traveling)
3:38.0,,,64-82,,D. Brooks enters the game for J. Ennis
3:38.0,J. Bell enters the game for K. Thompson,,64-82,,
3:24.0,S. Curry makes 3-pt shot from 25 ft,3,67-82,,
3:03.0,,,67-82,,J. Martin misses 2-pt shot from 12 ft (block by J. Bell)
3:00.0,Defensive rebound by S. Curry,,67-82,,
2:59.0,Shooting foul by J. Martin (drawn by S. Curry),,67-82,,
2:59.0,S. Curry makes free throw 1 of 2,1,68-82,,
2:59.0,,,68-82,,C. Parsons enters the game for J. Martin
2:59.0,S. Curry makes free throw 2 of 2,1,69-82,,
2:43.0,,,69-82,,Turnover by M. Gasol (lost ball; steal by D. Green)
2:38.0,S. Curry misses 3-pt shot from 22 ft,,69-82,,
2:36.0,Offensive rebound by J. Bell,,69-82,,
2:33.0,N. Young misses 3-pt shot from 25 ft,,69-82,,
2:28.0,,,69-82,,Defensive rebound by M. Chalmers
2:16.0,Personal foul by S. Curry (drawn by M. Chalmers),,69-82,,
2:16.0,,,69-82,,M. Chalmers misses free throw 1 of 2
2:16.0,,,69-82,,Offensive rebound by Team
2:16.0,,,69-82,,B. Wright enters the game for M. Gasol
2:16.0,K. Durant enters the game for J. Bell,,69-82,,
2:16.0,S. Livingston enters the game for S. Curry,,69-82,,
2:16.0,,,69-83,1,M. Chalmers makes free throw 2 of 2
1:58.0,K. Durant misses 2-pt shot from 11 ft,,69-83,,
1:56.0,Offensive rebound by S. Livingston,,69-83,,
1:54.0,N. Young misses 3-pt shot from 23 ft,,69-83,,
1:54.0,,,69-83,,Defensive rebound by B. Wright
1:41.0,,,69-86,3,T. Evans makes 3-pt shot from 25 ft
1:29.0,K. Durant misses 3-pt shot from 25 ft,,69-86,,
1:26.0,,,69-86,,Defensive rebound by T. Evans
1:12.0,,,69-86,,T. Evans misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by D. Green,,69-86,,
1:01.0,Turnover by D. Green (bad pass; steal by M. Chalmers),,69-86,,
0:59.0,,,69-86,,Shooting foul by S. Livingston (drawn by M. Chalmers)
0:59.0,,,69-87,1,M. Chalmers makes free throw 1 of 2
0:59.0,,,69-88,1,M. Chalmers makes free throw 2 of 2
0:42.0,A. Iguodala misses 2-pt shot from 3 ft (block by M. Chalmers),,69-88,,
0:41.0,Offensive rebound by Team,,69-88,,
0:39.0,K. Durant misses 2-pt shot from 18 ft,,69-88,,
0:36.0,,,69-88,,Defensive rebound by T. Evans
0:32.0,,,69-88,,C. Parsons misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by D. Green,,69-88,,
0:25.0,S. Livingston makes 2-pt shot from 1 ft,2,71-88,,
0:01.0,,,71-88,,Turnover by T. Evans (bad pass; steal by A. Iguodala)
0:00.0,A. Iguodala misses 3-pt shot from 44 ft,,71-88,,
0:00.0,Offensive rebound by Team,,71-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,71-88,,M. Chalmers misses 3-pt shot from 25 ft
11:40.0,Defensive rebound by K. Durant,,71-88,,
11:25.0,Turnover by D. West (bad pass; steal by B. Wright),,71-88,,
11:17.0,,,71-88,,Turnover by D. Brooks (bad pass; steal by D. West)
11:17.0,,,71-88,,Personal take foul by M. Chalmers (drawn by K. Thompson)
11:17.0,,,71-88,,M. Conley enters the game for M. Chalmers
11:06.0,Turnover by S. Livingston (bad pass; steal by T. Evans),,71-88,,
11:03.0,,,71-88,,Loose ball foul by C. Parsons (drawn by S. Livingston)
11:02.0,,,71-88,,T. Evans misses 2-pt shot at rim
11:02.0,Defensive rebound by Team,,71-88,,
10:48.0,,,71-88,,Personal foul by D. Brooks (drawn by K. Durant)
10:35.0,K. Thompson misses 3-pt shot from 27 ft,,71-88,,
10:31.0,,,71-88,,Defensive rebound by T. Evans
10:29.0,,,71-88,,Turnover by T. Evans (bad pass; steal by D. West)
10:25.0,K. Durant makes 3-pt shot from 25 ft (assist by D. West),3,74-88,,
10:01.0,,,74-88,,T. Evans misses 3-pt shot from 25 ft
9:57.0,Defensive rebound by D. West,,74-88,,
9:47.0,,,74-88,,J. Martin enters the game for C. Parsons
9:39.0,K. Durant makes 3-pt shot from 26 ft (assist by D. West),3,77-88,,
9:24.0,,,77-88,,J. Martin misses 2-pt shot at rim
9:21.0,Defensive rebound by K. Durant,,77-88,,
9:17.0,K. Durant misses 3-pt shot from 26 ft,,77-88,,
9:15.0,Offensive rebound by D. West,,77-88,,
8:59.0,S. Livingston misses 2-pt shot from 8 ft,,77-88,,
8:54.0,Offensive rebound by D. West,,77-88,,
8:54.0,D. West makes 2-pt shot at rim,2,79-88,,
8:50.0,,,79-88,,Memphis full timeout
8:50.0,,,79-88,,M. Gasol enters the game for T. Evans
8:50.0,,,79-88,,J. Ennis enters the game for B. Wright
8:37.0,,,79-88,,M. Conley misses 3-pt shot from 25 ft
8:36.0,Defensive rebound by K. Durant,,79-88,,
8:31.0,K. Thompson misses 3-pt shot from 27 ft,,79-88,,
8:31.0,Offensive rebound by D. West,,79-88,,
8:31.0,D. West misses 2-pt shot from 1 ft,,79-88,,
8:31.0,,,79-88,,Defensive rebound by M. Conley
8:08.0,,,79-90,2,M. Gasol makes 2-pt shot from 4 ft
7:44.0,K. Thompson misses 3-pt shot from 25 ft,,79-90,,
7:42.0,Offensive rebound by A. Iguodala,,79-90,,
7:37.0,Turnover by K. Durant (out of bounds lost ball),,79-90,,
7:29.0,Personal foul by D. West (drawn by M. Gasol),,79-90,,
7:29.0,D. Green enters the game for D. West,,79-90,,
7:16.0,,,79-92,2,M. Conley makes 2-pt shot from 8 ft (assist by J. Ennis)
6:59.0,D. Green misses 3-pt shot from 25 ft (block by M. Gasol),,79-92,,
6:56.0,,,79-92,,Defensive rebound by J. Martin
6:45.0,,,79-94,2,M. Conley makes 2-pt shot from 4 ft
6:38.0,Golden State full timeout,,79-94,,
6:38.0,S. Curry enters the game for A. Iguodala,,79-94,,
