time,San Antonio,pts.away,score,pts.home,Phoenix
11:43.0,,,28-19,2,T. Daniels makes 2-pt shot from 13 ft
11:19.0,J. Lauvergne misses 2-pt shot from 9 ft,,28-19,,
11:17.0,,,28-19,,Defensive rebound by G. Monroe
11:14.0,,,28-19,,Shooting foul by D. White (drawn by M. James)
11:14.0,,,28-20,1,M. James makes free throw 1 of 2
11:14.0,,,28-20,,M. James misses free throw 2 of 2
11:12.0,Defensive rebound by D. Bertans,,28-20,,
11:00.0,Turnover by P. Mills (lost ball; steal by M. James),,28-20,,
10:50.0,,,28-20,,Turnover by M. James (bad pass; steal by D. Hilliard)
10:45.0,D. White makes 2-pt shot from 10 ft,2,30-20,,
10:23.0,,,30-20,,D. House misses 3-pt shot from 26 ft
10:19.0,,,30-20,,Offensive rebound by G. Monroe
10:15.0,,,30-20,,Turnover by D. House (bad pass)
10:15.0,D. Murray enters the game for P. Mills,,30-20,,
10:15.0,R. Gay enters the game for D. Bertans,,30-20,,
9:58.0,J. Lauvergne misses 2-pt shot from 7 ft,,30-20,,
9:56.0,Offensive rebound by D. Murray,,30-20,,
9:56.0,D. Murray misses 2-pt shot at rim,,30-20,,
9:56.0,,,30-20,,Defensive rebound by T. Daniels
9:37.0,,,30-20,,J. Dudley misses 3-pt shot from 25 ft
9:34.0,Defensive rebound by J. Lauvergne,,30-20,,
9:27.0,D. Hilliard misses 2-pt shot from 6 ft,,30-20,,
9:26.0,Offensive rebound by Team,,30-20,,
9:18.0,,,30-20,,Personal foul by J. Dudley (drawn by J. Lauvergne)
9:13.0,R. Gay makes 2-pt shot from 15 ft,2,32-20,,
8:54.0,,,32-20,,M. James misses 2-pt shot from 6 ft
8:53.0,Defensive rebound by Team,,32-20,,
8:41.0,Shooting foul by J. Dudley (drawn by R. Gay),,32-20,,
8:41.0,R. Gay makes free throw 1 of 2,1,33-20,,
8:41.0,,,33-20,,M. Chriss enters the game for J. Dudley
8:41.0,L. Aldridge enters the game for D. Hilliard,,33-20,,
8:41.0,B. Forbes enters the game for J. Lauvergne,,33-20,,
8:41.0,R. Gay makes free throw 2 of 2,1,34-20,,
8:25.0,,,34-22,2,D. House makes 2-pt shot from 6 ft
8:13.0,R. Gay makes 2-pt shot from 7 ft (assist by D. Murray),2,36-22,,
8:05.0,,,36-24,2,M. James makes 2-pt shot from 11 ft
7:42.0,L. Aldridge misses 2-pt shot from 14 ft,,36-24,,
7:39.0,,,36-24,,Defensive rebound by D. House
7:30.0,,,36-24,,G. Monroe misses 2-pt shot from 5 ft
7:28.0,Defensive rebound by B. Forbes,,36-24,,
7:21.0,R. Gay misses 3-pt shot from 25 ft,,36-24,,
7:17.0,,,36-24,,Defensive rebound by G. Monroe
7:10.0,,,36-24,,Shooting foul by L. Aldridge (drawn by M. James)
7:10.0,,,36-25,1,M. James makes free throw 1 of 2
7:10.0,,,36-25,,T. Warren enters the game for D. House
7:10.0,,,36-25,,J. Jackson enters the game for T. Daniels
7:10.0,,,36-25,,M. James misses free throw 2 of 2
7:08.0,Defensive rebound by R. Gay,,36-25,,
6:55.0,D. White makes 2-pt shot from 6 ft,2,38-25,,
6:36.0,,,38-25,,M. Chriss misses 2-pt shot from 6 ft
6:34.0,Defensive rebound by D. Murray,,38-25,,
6:27.0,D. Murray misses 2-pt shot from 11 ft,,38-25,,
6:24.0,,,38-25,,Defensive rebound by G. Monroe
6:19.0,,,38-28,3,T. Warren makes 3-pt shot from 26 ft (assist by M. James)
6:18.0,San Antonio full timeout,,38-28,,
6:18.0,B. Paul enters the game for D. White,,38-28,,
6:08.0,B. Forbes makes 2-pt shot from 7 ft (assist by D. Murray),2,40-28,,
5:45.0,,,40-31,3,M. Chriss makes 3-pt shot from 26 ft (assist by T. Warren)
5:18.0,R. Gay misses 2-pt shot from 5 ft,,40-31,,
5:16.0,Offensive rebound by L. Aldridge,,40-31,,
5:16.0,L. Aldridge misses 2-pt shot from 1 ft,,40-31,,
5:14.0,,,40-31,,Defensive rebound by G. Monroe
5:05.0,,,40-31,,G. Monroe misses 2-pt shot from 4 ft
5:03.0,Defensive rebound by L. Aldridge,,40-31,,
5:00.0,B. Paul makes 2-pt shot from 1 ft (assist by D. Murray),2,42-31,,
4:44.0,,,42-31,,J. Jackson misses 3-pt shot from 25 ft
4:44.0,Defensive rebound by D. Murray,,42-31,,
4:22.0,L. Aldridge misses 3-pt shot from 26 ft,,42-31,,
4:20.0,Offensive rebound by D. Murray,,42-31,,
4:19.0,D. Murray misses 2-pt shot at rim,,42-31,,
4:19.0,Offensive rebound by D. Murray,,42-31,,
4:18.0,D. Murray misses 2-pt shot at rim,,42-31,,
4:18.0,Offensive rebound by D. Murray,,42-31,,
4:16.0,D. Murray misses 2-pt shot at rim,,42-31,,
4:16.0,Offensive rebound by D. Murray,,42-31,,
4:16.0,D. Murray makes 2-pt shot at rim,2,44-31,,
4:16.0,,,44-31,,Phoenix full timeout
4:16.0,,,44-31,,T. Chandler enters the game for M. Chriss
4:16.0,,,44-31,,T. Ulis enters the game for G. Monroe
4:16.0,,,44-31,,J. Dudley enters the game for M. James
4:04.0,,,44-31,,J. Dudley misses 3-pt shot from 24 ft
4:00.0,Defensive rebound by D. Murray,,44-31,,
3:50.0,B. Forbes makes 2-pt shot from 19 ft (assist by L. Aldridge),2,46-31,,
3:37.0,,,46-33,2,J. Jackson makes 2-pt shot from 8 ft
3:13.0,R. Gay makes 2-pt shot from 15 ft (assist by D. Murray),2,48-33,,
2:50.0,,,48-33,,T. Warren misses 3-pt shot from 25 ft
2:48.0,,,48-33,,Offensive rebound by T. Chandler
2:43.0,,,48-35,2,T. Chandler makes 2-pt shot at rim
2:28.0,Turnover by R. Gay (traveling),,48-35,,
2:24.0,,,48-37,2,T. Warren makes 2-pt shot at rim (assist by J. Jackson)
2:01.0,B. Paul misses 2-pt shot from 12 ft,,48-37,,
1:59.0,,,48-37,,Defensive rebound by J. Dudley
1:44.0,,,48-39,2,J. Jackson makes 2-pt shot from 12 ft
1:26.0,B. Forbes misses 2-pt shot from 8 ft,,48-39,,
1:21.0,Offensive rebound by L. Aldridge,,48-39,,
1:21.0,L. Aldridge misses 2-pt shot at rim,,48-39,,
1:20.0,,,48-39,,Defensive rebound by T. Warren
1:18.0,,,48-39,,T. Warren misses 2-pt shot from 1 ft
1:14.0,Defensive rebound by D. Murray,,48-39,,
1:07.0,D. Murray makes 2-pt shot from 2 ft,2,50-39,,
0:58.0,,,50-39,,Turnover by T. Warren (traveling)
0:58.0,P. Mills enters the game for B. Paul,,50-39,,
0:52.0,Offensive foul by P. Mills (drawn by J. Dudley),,50-39,,
0:52.0,Turnover by P. Mills (offensive foul),,50-39,,
0:42.0,,,50-39,,T. Warren misses 2-pt shot from 18 ft
0:40.0,Defensive rebound by P. Mills,,50-39,,
0:34.0,Offensive charge foul by D. Murray (drawn by J. Dudley),,50-39,,
0:34.0,Turnover by D. Murray (offensive foul),,50-39,,
0:24.0,,,50-39,,T. Warren misses 2-pt shot from 2 ft
0:24.0,,,50-39,,Offensive rebound by Team
0:05.0,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Mills),2,52-39,,
0:02.0,,,52-39,,T. Ulis misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by B. Forbes,,52-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,52-39,,M. Chriss misses 2-pt shot from 3 ft (block by L. Aldridge)
11:32.0,Defensive rebound by D. Murray,,52-39,,
11:13.0,L. Aldridge misses 2-pt shot from 17 ft,,52-39,,
11:12.0,Offensive rebound by Team,,52-39,,
11:10.0,Shooting foul by T. Warren (drawn by B. Paul),,52-39,,
11:10.0,B. Paul makes free throw 1 of 2,1,53-39,,
11:10.0,B. Paul makes free throw 2 of 2,1,54-39,,
10:58.0,,,54-41,2,T. Ulis makes 2-pt shot from 3 ft
10:37.0,L. Aldridge makes 2-pt shot from 11 ft (assist by B. Paul),2,56-41,,
10:31.0,Personal foul by B. Paul (drawn by T. Chandler),,56-41,,
10:22.0,,,56-41,,T. Ulis misses 2-pt shot from 18 ft
10:18.0,Defensive rebound by L. Aldridge,,56-41,,
10:02.0,Turnover by B. Forbes (traveling),,56-41,,
9:38.0,,,56-43,2,T. Chandler makes 2-pt shot from 2 ft (assist by T. Ulis)
9:17.0,D. Murray makes 2-pt shot from 6 ft,2,58-43,,
9:05.0,,,58-43,,Turnover by T. Chandler (bad pass)
8:51.0,Turnover by R. Gay (bad pass),,58-43,,
8:40.0,,,58-43,,J. Jackson misses 2-pt shot from 7 ft
8:37.0,Defensive rebound by B. Paul,,58-43,,
8:35.0,B. Paul makes 2-pt shot from 1 ft,2,60-43,,
8:34.0,,,60-43,,Phoenix full timeout
8:22.0,,,60-43,,T. Warren misses 2-pt shot from 16 ft
8:20.0,Defensive rebound by R. Gay,,60-43,,
8:03.0,B. Paul makes 2-pt shot from 8 ft,2,62-43,,
7:49.0,,,62-45,2,T. Ulis makes 2-pt shot from 1 ft (assist by M. Chriss)
7:35.0,Turnover by B. Forbes (lost ball; steal by T. Ulis),,62-45,,
7:31.0,,,62-47,2,T. Warren makes 2-pt shot from 2 ft (assist by T. Ulis)
7:28.0,San Antonio full timeout,,62-47,,
7:28.0,,,62-47,,T. Daniels enters the game for J. Jackson
7:28.0,P. Mills enters the game for D. Murray,,62-47,,
7:13.0,L. Aldridge makes 2-pt shot from 13 ft (assist by R. Gay),2,64-47,,
6:55.0,,,64-47,,Shooting foul by R. Gay (drawn by M. Chriss)
6:55.0,,,64-48,1,M. Chriss makes free throw 1 of 2
6:55.0,,,64-48,,M. Chriss misses free throw 2 of 2
6:50.0,Defensive rebound by B. Forbes,,64-48,,
6:34.0,R. Gay misses 2-pt shot from 12 ft,,64-48,,
6:32.0,,,64-48,,Defensive rebound by T. Chandler
6:32.0,Personal foul by R. Gay (drawn by T. Warren),,64-48,,
6:17.0,,,64-48,,T. Ulis misses 2-pt shot from 19 ft
6:15.0,Defensive rebound by R. Gay,,64-48,,
6:11.0,B. Forbes misses 3-pt shot from 25 ft,,64-48,,
6:08.0,,,64-48,,Defensive rebound by T. Chandler
5:58.0,,,64-50,2,M. Chriss makes 2-pt shot from 1 ft
5:40.0,,,64-50,,Personal foul by M. Chriss (drawn by B. Paul)
5:40.0,,,64-50,,M. James enters the game for T. Ulis
5:40.0,D. Bertans enters the game for R. Gay,,64-50,,
5:32.0,,,64-50,,Def 3 sec tech foul by M. Chriss
5:32.0,L. Aldridge makes technical free throw,1,65-50,,
5:27.0,P. Mills misses 2-pt shot from 18 ft,,65-50,,
5:24.0,,,65-50,,Defensive rebound by M. Chriss
5:19.0,,,65-50,,T. Daniels misses 3-pt shot from 23 ft
5:17.0,,,65-50,,Offensive rebound by M. James
5:16.0,,,65-50,,M. James misses 2-pt shot from 1 ft (block by P. Mills)
5:14.0,,,65-50,,Offensive rebound by M. Chriss
5:07.0,,,65-52,2,M. James makes 2-pt shot from 20 ft
4:48.0,D. Bertans misses 3-pt shot from 26 ft,,65-52,,
4:46.0,,,65-52,,Defensive rebound by M. James
4:42.0,,,65-52,,M. Chriss misses 2-pt shot from 1 ft (block by B. Paul)
4:40.0,Defensive rebound by P. Mills,,65-52,,
4:31.0,Shooting foul by T. Chandler (drawn by L. Aldridge),,65-52,,
4:31.0,L. Aldridge makes free throw 1 of 2,1,66-52,,
4:31.0,D. Hilliard enters the game for B. Forbes,,66-52,,
4:31.0,L. Aldridge makes free throw 2 of 2,1,67-52,,
4:19.0,,,67-54,2,T. Warren makes 2-pt shot from 19 ft
4:05.0,L. Aldridge misses 2-pt shot from 19 ft,,67-54,,
4:03.0,,,67-54,,Defensive rebound by M. Chriss
3:55.0,,,67-54,,T. Warren misses 2-pt shot from 19 ft
3:54.0,,,67-54,,Offensive rebound by M. Chriss
3:54.0,,,67-56,2,M. Chriss makes 2-pt shot at rim
3:54.0,,,67-56,,Shooting foul by D. Bertans (drawn by M. Chriss)
3:54.0,,,67-56,,G. Monroe enters the game for T. Chandler
3:54.0,J. Lauvergne enters the game for L. Aldridge,,67-56,,
3:54.0,,,67-57,1,M. Chriss makes free throw 1 of 1
3:42.0,P. Mills misses 2-pt shot from 20 ft,,67-57,,
3:34.0,Offensive rebound by J. Lauvergne,,67-57,,
3:34.0,J. Lauvergne makes 2-pt shot at rim,2,69-57,,
3:26.0,,,69-57,,Shooting foul by P. Mills (drawn by T. Warren)
3:26.0,,,69-58,1,T. Warren makes free throw 1 of 2
3:26.0,,,69-58,,J. Dudley enters the game for M. Chriss
3:26.0,,,69-59,1,T. Warren makes free throw 2 of 2
3:10.0,Turnover by D. Bertans (step out of bounds),,69-59,,
2:53.0,,,69-62,3,M. James makes 3-pt shot from 26 ft
2:37.0,,,69-62,,Personal foul by T. Daniels (drawn by D. Bertans)
2:37.0,B. Forbes enters the game for B. Paul,,69-62,,
2:24.0,D. Hilliard misses 2-pt shot from 10 ft,,69-62,,
2:21.0,,,69-62,,Defensive rebound by G. Monroe
2:08.0,,,69-64,2,T. Warren makes 2-pt shot from 7 ft
1:56.0,P. Mills makes 2-pt shot from 21 ft,2,71-64,,
1:42.0,,,71-64,,M. James misses 2-pt shot from 2 ft
1:42.0,Defensive rebound by J. Lauvergne,,71-64,,
1:42.0,,,71-64,,Personal take foul by M. James (drawn by J. Lauvergne)
1:42.0,J. Lauvergne misses free throw 1 of 2,,71-64,,
1:42.0,Offensive rebound by Team,,71-64,,
1:42.0,J. Lauvergne misses free throw 2 of 2,,71-64,,
1:40.0,,,71-64,,Defensive rebound by T. Warren
1:22.0,,,71-66,2,T. Warren makes 2-pt shot from 2 ft (assist by G. Monroe)
1:08.0,J. Lauvergne misses 2-pt shot from 5 ft,,71-66,,
1:06.0,Offensive rebound by D. Bertans,,71-66,,
1:01.0,P. Mills misses 3-pt shot from 24 ft,,71-66,,
0:53.0,,,71-66,,Defensive rebound by G. Monroe
0:52.0,,,71-69,3,T. Daniels makes 3-pt shot from 22 ft (assist by T. Warren)
0:33.0,,,71-69,,Personal foul by T. Daniels (drawn by J. Lauvergne)
0:33.0,J. Lauvergne makes free throw 1 of 2,1,72-69,,
0:33.0,J. Lauvergne makes free throw 2 of 2,1,73-69,,
0:27.0,,,73-69,,M. James misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by J. Lauvergne,,73-69,,
0:10.0,P. Mills makes 3-pt shot from 25 ft,3,76-69,,
0:03.0,,,76-71,2,M. James makes 2-pt shot from 3 ft
0:00.0,P. Mills makes 3-pt shot from 30 ft (assist by D. Hilliard),3,79-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,79-71,,Personal foul by M. James (drawn by P. Mills)
11:37.0,B. Forbes makes 2-pt shot from 12 ft,2,81-71,,
11:18.0,,,81-71,,Turnover by T. Daniels (bad pass; steal by J. Lauvergne)
11:12.0,Turnover by J. Lauvergne (out of bounds lost ball),,81-71,,
11:12.0,D. Murray enters the game for P. Mills,,81-71,,
11:12.0,L. Aldridge enters the game for J. Lauvergne,,81-71,,
10:59.0,,,81-71,,M. James misses 2-pt shot from 2 ft (block by L. Aldridge)
10:57.0,Defensive rebound by R. Gay,,81-71,,
10:54.0,D. Bertans misses 3-pt shot from 26 ft,,81-71,,
10:49.0,Offensive rebound by R. Gay,,81-71,,
10:47.0,D. Bertans misses 3-pt shot from 25 ft,,81-71,,
10:43.0,,,81-71,,Defensive rebound by G. Monroe
10:38.0,,,81-73,2,J. Jackson makes 2-pt shot from 9 ft
10:13.0,Turnover by B. Forbes (traveling),,81-73,,
10:05.0,,,81-73,,T. Daniels misses 3-pt shot from 29 ft
10:02.0,Defensive rebound by D. Murray,,81-73,,
9:48.0,L. Aldridge misses 2-pt shot from 20 ft,,81-73,,
9:45.0,Offensive rebound by R. Gay,,81-73,,
9:43.0,R. Gay makes 2-pt shot at rim,2,83-73,,
9:27.0,,,83-73,,T. Daniels misses 3-pt shot from 26 ft
9:25.0,Defensive rebound by D. Murray,,83-73,,
9:07.0,Shooting foul by J. Jackson (drawn by L. Aldridge),,83-73,,
9:07.0,L. Aldridge misses free throw 1 of 2,,83-73,,
9:07.0,Offensive rebound by Team,,83-73,,
9:07.0,B. Paul enters the game for D. Bertans,,83-73,,
9:07.0,L. Aldridge makes free throw 2 of 2,1,84-73,,
8:46.0,,,84-75,2,G. Monroe makes 2-pt shot from 4 ft
8:31.0,D. Murray makes 2-pt shot from 5 ft,2,86-75,,
8:11.0,,,86-75,,Shooting foul by D. Murray (drawn by M. James)
8:11.0,,,86-76,1,M. James makes free throw 1 of 3
8:11.0,,,86-77,1,M. James makes free throw 2 of 3
8:11.0,,,86-78,1,M. James makes free throw 3 of 3
8:01.0,Offensive foul by R. Gay (drawn by J. Jackson),,86-78,,
8:01.0,Turnover by R. Gay (offensive foul),,86-78,,
7:40.0,,,86-78,,Turnover by M. James (lost ball; steal by B. Paul)
7:35.0,R. Gay makes 2-pt shot at rim (assist by B. Paul),2,88-78,,
7:35.0,,,88-78,,Phoenix full timeout
7:35.0,,,88-78,,T. Warren enters the game for T. Daniels
7:18.0,,,88-78,,Shooting foul by D. Murray (drawn by G. Monroe)
7:18.0,,,88-79,1,G. Monroe makes free throw 1 of 2
7:18.0,P. Mills enters the game for D. Murray,,88-79,,
7:18.0,,,88-80,1,G. Monroe makes free throw 2 of 2
6:58.0,R. Gay makes 2-pt shot from 11 ft,2,90-80,,
6:42.0,Personal foul by B. Forbes (drawn by J. Jackson),,90-80,,
6:40.0,D. Murray enters the game for B. Forbes,,90-80,,
6:40.0,Shooting block foul by B. Paul (drawn by T. Warren),,90-80,,
6:40.0,,,90-81,1,T. Warren makes free throw 2 of 2
6:40.0,,,90-82,1,T. Warren makes free throw 1 of 2
6:31.0,,,90-82,,Personal foul by G. Monroe (drawn by L. Aldridge)
6:24.0,D. Murray misses 2-pt shot from 13 ft,,90-82,,
6:19.0,Offensive rebound by L. Aldridge,,90-82,,
6:19.0,L. Aldridge makes 2-pt shot at rim,2,92-82,,
6:05.0,,,92-82,,T. Warren misses 2-pt shot from 6 ft
6:04.0,,,92-82,,Offensive rebound by T. Warren
6:04.0,,,92-82,,Shooting foul by L. Aldridge (drawn by T. Warren)
6:04.0,,,92-83,1,T. Warren makes free throw 1 of 2
6:04.0,,,92-83,,M. Chriss enters the game for J. Dudley
6:04.0,,,92-84,1,T. Warren makes free throw 2 of 2
5:52.0,Turnover by P. Mills (out of bounds lost ball),,92-84,,
5:52.0,,,92-84,,T. Chandler enters the game for G. Monroe
5:44.0,Personal foul by P. Mills (drawn by T. Chandler),,92-84,,
5:44.0,,,92-84,,T. Chandler misses free throw 1 of 2
5:44.0,,,92-84,,Offensive rebound by Team
5:44.0,,,92-84,,T. Chandler misses free throw 2 of 2
5:42.0,,,92-84,,Offensive rebound by M. Chriss
5:35.0,,,92-87,3,M. James makes 3-pt shot from 29 ft
5:26.0,San Antonio full timeout,,92-87,,
5:26.0,B. Forbes enters the game for D. Murray,,92-87,,
5:17.0,P. Mills makes 2-pt shot from 1 ft (assist by R. Gay),2,94-87,,
4:53.0,Personal foul by R. Gay (drawn by M. Chriss),,94-87,,
4:53.0,,,94-88,1,M. Chriss makes free throw 1 of 2
4:53.0,D. Bertans enters the game for R. Gay,,94-88,,
4:53.0,,,94-89,1,M. Chriss makes free throw 2 of 2
4:30.0,B. Paul misses 3-pt shot from 33 ft,,94-89,,
4:27.0,,,94-89,,Defensive rebound by M. Chriss
4:19.0,,,94-91,2,M. James makes 2-pt shot from 18 ft
4:17.0,San Antonio full timeout,,94-91,,
4:02.0,B. Forbes misses 2-pt shot from 17 ft (block by J. Jackson),,94-91,,
3:59.0,,,94-91,,Defensive rebound by J. Jackson
3:44.0,,,94-94,3,T. Warren makes 3-pt shot from 27 ft (assist by M. James)
3:21.0,B. Forbes misses 3-pt shot from 26 ft,,94-94,,
