time,Boston,pts.away,score,pts.home,Philadelphia
4:16.0,,,108-91,,Turnover by R. Covington (bad pass)
3:54.0,J. Tatum makes 2-pt shot from 15 ft,2,110-91,,
3:50.0,,,110-91,,Philadelphia full timeout
3:50.0,,,110-91,,J. Anderson enters the game for D. Saric
3:50.0,,,110-91,,R. Holmes enters the game for J. Redick
3:50.0,,,110-91,,T. Booker enters the game for J. Embiid
3:50.0,,,110-91,,T. McConnell enters the game for B. Simmons
3:50.0,,,110-91,,T. Luwawu-Cabarrot enters the game for R. Covington
3:50.0,J. Brown enters the game for K. Irving,,110-91,,
3:39.0,,,110-91,,J. Anderson misses 2-pt shot at rim (block by A. Horford)
3:36.0,Defensive rebound by T. Rozier,,110-91,,
3:34.0,Turnover by T. Rozier (bad pass; steal by T. McConnell),,110-91,,
3:30.0,,,110-93,2,T. McConnell makes 2-pt shot from 1 ft
3:09.0,A. Horford makes 2-pt shot from 6 ft,2,112-93,,
2:52.0,,,112-96,3,J. Anderson makes 3-pt shot from 26 ft
2:28.0,J. Brown misses 2-pt shot from 16 ft,,112-96,,
2:28.0,,,112-96,,Defensive rebound by J. Anderson
2:12.0,,,112-96,,J. Anderson misses 3-pt shot from 23 ft
2:09.0,Defensive rebound by J. Tatum,,112-96,,
1:51.0,A. Horford makes 2-pt shot from 2 ft (assist by J. Tatum),2,114-96,,
1:47.0,Personal foul by D. Theis (drawn by T. Booker),,114-96,,
1:47.0,A. Nader enters the game for J. Tatum,,114-96,,
1:47.0,S. Ojeleye enters the game for T. Rozier,,114-96,,
1:47.0,G. Yabusele enters the game for A. Horford,,114-96,,
1:47.0,S. Larkin enters the game for J. Brown,,114-96,,
1:36.0,,,114-96,,T. Luwawu-Cabarrot misses 2-pt shot from 1 ft
1:33.0,,,114-96,,Offensive rebound by Team
1:31.0,,,114-99,3,J. Anderson makes 3-pt shot from 22 ft (assist by T. McConnell)
1:14.0,Turnover by S. Ojeleye (bad pass; steal by T. Booker),,114-99,,
1:08.0,,,114-99,,Shooting foul by D. Theis (drawn by T. Luwawu-Cabarrot)
1:08.0,,,114-100,1,T. Luwawu-Cabarrot makes free throw 1 of 3
1:08.0,,,114-101,1,T. Luwawu-Cabarrot makes free throw 2 of 3
1:08.0,,,114-102,1,T. Luwawu-Cabarrot makes free throw 3 of 3
0:53.0,G. Yabusele misses 3-pt shot from 24 ft,,114-102,,
0:50.0,,,114-102,,Defensive rebound by T. McConnell
0:44.0,,,114-102,,T. McConnell misses 2-pt shot from 8 ft
0:42.0,Defensive rebound by S. Larkin,,114-102,,
0:27.0,Turnover by S. Larkin (bad pass; steal by T. McConnell),,114-102,,
0:16.0,Personal foul by S. Ojeleye (drawn by T. Luwawu-Cabarrot),,114-102,,
0:16.0,,,114-103,1,T. Luwawu-Cabarrot makes free throw 1 of 2
0:16.0,,,114-103,,T. Luwawu-Cabarrot misses free throw 2 of 2
0:15.0,Defensive rebound by Team,,114-103,,
