time,Oklahoma City,pts.away,score,pts.home,Denver
5:03.0,A. Abrines misses 3-pt shot from 23 ft,,14-23,,
4:58.0,,,14-23,,Defensive rebound by N. Jokic
4:44.0,,,14-23,,G. Harris misses 2-pt shot from 1 ft
4:42.0,Defensive rebound by S. Adams,,14-23,,
4:33.0,Shooting foul by T. Craig (drawn by A. Abrines),,14-23,,
4:33.0,A. Abrines makes free throw 1 of 2,1,15-23,,
4:33.0,J. Grant enters the game for S. Adams,,15-23,,
4:33.0,A. Abrines makes free throw 2 of 2,1,16-23,,
4:22.0,,,16-23,,J. Murray misses 2-pt shot from 2 ft (block by A. Abrines)
4:20.0,Defensive rebound by A. Abrines,,16-23,,
4:18.0,P. George makes 3-pt shot from 22 ft (assist by R. Westbrook),3,19-23,,
3:58.0,,,19-26,3,G. Harris makes 3-pt shot from 22 ft (assist by N. Jokic)
3:34.0,C. Anthony makes 2-pt shot from 12 ft,2,21-26,,
3:25.0,,,21-28,2,T. Craig makes 2-pt shot from 2 ft (assist by N. Jokic)
3:09.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,23-28,,
2:54.0,,,23-28,,Turnover by N. Jokic (turnover)
2:36.0,P. George makes 2-pt shot from 1 ft,2,25-28,,
2:21.0,,,25-30,2,J. Murray makes 2-pt shot from 3 ft
2:09.0,P. George makes 2-pt shot from 9 ft (assist by R. Westbrook),2,27-30,,
1:46.0,,,27-30,,J. Murray misses 2-pt shot from 2 ft
1:41.0,Defensive rebound by J. Grant,,27-30,,
1:39.0,A. Abrines makes 2-pt shot from 1 ft (assist by R. Westbrook),2,29-30,,
1:22.0,,,29-33,3,J. Murray makes 3-pt shot from 24 ft (assist by N. Jokic)
1:09.0,R. Westbrook misses 3-pt shot from 24 ft,,29-33,,
1:06.0,,,29-33,,Defensive rebound by J. Murray
0:56.0,,,29-33,,N. Jokic misses 2-pt shot at rim
0:55.0,,,29-33,,Offensive rebound by N. Jokic
0:55.0,,,29-35,2,N. Jokic makes 2-pt shot at rim
0:48.0,A. Abrines makes 3-pt shot from 22 ft (assist by P. George),3,32-35,,
0:39.0,,,32-35,,G. Harris misses 3-pt shot from 25 ft
0:34.0,,,32-35,,Offensive rebound by J. Murray
0:34.0,,,32-37,2,J. Murray makes 2-pt shot from 15 ft
0:30.0,Shooting foul by N. Jokic (drawn by J. Grant),,32-37,,
0:30.0,J. Grant misses free throw 1 of 2,,32-37,,
0:30.0,Offensive rebound by Team,,32-37,,
0:30.0,,,32-37,,T. Lyles enters the game for G. Harris
0:30.0,,,32-37,,W. Barton enters the game for W. Chandler
0:30.0,,,32-37,,E. Mudiay enters the game for J. Murray
0:30.0,J. Grant makes free throw 2 of 2,1,33-37,,
0:18.0,,,33-40,3,N. Jokic makes 3-pt shot from 25 ft (assist by E. Mudiay)
0:03.0,C. Anthony misses 2-pt shot from 4 ft (block by T. Lyles),,33-40,,
0:02.0,,,33-40,,Defensive rebound by Team
0:00.0,,,33-40,,T. Lyles misses 3-pt shot from 47 ft
0:00.0,,,33-40,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,A. Abrines misses 3-pt shot from 24 ft,,33-40,,
11:43.0,,,33-40,,Defensive rebound by Team
11:32.0,,,33-40,,T. Lyles misses 3-pt shot from 25 ft
11:28.0,,,33-40,,Offensive rebound by K. Faried
11:26.0,,,33-40,,E. Mudiay misses 3-pt shot from 23 ft
11:24.0,Defensive rebound by J. Grant,,33-40,,
11:08.0,R. Felton misses 2-pt shot from 19 ft,,33-40,,
11:05.0,Offensive rebound by P. Patterson,,33-40,,
11:03.0,P. Patterson makes 2-pt shot from 2 ft,2,35-40,,
10:49.0,,,35-42,2,E. Mudiay makes 2-pt shot from 4 ft
10:36.0,R. Felton misses 3-pt shot from 25 ft,,35-42,,
10:33.0,,,35-42,,Defensive rebound by W. Barton
10:27.0,,,35-44,2,E. Mudiay makes 2-pt shot from 2 ft (assist by W. Barton)
10:00.0,J. Huestis misses 3-pt shot from 22 ft,,35-44,,
9:57.0,,,35-44,,Defensive rebound by W. Barton
9:51.0,,,35-44,,W. Barton misses 2-pt shot from 2 ft (block by J. Grant)
9:47.0,Defensive rebound by P. Patterson,,35-44,,
9:42.0,P. Patterson makes 2-pt shot from 23 ft (assist by R. Felton),2,37-44,,
9:25.0,,,37-44,,T. Craig misses 3-pt shot from 26 ft
9:22.0,Defensive rebound by J. Grant,,37-44,,
9:17.0,J. Grant misses 2-pt shot from 1 ft,,37-44,,
9:13.0,Offensive rebound by J. Huestis,,37-44,,
9:13.0,J. Huestis misses 2-pt shot at rim,,37-44,,
9:13.0,,,37-44,,Defensive rebound by T. Craig
9:01.0,,,37-44,,E. Mudiay misses 2-pt shot from 10 ft
8:59.0,,,37-44,,Offensive rebound by Team
8:59.0,Personal foul by J. Grant (drawn by K. Faried),,37-44,,
8:59.0,S. Adams enters the game for J. Grant,,37-44,,
8:48.0,,,37-44,,E. Mudiay misses 3-pt shot from 25 ft
8:48.0,Defensive rebound by Team,,37-44,,
8:48.0,,,37-44,,Loose ball foul by K. Faried (drawn by S. Adams)
8:37.0,R. Felton makes 2-pt shot from 2 ft,2,39-44,,
8:37.0,,,39-44,,Denver full timeout
8:23.0,,,39-46,2,K. Faried makes 2-pt shot from 1 ft (assist by E. Mudiay)
8:07.0,P. Patterson misses 3-pt shot from 24 ft,,39-46,,
8:04.0,Offensive rebound by J. Huestis,,39-46,,
8:04.0,J. Huestis misses 2-pt shot from 1 ft,,39-46,,
8:04.0,,,39-46,,Defensive rebound by K. Faried
7:49.0,,,39-46,,K. Faried misses 2-pt shot from 2 ft (block by A. Abrines)
7:47.0,,,39-46,,T. Craig misses 2-pt shot from 2 ft
7:47.0,,,39-46,,Offensive rebound by K. Faried
7:47.0,,,39-46,,Offensive rebound by T. Craig
7:47.0,,,39-46,,Shooting foul by J. Huestis (drawn by K. Faried)
7:47.0,,,39-46,,K. Faried misses free throw 1 of 2
7:47.0,,,39-46,,Offensive rebound by Team
7:47.0,R. Westbrook enters the game for A. Abrines,,39-46,,
7:47.0,,,39-46,,K. Faried misses free throw 2 of 2
7:45.0,Defensive rebound by R. Westbrook,,39-46,,
7:34.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Felton),2,41-46,,
7:19.0,,,41-48,2,E. Mudiay makes 2-pt shot from 2 ft (assist by W. Barton)
7:19.0,Shooting block foul by R. Felton (drawn by E. Mudiay),,41-48,,
7:19.0,,,41-49,1,E. Mudiay makes free throw 1 of 1
7:04.0,R. Westbrook misses 2-pt shot from 18 ft,,41-49,,
6:59.0,Offensive rebound by S. Adams,,41-49,,
6:59.0,S. Adams misses 2-pt shot at rim,,41-49,,
6:58.0,,,41-49,,Defensive rebound by W. Barton
6:53.0,,,41-51,2,K. Faried makes 2-pt shot from 1 ft (assist by T. Craig)
6:38.0,S. Adams misses 2-pt shot from 4 ft,,41-51,,
6:36.0,,,41-51,,Defensive rebound by T. Lyles
6:32.0,,,41-54,3,W. Barton makes 3-pt shot from 26 ft (assist by T. Lyles)
6:19.0,R. Westbrook misses 2-pt shot from 3 ft (block by T. Craig),,41-54,,
6:17.0,Offensive rebound by S. Adams,,41-54,,
6:16.0,S. Adams misses 2-pt shot from 2 ft (block by T. Lyles),,41-54,,
6:13.0,,,41-54,,Defensive rebound by T. Lyles
6:03.0,,,41-54,,Turnover by E. Mudiay (bad pass; steal by R. Westbrook)
6:01.0,,,41-54,,Personal take foul by E. Mudiay (drawn by R. Westbrook)
6:01.0,,,41-54,,N. Jokic enters the game for E. Mudiay
6:01.0,,,41-54,,W. Chandler enters the game for T. Craig
6:01.0,,,41-54,,G. Harris enters the game for T. Lyles
6:01.0,,,41-54,,J. Murray enters the game for K. Faried
6:01.0,C. Anthony enters the game for R. Felton,,41-54,,
6:01.0,P. George enters the game for J. Huestis,,41-54,,
5:53.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,43-54,,
5:35.0,,,43-57,3,W. Barton makes 3-pt shot from 25 ft (assist by N. Jokic)
5:20.0,C. Anthony misses 3-pt shot from 22 ft (block by W. Barton),,43-57,,
5:18.0,,,43-57,,Defensive rebound by J. Murray
5:14.0,,,43-60,3,J. Murray makes 3-pt shot from 24 ft
5:11.0,Oklahoma City full timeout,,43-60,,
5:11.0,J. Grant enters the game for P. Patterson,,43-60,,
4:59.0,P. George makes 2-pt shot from 13 ft,2,45-60,,
4:33.0,,,45-63,3,J. Murray makes 3-pt shot from 24 ft
4:14.0,P. George makes 2-pt shot from 15 ft,2,47-63,,
4:03.0,Personal foul by R. Westbrook (drawn by J. Murray),,47-63,,
3:50.0,,,47-63,,W. Barton misses 3-pt shot from 22 ft
3:47.0,,,47-63,,Offensive rebound by N. Jokic
3:44.0,,,47-66,3,J. Murray makes 3-pt shot from 25 ft (assist by N. Jokic)
3:32.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,49-66,,
3:32.0,Shooting foul by N. Jokic (drawn by J. Grant),,49-66,,
3:32.0,J. Grant misses free throw 1 of 1,,49-66,,
3:31.0,,,49-66,,Defensive rebound by Team
3:17.0,,,49-66,,Turnover by G. Harris (bad pass)
3:11.0,J. Grant makes 2-pt shot at rim (assist by R. Westbrook),2,51-66,,
2:54.0,,,51-66,,Turnover by J. Murray (bad pass)
2:50.0,,,51-66,,Personal foul by J. Murray (drawn by R. Westbrook)
2:44.0,P. George misses 2-pt shot from 6 ft (block by N. Jokic),,51-66,,
2:44.0,Offensive rebound by J. Grant,,51-66,,
2:31.0,C. Anthony makes 2-pt shot from 1 ft (assist by R. Westbrook),2,53-66,,
2:31.0,,,53-66,,Denver full timeout
2:07.0,,,53-68,2,W. Barton makes 2-pt shot from 7 ft
1:59.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,55-68,,
1:42.0,,,55-70,2,N. Jokic makes 2-pt shot from 1 ft (assist by J. Murray)
1:33.0,S. Adams misses 2-pt shot from 7 ft,,55-70,,
1:31.0,,,55-70,,Defensive rebound by N. Jokic
1:22.0,,,55-70,,G. Harris misses 2-pt shot from 2 ft
1:21.0,Defensive rebound by P. George,,55-70,,
1:14.0,P. George misses 2-pt shot from 22 ft,,55-70,,
1:10.0,,,55-70,,Defensive rebound by W. Chandler
1:01.0,,,55-70,,W. Chandler misses 3-pt shot from 25 ft
0:59.0,Defensive rebound by Team,,55-70,,
0:59.0,,,55-70,,D. Arthur enters the game for W. Barton
0:59.0,,,55-70,,T. Lyles enters the game for N. Jokic
0:49.0,C. Anthony misses 2-pt shot from 1 ft (block by W. Chandler),,55-70,,
0:45.0,,,55-70,,Defensive rebound by D. Arthur
0:43.0,,,55-70,,Shooting foul by P. George (drawn by W. Chandler)
0:43.0,,,55-71,1,W. Chandler makes free throw 1 of 2
0:43.0,,,55-72,1,W. Chandler makes free throw 2 of 2
0:37.0,R. Westbrook makes 2-pt shot from 3 ft,2,57-72,,
0:14.0,,,57-72,,D. Arthur misses 2-pt shot from 12 ft (block by S. Adams)
0:10.0,Defensive rebound by R. Westbrook,,57-72,,
0:03.0,R. Westbrook misses 3-pt shot from 24 ft,,57-72,,
0:00.0,,,57-72,,Defensive rebound by T. Lyles
0:00.0,,,57-72,,T. Lyles misses 3-pt shot from 50 ft
0:00.0,,,57-72,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,C. Anthony makes 2-pt shot from 12 ft (assist by A. Abrines),2,59-72,,
11:50.0,,,59-72,,Violation by N. Jokic (def goaltending)
11:38.0,,,59-74,2,W. Chandler makes 2-pt shot from 1 ft (assist by W. Barton)
11:30.0,P. George misses 2-pt shot from 13 ft,,59-74,,
11:28.0,,,59-74,,Defensive rebound by N. Jokic
11:20.0,Personal foul by R. Westbrook (drawn by J. Murray),,59-74,,
11:17.0,,,59-74,,G. Harris misses 3-pt shot from 24 ft
11:15.0,Defensive rebound by S. Adams,,59-74,,
11:11.0,A. Abrines makes 2-pt shot from 2 ft (assist by R. Westbrook),2,61-74,,
10:48.0,,,61-76,2,J. Murray makes 2-pt shot from 12 ft
10:40.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,63-76,,
10:25.0,,,63-76,,Turnover by G. Harris (bad pass; steal by P. George)
10:19.0,P. George makes 2-pt shot from 2 ft,2,65-76,,
10:19.0,,,65-76,,Denver full timeout
10:09.0,Personal foul by S. Adams (drawn by W. Chandler),,65-76,,
9:55.0,,,65-76,,W. Barton misses 3-pt shot from 45 ft
9:55.0,Defensive rebound by Team,,65-76,,
9:47.0,Turnover by R. Westbrook (bad pass),,65-76,,
9:36.0,,,65-76,,J. Murray misses 2-pt shot from 10 ft
9:31.0,,,65-76,,Offensive rebound by W. Chandler
9:31.0,,,65-76,,W. Chandler misses 2-pt shot at rim
9:30.0,Defensive rebound by C. Anthony,,65-76,,
9:26.0,P. George makes 2-pt shot from 16 ft,2,67-76,,
9:11.0,,,67-79,3,J. Murray makes 3-pt shot from 22 ft (assist by N. Jokic)
8:59.0,R. Westbrook misses 2-pt shot from 1 ft,,67-79,,
8:57.0,,,67-79,,Defensive rebound by N. Jokic
8:45.0,,,67-81,2,N. Jokic makes 2-pt shot from 5 ft (assist by J. Murray)
8:40.0,Oklahoma City full timeout,,67-81,,
8:24.0,P. George makes 2-pt shot from 2 ft (assist by S. Adams),2,69-81,,
8:07.0,,,69-83,2,G. Harris makes 2-pt shot from 2 ft (assist by N. Jokic)
7:52.0,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook),3,72-83,,
7:34.0,,,72-83,,G. Harris misses 3-pt shot from 23 ft
7:33.0,Defensive rebound by R. Westbrook,,72-83,,
7:28.0,R. Westbrook misses 2-pt shot from 18 ft,,72-83,,
7:23.0,,,72-83,,Defensive rebound by G. Harris
7:08.0,,,72-86,3,G. Harris makes 3-pt shot from 22 ft (assist by N. Jokic)
6:54.0,Turnover by R. Westbrook (bad pass; steal by W. Barton),,72-86,,
6:50.0,,,72-88,2,W. Barton makes 2-pt shot from 2 ft
6:42.0,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook),3,75-88,,
6:18.0,,,75-88,,Shooting foul by S. Adams (drawn by N. Jokic)
6:18.0,,,75-89,1,N. Jokic makes free throw 1 of 2
6:18.0,,,75-89,,T. Craig enters the game for W. Barton
6:18.0,,,75-89,,N. Jokic misses free throw 2 of 2
6:16.0,Defensive rebound by C. Anthony,,75-89,,
6:09.0,,,75-89,,Personal foul by T. Craig (drawn by R. Westbrook)
6:00.0,R. Westbrook misses 3-pt shot from 25 ft,,75-89,,
5:58.0,,,75-89,,Defensive rebound by W. Chandler
5:41.0,,,75-92,3,G. Harris makes 3-pt shot from 22 ft (assist by J. Murray)
5:26.0,C. Anthony misses 3-pt shot from 24 ft,,75-92,,
5:25.0,,,75-92,,Defensive rebound by Team
5:25.0,Loose ball foul by R. Westbrook (drawn by T. Craig),,75-92,,
5:06.0,,,75-92,,W. Chandler misses 2-pt shot from 3 ft
5:05.0,,,75-92,,Offensive rebound by T. Craig
5:03.0,,,75-94,2,T. Craig makes 2-pt shot from 1 ft
4:52.0,Shooting foul by J. Murray (drawn by A. Abrines),,75-94,,
4:52.0,A. Abrines makes free throw 1 of 2,1,76-94,,
4:52.0,A. Abrines misses free throw 2 of 2,,76-94,,
4:49.0,,,76-94,,Defensive rebound by N. Jokic
4:28.0,,,76-96,2,N. Jokic makes 2-pt shot from 4 ft
4:16.0,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook),3,79-96,,
4:00.0,,,79-96,,N. Jokic misses 3-pt shot from 24 ft
3:58.0,Defensive rebound by R. Westbrook,,79-96,,
3:47.0,C. Anthony misses 2-pt shot from 22 ft,,79-96,,
3:43.0,,,79-96,,Defensive rebound by G. Harris
3:37.0,Personal block foul by S. Adams (drawn by G. Harris),,79-96,,
3:37.0,,,79-97,1,G. Harris makes free throw 1 of 2
3:37.0,R. Felton enters the game for A. Abrines,,79-97,,
3:37.0,J. Grant enters the game for S. Adams,,79-97,,
3:37.0,,,79-98,1,G. Harris makes free throw 2 of 2
3:25.0,Shooting foul by T. Craig (drawn by R. Westbrook),,79-98,,
3:25.0,R. Westbrook makes free throw 1 of 2,1,80-98,,
3:25.0,R. Westbrook makes free throw 2 of 2,1,81-98,,
3:02.0,,,81-98,,N. Jokic misses 3-pt shot from 26 ft
2:59.0,Defensive rebound by R. Westbrook,,81-98,,
2:54.0,J. Grant misses 3-pt shot from 22 ft,,81-98,,
2:51.0,,,81-98,,Defensive rebound by W. Chandler
2:39.0,Personal foul by J. Grant (drawn by N. Jokic),,81-98,,
2:39.0,,,81-99,1,N. Jokic makes free throw 1 of 2
2:39.0,,,81-99,,E. Mudiay enters the game for W. Chandler
2:39.0,,,81-99,,T. Lyles enters the game for J. Murray
2:39.0,P. Patterson enters the game for C. Anthony,,81-99,,
2:39.0,,,81-100,1,N. Jokic makes free throw 2 of 2
2:28.0,J. Grant makes 2-pt shot from 2 ft (assist by R. Westbrook),2,83-100,,
2:09.0,,,83-102,2,T. Craig makes 2-pt shot from 16 ft (assist by N. Jokic)
1:48.0,P. George misses 3-pt shot from 25 ft,,83-102,,
1:45.0,,,83-102,,Defensive rebound by T. Lyles
1:41.0,,,83-102,,Turnover by T. Lyles (bad pass; steal by P. George)
1:37.0,R. Westbrook makes 2-pt shot from 3 ft (assist by P. George),2,85-102,,
1:17.0,,,85-102,,T. Lyles misses 3-pt shot from 24 ft
1:14.0,Defensive rebound by Team,,85-102,,
0:57.0,P. George makes 2-pt shot from 2 ft,2,87-102,,
0:43.0,,,87-102,,T. Lyles misses 2-pt shot from 16 ft
0:40.0,,,87-102,,Offensive rebound by Team
0:28.0,,,87-104,2,N. Jokic makes 2-pt shot from 19 ft (assist by E. Mudiay)
0:17.0,Shooting foul by T. Lyles (drawn by R. Westbrook),,87-104,,
0:17.0,R. Westbrook makes free throw 1 of 2,1,88-104,,
0:17.0,,,88-104,,W. Barton enters the game for T. Craig
0:17.0,R. Westbrook makes free throw 2 of 2,1,89-104,,
0:02.0,,,89-104,,E. Mudiay misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by J. Grant,,89-104,,
0:00.0,R. Felton misses 3-pt shot from 53 ft,,89-104,,
0:00.0,Offensive rebound by Team,,89-104,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,89-106,2,T. Lyles makes 2-pt shot from 2 ft
11:27.0,J. Grant makes 2-pt shot from 17 ft (assist by R. Felton),2,91-106,,
11:08.0,Shooting block foul by J. Grant (drawn by T. Craig),,91-106,,
11:08.0,,,91-106,,T. Craig misses free throw 1 of 2
11:08.0,,,91-106,,Offensive rebound by Team
11:08.0,,,91-107,1,T. Craig makes free throw 2 of 2
11:02.0,J. Grant misses 2-pt shot from 3 ft (block by K. Faried),,91-107,,
11:02.0,Offensive rebound by Team,,91-107,,
10:59.0,Shooting foul by T. Craig (drawn by J. Grant),,91-107,,
10:59.0,J. Grant makes free throw 1 of 2,1,92-107,,
10:59.0,J. Grant misses free throw 2 of 2,,92-107,,
10:55.0,,,92-107,,Defensive rebound by E. Mudiay
10:40.0,,,92-107,,E. Mudiay misses 3-pt shot from 24 ft
10:39.0,Defensive rebound by Team,,92-107,,
10:23.0,Shooting foul by K. Faried (drawn by J. Grant),,92-107,,
10:23.0,J. Grant makes free throw 1 of 2,1,93-107,,
10:23.0,J. Grant makes free throw 2 of 2,1,94-107,,
10:15.0,,,94-107,,Turnover by T. Lyles (lost ball; steal by R. Felton)
10:11.0,Shooting foul by T. Lyles (drawn by J. Grant),,94-107,,
10:11.0,,,94-107,,Denver full timeout
10:11.0,J. Grant makes free throw 1 of 2,1,95-107,,
10:11.0,J. Grant makes free throw 2 of 2,1,96-107,,
9:59.0,,,96-107,,K. Faried misses 2-pt shot from 1 ft
9:55.0,Defensive rebound by J. Huestis,,96-107,,
9:46.0,R. Felton misses 2-pt shot from 3 ft (block by T. Lyles),,96-107,,
9:43.0,,,96-107,,Defensive rebound by E. Mudiay
9:31.0,,,96-107,,Shooting foul by A. Abrines (drawn by T. Lyles)
9:31.0,,,96-108,1,T. Lyles makes free throw 1 of 2
9:31.0,,,96-108,,T. Lyles misses free throw 2 of 2
9:29.0,Defensive rebound by J. Grant,,96-108,,
9:19.0,R. Felton makes 2-pt shot from 8 ft,2,98-108,,
8:56.0,,,98-108,,T. Lyles misses 2-pt shot from 12 ft
8:53.0,Defensive rebound by J. Huestis,,98-108,,
8:35.0,J. Huestis misses 3-pt shot from 25 ft,,98-108,,
8:31.0,,,98-108,,Defensive rebound by E. Mudiay
8:28.0,,,98-108,,Offensive charge foul by E. Mudiay (drawn by R. Felton)
8:28.0,,,98-108,,Turnover by E. Mudiay (offensive foul)
8:28.0,,,98-108,,G. Harris enters the game for T. Craig
8:28.0,,,98-108,,N. Jokic enters the game for K. Faried
8:09.0,P. Patterson makes 2-pt shot from 3 ft (assist by J. Grant),2,100-108,,
7:53.0,,,100-110,2,N. Jokic makes 2-pt shot from 3 ft (assist by T. Lyles)
7:38.0,R. Felton misses 2-pt shot from 9 ft,,100-110,,
7:35.0,,,100-110,,Defensive rebound by N. Jokic
7:29.0,,,100-110,,G. Harris misses 2-pt shot from 1 ft (block by P. Patterson)
7:29.0,,,100-110,,Offensive rebound by Team
7:29.0,,,100-110,,J. Murray enters the game for E. Mudiay
7:29.0,,,100-110,,W. Chandler enters the game for T. Lyles
7:29.0,S. Adams enters the game for R. Felton,,100-110,,
7:29.0,R. Westbrook enters the game for J. Grant,,100-110,,
7:27.0,,,100-110,,Turnover by W. Barton (bad pass; steal by R. Westbrook)
7:23.0,R. Westbrook misses 2-pt shot from 2 ft,,100-110,,
7:21.0,,,100-110,,Defensive rebound by N. Jokic
7:10.0,,,100-110,,J. Murray misses 2-pt shot from 2 ft
7:07.0,Defensive rebound by S. Adams,,100-110,,
6:56.0,Turnover by A. Abrines (bad pass; steal by N. Jokic),,100-110,,
6:33.0,,,100-110,,N. Jokic misses 2-pt shot from 11 ft
6:30.0,Defensive rebound by R. Westbrook,,100-110,,
6:25.0,P. Patterson misses 3-pt shot from 25 ft,,100-110,,
6:22.0,,,100-110,,Defensive rebound by N. Jokic
6:12.0,Personal foul by R. Westbrook (drawn by J. Murray),,100-110,,
6:12.0,P. George enters the game for J. Huestis,,100-110,,
6:12.0,C. Anthony enters the game for P. Patterson,,100-110,,
6:05.0,,,100-110,,N. Jokic misses 2-pt shot from 1 ft
6:03.0,Defensive rebound by P. George,,100-110,,
5:55.0,P. George makes 2-pt shot from 6 ft,2,102-110,,
5:38.0,,,102-112,2,N. Jokic makes 2-pt shot from 4 ft (assist by J. Murray)
5:28.0,P. George makes 2-pt shot from 3 ft (assist by R. Westbrook),2,104-112,,
5:01.0,,,104-112,,J. Murray misses 3-pt shot from 22 ft
4:57.0,Defensive rebound by A. Abrines,,104-112,,
4:40.0,P. George makes 2-pt shot from 3 ft,2,106-112,,
4:22.0,,,106-112,,J. Murray misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by C. Anthony,,106-112,,
4:05.0,P. George misses 2-pt shot from 18 ft,,106-112,,
4:03.0,,,106-112,,Defensive rebound by W. Barton
3:46.0,,,106-114,2,J. Murray makes 2-pt shot from 10 ft
3:43.0,Oklahoma City full timeout,,106-114,,
3:43.0,J. Grant enters the game for A. Abrines,,106-114,,
3:33.0,P. George misses 3-pt shot from 24 ft,,106-114,,
3:30.0,,,106-114,,Defensive rebound by W. Barton
3:18.0,,,106-114,,W. Barton misses 3-pt shot from 24 ft
3:14.0,Defensive rebound by P. George,,106-114,,
