time,San Antonio,pts.away,score,pts.home,Oklahoma City
11:44.0,,,19-24,,P. George misses 2-pt shot from 18 ft
11:42.0,,,19-24,,Offensive rebound by J. Grant
11:26.0,,,19-24,,R. Felton misses 2-pt shot from 20 ft
11:25.0,Defensive rebound by P. Gasol,,19-24,,
11:16.0,D. Green makes 2-pt shot from 15 ft (assist by T. Parker),2,21-24,,
10:59.0,,,21-24,,P. George misses 3-pt shot from 26 ft
10:57.0,,,21-24,,Offensive rebound by A. Abrines
10:57.0,Personal foul by M. Ginobili (drawn by A. Abrines),,21-24,,
10:57.0,,,21-24,,J. Huestis enters the game for P. George
10:49.0,,,21-27,3,P. Patterson makes 3-pt shot from 25 ft (assist by R. Felton)
10:31.0,P. Gasol makes 3-pt shot from 24 ft (assist by R. Gay),3,24-27,,
10:16.0,,,24-29,2,R. Felton makes 2-pt shot from 20 ft
10:01.0,R. Gay misses 2-pt shot from 4 ft,,24-29,,
9:59.0,Offensive rebound by D. Green,,24-29,,
9:48.0,R. Gay makes 2-pt shot from 1 ft,2,26-29,,
9:37.0,,,26-29,,R. Felton misses 3-pt shot from 25 ft
9:33.0,,,26-29,,Offensive rebound by J. Huestis
9:32.0,,,26-29,,A. Abrines misses 3-pt shot from 24 ft
9:30.0,Defensive rebound by P. Gasol,,26-29,,
9:18.0,P. Gasol misses 3-pt shot from 25 ft,,26-29,,
9:15.0,,,26-29,,Defensive rebound by J. Grant
9:11.0,,,26-32,3,A. Abrines makes 3-pt shot from 24 ft (assist by R. Felton)
8:53.0,R. Gay makes 2-pt shot at rim (assist by T. Parker),2,28-32,,
8:33.0,,,28-32,,J. Huestis misses 3-pt shot from 23 ft
8:31.0,,,28-32,,Offensive rebound by J. Grant
8:30.0,,,28-34,2,J. Grant makes 2-pt shot at rim
8:30.0,,,28-34,,Shooting foul by P. Gasol (drawn by J. Grant)
8:30.0,,,28-34,,R. Westbrook enters the game for R. Felton
8:30.0,K. Anderson enters the game for T. Parker,,28-34,,
8:30.0,D. Bertans enters the game for M. Ginobili,,28-34,,
8:30.0,D. Murray enters the game for R. Gay,,28-34,,
8:30.0,,,28-34,,J. Grant misses free throw 1 of 1
8:24.0,Defensive rebound by P. Gasol,,28-34,,
8:07.0,K. Anderson makes 2-pt shot at rim (assist by P. Gasol),2,30-34,,
7:56.0,L. Aldridge enters the game for P. Gasol,,30-34,,
7:49.0,,,30-37,3,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook)
7:20.0,D. Murray misses 2-pt shot from 14 ft,,30-37,,
7:20.0,Offensive rebound by Team,,30-37,,
7:20.0,Turnover by Team (shot clock),,30-37,,
7:20.0,,,30-37,,S. Adams enters the game for J. Grant
7:07.0,,,30-39,2,J. Huestis makes 2-pt shot at rim (assist by R. Westbrook)
7:07.0,San Antonio full timeout,,30-39,,
7:07.0,P. Mills enters the game for D. Green,,30-39,,
6:54.0,L. Aldridge misses 2-pt shot from 1 ft,,30-39,,
6:53.0,,,30-39,,Defensive rebound by P. Patterson
6:37.0,,,30-41,2,A. Abrines makes 2-pt shot from 13 ft
6:26.0,,,30-41,,Personal foul by J. Huestis (drawn by P. Mills)
6:26.0,,,30-41,,C. Anthony enters the game for P. Patterson
6:14.0,D. Murray misses 3-pt shot from 25 ft,,30-41,,
6:12.0,,,30-41,,Defensive rebound by C. Anthony
6:08.0,,,30-41,,R. Westbrook misses 2-pt shot from 18 ft
6:04.0,Defensive rebound by L. Aldridge,,30-41,,
5:52.0,P. Mills misses 2-pt shot from 15 ft,,30-41,,
5:51.0,,,30-41,,Defensive rebound by Team
5:51.0,Loose ball foul by L. Aldridge (drawn by J. Huestis),,30-41,,
5:40.0,,,30-41,,A. Abrines misses 2-pt shot from 11 ft
5:37.0,Defensive rebound by D. Murray,,30-41,,
5:26.0,L. Aldridge makes 2-pt shot at rim (assist by K. Anderson),2,32-41,,
5:05.0,,,32-44,3,J. Huestis makes 3-pt shot from 22 ft (assist by C. Anthony)
4:43.0,L. Aldridge misses 2-pt shot from 9 ft,,32-44,,
4:41.0,,,32-44,,Defensive rebound by R. Westbrook
4:34.0,,,32-46,2,R. Westbrook makes 2-pt shot from 10 ft
4:18.0,D. Murray makes 2-pt shot from 15 ft (assist by P. Mills),2,34-46,,
4:05.0,,,34-46,,S. Adams misses 2-pt shot from 9 ft
4:02.0,Defensive rebound by D. Murray,,34-46,,
3:57.0,,,34-46,,P. George enters the game for A. Abrines
3:54.0,Jump ball: J. Huestis vs. D. Murray (C. Anthony gains possession),,,,Jump ball: J. Huestis vs. D. Murray (C. Anthony gains possession)
3:54.0,Turnover by D. Murray (turnover; steal by J. Huestis),,34-46,,
3:43.0,,,34-46,,S. Adams misses 2-pt shot from 2 ft (block by P. Mills)
3:40.0,Defensive rebound by P. Mills,,34-46,,
3:28.0,L. Aldridge misses 2-pt shot from 1 ft,,34-46,,
3:26.0,Offensive rebound by L. Aldridge,,34-46,,
3:26.0,L. Aldridge misses 2-pt shot from 1 ft,,34-46,,
3:24.0,,,34-46,,Defensive rebound by P. George
3:21.0,Personal foul by D. Bertans (drawn by R. Westbrook),,34-46,,
3:21.0,,,34-46,,Oklahoma City full timeout
3:21.0,,,34-46,,C. Brewer enters the game for J. Huestis
3:21.0,R. Gay enters the game for D. Murray,,34-46,,
3:21.0,T. Parker enters the game for D. Bertans,,34-46,,
3:08.0,,,34-46,,Turnover by C. Anthony (lost ball; steal by K. Anderson)
2:47.0,P. Mills makes 3-pt shot from 24 ft (assist by L. Aldridge),3,37-46,,
2:37.0,,,37-46,,P. George misses 2-pt shot from 1 ft
2:35.0,Defensive rebound by K. Anderson,,37-46,,
2:30.0,L. Aldridge misses 2-pt shot from 1 ft,,37-46,,
2:29.0,,,37-46,,Defensive rebound by C. Anthony
2:23.0,,,37-48,2,C. Brewer makes 2-pt shot from 1 ft (assist by C. Anthony)
2:17.0,,,37-48,,Personal foul by C. Brewer (drawn by P. Mills)
2:06.0,Turnover by L. Aldridge (bad pass),,37-48,,
2:05.0,D. Bertans enters the game for K. Anderson,,37-48,,
1:55.0,,,37-48,,C. Anthony misses 2-pt shot from 7 ft
1:52.0,Defensive rebound by D. Bertans,,37-48,,
1:41.0,D. Bertans misses 3-pt shot from 24 ft,,37-48,,
1:38.0,,,37-48,,Defensive rebound by C. Brewer
1:32.0,,,37-48,,P. George misses 3-pt shot from 22 ft
1:30.0,Defensive rebound by P. Mills,,37-48,,
1:22.0,R. Gay misses 2-pt shot from 12 ft,,37-48,,
1:20.0,,,37-48,,Defensive rebound by R. Westbrook
1:16.0,,,37-48,,S. Adams misses 2-pt shot from 8 ft
1:12.0,,,37-48,,Offensive rebound by S. Adams
1:12.0,,,37-48,,S. Adams misses 2-pt shot at rim
1:11.0,Defensive rebound by L. Aldridge,,37-48,,
1:06.0,D. Bertans makes 3-pt shot from 23 ft (assist by T. Parker),3,40-48,,
0:49.0,,,40-48,,P. George misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by R. Gay,,40-48,,
0:31.0,D. Bertans makes 3-pt shot from 24 ft (assist by T. Parker),3,43-48,,
0:12.0,Personal foul by T. Parker (drawn by R. Westbrook),,43-48,,
0:12.0,,,43-49,1,R. Westbrook makes free throw 1 of 2
0:12.0,,,43-49,,R. Westbrook misses free throw 2 of 2
0:10.0,,,43-49,,Offensive rebound by C. Anthony
0:02.0,,,43-52,3,C. Brewer makes 3-pt shot from 23 ft (assist by P. George)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,43-54,2,S. Adams makes 2-pt shot at rim (assist by P. George)
11:33.0,L. Aldridge makes 2-pt shot from 6 ft,2,45-54,,
11:14.0,,,45-54,,Offensive foul by S. Adams (drawn by K. Anderson)
11:14.0,,,45-54,,Turnover by S. Adams (offensive foul)
10:56.0,L. Aldridge misses 2-pt shot from 17 ft,,45-54,,
10:53.0,,,45-54,,Defensive rebound by P. George
10:41.0,,,45-54,,Turnover by S. Adams (traveling)
10:32.0,,,45-54,,Personal foul by S. Adams (drawn by D. Murray)
10:32.0,,,45-54,,P. Patterson enters the game for S. Adams
10:21.0,L. Aldridge misses 2-pt shot from 11 ft,,45-54,,
10:18.0,,,45-54,,Defensive rebound by R. Westbrook
10:14.0,,,45-56,2,R. Westbrook makes 2-pt shot at rim
9:52.0,D. Murray makes 3-pt shot from 24 ft (assist by P. Mills),3,48-56,,
9:40.0,,,48-58,2,R. Westbrook makes 2-pt shot from 1 ft (assist by P. Patterson)
9:22.0,D. Murray misses 2-pt shot from 11 ft,,48-58,,
9:21.0,,,48-58,,Defensive rebound by R. Westbrook
9:17.0,,,48-58,,C. Brewer misses 2-pt shot at rim (block by P. Gasol)
9:14.0,Defensive rebound by P. Gasol,,48-58,,
9:07.0,L. Aldridge makes 2-pt shot at rim (assist by P. Mills),2,50-58,,
8:53.0,,,50-58,,R. Westbrook misses 2-pt shot from 1 ft
8:51.0,,,50-58,,Offensive rebound by R. Westbrook
8:51.0,,,50-60,2,R. Westbrook makes 2-pt shot at rim
8:27.0,P. Gasol misses 3-pt shot from 22 ft,,50-60,,
8:24.0,,,50-60,,Defensive rebound by R. Westbrook
8:16.0,,,50-60,,P. George misses 2-pt shot from 2 ft
8:14.0,Defensive rebound by P. Gasol,,50-60,,
8:14.0,,,50-60,,Personal take foul by R. Westbrook (drawn by D. Murray)
8:14.0,San Antonio full timeout,,50-60,,
8:03.0,Shooting foul by P. George (drawn by K. Anderson),,50-60,,
8:03.0,K. Anderson misses free throw 1 of 2,,50-60,,
8:03.0,Offensive rebound by Team,,50-60,,
8:03.0,K. Anderson misses free throw 2 of 2,,50-60,,
8:02.0,,,50-60,,Defensive rebound by R. Westbrook
8:02.0,Personal foul by L. Aldridge (drawn by R. Westbrook),,50-60,,
7:53.0,,,50-60,,P. Patterson misses 3-pt shot from 25 ft
7:49.0,Defensive rebound by P. Gasol,,50-60,,
7:38.0,L. Aldridge makes 2-pt shot at rim (assist by P. Gasol),2,52-60,,
7:23.0,,,52-60,,C. Anthony misses 2-pt shot from 17 ft
7:21.0,Defensive rebound by K. Anderson,,52-60,,
7:10.0,L. Aldridge misses 2-pt shot from 12 ft (block by C. Anthony),,52-60,,
7:08.0,Offensive rebound by L. Aldridge,,52-60,,
7:04.0,D. Murray makes 2-pt shot at rim,2,54-60,,
6:47.0,,,54-62,2,C. Anthony makes 2-pt shot at rim (assist by R. Westbrook)
6:37.0,D. Murray misses 2-pt shot from 7 ft,,54-62,,
6:35.0,,,54-62,,Defensive rebound by C. Anthony
6:19.0,,,54-62,,Turnover by R. Westbrook (traveling)
6:19.0,T. Parker enters the game for D. Murray,,54-62,,
6:01.0,Turnover by L. Aldridge (bad pass),,54-62,,
6:01.0,R. Gay enters the game for P. Gasol,,54-62,,
5:51.0,,,54-62,,C. Anthony misses 3-pt shot from 24 ft
5:48.0,Defensive rebound by K. Anderson,,54-62,,
5:41.0,K. Anderson makes 2-pt shot at rim,2,56-62,,
5:30.0,,,56-62,,C. Anthony misses 3-pt shot from 24 ft
5:28.0,Defensive rebound by L. Aldridge,,56-62,,
5:23.0,,,56-62,,Violation by P. Patterson (kicked ball)
5:23.0,M. Ginobili enters the game for P. Mills,,56-62,,
5:09.0,L. Aldridge makes 2-pt shot from 1 ft,2,58-62,,
5:08.0,,,58-62,,Oklahoma City full timeout
5:08.0,D. Green enters the game for K. Anderson,,58-62,,
4:53.0,,,58-62,,Turnover by R. Westbrook (out of bounds lost ball)
4:40.0,T. Parker misses 2-pt shot at rim,,58-62,,
4:39.0,,,58-62,,Defensive rebound by Team
4:39.0,Loose ball foul by L. Aldridge (drawn by P. Patterson),,58-62,,
4:39.0,P. Gasol enters the game for L. Aldridge,,58-62,,
4:29.0,,,58-64,2,P. Patterson makes 2-pt shot from 5 ft (assist by R. Westbrook)
4:19.0,,,58-64,,Violation by R. Westbrook (kicked ball)
4:02.0,D. Green misses 2-pt shot from 2 ft (block by C. Brewer),,58-64,,
3:59.0,Offensive rebound by R. Gay,,58-64,,
3:59.0,R. Gay misses 2-pt shot at rim,,58-64,,
3:58.0,,,58-64,,Defensive rebound by P. George
3:55.0,,,58-64,,R. Westbrook misses 3-pt shot from 26 ft
3:55.0,Defensive rebound by D. Green,,58-64,,
3:47.0,T. Parker makes 2-pt shot at rim,2,60-64,,
3:30.0,,,60-64,,P. George misses 2-pt shot from 13 ft
3:27.0,,,60-64,,Offensive rebound by P. Patterson
3:26.0,,,60-66,2,P. George makes 2-pt shot from 1 ft (assist by P. Patterson)
3:13.0,Turnover by T. Parker (lost ball; steal by C. Anthony),,60-66,,
3:10.0,,,60-66,,C. Brewer misses 2-pt shot at rim
3:07.0,Defensive rebound by M. Ginobili,,60-66,,
3:04.0,,,60-66,,Personal foul by P. George (drawn by M. Ginobili)
3:04.0,,,60-66,,J. Grant enters the game for C. Anthony
3:04.0,D. Bertans enters the game for P. Gasol,,60-66,,
2:47.0,R. Gay misses 2-pt shot from 5 ft,,60-66,,
2:46.0,,,60-66,,Defensive rebound by P. George
2:43.0,,,60-68,2,R. Westbrook makes 2-pt shot at rim
2:43.0,,,60-68,,Shooting foul by D. Bertans (drawn by R. Westbrook)
2:43.0,,,60-69,1,R. Westbrook makes free throw 1 of 1
2:30.0,D. Bertans misses 3-pt shot from 24 ft,,60-69,,
2:26.0,,,60-69,,Defensive rebound by J. Grant
2:14.0,,,60-69,,Shooting foul by D. Bertans (drawn by J. Grant)
2:14.0,,,60-70,1,J. Grant makes free throw 1 of 2
2:14.0,,,60-70,,R. Felton enters the game for R. Westbrook
2:14.0,,,60-70,,J. Grant misses free throw 2 of 2
2:12.0,Defensive rebound by R. Gay,,60-70,,
1:58.0,D. Green misses 2-pt shot from 14 ft,,60-70,,
1:54.0,Offensive rebound by D. Green,,60-70,,
1:54.0,D. Green makes 2-pt shot at rim,2,62-70,,
1:39.0,,,62-72,2,J. Grant makes 2-pt shot from 1 ft (assist by P. George)
1:27.0,R. Gay makes 2-pt shot at rim (assist by M. Ginobili),2,64-72,,
1:13.0,,,64-72,,Shooting foul by D. Green (drawn by P. George)
1:13.0,,,64-73,1,P. George makes free throw 1 of 2
1:13.0,,,64-73,,A. Abrines enters the game for C. Brewer
1:13.0,,,64-74,1,P. George makes free throw 2 of 2
1:01.0,R. Gay makes 2-pt shot at rim (assist by T. Parker),2,66-74,,
0:46.0,,,66-74,,Shooting foul by D. Bertans (drawn by J. Grant)
0:46.0,,,66-75,1,J. Grant makes free throw 1 of 2
0:46.0,,,66-75,,J. Grant misses free throw 2 of 2
0:45.0,Defensive rebound by T. Parker,,66-75,,
0:37.0,R. Gay misses 2-pt shot from 9 ft,,66-75,,
0:35.0,,,66-75,,Defensive rebound by J. Grant
0:17.0,,,66-75,,P. George misses 3-pt shot from 24 ft
0:14.0,Defensive rebound by M. Ginobili,,66-75,,
0:11.0,D. Bertans makes 2-pt shot from 1 ft (assist by M. Ginobili),2,68-75,,
0:01.0,,,68-75,,Shooting foul by D. Bertans (drawn by J. Grant)
0:01.0,,,68-76,1,J. Grant makes free throw 1 of 2
0:01.0,,,68-77,1,J. Grant makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,R. Gay misses 3-pt shot from 24 ft,,68-77,,
11:38.0,,,68-77,,Defensive rebound by P. George
11:21.0,,,68-80,3,P. Patterson makes 3-pt shot from 23 ft (assist by R. Felton)
10:54.0,K. Anderson misses 3-pt shot from 23 ft,,68-80,,
10:52.0,,,68-80,,Defensive rebound by P. George
10:52.0,,,68-80,,Oklahoma City full timeout
10:37.0,,,68-80,,Turnover by R. Felton (bad pass)
10:22.0,Turnover by P. Gasol (bad pass; steal by P. Patterson),,68-80,,
10:15.0,,,68-80,,P. George misses 3-pt shot from 24 ft
10:11.0,Defensive rebound by D. Green,,68-80,,
10:06.0,Turnover by D. Murray (bad pass; steal by P. George),,68-80,,
10:06.0,,,68-80,,Turnover by P. George (bad pass)
10:06.0,,,68-80,,J. Huestis enters the game for P. George
10:06.0,,,68-80,,N. Collison enters the game for P. Patterson
9:57.0,R. Gay makes 2-pt shot from 13 ft,2,70-80,,
9:36.0,Personal foul by K. Anderson (drawn by J. Huestis),,70-80,,
9:26.0,,,70-82,2,N. Collison makes 2-pt shot from 1 ft (assist by R. Felton)
9:08.0,R. Gay makes 2-pt shot from 10 ft,2,72-82,,
8:45.0,,,72-82,,R. Felton misses 2-pt shot from 18 ft
8:41.0,Defensive rebound by R. Gay,,72-82,,
8:35.0,P. Gasol misses 2-pt shot from 14 ft,,72-82,,
8:31.0,,,72-82,,Defensive rebound by J. Grant
8:18.0,,,72-84,2,N. Collison makes 2-pt shot at rim (assist by R. Felton)
8:01.0,K. Anderson misses 3-pt shot from 22 ft,,72-84,,
7:56.0,,,72-84,,Defensive rebound by A. Abrines
7:50.0,Personal foul by D. Murray (drawn by J. Grant),,72-84,,
7:50.0,,,72-84,,R. Westbrook enters the game for R. Felton
7:50.0,L. Aldridge enters the game for D. Green,,72-84,,
7:50.0,D. Bertans enters the game for P. Gasol,,72-84,,
7:50.0,M. Ginobili enters the game for R. Gay,,72-84,,
7:41.0,,,72-84,,Shooting foul by L. Aldridge (drawn by N. Collison)
7:41.0,,,72-84,,N. Collison misses free throw 1 of 2
7:41.0,,,72-84,,Offensive rebound by Team
7:41.0,,,72-85,1,N. Collison makes free throw 2 of 2
7:32.0,K. Anderson misses 2-pt shot from 1 ft,,72-85,,
7:31.0,,,72-85,,Defensive rebound by R. Westbrook
7:28.0,,,72-85,,Shooting foul by D. Murray (drawn by R. Westbrook)
7:28.0,,,72-86,1,R. Westbrook makes free throw 1 of 2
7:28.0,P. Mills enters the game for K. Anderson,,72-86,,
7:28.0,,,72-87,1,R. Westbrook makes free throw 2 of 2
7:14.0,L. Aldridge misses 2-pt shot from 2 ft,,72-87,,
7:13.0,,,72-87,,Defensive rebound by R. Westbrook
7:07.0,,,72-87,,R. Westbrook misses 2-pt shot from 1 ft
7:07.0,,,72-87,,Offensive rebound by Team
7:00.0,,,72-87,,J. Huestis misses 3-pt shot from 25 ft
6:58.0,,,72-87,,Offensive rebound by Team
6:45.0,,,72-89,2,N. Collison makes 2-pt shot at rim (assist by R. Westbrook)
6:44.0,San Antonio full timeout,,72-89,,
6:44.0,,,72-89,,C. Anthony enters the game for J. Grant
6:44.0,J. Lauvergne enters the game for L. Aldridge,,72-89,,
6:33.0,D. Murray misses 2-pt shot from 14 ft,,72-89,,
6:31.0,,,72-89,,Defensive rebound by R. Westbrook
6:21.0,,,72-92,3,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook)
5:56.0,Turnover by D. Bertans (bad pass),,72-92,,
5:56.0,,,72-92,,P. George enters the game for J. Huestis
5:49.0,Personal foul by D. Murray (drawn by R. Westbrook),,72-92,,
5:49.0,,,72-93,1,R. Westbrook makes free throw 1 of 2
5:49.0,B. Forbes enters the game for P. Mills,,72-93,,
5:49.0,,,72-93,,R. Westbrook misses free throw 2 of 2
5:47.0,Defensive rebound by J. Lauvergne,,72-93,,
5:39.0,,,72-93,,Personal foul by C. Anthony (drawn by J. Lauvergne)
5:27.0,B. Forbes makes 2-pt shot from 5 ft,2,74-93,,
5:18.0,,,74-93,,Offensive foul by N. Collison (drawn by B. Forbes)
5:18.0,,,74-93,,Turnover by N. Collison (offensive foul)
5:07.0,B. Forbes makes 3-pt shot from 24 ft (assist by M. Ginobili),3,77-93,,
5:03.0,,,77-93,,Oklahoma City full timeout
4:40.0,,,77-93,,N. Collison misses 2-pt shot from 7 ft
4:38.0,Defensive rebound by M. Ginobili,,77-93,,
4:35.0,D. Bertans makes 3-pt shot from 25 ft (assist by M. Ginobili),3,80-93,,
4:09.0,,,80-93,,C. Anthony misses 2-pt shot from 1 ft (block by D. Bertans)
4:06.0,,,80-93,,Offensive rebound by N. Collison
4:05.0,,,80-93,,N. Collison misses 2-pt shot from 2 ft
4:04.0,Defensive rebound by D. Murray,,80-93,,
3:58.0,B. Forbes misses 2-pt shot from 16 ft,,80-93,,
3:55.0,,,80-93,,Defensive rebound by N. Collison
3:47.0,,,80-93,,R. Westbrook misses 2-pt shot from 7 ft
3:44.0,Defensive rebound by D. Murray,,80-93,,
3:41.0,Shooting foul by A. Abrines (drawn by D. Bertans),,80-93,,
3:41.0,D. Bertans makes free throw 1 of 3,1,81-93,,
3:41.0,D. Bertans makes free throw 2 of 3,1,82-93,,
3:41.0,,,82-93,,C. Brewer enters the game for N. Collison
3:41.0,,,82-93,,J. Grant enters the game for A. Abrines
