time,Toronto,pts.away,score,pts.home,Charlotte
7:13.0,Defensive rebound by O. Anunoby,,11-7,,
7:01.0,S. Ibaka makes 2-pt shot from 1 ft,2,13-7,,
6:47.0,,,13-10,3,K. Walker makes 3-pt shot from 25 ft
6:35.0,Turnover by K. Lowry (bad pass; steal by M. Kidd-Gilchrist),,13-10,,
6:28.0,,,13-10,,Turnover by K. Walker (bad pass)
6:28.0,,,13-10,,Charlotte full timeout
6:28.0,,,13-10,,J. Lamb enters the game for N. Batum
6:16.0,S. Ibaka makes 2-pt shot from 1 ft (assist by D. DeRozan),2,15-10,,
5:58.0,,,15-10,,K. Walker misses 2-pt shot from 15 ft
5:53.0,Defensive rebound by J. Valanciunas,,15-10,,
5:47.0,K. Lowry makes 2-pt shot at rim,2,17-10,,
5:35.0,,,17-10,,M. Kidd-Gilchrist misses 2-pt shot from 18 ft
5:32.0,Defensive rebound by J. Valanciunas,,17-10,,
5:24.0,O. Anunoby misses 2-pt shot from 14 ft (block by J. Lamb),,17-10,,
5:20.0,,,17-10,,Defensive rebound by D. Howard
5:18.0,,,17-10,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by S. Ibaka)
5:11.0,,,17-10,,Offensive rebound by J. Lamb
5:11.0,,,17-12,2,J. Lamb makes 2-pt shot at rim
5:06.0,K. Lowry makes 3-pt shot from 25 ft (assist by O. Anunoby),3,20-12,,
4:57.0,,,20-12,,Shooting foul by O. Anunoby (drawn by J. Lamb)
4:57.0,,,20-12,,J. Lamb misses free throw 1 of 2
4:57.0,,,20-12,,Offensive rebound by Team
4:57.0,,,20-12,,F. Kaminsky enters the game for M. Williams
4:57.0,,,20-13,1,J. Lamb makes free throw 2 of 2
4:39.0,Turnover by D. DeRozan (bad pass; steal by M. Kidd-Gilchrist),,20-13,,
4:29.0,,,20-13,,F. Kaminsky misses 3-pt shot from 30 ft
4:27.0,,,20-13,,Offensive rebound by D. Howard
4:27.0,,,20-13,,Shooting foul by K. Lowry (drawn by D. Howard)
4:27.0,,,20-14,1,D. Howard makes free throw 1 of 2
4:27.0,J. Poeltl enters the game for O. Anunoby,,20-14,,
4:27.0,N. Powell enters the game for J. Valanciunas,,20-14,,
4:27.0,,,20-15,1,D. Howard makes free throw 2 of 2
4:11.0,S. Ibaka makes 2-pt shot from 15 ft (assist by N. Powell),2,22-15,,
3:51.0,,,22-17,2,M. Kidd-Gilchrist makes 2-pt shot from 16 ft (assist by D. Howard)
3:40.0,Turnover by D. DeRozan (bad pass),,22-17,,
3:23.0,,,22-19,2,D. Howard makes 2-pt shot from 1 ft
3:09.0,Turnover by S. Ibaka (bad pass; steal by F. Kaminsky),,22-19,,
3:04.0,Personal foul by J. Poeltl (drawn by D. Howard),,22-19,,
3:04.0,Toronto full timeout,,22-19,,
3:04.0,F. VanVleet enters the game for K. Lowry,,22-19,,
2:52.0,,,22-19,,F. Kaminsky misses 2-pt shot from 19 ft
2:47.0,,,22-19,,Offensive rebound by M. Kidd-Gilchrist
2:44.0,,,22-21,2,M. Kidd-Gilchrist makes 2-pt shot at rim
2:29.0,D. DeRozan misses 2-pt shot from 20 ft,,22-21,,
2:26.0,,,22-21,,Defensive rebound by D. Howard
2:18.0,,,22-21,,K. Walker misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by N. Powell,,22-21,,
2:05.0,,,22-21,,J. O'Bryant enters the game for D. Howard
2:05.0,,,22-21,,M. Carter-Williams enters the game for M. Kidd-Gilchrist
2:05.0,,,22-21,,N. Batum enters the game for K. Walker
2:05.0,P. Siakam enters the game for S. Ibaka,,22-21,,
1:54.0,F. VanVleet misses 2-pt shot from 20 ft,,22-21,,
1:51.0,,,22-21,,Defensive rebound by N. Batum
1:45.0,,,22-23,2,J. Lamb makes 2-pt shot from 6 ft
1:24.0,J. Poeltl misses 2-pt shot from 7 ft,,22-23,,
1:21.0,,,22-23,,Defensive rebound by J. O'Bryant
1:10.0,,,22-25,2,J. O'Bryant makes 2-pt shot from 13 ft (assist by J. Lamb)
0:53.0,N. Powell misses 3-pt shot from 22 ft,,22-25,,
0:50.0,,,22-25,,Defensive rebound by M. Carter-Williams
0:44.0,,,22-25,,Shooting foul by D. DeRozan (drawn by M. Carter-Williams)
0:44.0,,,22-25,,M. Carter-Williams misses free throw 1 of 2
0:44.0,,,22-25,,Offensive rebound by Team
0:44.0,D. Wright enters the game for D. DeRozan,,22-25,,
0:44.0,,,22-26,1,M. Carter-Williams makes free throw 2 of 2
0:35.0,N. Powell misses 2-pt shot from 4 ft (block by J. O'Bryant),,22-26,,
0:32.0,,,22-26,,Defensive rebound by J. Lamb
0:28.0,,,22-26,,J. Lamb misses 2-pt shot from 2 ft
0:25.0,Defensive rebound by P. Siakam,,22-26,,
0:01.0,D. Wright misses 3-pt shot from 24 ft,,22-26,,
0:01.0,,,22-26,,Defensive rebound by N. Batum
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,P. Siakam makes 2-pt shot from 2 ft (assist by F. VanVleet),2,24-26,,
11:28.0,,,24-26,,M. Carter-Williams misses 3-pt shot from 22 ft
11:28.0,,,24-26,,Offensive rebound by Team
11:28.0,Loose ball foul by P. Siakam (drawn by J. O'Bryant),,24-26,,
11:24.0,,,24-28,2,J. Lamb makes 2-pt shot from 1 ft (assist by N. Batum)
11:07.0,N. Powell makes 2-pt shot from 1 ft (assist by P. Siakam),2,26-28,,
10:51.0,,,26-28,,M. Carter-Williams misses 2-pt shot from 15 ft
10:51.0,,,26-28,,Offensive rebound by Team
10:51.0,Loose ball foul by P. Siakam (drawn by F. Kaminsky),,26-28,,
10:43.0,,,26-28,,J. O'Bryant misses 3-pt shot from 25 ft
10:38.0,Defensive rebound by P. Siakam,,26-28,,
10:32.0,Shooting foul by J. Lamb (drawn by P. Siakam),,26-28,,
10:32.0,P. Siakam makes free throw 1 of 2,1,27-28,,
10:32.0,P. Siakam makes free throw 2 of 2,1,28-28,,
10:15.0,,,28-31,3,J. Lamb makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
10:04.0,Shooting foul by M. Carter-Williams (drawn by P. Siakam),,28-31,,
10:04.0,P. Siakam makes free throw 1 of 2,1,29-31,,
10:04.0,P. Siakam makes free throw 2 of 2,1,30-31,,
9:49.0,,,30-31,,J. O'Bryant misses 2-pt shot from 18 ft
9:44.0,Defensive rebound by P. Siakam,,30-31,,
9:25.0,P. Siakam misses 3-pt shot from 22 ft,,30-31,,
9:21.0,Offensive rebound by J. Poeltl,,30-31,,
9:20.0,P. Siakam misses 2-pt shot from 1 ft,,30-31,,
9:15.0,Offensive rebound by J. Poeltl,,30-31,,
9:15.0,J. Poeltl makes 2-pt shot at rim,2,32-31,,
9:01.0,Personal foul by P. Siakam (drawn by N. Batum),,32-31,,
9:01.0,O. Anunoby enters the game for P. Siakam,,32-31,,
8:48.0,,,32-31,,F. Kaminsky misses 2-pt shot from 14 ft
8:45.0,Defensive rebound by J. Poeltl,,32-31,,
8:26.0,N. Powell misses 3-pt shot from 22 ft,,32-31,,
8:23.0,,,32-31,,Defensive rebound by F. Kaminsky
8:14.0,,,32-31,,Offensive foul by M. Carter-Williams (drawn by J. Poeltl)
8:14.0,,,32-31,,Turnover by M. Carter-Williams (offensive foul)
8:02.0,,,32-31,,Personal foul by M. Carter-Williams (drawn by F. VanVleet)
8:02.0,,,32-31,,K. Walker enters the game for M. Carter-Williams
7:53.0,O. Anunoby makes 3-pt shot from 22 ft (assist by D. Wright),3,35-31,,
7:33.0,,,35-31,,J. O'Bryant misses 2-pt shot from 1 ft
7:30.0,Defensive rebound by F. VanVleet,,35-31,,
7:24.0,J. Poeltl makes 2-pt shot from 2 ft (assist by F. VanVleet),2,37-31,,
7:15.0,,,37-31,,Charlotte full timeout
7:15.0,,,37-31,,D. Howard enters the game for N. Batum
7:15.0,,,37-31,,M. Kidd-Gilchrist enters the game for J. O'Bryant
7:15.0,J. Valanciunas enters the game for N. Powell,,37-31,,
7:15.0,K. Lowry enters the game for J. Poeltl,,37-31,,
6:58.0,,,37-33,2,J. Lamb makes 2-pt shot from 15 ft
6:41.0,F. VanVleet makes 3-pt shot from 26 ft,3,40-33,,
6:21.0,,,40-35,2,J. Lamb makes 2-pt shot from 13 ft
6:08.0,J. Valanciunas misses 3-pt shot from 24 ft,,40-35,,
6:05.0,,,40-35,,Defensive rebound by M. Kidd-Gilchrist
5:56.0,Personal foul by J. Valanciunas (drawn by D. Howard),,40-35,,
5:56.0,S. Ibaka enters the game for F. VanVleet,,40-35,,
5:56.0,D. DeRozan enters the game for D. Wright,,40-35,,
5:56.0,,,40-35,,M. Williams enters the game for F. Kaminsky
5:47.0,,,40-35,,M. Kidd-Gilchrist misses 2-pt shot from 18 ft
5:42.0,Defensive rebound by K. Lowry,,40-35,,
5:34.0,O. Anunoby makes 3-pt shot from 24 ft (assist by D. DeRozan),3,43-35,,
5:18.0,,,43-35,,K. Walker misses 2-pt shot from 2 ft
5:15.0,Defensive rebound by J. Valanciunas,,43-35,,
5:05.0,D. DeRozan makes 2-pt shot from 2 ft,2,45-35,,
4:54.0,,,45-37,2,J. Lamb makes 2-pt shot from 18 ft
4:35.0,S. Ibaka makes 3-pt shot from 24 ft (assist by D. DeRozan),3,48-37,,
4:21.0,Personal foul by J. Valanciunas (drawn by J. Lamb),,48-37,,
4:21.0,,,48-37,,J. Lamb misses free throw 1 of 2
4:21.0,,,48-37,,Offensive rebound by Team
4:21.0,,,48-38,1,J. Lamb makes free throw 2 of 2
4:04.0,K. Lowry makes 3-pt shot from 30 ft (assist by D. DeRozan),3,51-38,,
3:46.0,,,51-40,2,J. Lamb makes 2-pt shot from 19 ft (assist by M. Kidd-Gilchrist)
3:37.0,Turnover by K. Lowry (bad pass),,51-40,,
3:37.0,,,51-40,,N. Batum enters the game for M. Kidd-Gilchrist
3:25.0,,,51-40,,J. Lamb misses 2-pt shot from 18 ft
3:21.0,Defensive rebound by S. Ibaka,,51-40,,
3:13.0,S. Ibaka makes 2-pt shot from 1 ft (assist by D. DeRozan),2,53-40,,
3:11.0,,,53-40,,Charlotte full timeout
3:11.0,,,53-40,,M. Kidd-Gilchrist enters the game for J. Lamb
3:11.0,J. Poeltl enters the game for J. Valanciunas,,53-40,,
3:03.0,,,53-42,2,M. Kidd-Gilchrist makes 2-pt shot from 18 ft (assist by N. Batum)
2:43.0,,,53-42,,Personal foul by M. Kidd-Gilchrist (drawn by J. Poeltl)
2:30.0,K. Lowry misses 2-pt shot from 13 ft,,53-42,,
2:27.0,,,53-42,,Defensive rebound by M. Kidd-Gilchrist
2:23.0,,,53-42,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by J. Poeltl)
2:23.0,,,53-42,,Offensive rebound by Team
2:18.0,,,53-42,,M. Williams misses 3-pt shot from 27 ft
2:13.0,Defensive rebound by K. Lowry,,53-42,,
2:10.0,Turnover by K. Lowry (bad pass; steal by K. Walker),,53-42,,
2:02.0,,,53-42,,M. Kidd-Gilchrist misses 2-pt shot from 4 ft
1:59.0,Defensive rebound by J. Poeltl,,53-42,,
1:46.0,S. Ibaka makes 2-pt shot from 14 ft,2,55-42,,
1:28.0,,,55-42,,Shooting foul by S. Ibaka (drawn by M. Kidd-Gilchrist)
1:28.0,,,55-42,,M. Kidd-Gilchrist misses free throw 1 of 2
1:28.0,,,55-42,,Offensive rebound by Team
1:28.0,,,55-43,1,M. Kidd-Gilchrist makes free throw 2 of 2
1:13.0,S. Ibaka makes 2-pt shot from 10 ft (assist by K. Lowry),2,57-43,,
1:06.0,,,57-43,,Offensive foul by D. Howard (drawn by J. Poeltl)
1:06.0,,,57-43,,Turnover by D. Howard (offensive foul)
0:56.0,D. DeRozan makes 2-pt shot from 12 ft,2,59-43,,
0:56.0,Shooting foul by D. Howard (drawn by D. DeRozan),,59-43,,
0:56.0,D. DeRozan makes free throw 1 of 1,1,60-43,,
0:47.0,,,60-45,2,K. Walker makes 2-pt shot from 14 ft
0:33.0,D. DeRozan makes 3-pt shot from 26 ft (assist by O. Anunoby),3,63-45,,
0:25.0,,,63-45,,Shooting foul by J. Poeltl (drawn by K. Walker)
0:25.0,,,63-46,1,K. Walker makes free throw 1 of 2
0:25.0,,,63-47,1,K. Walker makes free throw 2 of 2
0:03.0,D. DeRozan misses 2-pt shot from 10 ft,,63-47,,
0:03.0,Offensive rebound by J. Poeltl,,63-47,,
0:03.0,J. Poeltl misses 2-pt shot from 1 ft,,63-47,,
0:03.0,Offensive rebound by Team,,63-47,,
0:00.0,J. Poeltl misses 2-pt shot from 19 ft,,63-47,,
0:00.0,Offensive rebound by Team,,63-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,J. Valanciunas misses 2-pt shot from 4 ft (block by M. Kidd-Gilchrist),,63-47,,
11:36.0,Offensive rebound by D. DeRozan,,63-47,,
11:33.0,K. Lowry misses 3-pt shot from 24 ft,,63-47,,
11:31.0,,,63-47,,Defensive rebound by K. Walker
11:31.0,,,63-47,,Shooting foul by S. Ibaka (drawn by M. Williams)
11:31.0,,,63-48,1,M. Williams makes free throw 1 of 2
11:31.0,,,63-49,1,M. Williams makes free throw 2 of 2
11:17.0,D. DeRozan misses 2-pt shot from 12 ft,,63-49,,
11:13.0,,,63-49,,Defensive rebound by M. Kidd-Gilchrist
11:07.0,,,63-52,3,K. Walker makes 3-pt shot from 26 ft (assist by M. Williams)
10:49.0,J. Valanciunas misses 2-pt shot from 9 ft,,63-52,,
10:46.0,,,63-52,,Defensive rebound by D. Howard
10:41.0,,,63-52,,K. Walker misses 3-pt shot from 26 ft
10:38.0,Defensive rebound by J. Valanciunas,,63-52,,
10:24.0,S. Ibaka makes 2-pt shot from 9 ft (assist by K. Lowry),2,65-52,,
10:02.0,,,65-52,,Turnover by N. Batum (bad pass; steal by J. Valanciunas)
9:52.0,D. DeRozan makes 3-pt shot from 23 ft (assist by S. Ibaka),3,68-52,,
9:33.0,,,68-52,,M. Williams misses 3-pt shot from 26 ft
9:30.0,Defensive rebound by O. Anunoby,,68-52,,
9:30.0,,,68-52,,Personal foul by D. Howard (drawn by O. Anunoby)
9:11.0,Turnover by D. DeRozan (lost ball; steal by K. Walker),,68-52,,
9:06.0,,,68-52,,M. Williams misses 3-pt shot from 23 ft
9:03.0,Defensive rebound by J. Valanciunas,,68-52,,
8:59.0,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry),2,70-52,,
8:42.0,,,70-52,,Shooting foul by J. Valanciunas (drawn by D. Howard)
8:42.0,,,70-52,,D. Howard misses free throw 1 of 2
8:42.0,,,70-52,,Offensive rebound by Team
8:42.0,,,70-53,1,D. Howard makes free throw 2 of 2
8:33.0,S. Ibaka misses 3-pt shot from 26 ft,,70-53,,
8:33.0,,,70-53,,Defensive rebound by D. Howard
8:29.0,,,70-53,,Turnover by D. Howard (bad pass)
8:22.0,S. Ibaka makes 3-pt shot from 26 ft (assist by K. Lowry),3,73-53,,
8:01.0,,,73-53,,M. Kidd-Gilchrist misses 2-pt shot from 19 ft
8:01.0,,,73-53,,Offensive rebound by D. Howard
7:58.0,,,73-53,,Shooting foul by J. Valanciunas (drawn by D. Howard)
7:58.0,,,73-54,1,D. Howard makes free throw 1 of 2
7:58.0,J. Poeltl enters the game for J. Valanciunas,,73-54,,
7:58.0,,,73-55,1,D. Howard makes free throw 2 of 2
7:49.0,Turnover by D. DeRozan (lost ball; steal by K. Walker),,73-55,,
7:42.0,,,73-55,,K. Walker misses 3-pt shot from 23 ft
7:39.0,,,73-55,,Offensive rebound by M. Williams
7:36.0,,,73-55,,M. Williams misses 2-pt shot from 1 ft (block by J. Poeltl)
7:32.0,Defensive rebound by O. Anunoby,,73-55,,
7:26.0,S. Ibaka makes 2-pt shot from 5 ft (assist by D. DeRozan),2,75-55,,
7:05.0,,,75-55,,M. Kidd-Gilchrist misses 2-pt shot from 15 ft
7:01.0,Defensive rebound by K. Lowry,,75-55,,
6:54.0,Turnover by O. Anunoby (bad pass; steal by M. Kidd-Gilchrist),,75-55,,
6:52.0,,,75-55,,Shooting foul by K. Lowry (drawn by M. Kidd-Gilchrist)
6:52.0,,,75-55,,Charlotte full timeout
6:52.0,,,75-55,,J. Lamb enters the game for N. Batum
6:52.0,,,75-55,,M. Kidd-Gilchrist misses free throw 1 of 2
6:52.0,,,75-55,,Offensive rebound by Team
6:52.0,,,75-56,1,M. Kidd-Gilchrist makes free throw 2 of 2
6:51.0,,,75-56,,Personal take foul by M. Williams (drawn by K. Lowry)
6:51.0,,,75-56,,N. Batum enters the game for M. Kidd-Gilchrist
6:39.0,O. Anunoby makes 3-pt shot from 23 ft (assist by K. Lowry),3,78-56,,
6:18.0,,,78-58,2,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker)
6:08.0,J. Poeltl makes 2-pt shot from 1 ft (assist by K. Lowry),2,80-58,,
5:49.0,,,80-58,,J. Lamb misses 2-pt shot from 3 ft
5:43.0,,,80-58,,Offensive rebound by D. Howard
5:43.0,,,80-60,2,D. Howard makes 2-pt shot at rim
5:35.0,D. DeRozan misses 3-pt shot from 25 ft,,80-60,,
5:31.0,,,80-60,,Defensive rebound by M. Williams
5:26.0,Personal foul by K. Lowry (drawn by K. Walker),,80-60,,
5:26.0,,,80-60,,K. Walker misses free throw 1 of 2
5:26.0,,,80-60,,Offensive rebound by Team
5:26.0,,,80-61,1,K. Walker makes free throw 2 of 2
5:01.0,K. Lowry misses 3-pt shot from 25 ft,,80-61,,
4:58.0,,,80-61,,Defensive rebound by M. Williams
4:54.0,,,80-61,,K. Walker misses 2-pt shot from 1 ft
4:52.0,Defensive rebound by J. Poeltl,,80-61,,
4:52.0,Turnover by J. Poeltl (out of bounds lost ball),,80-61,,
4:52.0,,,80-61,,F. Kaminsky enters the game for M. Williams
4:49.0,,,80-63,2,D. Howard makes 2-pt shot at rim (assist by N. Batum)
4:36.0,D. DeRozan makes 2-pt shot from 12 ft (assist by J. Poeltl),2,82-63,,
4:18.0,,,82-65,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by N. Batum)
4:06.0,O. Anunoby makes 3-pt shot from 23 ft (assist by J. Poeltl),3,85-65,,
3:50.0,,,85-68,3,J. Lamb makes 3-pt shot from 25 ft (assist by N. Batum)
3:50.0,,,85-68,,Shooting foul by K. Lowry (drawn by J. Lamb)
3:50.0,F. VanVleet enters the game for K. Lowry,,85-68,,
3:50.0,,,85-69,1,J. Lamb makes free throw 1 of 1
3:50.0,Toronto full timeout,,85-69,,
3:50.0,P. Siakam enters the game for S. Ibaka,,85-69,,
3:36.0,O. Anunoby makes 3-pt shot from 25 ft (assist by D. DeRozan),3,88-69,,
3:12.0,,,88-71,2,D. Howard makes 2-pt shot from 7 ft
2:58.0,D. DeRozan makes 2-pt shot from 8 ft,2,90-71,,
2:58.0,Shooting foul by D. Howard (drawn by D. DeRozan),,90-71,,
2:58.0,D. DeRozan makes free throw 1 of 1,1,91-71,,
2:37.0,,,91-71,,Turnover by J. Lamb (bad pass; steal by P. Siakam)
2:26.0,D. DeRozan makes 2-pt shot from 18 ft,2,93-71,,
2:15.0,,,93-71,,Shooting foul by J. Poeltl (drawn by K. Walker)
2:15.0,,,93-72,1,K. Walker makes free throw 1 of 2
2:15.0,,,93-72,,J. O'Bryant enters the game for D. Howard
2:15.0,N. Powell enters the game for O. Anunoby,,93-72,,
2:15.0,,,93-73,1,K. Walker makes free throw 2 of 2
2:05.0,Shooting foul by J. O'Bryant (drawn by D. DeRozan),,93-73,,
2:05.0,D. DeRozan makes free throw 1 of 2,1,94-73,,
2:05.0,,,94-73,,M. Carter-Williams enters the game for N. Batum
2:05.0,,,94-73,,M. Monk enters the game for K. Walker
2:05.0,D. DeRozan misses free throw 2 of 2,,94-73,,
2:01.0,,,94-73,,Defensive rebound by J. O'Bryant
1:50.0,,,94-73,,J. Lamb misses 2-pt shot from 4 ft (block by J. Poeltl)
1:50.0,,,94-73,,Offensive rebound by Team
1:43.0,,,94-75,2,J. Lamb makes 2-pt shot from 1 ft
1:32.0,D. DeRozan makes 3-pt shot from 25 ft (assist by P. Siakam),3,97-75,,
1:16.0,,,97-75,,Shooting foul by N. Powell (drawn by J. Lamb)
1:16.0,,,97-76,1,J. Lamb makes free throw 1 of 2
1:16.0,,,97-77,1,J. Lamb makes free throw 2 of 2
0:59.0,F. VanVleet misses 3-pt shot from 23 ft,,97-77,,
0:56.0,Offensive rebound by J. Poeltl,,97-77,,
0:48.0,Turnover by N. Powell (lost ball; steal by F. Kaminsky),,97-77,,
0:39.0,,,97-77,,F. Kaminsky misses 2-pt shot from 6 ft
0:39.0,,,97-77,,Offensive rebound by Team
0:39.0,Loose ball foul by P. Siakam (drawn by J. O'Bryant),,97-77,,
0:39.0,,,97-77,,J. O'Bryant misses free throw 1 of 2
0:39.0,,,97-77,,Offensive rebound by Team
0:39.0,,,97-77,,J. O'Bryant misses free throw 2 of 2
0:36.0,Defensive rebound by P. Siakam,,97-77,,
0:32.0,,,97-77,,Personal foul by M. Carter-Williams (drawn by D. DeRozan)
0:32.0,D. DeRozan makes free throw 1 of 2,1,98-77,,
0:32.0,D. DeRozan makes free throw 2 of 2,1,99-77,,
0:22.0,,,99-77,,Shooting foul by J. Poeltl (drawn by J. Lamb)
0:22.0,,,99-78,1,J. Lamb makes free throw 1 of 2
0:22.0,,,99-79,1,J. Lamb makes free throw 2 of 2
0:03.0,F. VanVleet misses 3-pt shot from 27 ft,,99-79,,
0:03.0,,,99-79,,Defensive rebound by J. O'Bryant
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:54.0,,,99-79,,Turnover by M. Carter-Williams (bad pass; steal by F. VanVleet)
11:47.0,P. Siakam makes 2-pt shot from 2 ft (assist by F. VanVleet),2,101-79,,
11:28.0,,,101-79,,J. Lamb misses 2-pt shot from 15 ft
11:28.0,,,101-79,,Offensive rebound by M. Carter-Williams
11:28.0,,,101-79,,Shooting foul by P. Siakam (drawn by M. Carter-Williams)
11:28.0,,,101-80,1,M. Carter-Williams makes free throw 1 of 2
11:28.0,,,101-81,1,M. Carter-Williams makes free throw 2 of 2
11:11.0,Jump ball: F. Kaminsky vs. J. Poeltl (F. VanVleet gains possession),,,,Jump ball: F. Kaminsky vs. J. Poeltl (F. VanVleet gains possession)
11:04.0,F. VanVleet misses 2-pt shot from 3 ft,,101-81,,
11:04.0,Offensive rebound by J. Poeltl,,101-81,,
11:04.0,Offensive foul by J. Poeltl (drawn by J. O'Bryant),,101-81,,
11:04.0,Turnover by J. Poeltl (offensive foul),,101-81,,
10:51.0,,,101-81,,M. Monk misses 3-pt shot from 24 ft
10:47.0,Defensive rebound by F. VanVleet,,101-81,,
10:31.0,,,101-81,,Personal foul by J. O'Bryant (drawn by D. Wright)
10:21.0,P. Siakam makes 2-pt shot from 4 ft (assist by F. VanVleet),2,103-81,,
9:54.0,,,103-83,2,M. Monk makes 2-pt shot from 15 ft (assist by J. Lamb)
9:48.0,Turnover by F. VanVleet (bad pass; steal by M. Monk),,103-83,,
9:42.0,,,103-86,3,M. Monk makes 3-pt shot from 25 ft
9:41.0,Toronto full timeout,,103-86,,
9:41.0,S. Ibaka enters the game for P. Siakam,,103-86,,
9:25.0,F. VanVleet misses 2-pt shot from 4 ft,,103-86,,
9:25.0,,,103-86,,Defensive rebound by Team
9:25.0,Loose ball foul by J. Poeltl (drawn by J. O'Bryant),,103-86,,
9:25.0,O. Anunoby enters the game for J. Poeltl,,103-86,,
9:11.0,,,103-88,2,J. O'Bryant makes 2-pt shot from 1 ft
8:55.0,S. Ibaka makes 2-pt shot from 1 ft (assist by N. Powell),2,105-88,,
8:33.0,,,105-88,,F. Kaminsky misses 3-pt shot from 25 ft
8:30.0,Defensive rebound by F. VanVleet,,105-88,,
8:11.0,O. Anunoby misses 3-pt shot from 25 ft,,105-88,,
8:07.0,,,105-88,,Defensive rebound by J. Lamb
7:58.0,,,105-88,,J. Lamb misses 2-pt shot from 3 ft
7:57.0,,,105-88,,Offensive rebound by J. O'Bryant
7:56.0,,,105-88,,J. O'Bryant misses 2-pt shot from 1 ft (block by S. Ibaka)
7:56.0,Defensive rebound by O. Anunoby,,105-88,,
7:51.0,N. Powell makes 2-pt shot from 5 ft,2,107-88,,
7:33.0,,,107-88,,M. Monk misses 2-pt shot from 19 ft (block by D. Wright)
7:30.0,Defensive rebound by F. VanVleet,,107-88,,
7:29.0,N. Powell makes 2-pt shot from 2 ft (assist by F. VanVleet),2,109-88,,
7:29.0,Shooting foul by M. Monk (drawn by N. Powell),,109-88,,
7:29.0,N. Powell makes free throw 1 of 1,1,110-88,,
7:12.0,,,110-90,2,F. Kaminsky makes 2-pt shot from 8 ft (assist by M. Monk)
6:59.0,S. Ibaka misses 2-pt shot from 6 ft (block by M. Carter-Williams),,110-90,,
6:55.0,Offensive rebound by S. Ibaka,,110-90,,
6:55.0,S. Ibaka misses 2-pt shot from 2 ft (block by M. Carter-Williams),,110-90,,
6:55.0,,,110-90,,Defensive rebound by J. O'Bryant
6:47.0,,,110-90,,Turnover by M. Monk (bad pass)
