time,Milwaukee,pts.away,score,pts.home,Miami
5:54.0,,,13-8,,G. Dragic misses 2-pt shot at rim (block by J. Henson)
5:53.0,Defensive rebound by E. Bledsoe,,13-8,,
5:48.0,Turnover by E. Bledsoe (step out of bounds),,13-8,,
5:29.0,,,13-8,,G. Dragic misses 2-pt shot from 1 ft
5:25.0,Defensive rebound by G. Antetokounmpo,,13-8,,
5:21.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Johnson),,13-8,,
5:19.0,,,13-8,,Shooting foul by T. Snell (drawn by T. Johnson)
5:19.0,,,13-9,1,T. Johnson makes free throw 1 of 2
5:19.0,,,13-9,,W. Ellington enters the game for J. Richardson
5:19.0,,,13-9,,D. Wade enters the game for G. Dragic
5:19.0,J. Parker enters the game for G. Antetokounmpo,,13-9,,
5:19.0,,,13-10,1,T. Johnson makes free throw 2 of 2
4:58.0,K. Middleton misses 2-pt shot from 17 ft,,13-10,,
4:56.0,,,13-10,,Defensive rebound by D. Wade
4:44.0,,,13-10,,H. Whiteside misses 2-pt shot from 2 ft
4:42.0,,,13-10,,Offensive rebound by H. Whiteside
4:41.0,,,13-12,2,H. Whiteside makes 2-pt shot from 1 ft
4:16.0,J. Parker misses 3-pt shot from 26 ft,,13-12,,
4:11.0,,,13-12,,Defensive rebound by H. Whiteside
4:05.0,,,13-12,,W. Ellington misses 3-pt shot from 23 ft
4:02.0,Defensive rebound by J. Henson,,13-12,,
3:59.0,Offensive charge foul by T. Snell (drawn by J. Winslow),,13-12,,
3:59.0,Turnover by T. Snell (offensive foul),,13-12,,
3:59.0,S. Brown enters the game for T. Snell,,13-12,,
3:59.0,,,13-12,,J. Johnson enters the game for J. Winslow
3:46.0,,,13-12,,Turnover by D. Wade (bad pass)
3:30.0,J. Parker makes 2-pt shot from 3 ft (assist by E. Bledsoe),2,15-12,,
3:13.0,,,15-14,2,T. Johnson makes 2-pt shot from 2 ft
2:47.0,K. Middleton misses 2-pt shot from 19 ft (block by D. Wade),,15-14,,
2:43.0,,,15-14,,Defensive rebound by W. Ellington
2:35.0,,,15-14,,Turnover by D. Wade (lost ball; steal by K. Middleton)
2:35.0,,,15-14,,Personal foul by D. Wade (drawn by K. Middleton)
2:35.0,Milwaukee full timeout,,15-14,,
2:35.0,,,15-14,,J. Richardson enters the game for T. Johnson
2:35.0,,,15-14,,B. Adebayo enters the game for H. Whiteside
2:35.0,T. Maker enters the game for J. Henson,,15-14,,
2:35.0,K. Middleton makes clear path free throw 1 of 2,1,16-14,,
2:35.0,K. Middleton makes clear path free throw 2 of 2,1,17-14,,
2:22.0,Turnover by E. Bledsoe (bad pass; steal by J. Richardson),,17-14,,
2:03.0,,,17-14,,W. Ellington misses 3-pt shot from 26 ft
2:00.0,Defensive rebound by T. Maker,,17-14,,
1:50.0,S. Brown makes 2-pt shot from 3 ft,2,19-14,,
1:30.0,,,19-17,3,D. Wade makes 3-pt shot from 25 ft
1:22.0,,,19-17,,Personal foul by D. Wade (drawn by K. Middleton)
1:22.0,J. Terry enters the game for E. Bledsoe,,19-17,,
1:22.0,G. Antetokounmpo enters the game for K. Middleton,,19-17,,
1:08.0,J. Terry misses 3-pt shot from 22 ft,,19-17,,
1:06.0,,,19-17,,Defensive rebound by W. Ellington
0:48.0,,,19-19,2,J. Richardson makes 2-pt shot from 13 ft
0:39.0,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Terry),2,21-19,,
0:26.0,,,21-19,,W. Ellington misses 3-pt shot from 23 ft
0:24.0,Defensive rebound by G. Antetokounmpo,,21-19,,
0:08.0,Shooting foul by J. Richardson (drawn by G. Antetokounmpo),,21-19,,
0:08.0,G. Antetokounmpo makes free throw 1 of 2,1,22-19,,
0:08.0,G. Antetokounmpo makes free throw 2 of 2,1,23-19,,
0:02.0,,,23-19,,Turnover by D. Wade (bad pass; steal by J. Parker)
0:01.0,J. Parker misses 3-pt shot from 39 ft,,23-19,,
0:00.0,Offensive rebound by Team,,23-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,Personal foul by T. Maker (drawn by B. Adebayo),,23-19,,
11:36.0,,,23-22,3,J. Johnson makes 3-pt shot from 22 ft (assist by W. Ellington)
11:11.0,,,23-22,,Violation by J. Johnson (kicked ball)
11:03.0,S. Brown misses 2-pt shot from 19 ft,,23-22,,
11:00.0,,,23-22,,Defensive rebound by J. Johnson
10:57.0,,,23-22,,Shooting foul by J. Parker (drawn by B. Adebayo)
10:57.0,,,23-23,1,B. Adebayo makes free throw 1 of 2
10:57.0,,,23-24,1,B. Adebayo makes free throw 2 of 2
10:41.0,J. Parker misses 2-pt shot from 6 ft,,23-24,,
10:38.0,,,23-24,,Defensive rebound by W. Ellington
10:27.0,,,23-27,3,T. Johnson makes 3-pt shot from 25 ft (assist by B. Adebayo)
10:05.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,23-27,,
10:04.0,,,23-27,,Defensive rebound by B. Adebayo
9:51.0,,,23-27,,Turnover by W. Ellington (bad pass)
9:31.0,T. Maker makes 2-pt shot from 20 ft (assist by J. Terry),2,25-27,,
9:23.0,,,25-27,,Offensive foul by B. Adebayo (drawn by T. Maker)
9:23.0,,,25-27,,Turnover by B. Adebayo (offensive foul)
9:23.0,S. Kilpatrick enters the game for J. Parker,,25-27,,
9:09.0,Shooting foul by T. Johnson (drawn by S. Kilpatrick),,25-27,,
9:09.0,S. Kilpatrick makes free throw 1 of 2,1,26-27,,
9:09.0,S. Kilpatrick makes free throw 2 of 2,1,27-27,,
9:00.0,,,27-27,,Shooting foul by S. Brown (drawn by B. Adebayo)
9:00.0,,,27-28,1,B. Adebayo makes free throw 1 of 2
9:00.0,,,27-29,1,B. Adebayo makes free throw 2 of 2
8:36.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,27-29,,
8:33.0,,,27-29,,Defensive rebound by T. Johnson
8:26.0,,,27-29,,B. Adebayo misses 2-pt shot from 13 ft
8:24.0,Defensive rebound by T. Maker,,27-29,,
8:20.0,Turnover by T. Maker (bad pass),,27-29,,
8:06.0,,,27-29,,G. Dragic misses 2-pt shot from 15 ft
8:04.0,Defensive rebound by T. Maker,,27-29,,
7:49.0,G. Antetokounmpo misses 2-pt shot from 20 ft (block by B. Adebayo),,27-29,,
7:48.0,,,27-29,,Defensive rebound by B. Adebayo
7:47.0,Personal foul by G. Antetokounmpo (drawn by B. Adebayo),,27-29,,
7:29.0,,,27-31,2,J. Johnson makes 2-pt shot from 11 ft
7:12.0,S. Kilpatrick misses 2-pt shot from 11 ft,,27-31,,
7:09.0,,,27-31,,Defensive rebound by T. Johnson
7:05.0,,,27-31,,T. Johnson misses 2-pt shot from 2 ft
7:01.0,Defensive rebound by S. Kilpatrick,,27-31,,
6:57.0,T. Maker makes 2-pt shot from 1 ft (assist by S. Kilpatrick),2,29-31,,
6:32.0,,,29-33,2,W. Ellington makes 2-pt shot from 2 ft
6:16.0,S. Kilpatrick misses 3-pt shot from 24 ft,,29-33,,
6:14.0,,,29-33,,Defensive rebound by J. Johnson
6:08.0,,,29-33,,J. Johnson misses 2-pt shot from 3 ft
6:05.0,Defensive rebound by G. Antetokounmpo,,29-33,,
6:02.0,T. Maker makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,31-33,,
6:02.0,,,31-33,,Miami full timeout
6:02.0,,,31-33,,J. Richardson enters the game for G. Dragic
6:02.0,,,31-33,,H. Whiteside enters the game for T. Johnson
6:02.0,,,31-33,,D. Wade enters the game for J. Johnson
6:02.0,T. Snell enters the game for T. Maker,,31-33,,
6:02.0,J. Henson enters the game for S. Brown,,31-33,,
5:47.0,,,31-33,,D. Wade misses 2-pt shot from 14 ft
5:45.0,Defensive rebound by G. Antetokounmpo,,31-33,,
5:27.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,31-33,,
5:25.0,,,31-33,,Defensive rebound by J. Richardson
5:13.0,,,31-35,2,J. Richardson makes 2-pt shot from 2 ft
4:50.0,J. Terry makes 3-pt shot from 23 ft (assist by S. Kilpatrick),3,34-35,,
4:37.0,,,34-35,,Turnover by J. Richardson (discontinued dribble)
4:37.0,E. Bledsoe enters the game for J. Terry,,34-35,,
4:27.0,Offensive foul by J. Henson (drawn by B. Adebayo),,34-35,,
4:27.0,Turnover by J. Henson (offensive foul),,34-35,,
4:13.0,,,34-35,,D. Wade misses 2-pt shot from 6 ft (block by T. Snell)
4:10.0,Defensive rebound by J. Henson,,34-35,,
3:54.0,J. Henson misses 2-pt shot from 5 ft,,34-35,,
3:51.0,,,34-35,,Defensive rebound by B. Adebayo
3:44.0,,,34-35,,W. Ellington misses 3-pt shot from 26 ft
3:41.0,,,34-35,,Offensive rebound by H. Whiteside
3:39.0,,,34-35,,H. Whiteside misses 2-pt shot from 3 ft
3:39.0,,,34-35,,Offensive rebound by B. Adebayo
3:37.0,,,34-35,,B. Adebayo misses 2-pt shot at rim
3:36.0,Defensive rebound by E. Bledsoe,,34-35,,
3:18.0,E. Bledsoe makes 3-pt shot from 23 ft (assist by J. Henson),3,37-35,,
3:02.0,,,37-35,,Turnover by H. Whiteside (lost ball; steal by E. Bledsoe)
3:01.0,E. Bledsoe makes 2-pt shot from 1 ft,2,39-35,,
3:01.0,Shooting foul by H. Whiteside (drawn by J. Henson),,39-35,,
3:01.0,K. Middleton enters the game for S. Kilpatrick,,39-35,,
3:01.0,,,39-35,,T. Johnson enters the game for W. Ellington
3:01.0,J. Henson makes free throw 1 of 1,1,40-35,,
2:40.0,,,40-38,3,T. Johnson makes 3-pt shot from 25 ft (assist by H. Whiteside)
2:36.0,Turnover by E. Bledsoe (out of bounds lost ball),,40-38,,
2:36.0,Milwaukee full timeout,,40-38,,
2:18.0,,,40-38,,T. Johnson misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by G. Antetokounmpo,,40-38,,
2:06.0,E. Bledsoe misses 2-pt shot from 1 ft,,40-38,,
2:04.0,,,40-38,,Defensive rebound by H. Whiteside
2:01.0,,,40-40,2,T. Johnson makes 2-pt shot from 1 ft (assist by D. Wade)
1:43.0,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton),2,42-40,,
1:27.0,,,42-40,,Turnover by B. Adebayo (lost ball; steal by E. Bledsoe)
1:16.0,E. Bledsoe makes 2-pt shot from 14 ft,2,44-40,,
0:59.0,,,44-40,,Turnover by H. Whiteside (lost ball; steal by J. Henson)
0:53.0,E. Bledsoe misses 3-pt shot from 26 ft,,44-40,,
0:51.0,,,44-40,,Defensive rebound by H. Whiteside
0:37.0,,,44-40,,D. Wade misses 2-pt shot from 2 ft (block by J. Henson)
0:33.0,Defensive rebound by J. Henson,,44-40,,
0:26.0,Shooting foul by J. Richardson (drawn by T. Snell),,44-40,,
0:26.0,T. Snell makes free throw 1 of 2,1,45-40,,
0:26.0,,,45-40,,W. Ellington enters the game for J. Richardson
0:26.0,,,45-40,,G. Dragic enters the game for B. Adebayo
0:26.0,T. Maker enters the game for J. Henson,,45-40,,
0:26.0,T. Snell makes free throw 2 of 2,1,46-40,,
0:07.0,Violation by T. Maker (kicked ball),,46-40,,
0:04.0,,,46-42,2,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Wade)
0:01.0,G. Antetokounmpo misses 3-pt shot from 29 ft,,46-42,,
0:00.0,Offensive rebound by Team,,46-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,46-44,2,T. Johnson makes 2-pt shot from 2 ft (assist by G. Dragic)
11:32.0,K. Middleton makes 2-pt shot from 15 ft,2,48-44,,
11:18.0,,,48-44,,J. Richardson misses 3-pt shot from 23 ft
11:18.0,Defensive rebound by Team,,48-44,,
11:08.0,K. Middleton misses 2-pt shot from 20 ft,,48-44,,
11:05.0,,,48-44,,Defensive rebound by H. Whiteside
10:54.0,Personal foul by J. Henson (drawn by H. Whiteside),,48-44,,
10:47.0,,,48-44,,Offensive foul by H. Whiteside (drawn by E. Bledsoe)
10:47.0,,,48-44,,Turnover by H. Whiteside (offensive foul)
10:21.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,48-44,,
10:19.0,,,48-44,,Defensive rebound by J. Winslow
10:07.0,,,48-44,,H. Whiteside misses 2-pt shot from 14 ft
10:04.0,Defensive rebound by G. Antetokounmpo,,48-44,,
10:01.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Johnson),,48-44,,
9:52.0,Personal foul by G. Antetokounmpo (drawn by H. Whiteside),,48-44,,
9:47.0,,,48-47,3,T. Johnson makes 3-pt shot from 26 ft (assist by H. Whiteside)
9:28.0,E. Bledsoe makes 2-pt shot from 7 ft,2,50-47,,
9:18.0,,,50-47,,G. Dragic misses 3-pt shot from 25 ft
9:17.0,,,50-47,,Offensive rebound by H. Whiteside
9:16.0,,,50-49,2,H. Whiteside makes 2-pt shot at rim
8:49.0,K. Middleton misses 2-pt shot from 13 ft,,50-49,,
8:44.0,,,50-49,,Defensive rebound by J. Winslow
8:36.0,,,50-51,2,H. Whiteside makes 2-pt shot from 3 ft (assist by T. Johnson)
8:26.0,,,50-51,,Personal foul by T. Johnson (drawn by E. Bledsoe)
8:20.0,G. Antetokounmpo misses 2-pt shot from 10 ft,,50-51,,
8:19.0,Offensive rebound by J. Henson,,50-51,,
8:17.0,J. Henson misses 2-pt shot at rim,,50-51,,
8:16.0,,,50-51,,Defensive rebound by H. Whiteside
8:08.0,,,50-51,,H. Whiteside misses 2-pt shot from 1 ft
8:08.0,Defensive rebound by J. Henson,,50-51,,
8:08.0,,,50-51,,Personal foul by H. Whiteside (drawn by J. Henson)
7:58.0,Turnover by G. Antetokounmpo (bad pass; steal by H. Whiteside),,50-51,,
7:55.0,,,50-51,,T. Johnson misses 2-pt shot from 2 ft
7:54.0,,,50-51,,Offensive rebound by J. Winslow
7:54.0,,,50-51,,J. Winslow misses 2-pt shot at rim
7:51.0,,,50-51,,Offensive rebound by Team
7:45.0,,,50-51,,T. Johnson misses 3-pt shot from 25 ft
7:41.0,Defensive rebound by E. Bledsoe,,50-51,,
7:39.0,E. Bledsoe misses 2-pt shot from 3 ft,,50-51,,
7:35.0,,,50-51,,Defensive rebound by J. Richardson
7:28.0,,,50-51,,J. Winslow misses 2-pt shot from 2 ft
7:26.0,,,50-51,,Offensive rebound by H. Whiteside
7:26.0,,,50-51,,H. Whiteside misses 2-pt shot at rim
7:26.0,,,50-51,,Offensive rebound by H. Whiteside
7:26.0,,,50-53,2,H. Whiteside makes 2-pt shot at rim
7:26.0,Milwaukee full timeout,,50-53,,
7:26.0,J. Parker enters the game for G. Antetokounmpo,,50-53,,
7:03.0,E. Bledsoe misses 2-pt shot from 16 ft,,50-53,,
7:01.0,,,50-53,,Defensive rebound by G. Dragic
6:54.0,,,50-55,2,J. Richardson makes 2-pt shot from 17 ft (assist by G. Dragic)
6:43.0,Turnover by K. Middleton (discontinued dribble),,50-55,,
6:25.0,,,50-55,,G. Dragic misses 3-pt shot from 25 ft
6:24.0,,,50-55,,Offensive rebound by Team
6:24.0,Loose ball foul by J. Henson (drawn by H. Whiteside),,50-55,,
6:24.0,,,50-55,,W. Ellington enters the game for J. Richardson
6:24.0,T. Maker enters the game for J. Henson,,50-55,,
6:17.0,,,50-55,,T. Johnson misses 2-pt shot from 4 ft
6:16.0,Defensive rebound by Team,,50-55,,
6:15.0,,,50-55,,Loose ball foul by H. Whiteside (drawn by T. Maker)
6:15.0,,,50-55,,B. Adebayo enters the game for H. Whiteside
5:59.0,,,50-55,,Personal foul by G. Dragic (drawn by E. Bledsoe)
5:48.0,K. Middleton misses 2-pt shot from 4 ft,,50-55,,
5:42.0,,,50-55,,Defensive rebound by B. Adebayo
5:42.0,,,50-55,,Shooting foul by T. Snell (drawn by G. Dragic)
5:42.0,,,50-56,1,G. Dragic makes free throw 1 of 2
5:42.0,,,50-57,1,G. Dragic makes free throw 2 of 2
5:23.0,Turnover by J. Parker (traveling),,50-57,,
5:11.0,,,50-60,3,G. Dragic makes 3-pt shot from 26 ft
4:56.0,Turnover by J. Parker (out of bounds lost ball),,50-60,,
4:42.0,,,50-60,,G. Dragic misses 3-pt shot from 24 ft
4:40.0,Defensive rebound by J. Parker,,50-60,,
4:39.0,S. Brown enters the game for T. Snell,,50-60,,
4:30.0,K. Middleton misses 2-pt shot from 1 ft (block by J. Winslow),,50-60,,
4:26.0,,,50-60,,Defensive rebound by J. Winslow
4:25.0,,,50-60,,Turnover by J. Winslow (bad pass; steal by E. Bledsoe)
4:18.0,K. Middleton makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,52-60,,
4:05.0,Personal foul by K. Middleton (drawn by B. Adebayo),,52-60,,
4:05.0,,,52-61,1,B. Adebayo makes free throw 1 of 2
4:05.0,,,52-61,,D. Wade enters the game for G. Dragic
4:05.0,,,52-61,,J. Johnson enters the game for J. Winslow
4:05.0,,,52-62,1,B. Adebayo makes free throw 2 of 2
3:42.0,E. Bledsoe misses 3-pt shot from 26 ft,,52-62,,
3:40.0,,,52-62,,Defensive rebound by T. Johnson
3:28.0,,,52-64,2,J. Johnson makes 2-pt shot from 1 ft
3:28.0,Milwaukee full timeout,,52-64,,
3:28.0,G. Antetokounmpo enters the game for E. Bledsoe,,52-64,,
3:28.0,J. Terry enters the game for K. Middleton,,52-64,,
3:06.0,Turnover by S. Brown (bad pass),,52-64,,
2:52.0,,,52-64,,B. Adebayo misses 2-pt shot from 2 ft (block by T. Maker)
2:52.0,,,52-64,,Offensive rebound by Team
2:45.0,,,52-64,,W. Ellington misses 3-pt shot from 24 ft
2:43.0,Defensive rebound by J. Parker,,52-64,,
2:36.0,T. Maker makes 2-pt shot from 3 ft (assist by J. Parker),2,54-64,,
2:26.0,,,54-66,2,B. Adebayo makes 2-pt shot at rim (assist by T. Johnson)
2:04.0,T. Maker misses 2-pt shot from 8 ft,,54-66,,
2:01.0,,,54-66,,Defensive rebound by J. Johnson
1:49.0,,,54-66,,Shooting foul by T. Maker (drawn by B. Adebayo)
1:49.0,,,54-67,1,B. Adebayo makes free throw 1 of 2
1:49.0,T. Zeller enters the game for T. Maker,,54-67,,
1:49.0,,,54-68,1,B. Adebayo makes free throw 2 of 2
1:23.0,Turnover by Team (shot clock),,54-68,,
1:06.0,,,54-70,2,J. Johnson makes 2-pt shot from 19 ft
0:48.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,54-70,,
0:46.0,,,54-70,,Defensive rebound by T. Johnson
0:40.0,,,54-72,2,B. Adebayo makes 2-pt shot from 1 ft (assist by T. Johnson)
0:17.0,T. Zeller misses 3-pt shot from 23 ft,,54-72,,
0:15.0,,,54-72,,Defensive rebound by B. Adebayo
0:01.0,,,54-72,,B. Adebayo misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by T. Zeller,,54-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by E. Bledsoe (bad pass; steal by D. Wade),,54-72,,
11:40.0,,,54-72,,D. Wade misses 2-pt shot from 1 ft (block by G. Antetokounmpo)
11:39.0,Defensive rebound by Team,,54-72,,
11:16.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Johnson),,54-72,,
11:00.0,,,54-72,,D. Wade misses 2-pt shot from 16 ft
10:58.0,Defensive rebound by E. Bledsoe,,54-72,,
10:53.0,G. Antetokounmpo makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,57-72,,
10:39.0,,,57-74,2,B. Adebayo makes 2-pt shot at rim (assist by J. Johnson)
10:20.0,Turnover by T. Zeller (bad pass; steal by D. Wade),,57-74,,
10:14.0,,,57-74,,T. Johnson misses 3-pt shot from 25 ft
10:11.0,Defensive rebound by J. Parker,,57-74,,
10:08.0,J. Parker makes 2-pt shot from 9 ft,2,59-74,,
9:47.0,Personal foul by J. Terry (drawn by B. Adebayo),,59-74,,
9:47.0,,,59-74,,J. Richardson enters the game for T. Johnson
9:35.0,,,59-74,,J. Johnson misses 2-pt shot from 2 ft
9:33.0,,,59-74,,Offensive rebound by J. Johnson
9:31.0,,,59-77,3,W. Ellington makes 3-pt shot from 22 ft (assist by J. Johnson)
9:11.0,J. Terry makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,62-77,,
8:49.0,,,62-80,3,W. Ellington makes 3-pt shot from 25 ft (assist by B. Adebayo)
8:49.0,Milwaukee full timeout,,62-80,,
8:49.0,K. Middleton enters the game for J. Terry,,62-80,,
8:49.0,T. Snell enters the game for J. Parker,,62-80,,
8:30.0,K. Middleton misses 3-pt shot from 25 ft,,62-80,,
8:28.0,,,62-80,,Defensive rebound by B. Adebayo
8:11.0,,,62-80,,Shooting foul by T. Zeller (drawn by B. Adebayo)
8:11.0,,,62-80,,B. Adebayo misses free throw 1 of 2
8:11.0,,,62-80,,Offensive rebound by Team
8:11.0,,,62-81,1,B. Adebayo makes free throw 2 of 2
7:53.0,T. Zeller makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,64-81,,
7:25.0,,,64-81,,Turnover by D. Wade (bad pass; steal by G. Antetokounmpo)
7:21.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by J. Johnson),,64-81,,
7:21.0,Offensive rebound by Team,,64-81,,
7:09.0,E. Bledsoe makes 2-pt shot from 15 ft,2,66-81,,
6:43.0,,,66-81,,W. Ellington misses 2-pt shot from 22 ft
6:41.0,Defensive rebound by G. Antetokounmpo,,66-81,,
6:33.0,,,66-81,,Personal foul by B. Adebayo (drawn by T. Zeller)
6:33.0,,,66-81,,G. Dragic enters the game for D. Wade
6:27.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,68-81,,
6:26.0,,,68-81,,Miami full timeout
5:59.0,,,68-81,,G. Dragic misses 2-pt shot from 16 ft
5:57.0,Defensive rebound by K. Middleton,,68-81,,
5:50.0,E. Bledsoe misses 2-pt shot from 6 ft,,68-81,,
5:50.0,Offensive rebound by T. Zeller,,68-81,,
5:43.0,T. Zeller misses 2-pt shot from 7 ft,,68-81,,
5:41.0,,,68-81,,Defensive rebound by B. Adebayo
5:37.0,,,68-81,,Offensive charge foul by J. Johnson (drawn by T. Zeller)
5:37.0,,,68-81,,Turnover by J. Johnson (offensive foul)
5:32.0,Shooting foul by B. Adebayo (drawn by E. Bledsoe),,68-81,,
5:32.0,E. Bledsoe misses free throw 1 of 2,,68-81,,
5:32.0,Offensive rebound by Team,,68-81,,
5:32.0,,,68-81,,H. Whiteside enters the game for J. Johnson
5:32.0,E. Bledsoe makes free throw 2 of 2,1,69-81,,
5:09.0,,,69-81,,G. Dragic misses 2-pt shot from 1 ft
5:06.0,Defensive rebound by T. Zeller,,69-81,,
5:00.0,K. Middleton misses 2-pt shot from 4 ft (block by B. Adebayo),,69-81,,
5:00.0,,,69-81,,Defensive rebound by B. Adebayo
4:54.0,,,69-81,,H. Whiteside misses 2-pt shot from 8 ft
4:50.0,Defensive rebound by G. Antetokounmpo,,69-81,,
4:40.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,71-81,,
4:40.0,Shooting foul by H. Whiteside (drawn by G. Antetokounmpo),,71-81,,
4:40.0,,,71-81,,T. Johnson enters the game for W. Ellington
4:40.0,G. Antetokounmpo makes free throw 1 of 1,1,72-81,,
4:23.0,,,72-81,,J. Richardson misses 3-pt shot from 23 ft
4:20.0,Defensive rebound by G. Antetokounmpo,,72-81,,
4:15.0,T. Snell misses 3-pt shot from 26 ft,,72-81,,
4:11.0,,,72-81,,Defensive rebound by T. Johnson
3:51.0,,,72-83,2,J. Richardson makes 2-pt shot from 8 ft
3:50.0,Milwaukee full timeout,,72-83,,
3:45.0,,,72-83,,Personal foul by T. Johnson (drawn by E. Bledsoe)
3:38.0,,,72-83,,Personal foul by T. Johnson (drawn by G. Antetokounmpo)
3:38.0,G. Antetokounmpo makes free throw 1 of 2,1,73-83,,
3:38.0,G. Antetokounmpo misses free throw 2 of 2,,73-83,,
3:35.0,,,73-83,,Defensive rebound by B. Adebayo
3:22.0,Personal foul by K. Middleton (drawn by H. Whiteside),,73-83,,
3:22.0,,,73-83,,Miami full timeout
3:12.0,,,73-85,2,J. Richardson makes 2-pt shot from 16 ft
2:55.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,73-85,,
