time,Chicago,pts.away,score,pts.home,Dallas
7:22.0,,,20-11,2,M. Kleber makes 2-pt shot from 4 ft (assist by H. Barnes)
7:07.0,R. Lopez misses 2-pt shot from 6 ft,,20-11,,
7:05.0,,,20-11,,Defensive rebound by W. Matthews
6:56.0,,,20-14,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith)
6:45.0,R. Lopez makes 2-pt shot from 1 ft (assist by K. Dunn),2,22-14,,
6:45.0,Shooting foul by D. Nowitzki (drawn by R. Lopez),,22-14,,
6:45.0,,,22-14,,S. Mejri enters the game for D. Nowitzki
6:45.0,R. Lopez misses free throw 1 of 1,,22-14,,
6:41.0,,,22-14,,Defensive rebound by S. Mejri
6:34.0,,,22-14,,H. Barnes misses 2-pt shot from 13 ft
6:31.0,Defensive rebound by D. Valentine,,22-14,,
6:25.0,D. Valentine misses 3-pt shot from 24 ft,,22-14,,
6:22.0,,,22-14,,Defensive rebound by S. Mejri
6:14.0,,,22-14,,D. Smith misses 2-pt shot from 12 ft
6:12.0,Defensive rebound by D. Valentine,,22-14,,
6:05.0,Turnover by K. Dunn (lost ball; steal by D. Smith),,22-14,,
5:58.0,,,22-14,,Turnover by D. Smith (bad pass; steal by D. Valentine)
5:38.0,R. Lopez makes 2-pt shot from 7 ft,2,24-14,,
5:12.0,,,24-14,,W. Matthews misses 2-pt shot from 23 ft
5:09.0,Defensive rebound by L. Markkanen,,24-14,,
4:59.0,L. Markkanen makes 3-pt shot from 25 ft (assist by K. Dunn),3,27-14,,
4:52.0,,,27-14,,Dallas full timeout
4:52.0,,,27-14,,Y. Ferrell enters the game for D. Smith
4:44.0,,,27-16,2,H. Barnes makes 2-pt shot from 11 ft (assist by M. Kleber)
4:26.0,R. Lopez misses 2-pt shot from 7 ft,,27-16,,
4:22.0,,,27-16,,Defensive rebound by M. Kleber
4:09.0,,,27-16,,H. Barnes misses 2-pt shot from 4 ft
4:05.0,,,27-16,,Offensive rebound by Y. Ferrell
3:56.0,,,27-18,2,H. Barnes makes 2-pt shot from 9 ft (assist by Y. Ferrell)
3:34.0,K. Dunn misses 2-pt shot from 10 ft,,27-18,,
3:32.0,,,27-18,,Defensive rebound by H. Barnes
3:22.0,,,27-20,2,H. Barnes makes 2-pt shot from 20 ft
3:07.0,Offensive foul by K. Dunn (drawn by Y. Ferrell),,27-20,,
3:07.0,Turnover by K. Dunn (offensive foul),,27-20,,
3:07.0,N. Mirotic enters the game for L. Markkanen,,27-20,,
3:07.0,D. Nwaba enters the game for D. Valentine,,27-20,,
2:45.0,,,27-23,3,Y. Ferrell makes 3-pt shot from 26 ft (assist by H. Barnes)
2:41.0,Chicago full timeout,,27-23,,
2:21.0,D. Nwaba misses 2-pt shot from 2 ft (block by S. Mejri),,27-23,,
2:17.0,,,27-23,,Defensive rebound by H. Barnes
1:55.0,,,27-23,,Turnover by Y. Ferrell (lost ball; steal by N. Mirotic)
1:46.0,J. Holiday makes 3-pt shot from 22 ft (assist by K. Dunn),3,30-23,,
1:23.0,,,30-23,,M. Kleber misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by D. Nwaba,,30-23,,
1:17.0,D. Nwaba makes 2-pt shot from 2 ft,2,32-23,,
1:00.0,,,32-26,3,W. Matthews makes 3-pt shot from 26 ft (assist by M. Kleber)
0:53.0,,,32-26,,Personal take foul by Y. Ferrell (drawn by K. Dunn)
0:53.0,,,32-26,,J. Barea enters the game for W. Matthews
0:53.0,,,32-26,,D. Harris enters the game for M. Kleber
0:53.0,J. Grant enters the game for K. Dunn,,32-26,,
0:41.0,,,32-26,,Personal foul by Y. Ferrell (drawn by N. Mirotic)
0:41.0,N. Mirotic makes free throw 1 of 2,1,33-26,,
0:41.0,,,33-26,,D. Powell enters the game for H. Barnes
0:41.0,,,33-26,,D. Nowitzki enters the game for S. Mejri
0:41.0,B. Portis enters the game for R. Lopez,,33-26,,
0:41.0,N. Mirotic makes free throw 2 of 2,1,34-26,,
0:32.0,,,34-28,2,J. Barea makes 2-pt shot from 9 ft
0:25.0,N. Mirotic misses 2-pt shot from 15 ft,,34-28,,
0:22.0,,,34-28,,Defensive rebound by D. Powell
0:01.0,,,34-28,,J. Barea misses 2-pt shot from 5 ft (block by N. Mirotic)
0:00.0,Defensive rebound by N. Mirotic,,34-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,34-30,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
11:27.0,D. Nwaba makes 2-pt shot from 10 ft,2,36-30,,
11:27.0,Shooting foul by J. Barea (drawn by D. Nwaba),,36-30,,
11:27.0,D. Nwaba misses free throw 1 of 1,,36-30,,
11:24.0,Offensive rebound by N. Mirotic,,36-30,,
11:22.0,Offensive charge foul by D. Nwaba (drawn by D. Harris),,36-30,,
11:22.0,Turnover by D. Nwaba (offensive foul),,36-30,,
11:09.0,,,36-30,,J. Barea misses 2-pt shot from 1 ft
11:09.0,,,36-30,,Offensive rebound by Team
11:09.0,Loose ball foul by B. Portis (drawn by D. Powell),,36-30,,
10:56.0,,,36-30,,D. Harris misses 3-pt shot from 24 ft
10:53.0,Defensive rebound by N. Mirotic,,36-30,,
10:46.0,B. Portis makes 2-pt shot from 15 ft (assist by N. Mirotic),2,38-30,,
10:36.0,Personal block foul by P. Zipser (drawn by D. Harris),,38-30,,
10:26.0,Personal foul by D. Nwaba (drawn by D. Nowitzki),,38-30,,
10:16.0,,,38-30,,D. Nowitzki misses 2-pt shot from 4 ft
10:13.0,Defensive rebound by N. Mirotic,,38-30,,
10:12.0,Turnover by N. Mirotic (bad pass; steal by J. Barea),,38-30,,
10:06.0,,,38-32,2,D. Nowitzki makes 2-pt shot from 1 ft (assist by J. Barea)
9:54.0,P. Zipser makes 2-pt shot at rim,2,40-32,,
9:33.0,,,40-32,,D. Nowitzki misses 2-pt shot from 13 ft
9:29.0,Defensive rebound by N. Mirotic,,40-32,,
9:21.0,B. Portis makes 2-pt shot at rim (assist by J. Grant),2,42-32,,
9:10.0,,,42-34,2,D. Harris makes 2-pt shot from 2 ft (assist by J. Barea)
9:02.0,Offensive foul by D. Nwaba (drawn by J. Barea),,42-34,,
9:02.0,Turnover by D. Nwaba (offensive foul),,42-34,,
9:02.0,D. Valentine enters the game for D. Nwaba,,42-34,,
8:51.0,,,42-34,,D. Harris misses 2-pt shot from 1 ft
8:50.0,Defensive rebound by P. Zipser,,42-34,,
8:50.0,,,42-34,,Personal foul by D. Harris (drawn by P. Zipser)
8:37.0,J. Grant misses 2-pt shot from 15 ft,,42-34,,
8:33.0,,,42-34,,Defensive rebound by Y. Ferrell
8:25.0,,,42-36,2,J. Barea makes 2-pt shot from 2 ft
8:07.0,N. Mirotic misses 2-pt shot from 14 ft,,42-36,,
8:04.0,,,42-36,,Defensive rebound by Y. Ferrell
7:56.0,,,42-38,2,D. Nowitzki makes 2-pt shot from 2 ft (assist by J. Barea)
7:55.0,Chicago full timeout,,42-38,,
7:41.0,B. Portis misses 2-pt shot from 21 ft,,42-38,,
7:37.0,,,42-38,,Defensive rebound by Y. Ferrell
7:28.0,,,42-40,2,D. Nowitzki makes 2-pt shot from 2 ft (assist by J. Barea)
7:09.0,Shooting foul by D. Nowitzki (drawn by J. Grant),,42-40,,
7:09.0,J. Grant makes free throw 1 of 2,1,43-40,,
7:09.0,J. Holiday enters the game for P. Zipser,,43-40,,
7:09.0,L. Markkanen enters the game for N. Mirotic,,43-40,,
7:09.0,,,43-40,,D. Smith enters the game for Y. Ferrell
7:09.0,J. Grant makes free throw 2 of 2,1,44-40,,
6:57.0,,,44-40,,J. Barea misses 2-pt shot from 9 ft
6:55.0,Defensive rebound by J. Holiday,,44-40,,
6:45.0,J. Grant misses 3-pt shot from 26 ft,,44-40,,
6:42.0,,,44-40,,Defensive rebound by D. Nowitzki
6:29.0,,,44-42,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by D. Harris)
6:12.0,L. Markkanen misses 2-pt shot from 17 ft,,44-42,,
6:12.0,Offensive rebound by Team,,44-42,,
6:12.0,,,44-42,,Loose ball foul by J. Barea (drawn by B. Portis)
6:12.0,K. Dunn enters the game for J. Grant,,44-42,,
6:04.0,K. Dunn misses 2-pt shot from 15 ft,,44-42,,
6:02.0,,,44-42,,Defensive rebound by J. Barea
5:43.0,,,44-42,,D. Harris misses 3-pt shot from 22 ft
5:40.0,Defensive rebound by D. Valentine,,44-42,,
5:31.0,L. Markkanen makes 2-pt shot from 8 ft (assist by K. Dunn),2,46-42,,
5:31.0,Shooting foul by D. Powell (drawn by L. Markkanen),,46-42,,
5:31.0,,,46-42,,H. Barnes enters the game for D. Harris
5:31.0,,,46-42,,W. Matthews enters the game for D. Nowitzki
5:31.0,L. Markkanen makes free throw 1 of 1,1,47-42,,
5:31.0,R. Lopez enters the game for B. Portis,,47-42,,
5:18.0,,,47-44,2,D. Powell makes 2-pt shot from 1 ft (assist by D. Smith)
5:07.0,K. Dunn makes 2-pt shot from 9 ft,2,49-44,,
4:44.0,,,49-46,2,D. Smith makes 2-pt shot from 13 ft
4:36.0,D. Valentine misses 3-pt shot from 25 ft,,49-46,,
4:34.0,,,49-46,,Defensive rebound by D. Powell
4:21.0,,,49-48,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
3:59.0,R. Lopez makes 2-pt shot from 9 ft (assist by D. Valentine),2,51-48,,
3:40.0,,,51-48,,H. Barnes misses 2-pt shot from 16 ft
3:38.0,Defensive rebound by D. Valentine,,51-48,,
3:29.0,Turnover by R. Lopez (bad pass; steal by D. Smith),,51-48,,
3:28.0,Shooting block foul by K. Dunn (drawn by D. Smith),,51-48,,
3:28.0,,,51-48,,D. Smith misses free throw 1 of 2
3:28.0,,,51-48,,Offensive rebound by Team
3:28.0,,,51-48,,S. Mejri enters the game for J. Barea
3:28.0,,,51-48,,M. Kleber enters the game for D. Powell
3:28.0,P. Zipser enters the game for D. Valentine,,51-48,,
3:28.0,,,51-48,,D. Smith misses free throw 2 of 2
3:26.0,Defensive rebound by L. Markkanen,,51-48,,
3:06.0,L. Markkanen misses 3-pt shot from 26 ft,,51-48,,
3:02.0,,,51-48,,Defensive rebound by M. Kleber
2:55.0,,,51-50,2,D. Smith makes 2-pt shot from 15 ft
2:55.0,,,51-50,,Shooting foul by K. Dunn (drawn by D. Smith)
2:55.0,,,51-50,,Dallas full timeout
2:55.0,N. Mirotic enters the game for K. Dunn,,51-50,,
2:55.0,J. Grant enters the game for R. Lopez,,51-50,,
2:55.0,,,51-50,,D. Powell enters the game for S. Mejri
2:55.0,,,51-50,,D. Smith misses free throw 1 of 1
2:53.0,Defensive rebound by P. Zipser,,51-50,,
2:35.0,L. Markkanen makes 2-pt shot at rim (assist by N. Mirotic),2,53-50,,
2:21.0,,,53-52,2,D. Powell makes 2-pt shot at rim (assist by H. Barnes)
2:11.0,,,53-52,,Personal foul by M. Kleber (drawn by N. Mirotic)
2:11.0,N. Mirotic makes free throw 1 of 2,1,54-52,,
2:11.0,N. Mirotic makes free throw 2 of 2,1,55-52,,
1:48.0,,,55-52,,D. Smith misses 2-pt shot from 1 ft
1:45.0,Defensive rebound by N. Mirotic,,55-52,,
1:43.0,Turnover by N. Mirotic (lost ball; steal by D. Powell),,55-52,,
1:38.0,,,55-52,,H. Barnes misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by J. Holiday,,55-52,,
1:19.0,J. Holiday misses 3-pt shot from 27 ft,,55-52,,
1:18.0,,,55-52,,Defensive rebound by Team
0:56.0,,,55-52,,D. Smith misses 3-pt shot from 25 ft
0:53.0,Defensive rebound by J. Holiday,,55-52,,
0:42.0,N. Mirotic misses 2-pt shot from 9 ft,,55-52,,
0:40.0,,,55-52,,Defensive rebound by H. Barnes
0:32.0,Personal foul by P. Zipser (drawn by D. Smith),,55-52,,
0:32.0,,,55-53,1,D. Smith makes free throw 1 of 2
0:32.0,,,55-53,,D. Smith misses free throw 2 of 2
0:29.0,Defensive rebound by N. Mirotic,,55-53,,
0:25.0,Shooting foul by D. Powell (drawn by J. Grant),,55-53,,
0:25.0,J. Grant makes free throw 1 of 2,1,56-53,,
0:25.0,,,56-53,,D. Nowitzki enters the game for M. Kleber
0:25.0,,,56-53,,J. Barea enters the game for D. Powell
0:25.0,J. Grant makes free throw 2 of 2,1,57-53,,
0:02.0,,,57-53,,D. Smith misses 2-pt shot from 5 ft (block by L. Markkanen)
0:02.0,Defensive rebound by L. Markkanen,,57-53,,
0:00.0,J. Grant misses 3-pt shot from 58 ft,,57-53,,
0:00.0,Offensive rebound by Team,,57-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,57-53,,Shooting foul by J. Holiday (drawn by H. Barnes)
11:45.0,,,57-54,1,H. Barnes makes free throw 1 of 2
11:45.0,,,57-55,1,H. Barnes makes free throw 2 of 2
11:37.0,,,57-55,,Personal foul by W. Matthews (drawn by L. Markkanen)
11:25.0,R. Lopez makes 2-pt shot from 9 ft (assist by K. Dunn),2,59-55,,
11:01.0,,,59-58,3,D. Nowitzki makes 3-pt shot from 26 ft (assist by W. Matthews)
10:35.0,D. Valentine misses 3-pt shot from 25 ft,,59-58,,
10:33.0,,,59-58,,Defensive rebound by W. Matthews
10:27.0,,,59-60,2,W. Matthews makes 2-pt shot from 11 ft (assist by M. Kleber)
10:16.0,,,59-60,,Personal foul by D. Smith (drawn by L. Markkanen)
10:10.0,K. Dunn misses 2-pt shot from 17 ft,,59-60,,
10:06.0,,,59-60,,Defensive rebound by D. Nowitzki
9:58.0,,,59-63,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Smith)
9:42.0,R. Lopez misses 2-pt shot from 10 ft,,59-63,,
9:40.0,,,59-63,,Defensive rebound by H. Barnes
9:20.0,,,59-63,,H. Barnes misses 3-pt shot from 24 ft
9:18.0,Defensive rebound by L. Markkanen,,59-63,,
9:04.0,K. Dunn makes 3-pt shot from 25 ft,3,62-63,,
8:48.0,,,62-63,,H. Barnes misses 3-pt shot from 23 ft
8:46.0,,,62-63,,Offensive rebound by D. Smith
8:45.0,,,62-63,,Turnover by D. Smith (lost ball; steal by K. Dunn)
8:39.0,K. Dunn makes 2-pt shot from 1 ft,2,64-63,,
8:16.0,,,64-65,2,M. Kleber makes 2-pt shot from 1 ft (assist by D. Smith)
8:04.0,L. Markkanen misses 3-pt shot from 25 ft,,64-65,,
8:02.0,,,64-65,,Defensive rebound by W. Matthews
7:55.0,,,64-67,2,D. Nowitzki makes 2-pt shot from 14 ft (assist by W. Matthews)
7:42.0,R. Lopez makes 2-pt shot from 5 ft (assist by K. Dunn),2,66-67,,
7:42.0,Shooting foul by D. Nowitzki (drawn by R. Lopez),,66-67,,
7:42.0,,,66-67,,S. Mejri enters the game for D. Nowitzki
7:42.0,R. Lopez misses free throw 1 of 1,,66-67,,
7:40.0,,,66-67,,Defensive rebound by S. Mejri
7:31.0,,,66-70,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Smith)
7:20.0,Turnover by D. Valentine (bad pass; steal by S. Mejri),,66-70,,
7:09.0,,,66-70,,D. Smith misses 2-pt shot from 3 ft (block by R. Lopez)
7:09.0,,,66-70,,Offensive rebound by Team
6:59.0,,,66-70,,Turnover by S. Mejri (bad pass; steal by K. Dunn)
6:53.0,R. Lopez misses 2-pt shot from 21 ft,,66-70,,
6:50.0,,,66-70,,Defensive rebound by W. Matthews
6:37.0,,,66-70,,Turnover by W. Matthews (traveling)
6:37.0,,,66-70,,Dallas full timeout
6:23.0,K. Dunn misses 2-pt shot from 2 ft,,66-70,,
6:19.0,,,66-70,,Defensive rebound by S. Mejri
6:01.0,,,66-70,,Turnover by D. Smith (lost ball; steal by K. Dunn)
5:56.0,Turnover by K. Dunn (bad pass),,66-70,,
5:39.0,,,66-70,,W. Matthews misses 3-pt shot from 24 ft
5:35.0,Defensive rebound by L. Markkanen,,66-70,,
5:23.0,Turnover by R. Lopez (traveling),,66-70,,
5:13.0,,,66-70,,H. Barnes misses 3-pt shot from 25 ft
5:09.0,Defensive rebound by R. Lopez,,66-70,,
4:59.0,K. Dunn misses 3-pt shot from 25 ft,,66-70,,
4:56.0,,,66-70,,Defensive rebound by D. Smith
4:42.0,,,66-70,,H. Barnes misses 2-pt shot from 2 ft
4:39.0,Defensive rebound by R. Lopez,,66-70,,
4:35.0,J. Holiday misses 2-pt shot from 2 ft (block by S. Mejri),,66-70,,
4:32.0,Offensive rebound by K. Dunn,,66-70,,
4:22.0,J. Holiday makes 3-pt shot from 22 ft (assist by K. Dunn),3,69-70,,
4:08.0,,,69-70,,Shooting foul by D. Valentine (drawn by W. Matthews)
4:08.0,,,69-71,1,W. Matthews makes free throw 1 of 2
4:08.0,,,69-71,,D. Harris enters the game for D. Smith
4:08.0,,,69-71,,J. Barea enters the game for M. Kleber
4:08.0,,,69-71,,D. Powell enters the game for S. Mejri
4:08.0,N. Mirotic enters the game for R. Lopez,,69-71,,
4:08.0,D. Nwaba enters the game for D. Valentine,,69-71,,
4:08.0,,,69-72,1,W. Matthews makes free throw 2 of 2
3:56.0,K. Dunn makes 2-pt shot from 1 ft,2,71-72,,
3:42.0,Personal foul by J. Holiday (drawn by H. Barnes),,71-72,,
3:27.0,,,71-74,2,H. Barnes makes 2-pt shot from 3 ft
3:02.0,Turnover by Team (shot clock),,71-74,,
2:42.0,,,71-76,2,W. Matthews makes 2-pt shot from 21 ft
2:23.0,D. Nwaba makes 2-pt shot from 1 ft (assist by L. Markkanen),2,73-76,,
2:14.0,,,73-76,,Shooting foul by D. Nwaba (drawn by J. Barea)
2:14.0,Chicago full timeout,,73-76,,
2:14.0,B. Portis enters the game for L. Markkanen,,73-76,,
2:14.0,,,73-77,1,J. Barea makes free throw 1 of 2
2:14.0,,,73-78,1,J. Barea makes free throw 2 of 2
2:02.0,N. Mirotic misses 3-pt shot from 27 ft,,73-78,,
1:58.0,,,73-78,,Defensive rebound by D. Harris
1:43.0,,,73-81,3,H. Barnes makes 3-pt shot from 22 ft (assist by D. Harris)
1:31.0,J. Holiday makes 3-pt shot from 25 ft (assist by B. Portis),3,76-81,,
1:07.0,,,76-83,2,D. Harris makes 2-pt shot from 1 ft
0:50.0,K. Dunn makes 3-pt shot from 24 ft (assist by N. Mirotic),3,79-83,,
0:32.0,,,79-85,2,J. Barea makes 2-pt shot from 8 ft
0:27.0,,,79-85,,Shooting block foul by D. Powell (drawn by K. Dunn)
0:27.0,K. Dunn misses free throw 1 of 2,,79-85,,
0:27.0,Offensive rebound by Team,,79-85,,
0:27.0,K. Dunn makes free throw 2 of 2,1,80-85,,
0:05.0,,,80-88,3,J. Barea makes 3-pt shot from 24 ft
0:00.0,Turnover by J. Holiday (lost ball; steal by W. Matthews),,80-88,,
0:00.0,,,80-88,,W. Matthews misses 3-pt shot from 25 ft
0:00.0,,,80-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Shooting foul by J. Barea (drawn by J. Grant),,80-88,,
11:46.0,J. Grant makes free throw 1 of 2,1,81-88,,
11:46.0,J. Grant misses free throw 2 of 2,,81-88,,
11:44.0,,,81-88,,Defensive rebound by Y. Ferrell
11:34.0,,,81-88,,Turnover by D. Harris (lost ball; steal by B. Portis)
11:30.0,D. Nwaba makes 2-pt shot from 8 ft (assist by B. Portis),2,83-88,,
11:11.0,,,83-88,,J. Barea misses 2-pt shot from 8 ft
11:08.0,Defensive rebound by N. Mirotic,,83-88,,
11:01.0,J. Grant makes 3-pt shot from 25 ft,3,86-88,,
10:46.0,Personal foul by P. Zipser (drawn by D. Harris),,86-88,,
10:39.0,,,86-88,,J. Barea misses 3-pt shot from 26 ft
10:37.0,Defensive rebound by P. Zipser,,86-88,,
10:24.0,D. Nwaba makes 2-pt shot from 10 ft (assist by B. Portis),2,88-88,,
10:09.0,,,88-88,,Turnover by J. Barea (bad pass; steal by B. Portis)
10:01.0,N. Mirotic misses 3-pt shot from 27 ft,,88-88,,
9:58.0,Offensive rebound by B. Portis,,88-88,,
9:57.0,B. Portis makes 2-pt shot from 3 ft,2,90-88,,
9:57.0,,,90-88,,Dallas full timeout
9:45.0,Personal block foul by P. Zipser (drawn by D. Harris),,90-88,,
9:35.0,,,90-88,,Shooting foul by P. Zipser (drawn by D. Harris)
9:35.0,,,90-88,,D. Harris misses free throw 1 of 2
9:35.0,,,90-88,,Offensive rebound by Team
9:35.0,,,90-89,1,D. Harris makes free throw 2 of 2
9:22.0,J. Grant misses 3-pt shot from 26 ft,,90-89,,
9:19.0,Offensive rebound by N. Mirotic,,90-89,,
9:19.0,N. Mirotic makes 2-pt shot from 5 ft,2,92-89,,
8:58.0,,,92-92,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by D. Nowitzki)
8:33.0,N. Mirotic misses 2-pt shot from 9 ft,,92-92,,
8:30.0,,,92-92,,Defensive rebound by D. Nowitzki
8:23.0,,,92-92,,D. Harris misses 2-pt shot from 2 ft
8:23.0,,,92-92,,Offensive rebound by Team
8:23.0,,,92-92,,Turnover by D. Harris (traveling)
8:13.0,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Grant),3,95-92,,
7:48.0,,,95-94,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
7:27.0,B. Portis makes 2-pt shot from 11 ft,2,97-94,,
7:13.0,,,97-97,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea)
7:02.0,Shooting foul by D. Nowitzki (drawn by D. Nwaba),,97-97,,
7:02.0,D. Nwaba misses free throw 1 of 2,,97-97,,
7:02.0,Offensive rebound by Team,,97-97,,
7:02.0,,,97-97,,W. Matthews enters the game for D. Harris
7:02.0,D. Nwaba makes free throw 2 of 2,1,98-97,,
7:02.0,,,98-97,,Violation by D. Nowitzki (lane)
6:45.0,,,98-100,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea)
6:27.0,P. Zipser misses 3-pt shot from 25 ft,,98-100,,
6:25.0,Offensive rebound by B. Portis,,98-100,,
6:23.0,J. Grant misses 3-pt shot from 27 ft,,98-100,,
6:23.0,,,98-100,,Defensive rebound by J. Barea
6:03.0,,,98-100,,D. Nowitzki misses 2-pt shot from 15 ft
6:01.0,Defensive rebound by N. Mirotic,,98-100,,
5:55.0,Turnover by D. Nwaba (lost ball; steal by D. Powell),,98-100,,
5:54.0,Personal foul by N. Mirotic (drawn by W. Matthews),,98-100,,
5:54.0,,,98-100,,H. Barnes enters the game for D. Nowitzki
5:54.0,K. Dunn enters the game for J. Grant,,98-100,,
5:54.0,J. Holiday enters the game for P. Zipser,,98-100,,
5:54.0,L. Markkanen enters the game for N. Mirotic,,98-100,,
5:38.0,,,98-100,,W. Matthews misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by K. Dunn,,98-100,,
5:26.0,K. Dunn makes 2-pt shot from 16 ft,2,100-100,,
5:05.0,,,100-100,,W. Matthews misses 2-pt shot from 2 ft
5:02.0,Defensive rebound by B. Portis,,100-100,,
4:57.0,D. Nwaba makes 2-pt shot at rim (assist by B. Portis),2,102-100,,
4:37.0,,,102-100,,J. Barea misses 3-pt shot from 23 ft
4:34.0,,,102-100,,Offensive rebound by Y. Ferrell
4:25.0,,,102-100,,H. Barnes misses 2-pt shot from 21 ft
4:22.0,Defensive rebound by L. Markkanen,,102-100,,
4:09.0,J. Holiday makes 3-pt shot from 24 ft (assist by K. Dunn),3,105-100,,
4:08.0,,,105-100,,Dallas full timeout
4:08.0,,,105-100,,D. Smith enters the game for J. Barea
3:51.0,,,105-102,2,H. Barnes makes 2-pt shot from 2 ft (assist by D. Powell)
3:32.0,B. Portis misses 2-pt shot from 3 ft,,105-102,,
3:29.0,Offensive rebound by B. Portis,,105-102,,
3:26.0,Turnover by B. Portis (lost ball; steal by H. Barnes),,105-102,,
3:14.0,,,105-102,,Y. Ferrell misses 3-pt shot from 24 ft
3:10.0,Defensive rebound by B. Portis,,105-102,,
3:00.0,D. Nwaba misses 2-pt shot from 5 ft,,105-102,,
2:56.0,Offensive rebound by D. Nwaba,,105-102,,
2:54.0,D. Nwaba misses 2-pt shot from 1 ft,,105-102,,
2:52.0,Offensive rebound by L. Markkanen,,105-102,,
2:49.0,L. Markkanen makes 2-pt shot at rim,2,107-102,,
2:31.0,,,107-102,,H. Barnes misses 2-pt shot from 1 ft
2:31.0,,,107-102,,Offensive rebound by H. Barnes
2:27.0,,,107-104,2,H. Barnes makes 2-pt shot at rim
2:15.0,K. Dunn makes 3-pt shot from 25 ft,3,110-104,,
1:50.0,,,110-104,,Turnover by H. Barnes (bad pass; steal by K. Dunn)
1:48.0,Turnover by K. Dunn (bad pass; steal by D. Powell),,110-104,,
1:45.0,,,110-104,,Turnover by D. Powell (bad pass)
1:45.0,,,110-104,,J. Barea enters the game for Y. Ferrell
1:45.0,N. Mirotic enters the game for B. Portis,,110-104,,
1:34.0,K. Dunn makes 2-pt shot from 13 ft,2,112-104,,
1:24.0,,,112-104,,Turnover by D. Smith (palming)
1:08.0,N. Mirotic makes 2-pt shot at rim (assist by K. Dunn),2,114-104,,
1:08.0,,,114-104,,Dallas full timeout
1:06.0,,,114-104,,Shooting foul by J. Holiday (drawn by W. Matthews)
1:06.0,,,114-105,1,W. Matthews makes free throw 1 of 3
1:06.0,,,114-106,1,W. Matthews makes free throw 2 of 3
1:06.0,,,114-106,,Y. Ferrell enters the game for J. Barea
1:06.0,D. Valentine enters the game for D. Nwaba,,114-106,,
