time,Milwaukee,pts.away,score,pts.home,Boston
1:38.0,K. Middleton makes 3-pt shot from 27 ft (assist by G. Antetokounmpo),3,104-118,,
1:13.0,,,104-118,,M. Morris misses 3-pt shot from 24 ft
1:10.0,Defensive rebound by E. Bledsoe,,104-118,,
1:06.0,S. Brown misses 3-pt shot from 22 ft,,104-118,,
1:05.0,,,104-118,,Defensive rebound by T. Rozier
1:00.0,Personal take foul by G. Antetokounmpo (drawn by T. Rozier),,104-118,,
1:00.0,,,104-118,,S. Ojeleye enters the game for J. Brown
1:00.0,,,104-118,,A. Nader enters the game for M. Morris
1:00.0,,,104-118,,G. Yabusele enters the game for A. Horford
1:00.0,T. Maker enters the game for E. Bledsoe,,104-118,,
1:00.0,T. Zeller enters the game for K. Middleton,,104-118,,
1:00.0,S. Muhammad enters the game for J. Henson,,104-118,,
1:00.0,M. Dellavedova enters the game for G. Antetokounmpo,,104-118,,
1:00.0,,,104-118,,S. Larkin enters the game for A. Baynes
1:00.0,,,104-119,1,T. Rozier makes free throw 1 of 2
1:00.0,,,104-120,1,T. Rozier makes free throw 2 of 2
0:46.0,T. Maker misses 2-pt shot from 3 ft (block by A. Nader),,104-120,,
0:44.0,Offensive rebound by T. Maker,,104-120,,
0:44.0,,,104-120,,A. Baynes enters the game for T. Rozier
0:42.0,Jump ball: A. Nader vs. T. Maker (M. Dellavedova gains possession),,,,Jump ball: A. Nader vs. T. Maker (M. Dellavedova gains possession)
0:37.0,T. Maker misses 3-pt shot from 25 ft,,104-120,,
0:35.0,,,104-120,,Defensive rebound by A. Baynes
0:12.0,,,104-120,,Turnover by Team (shot clock)
0:05.0,S. Muhammad makes 2-pt shot from 5 ft,2,106-120,,
