time,Toronto,pts.away,score,pts.home,Atlanta
3:07.0,D. Wright enters the game for K. Lowry,,19-10,,
2:58.0,C. Miles misses 2-pt shot from 7 ft,,19-10,,
2:55.0,Offensive rebound by J. Poeltl,,19-10,,
2:54.0,J. Poeltl misses 2-pt shot from 3 ft (block by J. Collins),,19-10,,
2:54.0,,,19-10,,Defensive rebound by T. Waller-Prince
2:33.0,,,19-10,,Turnover by T. Waller-Prince (bad pass; steal by S. Ibaka)
2:20.0,Shooting foul by J. Collins (drawn by D. DeRozan),,19-10,,
2:20.0,D. DeRozan misses free throw 1 of 2,,19-10,,
2:20.0,Offensive rebound by Team,,19-10,,
2:20.0,P. Siakam enters the game for S. Ibaka,,19-10,,
2:20.0,D. DeRozan makes free throw 2 of 2,1,20-10,,
2:11.0,Violation by P. Siakam (kicked ball),,20-10,,
1:58.0,,,20-10,,M. Delaney misses 2-pt shot from 23 ft
1:54.0,Defensive rebound by D. Wright,,20-10,,
1:44.0,Turnover by D. DeRozan (lost ball; steal by T. Waller-Prince),,20-10,,
1:41.0,,,20-10,,Turnover by T. Waller-Prince (lost ball; steal by D. Wright)
1:34.0,J. Poeltl makes 2-pt shot from 1 ft (assist by C. Miles),2,22-10,,
1:33.0,,,22-10,,Atlanta full timeout
1:33.0,,,22-10,,M. Muscala enters the game for T. Waller-Prince
1:33.0,,,22-10,,L. Babbitt enters the game for D. Dedmon
1:33.0,F. VanVleet enters the game for D. DeRozan,,22-10,,
1:14.0,,,22-10,,Turnover by M. Delaney (bad pass; steal by J. Poeltl)
1:08.0,C. Miles misses 2-pt shot from 7 ft,,22-10,,
1:04.0,,,22-10,,Defensive rebound by M. Delaney
0:56.0,,,22-10,,L. Babbitt misses 3-pt shot from 28 ft
0:55.0,Defensive rebound by Team,,22-10,,
0:55.0,,,22-10,,Loose ball foul by J. Collins (drawn by C. Miles)
0:55.0,C. Miles misses free throw 1 of 2,,22-10,,
0:55.0,Offensive rebound by Team,,22-10,,
0:55.0,C. Miles makes free throw 2 of 2,1,23-10,,
0:41.0,,,23-12,2,M. Belinelli makes 2-pt shot from 13 ft
0:35.0,J. Poeltl misses 2-pt shot from 3 ft (block by J. Collins),,23-12,,
0:35.0,Offensive rebound by Team,,23-12,,
0:34.0,C. Miles makes 2-pt shot from 16 ft (assist by F. VanVleet),2,25-12,,
0:24.0,,,25-12,,M. Delaney misses 2-pt shot from 6 ft (block by J. Poeltl)
0:20.0,,,25-12,,Offensive rebound by J. Collins
0:20.0,,,25-14,2,J. Collins makes 2-pt shot at rim
0:05.0,F. VanVleet makes 3-pt shot from 24 ft,3,28-14,,
0:00.0,,,28-16,2,J. Collins makes 2-pt shot from 1 ft (assist by M. Delaney)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Offensive foul by J. Poeltl (drawn by M. Delaney),,28-16,,
11:48.0,Turnover by J. Poeltl (offensive foul),,28-16,,
11:24.0,,,28-18,2,J. Collins makes 2-pt shot from 1 ft (assist by M. Delaney)
11:24.0,Violation by C. Miles (def goaltending),,28-18,,
11:14.0,J. Poeltl makes 2-pt shot from 13 ft (assist by F. VanVleet),2,30-18,,
10:57.0,,,30-18,,M. Delaney misses 3-pt shot from 25 ft
10:53.0,Defensive rebound by D. Wright,,30-18,,
10:45.0,Turnover by D. Wright (bad pass; steal by M. Muscala),,30-18,,
10:42.0,,,30-18,,J. Collins misses 2-pt shot from 3 ft (block by F. VanVleet)
10:42.0,Defensive rebound by Team,,30-18,,
10:42.0,,,30-18,,T. Dorsey enters the game for M. Belinelli
10:42.0,,,30-18,,I. Taylor enters the game for M. Delaney
10:36.0,,,30-18,,Personal foul by I. Taylor (drawn by F. VanVleet)
10:27.0,C. Miles misses 3-pt shot from 22 ft,,30-18,,
10:20.0,,,30-18,,Defensive rebound by T. Dorsey
10:04.0,,,30-18,,L. Babbitt misses 3-pt shot from 25 ft
10:01.0,Defensive rebound by D. Wright,,30-18,,
9:54.0,D. Wright misses 2-pt shot from 11 ft,,30-18,,
9:50.0,,,30-18,,Defensive rebound by J. Collins
9:38.0,,,30-18,,J. Collins misses 2-pt shot from 2 ft
9:34.0,Defensive rebound by F. VanVleet,,30-18,,
9:33.0,C. Miles misses 3-pt shot from 25 ft,,30-18,,
9:29.0,,,30-18,,Defensive rebound by T. Dorsey
9:20.0,,,30-18,,I. Taylor misses 2-pt shot from 3 ft (block by F. VanVleet)
9:20.0,,,30-18,,Offensive rebound by Team
9:20.0,,,30-18,,M. Plumlee enters the game for J. Collins
9:20.0,,,30-18,,E. Ilyasova enters the game for M. Muscala
9:09.0,,,30-18,,E. Ilyasova misses 2-pt shot from 20 ft
9:06.0,Defensive rebound by J. Poeltl,,30-18,,
8:58.0,Turnover by P. Siakam (bad pass; steal by T. Dorsey),,30-18,,
8:54.0,,,30-20,2,T. Dorsey makes 2-pt shot from 3 ft
8:54.0,Violation by D. Wright (def goaltending),,30-20,,
8:40.0,D. Wright misses 2-pt shot from 16 ft,,30-20,,
8:37.0,,,30-20,,Defensive rebound by M. Plumlee
8:30.0,,,30-20,,L. Babbitt misses 3-pt shot from 28 ft
8:27.0,Defensive rebound by P. Siakam,,30-20,,
8:22.0,P. Siakam makes 2-pt shot from 8 ft,2,32-20,,
8:12.0,,,32-20,,Shooting foul by F. VanVleet (drawn by I. Taylor)
8:12.0,,,32-20,,I. Taylor misses free throw 1 of 2
8:12.0,,,32-20,,Offensive rebound by Team
8:12.0,,,32-20,,K. Bazemore enters the game for L. Babbitt
8:12.0,N. Powell enters the game for C. Miles,,32-20,,
8:12.0,,,32-20,,I. Taylor misses free throw 2 of 2
8:09.0,,,32-20,,Offensive rebound by M. Plumlee
7:49.0,,,32-20,,T. Dorsey misses 2-pt shot from 14 ft (block by J. Poeltl)
7:45.0,Defensive rebound by F. VanVleet,,32-20,,
7:43.0,F. VanVleet makes 2-pt shot at rim,2,34-20,,
7:33.0,,,34-22,2,I. Taylor makes 2-pt shot from 1 ft
7:11.0,Shooting foul by E. Ilyasova (drawn by D. Wright),,34-22,,
7:11.0,D. Wright misses free throw 1 of 2,,34-22,,
7:11.0,Offensive rebound by Team,,34-22,,
7:11.0,,,34-22,,D. Schroder enters the game for I. Taylor
7:11.0,J. Valanciunas enters the game for J. Poeltl,,34-22,,
7:11.0,D. Wright makes free throw 2 of 2,1,35-22,,
7:01.0,,,35-22,,D. Schroder misses 2-pt shot from 4 ft (block by F. VanVleet)
7:01.0,,,35-22,,Offensive rebound by Team
7:01.0,K. Lowry enters the game for D. Wright,,35-22,,
6:52.0,,,35-22,,Turnover by K. Bazemore (bad pass; steal by N. Powell)
6:46.0,F. VanVleet makes 3-pt shot from 24 ft (assist by N. Powell),3,38-22,,
6:43.0,,,38-22,,Atlanta full timeout
6:25.0,,,38-22,,M. Plumlee misses 2-pt shot from 5 ft (block by J. Valanciunas)
6:19.0,,,38-22,,Offensive rebound by D. Schroder
6:17.0,,,38-24,2,D. Schroder makes 2-pt shot from 9 ft
5:55.0,N. Powell misses 2-pt shot from 1 ft (block by M. Plumlee),,38-24,,
5:51.0,,,38-24,,Defensive rebound by D. Schroder
5:48.0,,,38-24,,D. Schroder misses 2-pt shot from 17 ft
5:44.0,Defensive rebound by P. Siakam,,38-24,,
5:38.0,J. Valanciunas misses 3-pt shot from 25 ft,,38-24,,
5:35.0,,,38-24,,Defensive rebound by K. Bazemore
5:28.0,,,38-24,,K. Bazemore misses 2-pt shot from 1 ft
5:22.0,,,38-24,,Offensive rebound by M. Plumlee
5:22.0,,,38-26,2,M. Plumlee makes 2-pt shot at rim
5:18.0,F. VanVleet makes 3-pt shot from 25 ft,3,41-26,,
5:18.0,Shooting foul by T. Dorsey (drawn by F. VanVleet),,41-26,,
5:18.0,,,41-26,,M. Belinelli enters the game for T. Dorsey
5:18.0,S. Ibaka enters the game for P. Siakam,,41-26,,
5:18.0,F. VanVleet makes free throw 1 of 1,1,42-26,,
4:58.0,,,42-26,,M. Belinelli misses 2-pt shot from 11 ft
4:51.0,Defensive rebound by J. Valanciunas,,42-26,,
4:49.0,K. Lowry makes 3-pt shot from 25 ft (assist by N. Powell),3,45-26,,
4:36.0,,,45-26,,K. Bazemore misses 3-pt shot from 24 ft
4:33.0,Defensive rebound by S. Ibaka,,45-26,,
4:30.0,Shooting foul by K. Bazemore (drawn by F. VanVleet),,45-26,,
4:30.0,F. VanVleet makes free throw 1 of 2,1,46-26,,
4:30.0,,,46-26,,J. Collins enters the game for E. Ilyasova
4:30.0,,,46-26,,D. Dedmon enters the game for M. Plumlee
4:30.0,D. DeRozan enters the game for N. Powell,,46-26,,
4:30.0,F. VanVleet makes free throw 2 of 2,1,47-26,,
4:10.0,,,47-28,2,D. Schroder makes 2-pt shot from 2 ft
4:03.0,F. VanVleet misses 3-pt shot from 24 ft,,47-28,,
3:57.0,Offensive rebound by F. VanVleet,,47-28,,
3:51.0,D. DeRozan misses 2-pt shot from 12 ft,,47-28,,
3:48.0,Offensive rebound by J. Valanciunas,,47-28,,
3:48.0,J. Valanciunas misses 2-pt shot from 1 ft,,47-28,,
3:46.0,,,47-28,,Defensive rebound by J. Collins
3:42.0,,,47-30,2,K. Bazemore makes 2-pt shot from 1 ft
3:30.0,S. Ibaka makes 3-pt shot from 24 ft,3,50-30,,
3:13.0,,,50-30,,K. Bazemore misses 2-pt shot from 17 ft
3:07.0,Defensive rebound by F. VanVleet,,50-30,,
3:04.0,Turnover by S. Ibaka (step out of bounds),,50-30,,
3:04.0,Toronto full timeout,,50-30,,
3:04.0,O. Anunoby enters the game for F. VanVleet,,50-30,,
2:50.0,,,50-30,,M. Belinelli misses 3-pt shot from 24 ft
2:47.0,Defensive rebound by J. Valanciunas,,50-30,,
2:40.0,D. DeRozan misses 2-pt shot from 14 ft,,50-30,,
2:38.0,Offensive rebound by O. Anunoby,,50-30,,
2:35.0,K. Lowry misses 3-pt shot from 25 ft,,50-30,,
2:31.0,,,50-30,,Defensive rebound by J. Collins
2:25.0,,,50-33,3,D. Schroder makes 3-pt shot from 25 ft (assist by K. Bazemore)
2:04.0,D. DeRozan makes 3-pt shot from 24 ft (assist by S. Ibaka),3,53-33,,
1:50.0,,,53-33,,J. Collins misses 2-pt shot from 5 ft (block by J. Valanciunas)
1:50.0,Defensive rebound by Team,,53-33,,
1:33.0,J. Valanciunas misses 2-pt shot at rim,,53-33,,
1:30.0,,,53-33,,Defensive rebound by J. Collins
1:26.0,,,53-33,,D. Dedmon misses 2-pt shot from 2 ft
1:22.0,Defensive rebound by J. Valanciunas,,53-33,,
1:15.0,S. Ibaka misses 3-pt shot from 25 ft,,53-33,,
1:10.0,Offensive rebound by J. Valanciunas,,53-33,,
1:10.0,J. Valanciunas misses 2-pt shot at rim,,53-33,,
1:10.0,Offensive rebound by K. Lowry,,53-33,,
1:04.0,Turnover by K. Lowry (lost ball; steal by D. Schroder),,53-33,,
1:02.0,,,53-35,2,D. Schroder makes 2-pt shot from 1 ft
0:52.0,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan),2,55-35,,
0:38.0,,,55-37,2,K. Bazemore makes 2-pt shot from 7 ft
0:31.0,K. Lowry makes 3-pt shot from 27 ft,3,58-37,,
0:13.0,,,58-39,2,K. Bazemore makes 2-pt shot from 1 ft
0:13.0,,,58-39,,Shooting foul by J. Valanciunas (drawn by K. Bazemore)
0:13.0,,,58-39,,L. Babbitt enters the game for M. Belinelli
0:13.0,,,58-40,1,K. Bazemore makes free throw 1 of 1
0:00.0,D. DeRozan misses 2-pt shot from 21 ft,,58-40,,
0:00.0,Offensive rebound by Team,,58-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,K. Lowry misses 3-pt shot from 24 ft,,58-40,,
11:48.0,Offensive rebound by D. DeRozan,,58-40,,
11:40.0,J. Valanciunas misses 2-pt shot from 2 ft,,58-40,,
11:36.0,,,58-40,,Defensive rebound by D. Schroder
11:31.0,,,58-40,,Shooting foul by J. Valanciunas (drawn by M. Plumlee)
11:31.0,,,58-41,1,M. Plumlee makes free throw 1 of 2
11:31.0,,,58-41,,M. Plumlee misses free throw 2 of 2
11:28.0,Defensive rebound by O. Anunoby,,58-41,,
11:11.0,S. Ibaka makes 2-pt shot from 13 ft (assist by D. DeRozan),2,60-41,,
10:58.0,,,60-43,2,D. Schroder makes 2-pt shot from 13 ft (assist by K. Bazemore)
10:40.0,S. Ibaka makes 2-pt shot from 1 ft,2,62-43,,
10:28.0,,,62-46,3,D. Schroder makes 3-pt shot from 23 ft (assist by M. Plumlee)
10:11.0,,,62-46,,Personal foul by T. Waller-Prince (drawn by J. Valanciunas)
10:05.0,,,62-46,,Personal foul by D. Schroder (drawn by K. Lowry)
9:59.0,D. DeRozan misses 2-pt shot from 15 ft,,62-46,,
9:54.0,,,62-46,,Defensive rebound by D. Schroder
9:48.0,,,62-48,2,M. Plumlee makes 2-pt shot at rim (assist by D. Schroder)
9:28.0,S. Ibaka misses 2-pt shot from 3 ft (block by M. Plumlee),,62-48,,
9:24.0,,,62-48,,Defensive rebound by E. Ilyasova
9:22.0,,,62-48,,Turnover by T. Waller-Prince (step out of bounds)
9:14.0,K. Lowry misses 3-pt shot from 25 ft,,62-48,,
9:10.0,,,62-48,,Defensive rebound by D. Schroder
9:08.0,,,62-48,,D. Schroder misses 2-pt shot from 1 ft (block by S. Ibaka)
9:03.0,Defensive rebound by D. DeRozan,,62-48,,
9:00.0,O. Anunoby makes 2-pt shot from 1 ft (assist by J. Valanciunas),2,64-48,,
8:41.0,,,64-50,2,K. Bazemore makes 2-pt shot from 11 ft
8:26.0,O. Anunoby makes 3-pt shot from 26 ft (assist by J. Valanciunas),3,67-50,,
8:12.0,,,67-50,,E. Ilyasova misses 3-pt shot from 24 ft
8:07.0,Defensive rebound by O. Anunoby,,67-50,,
7:56.0,S. Ibaka misses 2-pt shot from 3 ft,,67-50,,
7:55.0,Offensive rebound by J. Valanciunas,,67-50,,
7:55.0,J. Valanciunas makes 2-pt shot at rim,2,69-50,,
7:55.0,,,69-50,,Atlanta full timeout
7:55.0,,,69-50,,M. Belinelli enters the game for T. Waller-Prince
7:50.0,Personal foul by O. Anunoby (drawn by M. Belinelli),,69-50,,
7:34.0,,,69-50,,D. Schroder misses 2-pt shot from 15 ft (block by O. Anunoby)
7:33.0,,,69-50,,Offensive rebound by D. Schroder
7:32.0,,,69-50,,D. Schroder misses 2-pt shot from 14 ft
7:32.0,,,69-50,,Offensive rebound by Team
7:32.0,,,69-50,,Turnover by Team (shot clock)
7:21.0,,,69-50,,Personal foul by D. Schroder (drawn by K. Lowry)
7:09.0,D. DeRozan makes 2-pt shot from 12 ft,2,71-50,,
6:44.0,,,71-50,,D. Schroder misses 2-pt shot from 11 ft
6:42.0,,,71-50,,Offensive rebound by D. Schroder
6:38.0,,,71-50,,M. Plumlee misses 2-pt shot from 10 ft
6:35.0,Defensive rebound by J. Valanciunas,,71-50,,
6:28.0,D. DeRozan misses 2-pt shot from 13 ft,,71-50,,
6:22.0,,,71-50,,Defensive rebound by K. Bazemore
6:18.0,,,71-50,,Shooting foul by S. Ibaka (drawn by D. Schroder)
6:18.0,,,71-51,1,D. Schroder makes free throw 1 of 2
6:18.0,,,71-51,,J. Collins enters the game for M. Plumlee
6:18.0,,,71-52,1,D. Schroder makes free throw 2 of 2
6:01.0,K. Lowry makes 3-pt shot from 25 ft (assist by S. Ibaka),3,74-52,,
5:37.0,,,74-52,,D. Schroder misses 2-pt shot from 10 ft
5:33.0,,,74-52,,Offensive rebound by E. Ilyasova
5:33.0,,,74-52,,E. Ilyasova misses 2-pt shot at rim
5:33.0,Defensive rebound by J. Valanciunas,,74-52,,
5:33.0,,,74-52,,Personal foul by D. Schroder (drawn by K. Lowry)
5:22.0,Turnover by K. Lowry (bad pass; steal by D. Schroder),,74-52,,
5:18.0,,,74-54,2,J. Collins makes 2-pt shot from 1 ft (assist by D. Schroder)
4:55.0,Offensive foul by J. Valanciunas (drawn by K. Bazemore),,74-54,,
4:55.0,Turnover by J. Valanciunas (offensive foul),,74-54,,
4:38.0,,,74-54,,D. Schroder misses 2-pt shot from 18 ft
4:35.0,Defensive rebound by J. Valanciunas,,74-54,,
4:20.0,O. Anunoby makes 3-pt shot from 24 ft (assist by K. Lowry),3,77-54,,
4:06.0,,,77-56,2,M. Belinelli makes 2-pt shot from 20 ft (assist by K. Bazemore)
3:49.0,J. Valanciunas makes 2-pt shot from 12 ft (assist by O. Anunoby),2,79-56,,
3:32.0,,,79-56,,Shooting foul by S. Ibaka (drawn by J. Collins)
3:32.0,,,79-57,1,J. Collins makes free throw 1 of 2
3:32.0,,,79-57,,D. Dedmon enters the game for E. Ilyasova
3:32.0,J. Poeltl enters the game for J. Valanciunas,,79-57,,
3:32.0,,,79-58,1,J. Collins makes free throw 2 of 2
3:19.0,D. DeRozan misses 2-pt shot from 1 ft (block by J. Collins),,79-58,,
3:19.0,Offensive rebound by Team,,79-58,,
3:17.0,D. DeRozan makes 2-pt shot from 15 ft (assist by K. Lowry),2,81-58,,
3:00.0,,,81-58,,J. Collins misses 2-pt shot from 1 ft
2:56.0,Defensive rebound by J. Poeltl,,81-58,,
2:53.0,,,81-58,,Personal foul by K. Bazemore (drawn by D. DeRozan)
2:53.0,Toronto full timeout,,81-58,,
2:53.0,C. Miles enters the game for O. Anunoby,,81-58,,
2:53.0,D. DeRozan makes free throw 1 of 2,1,82-58,,
2:53.0,D. DeRozan makes free throw 2 of 2,1,83-58,,
2:42.0,Personal foul by S. Ibaka (drawn by M. Belinelli),,83-58,,
2:42.0,,,83-59,1,M. Belinelli makes free throw 1 of 2
2:42.0,P. Siakam enters the game for S. Ibaka,,83-59,,
2:42.0,,,83-60,1,M. Belinelli makes free throw 2 of 2
2:17.0,K. Lowry misses 2-pt shot from 17 ft,,83-60,,
2:13.0,,,83-60,,Defensive rebound by M. Belinelli
2:00.0,,,83-62,2,D. Dedmon makes 2-pt shot from 11 ft
1:46.0,J. Poeltl misses 2-pt shot from 2 ft,,83-62,,
1:43.0,,,83-62,,Defensive rebound by J. Collins
1:40.0,,,83-62,,Offensive foul by D. Schroder
1:40.0,,,83-62,,Turnover by D. Schroder (offensive foul)
1:40.0,,,83-62,,Technical foul by D. Schroder
1:40.0,K. Lowry misses technical free throw,,83-62,,
1:40.0,Offensive rebound by Team,,83-62,,
1:27.0,D. DeRozan misses 2-pt shot from 8 ft (block by J. Collins),,83-62,,
1:24.0,,,83-62,,Defensive rebound by J. Collins
1:19.0,,,83-62,,Turnover by D. Schroder (bad pass; steal by D. DeRozan)
1:19.0,,,83-62,,Personal foul by M. Belinelli (drawn by D. DeRozan)
1:19.0,D. DeRozan makes free throw 1 of 2,1,84-62,,
1:19.0,D. DeRozan makes free throw 2 of 2,1,85-62,,
1:08.0,,,85-62,,J. Collins misses 2-pt shot from 15 ft
1:07.0,Defensive rebound by Team,,85-62,,
1:07.0,,,85-62,,Loose ball foul by D. Dedmon (drawn by P. Siakam)
1:07.0,P. Siakam misses free throw 1 of 2,,85-62,,
1:07.0,Offensive rebound by Team,,85-62,,
1:07.0,P. Siakam misses free throw 2 of 2,,85-62,,
1:04.0,,,85-62,,Defensive rebound by J. Collins
0:58.0,Personal foul by P. Siakam (drawn by J. Collins),,85-62,,
0:58.0,,,85-62,,J. Collins misses free throw 1 of 2
0:58.0,,,85-62,,Offensive rebound by Team
0:58.0,,,85-63,1,J. Collins makes free throw 2 of 2
0:50.0,Offensive foul by J. Poeltl (drawn by K. Bazemore),,85-63,,
0:50.0,Turnover by J. Poeltl (offensive foul),,85-63,,
0:34.0,,,85-63,,Shooting foul by C. Miles (drawn by K. Bazemore)
0:34.0,,,85-64,1,K. Bazemore makes free throw 1 of 2
0:34.0,,,85-65,1,K. Bazemore makes free throw 2 of 2
0:25.0,Turnover by D. DeRozan (bad pass; steal by M. Belinelli),,85-65,,
0:21.0,,,85-65,,M. Belinelli misses 3-pt shot from 25 ft
0:14.0,Defensive rebound by K. Lowry,,85-65,,
0:01.0,K. Lowry misses 3-pt shot from 24 ft,,85-65,,
0:01.0,Offensive rebound by P. Siakam,,85-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,85-68,3,M. Muscala makes 3-pt shot from 25 ft (assist by M. Delaney)
11:34.0,C. Miles misses 2-pt shot from 1 ft,,85-68,,
11:30.0,Offensive rebound by J. Poeltl,,85-68,,
11:27.0,C. Miles makes 3-pt shot from 23 ft (assist by D. Wright),3,88-68,,
11:13.0,,,88-68,,M. Belinelli misses 3-pt shot from 24 ft
11:08.0,Defensive rebound by P. Siakam,,88-68,,
10:57.0,F. VanVleet makes 3-pt shot from 25 ft (assist by D. Wright),3,91-68,,
10:35.0,Personal foul by C. Miles (drawn by M. Muscala),,91-68,,
10:35.0,,,91-68,,L. Babbitt enters the game for M. Belinelli
10:32.0,,,91-68,,Turnover by M. Delaney (turnover)
10:23.0,F. VanVleet makes 2-pt shot from 2 ft,2,93-68,,
10:15.0,,,93-68,,M. Delaney misses 2-pt shot from 9 ft
10:10.0,,,93-68,,Offensive rebound by M. Delaney
10:10.0,,,93-68,,M. Delaney misses 2-pt shot at rim
10:09.0,Defensive rebound by F. VanVleet,,93-68,,
