time,Portland,pts.away,score,pts.home,Minnesota
9:14.0,Defensive rebound by E. Turner,,35-33,,
9:04.0,P. Connaughton misses 2-pt shot from 3 ft,,35-33,,
9:02.0,,,35-33,,Defensive rebound by N. Bjelica
8:58.0,,,35-35,2,T. Jones makes 2-pt shot from 1 ft
8:37.0,Offensive charge foul by S. Napier (drawn by G. Dieng),,35-35,,
8:37.0,Turnover by S. Napier (offensive foul),,35-35,,
8:37.0,D. Lillard enters the game for S. Napier,,35-35,,
8:27.0,,,35-35,,Offensive foul by K. Towns (drawn by E. Davis)
8:27.0,,,35-35,,Turnover by K. Towns (offensive foul)
8:27.0,,,35-35,,J. Butler enters the game for G. Dieng
8:07.0,D. Lillard misses 3-pt shot from 25 ft,,35-35,,
8:04.0,,,35-35,,Defensive rebound by K. Towns
7:53.0,,,35-38,3,N. Bjelica makes 3-pt shot from 22 ft (assist by J. Butler)
7:52.0,Portland full timeout,,35-38,,
7:52.0,A. Aminu enters the game for E. Davis,,35-38,,
7:52.0,J. Nurkic enters the game for Z. Collins,,35-38,,
7:40.0,Turnover by J. Nurkic (bad pass),,35-38,,
7:19.0,,,35-40,2,J. Butler makes 2-pt shot from 11 ft
7:06.0,,,35-40,,Personal foul by J. Butler (drawn by D. Lillard)
6:59.0,P. Connaughton misses 3-pt shot from 25 ft,,35-40,,
6:55.0,,,35-40,,Defensive rebound by J. Crawford
6:44.0,,,35-43,3,J. Crawford makes 3-pt shot from 30 ft (assist by T. Jones)
6:25.0,E. Turner misses 3-pt shot from 24 ft,,35-43,,
6:22.0,,,35-43,,Defensive rebound by N. Bjelica
6:17.0,,,35-43,,J. Crawford misses 2-pt shot from 12 ft (block by P. Connaughton)
6:15.0,Defensive rebound by A. Aminu,,35-43,,
6:10.0,,,35-43,,Personal foul by N. Bjelica (drawn by D. Lillard)
6:10.0,M. Harkless enters the game for P. Connaughton,,35-43,,
6:00.0,J. Nurkic misses 2-pt shot from 7 ft,,35-43,,
5:57.0,,,35-43,,Defensive rebound by N. Bjelica
5:41.0,,,35-43,,J. Crawford misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by J. Nurkic,,35-43,,
5:32.0,Turnover by E. Turner (bad pass; steal by J. Crawford),,35-43,,
5:15.0,,,35-43,,J. Butler misses 2-pt shot from 11 ft
5:11.0,Defensive rebound by A. Aminu,,35-43,,
5:08.0,Turnover by A. Aminu (lost ball; steal by T. Jones),,35-43,,
5:08.0,Personal foul by A. Aminu (drawn by J. Butler),,35-43,,
4:58.0,,,35-45,2,T. Jones makes 2-pt shot from 6 ft
4:57.0,Portland full timeout,,35-45,,
4:40.0,Shooting foul by T. Jones (drawn by E. Turner),,35-45,,
4:40.0,E. Turner makes free throw 1 of 2,1,36-45,,
4:40.0,E. Turner makes free throw 2 of 2,1,37-45,,
4:24.0,,,37-47,2,K. Towns makes 2-pt shot from 20 ft (assist by T. Jones)
4:00.0,A. Aminu makes 2-pt shot from 1 ft (assist by J. Nurkic),2,39-47,,
3:39.0,,,39-47,,N. Bjelica misses 2-pt shot from 5 ft
3:38.0,,,39-47,,Offensive rebound by N. Bjelica
3:37.0,,,39-49,2,N. Bjelica makes 2-pt shot at rim
3:22.0,Turnover by D. Lillard (bad pass; steal by T. Jones),,39-49,,
3:21.0,Personal foul by M. Harkless (drawn by T. Jones),,39-49,,
3:21.0,,,39-49,,A. Wiggins enters the game for T. Jones
3:21.0,,,39-49,,J. Teague enters the game for N. Bjelica
3:21.0,,,39-49,,T. Gibson enters the game for J. Crawford
3:03.0,,,39-49,,J. Teague misses 2-pt shot from 20 ft
2:59.0,Defensive rebound by D. Lillard,,39-49,,
2:51.0,Turnover by D. Lillard (bad pass; steal by T. Gibson),,39-49,,
2:41.0,,,39-51,2,T. Gibson makes 2-pt shot from 1 ft (assist by K. Towns)
2:20.0,J. Nurkic misses 2-pt shot from 13 ft,,39-51,,
2:19.0,,,39-51,,Defensive rebound by K. Towns
2:19.0,Personal foul by J. Nurkic (drawn by K. Towns),,39-51,,
2:08.0,,,39-51,,K. Towns misses 2-pt shot from 6 ft (block by A. Aminu)
1:59.0,Defensive rebound by D. Lillard,,39-51,,
1:59.0,D. Lillard misses 2-pt shot from 3 ft,,39-51,,
1:59.0,Offensive rebound by E. Turner,,39-51,,
1:59.0,Shooting foul by T. Gibson (drawn by E. Turner),,39-51,,
1:59.0,E. Turner makes free throw 1 of 2,1,40-51,,
1:59.0,E. Turner makes free throw 2 of 2,1,41-51,,
1:52.0,,,41-53,2,J. Teague makes 2-pt shot from 6 ft
1:34.0,J. Nurkic misses 2-pt shot from 12 ft,,41-53,,
1:31.0,,,41-53,,Defensive rebound by K. Towns
1:25.0,,,41-55,2,J. Butler makes 2-pt shot from 5 ft (assist by J. Teague)
1:10.0,Turnover by D. Lillard (bad pass),,41-55,,
1:10.0,P. Connaughton enters the game for E. Turner,,41-55,,
0:48.0,,,41-55,,Shooting foul by J. Nurkic (drawn by K. Towns)
0:48.0,,,41-56,1,K. Towns makes free throw 1 of 2
0:48.0,,,41-57,1,K. Towns makes free throw 2 of 2
0:36.0,,,41-57,,Personal foul by J. Teague (drawn by D. Lillard)
0:36.0,D. Lillard makes free throw 1 of 2,1,42-57,,
0:36.0,E. Davis enters the game for J. Nurkic,,42-57,,
0:36.0,D. Lillard makes free throw 2 of 2,1,43-57,,
0:22.0,,,43-57,,A. Wiggins misses 2-pt shot from 20 ft
0:18.0,Defensive rebound by E. Davis,,43-57,,
0:01.0,M. Harkless misses 3-pt shot from 24 ft,,43-57,,
0:00.0,,,43-57,,Defensive rebound by K. Towns
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,E. Turner makes 2-pt shot from 20 ft,2,45-57,,
11:22.0,,,45-57,,Turnover by J. Teague (bad pass; steal by C. McCollum)
11:18.0,A. Aminu misses 2-pt shot from 2 ft,,45-57,,
11:14.0,,,45-57,,Defensive rebound by A. Wiggins
11:09.0,,,45-59,2,A. Wiggins makes 2-pt shot from 16 ft
10:47.0,A. Aminu misses 3-pt shot from 25 ft,,45-59,,
10:44.0,,,45-59,,Defensive rebound by J. Butler
10:33.0,,,45-59,,T. Gibson misses 2-pt shot from 3 ft
10:31.0,Defensive rebound by A. Aminu,,45-59,,
10:17.0,A. Aminu makes 2-pt shot at rim,2,47-59,,
10:07.0,,,47-59,,J. Teague misses 2-pt shot from 8 ft
10:05.0,Defensive rebound by A. Aminu,,47-59,,
9:49.0,A. Aminu misses 2-pt shot from 3 ft,,47-59,,
9:46.0,,,47-59,,Defensive rebound by J. Butler
9:36.0,,,47-61,2,K. Towns makes 2-pt shot from 18 ft (assist by J. Butler)
9:13.0,Turnover by C. McCollum (lost ball; steal by J. Teague),,47-61,,
9:10.0,Personal foul by E. Turner (drawn by J. Teague),,47-61,,
9:04.0,Def 3 sec tech foul by J. Nurkic,,47-61,,
9:04.0,,,47-62,1,J. Butler makes technical free throw
8:52.0,,,47-62,,J. Teague misses 2-pt shot from 21 ft
8:49.0,,,47-62,,Offensive rebound by T. Gibson
8:38.0,,,47-62,,K. Towns misses 2-pt shot from 1 ft
8:34.0,Defensive rebound by J. Nurkic,,47-62,,
8:29.0,D. Lillard makes 2-pt shot from 1 ft,2,49-62,,
8:16.0,,,49-64,2,A. Wiggins makes 2-pt shot from 10 ft
8:00.0,Turnover by E. Turner (bad pass; steal by J. Butler),,49-64,,
7:56.0,,,49-66,2,A. Wiggins makes 2-pt shot from 4 ft (assist by J. Teague)
7:56.0,Portland full timeout,,49-66,,
7:56.0,Z. Collins enters the game for A. Aminu,,49-66,,
7:39.0,C. McCollum misses 2-pt shot from 7 ft,,49-66,,
7:39.0,Offensive rebound by J. Nurkic,,49-66,,
7:34.0,D. Lillard misses 3-pt shot from 25 ft,,49-66,,
7:34.0,Offensive rebound by J. Nurkic,,49-66,,
7:32.0,J. Nurkic makes 2-pt shot at rim,2,51-66,,
7:06.0,,,51-69,3,K. Towns makes 3-pt shot from 25 ft (assist by J. Teague)
6:46.0,Turnover by E. Turner (bad pass; steal by J. Teague),,51-69,,
6:42.0,,,51-72,3,J. Teague makes 3-pt shot from 24 ft
6:31.0,C. McCollum makes 2-pt shot from 1 ft,2,53-72,,
6:31.0,Shooting foul by T. Gibson (drawn by C. McCollum),,53-72,,
6:31.0,E. Davis enters the game for E. Turner,,53-72,,
6:31.0,C. McCollum makes free throw 1 of 1,1,54-72,,
6:31.0,P. Connaughton enters the game for J. Nurkic,,54-72,,
6:27.0,Personal foul by P. Connaughton (drawn by J. Butler),,54-72,,
6:17.0,,,54-74,2,J. Teague makes 2-pt shot from 9 ft
5:56.0,Turnover by C. McCollum (bad pass; steal by A. Wiggins),,54-74,,
5:53.0,,,54-76,2,J. Butler makes 2-pt shot at rim (assist by A. Wiggins)
5:35.0,C. McCollum misses 2-pt shot from 18 ft,,54-76,,
5:35.0,,,54-76,,Defensive rebound by Team
5:35.0,Loose ball foul by Z. Collins (drawn by K. Towns),,54-76,,
5:20.0,,,54-78,2,T. Gibson makes 2-pt shot from 2 ft (assist by J. Teague)
5:20.0,Violation by E. Davis (def goaltending),,54-78,,
5:08.0,Shooting foul by K. Towns (drawn by D. Lillard),,54-78,,
5:08.0,D. Lillard misses free throw 1 of 2,,54-78,,
5:08.0,Offensive rebound by Team,,54-78,,
5:08.0,D. Lillard makes free throw 2 of 2,1,55-78,,
5:00.0,,,55-78,,Shooting foul by Z. Collins (drawn by K. Towns)
5:00.0,,,55-78,,K. Towns misses free throw 1 of 2
5:00.0,,,55-78,,Offensive rebound by Team
5:00.0,,,55-79,1,K. Towns makes free throw 2 of 2
4:47.0,P. Connaughton makes 3-pt shot from 28 ft (assist by D. Lillard),3,58-79,,
4:24.0,,,58-79,,T. Gibson misses 2-pt shot from 8 ft
4:22.0,Defensive rebound by D. Lillard,,58-79,,
4:14.0,P. Connaughton makes 3-pt shot from 24 ft (assist by D. Lillard),3,61-79,,
4:02.0,,,61-82,3,K. Towns makes 3-pt shot from 24 ft (assist by J. Teague)
3:48.0,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard),3,64-82,,
3:30.0,,,64-82,,A. Wiggins misses 3-pt shot from 25 ft
3:28.0,Defensive rebound by E. Davis,,64-82,,
3:25.0,P. Connaughton makes 2-pt shot at rim (assist by D. Lillard),2,66-82,,
3:10.0,,,66-82,,Turnover by K. Towns (lost ball; steal by E. Davis)
3:03.0,C. McCollum makes 2-pt shot from 19 ft,2,68-82,,
2:57.0,,,68-82,,Minnesota full timeout
2:57.0,,,68-82,,G. Dieng enters the game for K. Towns
2:40.0,,,68-82,,J. Teague misses 2-pt shot from 19 ft
2:37.0,Defensive rebound by D. Lillard,,68-82,,
2:32.0,D. Lillard makes 3-pt shot from 26 ft,3,71-82,,
2:11.0,,,71-82,,Shooting foul by E. Davis (drawn by J. Butler)
2:11.0,,,71-83,1,J. Butler makes free throw 1 of 2
2:11.0,,,71-83,,J. Butler misses free throw 2 of 2
2:09.0,Defensive rebound by E. Davis,,71-83,,
1:56.0,D. Lillard misses 2-pt shot from 1 ft,,71-83,,
1:56.0,Offensive rebound by E. Davis,,71-83,,
1:56.0,Shooting foul by J. Teague (drawn by E. Davis),,71-83,,
1:56.0,E. Davis misses free throw 1 of 2,,71-83,,
1:56.0,Offensive rebound by Team,,71-83,,
1:56.0,E. Davis misses free throw 2 of 2,,71-83,,
1:54.0,,,71-83,,Defensive rebound by J. Teague
1:42.0,Personal foul by D. Lillard (drawn by J. Teague),,71-83,,
1:42.0,,,71-84,1,J. Teague makes free throw 1 of 2
1:42.0,,,71-84,,J. Teague misses free throw 2 of 2
1:38.0,,,71-84,,Offensive rebound by J. Butler
1:38.0,,,71-84,,Shooting foul by E. Davis (drawn by J. Butler)
1:38.0,,,71-85,1,J. Butler makes free throw 1 of 2
1:38.0,,,71-86,1,J. Butler makes free throw 2 of 2
1:15.0,Turnover by D. Lillard (bad pass; steal by T. Gibson),,71-86,,
0:56.0,,,71-86,,Turnover by A. Wiggins (lost ball; steal by D. Lillard)
0:38.0,C. McCollum makes 3-pt shot from 24 ft,3,74-86,,
0:38.0,,,74-87,1,J. Butler makes technical free throw
0:38.0,,,74-87,,Minnesota full timeout
0:38.0,,,74-87,,N. Bjelica enters the game for T. Gibson
0:33.0,,,74-89,2,J. Teague makes 2-pt shot from 2 ft
0:16.0,Z. Collins misses 2-pt shot from 5 ft,,74-89,,
0:14.0,,,74-89,,Defensive rebound by A. Wiggins
0:00.0,,,74-91,2,J. Teague makes 2-pt shot from 4 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,74-91,,J. Crawford misses 3-pt shot from 25 ft
11:32.0,Defensive rebound by D. Lillard,,74-91,,
11:25.0,D. Lillard misses 3-pt shot from 24 ft,,74-91,,
11:22.0,,,74-91,,Defensive rebound by G. Dieng
11:12.0,,,74-93,2,J. Teague makes 2-pt shot from 11 ft
10:47.0,Turnover by Team (shot clock),,74-93,,
10:35.0,,,74-93,,J. Teague misses 2-pt shot from 14 ft
10:31.0,Defensive rebound by E. Davis,,74-93,,
10:27.0,C. McCollum makes 2-pt shot from 7 ft,2,76-93,,
10:11.0,,,76-93,,K. Towns misses 2-pt shot from 19 ft
10:08.0,,,76-93,,Offensive rebound by G. Dieng
10:06.0,,,76-93,,G. Dieng misses 3-pt shot from 23 ft
10:03.0,Defensive rebound by E. Davis,,76-93,,
9:58.0,C. McCollum misses 3-pt shot from 26 ft,,76-93,,
9:55.0,,,76-93,,Defensive rebound by N. Bjelica
9:44.0,,,76-96,3,J. Crawford makes 3-pt shot from 22 ft (assist by G. Dieng)
9:38.0,,,76-96,,Technical foul by J. Crawford
9:38.0,D. Lillard makes technical free throw,1,77-96,,
9:38.0,,,77-96,,J. Butler enters the game for J. Teague
9:28.0,P. Connaughton makes 3-pt shot from 24 ft (assist by D. Lillard),3,80-96,,
9:10.0,,,80-98,2,J. Butler makes 2-pt shot from 17 ft
8:59.0,D. Lillard makes 2-pt shot from 20 ft,2,82-98,,
8:44.0,,,82-100,2,K. Towns makes 2-pt shot at rim (assist by J. Butler)
8:44.0,,,82-100,,Shooting foul by Z. Collins (drawn by K. Towns)
8:44.0,,,82-101,1,K. Towns makes free throw 1 of 1
8:26.0,C. McCollum misses 2-pt shot from 2 ft (block by G. Dieng),,82-101,,
8:23.0,,,82-101,,Defensive rebound by K. Towns
8:18.0,,,82-104,3,J. Butler makes 3-pt shot from 25 ft (assist by J. Crawford)
8:01.0,P. Connaughton makes 3-pt shot from 25 ft (assist by D. Lillard),3,85-104,,
7:47.0,,,85-104,,Shooting foul by E. Davis (drawn by J. Butler)
7:47.0,,,85-105,1,J. Butler makes free throw 1 of 2
7:47.0,,,85-105,,A. Wiggins enters the game for N. Bjelica
7:47.0,,,85-106,1,J. Butler makes free throw 2 of 2
7:40.0,D. Lillard makes 2-pt shot from 1 ft,2,87-106,,
7:40.0,Shooting foul by K. Towns (drawn by D. Lillard),,87-106,,
7:40.0,D. Lillard makes free throw 1 of 1,1,88-106,,
7:28.0,,,88-108,2,K. Towns makes 2-pt shot from 15 ft (assist by J. Butler)
7:14.0,P. Connaughton misses 3-pt shot from 25 ft,,88-108,,
7:10.0,,,88-108,,Defensive rebound by G. Dieng
7:03.0,,,88-108,,Shooting foul by Z. Collins (drawn by K. Towns)
7:03.0,,,88-109,1,K. Towns makes free throw 1 of 2
7:03.0,,,88-109,,T. Gibson enters the game for G. Dieng
7:03.0,,,88-110,1,K. Towns makes free throw 2 of 2
6:57.0,D. Lillard misses 3-pt shot from 24 ft,,88-110,,
6:55.0,,,88-110,,Defensive rebound by K. Towns
6:45.0,,,88-110,,Shooting foul by C. McCollum (drawn by J. Butler)
6:45.0,,,88-110,,Minnesota full timeout
6:45.0,J. Layman enters the game for D. Lillard,,88-110,,
6:45.0,N. Vonleh enters the game for E. Davis,,88-110,,
6:45.0,,,88-111,1,J. Butler makes free throw 1 of 3
6:45.0,,,88-112,1,J. Butler makes free throw 2 of 3
6:45.0,,,88-112,,J. Butler misses free throw 3 of 3
6:43.0,Defensive rebound by N. Vonleh,,88-112,,
6:32.0,P. Connaughton misses 3-pt shot from 25 ft,,88-112,,
6:28.0,,,88-112,,Defensive rebound by K. Towns
6:12.0,,,88-112,,J. Crawford misses 3-pt shot from 25 ft
6:10.0,Defensive rebound by N. Vonleh,,88-112,,
6:01.0,N. Vonleh misses 2-pt shot from 20 ft,,88-112,,
5:58.0,,,88-112,,Defensive rebound by K. Towns
5:36.0,,,88-112,,J. Butler misses 2-pt shot from 13 ft
5:33.0,Defensive rebound by N. Vonleh,,88-112,,
5:26.0,C. McCollum misses 2-pt shot from 20 ft,,88-112,,
5:24.0,,,88-112,,Defensive rebound by A. Wiggins
5:10.0,,,88-114,2,J. Crawford makes 2-pt shot from 19 ft (assist by K. Towns)
4:57.0,,,88-114,,Personal foul by J. Butler (drawn by C. McCollum)
4:57.0,,,88-114,,T. Jones enters the game for J. Butler
4:57.0,M. Leonard enters the game for C. McCollum,,88-114,,
4:49.0,M. Leonard makes 2-pt shot from 1 ft (assist by P. Connaughton),2,90-114,,
4:35.0,,,90-114,,T. Gibson misses 3-pt shot from 23 ft
4:32.0,Defensive rebound by N. Vonleh,,90-114,,
4:23.0,P. Connaughton misses 3-pt shot from 23 ft,,90-114,,
4:20.0,,,90-114,,Defensive rebound by T. Gibson
4:09.0,,,90-116,2,A. Wiggins makes 2-pt shot from 16 ft
4:07.0,Portland full timeout,,90-116,,
4:07.0,,,90-116,,G. Dieng enters the game for J. Crawford
4:07.0,,,90-116,,N. Bjelica enters the game for A. Wiggins
4:07.0,,,90-116,,M. Georges-Hunt enters the game for K. Towns
4:07.0,,,90-116,,S. Muhammad enters the game for T. Gibson
3:50.0,P. Connaughton makes 2-pt shot from 13 ft,2,92-116,,
3:41.0,,,92-116,,Shooting foul by Z. Collins (drawn by S. Muhammad)
3:41.0,,,92-117,1,S. Muhammad makes free throw 1 of 2
3:41.0,,,92-118,1,S. Muhammad makes free throw 2 of 2
3:22.0,Z. Collins makes 3-pt shot from 26 ft (assist by P. Connaughton),3,95-118,,
3:05.0,,,95-118,,S. Muhammad misses 2-pt shot from 3 ft
3:03.0,Defensive rebound by N. Vonleh,,95-118,,
2:55.0,N. Vonleh misses 3-pt shot from 25 ft,,95-118,,
2:55.0,,,95-118,,Defensive rebound by Team
2:53.0,,,95-118,,A. Brooks enters the game for T. Jones
2:29.0,,,95-118,,S. Muhammad misses 2-pt shot from 15 ft
2:26.0,Defensive rebound by N. Vonleh,,95-118,,
